MethodUUID,OrganizationUUID,ReportingUnitUUID,VariableSpecificUUID,WaterSourceUUID,AllocationCropDutyAmount,Amount,BeneficialUseCategory,CommunityWaterSupplySystem,CropTypeCV,CustomerTypeCV,DataPublicationDate,DataPublicationDOI,InterbasinTransferFromID,InterbasinTransferToID,IrrigatedAcreage,IrrigationMethodCV,PopulationServed,PowerGeneratedGWh,PowerType,PrimaryUseCategory,ReportYearCV,SDWISIdentifierCV,TimeframeEnd,TimeframeStart,ReasonRemoved,index
TWDB_Water Uses,TWDB,TXag_RU224,TWDB_Consumptive Use,TXag_WS1,,,Mining,,,,02/19/2021,,,,,,47813,,,Unspecified,2002,,12/31/2002,01/01/2002,Bad Amount,50926.0
TWDB_Water Uses,TWDB,TXag_RU225,TWDB_Consumptive Use,TXag_WS1,,,Mining,,,,02/19/2021,,,,,,10413,,,Unspecified,2002,,12/31/2002,01/01/2002,Bad Amount,50927.0
TWDB_Water Uses,TWDB,TXag_RU226,TWDB_Consumptive Use,TXag_WS1,,,Mining,,,,02/19/2021,,,,,,9169,,,Unspecified,2002,,12/31/2002,01/01/2002,Bad Amount,50928.0
TWDB_Water Uses,TWDB,TXag_RU227,TWDB_Consumptive Use,TXag_WS1,,,Mining,,,,02/19/2021,,,,,,22979,,,Unspecified,2002,,12/31/2002,01/01/2002,Bad Amount,50929.0
TWDB_Water Uses,TWDB,TXag_RU228,TWDB_Consumptive Use,TXag_WS1,,,Mining,,,,02/19/2021,,,,,,67529,,,Unspecified,2002,,12/31/2002,01/01/2002,Bad Amount,50930.0
TWDB_Water Uses,TWDB,TXag_RU229,TWDB_Consumptive Use,TXag_WS1,,,Mining,,,,02/19/2021,,,,,,6298,,,Unspecified,2002,,12/31/2002,01/01/2002,Bad Amount,50931.0
TWDB_Water Uses,TWDB,TXag_RU230,TWDB_Consumptive Use,TXag_WS1,,,Mining,,,,02/19/2021,,,,,,2908,,,Unspecified,2002,,12/31/2002,01/01/2002,Bad Amount,50932.0
TWDB_Water Uses,TWDB,TXag_RU231,TWDB_Consumptive Use,TXag_WS1,,,Mining,,,,02/19/2021,,,,,,15986,,,Unspecified,2002,,12/31/2002,01/01/2002,Bad Amount,50933.0
TWDB_Water Uses,TWDB,TXag_RU232,TWDB_Consumptive Use,TXag_WS1,,,Mining,,,,02/19/2021,,,,,,3270,,,Unspecified,2002,,12/31/2002,01/01/2002,Bad Amount,50934.0
TWDB_Water Uses,TWDB,TXag_RU233,TWDB_Consumptive Use,TXag_WS1,,,Mining,,,,02/19/2021,,,,,,25586,,,Unspecified,2002,,12/31/2002,01/01/2002,Bad Amount,50935.0
TWDB_Water Uses,TWDB,TXag_RU234,TWDB_Consumptive Use,TXag_WS1,,,Mining,,,,02/19/2021,,,,,,3127,,,Unspecified,2002,,12/31/2002,01/01/2002,Bad Amount,50936.0
TWDB_Water Uses,TWDB,TXag_RU235,TWDB_Consumptive Use,TXag_WS1,,,Mining,,,,02/19/2021,,,,,,181819,,,Unspecified,2002,,12/31/2002,01/01/2002,Bad Amount,50937.0
TWDB_Water Uses,TWDB,TXag_RU236,TWDB_Consumptive Use,TXag_WS1,,,Mining,,,,02/19/2021,,,,,,7451,,,Unspecified,2002,,12/31/2002,01/01/2002,Bad Amount,50938.0
TWDB_Water Uses,TWDB,TXag_RU237,TWDB_Consumptive Use,TXag_WS1,,,Mining,,,,02/19/2021,,,,,,56167,,,Unspecified,2002,,12/31/2002,01/01/2002,Bad Amount,50939.0
TWDB_Water Uses,TWDB,TXag_RU238,TWDB_Consumptive Use,TXag_WS1,,,Mining,,,,02/19/2021,,,,,,9594,,,Unspecified,2002,,12/31/2002,01/01/2002,Bad Amount,50940.0
TWDB_Water Uses,TWDB,TXag_RU239,TWDB_Consumptive Use,TXag_WS1,,,Mining,,,,02/19/2021,,,,,,1329,,,Unspecified,2002,,12/31/2002,01/01/2002,Bad Amount,50941.0
TWDB_Water Uses,TWDB,TXag_RU240,TWDB_Consumptive Use,TXag_WS1,,,Mining,,,,02/19/2021,,,,,,1562,,,Unspecified,2002,,12/31/2002,01/01/2002,Bad Amount,50942.0
TWDB_Water Uses,TWDB,TXag_RU241,TWDB_Consumptive Use,TXag_WS1,,,Mining,,,,02/19/2021,,,,,,4120,,,Unspecified,2002,,12/31/2002,01/01/2002,Bad Amount,50943.0
TWDB_Water Uses,TWDB,TXag_RU242,TWDB_Consumptive Use,TXag_WS1,,,Mining,,,,02/19/2021,,,,,,8089,,,Unspecified,2002,,12/31/2002,01/01/2002,Bad Amount,50944.0
TWDB_Water Uses,TWDB,TXag_RU243,TWDB_Consumptive Use,TXag_WS1,,,Mining,,,,02/19/2021,,,,,,1526403,,,Unspecified,2002,,12/31/2002,01/01/2002,Bad Amount,50945.0
TWDB_Water Uses,TWDB,TXag_RU244,TWDB_Consumptive Use,TXag_WS1,,,Mining,,,,02/19/2021,,,,,,126005,,,Unspecified,2002,,12/31/2002,01/01/2002,Bad Amount,50946.0
TWDB_Water Uses,TWDB,TXag_RU245,TWDB_Consumptive Use,TXag_WS1,,,Mining,,,,02/19/2021,,,,,,947,,,Unspecified,2002,,12/31/2002,01/01/2002,Bad Amount,50947.0
TWDB_Water Uses,TWDB,TXag_RU246,TWDB_Consumptive Use,TXag_WS1,,,Mining,,,,02/19/2021,,,,,,12322,,,Unspecified,2002,,12/31/2002,01/01/2002,Bad Amount,50948.0
TWDB_Water Uses,TWDB,TXag_RU247,TWDB_Consumptive Use,TXag_WS1,,,Mining,,,,02/19/2021,,,,,,1713,,,Unspecified,2002,,12/31/2002,01/01/2002,Bad Amount,50949.0
TWDB_Water Uses,TWDB,TXag_RU248,TWDB_Consumptive Use,TXag_WS1,,,Mining,,,,02/19/2021,,,,,,28626,,,Unspecified,2002,,12/31/2002,01/01/2002,Bad Amount,50950.0
TWDB_Water Uses,TWDB,TXag_RU249,TWDB_Consumptive Use,TXag_WS1,,,Mining,,,,02/19/2021,,,,,,104003,,,Unspecified,2002,,12/31/2002,01/01/2002,Bad Amount,50951.0
TWDB_Water Uses,TWDB,TXag_RU250,TWDB_Consumptive Use,TXag_WS1,,,Mining,,,,02/19/2021,,,,,,839946,,,Unspecified,2002,,12/31/2002,01/01/2002,Bad Amount,50952.0
TWDB_Water Uses,TWDB,TXag_RU251,TWDB_Consumptive Use,TXag_WS1,,,Mining,,,,02/19/2021,,,,,,13997,,,Unspecified,2002,,12/31/2002,01/01/2002,Bad Amount,50953.0
TWDB_Water Uses,TWDB,TXag_RU252,TWDB_Consumptive Use,TXag_WS1,,,Mining,,,,02/19/2021,,,,,,20798,,,Unspecified,2002,,12/31/2002,01/01/2002,Bad Amount,50954.0
TWDB_Water Uses,TWDB,TXag_RU253,TWDB_Consumptive Use,TXag_WS1,,,Mining,,,,02/19/2021,,,,,,35967,,,Unspecified,2002,,12/31/2002,01/01/2002,Bad Amount,50955.0
TWDB_Water Uses,TWDB,TXag_RU254,TWDB_Consumptive Use,TXag_WS1,,,Mining,,,,02/19/2021,,,,,,3380,,,Unspecified,2002,,12/31/2002,01/01/2002,Bad Amount,50956.0
TWDB_Water Uses,TWDB,TXag_RU255,TWDB_Consumptive Use,TXag_WS1,,,Mining,,,,02/19/2021,,,,,,25763,,,Unspecified,2002,,12/31/2002,01/01/2002,Bad Amount,50957.0
TWDB_Water Uses,TWDB,TXag_RU256,TWDB_Consumptive Use,TXag_WS1,,,Mining,,,,02/19/2021,,,,,,46011,,,Unspecified,2002,,12/31/2002,01/01/2002,Bad Amount,50958.0
TWDB_Water Uses,TWDB,TXag_RU257,TWDB_Consumptive Use,TXag_WS1,,,Mining,,,,02/19/2021,,,,,,50211,,,Unspecified,2002,,12/31/2002,01/01/2002,Bad Amount,50959.0
TWDB_Water Uses,TWDB,TXag_RU258,TWDB_Consumptive Use,TXag_WS1,,,Mining,,,,02/19/2021,,,,,,85070,,,Unspecified,2002,,12/31/2002,01/01/2002,Bad Amount,50960.0
TWDB_Water Uses,TWDB,TXag_RU259,TWDB_Consumptive Use,TXag_WS1,,,Mining,,,,02/19/2021,,,,,,63403,,,Unspecified,2002,,12/31/2002,01/01/2002,Bad Amount,50961.0
TWDB_Water Uses,TWDB,TXag_RU260,TWDB_Consumptive Use,TXag_WS1,,,Mining,,,,02/19/2021,,,,,,34965,,,Unspecified,2002,,12/31/2002,01/01/2002,Bad Amount,50962.0
TWDB_Water Uses,TWDB,TXag_RU261,TWDB_Consumptive Use,TXag_WS1,,,Mining,,,,02/19/2021,,,,,,10753,,,Unspecified,2002,,12/31/2002,01/01/2002,Bad Amount,50963.0
TWDB_Water Uses,TWDB,TXag_RU262,TWDB_Consumptive Use,TXag_WS1,,,Mining,,,,02/19/2021,,,,,,30935,,,Unspecified,2002,,12/31/2002,01/01/2002,Bad Amount,50964.0
TWDB_Water Uses,TWDB,TXag_RU263,TWDB_Consumptive Use,TXag_WS1,,,Mining,,,,02/19/2021,,,,,,208604,,,Unspecified,2002,,12/31/2002,01/01/2002,Bad Amount,50965.0
TWDB_Water Uses,TWDB,TXag_RU264,TWDB_Consumptive Use,TXag_WS1,,,Mining,,,,02/19/2021,,,,,,41915,,,Unspecified,2002,,12/31/2002,01/01/2002,Bad Amount,50966.0
TWDB_Water Uses,TWDB,TXag_RU265,TWDB_Consumptive Use,TXag_WS1,,,Mining,,,,02/19/2021,,,,,,5091,,,Unspecified,2002,,12/31/2002,01/01/2002,Bad Amount,50967.0
TWDB_Water Uses,TWDB,TXag_RU266,TWDB_Consumptive Use,TXag_WS1,,,Mining,,,,02/19/2021,,,,,,132188,,,Unspecified,2002,,12/31/2002,01/01/2002,Bad Amount,50968.0
TWDB_Water Uses,TWDB,TXag_RU267,TWDB_Consumptive Use,TXag_WS1,,,Mining,,,,02/19/2021,,,,,,14282,,,Unspecified,2002,,12/31/2002,01/01/2002,Bad Amount,50969.0
TWDB_Water Uses,TWDB,TXag_RU268,TWDB_Consumptive Use,TXag_WS1,,,Mining,,,,02/19/2021,,,,,,20288,,,Unspecified,2002,,12/31/2002,01/01/2002,Bad Amount,50970.0
TWDB_Water Uses,TWDB,TXag_RU269,TWDB_Consumptive Use,TXag_WS1,,,Mining,,,,02/19/2021,,,,,,283654,,,Unspecified,2002,,12/31/2002,01/01/2002,Bad Amount,50971.0
TWDB_Water Uses,TWDB,TXag_RU270,TWDB_Consumptive Use,TXag_WS1,,,Mining,,,,02/19/2021,,,,,,34931,,,Unspecified,2002,,12/31/2002,01/01/2002,Bad Amount,50972.0
TWDB_Water Uses,TWDB,TXag_RU271,TWDB_Consumptive Use,TXag_WS1,,,Mining,,,,02/19/2021,,,,,,6989,,,Unspecified,2002,,12/31/2002,01/01/2002,Bad Amount,50973.0
TWDB_Water Uses,TWDB,TXag_RU272,TWDB_Consumptive Use,TXag_WS1,,,Mining,,,,02/19/2021,,,,,,51664,,,Unspecified,2002,,12/31/2002,01/01/2002,Bad Amount,50974.0
TWDB_Water Uses,TWDB,TXag_RU273,TWDB_Consumptive Use,TXag_WS1,,,Mining,,,,02/19/2021,,,,,,38274,,,Unspecified,2002,,12/31/2002,01/01/2002,Bad Amount,50975.0
TWDB_Water Uses,TWDB,TXag_RU274,TWDB_Consumptive Use,TXag_WS1,,,Mining,,,,02/19/2021,,,,,,7193,,,Unspecified,2002,,12/31/2002,01/01/2002,Bad Amount,50976.0
TWDB_Water Uses,TWDB,TXag_RU275,TWDB_Consumptive Use,TXag_WS1,,,Mining,,,,02/19/2021,,,,,,17879,,,Unspecified,2002,,12/31/2002,01/01/2002,Bad Amount,50977.0
TWDB_Water Uses,TWDB,TXag_RU276,TWDB_Consumptive Use,TXag_WS1,,,Mining,,,,02/19/2021,,,,,,13016,,,Unspecified,2002,,12/31/2002,01/01/2002,Bad Amount,50978.0
TWDB_Water Uses,TWDB,TXag_RU277,TWDB_Consumptive Use,TXag_WS1,,,Mining,,,,02/19/2021,,,,,,11520,,,Unspecified,2002,,12/31/2002,01/01/2002,Bad Amount,50979.0
TWDB_Water Uses,TWDB,TXag_RU24,TWDB_Consumptive Use,TXag_WS1,,,Mining,,,,02/19/2021,,,,,,55618,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,50980.0
TWDB_Water Uses,TWDB,TXag_RU25,TWDB_Consumptive Use,TXag_WS1,,,Mining,,,,02/19/2021,,,,,,12946,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,50981.0
TWDB_Water Uses,TWDB,TXag_RU26,TWDB_Consumptive Use,TXag_WS1,,,Mining,,,,02/19/2021,,,,,,81332,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,50982.0
TWDB_Water Uses,TWDB,TXag_RU27,TWDB_Consumptive Use,TXag_WS1,,,Mining,,,,02/19/2021,,,,,,23877,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,50983.0
TWDB_Water Uses,TWDB,TXag_RU28,TWDB_Consumptive Use,TXag_WS1,,,Mining,,,,02/19/2021,,,,,,9164,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,50984.0
TWDB_Water Uses,TWDB,TXag_RU29,TWDB_Consumptive Use,TXag_WS1,,,Mining,,,,02/19/2021,,,,,,2102,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,50985.0
TWDB_Water Uses,TWDB,TXag_RU30,TWDB_Consumptive Use,TXag_WS1,,,Mining,,,,02/19/2021,,,,,,41187,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,50986.0
TWDB_Water Uses,TWDB,TXag_RU31,TWDB_Consumptive Use,TXag_WS1,,,Mining,,,,02/19/2021,,,,,,25285,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,50987.0
TWDB_Water Uses,TWDB,TXag_RU32,TWDB_Consumptive Use,TXag_WS1,,,Mining,,,,02/19/2021,,,,,,6369,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,50988.0
TWDB_Water Uses,TWDB,TXag_RU33,TWDB_Consumptive Use,TXag_WS1,,,Mining,,,,02/19/2021,,,,,,19254,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,50989.0
TWDB_Water Uses,TWDB,TXag_RU34,TWDB_Consumptive Use,TXag_WS1,,,Mining,,,,02/19/2021,,,,,,66988,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,50990.0
TWDB_Water Uses,TWDB,TXag_RU35,TWDB_Consumptive Use,TXag_WS1,,,Mining,,,,02/19/2021,,,,,,4041,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,50991.0
TWDB_Water Uses,TWDB,TXag_RU36,TWDB_Consumptive Use,TXag_WS1,,,Mining,,,,02/19/2021,,,,,,32958,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,50992.0
TWDB_Water Uses,TWDB,TXag_RU37,TWDB_Consumptive Use,TXag_WS1,,,Mining,,,,02/19/2021,,,,,,250321,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,50993.0
TWDB_Water Uses,TWDB,TXag_RU38,TWDB_Consumptive Use,TXag_WS1,,,Mining,,,,02/19/2021,,,,,,1463537,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,50994.0
TWDB_Water Uses,TWDB,TXag_RU39,TWDB_Consumptive Use,TXag_WS1,,,Mining,,,,02/19/2021,,,,,,8974,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,50995.0
TWDB_Water Uses,TWDB,TXag_RU40,TWDB_Consumptive Use,TXag_WS1,,,Mining,,,,02/19/2021,,,,,,695,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,50996.0
TWDB_Water Uses,TWDB,TXag_RU41,TWDB_Consumptive Use,TXag_WS1,,,Mining,,,,02/19/2021,,,,,,17665,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,50997.0
TWDB_Water Uses,TWDB,TXag_RU42,TWDB_Consumptive Use,TXag_WS1,,,Mining,,,,02/19/2021,,,,,,91101,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,50998.0
TWDB_Water Uses,TWDB,TXag_RU43,TWDB_Consumptive Use,TXag_WS1,,,Mining,,,,02/19/2021,,,,,,262107,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,50999.0
TWDB_Water Uses,TWDB,TXag_RU44,TWDB_Consumptive Use,TXag_WS1,,,Mining,,,,02/19/2021,,,,,,161304,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,51000.0
TWDB_Water Uses,TWDB,TXag_RU45,TWDB_Consumptive Use,TXag_WS1,,,Mining,,,,02/19/2021,,,,,,9265,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,51001.0
TWDB_Water Uses,TWDB,TXag_RU46,TWDB_Consumptive Use,TXag_WS1,,,Mining,,,,02/19/2021,,,,,,1691,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,51002.0
TWDB_Water Uses,TWDB,TXag_RU47,TWDB_Consumptive Use,TXag_WS1,,,Mining,,,,02/19/2021,,,,,,7827,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,51003.0
TWDB_Water Uses,TWDB,TXag_RU48,TWDB_Consumptive Use,TXag_WS1,,,Mining,,,,02/19/2021,,,,,,38231,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,51004.0
TWDB_Water Uses,TWDB,TXag_RU49,TWDB_Consumptive Use,TXag_WS1,,,Mining,,,,02/19/2021,,,,,,17457,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,51005.0
TWDB_Water Uses,TWDB,TXag_RU50,TWDB_Consumptive Use,TXag_WS1,,,Mining,,,,02/19/2021,,,,,,37511,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,51006.0
TWDB_Water Uses,TWDB,TXag_RU51,TWDB_Consumptive Use,TXag_WS1,,,Mining,,,,02/19/2021,,,,,,35008,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,51007.0
TWDB_Water Uses,TWDB,TXag_RU52,TWDB_Consumptive Use,TXag_WS1,,,Mining,,,,02/19/2021,,,,,,20983,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,51008.0
TWDB_Water Uses,TWDB,TXag_RU53,TWDB_Consumptive Use,TXag_WS1,,,Mining,,,,02/19/2021,,,,,,13308,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,51009.0
TWDB_Water Uses,TWDB,TXag_RU54,TWDB_Consumptive Use,TXag_WS1,,,Mining,,,,02/19/2021,,,,,,365095,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,51010.0
TWDB_Water Uses,TWDB,TXag_RU55,TWDB_Consumptive Use,TXag_WS1,,,Mining,,,,02/19/2021,,,,,,12321,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,51011.0
TWDB_Water Uses,TWDB,TXag_RU56,TWDB_Consumptive Use,TXag_WS1,,,Mining,,,,02/19/2021,,,,,,6467,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,51012.0
TWDB_Water Uses,TWDB,TXag_RU57,TWDB_Consumptive Use,TXag_WS1,,,Mining,,,,02/19/2021,,,,,,30413,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,51013.0
TWDB_Water Uses,TWDB,TXag_RU58,TWDB_Consumptive Use,TXag_WS1,,,Mining,,,,02/19/2021,,,,,,7830,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,51014.0
TWDB_Water Uses,TWDB,TXag_RU59,TWDB_Consumptive Use,TXag_WS1,,,Mining,,,,02/19/2021,,,,,,28427,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,51015.0
TWDB_Water Uses,TWDB,TXag_RU60,TWDB_Consumptive Use,TXag_WS1,,,Mining,,,,02/19/2021,,,,,,47851,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,51016.0
TWDB_Water Uses,TWDB,TXag_RU61,TWDB_Consumptive Use,TXag_WS1,,,Mining,,,,02/19/2021,,,,,,7531,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,51017.0
TWDB_Water Uses,TWDB,TXag_RU62,TWDB_Consumptive Use,TXag_WS1,,,Mining,,,,02/19/2021,,,,,,11335,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,51018.0
TWDB_Water Uses,TWDB,TXag_RU63,TWDB_Consumptive Use,TXag_WS1,,,Mining,,,,02/19/2021,,,,,,3577,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,51019.0
TWDB_Water Uses,TWDB,TXag_RU64,TWDB_Consumptive Use,TXag_WS1,,,Mining,,,,02/19/2021,,,,,,3881,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,51020.0
TWDB_Water Uses,TWDB,TXag_RU65,TWDB_Consumptive Use,TXag_WS1,,,Mining,,,,02/19/2021,,,,,,9120,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,51021.0
TWDB_Water Uses,TWDB,TXag_RU66,TWDB_Consumptive Use,TXag_WS1,,,Mining,,,,02/19/2021,,,,,,593419,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,51022.0
TWDB_Water Uses,TWDB,TXag_RU67,TWDB_Consumptive Use,TXag_WS1,,,Mining,,,,02/19/2021,,,,,,3017,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,51023.0
TWDB_Water Uses,TWDB,TXag_RU68,TWDB_Consumptive Use,TXag_WS1,,,Mining,,,,02/19/2021,,,,,,20889,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,51024.0
TWDB_Water Uses,TWDB,TXag_RU69,TWDB_Consumptive Use,TXag_WS1,,,Mining,,,,02/19/2021,,,,,,87553,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,51025.0
TWDB_Water Uses,TWDB,TXag_RU70,TWDB_Consumptive Use,TXag_WS1,,,Mining,,,,02/19/2021,,,,,,14249,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,51026.0
TWDB_Water Uses,TWDB,TXag_RU71,TWDB_Consumptive Use,TXag_WS1,,,Mining,,,,02/19/2021,,,,,,3918,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,51027.0
TWDB_Water Uses,TWDB,TXag_RU72,TWDB_Consumptive Use,TXag_WS1,,,Mining,,,,02/19/2021,,,,,,38007,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,51028.0
TWDB_Water Uses,TWDB,TXag_RU73,TWDB_Consumptive Use,TXag_WS1,,,Mining,,,,02/19/2021,,,,,,74781,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,51029.0
TWDB_Water Uses,TWDB,TXag_RU74,TWDB_Consumptive Use,TXag_WS1,,,Mining,,,,02/19/2021,,,,,,1751,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,51030.0
TWDB_Water Uses,TWDB,TXag_RU75,TWDB_Consumptive Use,TXag_WS1,,,Mining,,,,02/19/2021,,,,,,3923,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,51031.0
TWDB_Water Uses,TWDB,TXag_RU76,TWDB_Consumptive Use,TXag_WS1,,,Mining,,,,02/19/2021,,,,,,4025,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,51032.0
TWDB_Water Uses,TWDB,TXag_RU77,TWDB_Consumptive Use,TXag_WS1,,,Mining,,,,02/19/2021,,,,,,6742,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,51033.0
TWDB_Water Uses,TWDB,TXag_RU78,TWDB_Consumptive Use,TXag_WS1,,,Mining,,,,02/19/2021,,,,,,2789,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,51034.0
TWDB_Water Uses,TWDB,TXag_RU79,TWDB_Consumptive Use,TXag_WS1,,,Mining,,,,02/19/2021,,,,,,6234,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,51035.0
TWDB_Water Uses,TWDB,TXag_RU80,TWDB_Consumptive Use,TXag_WS1,,,Mining,,,,02/19/2021,,,,,,2284665,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,51036.0
TWDB_Water Uses,TWDB,TXag_RU81,TWDB_Consumptive Use,TXag_WS1,,,Mining,,,,02/19/2021,,,,,,14361,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,51037.0
TWDB_Water Uses,TWDB,TXag_RU82,TWDB_Consumptive Use,TXag_WS1,,,Mining,,,,02/19/2021,,,,,,18394,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,51038.0
TWDB_Water Uses,TWDB,TXag_RU83,TWDB_Consumptive Use,TXag_WS1,,,Mining,,,,02/19/2021,,,,,,18394,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,51039.0
TWDB_Water Uses,TWDB,TXag_RU84,TWDB_Consumptive Use,TXag_WS1,,,Mining,,,,02/19/2021,,,,,,511650,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,51040.0
TWDB_Water Uses,TWDB,TXag_RU85,TWDB_Consumptive Use,TXag_WS1,,,Mining,,,,02/19/2021,,,,,,19278,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,51041.0
TWDB_Water Uses,TWDB,TXag_RU86,TWDB_Consumptive Use,TXag_WS1,,,Mining,,,,02/19/2021,,,,,,2728,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,51042.0
TWDB_Water Uses,TWDB,TXag_RU87,TWDB_Consumptive Use,TXag_WS1,,,Mining,,,,02/19/2021,,,,,,10133,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,51043.0
TWDB_Water Uses,TWDB,TXag_RU88,TWDB_Consumptive Use,TXag_WS1,,,Mining,,,,02/19/2021,,,,,,3886,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,51044.0
TWDB_Water Uses,TWDB,TXag_RU89,TWDB_Consumptive Use,TXag_WS1,,,Mining,,,,02/19/2021,,,,,,12971,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,51045.0
TWDB_Water Uses,TWDB,TXag_RU90,TWDB_Consumptive Use,TXag_WS1,,,Mining,,,,02/19/2021,,,,,,18269,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,51046.0
TWDB_Water Uses,TWDB,TXag_RU91,TWDB_Consumptive Use,TXag_WS1,,,Mining,,,,02/19/2021,,,,,,123758,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,51047.0
TWDB_Water Uses,TWDB,TXag_RU92,TWDB_Consumptive Use,TXag_WS1,,,Mining,,,,02/19/2021,,,,,,1957,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,51048.0
TWDB_Water Uses,TWDB,TXag_RU93,TWDB_Consumptive Use,TXag_WS1,,,Mining,,,,02/19/2021,,,,,,707385,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,51049.0
TWDB_Water Uses,TWDB,TXag_RU94,TWDB_Consumptive Use,TXag_WS1,,,Mining,,,,02/19/2021,,,,,,124517,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,51050.0
TWDB_Water Uses,TWDB,TXag_RU95,TWDB_Consumptive Use,TXag_WS1,,,Mining,,,,02/19/2021,,,,,,33648,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,51051.0
TWDB_Water Uses,TWDB,TXag_RU96,TWDB_Consumptive Use,TXag_WS1,,,Mining,,,,02/19/2021,,,,,,18517,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,51052.0
TWDB_Water Uses,TWDB,TXag_RU97,TWDB_Consumptive Use,TXag_WS1,,,Mining,,,,02/19/2021,,,,,,32645,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad Amount,51053.0
