"YEAR","AMA","SECTOR","CATEGORY","PARENT WATER TYPE OR SECTOR","BUDGET ELEMENT","QUANTITY"
"2002","PINAL AMA","Municipal","Supply","Surface Water","Surface Water","184"
"2002","PINAL AMA","Municipal","Supply","CAP","CAP","3228"
"2002","PINAL AMA","Municipal","Supply","CAP","Recovered CAP","600"
"2002","PINAL AMA","Municipal","Supply","Effluent","Recovered Effluent","341"
"2002","PINAL AMA","Industrial","Demand","Industrial","Sand and Gravel Facilities","1526"
"2002","PINAL AMA","Industrial","Demand","Industrial","Mining Facilities","75"
"2002","PINAL AMA","Industrial","Demand","Industrial","Golf Courses","4962"
"2002","PINAL AMA","Industrial","Demand","Industrial","Parks Schools Cemeteries HOAs","262"
"2002","PINAL AMA","Industrial","Demand","Industrial","Dairy Facilities","3259"
"2002","PINAL AMA","Industrial","Demand","Industrial","Cattle Feedlots","2448"
"2002","PINAL AMA","Industrial","Demand","Industrial","Non Facility Use","933"
"2002","PINAL AMA","Industrial","Supply","Groundwater","Groundwater","12005"
"2002","PINAL AMA","Industrial","Supply","CAP","CAP","1007"
"2002","PINAL AMA","Industrial","Supply","Effluent","Effluent","453"
"2002","PINAL AMA","Agricultural","Allotment","Agricultural","Groundwater Allotment","976954"
"2002","PINAL AMA","Agricultural","Demand","Agricultural","Non-Exempt IGFRs","824823"
"2002","PINAL AMA","Agricultural","Demand","Agricultural","Exempt IGFRs","1500"
"2002","PINAL AMA","Agricultural","Demand","Agricultural","Agricultural Lost and Unaccounted","43856"
"2002","PINAL AMA","Agricultural","Supply","Groundwater","Groundwater","379187"
"2002","PINAL AMA","Agricultural","Supply","Surface Water","Surface Water","38062"
"2002","PINAL AMA","Agricultural","Supply","CAP","CAP","296062"
"2002","PINAL AMA","Agricultural","Supply","CAP","GSF (CAP)","155318"
"2002","PINAL AMA","Agricultural","Supply","Effluent","Effluent","1550"
"2002","PINAL AMA","Indian","Demand","Municipal","Municipal","402"
"2002","PINAL AMA","Indian","Demand","Indian","Agricultural","143140"
"2002","PINAL AMA","Indian","Demand","Indian","Indian Agricultural Lost and Unaccounted for water","3600"
"2002","PINAL AMA","Indian","Supply","Groundwater","Groundwater","62342"
"2002","PINAL AMA","Indian","Supply","Surface Water","Surface Water","2880"
"2002","PINAL AMA","Indian","Supply","CAP","CAP","81920"
"2002","PRESCOTT AMA","Municipal","Demand","Municipal","Large Provider Residential Deliveries","8001"
"2002","PRESCOTT AMA","Municipal","Demand","Municipal","Large Provider Non-Residential Deliveries","5843"
"2002","PRESCOTT AMA","Municipal","Demand","Municipal","Large Provider Lost and Unaccounted for Water","1152"
"2002","PRESCOTT AMA","Municipal","Demand","Municipal","Small Provider Deliveries","906"
"2002","PRESCOTT AMA","Municipal","Demand","Municipal","Domestic Exempt Volume","1732"
"2002","PRESCOTT AMA","Municipal","Population","Municipal","Large Municipal Provider Population","72768"
"2002","PRESCOTT AMA","Municipal","Population","Municipal","Small Municipal Provider Population","6976"
"2002","PRESCOTT AMA","Municipal","Population","Municipal","AMA Exempt Well Population","17176"
"2002","PRESCOTT AMA","Municipal","Exempt Wells","Municipal","AMA Exempt Wells","9404"
"2002","PRESCOTT AMA","Municipal","Supply","Groundwater","Groundwater","15464"
"2002","PRESCOTT AMA","Municipal","Supply","AWS Groundwater Accounting","Groundwater Allowance Pumping","8214"
"2002","PRESCOTT AMA","Municipal","Supply","Effluent","Effluent","2064"
"2002","PRESCOTT AMA","Municipal","Supply","Effluent","Recovered Effluent","107"
"2002","PRESCOTT AMA","Industrial","Demand","Industrial","Golf Courses","872"
"2002","PRESCOTT AMA","Industrial","Demand","Industrial","Non Facility Use","539"
"2002","PRESCOTT AMA","Industrial","Supply","Groundwater","Groundwater","1411"
"2002","PRESCOTT AMA","Agricultural","Allotment","Agricultural","Groundwater Allotment","15408"
"2002","PRESCOTT AMA","Agricultural","Demand","Agricultural","Non-Exempt IGFRs","6524"
"2002","PRESCOTT AMA","Agricultural","Demand","Agricultural","Exempt IGFRs","44"
"2002","PRESCOTT AMA","Agricultural","Demand","Agricultural","Exception Users","1060"
"2002","PRESCOTT AMA","Agricultural","Supply","Groundwater","Groundwater","5227"
"2002","PRESCOTT AMA","Agricultural","Supply","Surface Water","Surface Water","900"
"2002","PRESCOTT AMA","Agricultural","Supply","Effluent","Recovered Effluent","1500"
"2002","SANTA CRUZ AMA","Municipal","Demand","Municipal","Large Provider Residential Deliveries","3917"
"2002","SANTA CRUZ AMA","Municipal","Demand","Municipal","Large Provider Non-Residential Deliveries","2403"
"2002","SANTA CRUZ AMA","Municipal","Demand","Municipal","Large Provider Lost and Unaccounted for Water","747"
"2002","SANTA CRUZ AMA","Municipal","Demand","Municipal","Deliveries to Individual Users","891"
"2002","SANTA CRUZ AMA","Municipal","Demand","Municipal","Small Provider Deliveries","377"
"2002","SANTA CRUZ AMA","Municipal","Demand","Municipal","Domestic Exempt Volume","156"
"2002","SANTA CRUZ AMA","Municipal","Population","Municipal","Large Municipal Provider Population","36865"
"2002","SANTA CRUZ AMA","Municipal","Population","Municipal","Small Municipal Provider Population","2634"
"2002","SANTA CRUZ AMA","Municipal","Population","Municipal","AMA Exempt Well Population","1502"
"2002","SANTA CRUZ AMA","Municipal","Exempt Wells","Municipal","AMA Exempt Wells","1095"
"2002","SANTA CRUZ AMA","Municipal","Supply","Groundwater","Water withdrawn from wells","7600"
"2002","SANTA CRUZ AMA","Industrial","Demand","Industrial","Sand and Gravel Facilities","125"
"2002","SANTA CRUZ AMA","Industrial","Demand","Industrial","Golf Courses","994"
"2002","SANTA CRUZ AMA","Industrial","Demand","Industrial","Non Facility Use","252"
"2002","SANTA CRUZ AMA","Industrial","Demand","Industrial","Drainage and Dewatering Permits","292"
"2002","SANTA CRUZ AMA","Industrial","Supply","Groundwater","Water withdrawn from wells","1290"
"2002","SANTA CRUZ AMA","Industrial","Supply","Groundwater","Poor Quality GW","81"
"2002","SANTA CRUZ AMA","Agricultural","Allotment","Agricultural","Groundwater Allotment","22427"
"2002","SANTA CRUZ AMA","Agricultural","Demand","Agricultural","Non-Exempt IGFRs","15509"
"2002","SANTA CRUZ AMA","Agricultural","Supply","Groundwater","Water withdrawn from wells","15509"
"2002","TUCSON AMA","Municipal","Demand","Municipal","Large Provider Residential Deliveries","109078"
"2002","TUCSON AMA","Municipal","Demand","Municipal","Large Provider Non-Residential Deliveries","39780"
"2002","TUCSON AMA","Municipal","Demand","Municipal","Large Provider Lost and Unaccounted for Water","28420"
"2002","TUCSON AMA","Municipal","Demand","Municipal","Deliveries to Individual Users","17908"
"2002","TUCSON AMA","Municipal","Demand","Municipal","Small Provider Deliveries","4582"
"2002","TUCSON AMA","Municipal","Demand","Municipal","Domestic Exempt Volume","1087"
"2002","TUCSON AMA","Municipal","Population","Municipal","Large Municipal Provider Population","850149"
"2002","TUCSON AMA","Municipal","Population","Municipal","Small Municipal Provider Population","21805"
"2002","TUCSON AMA","Municipal","Population","Municipal","AMA Exempt Well Population","9266"
"2002","TUCSON AMA","Municipal","Exempt Wells","Municipal","AMA Exempt Wells","6231"
"2002","TUCSON AMA","Municipal","Supply","Groundwater","Groundwater","138598"
"2002","TUCSON AMA","Municipal","Supply","AWS Groundwater Accounting","Excess","7041"
"2002","TUCSON AMA","Municipal","Supply","AWS Groundwater Accounting","Groundwater Allowance Pumping","106370"
"2002","TUCSON AMA","Municipal","Supply","Groundwater","Remediation water","7259"
"2002","TUCSON AMA","Municipal","Supply","Effluent","Effluent","2868"
"2002","TUCSON AMA","Municipal","Supply","CAP","Recovered CAP","25307"
"2002","TUCSON AMA","Municipal","Supply","Effluent","Recovered Effluent","8916"
"2002","TUCSON AMA","Industrial","Demand","Industrial","Sand and Gravel Facilities","3262"
"2002","TUCSON AMA","Industrial","Demand","Industrial","Mining Facilities","27644"
"2002","TUCSON AMA","Industrial","Demand","Industrial","Golf Courses","6249"
"2002","TUCSON AMA","Industrial","Demand","Industrial","Parks Schools Cemeteries HOAs","2387"
"2002","TUCSON AMA","Industrial","Demand","Industrial","Power Generation Facilities","4268"
"2002","TUCSON AMA","Industrial","Demand","Industrial","Dairy Facilities","132"
"2002","TUCSON AMA","Industrial","Demand","Industrial","Non Facility Use","4216"
"2002","TUCSON AMA","Industrial","Demand","Industrial","Non Conservation and Non Municipal Demand","116"
"2002","TUCSON AMA","Industrial","Supply","Groundwater","Groundwater","47850"
"2002","TUCSON AMA","Industrial","Supply","Groundwater","Poor Quality GW","90"
"2002","TUCSON AMA","Industrial","Supply","Surface Water","Surface Water","0"
"2002","TUCSON AMA","Industrial","Supply","CAP","CAP","0"
"2002","TUCSON AMA","Industrial","Supply","Effluent","Effluent","216"
"2002","TUCSON AMA","Agricultural","Allotment","Agricultural","Groundwater Allotment","162701"
"2002","TUCSON AMA","Agricultural","Demand","Agricultural","Non-Exempt IGFRs","92308"
"2002","TUCSON AMA","Agricultural","Supply","Groundwater","Groundwater","75223"
"2002","TUCSON AMA","Agricultural","Supply","CAP","GSF (CAP)","17085"
"2002","TUCSON AMA","Agricultural","Supply","Effluent","Effluent","0"
"2002","TUCSON AMA","Indian","Demand","Municipal","Municipal","140"
"2002","TUCSON AMA","Indian","Demand","Indian","Industrial","1486"
"2002","TUCSON AMA","Indian","Demand","Indian","Agricultural","10882"
"2002","TUCSON AMA","Indian","Supply","Groundwater","Groundwater","1626"
"2002","TUCSON AMA","Indian","Supply","CAP","CAP","10882"
"2003","PHOENIX AMA","Municipal","Demand","Municipal","Large Provider Residential Deliveries","536651"
"2003","PHOENIX AMA","Municipal","Demand","Municipal","Large Provider Non-Residential Deliveries","270041"
"2003","PHOENIX AMA","Municipal","Demand","Municipal","Large Provider Lost and Unaccounted for Water","59485"
"2003","PHOENIX AMA","Municipal","Demand","Municipal","Deliveries to Individual Users","28099"
"2003","PHOENIX AMA","Municipal","Demand","Municipal","Small Provider Deliveries","2575"
"2003","PHOENIX AMA","Municipal","Demand","Municipal","Urban Irrigation","164033"
"2003","PHOENIX AMA","Municipal","Demand","Municipal","Domestic Exempt Volume","6100"
"2003","PHOENIX AMA","Municipal","Demand","Municipal","Irrigation District Add ons","3589"
"2003","PHOENIX AMA","Municipal","Population","Municipal","Large Municipal Provider Population","3371914"
"2003","PHOENIX AMA","Municipal","Population","Municipal","Small Municipal Provider Population","12776"
"2003","PHOENIX AMA","Municipal","Population","Municipal","AMA Exempt Well Population","44038"
"2003","PHOENIX AMA","Municipal","Population","Indian","Indian Reservation Population","16931"
"2003","PHOENIX AMA","Municipal","Exempt Wells","Municipal","AMA Exempt Wells","11874"
"2003","PHOENIX AMA","Municipal","Supply","Groundwater","Groundwater","332005"
"2003","PHOENIX AMA","Municipal","Supply","AWS Groundwater Accounting","Excess","12334"
"2003","PHOENIX AMA","Municipal","Supply","AWS Groundwater Accounting","Groundwater Allowance Pumping","118703"
"2003","PHOENIX AMA","Municipal","Supply","Surface Water","Surface Water","321036"
"2003","PHOENIX AMA","Municipal","Supply","CAP","CAP","303125"
"2003","PHOENIX AMA","Municipal","Supply","CAP","GSF (CAP)","19628"
"2003","PHOENIX AMA","Municipal","Supply","Effluent","Effluent","12112"
"2003","PHOENIX AMA","Municipal","Supply","Effluent","Direct Use Effluent","20433"
"2003","PHOENIX AMA","Municipal","Supply","Effluent","Weighted Exchange Effluent","1074"
"2003","PHOENIX AMA","Municipal","Supply","Spill","Spill","521"
"2003","PHOENIX AMA","Municipal","Supply","CAP","Recovered CAP","32616"
"2003","PHOENIX AMA","Municipal","Supply","Effluent","Recovered Effluent","12363"
"2003","PHOENIX AMA","Municipal","Supply","Surface Water","Recovered Surface Water","7995"
"2003","PHOENIX AMA","Industrial","Demand","Industrial","Sand and Gravel Facilities","9075"
"2003","PHOENIX AMA","Industrial","Demand","Industrial","Golf Courses","54843"
"2003","PHOENIX AMA","Industrial","Demand","Industrial","Parks Schools Cemeteries HOAs","7626"
"2003","PHOENIX AMA","Industrial","Demand","Industrial","Power Generation Facilities","64165"
"2003","PHOENIX AMA","Industrial","Demand","Industrial","Dairy Facilities","12144"
"2003","PHOENIX AMA","Industrial","Demand","Industrial","Cattle Feedlots","229"
"2003","PHOENIX AMA","Industrial","Demand","Industrial","Non Facility Use","19760"
"2003","PHOENIX AMA","Industrial","Demand","Industrial","Drainage and Dewatering Permits","18836"
"2003","PHOENIX AMA","Industrial","Supply","Groundwater","Groundwater","87933"
"2003","PHOENIX AMA","Industrial","Supply","Groundwater","Poor Quality GW","2171"
"2003","PHOENIX AMA","Industrial","Supply","Surface Water","Surface Water","8879"
"2003","PHOENIX AMA","Industrial","Supply","CAP","CAP","1410"
"2003","PHOENIX AMA","Industrial","Supply","CAP","GSF (CAP)","1160"
"2003","PHOENIX AMA","Industrial","Supply","Effluent","Effluent","62573"
"2003","PHOENIX AMA","Industrial","Supply","CAP","Recovered CAP","193"
"2003","PHOENIX AMA","Industrial","Supply","Effluent","Recovered Effluent","3522"
"2003","PHOENIX AMA","Agricultural","Allotment","Agricultural","Groundwater Allotment","1016176"
"2003","PHOENIX AMA","Agricultural","Demand","Agricultural","Non-Exempt IGFRs","604868"
"2003","PHOENIX AMA","Agricultural","Demand","Agricultural","Exempt IGFRs","19668"
"2003","PHOENIX AMA","Agricultural","Demand","Agricultural","Buckeye Waterlogged Area IGFRs","146017"
"2003","PHOENIX AMA","Agricultural","Demand","Agricultural","Agricultural Lost and Unaccounted","33951"
"2003","PHOENIX AMA","Agricultural","Supply","Groundwater","Groundwater","373167"
"2003","PHOENIX AMA","Agricultural","Supply","Surface Water","Surface Water","113511"
"2003","PHOENIX AMA","Agricultural","Supply","CAP","CAP","105953"
"2003","PHOENIX AMA","Agricultural","Supply","Effluent","GSF (EFFLUENT)","40413"
"2003","PHOENIX AMA","Agricultural","Supply","CAP","GSF (CAP)","142723"
"2003","PHOENIX AMA","Agricultural","Supply","Effluent","Effluent","28200"
"2003","PHOENIX AMA","Agricultural","Supply","Spill","Spill","363"
"2003","PHOENIX AMA","Agricultural","Supply","Other","Other","173"
"2003","PHOENIX AMA","Indian","Demand","Municipal","Municipal","1081"
"2003","PHOENIX AMA","Indian","Demand","Indian","Agricultural","228936"
"2003","PHOENIX AMA","Indian","Supply","Groundwater","Groundwater","81020"
"2003","PHOENIX AMA","Indian","Supply","Surface Water","Surface Water","102797"
"2003","PHOENIX AMA","Indian","Supply","CAP","CAP","46200"
"2003","PINAL AMA","Municipal","Demand","Municipal","Large Provider Residential Deliveries","10950"
"2003","PINAL AMA","Municipal","Demand","Municipal","Large Provider Non-Residential Deliveries","10102"
"2003","PINAL AMA","Municipal","Demand","Municipal","Large Provider Lost and Unaccounted for Water","1068"
"2003","PINAL AMA","Municipal","Demand","Municipal","Deliveries to Individual Users","467"
"2003","PINAL AMA","Municipal","Demand","Municipal","Small Provider Deliveries","2383"
"2003","PINAL AMA","Municipal","Demand","Municipal","Urban Irrigation","369"
"2003","PINAL AMA","Municipal","Demand","Municipal","Domestic Exempt Volume","1159"
"2003","PINAL AMA","Municipal","Population","Municipal","Large Municipal Provider Population","89635"
"2003","PINAL AMA","Municipal","Population","Municipal","Small Municipal Provider Population","10723"
"2003","PINAL AMA","Municipal","Population","Municipal","AMA Exempt Well Population","9187"
"2003","PINAL AMA","Municipal","Population","Indian","Indian Reservation Population","6254"
"2003","PINAL AMA","Municipal","Exempt Wells","Municipal","AMA Exempt Wells","2096"
"2003","PINAL AMA","Municipal","Supply","Groundwater","Groundwater","22669"
"2003","PINAL AMA","Municipal","Supply","AWS Groundwater Accounting","Excess","53"
"2003","PINAL AMA","Municipal","Supply","AWS Groundwater Accounting","Groundwater Allowance Pumping","3770"
"2003","PINAL AMA","Municipal","Supply","Surface Water","Surface Water","109"
"2003","PINAL AMA","Municipal","Supply","CAP","CAP","2905"
"2003","PINAL AMA","Municipal","Supply","Effluent","Effluent","54"
"2003","PINAL AMA","Municipal","Supply","CAP","Recovered CAP","87"
"2003","PINAL AMA","Municipal","Supply","Effluent","Recovered Effluent","207"
"2003","PINAL AMA","Industrial","Demand","Industrial","Sand and Gravel Facilities","1326"
"2003","PINAL AMA","Industrial","Demand","Industrial","Mining Facilities","88"
"2003","PINAL AMA","Industrial","Demand","Industrial","Golf Courses","4259"
"2003","PINAL AMA","Industrial","Demand","Industrial","Parks Schools Cemeteries HOAs","393"
"2003","PINAL AMA","Industrial","Demand","Industrial","Dairy Facilities","4679"
"2003","PINAL AMA","Industrial","Demand","Industrial","Cattle Feedlots","2342"
"2003","PINAL AMA","Industrial","Demand","Industrial","Non Facility Use","1104"
"2003","PINAL AMA","Industrial","Supply","Groundwater","Groundwater","12890"
"2003","PINAL AMA","Industrial","Supply","CAP","CAP","860"
"2003","PINAL AMA","Industrial","Supply","Effluent","Effluent","441"
"2003","PINAL AMA","Agricultural","Allotment","Agricultural","Groundwater Allotment","975955"
"2003","PINAL AMA","Agricultural","Demand","Agricultural","Non-Exempt IGFRs","811726"
"2003","PINAL AMA","Agricultural","Demand","Agricultural","Exempt IGFRs","1500"
"2003","PINAL AMA","Agricultural","Demand","Agricultural","Agricultural Lost and Unaccounted","32228"
"2003","PINAL AMA","Agricultural","Supply","Groundwater","Groundwater","447705"
"2003","PINAL AMA","Agricultural","Supply","Surface Water","Surface Water","16858"
"2003","PINAL AMA","Agricultural","Supply","CAP","CAP","332470"
"2003","PINAL AMA","Agricultural","Supply","CAP","GSF (CAP)","46632"
"2003","PINAL AMA","Agricultural","Supply","Effluent","Effluent","1789"
"2003","PINAL AMA","Indian","Demand","Municipal","Municipal","399"
"2003","PINAL AMA","Indian","Demand","Indian","Agricultural","141100"
"2003","PINAL AMA","Indian","Demand","Indian","Indian Agricultural Lost and Unaccounted for water","3760"
"2003","PINAL AMA","Indian","Supply","Groundwater","Groundwater","62819"
"2003","PINAL AMA","Indian","Supply","Surface Water","Surface Water","4640"
"2003","PINAL AMA","Indian","Supply","CAP","CAP","77800"
"2003","PRESCOTT AMA","Municipal","Demand","Municipal","Large Provider Residential Deliveries","8111"
"2003","PRESCOTT AMA","Municipal","Demand","Municipal","Large Provider Non-Residential Deliveries","5301"
"2003","PRESCOTT AMA","Municipal","Demand","Municipal","Large Provider Lost and Unaccounted for Water","1080"
"2003","PRESCOTT AMA","Municipal","Demand","Municipal","Small Provider Deliveries","1142"
"2003","PRESCOTT AMA","Municipal","Demand","Municipal","Domestic Exempt Volume","1750"
"2003","PRESCOTT AMA","Municipal","Population","Municipal","Large Municipal Provider Population","75876"
"2003","PRESCOTT AMA","Municipal","Population","Municipal","Small Municipal Provider Population","7230"
"2003","PRESCOTT AMA","Municipal","Population","Municipal","AMA Exempt Well Population","17359"
"2003","PRESCOTT AMA","Municipal","Exempt Wells","Municipal","AMA Exempt Wells","9764"
"2003","PRESCOTT AMA","Municipal","Supply","Groundwater","Groundwater","14592"
"2003","PRESCOTT AMA","Municipal","Supply","AWS Groundwater Accounting","Groundwater Allowance Pumping","7009"
"2003","PRESCOTT AMA","Municipal","Supply","Effluent","Effluent","1697"
"2003","PRESCOTT AMA","Municipal","Supply","Effluent","Recovered Effluent","32"
"2003","PRESCOTT AMA","Municipal","Supply","Surface Water","Recovered Surface Water","1064"
"2003","PRESCOTT AMA","Industrial","Demand","Industrial","Sand and Gravel Facilities","66"
"2003","PRESCOTT AMA","Industrial","Demand","Industrial","Golf Courses","802"
"2003","PRESCOTT AMA","Industrial","Demand","Industrial","Non Facility Use","740"
"2003","PRESCOTT AMA","Industrial","Supply","Groundwater","Groundwater","1542"
"2003","PRESCOTT AMA","Industrial","Supply","Surface Water","Surface Water","66"
"2003","PRESCOTT AMA","Agricultural","Allotment","Agricultural","Groundwater Allotment","8083"
"2003","PRESCOTT AMA","Agricultural","Demand","Agricultural","Non-Exempt IGFRs","3322"
"2003","PRESCOTT AMA","Agricultural","Demand","Agricultural","Exempt IGFRs","40"
"2003","PRESCOTT AMA","Agricultural","Demand","Agricultural","Exception Users","891"
"2003","PRESCOTT AMA","Agricultural","Supply","Groundwater","Groundwater","2754"
"2003","PRESCOTT AMA","Agricultural","Supply","Effluent","Recovered Effluent","1500"
"2003","SANTA CRUZ AMA","Municipal","Demand","Municipal","Large Provider Residential Deliveries","3916"
"2003","SANTA CRUZ AMA","Municipal","Demand","Municipal","Large Provider Non-Residential Deliveries","2438"
"2003","SANTA CRUZ AMA","Municipal","Demand","Municipal","Large Provider Lost and Unaccounted for Water","722"
"2003","SANTA CRUZ AMA","Municipal","Demand","Municipal","Deliveries to Individual Users","907"
"2003","SANTA CRUZ AMA","Municipal","Demand","Municipal","Small Provider Deliveries","442"
"2003","SANTA CRUZ AMA","Municipal","Demand","Municipal","Domestic Exempt Volume","159"
"2003","SANTA CRUZ AMA","Municipal","Population","Municipal","Large Municipal Provider Population","40904"
"2003","SANTA CRUZ AMA","Municipal","Population","Municipal","Small Municipal Provider Population","2632"
"2003","SANTA CRUZ AMA","Municipal","Population","Municipal","AMA Exempt Well Population","1509"
"2003","SANTA CRUZ AMA","Municipal","Exempt Wells","Municipal","AMA Exempt Wells","1117"
"2003","SANTA CRUZ AMA","Municipal","Supply","Groundwater","Water withdrawn from wells","7677"
"2003","SANTA CRUZ AMA","Industrial","Demand","Industrial","Sand and Gravel Facilities","120"
"2003","SANTA CRUZ AMA","Industrial","Demand","Industrial","Golf Courses","1069"
"2003","SANTA CRUZ AMA","Industrial","Demand","Industrial","Non Facility Use","231"
"2003","SANTA CRUZ AMA","Industrial","Supply","Groundwater","Water withdrawn from wells","1342"
"2003","SANTA CRUZ AMA","Industrial","Supply","Groundwater","Poor Quality GW","78"
"2003","SANTA CRUZ AMA","Agricultural","Allotment","Agricultural","Groundwater Allotment","23023"
"2003","SANTA CRUZ AMA","Agricultural","Demand","Agricultural","Non-Exempt IGFRs","11889"
"2003","SANTA CRUZ AMA","Agricultural","Supply","Groundwater","Water withdrawn from wells","11815"
"2003","SANTA CRUZ AMA","Agricultural","Supply","Effluent","Effluent","75"
"2003","TUCSON AMA","Municipal","Demand","Municipal","Large Provider Residential Deliveries","107997"
"2003","TUCSON AMA","Municipal","Demand","Municipal","Large Provider Non-Residential Deliveries","38728"
"2003","TUCSON AMA","Municipal","Demand","Municipal","Large Provider Lost and Unaccounted for Water","30726"
"2003","TUCSON AMA","Municipal","Demand","Municipal","Deliveries to Individual Users","18357"
"2003","TUCSON AMA","Municipal","Demand","Municipal","Small Provider Deliveries","4385"
"2003","TUCSON AMA","Municipal","Demand","Municipal","Domestic Exempt Volume","1320"
"2003","TUCSON AMA","Municipal","Population","Municipal","Large Municipal Provider Population","874191"
"2003","TUCSON AMA","Municipal","Population","Municipal","Small Municipal Provider Population","22203"
"2003","TUCSON AMA","Municipal","Population","Municipal","AMA Exempt Well Population","11252"
"2003","TUCSON AMA","Municipal","Exempt Wells","Municipal","AMA Exempt Wells","6443"
"2003","TUCSON AMA","Municipal","Supply","Groundwater","Groundwater","113095"
"2003","TUCSON AMA","Municipal","Supply","AWS Groundwater Accounting","Excess","7326"
"2003","TUCSON AMA","Municipal","Supply","AWS Groundwater Accounting","Groundwater Allowance Pumping","81108"
"2003","TUCSON AMA","Municipal","Supply","Groundwater","Remediation water","6802"
"2003","TUCSON AMA","Municipal","Supply","Surface Water","Surface Water","233"
"2003","TUCSON AMA","Municipal","Supply","Effluent","Effluent","2413"
"2003","TUCSON AMA","Municipal","Supply","CAP","Recovered CAP","50800"
"2003","TUCSON AMA","Municipal","Supply","Effluent","Recovered Effluent","9814"
"2003","TUCSON AMA","Industrial","Demand","Industrial","Sand and Gravel Facilities","4626"
"2003","TUCSON AMA","Industrial","Demand","Industrial","Mining Facilities","26725"
"2003","TUCSON AMA","Industrial","Demand","Industrial","Golf Courses","5228"
"2003","TUCSON AMA","Industrial","Demand","Industrial","Parks Schools Cemeteries HOAs","2533"
"2003","TUCSON AMA","Industrial","Demand","Industrial","Power Generation Facilities","2885"
"2003","TUCSON AMA","Industrial","Demand","Industrial","Dairy Facilities","114"
"2003","TUCSON AMA","Industrial","Demand","Industrial","Non Facility Use","3664"
"2003","TUCSON AMA","Industrial","Demand","Industrial","Non Conservation and Non Municipal Demand","98"
"2003","TUCSON AMA","Industrial","Supply","Groundwater","Groundwater","45211"
"2003","TUCSON AMA","Industrial","Supply","Groundwater","Poor Quality GW","60"
"2003","TUCSON AMA","Industrial","Supply","Surface Water","Surface Water","400"
"2003","TUCSON AMA","Industrial","Supply","CAP","CAP","0"
"2003","TUCSON AMA","Industrial","Supply","Effluent","Effluent","105"
"2003","TUCSON AMA","Agricultural","Allotment","Agricultural","Groundwater Allotment","162935"
"2003","TUCSON AMA","Agricultural","Demand","Agricultural","Non-Exempt IGFRs","101643"
"2003","TUCSON AMA","Agricultural","Supply","Groundwater","Groundwater","84031"
"2003","TUCSON AMA","Agricultural","Supply","Surface Water","Surface Water","270"
"2003","TUCSON AMA","Agricultural","Supply","CAP","GSF (CAP)","17342"
"2003","TUCSON AMA","Agricultural","Supply","Effluent","Effluent","0"
"2003","TUCSON AMA","Indian","Demand","Municipal","Municipal","145"
"2003","TUCSON AMA","Indian","Demand","Indian","Industrial","788"
"2003","TUCSON AMA","Indian","Demand","Indian","Agricultural","13408"
"2003","TUCSON AMA","Indian","Supply","Groundwater","Groundwater","933"
"2003","TUCSON AMA","Indian","Supply","CAP","CAP","13408"
"2004","PHOENIX AMA","Municipal","Demand","Municipal","Large Provider Residential Deliveries","552328"
"2004","PHOENIX AMA","Municipal","Demand","Municipal","Large Provider Non-Residential Deliveries","275300"
"2004","PHOENIX AMA","Municipal","Demand","Municipal","Large Provider Lost and Unaccounted for Water","56334"
"2004","PHOENIX AMA","Municipal","Demand","Municipal","Deliveries to Individual Users","27593"
"2004","PHOENIX AMA","Municipal","Demand","Municipal","Small Provider Deliveries","2859"
"2004","PHOENIX AMA","Municipal","Demand","Municipal","Urban Irrigation","100757"
"2004","PHOENIX AMA","Municipal","Demand","Municipal","Domestic Exempt Volume","6643"
"2004","PHOENIX AMA","Municipal","Demand","Municipal","Irrigation District Add ons","4821"
"2004","PHOENIX AMA","Municipal","Population","Municipal","Large Municipal Provider Population","3496491"
"2004","PHOENIX AMA","Municipal","Population","Municipal","Small Municipal Provider Population","12786"
"2004","PHOENIX AMA","Municipal","Population","Municipal","AMA Exempt Well Population","47953"
"2004","PHOENIX AMA","Municipal","Population","Indian","Indian Reservation Population","17268"
"2004","PHOENIX AMA","Municipal","Exempt Wells","Municipal","AMA Exempt Wells","12654"
"2004","PHOENIX AMA","Municipal","Supply","Groundwater","Groundwater","324626"
"2004","PHOENIX AMA","Municipal","Supply","AWS Groundwater Accounting","Excess","18590"
"2004","PHOENIX AMA","Municipal","Supply","AWS Groundwater Accounting","Groundwater Allowance Pumping","146724"
"2004","PHOENIX AMA","Municipal","Supply","Surface Water","Surface Water","246232"
"2004","PHOENIX AMA","Municipal","Supply","CAP","CAP","323253"
"2004","PHOENIX AMA","Municipal","Supply","CAP","GSF (CAP)","26943"
"2004","PHOENIX AMA","Municipal","Supply","Effluent","Effluent","19116"
"2004","PHOENIX AMA","Municipal","Supply","Effluent","Direct Use Effluent","26667"
"2004","PHOENIX AMA","Municipal","Supply","Effluent","Weighted Exchange Effluent","4267"
"2004","PHOENIX AMA","Municipal","Supply","Spill","Spill","1784"
"2004","PHOENIX AMA","Municipal","Supply","CAP","Recovered CAP","31822"
"2004","PHOENIX AMA","Municipal","Supply","Effluent","Recovered Effluent","11442"
"2004","PHOENIX AMA","Municipal","Supply","Surface Water","Recovered Surface Water","9557"
"2004","PHOENIX AMA","Industrial","Demand","Industrial","Sand and Gravel Facilities","10418"
"2004","PHOENIX AMA","Industrial","Demand","Industrial","Golf Courses","56866"
