WaterSourceUUID,WaterSourceNativeID,WaterSourceName,WaterSourceTypeCV,WaterQualityIndicatorCV,GNISFeatureNameCV,Geometry
OWENS CREEK DITCH-CODWR,OWENS CREEK DITCH-CODWR,,Unspecified,Fresh,,
OWL MOUNTAIN SPRING-CODWR,OWL MOUNTAIN SPRING-CODWR,,Unspecified,Fresh,,
OWENS DOMESTIC WELL NO 1-CODWR,OWENS DOMESTIC WELL NO 1-CODWR,,Unspecified,Fresh,,
OZZIE 11-26 TR-CODWR,OZZIE 11-26 TR-CODWR,,Unspecified,Fresh,,
OWNERS WELL NO 2-CODWR,OWNERS WELL NO 2-CODWR,,Unspecified,Fresh,,
P W DITCH-CODWR,P W DITCH-CODWR,,Unspecified,Fresh,,
PAGOSA SPRINGS PL ALT PT-CODWR,PAGOSA SPRINGS PL ALT PT-CODWR,,Unspecified,Fresh,,
PAGOSA HOT SPRINGS-CODWR,PAGOSA HOT SPRINGS-CODWR,,Unspecified,Fresh,,
PALMER WELL NO  6-CODWR,PALMER WELL NO  6-CODWR,,Unspecified,Fresh,,
PALMER WELL NO 10-CODWR,PALMER WELL NO 10-CODWR,,Unspecified,Fresh,,
PALMER WELL NO 16-CODWR,PALMER WELL NO 16-CODWR,,Unspecified,Fresh,,
ODOM DITCH NO 5-CODWR,ODOM DITCH NO 5-CODWR,,Unspecified,Fresh,,
OGDEN WELL-CODWR,OGDEN WELL-CODWR,,Unspecified,Fresh,,
PAONIA DITCH-CODWR,PAONIA DITCH-CODWR,,Unspecified,Fresh,,
PAONIA FRUIT DITCH-CODWR,PAONIA FRUIT DITCH-CODWR,,Unspecified,Fresh,,
PARACHUTE 34-25-CODWR,PARACHUTE 34-25-CODWR,,Unspecified,Fresh,,
OLD FAITHFUL 21-2-CODWR,OLD FAITHFUL 21-2-CODWR,,Unspecified,Fresh,,
PARADISE VALLEY D 1-CODWR,PARADISE VALLEY D 1-CODWR,,Unspecified,Fresh,,
PARADISE WELL-CODWR,PARADISE WELL-CODWR,,Unspecified,Fresh,,
PARK FOREST AUG PLAN-CODWR,PARK FOREST AUG PLAN-CODWR,,Unspecified,Fresh,,
PARAVECCHIO WELL NO 1-CODWR,PARAVECCHIO WELL NO 1-CODWR,,Unspecified,Fresh,,
OLD STAGE STATION DIVR-CODWR,OLD STAGE STATION DIVR-CODWR,,Unspecified,Fresh,,
RUNYAN SPRING NO 2-CODWR,RUNYAN SPRING NO 2-CODWR,,Unspecified,Fresh,,
SACKETT RESERVOIR-CODWR,SACKETT RESERVOIR-CODWR,,Unspecified,Fresh,,
RUFFE WADE DITCH-CODWR,RUFFE WADE DITCH-CODWR,,Unspecified,Fresh,,
SACRAMENTO DITCH-CODWR,SACRAMENTO DITCH-CODWR,,Unspecified,Fresh,,
SADDLEBACK ALT PUMP SITE NO. 1-CODWR,SADDLEBACK ALT PUMP SITE NO. 1-CODWR,,Unspecified,Fresh,,
RUSSELL D 2-CODWR,RUSSELL D 2-CODWR,,Unspecified,Fresh,,
SAINT FRANCES DITCH 7-CODWR,SAINT FRANCES DITCH 7-CODWR,,Unspecified,Fresh,,
SALAZAR RES 2-CODWR,SALAZAR RES 2-CODWR,,Unspecified,Fresh,,
SALIDA HOT SPRINGS P/L-CODWR,SALIDA HOT SPRINGS P/L-CODWR,,Unspecified,Fresh,,
SAMMONS IRG D NO 6-CODWR,SAMMONS IRG D NO 6-CODWR,,Unspecified,Fresh,,
SAN FRANCISCO D-CODWR,SAN FRANCISCO D-CODWR,,Unspecified,Fresh,,
RUTH DITCH-CODWR,RUTH DITCH-CODWR,,Unspecified,Fresh,,
SAGE CREEK RES OUTLET-CODWR,SAGE CREEK RES OUTLET-CODWR,,Unspecified,Fresh,,
SAMPLE NO 1 DITCH-CODWR,SAMPLE NO 1 DITCH-CODWR,,Unspecified,Fresh,,
RRR #13-2 R68W-CODWR,RRR #13-2 R68W-CODWR,,Unspecified,Fresh,,
ROCK HOPPER 14-34-CODWR,ROCK HOPPER 14-34-CODWR,,Unspecified,Fresh,,
RRR #2-3 R68W-CODWR,RRR #2-3 R68W-CODWR,,Unspecified,Fresh,,
SAMUEL E HIGBEE SUMP-CODWR,SAMUEL E HIGBEE SUMP-CODWR,,Unspecified,Fresh,,
SAMEC WELL NO 1801-CODWR,SAMEC WELL NO 1801-CODWR,,Unspecified,Fresh,,
SAMPSON FRASIER DITCH-CODWR,SAMPSON FRASIER DITCH-CODWR,,Unspecified,Fresh,,
RUSH RESERVOIR DITCH-CODWR,RUSH RESERVOIR DITCH-CODWR,,Unspecified,Fresh,,
RUSSELL D 1-CODWR,RUSSELL D 1-CODWR,,Unspecified,Fresh,,
SALISBURY NORTHSIDE-CODWR,SALISBURY NORTHSIDE-CODWR,,Unspecified,Fresh,,
RYAN DITCH-CODWR,RYAN DITCH-CODWR,,Unspecified,Fresh,,
SAN CARLOS D-CODWR,SAN CARLOS D-CODWR,,Unspecified,Fresh,,
SAHARA 12-12-CODWR,SAHARA 12-12-CODWR,,Unspecified,Fresh,,
SAN JUAN RANCH WELL NO 1-CODWR,SAN JUAN RANCH WELL NO 1-CODWR,,Unspecified,Fresh,,
ROCKY DITCH-CODWR,ROCKY DITCH-CODWR,,Unspecified,Fresh,,
SANCHES-QUINTANA DITCH-CODWR,SANCHES-QUINTANA DITCH-CODWR,,Unspecified,Fresh,,
SANDELIN DITCH-CODWR,SANDELIN DITCH-CODWR,,Unspecified,Fresh,,
SANDSTONE BLUFF DITCH-CODWR,SANDSTONE BLUFF DITCH-CODWR,,Unspecified,Fresh,,
SANTA MARIA RES-CODWR,SANTA MARIA RES-CODWR,,Unspecified,Fresh,,
SANDELIN D 2-CODWR,SANDELIN D 2-CODWR,,Unspecified,Fresh,,
ROGERS DITCH-CODWR,ROGERS DITCH-CODWR,,Unspecified,Fresh,,
ROMEO SPRING NO 1-CODWR,ROMEO SPRING NO 1-CODWR,,Unspecified,Fresh,,
ROMER WEST HORSE CRK RES-CODWR,ROMER WEST HORSE CRK RES-CODWR,,Unspecified,Fresh,,
SARGENTS NO 2 D-CODWR,SARGENTS NO 2 D-CODWR,,Unspecified,Fresh,,
SANTI DITCH-CODWR,SANTI DITCH-CODWR,,Unspecified,Fresh,,
SAUDER WELL 1-015502F-CODWR,SAUDER WELL 1-015502F-CODWR,,Unspecified,Fresh,,
SAWMILL CANYON SPRING-CODWR,SAWMILL CANYON SPRING-CODWR,,Unspecified,Fresh,,
SAWMILL DITCH-CODWR,SAWMILL DITCH-CODWR,,Unspecified,Fresh,,
SATISFACTION DITCH-CODWR,SATISFACTION DITCH-CODWR,,Unspecified,Fresh,,
ROVER 21-28-CODWR,ROVER 21-28-CODWR,,Unspecified,Fresh,,
RRR #17-3 R68W-CODWR,RRR #17-3 R68W-CODWR,,Unspecified,Fresh,,
RULLESTAD 13-12V-CODWR,RULLESTAD 13-12V-CODWR,,Unspecified,Fresh,,
SAYER DITCH-CODWR,SAYER DITCH-CODWR,,Unspecified,Fresh,,
SCARROW-LETSON SPRINGS-CODWR,SCARROW-LETSON SPRINGS-CODWR,,Unspecified,Fresh,,
SCHAFFNIT DITCH-CODWR,SCHAFFNIT DITCH-CODWR,,Unspecified,Fresh,,
SCHATTINGER RANCH DIVERS-CODWR,SCHATTINGER RANCH DIVERS-CODWR,,Unspecified,Fresh,,
SCEWUA WELL 12-CODWR,SCEWUA WELL 12-CODWR,,Unspecified,Fresh,,
SCHAFER WELL NO 291-R-CODWR,SCHAFER WELL NO 291-R-CODWR,,Unspecified,Fresh,,
SCHMUCK DITCH-CODWR,SCHMUCK DITCH-CODWR,,Unspecified,Fresh,,
SCHMITZ CREEK DITCH-CODWR,SCHMITZ CREEK DITCH-CODWR,,Unspecified,Fresh,,
RYAN WELL-CODWR,RYAN WELL-CODWR,,Unspecified,Fresh,,
TRANI WELL NO R-06995-14-CODWR,TRANI WELL NO R-06995-14-CODWR,,Unspecified,Fresh,,
TRES VALLES RETURN FLOW STATION-CODWR,TRES VALLES RETURN FLOW STATION-CODWR,,Unspecified,Fresh,,
TRIMBLE WELL NO 2-CODWR,TRIMBLE WELL NO 2-CODWR,,Unspecified,Fresh,,
TRINCHERA CANAL-CODWR,TRINCHERA CANAL-CODWR,,Unspecified,Fresh,,
TRINIDAD 32-27-CODWR,TRINIDAD 32-27-CODWR,,Unspecified,Fresh,,
TROJAN 41-14-CODWR,TROJAN 41-14-CODWR,,Unspecified,Fresh,,
TROGILLIO D-CODWR,TROGILLIO D-CODWR,,Unspecified,Fresh,,
TRIVIEW  WELL NO A-7-CODWR,TRIVIEW  WELL NO A-7-CODWR,,Unspecified,Fresh,,
TUFLY DITCH 1-CODWR,TUFLY DITCH 1-CODWR,,Unspecified,Fresh,,
TUMBLE CREEK DITCH-CODWR,TUMBLE CREEK DITCH-CODWR,,Unspecified,Fresh,,
TRIO RESERVOIR-CODWR,TRIO RESERVOIR-CODWR,,Unspecified,Fresh,,
TRR CAMERON POND-CODWR,TRR CAMERON POND-CODWR,,Unspecified,Fresh,,
TURBO 12-33-CODWR,TURBO 12-33-CODWR,,Unspecified,Fresh,,
TRIUMPH 13-10-CODWR,TRIUMPH 13-10-CODWR,,Unspecified,Fresh,,
TURNER WELL NO 4146-F-CODWR,TURNER WELL NO 4146-F-CODWR,,Unspecified,Fresh,,
TUTT DITCH NO 3-CODWR,TUTT DITCH NO 3-CODWR,,Unspecified,Fresh,,
TUCCI WELL NO 1-CODWR,TUCCI WELL NO 1-CODWR,,Unspecified,Fresh,,
TUCKER WELL NO 14-CODWR,TUCKER WELL NO 14-CODWR,,Unspecified,Fresh,,
TUCKER WELL NO 11-CODWR,TUCKER WELL NO 11-CODWR,,Unspecified,Fresh,,
TWILIGHT #1 WELL-CODWR,TWILIGHT #1 WELL-CODWR,,Unspecified,Fresh,,
TURLEY POND-CODWR,TURLEY POND-CODWR,,Unspecified,Fresh,,
TRUST WELL NO 1-CODWR,TRUST WELL NO 1-CODWR,,Unspecified,Fresh,,
TURNER RESERVOIR-CODWR,TURNER RESERVOIR-CODWR,,Unspecified,Fresh,,
TYCER 32-6R-CODWR,TYCER 32-6R-CODWR,,Unspecified,Fresh,,
TRUST WELL NO 4-CODWR,TRUST WELL NO 4-CODWR,,Unspecified,Fresh,,
UNAWEEP SPG NO 5-CODWR,UNAWEEP SPG NO 5-CODWR,,Unspecified,Fresh,,
UNKNOWN WELL-CODWR,UNKNOWN WELL-CODWR,,Unspecified,Fresh,,
UPDIKE PUMP-CODWR,UPDIKE PUMP-CODWR,,Unspecified,Fresh,,
UNAWEEP SPG NO 8-CODWR,UNAWEEP SPG NO 8-CODWR,,Unspecified,Fresh,,
UNION PACIFIC RR WELL-CODWR,UNION PACIFIC RR WELL-CODWR,,Unspecified,Fresh,,
TURKEY CREEK AT DANIELS DITCH-CODWR,TURKEY CREEK AT DANIELS DITCH-CODWR,,Unspecified,Fresh,,
TISDEL D NO 2-CODWR,TISDEL D NO 2-CODWR,,Unspecified,Fresh,,
TUTTLE CREEK D 2-CODWR,TUTTLE CREEK D 2-CODWR,,Unspecified,Fresh,,
TWANNA 24-21-CODWR,TWANNA 24-21-CODWR,,Unspecified,Fresh,,
UNION OIL DEPLETION REACH-CODWR,UNION OIL DEPLETION REACH-CODWR,,Unspecified,Fresh,,
UPHAM RESERVOIR FILL D-CODWR,UPHAM RESERVOIR FILL D-CODWR,,Unspecified,Fresh,,
UPPER GUNN DIST- MER LK P/A POD-CODWR,UPPER GUNN DIST- MER LK P/A POD-CODWR,,Unspecified,Fresh,,
UPPER HIGHT DITCH-CODWR,UPPER HIGHT DITCH-CODWR,,Unspecified,Fresh,,
TY WATSON NO 2 DITCH-CODWR,TY WATSON NO 2 DITCH-CODWR,,Unspecified,Fresh,,
UPPER PARELLI POND NO 2-CODWR,UPPER PARELLI POND NO 2-CODWR,,Unspecified,Fresh,,
UNION D-CODWR,UNION D-CODWR,,Unspecified,Fresh,,
TM WELL NO  5-CODWR,TM WELL NO  5-CODWR,,Unspecified,Fresh,,
TOMAHAWK 44-9-CODWR,TOMAHAWK 44-9-CODWR,,Unspecified,Fresh,,
UPPER SODA CAN SPRING #1-CODWR,UPPER SODA CAN SPRING #1-CODWR,,Unspecified,Fresh,,
UPPER ELK RIVER D CO. D-CODWR,UPPER ELK RIVER D CO. D-CODWR,,Unspecified,Fresh,,
UPPER SWAN DITCH - ALTER-CODWR,UPPER SWAN DITCH - ALTER-CODWR,,Unspecified,Fresh,,
UPPER WICKIUP POINT SPRG-CODWR,UPPER WICKIUP POINT SPRG-CODWR,,Unspecified,Fresh,,
UPPER THREE MILE DAM #1-CODWR,UPPER THREE MILE DAM #1-CODWR,,Unspecified,Fresh,,
URENDA SUMP WELL NO 3-CODWR,URENDA SUMP WELL NO 3-CODWR,,Unspecified,Fresh,,
USA JMD WELL NO 4-CODWR,USA JMD WELL NO 4-CODWR,,Unspecified,Fresh,,
USAFA WELL NO 2B-CODWR,USAFA WELL NO 2B-CODWR,,Unspecified,Fresh,,
TRUBY WASTEWATER DIVERSION 5-CODWR,TRUBY WASTEWATER DIVERSION 5-CODWR,,Unspecified,Fresh,,
USA JMD WELL NO 3-CODWR,USA JMD WELL NO 3-CODWR,,Unspecified,Fresh,,
UYEMURA PUMP-CODWR,UYEMURA PUMP-CODWR,,Unspecified,Fresh,,
W3939 WELL NO 06A-CODWR,W3939 WELL NO 06A-CODWR,,Unspecified,Fresh,,
W682 WELL #3-CODWR,W682 WELL #3-CODWR,,Unspecified,Fresh,,
WALDNER WELL-CODWR,WALDNER WELL-CODWR,,Unspecified,Fresh,,
WALGREN WELL NO 1-CODWR,WALGREN WELL NO 1-CODWR,,Unspecified,Fresh,,
WALKER IRRIG DITCH-CODWR,WALKER IRRIG DITCH-CODWR,,Unspecified,Fresh,,
WALLACE DITCH-CODWR,WALLACE DITCH-CODWR,,Unspecified,Fresh,,
WALES SAN LUIS D 2-CODWR,WALES SAN LUIS D 2-CODWR,,Unspecified,Fresh,,
WARD HIGHLINE D-CODWR,WARD HIGHLINE D-CODWR,,Unspecified,Fresh,,
WALL SPRING-CODWR,WALL SPRING-CODWR,,Unspecified,Fresh,,
WALTER WELL NO 6-CODWR,WALTER WELL NO 6-CODWR,,Unspecified,Fresh,,
WALKER WELL-CODWR,WALKER WELL-CODWR,,Unspecified,Fresh,,
WARD DITCH-CODWR,WARD DITCH-CODWR,,Unspecified,Fresh,,
WARREN GULCH SPRING-CODWR,WARREN GULCH SPRING-CODWR,,Unspecified,Fresh,,
WATER GARDEN SPRING-CODWR,WATER GARDEN SPRING-CODWR,,Unspecified,Fresh,,
WARREN SHAWCROFT WILDCAT-CODWR,WARREN SHAWCROFT WILDCAT-CODWR,,Unspecified,Fresh,,
WASHINGTON WW DITCH-CODWR,WASHINGTON WW DITCH-CODWR,,Unspecified,Fresh,,
WATER WHEEL DITCH-CODWR,WATER WHEEL DITCH-CODWR,,Unspecified,Fresh,,
WATKINS WELL #H-CODWR,WATKINS WELL #H-CODWR,,Unspecified,Fresh,,
WATKINS WELL NO 1-CODWR,WATKINS WELL NO 1-CODWR,,Unspecified,Fresh,,
WATTENBERG DITCH-CODWR,WATTENBERG DITCH-CODWR,,Unspecified,Fresh,,
WAMPLER WATER SYSTEM-CODWR,WAMPLER WATER SYSTEM-CODWR,,Unspecified,Fresh,,
WARD HIGHLINE D-ALT-CODWR,WARD HIGHLINE D-ALT-CODWR,,Unspecified,Fresh,,
WARNER DITCH-CODWR,WARNER DITCH-CODWR,,Unspecified,Fresh,,
WATERMAN METROZ DITCH-CODWR,WATERMAN METROZ DITCH-CODWR,,Unspecified,Fresh,,
WATSON 12-4-CODWR,WATSON 12-4-CODWR,,Unspecified,Fresh,,
WEBB WELL NO 2-CODWR,WEBB WELL NO 2-CODWR,,Unspecified,Fresh,,
WATERMAN MILLER GRIFFIND-CODWR,WATERMAN MILLER GRIFFIND-CODWR,,Unspecified,Fresh,,
WEEPING RADISH 43-28-CODWR,WEEPING RADISH 43-28-CODWR,,Unspecified,Fresh,,
WEISSACH 32-32-CODWR,WEISSACH 32-32-CODWR,,Unspecified,Fresh,,
WATSON WASTEWATER DIT AP3-CODWR,WATSON WASTEWATER DIT AP3-CODWR,,Unspecified,Fresh,,
WAUPACA RESERVOIR NO 2-CODWR,WAUPACA RESERVOIR NO 2-CODWR,,Unspecified,Fresh,,
WEISBECK DITCH-CODWR,WEISBECK DITCH-CODWR,,Unspecified,Fresh,,
WEIR AND JOHNSON DITCH-CODWR,WEIR AND JOHNSON DITCH-CODWR,,Unspecified,Fresh,,
WAHLSTROM NO 4 DITCH-CODWR,WAHLSTROM NO 4 DITCH-CODWR,,Unspecified,Fresh,,
WELL NO 1 MATE-CODWR,WELL NO 1 MATE-CODWR,,Unspecified,Fresh,,
BERRY GULCH DITCH 1-CODWR,BERRY GULCH DITCH 1-CODWR,,Unspecified,Fresh,,
BEVER DITCH PIPELINE-CODWR,BEVER DITCH PIPELINE-CODWR,,Unspecified,Fresh,,
BIG BEAR CREEK AT PLEASANT VALLEY DITCH-CODWR,BIG BEAR CREEK AT PLEASANT VALLEY DITCH-CODWR,,Unspecified,Fresh,,
BERNARDO ROMERO D-CODWR,BERNARDO ROMERO D-CODWR,,Unspecified,Fresh,,
BIG MONITOR NO 1 DITCH-CODWR,BIG MONITOR NO 1 DITCH-CODWR,,Unspecified,Fresh,,
BIG SLIDE SPRING-CODWR,BIG SLIDE SPRING-CODWR,,Unspecified,Fresh,,
BECKET SPRING #1-CODWR,BECKET SPRING #1-CODWR,,Unspecified,Fresh,,
BILL SPRING-CODWR,BILL SPRING-CODWR,,Unspecified,Fresh,,
BISHOP WELL-CODWR,BISHOP WELL-CODWR,,Unspecified,Fresh,,
BERRIEN DITCH 1-CODWR,BERRIEN DITCH 1-CODWR,,Unspecified,Fresh,,
BITTSY SPRING-CODWR,BITTSY SPRING-CODWR,,Unspecified,Fresh,,
BGR 22-14-CODWR,BGR 22-14-CODWR,,Unspecified,Fresh,,
BLAIR WELL 3-9044-F-CODWR,BLAIR WELL 3-9044-F-CODWR,,Unspecified,Fresh,,
BEHN'S PUMP-CODWR,BEHN'S PUMP-CODWR,,Unspecified,Fresh,,
BETA 14-10-CODWR,BETA 14-10-CODWR,,Unspecified,Fresh,,
BLACK SULPHUR LD-CODWR,BLACK SULPHUR LD-CODWR,,Unspecified,Fresh,,
BEUTEN DITCH # 2-CODWR,BEUTEN DITCH # 2-CODWR,,Unspecified,Fresh,,
BLACK DIKE DITCH-CODWR,BLACK DIKE DITCH-CODWR,,Unspecified,Fresh,,
BLANCA NORTH PLAYAS DIVERSION-CODWR,BLANCA NORTH PLAYAS DIVERSION-CODWR,,Unspecified,Fresh,,
BLAIR WELL 1-7372-CODWR,BLAIR WELL 1-7372-CODWR,,Unspecified,Fresh,,
BLOODWORTH WELL NO 4-CODWR,BLOODWORTH WELL NO 4-CODWR,,Unspecified,Fresh,,
BLK FOREST EST NNT DAWSON-CODWR,BLK FOREST EST NNT DAWSON-CODWR,,Unspecified,Fresh,,
BGR 12-11-CODWR,BGR 12-11-CODWR,,Unspecified,Fresh,,
BIGTOOTH RESERVOIR-CODWR,BIGTOOTH RESERVOIR-CODWR,,Unspecified,Fresh,,
BLUE DOG DITCH-CODWR,BLUE DOG DITCH-CODWR,,Unspecified,Fresh,,
BIRDIE POND-CODWR,BIRDIE POND-CODWR,,Unspecified,Fresh,,
BIG MESA DITCH-CODWR,BIG MESA DITCH-CODWR,,Unspecified,Fresh,,
BLUE GRASS DITCH-CODWR,BLUE GRASS DITCH-CODWR,,Unspecified,Fresh,,
BLUE MOUNTAIN RANCHES W #2-CODWR,BLUE MOUNTAIN RANCHES W #2-CODWR,,Unspecified,Fresh,,
BLUE SKY RANCH WELL #2-CODWR,BLUE SKY RANCH WELL #2-CODWR,,Unspecified,Fresh,,
BLUE WATER SPRING-CODWR,BLUE WATER SPRING-CODWR,,Unspecified,Fresh,,
BENOIT IRRIGATION PUMP-CODWR,BENOIT IRRIGATION PUMP-CODWR,,Unspecified,Fresh,,
BLUE SPRUCE WELL-CODWR,BLUE SPRUCE WELL-CODWR,,Unspecified,Fresh,,
BERGES WELL 2-6025-F-CODWR,BERGES WELL 2-6025-F-CODWR,,Unspecified,Fresh,,
BLACK EAGLE ALT PT 1-CODWR,BLACK EAGLE ALT PT 1-CODWR,,Unspecified,Fresh,,
BOBBIE JO DITCH NO 1-CODWR,BOBBIE JO DITCH NO 1-CODWR,,Unspecified,Fresh,,
BLACKSTRAPS 44-29-CODWR,BLACKSTRAPS 44-29-CODWR,,Unspecified,Fresh,,
BLAYLOCK PUMP & PIPELINE-CODWR,BLAYLOCK PUMP & PIPELINE-CODWR,,Unspecified,Fresh,,
BLUE MOUNTAIN RANCHES W-CODWR,BLUE MOUNTAIN RANCHES W-CODWR,,Unspecified,Fresh,,
BOBSY 34-11 TR-CODWR,BOBSY 34-11 TR-CODWR,,Unspecified,Fresh,,
BERRI SPRING-CODWR,BERRI SPRING-CODWR,,Unspecified,Fresh,,
BLUE MOUNTAIN RES-CODWR,BLUE MOUNTAIN RES-CODWR,,Unspecified,Fresh,,
BIG CANYON SPRING-CODWR,BIG CANYON SPRING-CODWR,,Unspecified,Fresh,,
BLK FOREST CHAPEL DA 1-CODWR,BLK FOREST CHAPEL DA 1-CODWR,,Unspecified,Fresh,,
BOGNER WELL NO 2-CODWR,BOGNER WELL NO 2-CODWR,,Unspecified,Fresh,,
BIG VU AUGMENTATION TANK-CODWR,BIG VU AUGMENTATION TANK-CODWR,,Unspecified,Fresh,,
BONA FIDE DITCH 2-CODWR,BONA FIDE DITCH 2-CODWR,,Unspecified,Fresh,,
BODO DITCH-CODWR,BODO DITCH-CODWR,,Unspecified,Fresh,,
BOIES-CAREY WELL-CODWR,BOIES-CAREY WELL-CODWR,,Unspecified,Fresh,,
BONARD DITCH-CODWR,BONARD DITCH-CODWR,,Unspecified,Fresh,,
BOOK WELL 1-CODWR,BOOK WELL 1-CODWR,,Unspecified,Fresh,,
BLACK DIKE DITCH #8-CODWR,BLACK DIKE DITCH #8-CODWR,,Unspecified,Fresh,,
BLACKBURN WELL A-CODWR,BLACKBURN WELL A-CODWR,,Unspecified,Fresh,,
BON DURANT WELL NO 0057-CODWR,BON DURANT WELL NO 0057-CODWR,,Unspecified,Fresh,,
DICKINSON WELL 1-03052F-CODWR,DICKINSON WELL 1-03052F-CODWR,,Unspecified,Fresh,,
DEBERARD DITCH (150)-CODWR,DEBERARD DITCH (150)-CODWR,,Unspecified,Fresh,,
DEER HUNTER 44-29-CODWR,DEER HUNTER 44-29-CODWR,,Unspecified,Fresh,,
DENHAM WELL NO 20279-CODWR,DENHAM WELL NO 20279-CODWR,,Unspecified,Fresh,,
DESOTO WELL 4-P6572F-CODWR,DESOTO WELL 4-P6572F-CODWR,,Unspecified,Fresh,,
DILLEY WELL NO 3-CODWR,DILLEY WELL NO 3-CODWR,,Unspecified,Fresh,,
DEVILS THUMB RANCH WELL NO 1-CODWR,DEVILS THUMB RANCH WELL NO 1-CODWR,,Unspecified,Fresh,,
DINOSAUR MUN WELL 1-CODWR,DINOSAUR MUN WELL 1-CODWR,,Unspecified,Fresh,,
DOME CREEK DITCH-CODWR,DOME CREEK DITCH-CODWR,,Unspecified,Fresh,,
DITCH CREEK RESERVOIR #1-CODWR,DITCH CREEK RESERVOIR #1-CODWR,,Unspecified,Fresh,,
DILLON WELL-CODWR,DILLON WELL-CODWR,,Unspecified,Fresh,,
DOMESTIC SUPPLY DITCH-CODWR,DOMESTIC SUPPLY DITCH-CODWR,,Unspecified,Fresh,,
DOLL DITCH-CODWR,DOLL DITCH-CODWR,,Unspecified,Fresh,,
DISMUKE PUMP 1-CODWR,DISMUKE PUMP 1-CODWR,,Unspecified,Fresh,,
DONNA 44-29-CODWR,DONNA 44-29-CODWR,,Unspecified,Fresh,,
DINOSAUR MUN WELL 2-CODWR,DINOSAUR MUN WELL 2-CODWR,,Unspecified,Fresh,,
DOLLY VARDEN 22-19-CODWR,DOLLY VARDEN 22-19-CODWR,,Unspecified,Fresh,,
DIRECT HAULER -DERE POND & PARACHUTE CRE-CODWR,DIRECT HAULER -DERE POND & PARACHUTE CRE-CODWR,,Unspecified,Fresh,,
DISERT WELL NO 13751-F-CODWR,DISERT WELL NO 13751-F-CODWR,,Unspecified,Fresh,,
DORRELL DITCH 2-CODWR,DORRELL DITCH 2-CODWR,,Unspecified,Fresh,,
DISSMORE DITCH NO 2-CODWR,DISSMORE DITCH NO 2-CODWR,,Unspecified,Fresh,,
DITCH NO 2 DITCH-CODWR,DITCH NO 2 DITCH-CODWR,,Unspecified,Fresh,,
DOME DITCH-CODWR,DOME DITCH-CODWR,,Unspecified,Fresh,,
DRAGONFLY WELL-CODWR,DRAGONFLY WELL-CODWR,,Unspecified,Fresh,,
D-L-W WELL NO 1-CODWR,D-L-W WELL NO 1-CODWR,,Unspecified,Fresh,,
DONALA WELL DV- 7-CODWR,DONALA WELL DV- 7-CODWR,,Unspecified,Fresh,,
DOG LAKE RESERVOIR NO 2-CODWR,DOG LAKE RESERVOIR NO 2-CODWR,,Unspecified,Fresh,,
DOLORES WELL NO 1-CODWR,DOLORES WELL NO 1-CODWR,,Unspecified,Fresh,,
DOLORES UPSTREAM USERS AUGMENTATION REAC-CODWR,DOLORES UPSTREAM USERS AUGMENTATION REAC-CODWR,,Unspecified,Fresh,,
DORE PUMP-CODWR,DORE PUMP-CODWR,,Unspecified,Fresh,,
DONALA WELL DV-11-CODWR,DONALA WELL DV-11-CODWR,,Unspecified,Fresh,,
DOWN VALLEY PARK WELL #1-CODWR,DOWN VALLEY PARK WELL #1-CODWR,,Unspecified,Fresh,,
DONALA WELL NO 14A-CODWR,DONALA WELL NO 14A-CODWR,,Unspecified,Fresh,,
DON MEEK NO 2 DITCH-CODWR,DON MEEK NO 2 DITCH-CODWR,,Unspecified,Fresh,,
DOODLEBUGGER 24-18-CODWR,DOODLEBUGGER 24-18-CODWR,,Unspecified,Fresh,,
DOW DITCH-CODWR,DOW DITCH-CODWR,,Unspecified,Fresh,,
DOWDEN PUMPSITE #1-CODWR,DOWDEN PUMPSITE #1-CODWR,,Unspecified,Fresh,,
DOS PIEDRAS DITCH & POND-CODWR,DOS PIEDRAS DITCH & POND-CODWR,,Unspecified,Fresh,,
DEZZIE N HASSLER WELL-CODWR,DEZZIE N HASSLER WELL-CODWR,,Unspecified,Fresh,,
DOS HERMANAS WELL #1-CODWR,DOS HERMANAS WELL #1-CODWR,,Unspecified,Fresh,,
DRAKE WELL NO 1 & 2-CODWR,DRAKE WELL NO 1 & 2-CODWR,,Unspecified,Fresh,,
DP WELL NO 3-CODWR,DP WELL NO 3-CODWR,,Unspecified,Fresh,,
DRACON WELL 10622-CODWR,DRACON WELL 10622-CODWR,,Unspecified,Fresh,,
DICKINSON DITCH NO 1-CODWR,DICKINSON DITCH NO 1-CODWR,,Unspecified,Fresh,,
DINGMAN SP SEEPAGE DITCH-CODWR,DINGMAN SP SEEPAGE DITCH-CODWR,,Unspecified,Fresh,,
DRY CK DITCH ALT PT A-CODWR,DRY CK DITCH ALT PT A-CODWR,,Unspecified,Fresh,,
DRY CREEK NO 3 DITCH-CODWR,DRY CREEK NO 3 DITCH-CODWR,,Unspecified,Fresh,,
DRY FORK DITCH NO. 2-CODWR,DRY FORK DITCH NO. 2-CODWR,,Unspecified,Fresh,,
DRY GULCH PUMP-CODWR,DRY GULCH PUMP-CODWR,,Unspecified,Fresh,,
DRY LAKE INLET D 2-CODWR,DRY LAKE INLET D 2-CODWR,,Unspecified,Fresh,,
DISANTI WELL NO 1-CODWR,DISANTI WELL NO 1-CODWR,,Unspecified,Fresh,,
