FILE_NUMBER,WATER_SOURCE_ID,WITHDRAWAL_WATER_BODY_NAME,WATER_CASE_ID,FILE_TYPE_x,CUSTOMER_NAME_x,TOTAL_PERMIT_QTY,TOTAL_PERMIT_QTY_UNIT,REPORT_FREQ,REPORT_INTERVAL,WATER_CASE_VERIFIED,WATER_SOURCE_TYPE,SOURCE_TYPE,WATER_TYPE,AQUIFER,REAA,ACTIVE_SOURCE,SOURCE_NOTES,HYDROLOGIC_UNIT_CODE,STATE_USE_SOURCE,STATE_USE,WUC_CODE_DESC,WUC_CODE_DESC_SOURCE,USGS_USE,USGS_AREA,BOROUGH,WATER_SOURCE_VERIFIED,INTAKE_NAME,INTAKE_LOCATION,INTAKE_NOTES,WELL_DEPTH,CASING_DEPTH,OPEN_INTERVALS,LAND_SURFACE_ELEVATION_FT,LAND_SURFACE_ELEVATION_SOURCE,WELL_INFO_SOURCE,ACTIVE_INTAKE,SOURCE_INTAKE_VERIFIED,METHODOLOGY,DAILY_PEAK_QTY_UNIT,WATER_SOURCE_USAGE_VERIFIED,FILE_TYPE_y,Priority Date,CUSTOMER_NAME_y,wswc_long,wswc_lat,wswc_QTY,wswc_SiteNativeID
A2011-129,51488,L9203/M9208,51461,TWUP,"ARMSTRONG ENERGY, LLC",60800538.09,gallons,M,M,T,well,ground,fresh,,,T,,,las,,,las,,,,T,L9203/M9208,,,,,,,dem,,T,T,metered,gallons,T,,,,,,186.5901633390201,
A2011-129,51489,L9204,51461,TWUP,"ARMSTRONG ENERGY, LLC",60800538.09,gallons,M,M,T,well,ground,fresh,,,T,,,las,,,las,,,,T,L9204,,,,,,,dem,,T,T,metered,gallons,T,,,,,,186.5901633390201,
A2011-130,51495,MC7901,51462,TWUP,"ARMSTRONG ENERGY, LLC",50187571.02,gallons,M,M,T,lake,surface,fresh,,,T,,,las,,,las,,,,T,MC7901,,,,,,,dem,,T,T,metered,gallons,T,,,,,,154.0201348275678,
A2011-130,51497,B8453/L9202,51462,TWUP,"ARMSTRONG ENERGY, LLC",50187571.02,gallons,M,M,T,lake,surface,fresh,,,T,,,las,,,las,,,,T,B8453/L9202,,,,,,,dem,,T,T,metered,gallons,T,,,,,,154.0201348275678,
A2011-130,51499,Kupigrunak Lake,51462,TWUP,"ARMSTRONG ENERGY, LLC",50187571.02,gallons,M,M,T,lake,surface,fresh,,,T,,,las,,,las,,,,T,Kupigrunak Lake,,,,,,,dem,,T,T,metered,gallons,T,,,,,,154.0201348275678,
A2011-131,51605,K207/M0109,24866,TWUP,"ARMSTRONG ENERGY, LLC",23529701.0,gallons,M,M,T,lake,surface,fresh,,,T,"Armstrong Energy
",,las,,,las,,,,T,K207/M0109,,,,,,,dem,,T,T,metered,gallons,T,,,,,,72.21006410189,
A2011-131,51607,M108,24866,TWUP,"ARMSTRONG ENERGY, LLC",23529701.0,gallons,M,M,T,lake,surface,fresh,,,T,"Armstrong Energy
",,las,,,las,,,,T,M108,,,,,,,dem,,T,T,metered,gallons,T,,,,,,72.21006410189,
A2011-131,51609,MB1103,24866,TWUP,"ARMSTRONG ENERGY, LLC",23529701.0,gallons,M,M,T,lake,surface,fresh,,,T,"Armstrong Energy
",,las,,,las,,,,T,MB1103,,,,,,,dem,,T,T,metered,gallons,T,,,,,,72.21006410189,
A2011-131,58321,Annie Pit,24866,TWUP,"ARMSTRONG ENERGY, LLC",23529701.0,gallons,M,M,T,lake,surface,fresh,,,T,,,las,,,las,,,,T,Annie Pit,,,,,,,dem,,T,T,metered,gallons,T,,,,,,72.21006410189,
A2011-131,58321,Annie Pit,24866,TWUP,"ARMSTRONG ENERGY, LLC",23529701.0,gallons,M,M,T,lake,surface,fresh,,,T,,,las,,,las,,,,T,Annie Pit,,,,,,,dem,,T,T,estimated,gallons,T,,,,,,72.21006410189,
A2011-132,51501,L9113,51464,TWUP,"ARMSTRONG ENERGY, LLC",108198824.6,gallons,M,M,T,lake,surface,fresh,,,T,,,las,,,las,,,,T,L9113,,,,,,,dem,,T,T,metered,gallons,T,,,,,,332.050290826694,
A2011-132,51501,L9113,51464,TWUP,"ARMSTRONG ENERGY, LLC",108198824.6,gallons,M,M,T,lake,surface,fresh,,,T,,,las,,,las,,,,T,L9113,,,,,,,dem,,T,T,estimated,gallons,T,,,,,,332.050290826694,
A2011-132,51503,L9211,51464,TWUP,"ARMSTRONG ENERGY, LLC",108198824.6,gallons,M,M,T,well,ground,fresh,,,T,,,las,,,las,,,,T,L9211,,,,,,,dem,,T,T,metered,gallons,T,,,,,,332.050290826694,
A2011-132,51503,L9211,51464,TWUP,"ARMSTRONG ENERGY, LLC",108198824.6,gallons,M,M,T,well,ground,fresh,,,T,,,las,,,las,,,,T,L9211,,,,,,,dem,,T,T,estimated,gallons,T,,,,,,332.050290826694,
A2011-132,51505,MC7902,51464,TWUP,"ARMSTRONG ENERGY, LLC",108198824.6,gallons,M,M,T,lake,surface,fresh,,,T,,,las,,,las,,,,T,MC7902,,,,,,,dem,,T,T,metered,gallons,T,,,,,,332.050290826694,
A2011-133,51507,L9831,51465,TWUP,"ARMSTRONG ENERGY, LLC",50998940.01,gallons,M,M,T,lake,surface,fresh,,,T,,,las,,,las,,,,T,L9831,,,,,,,dem,,T,T,metered,gallons,T,,,,,,156.5101370072889,
A2011-133,51509,L9830,51465,TWUP,"ARMSTRONG ENERGY, LLC",50998940.01,gallons,M,M,T,well,ground,fresh,,,T,,,las,,,las,,,,T,L9830,,,,,,,dem,,T,T,metered,gallons,T,,,,,,156.5101370072889,
A2011-151,24893,Coleen and Duck Lakes,24867,TWUP,GREAT BEAR PETROLEUM LLC,457739192.0,gallons,M,M,T,lake,surface,fresh,,,T,,,las,,,las,,,,T,Coleen and Duck Lakes,,,,,,,dem,,T,T,metered,gallons,T,,,,,,1404.7512289368801,
A2011-153,21253, Alpine Unit,21252,TWUP,"CONOCOPHILLIPS ALASKA, INC.",14422165.26,gallons,M,M,T,well,ground,fresh,,,T,,,las,,,las,,,,T,B8533/L9315,,,,,,,dem,,T,T,metered,gallons,T,,,,,,44.2600387447614,
A2011-154,21256, Alpine Unit,21255,TWUP,"CONOCOPHILLIPS ALASKA, INC.",34849764.45,gallons,M,M,T,lake,surface,fresh,,,T,,,las,,,las,,,,T,M9703/M9603,,,,,,,dem,,T,T,metered,gallons,T,,,,,,106.95009362296051,
A2011-158,21259,Exp Unit,21258,TWUP,"CONOCOPHILLIPS ALASKA, INC.",24259606.95,gallons,M,M,T,lake,surface,fresh,,,T,,,las,,,las,,,,T,M0169,,,,,,,dem,,T,T,metered,gallons,T,,,,,,74.4500651727855,
A2011-159,28714,Kuparuk Unit,28713,TWUP,"CONOCOPHILLIPS ALASKA, INC.",7999642.0,gallons,M,M,T,lake,surface,fresh,,,T,,,las,,,las,,,,T,Kuparuk Deadarm Reservoir 5,,,,,,,dem,,T,T,metered,gallons,T,,,,,,24.550021337380002,
A2011-160,21262,Exp Unit,21261,TWUP,"CONOCOPHILLIPS ALASKA, INC.",12001092.33,gallons,M,M,T,lake,surface,fresh,,,T,,,las,,,las,,,,T,BP W Pad lake,,,,,,,dem,,T,T,metered,gallons,T,,,,,,36.830032240613704,
A2011-162,25033,Duck Island Pit (DIU),24992,TWUP,"SAVANT ALASKA, LLC",92499323.0,gallons,M,M,T,well,ground,fresh,,,T,,,las,,,las,,,,T,Duck Island Pit (DIU),,,,,,,dem,,T,T,metered,gallons,T,,,,,,283.87024736147004,
A2011-162,25035,Lake 11,24992,TWUP,"SAVANT ALASKA, LLC",92499323.0,gallons,M,M,T,lake,surface,fresh,,,T,,,las,,,las,,,,T,Lake 11,,,,,,,dem,,T,T,metered,gallons,T,,,,,,283.87024736147004,
A2011-162,25037,Vern Lake (Sag Mine site C),24992,TWUP,"SAVANT ALASKA, LLC",92499323.0,gallons,M,M,T,lake,surface,fresh,,,T,,,las,,,las,,,,T,Vern Lake (Sag Mine site C),,,,,,,dem,,T,T,metered,gallons,T,,,,,,283.87024736147004,
A2011-163,14354,well,14353,TWUP,"RUBY INVESTMENTS, INC.",0.0,gallons,M,M,T,well,ground,fresh,,,T,,,las,,,las,,,,T,Northern Lights and C street,,,,,,,dem,,T,T,metered,gallons,T,,,,,,0.0,
A2011-32,23253,Cannery Loop Unit Pad 2 Water Well,23179,TWUP,"HILCORP ALASKA, LLC",1922521.0,gallons,M,M,T,well,ground,fresh,,,T,,,las,,,las,,,,T,Cannery Loop Unit Pad 2 Water Well,,,,,,,dem,,T,T,metered,gallons,T,,,,,,5.90000547169,
A2011-32,23255,Cannery Loop Unit Pad 3,23179,TWUP,"HILCORP ALASKA, LLC",1922521.0,gallons,M,M,T,well,ground,fresh,,,T,,,las,,,las,,,,T,Cannery Loop Unit Pad 3,,,,,,,dem,,T,T,estimated,gallons,T,,,,,,5.90000547169,
A2011-35,23257,Pretty Creek Unit Pad 2 Well,23181,TWUP,"HILCORP ALASKA, LLC",19453305.0,gallons,M,M,T,well,ground,fresh,,,T,,,las,,,las,,,,T,Pretty Creek Unit Pad 2 Well,,,,,,,dem,,T,T,metered,gallons,T,,,,,,59.70005318145,
A2011-51,21265, Alpine Unit,21264,TWUP,"CONOCOPHILLIPS ALASKA, INC.",45964542.06,gallons,M,M,T,lake,surface,fresh,,,T,,,las,,,las,,,,T,Nanuk Lake and relics,,,,,,,dem,,T,T,metered,gallons,T,,,,,,141.0601234825134,
A2011-52,33396,BOC Impoundments,33387,TWUP,BP EXPLORATION (ALASKA) INC,18900000.0,gallons,M,M,T,lake,surface,fresh,,,T,,,las,,,las,,,,T,BOC Impoundments,,,,,,,dem,,T,T,metered,gallons,T,,,,,,58.002021,
A2011-52,33398,CC2 Impoundment,33387,TWUP,BP EXPLORATION (ALASKA) INC,18900000.0,gallons,M,M,T,lake,surface,fresh,,,T,,,las,,,las,,,,T,CC2 Impoundment,,,,,,,dem,,T,T,metered,gallons,T,,,,,,58.002021,
A2011-52,33400,CSP Impoundments,33387,TWUP,BP EXPLORATION (ALASKA) INC,18900000.0,gallons,M,M,T,lake,surface,fresh,,,T,,,las,,,las,,,,T,CSP Impoundments,,,,,,,dem,,T,T,metered,gallons,T,,,,,,58.002021,
A2011-52,33402,Five  Impoundments in PBU,33387,TWUP,BP EXPLORATION (ALASKA) INC,18900000.0,gallons,M,M,T,lake,surface,fresh,,,T,,,las,,,las,,,,T,Five  Impoundments in PBU,,,,,,,dem,,T,T,metered,gallons,T,,,,,,58.002021,
A2011-52,33404,J Pad Impoundments,33387,TWUP,BP EXPLORATION (ALASKA) INC,18900000.0,gallons,M,M,T,lake,surface,fresh,,,T,,,las,,,las,,,,T,J Pad Impoundments,,,,,,,dem,,T,T,metered,gallons,T,,,,,,58.002021,
A2011-59,17230,NVTA Well #1 ,17229,TWUP,NINILCHIK WATER AND SEWER ASSOCIATION,3887250.0,gallons,M,M,T,well,ground,fresh,,,T,,,las,,,las,,,,T,NVTA Well #1 ,,,,,,,dem,,T,T,metered,gallons,T,,,,,,11.9295426525,
A2011-60,23259,Office/Camp Well and Well 43-5,23182,TWUP,"HILCORP ALASKA, LLC",5813182.0,gallons,M,M,T,well,ground,fresh,,,T,,,las,,,las,,,,T,Office/Camp Well and Well 43-5,,,,,,,dem,,T,T,metered,gallons,T,,,,,,17.840016107980002,
A2011-66,28717,Kuparuk Unit,28716,TWUP,"CONOCOPHILLIPS ALASKA, INC.",148262205.0,gallons,M,M,T,lake,surface,fresh,,,T,,,las,,,las,,,,T,5 Lakes within KRU CPF-1,,,,,,,dem,,T,T,metered,gallons,T,,,,,,455.00039830245004,
A2011-67,28720,Kuparuk Unit,28719,TWUP,"CONOCOPHILLIPS ALASKA, INC.",118674934.0,gallons,M,M,T,lake,surface,fresh,,,T,,,las,,,las,,,,T,5 Lakes within KRU CPF-1,,,,,,,dem,,T,T,metered,gallons,T,,,,,,364.20031820326,
A2011-74,28723,Kuparuk Unit,28722,TWUP,"CONOCOPHILLIPS ALASKA, INC.",97950811.0,gallons,M,M,T,lake,surface,fresh,,,T,,,las,,,las,,,,T,5 Sources within KRU,,,,,,,dem,,T,T,metered,gallons,T,,,,,,300.60026436979,
A2011-75,28726,Kuparuk Unit,28725,TWUP,"CONOCOPHILLIPS ALASKA, INC.",20724124.0,gallons,M,M,T,lake,surface,fresh,,,T,,,las,,,las,,,,T,Mine Site E plus 3 Lakes,,,,,,,dem,,T,T,metered,gallons,T,,,,,,63.60005690236,
A2011-76,28729,Kuparuk Unit,28728,TWUP,"CONOCOPHILLIPS ALASKA, INC.",106550018.0,gallons,M,M,T,lake,surface,fresh,,,T,,,las,,,las,,,,T,3 Sources KRU,,,,,,,dem,,T,T,metered,gallons,T,,,,,,326.99028474002,
A2011-77,28732,Kuparuk Unit,28731,TWUP,"CONOCOPHILLIPS ALASKA, INC.",198580116.0,gallons,M,M,T,lake,surface,fresh,,,T,,,las,,,las,,,,T,5 Sources KRU,,,,,,,dem,,T,T,metered,gallons,T,,,,,,609.42053219124,
A2011-82,21268,North Slope Assets,21267,TWUP,"HILCORP ALASKA, LLC",11404785.0,gallons,M,M,T,lake,surface,fresh,,,T,,,las,,,las,,,,T,Endicott Rd Lake at Mile 6.3,,,,,,,dem,,T,T,metered,gallons,T,,,,,,35.00003063865,
A2011-82,21268,North Slope Assets,21267,TWUP,"HILCORP ALASKA, LLC",11404785.0,gallons,M,M,T,lake,surface,fresh,,,T,,,las,,,las,,,,T,Endicott Rd Lake at Mile 8.5,,,,,,,dem,,T,T,metered,gallons,T,,,,,,35.00003063865,
A2011-82,21268,North Slope Assets,21267,TWUP,"HILCORP ALASKA, LLC",11404785.0,gallons,M,M,T,lake,surface,fresh,,,T,,,las,,,las,,,,T,4 Endicott Rd Lakes,,,,,,,dem,,T,T,metered,gallons,T,,,,,,35.00003063865,
A2011-85,23261,Ivan River Wells,23183,TWUP,"HILCORP ALASKA, LLC",116070000.0,gallons,M,M,T,well,ground,fresh,,,T,,,las,,,las,,,,T,Ivan River Wells,,,,,,,dem,,T,T,metered,gallons,T,,,,,,356.2060623,
A2012-05,33411,Badami Lake #1,33410,TWUP,BP EXPLORATION (ALASKA) INC,10430000.0,gallons,M,M,T,lake,surface,fresh,,,T,,,las,,,las,,,,T,Badami Lake #1,,,,,,,dem,,T,T,metered,gallons,T,,,,,,32.0085227,
A2012-05,33412,Badami Lake #2,33410,TWUP,BP EXPLORATION (ALASKA) INC,10430000.0,gallons,M,M,T,lake,surface,fresh,,,T,,,las,,,las,,,,T,Badami Lake #2,,,,,,,dem,,T,T,metered,gallons,T,,,,,,32.0085227,
A2012-05,35210,Badami Lake #8,33410,TWUP,BP EXPLORATION (ALASKA) INC,10430000.0,gallons,M,M,T,well,ground,fresh,,,T,,,las,,,las,,,,T,Badami Lake #8,,,,,,,dem,,T,T,metered,gallons,T,,,,,,32.0085227,
A2012-08,55895,William Jack Hernandez Sport Fish Hatchery ,55876,TWUP,ADFG SPORT FISH WILLIAM JACK HERNANDEZ SPORTFISH HATCHERY,1576799506.0,gallons,M,M,T,well,ground,fresh,,,T,,,las,,,las,,,,T,Wells 6_ 7_ 8,,,,,,,dem,,T,T,metered,gallons,T,,,,,,4839.02423596834,
A2012-101,2829,West Beach State Lake,2828,TWUP,BP EXPLORATION (ALASKA) INC,300000.0,gallons,M,M,T,lake,surface,fresh,,,T,,,,,,,,,,T,West Beach State Lake,POINT (-148.47726037 70.35363581),,0.0,0.0,,0.0,,,T,T,metered,gallons,T,,,,-148.47726037,70.35363581,0.920667,WaDEAK_S462
A2012-102,21271,North Slope Assets,21270,TWUP,"HILCORP ALASKA, LLC",198756076.0,gallons,M,M,T,well,ground,fresh,,,T,,,las,,,las,,,,T,Milne Point Unit F Pad Wells,,,,,,,dem,,T,T,metered,gallons,T,,,,,,609.96053407564,
A2012-130,51511,L9272,51466,TWUP,"ARMSTRONG ENERGY, LLC",252534525.0,gallons,M,M,T,lake,surface,fresh,,,T,,,las,,,las,,,,T,L9272,,,,,,,dem,,T,T,metered,gallons,T,,,,,,775.00067842725,
A2012-130,51513,L9117,51466,TWUP,"ARMSTRONG ENERGY, LLC",252534525.0,gallons,M,M,T,well,ground,fresh,,,T,,,las,,,las,,,,T,L9117,,,,,,,dem,,T,T,metered,gallons,T,,,,,,775.00067842725,
A2012-130,51515,MC7920,51466,TWUP,"ARMSTRONG ENERGY, LLC",252534525.0,gallons,M,M,T,lake,surface,fresh,,,T,,,las,,,las,,,,T,MC7920,,,,,,,dem,,T,T,estimated,gallons,T,,,,,,775.00067842725,
A2012-131,24895,Sag River,24868,TWUP,GREAT BEAR PETROLEUM LLC,11000000.0,gallons,M,M,T,river,surface,fresh,,,T,,,las,,,las,,,,T,Sag River,,,,,,,dem,,T,T,metered,gallons,T,,,,,,33.75779,
A2012-139,32985,Kuparuk Mine Sites C & F and Lakes K201- M9514- and L9334,32977,TWUP,BROOKS RANGE PETROLEUM CORPORATION,30000000.0,gallons,M,M,T,lake,surface,fresh,,,T,,,las,,,las,,,,T,Kuparuk Mine Sites C & F and Lakes K201- M9514- and L9334,,,,,,,dem,,T,T,metered,gallons,T,,,,,,92.0667,
A2012-140,51517,K210/L9123,51467,TWUP,"ARMSTRONG ENERGY, LLC",252534525.0,gallons,M,M,T,well,ground,fresh,,,T,,,las,,,las,,,,T,K210/L9123,,,,,,,dem,,T,T,metered,gallons,T,,,,,,775.00067842725,
A2012-140,51517,K210/L9123,51467,TWUP,"ARMSTRONG ENERGY, LLC",252534525.0,gallons,M,M,T,well,ground,fresh,,,T,,,las,,,las,,,,T,K210/L9123,,,,,,,dem,,T,T,estimated,gallons,T,,,,,,775.00067842725,
A2012-140,51518,M9514,51467,TWUP,"ARMSTRONG ENERGY, LLC",252534525.0,gallons,M,M,T,well,ground,fresh,,,T,,,las,,,las,,,,T,M9514,,,,,,,dem,,T,T,metered,gallons,T,,,,,,775.00067842725,
A2012-140,51520,M9515,51467,TWUP,"ARMSTRONG ENERGY, LLC",252534525.0,gallons,M,M,T,well,ground,fresh,,,T,,,las,,,las,,,,T,M9515,,,,,,,dem,,T,T,metered,gallons,T,,,,,,775.00067842725,
A2012-140,51522,MB1201,51467,TWUP,"ARMSTRONG ENERGY, LLC",252534525.0,gallons,M,M,T,lake,surface,fresh,,,T,,,las,,,las,,,,T,MB1201,,,,,,,dem,,T,T,metered,gallons,T,,,,,,775.00067842725,
A2012-140,51524,K210,51467,TWUP,"ARMSTRONG ENERGY, LLC",252534525.0,gallons,M,M,T,well,ground,fresh,,,T,,,las,,,las,,,,T,K210,,,,,,,dem,,T,T,metered,gallons,T,,,,,,775.00067842725,
A2012-142,51836,Kaldacabuna,51835,TWUP,APACHE ALASKA CORPORATION,4998554.34,gallons,M,M,T,lake,surface,fresh,,,T,,,las,,,las,,,,T,Kaldacabuna,,,,,,,dem,,T,T,metered,gallons,T,,,,,,15.3400134284826,
A2012-142,51838,Pad G well,51835,TWUP,APACHE ALASKA CORPORATION,4998554.34,gallons,M,M,T,well,ground,fresh,,,T,,,las,,,las,,,,T,Pad G well,,,,,,,dem,,T,T,metered,gallons,T,,,,,,15.3400134284826,
A2012-144,51541,L9121,51468,TWUP,"ARMSTRONG ENERGY, LLC",252534525.0,gallons,M,M,T,lake,surface,fresh,,,T,,,las,,,las,,,,T,L9121,,,,,,,dem,,T,T,metered,gallons,T,,,,,,775.00067842725,
A2012-144,51543,M0251,51468,TWUP,"ARMSTRONG ENERGY, LLC",252534525.0,gallons,M,M,T,lake,surface,fresh,,,T,,,las,,,las,,,,T,M0251,,,,,,,dem,,T,T,metered,gallons,T,,,,,,775.00067842725,
A2012-144,51545,MC7920,51468,TWUP,"ARMSTRONG ENERGY, LLC",252534525.0,gallons,M,M,T,lake,surface,fresh,,,T,,,las,,,las,,,,T,MC7920,,,,,,,dem,,T,T,metered,gallons,T,,,,,,775.00067842725,
A2012-144,51547,MB1202,51468,TWUP,"ARMSTRONG ENERGY, LLC",252534525.0,gallons,M,M,T,lake,surface,fresh,,,T,,,las,,,las,,,,T,MB1202,,,,,,,dem,,T,T,metered,gallons,T,,,,,,775.00067842725,
A2012-144,51547,MB1202,51468,TWUP,"ARMSTRONG ENERGY, LLC",252534525.0,gallons,M,M,T,lake,surface,fresh,,,T,,,las,,,las,,,,T,MB1202,,,,,,,dem,,T,T,estimated,gallons,T,,,,,,775.00067842725,
A2012-145,51549,L9118,51469,TWUP,"ARMSTRONG ENERGY, LLC",252534525.0,gallons,M,M,T,lake,surface,fresh,,,T,,,las,,,las,,,,T,L9118,,,,,,,dem,,T,T,metered,gallons,T,,,,,,775.00067842725,
A2012-145,51551,MB1209,51469,TWUP,"ARMSTRONG ENERGY, LLC",252534525.0,gallons,M,M,T,lake,surface,fresh,,,T,,,las,,,las,,,,T,MB1209,,,,,,,dem,,T,T,metered,gallons,T,,,,,,775.00067842725,
A2012-146,51553,MB1203,51470,TWUP,"ARMSTRONG ENERGY, LLC",252534525.0,gallons,M,M,T,lake,surface,fresh,,,T,,,las,,,las,,,,T,MB1203,,,,,,,dem,,T,T,metered,gallons,T,,,,,,775.00067842725,
A2012-147,51555,B8540,51471,TWUP,"ARMSTRONG ENERGY, LLC",252534525.0,gallons,M,M,T,lake,surface,fresh,,,T,,,las,,,las,,,,T,B8540,,,,,,,dem,,T,T,metered,gallons,T,,,,,,775.00067842725,
A2012-147,51557,M9206,51471,TWUP,"ARMSTRONG ENERGY, LLC",252534525.0,gallons,M,M,T,lake,surface,fresh,,,T,,,las,,,las,,,,T,M9206,,,,,,,dem,,T,T,metered,gallons,T,,,,,,775.00067842725,
A2012-147,51559,K201/L9123,51471,TWUP,"ARMSTRONG ENERGY, LLC",252534525.0,gallons,M,M,T,lake,surface,fresh,,,T,,,las,,,las,,,,T,K201/L9123,,,,,,,dem,,T,T,metered,gallons,T,,,,,,775.00067842725,
A2012-156,17764,RTS07119,17747,TWUP,"LINC ENERGY OPERATIONS, INC.",147398700.0,gallons,M,M,T,lake,surface,fresh,,,T,,,las,,,las,,,,T,RTS07119,,,,,,,dem,,T,T,metered,gallons,T,,,,,,452.350396443,
A2012-161,17756,RTS07118,17746,TWUP,"LINC ENERGY OPERATIONS, INC.",147398700.0,gallons,M,M,T,lake,surface,fresh,,,T,,,las,,,las,,,,T,RTS07118,,,,,,,dem,,T,T,metered,gallons,T,,,,,,452.350396443,
A2012-161,17758,RTS07124,17746,TWUP,"LINC ENERGY OPERATIONS, INC.",147398700.0,gallons,M,M,T,lake,surface,fresh,,,T,,,las,,,las,,,,T,RTS07124,,,,,,,dem,,T,T,metered,gallons,T,,,,,,452.350396443,
A2012-161,17760,RTS07131,17746,TWUP,"LINC ENERGY OPERATIONS, INC.",147398700.0,gallons,M,M,T,lake,surface,fresh,,,T,,,las,,,las,,,,T,RTS07131,,,,,,,dem,,T,T,metered,gallons,T,,,,,,452.350396443,
A2012-161,17762,RTS07132,17746,TWUP,"LINC ENERGY OPERATIONS, INC.",147398700.0,gallons,M,M,T,lake,surface,fresh,,,T,,,las,,,las,,,,T,RTS07132,,,,,,,dem,,T,T,metered,gallons,T,,,,,,452.350396443,
A2012-166,17766,RTS07121,17748,TWUP,"LINC ENERGY OPERATIONS, INC.",147398700.0,gallons,M,M,T,lake,surface,fresh,,,T,,,las,,,las,,,,T,RTS07121,,,,,,,dem,,T,T,metered,gallons,T,,,,,,452.350396443,
A2012-171,51561,River Crossing 1A-S,51472,TWUP,"ARMSTRONG ENERGY, LLC",29978292.0,gallons,M,M,T,river,surface,fresh,,,T,,,las,,,las,,,,T,River Crossing 1A-S,,,,,,,dem,,T,T,metered,gallons,T,,,,,,92.00008053588,
A2012-171,51561,River Crossing 1A-S,51472,TWUP,"ARMSTRONG ENERGY, LLC",29978292.0,gallons,M,M,T,river,surface,fresh,,,T,,,las,,,las,,,,T,River Crossing 1A-S,,,,,,,dem,,T,T,estimated,gallons,T,,,,,,92.00008053588,
A2012-171,51563,River Crossing 1B-N,51472,TWUP,"ARMSTRONG ENERGY, LLC",29978292.0,gallons,M,M,T,river,surface,fresh,,,T,,,las,,,las,,,,T,River Crossing 1B-N,,,,,,,dem,,T,T,metered,gallons,T,,,,,,92.00008053588,
A2012-171,51563,River Crossing 1B-N,51472,TWUP,"ARMSTRONG ENERGY, LLC",29978292.0,gallons,M,M,T,river,surface,fresh,,,T,,,las,,,las,,,,T,River Crossing 1B-N,,,,,,,dem,,T,T,estimated,gallons,T,,,,,,92.00008053588,
A2012-171,51565,River Crossing 1A-N,51472,TWUP,"ARMSTRONG ENERGY, LLC",29978292.0,gallons,M,M,T,river,surface,fresh,,,T,,,las,,,las,,,,T,River Crossing 1A-N,,,,,,,dem,,T,T,metered,gallons,T,,,,,,92.00008053588,
A2012-171,51565,River Crossing 1A-N,51472,TWUP,"ARMSTRONG ENERGY, LLC",29978292.0,gallons,M,M,T,river,surface,fresh,,,T,,,las,,,las,,,,T,River Crossing 1A-N,,,,,,,dem,,T,T,estimated,gallons,T,,,,,,92.00008053588,
A2012-173,28735,Exp Unit,28734,TWUP,"CONOCOPHILLIPS ALASKA, INC.",48330000.0,gallons,M,M,T,lake,surface,fresh,,,T,,,las,,,las,,,,T,L9804/L9805/L9817/M0301,,,,,,,dem,,T,T,metered,gallons,T,,,,,,148.3194537,
A2012-174,28738,Exp Unit,28737,TWUP,"CONOCOPHILLIPS ALASKA, INC.",77080000.0,gallons,M,M,T,lake,surface,fresh,,,T,,,las,,,las,,,,T,M9923,,,,,,,dem,,T,T,metered,gallons,T,,,,,,236.5500412,
A2012-175,28741,Exp Unit,28740,TWUP,"CONOCOPHILLIPS ALASKA, INC.",24790000.0,gallons,M,M,T,lake,surface,fresh,,,T,,,las,,,las,,,,T,R0076,,,,,,,dem,,T,T,metered,gallons,T,,,,,,76.0777831,
A2012-176,28744,Exp Unit,28743,TWUP,"CONOCOPHILLIPS ALASKA, INC.",48330000.0,gallons,M,M,T,lake,surface,fresh,,,T,,,las,,,las,,,,T,M0701,,,,,,,dem,,T,T,metered,gallons,T,,,,,,148.3194537,
A2012-186,27597,K304 DS-30 lake & Mine Site E,27596,TWUP,ENI PETROLEUM EXPLORATION CO.INC.,53690000.0,gallons,M,M,T,lake,surface,fresh,,,T,,,las,,,las,,,,T,K304 DS-30 lake & Mine Site E,,,,,,,dem,,T,T,metered,gallons,T,,,,,,164.7687041,
A2012-194,32662,EAST HARRISON BAY,32649,TWUP,"CAELUS NATURAL RESOURCES ALASKA, LLC",49985543.0,gallons,M,M,T,other,surface,fresh,,,T,,,las,,,las,,,,T,EAST HARRISON BAY,,,,,,,dem,,T,T,metered,gallons,T,,,,,,153.40013305727,
A2012-199,28746,Kuparuk Unit,28745,TWUP,"CONOCOPHILLIPS ALASKA, INC.",40600000.0,gallons,M,M,T,lake,surface,fresh,,,T,,,las,,,las,,,,T,"Lakes K201, K301, K309",,,,,,,dem,,T,T,metered,gallons,T,,,,,,124.596934,
A2012-200,4053, Alpine Unit,4052,TWUP,"CONOCOPHILLIPS ALASKA, INC.",6290000.0,gallons,M,M,T,lake,surface,fresh,,,T,,,,,,,,,,T,M9524,,,0.0,0.0,,0.0,,,T,T,metered,gallons,T,,,,,,19.303318100000002,
A2012-28,25614,Drilled Well(s),25609,TWUP,"FLINT HILL RESOURCES ALASKA, LLC",57023925.0,gallons,M,M,T,well,ground,fresh,,,T,,,las,,,las,,,,T,Drilled Well(s),,,,,,,dem,,T,T,estimated,gallons,T,,,,,,175.00015319325001,
