OID_,Join_Count,TARGET_FID,SiteUUID,PODorPOUSite,Longitude,Latitude,OBJECTID,NAME,TYPE,WQMSEG,PRMY_WB,LIMIT,REMARK,WBID,TYPE_DEF,TRANS,GLOBALID,SHAPEAREA,SHAPELEN
11799,0,11799,OKwr_S20442,POD,-95.60262943,36.86577937,,,,,,,,,,,,,
11800,0,11800,OKwr_S20443,POD,-98.53986075,35.54044441,,,,,,,,,,,,,
11801,0,11801,OKwr_S20444,POD,-97.28734315,34.77912208,,,,,,,,,,,,,
11802,0,11802,OKwr_S20445,POD,-94.72135886,35.34354825,,,,,,,,,,,,,
11803,0,11803,OKwr_S20446,POD,-99.49095906,34.62253504,,,,,,,,,,,,,
11804,0,11804,OKwr_S20447,POD,-96.80760195,34.34953862,,,,,,,,,,,,,
11805,0,11805,OKwr_S20448,POD,-96.80976557,34.36218647,,,,,,,,,,,,,
11806,0,11806,OKwr_S20449,POD,-96.80974719,34.35864221,,,,,,,,,,,,,
11807,0,11807,OKwr_S2045,POD,-99.8493852,34.62972177,,,,,,,,,,,,,
11808,0,11808,OKwr_S20450,POD,-98.53993516,35.106018,,,,,,,,,,,,,
11809,0,11809,OKwr_S20450,POD,-98.53993516,35.106018,,,,,,,,,,,,,
11810,0,11810,OKwr_S20451,POD,-97.13833114,34.64076238,,,,,,,,,,,,,
11811,1,11811,OKwr_S20452,POD,-98.624949,34.7043395,43,Crater Creek,HQW,311310,Crater Creek,HQW, ,3.1131E+11,High Quality Waters,40,{C6F48B39-04F3-44A3-880E-62651209726C},26440433.81,40257.06405
11812,0,11812,OKwr_S20453,POD,-97.89732481,35.02404838,,,,,,,,,,,,,
11813,0,11813,OKwr_S20454,POD,-97.6930125,35.690196,,,,,,,,,,,,,
11814,0,11814,OKwr_S20455,POD,-97.6930035,35.692003,,,,,,,,,,,,,
11815,0,11815,OKwr_S20456,POD,-96.26886219,35.37446561,,,,,,,,,,,,,
11816,0,11816,OKwr_S20457,POD,-96.11395802,36.55557402,,,,,,,,,,,,,
11817,0,11817,OKwr_S20458,POD,-96.37190925,35.0132711,,,,,,,,,,,,,
11818,0,11818,OKwr_S20459,POD,-96.33342594,33.73113041,,,,,,,,,,,,,
11819,0,11819,OKwr_S2046,POD,-100.5399652,36.64079868,,,,,,,,,,,,,
11820,0,11820,OKwr_S2046,POD,-100.5399652,36.64079868,,,,,,,,,,,,,
11821,0,11821,OKwr_S20460,POD,-97.6286355,35.57019725,,,,,,,,,,,,,
11822,0,11822,OKwr_S20460,POD,-97.6286355,35.57019725,,,,,,,,,,,,,
11823,0,11823,OKwr_S20461,POD,-96.35290063,36.10213922,,,,,,,,,,,,,
11824,0,11824,OKwr_S20462,POD,-96.35512562,36.10033906,,,,,,,,,,,,,
11825,0,11825,OKwr_S20463,POD,-97.85352638,35.11483047,,,,,,,,,,,,,
11826,0,11826,OKwr_S20464,POD,-97.64194101,34.60148634,,,,,,,,,,,,,
11827,0,11827,OKwr_S20465,POD,-97.47139704,36.27401206,,,,,,,,,,,,,
11828,0,11828,OKwr_S20466,POD,-96.64156489,34.60865248,,,,,,,,,,,,,
11829,1,11829,OKwr_S20467,POD,-95.35820999,35.00763602,181,Wister Reservoir and watershed,NLW,220100,Wister Reservoir and watershed, ,NLW,2.201E+11,Nutrient Limited Watersheds,40,{A7C040C7-32BD-4097-8E73-48394D01DDAE},1714743775,292716.3721
11830,1,11830,OKwr_S20468,POD,-95.3582456,34.9930309,181,Wister Reservoir and watershed,NLW,220100,Wister Reservoir and watershed, ,NLW,2.201E+11,Nutrient Limited Watersheds,40,{A7C040C7-32BD-4097-8E73-48394D01DDAE},1714743775,292716.3721
11831,1,11831,OKwr_S20469,POD,-96.680949,34.2532345,61,Pennington Creek,HQW,310800,Pennington Creek,HQW, ,3.108E+11,High Quality Waters,40,{4B606CCA-DECA-474F-873E-7E0887978304},259004751.3,116132.4901
11832,0,11832,OKwr_S2047,POD,-101.3034883,36.64644976,,,,,,,,,,,,,
11833,0,11833,OKwr_S20470,POD,-96.55387489,34.45500321,,,,,,,,,,,,,
11834,0,11834,OKwr_S20471,POD,-96.55638469,34.45768881,,,,,,,,,,,,,
11835,0,11835,OKwr_S20472,POD,-98.3538196,35.10116018,,,,,,,,,,,,,
11836,1,11836,OKwr_S20473,POD,-96.60448643,34.40767481,34,Blue River upstream from State Hwy. 7 Bridge,HQW,410700,Blue River upstream from State Hwy. 7 Bridge,HQW, ,410700020010_20,High Quality Waters,40,{E4BEC2B9-0639-46B4-AAB6-28B24CDF0BED},431890882,131109.7017
11837,1,11837,OKwr_S20474,POD,-96.61059903,34.40704248,34,Blue River upstream from State Hwy. 7 Bridge,HQW,410700,Blue River upstream from State Hwy. 7 Bridge,HQW, ,410700020010_20,High Quality Waters,40,{E4BEC2B9-0639-46B4-AAB6-28B24CDF0BED},431890882,131109.7017
11838,1,11838,OKwr_S20475,POD,-96.60368335,34.41020988,34,Blue River upstream from State Hwy. 7 Bridge,HQW,410700,Blue River upstream from State Hwy. 7 Bridge,HQW, ,410700020010_20,High Quality Waters,40,{E4BEC2B9-0639-46B4-AAB6-28B24CDF0BED},431890882,131109.7017
11839,1,11839,OKwr_S20476,POD,-96.60930203,34.40759328,34,Blue River upstream from State Hwy. 7 Bridge,HQW,410700,Blue River upstream from State Hwy. 7 Bridge,HQW, ,410700020010_20,High Quality Waters,40,{E4BEC2B9-0639-46B4-AAB6-28B24CDF0BED},431890882,131109.7017
11840,1,11840,OKwr_S20477,POD,-98.8263341,35.16267089,180,Vanderwork Lake and watershed,NLW,310830,Vanderwork Lake and watershed, ,NLW,3.1083E+11,Nutrient Limited Watersheds,40,{5AC92796-29A6-44D1-AFCE-32A94E334311},26511028.55,30247.55708
11841,0,11841,OKwr_S20478,POD,-99.56353849,36.57651186,,,,,,,,,,,,,
11842,4,11842,OKwr_S20479,POD,-94.70597945,35.92457109,3,Barren Fork from mouth upstream to Hwy. 59,ORW,121700,Barren Fork from mouth upstream to Hwy. 59,ORW, ,1.217E+11,Outstanding Resource Waters,30,{9E025A08-97E2-46FA-B7AB-F01F0F11236E},485590976.8,127104.6051
11843,0,11843,OKwr_S2048,POD,-99.96572394,34.59540816,,,,,,,,,,,,,
11844,0,11844,OKwr_S20480,POD,-98.539729,34.6189735,,,,,,,,,,,,,
11845,1,11845,OKwr_S20481,POD,-97.66383174,35.51524765,173,Lake Overholser,NLW,520530,Lake Overholser, ,NLW,5.2052E+11,Nutrient Limited Watersheds,40,{CB32F37A-E3AB-4679-9E9F-75B685C29DDD},1826147022,405124.2118
11846,0,11846,OKwr_S20482,POD,-99.8182688,35.74000753,,,,,,,,,,,,,
11847,0,11847,OKwr_S20483,POD,-99.82749759,35.74006706,,,,,,,,,,,,,
11848,0,11848,OKwr_S20484,POD,-96.22347786,35.17570797,,,,,,,,,,,,,
11849,0,11849,OKwr_S20485,POD,-96.87435594,34.42840303,,,,,,,,,,,,,
11850,0,11850,OKwr_S20486,POD,-96.87867993,34.42124911,,,,,,,,,,,,,
11851,0,11851,OKwr_S20487,POD,-96.86560134,34.42479057,,,,,,,,,,,,,
11852,0,11852,OKwr_S20488,POD,-96.13821429,35.15460048,,,,,,,,,,,,,
11853,1,11853,OKwr_S20489,POD,-96.13008068,36.29629858,105,Hominy Creek upstream from and including Skiatook Reservoir,SWS,121300,Hominy Creek upstream from and including Skiatook Reservoir,SWS, ,1.213E+11,Sensitive Public and Private Water Supplies,40,{8F3376F5-99CC-4AA8-A2E9-A00D6EA95025},913222775.7,184985.3081
11854,0,11854,OKwr_S2049,POD,-101.4195956,36.63750956,,,,,,,,,,,,,
11855,0,11855,OKwr_S20490,POD,-101.1650855,36.55024371,,,,,,,,,,,,,
11856,0,11856,OKwr_S20491,POD,-101.162109,36.53975933,,,,,,,,,,,,,
11857,2,11857,OKwr_S20492,POD,-97.97494609,34.69021548,72,Beaver Creek upstream from and including Waurika Reservoir,SWS,311210,Beaver Creek upstream from and including Waurika Reservoir,SWS, ,3.1121E+11,Sensitive Public and Private Water Supplies,40,{04C17B6C-DA54-45FB-A57A-111783BC4526},1458933723,214701.8291
11858,0,11858,OKwr_S20493,POD,-96.88786014,35.33894863,,,,,,,,,,,,,
11859,0,11859,OKwr_S20494,POD,-97.8089638,36.39603593,,,,,,,,,,,,,
11860,0,11860,OKwr_S20495,POD,-97.62299454,35.56202355,,,,,,,,,,,,,
11861,0,11861,OKwr_S20496,POD,-98.43162571,35.9345625,,,,,,,,,,,,,
11862,0,11862,OKwr_S20497,POD,-98.42548073,35.93668303,,,,,,,,,,,,,
11863,0,11863,OKwr_S20498,POD,-98.314318,35.0779995,,,,,,,,,,,,,
11864,0,11864,OKwr_S20499,POD,-98.322888,35.0772025,,,,,,,,,,,,,
11865,0,11865,OKwr_S205,POD,-101.759381,36.51491579,,,,,,,,,,,,,
11866,0,11866,OKwr_S2050,POD,-101.4376007,36.60476,,,,,,,,,,,,,
11867,0,11867,OKwr_S20500,POD,-97.093085,36.6907275,,,,,,,,,,,,,
11868,0,11868,OKwr_S20501,POD,-97.09082838,36.68711304,,,,,,,,,,,,,
11869,0,11869,OKwr_S20502,POD,-97.9249855,35.0703365,,,,,,,,,,,,,
11870,0,11870,OKwr_S20503,POD,-96.93989999,34.23268142,,,,,,,,,,,,,
11871,0,11871,OKwr_S20503,POD,-96.93989999,34.23268142,,,,,,,,,,,,,
11872,0,11872,OKwr_S20504,POD,-95.133243,35.51917875,,,,,,,,,,,,,
11873,0,11873,OKwr_S20505,POD,-99.23674364,35.48345994,,,,,,,,,,,,,
11874,0,11874,OKwr_S20506,POD,-94.49492439,35.33678986,,,,,,,,,,,,,
11875,1,11875,OKwr_S20507,POD,-98.19127589,34.71951348,72,Beaver Creek upstream from and including Waurika Reservoir,SWS,311210,Beaver Creek upstream from and including Waurika Reservoir,SWS, ,3.1121E+11,Sensitive Public and Private Water Supplies,40,{04C17B6C-DA54-45FB-A57A-111783BC4526},1458933723,214701.8291
11876,0,11876,OKwr_S20508,POD,-96.68182629,34.84242069,,,,,,,,,,,,,
11877,0,11877,OKwr_S20509,POD,-96.08145629,34.44361061,,,,,,,,,,,,,
11878,0,11878,OKwr_S2051,POD,-101.4218179,36.60294108,,,,,,,,,,,,,
11879,1,11879,OKwr_S20510,POD,-96.0713263,34.52690897,123,North Boggy Creek upstream from and including Atoka Reservoir,SWS,410400,North Boggy Creek upstream from and including Atoka Reservoir,SWS, ,4.104E+11,Sensitive Public and Private Water Supplies,40,{16039753-B6C3-46F0-A806-686DF82A7DBE},446338806.4,141945.4441
11880,1,11880,OKwr_S20511,POD,-96.01548923,34.57885518,123,North Boggy Creek upstream from and including Atoka Reservoir,SWS,410400,North Boggy Creek upstream from and including Atoka Reservoir,SWS, ,4.104E+11,Sensitive Public and Private Water Supplies,40,{16039753-B6C3-46F0-A806-686DF82A7DBE},446338806.4,141945.4441
11881,0,11881,OKwr_S20512,POD,-96.37218366,35.11958955,,,,,,,,,,,,,
11882,0,11882,OKwr_S20513,POD,-96.72866903,35.43485661,,,,,,,,,,,,,
11883,1,11883,OKwr_S20514,POD,-98.730547,34.7643365,69,West Cache Creek upstream from Panther Creek,HQW,311310,West Cache Creek upstream from Panther Creek,HQW, ,3.1131E+11,High Quality Waters,40,{DEEFAA5C-B5C8-4E35-9926-D4C1AFCE41CF},49024931.68,46284.50562
11884,0,11884,OKwr_S20515,POD,-99.44172829,35.617487,,,,,,,,,,,,,
11885,2,11885,OKwr_S20516,POD,-94.77560832,35.8587654,178,"Upper Illinois River from Tenkiller Dam, including Tenkiller Reservoir upstream to Barren Fork confluence",NLW,121700,"Upper Illinois River from Tenkiller Dam, including Tenkiller Reservoir upstream to Barren Fork confluence", ,NLW,1.217E+11,Nutrient Limited Watersheds,40,{8C6F90BA-F2B2-4F16-8AC9-6EE9EE37F2FE},2180301927,286132.335
11886,0,11886,OKwr_S20517,POD,-97.59952225,35.8940525,,,,,,,,,,,,,
11887,1,11887,OKwr_S20518,POD,-96.32129786,35.04055074,104,Holdenville Reservoir and Watershed,SWS,520800,Holdenville Reservoir and Watershed,SWS, ,5.208E+11,Sensitive Public and Private Water Supplies,40,{6645C78D-BA1A-4244-920E-A2E0F9A83449},24215963,27084.1861
11888,0,11888,OKwr_S20519,POD,-97.84467755,35.01317962,,,,,,,,,,,,,
11889,0,11889,OKwr_S2052,POD,-99.92190683,34.65157841,,,,,,,,,,,,,
11890,0,11890,OKwr_S20520,POD,-98.85702717,35.95582749,,,,,,,,,,,,,
11891,0,11891,OKwr_S20521,POD,-98.8502324,35.95766063,,,,,,,,,,,,,
11892,0,11892,OKwr_S20522,POD,-99.11099885,34.92821774,,,,,,,,,,,,,
11893,0,11893,OKwr_S20523,POD,-99.11167003,34.92438916,,,,,,,,,,,,,
11894,0,11894,OKwr_S20524,POD,-99.62994186,35.58436052,,,,,,,,,,,,,
11895,0,11895,OKwr_S20525,POD,-97.00229952,34.33694105,,,,,,,,,,,,,
11896,0,11896,OKwr_S20526,POD,-95.56547218,36.71270804,,,,,,,,,,,,,
11897,0,11897,OKwr_S20527,POD,-96.5104805,33.8774505,,,,,,,,,,,,,
11898,0,11898,OKwr_S20528,POD,-96.44961325,33.78264965,,,,,,,,,,,,,
11899,0,11899,OKwr_S20529,POD,-96.45195179,33.78851915,,,,,,,,,,,,,
11900,0,11900,OKwr_S2053,POD,-99.82859396,34.64153571,,,,,,,,,,,,,
11901,0,11901,OKwr_S20530,POD,-96.50831409,33.87383395,,,,,,,,,,,,,
11902,0,11902,OKwr_S20531,POD,-96.51483337,33.87203554,,,,,,,,,,,,,
11903,0,11903,OKwr_S20532,POD,-96.50833519,33.87564057,,,,,,,,,,,,,
11904,0,11904,OKwr_S20533,POD,-98.11693559,35.10077533,,,,,,,,,,,,,
11905,0,11905,OKwr_S20534,POD,-98.0684115,35.1067385,,,,,,,,,,,,,
11906,0,11906,OKwr_S20535,POD,-95.698047,36.0507565,,,,,,,,,,,,,
11907,0,11907,OKwr_S20536,POD,-97.79071809,34.9596215,,,,,,,,,,,,,
11908,0,11908,OKwr_S20537,POD,-97.78413012,34.95044908,,,,,,,,,,,,,
11909,0,11909,OKwr_S20538,POD,-96.82937581,34.36205886,,,,,,,,,,,,,
11910,0,11910,OKwr_S20539,POD,-96.82720184,34.3638925,,,,,,,,,,,,,
11911,0,11911,OKwr_S2054,POD,-99.0612615,34.6189475,,,,,,,,,,,,,
11912,0,11912,OKwr_S20540,POD,-95.65082204,35.03271511,,,,,,,,,,,,,
11913,0,11913,OKwr_S20541,POD,-95.579599,36.0835475,,,,,,,,,,,,,
11914,0,11914,OKwr_S20541,POD,-95.579599,36.0835475,,,,,,,,,,,,,
11915,0,11915,OKwr_S20542,POD,-95.6449637,35.031709,,,,,,,,,,,,,
11916,0,11916,OKwr_S20543,POD,-95.61426458,34.99889504,,,,,,,,,,,,,
11917,0,11917,OKwr_S20544,POD,-95.83657516,36.20519081,,,,,,,,,,,,,
11918,0,11918,OKwr_S20545,POD,-95.83206512,36.22329388,,,,,,,,,,,,,
11919,0,11919,OKwr_S20546,POD,-96.53654429,34.54003748,,,,,,,,,,,,,
11920,0,11920,OKwr_S20547,POD,-96.52243486,34.50091629,,,,,,,,,,,,,
11921,2,11921,OKwr_S20548,POD,-94.91931983,34.15059588,47,Glover River,HQW,410210,Little River from the Arkansas State Line to Pine Creek Dam,HQW, ,4.1021E+11,High Quality Waters,40,{D916F53F-3E3E-408E-87D3-027C0396122C},942445879.2,211328.2542
11922,2,11922,OKwr_S20549,POD,-94.92041863,34.14850801,47,Glover River,HQW,410210,Little River from the Arkansas State Line to Pine Creek Dam,HQW, ,4.1021E+11,High Quality Waters,40,{D916F53F-3E3E-408E-87D3-027C0396122C},942445879.2,211328.2542
11923,0,11923,OKwr_S2055,POD,-99.83621862,34.61519054,,,,,,,,,,,,,
11924,2,11924,OKwr_S20550,POD,-94.91969963,34.15345313,47,Glover River,HQW,410210,Little River from the Arkansas State Line to Pine Creek Dam,HQW, ,4.1021E+11,High Quality Waters,40,{D916F53F-3E3E-408E-87D3-027C0396122C},942445879.2,211328.2542
11925,2,11925,OKwr_S20551,POD,-94.92095543,34.14319361,47,Glover River,HQW,410210,Little River from the Arkansas State Line to Pine Creek Dam,HQW, ,4.1021E+11,High Quality Waters,40,{D916F53F-3E3E-408E-87D3-027C0396122C},942445879.2,211328.2542
11926,0,11926,OKwr_S20552,POD,-97.96565243,34.02506801,,,,,,,,,,,,,
11927,0,11927,OKwr_S20553,POD,-95.52075295,36.75968982,,,,,,,,,,,,,
11928,0,11928,OKwr_S20554,POD,-98.77758203,34.93268654,,,,,,,,,,,,,
11929,0,11929,OKwr_S20555,POD,-95.576713,34.92473036,,,,,,,,,,,,,
11930,0,11930,OKwr_S20555,POD,-95.576713,34.92473036,,,,,,,,,,,,,
11931,2,11931,OKwr_S20556,POD,-94.91529668,35.7628235,178,"Upper Illinois River from Tenkiller Dam, including Tenkiller Reservoir upstream to Barren Fork confluence",NLW,121700,"Upper Illinois River from Tenkiller Dam, including Tenkiller Reservoir upstream to Barren Fork confluence", ,NLW,1.217E+11,Nutrient Limited Watersheds,40,{8C6F90BA-F2B2-4F16-8AC9-6EE9EE37F2FE},2180301927,286132.335
11932,0,11932,OKwr_S20557,POD,-96.164656,36.5762275,,,,,,,,,,,,,
11933,0,11933,OKwr_S20557,POD,-96.164656,36.5762275,,,,,,,,,,,,,
11934,0,11934,OKwr_S20558,POD,-94.6984625,35.3299945,,,,,,,,,,,,,
11935,0,11935,OKwr_S20559,POD,-97.85322173,35.34075104,,,,,,,,,,,,,
11936,0,11936,OKwr_S2056,POD,-99.76081155,34.60688736,,,,,,,,,,,,,
11937,0,11937,OKwr_S20560,POD,-97.88642148,35.34785998,,,,,,,,,,,,,
11938,0,11938,OKwr_S20560,POD,-97.88642148,35.34785998,,,,,,,,,,,,,
11939,0,11939,OKwr_S20560,POD,-97.88642148,35.34785998,,,,,,,,,,,,,
11940,0,11940,OKwr_S20561,POD,-97.23463207,36.76697272,,,,,,,,,,,,,
11941,0,11941,OKwr_S20562,POD,-97.3315175,33.9793795,,,,,,,,,,,,,
11942,0,11942,OKwr_S20563,POD,-97.30533338,33.95399226,,,,,,,,,,,,,
11943,0,11943,OKwr_S20564,POD,-99.40940764,34.55085922,,,,,,,,,,,,,
11944,0,11944,OKwr_S20565,POD,-95.68951864,36.19412809,,,,,,,,,,,,,
11945,0,11945,OKwr_S20566,POD,-95.73484413,36.2648545,,,,,,,,,,,,,
11946,0,11946,OKwr_S20567,POD,-99.31446522,34.54598813,,,,,,,,,,,,,
11947,2,11947,OKwr_S20568,POD,-98.80348095,34.82394043,97,Glen Creek,SWS,311500,Tom Steed Reservoir and Watershed,SWS, ,3.115E+11,Sensitive Public and Private Water Supplies,40,{9FCBC1C3-3B88-4033-A3D3-FD0699B7E9AE},104036488.7,60149.69978
11948,1,11948,OKwr_S20569,POD,-95.14599375,35.65785425,98,Greenleaf Creek including Greenleaf Lake and Watershed,SWS,120400,Greenleaf Creek including Greenleaf Lake and Watershed,SWS, ,1.204E+11,Sensitive Public and Private Water Supplies,40,{C3B648BC-B925-418B-8051-37AD301216FB},224461419.1,92437.48934
11949,0,11949,OKwr_S2057,POD,-99.5586785,34.6604095,,,,,,,,,,,,,
11950,1,11950,OKwr_S20570,POD,-95.15729062,35.64511904,98,Greenleaf Creek including Greenleaf Lake and Watershed,SWS,120400,Greenleaf Creek including Greenleaf Lake and Watershed,SWS, ,1.204E+11,Sensitive Public and Private Water Supplies,40,{C3B648BC-B925-418B-8051-37AD301216FB},224461419.1,92437.48934
11951,0,11951,OKwr_S20571,POD,-95.16611512,35.66690283,,,,,,,,,,,,,
11952,1,11952,OKwr_S20572,POD,-102.6798103,36.9238529,41,Cimarron River upstream from the Colorado State Line to the New Mexico State Line,HQW,720900,Cimarron River upstream from the Colorado State Line to the New Mexico State Line,HQW, ,7.209E+11,High Quality Waters,40,{4FDCB7FB-1607-4014-8F75-BBEB8FCCC340},1599803410,201882.1136
11953,0,11953,OKwr_S20573,POD,-97.90615087,35.03498562,,,,,,,,,,,,,
11954,0,11954,OKwr_S20574,POD,-96.79938512,33.89024367,,,,,,,,,,,,,
11955,0,11955,OKwr_S20575,POD,-96.82623125,34.93349673,,,,,,,,,,,,,
11956,0,11956,OKwr_S20576,POD,-96.83947272,34.92795577,,,,,,,,,,,,,
11957,0,11957,OKwr_S20577,POD,-96.84391546,34.92612351,,,,,,,,,,,,,
11958,0,11958,OKwr_S20578,POD,-96.84830926,34.92070519,,,,,,,,,,,,,
11959,0,11959,OKwr_S20579,POD,-97.913837,35.0649305,,,,,,,,,,,,,
11960,0,11960,OKwr_S2058,POD,-99.5345665,34.6783785,,,,,,,,,,,,,
11961,0,11961,OKwr_S20580,POD,-97.9116506,35.05950145,,,,,,,,,,,,,
11962,0,11962,OKwr_S20581,POD,-95.39286299,35.8757485,,,,,,,,,,,,,
11963,0,11963,OKwr_S20582,POD,-97.01946193,35.3703655,,,,,,,,,,,,,
11964,0,11964,OKwr_S20583,POD,-99.96181607,35.96649511,,,,,,,,,,,,,
11965,0,11965,OKwr_S20584,POD,-95.82794079,34.97970234,,,,,,,,,,,,,
11966,0,11966,OKwr_S20585,POD,-97.90099624,35.04666972,,,,,,,,,,,,,
11967,0,11967,OKwr_S20585,POD,-97.90099624,35.04666972,,,,,,,,,,,,,
11968,0,11968,OKwr_S20586,POD,-97.47824549,36.9786626,,,,,,,,,,,,,
11969,0,11969,OKwr_S20587,POD,-97.46384864,36.98219908,,,,,,,,,,,,,
11970,0,11970,OKwr_S20588,POD,-100.1737475,36.7988625,,,,,,,,,,,,,
11971,1,11971,OKwr_S20589,POD,-98.58585193,34.87595261,92,Ellsworth Lake and Watershed,SWS,311300,Ellsworth Lake and Watershed,SWS, ,3.113E+11,Sensitive Public and Private Water Supplies,40,{25D88811-833B-4BE5-BAD6-3EE26A289402},644627253.1,135081.8261
11972,0,11972,OKwr_S2059,POD,-99.527953,34.67837913,,,,,,,,,,,,,
11973,0,11973,OKwr_S20590,POD,-95.72705354,36.28933429,,,,,,,,,,,,,
11974,0,11974,OKwr_S20591,POD,-96.9628508,34.233521,,,,,,,,,,,,,
11975,0,11975,OKwr_S20592,POD,-95.5483415,35.9671905,,,,,,,,,,,,,
11976,0,11976,OKwr_S20593,POD,-95.8739865,36.0418475,,,,,,,,,,,,,
11977,0,11977,OKwr_S20594,POD,-95.86951637,36.04003204,,,,,,,,,,,,,
11978,0,11978,OKwr_S20595,POD,-96.17589323,35.19458661,,,,,,,,,,,,,
11979,0,11979,OKwr_S20596,POD,-99.23025844,34.59338899,,,,,,,,,,,,,
11980,0,11980,OKwr_S20597,POD,-97.6484257,35.33829742,,,,,,,,,,,,,
11981,0,11981,OKwr_S20598,POD,-97.64887023,35.33650601,,,,,,,,,,,,,
11982,0,11982,OKwr_S20599,POD,-97.64881955,35.33486335,,,,,,,,,,,,,
11983,1,11983,OKwr_S206,POD,-102.1903106,36.5874027,58,North Canadian (Beaver) River upstream from Texas State Line to New Mexico State Line,HQW,720510,North Canadian (Beaver) River upstream from Texas State Line to New Mexico State Line,HQW, ,720510000190_10,High Quality Waters,40,{DACC5031-5D79-4CB6-AE7B-E5A2884CDF4A},995997071.1,248849.3829
11984,0,11984,OKwr_S2060,POD,-100.856869,36.61546023,,,,,,,,,,,,,
11985,0,11985,OKwr_S20600,POD,-97.65046089,35.33321481,,,,,,,,,,,,,
11986,0,11986,OKwr_S20601,POD,-97.64366947,35.33296422,,,,,,,,,,,,,
11987,0,11987,OKwr_S20602,POD,-97.643674,35.3293355,,,,,,,,,,,,,
11988,0,11988,OKwr_S20603,POD,-99.34552458,34.56086144,,,,,,,,,,,,,
11989,0,11989,OKwr_S20604,POD,-96.30322109,34.78598288,,,,,,,,,,,,,
11990,0,11990,OKwr_S20605,POD,-99.93478222,36.67146981,,,,,,,,,,,,,
11991,0,11991,OKwr_S20606,POD,-95.62028183,35.46639628,,,,,,,,,,,,,
11992,1,11992,OKwr_S20607,POD,-98.20859498,36.83335431,170,Great Salt Plains Reservoir,NLW,621010,Great Salt Plains Reservoir, ,NLW,6.2101E+11,Nutrient Limited Watersheds,40,{C2C6CCAA-7BA3-45DC-8E8D-C7677DC7B2EE},2525549624,327583.7857
11993,1,11993,OKwr_S20608,POD,-98.19126826,36.80421749,170,Great Salt Plains Reservoir,NLW,621010,Great Salt Plains Reservoir, ,NLW,6.2101E+11,Nutrient Limited Watersheds,40,{C2C6CCAA-7BA3-45DC-8E8D-C7677DC7B2EE},2525549624,327583.7857
11994,1,11994,OKwr_S20609,POD,-98.17331651,36.78960456,170,Great Salt Plains Reservoir,NLW,621010,Great Salt Plains Reservoir, ,NLW,6.2101E+11,Nutrient Limited Watersheds,40,{C2C6CCAA-7BA3-45DC-8E8D-C7677DC7B2EE},2525549624,327583.7857
11995,0,11995,OKwr_S2061,POD,-101.3215123,36.6610118,,,,,,,,,,,,,
11996,1,11996,OKwr_S20610,POD,-98.1912808,36.78968797,170,Great Salt Plains Reservoir,NLW,621010,Great Salt Plains Reservoir, ,NLW,6.2101E+11,Nutrient Limited Watersheds,40,{C2C6CCAA-7BA3-45DC-8E8D-C7677DC7B2EE},2525549624,327583.7857
11997,0,11997,OKwr_S20611,POD,-98.13742191,36.77492161,,,,,,,,,,,,,
11998,0,11998,OKwr_S20612,POD,-97.86487276,36.49340329,,,,,,,,,,,,,
11999,0,11999,OKwr_S20613,POD,-95.5659722,35.28288699,,,,,,,,,,,,,
12000,1,12000,OKwr_S20614,POD,-98.5026215,34.7364085,113,Lawtonka Lake and Watershed,SWS,311300,Lawtonka Lake and Watershed,SWS, ,3.113E+11,Sensitive Public and Private Water Supplies,40,{EE08B79B-0795-4F13-8FB2-7F8CDCE5AF8A},240972783.8,85412.87722
12001,1,12001,OKwr_S20615,POD,-98.5048205,34.7364085,113,Lawtonka Lake and Watershed,SWS,311300,Lawtonka Lake and Watershed,SWS, ,3.113E+11,Sensitive Public and Private Water Supplies,40,{EE08B79B-0795-4F13-8FB2-7F8CDCE5AF8A},240972783.8,85412.87722
12002,0,12002,OKwr_S20616,POD,-97.3897362,34.62839704,,,,,,,,,,,,,
12003,0,12003,OKwr_S20617,POD,-98.56996288,35.15167018,,,,,,,,,,,,,
12004,0,12004,OKwr_S20618,POD,-98.55454385,35.14292515,,,,,,,,,,,,,
12005,0,12005,OKwr_S20619,POD,-98.58457507,35.13411064,,,,,,,,,,,,,
12006,0,12006,OKwr_S2062,POD,-98.9454465,34.6641725,,,,,,,,,,,,,
12007,1,12007,OKwr_S20620,POD,-97.070893,36.1784395,75,Boomer Lake and Watershed,SWS,620900,Boomer Lake and Watershed,SWS, ,6.209E+11,Sensitive Public and Private Water Supplies,40,{6A29E7BA-879C-44D1-BAF7-04F1AC2E5F96},23473198.39,23912.9601
12008,1,12008,OKwr_S20621,POD,-97.06860299,36.17482238,75,Boomer Lake and Watershed,SWS,620900,Boomer Lake and Watershed,SWS, ,6.209E+11,Sensitive Public and Private Water Supplies,40,{6A29E7BA-879C-44D1-BAF7-04F1AC2E5F96},23473198.39,23912.9601
12009,1,12009,OKwr_S20621,POD,-97.06860299,36.17482238,75,Boomer Lake and Watershed,SWS,620900,Boomer Lake and Watershed,SWS, ,6.209E+11,Sensitive Public and Private Water Supplies,40,{6A29E7BA-879C-44D1-BAF7-04F1AC2E5F96},23473198.39,23912.9601
12010,0,12010,OKwr_S20622,POD,-95.59591212,35.30881426,,,,,,,,,,,,,
12011,0,12011,OKwr_S20622,POD,-95.59591212,35.30881426,,,,,,,,,,,,,
12012,0,12012,OKwr_S20623,POD,-96.90915398,34.2271584,,,,,,,,,,,,,
