Permit_Index	POD_Index	POD	Beneficial_Use	County			Aquifer	SubAquifer	Req_AcFt	Req_Acre	Req_Rate	Req_Storage	App_AcFt	App_Acre	App_Rate	App_Storage	POD_Status	Source	Irrigation_Type	Source_Name	MainStem_Name	Impound_Location	Impound_Name	Return_Dest	Discharge_Locat	Prop_Owner	Dest_Prop_Owner	Period_Start	Period_End	Return_Quantity	Held_AcFt	Held_Acre	Held_Rate	Held_Storage	Longitude	Latitude	HU_Basin	HU_Sub_Basin	HU_Watershed	HU_Sub_Watershed	Civil_Township	X_Coord	Y_Coord	NonConsumptive_ReqAcFt	NonConsumptive_AppAcFt	NonConsumptive_HeldAcFt
3983	6949	14004918CAE	07/01/98	Cass			   	   	36	18	325	0	36	18	325	0	Cancelled	Surface Water	Sprinkler	Sheyenne River										0	0	0	0	0	-96.91539682619	46.9403605952	Devils Lake-Sheyenne	Lower Sheyenne	Rush River-Sheyenne River	Lower Branch Rush River-Sheyenne River	Reed	2863589	484928	0	0	0
3983	6950	14004918DBW	07/01/98	Cass			   	   	36	18	325	0	36	18	325	0	Cancelled	Surface Water	Sprinkler	Sheyenne River										0	0	0	0	0	-96.91274577183	46.94025918021	Devils Lake-Sheyenne	Lower Sheyenne	Rush River-Sheyenne River	Lower Branch Rush River-Sheyenne River	Reed	2864253	484921	0	0	0
3984	6951	15805112A	04/01/93	Walsh			   	   	187.5	150	900	0	142	142	900	0	Active	Surface Water	Sprinkler	Red River										0	0	0	0	0	-97.15709	48.5242	Lower Red	Middle Red	City of Drayton-Red River	County Ditch Number 55-Red River	St. Andrews	2778695	1059548	0	0	0
3985	6952	14008135CD	08/01/21	Burleigh			Burnt Creek	   	36	18	160	0	36	18	160	0	Active	Ground Water	Sprinkler											0	0	0	0	0	-100.86647	46.89809	Lake Oahe	Painted Woods-Square Butte	Burnt Creek	Burnt Creek	Unorganized Territory	1876893	449298	0	0	0
3986	6953	15407711BD	05/01/93	McHenry			Lake Souris	   	130	87.6	650	0	98.3	65.5	450	0	Active	Ground Water	Sprinkler											0	0	0	0	0	-100.53134	48.17626	Souris	Lower Souris	Round Lake-Heffner Lake	Round Lake-Heffner Lake	Villard	1960856	915335	0	0	0
3986	6954	15407711AC	05/01/93	McHenry			Lake Souris	   	133	87.6	650	0	98.2	65.5	450	0	InActive	Ground Water	Sprinkler											0	0	0	0	0	-100.52594	48.17623	Souris	Lower Souris	Lower Wintering River	Outlet Wintering River	Villard	1962174	915326	0	0	0
3987	6955	13405202D	04/01/96	Richland			Sheyenne Delta	   	135	90	500	0	0	0	0	0	Cancelled	Ground Water	Sprinkler											0	0	0	0	0	-97.1815	46.44534	Upper Red	Western Wild Rice	Antelope Creek	Headwaters Antelope Creek	Freeman	2804810	301637	0	0	0
3987	6956	13405202B	04/01/96	Richland			Sheyenne Delta	   	135	90	500	0	202.5	134	700	0	Active	Ground Water	Sprinkler											0	0	0	0	0	-97.19203722728	46.45254320992	Upper Red	Western Wild Rice	Antelope Creek	Headwaters Antelope Creek	Freeman	2802043	304151	0	0	0
3987	6957	13405202A	04/01/96	Richland			Sheyenne Delta	   	135	90	500	0	202.5	141	800	0	Active	Ground Water	Sprinkler											0	0	0	0	0	-97.18148	46.45258	Upper Red	Western Wild Rice	Antelope Creek	Headwaters Antelope Creek	Freeman	2804703	304274	0	0	0
3988	6958	14208135B	06/01/93	Burleigh			Glenview	   	234	156	920	0	195	130	900	0	Active	Ground Water	Sprinkler											0	0	0	0	0	-100.91306	47.08067	Lake Oahe	Painted Woods-Square Butte	Sherk Creek-Missouri River	Horseshoe Butte-Missouri River	Painted Woods	1865596	515944	0	0	0
3989	6959	15105418D	05/01/93	Grand Forks			Elk Valley	   	199	855.6	600	0	199	855.6	600	0	Active	Ground Water	Sprinkler											0	0	0	0	0	-97.60781	47.89292	Lower Red	Turtle	Salt Water Coulee	Hazen Brook	Arvilla	2677991	825020	0	0	0
3990	6960	12907832D	06/01/93	Emmons			   	   	160.2	75	2000	0	160.2	75	2000	0	Cancelled	Surface Water	Sprinkler	Lake Oahe										0	0	0	0	0	-100.46685	45.9472	Lake Oahe	Upper Lake Oahe	Kenel Flats	State Line Bay-Lake Oahe	Unorganized Territory	1976938	102307	0	0	0
3990	6961	12907832BA	06/01/93	Emmons			   	   	160.2	75	2000	0	160.2	75	2000	0	Cancelled	Surface Water	Sprinkler	Lake Oahe										0	0	0	0	0	-100.47462	45.9563	Lake Oahe	Upper Lake Oahe	Kenel Flats	State Line Bay-Lake Oahe	Unorganized Territory	1974960	105628	0	0	0
3990	6962	12907832AC	06/01/93	Emmons			   	   	160.2	74	2000	0	160.2	74	2000	0	Cancelled	Surface Water	Sprinkler	Lake Oahe										0	0	0	0	0	-100.46946	45.95265	Lake Oahe	Upper Lake Oahe	Kenel Flats	State Line Bay-Lake Oahe	Unorganized Territory	1976274	104295	0	0	0
3991	6963	14608220D	07/01/93	McLean			Fort Union	Sentinel Butte-Tongue River	46.5	32.2	40	0	10.5	23.3	40	0	Cancelled	Ground Water	Sprinkler											0	0	0	0	0	-101.1477	47.44755	Lake Oahe	Painted Woods-Square Butte	Coal Lake Coulee-Missouri River	Weller Slough-Coal Lake Coulee	Unorganized Territory	1808244	650147	0	0	0
3991	6964	14608220A	07/01/93	McLean			Fort Union	Sentinel Butte-Tongue River	46.5	32.3	40	0	10.5	23.2	40	0	Cancelled	Ground Water	Sprinkler											0	0	0	0	0	-101.14769	47.45478	Lake Oahe	Painted Woods-Square Butte	Coal Lake Coulee-Missouri River	Weller Slough-Coal Lake Coulee	Unorganized Territory	1808268	652787	0	0	0
3992	6965	13507207CE	05/01/93	Logan			Napoleon	   	87	58	500	0	0	0	0	0	Cancelled	Ground Water	Sprinkler											0	0	0	0	0	-99.78197	46.51919	Lake Oahe	Apple Creek	Goose Lake	McKenna Lake	Unorganized Territory	2149263	311729	0	0	0
3993	6966	14308736B	08/01/93	Oliver			   	   	13.5	9	2400	0	0	0	0	0	Cancelled	Surface Water	Flooding											0	0	0	0	0	-101.6531	47.16555	Cannonball-Heart-Knife	Knife	Otter Creek	Lower Otter Creek	Unorganized Territory	1681688	548736	0	0	0
3993	6967	14208701B	08/01/93	Oliver			   	   	8.3	5.5	2400	0	0	0	0	0	Cancelled	Surface Water	Flooding											0	0	0	0	0	-101.6531	47.15106	Cannonball-Heart-Knife	Knife	Otter Creek	101302011001	Unorganized Territory	1681612	543450	0	0	0
3993	6968	14208701A	08/01/93	Oliver			   	   	29.3	19.5	2400	0	0	0	0	0	Cancelled	Surface Water	Flooding											0	0	0	0	0	-101.64256	47.15106	Cannonball-Heart-Knife	Knife	Otter Creek	Middle Otter Creek	Unorganized Territory	1684234	543414	0	0	0
3994	6969	14208701B	08/01/93	Oliver			   	   	30.2	20.1	2400	0	0	0	0	0	Cancelled	Surface Water	Flooding											0	0	0	0	0	-101.6531	47.15106	Cannonball-Heart-Knife	Knife	Otter Creek	101302011001	Unorganized Territory	1681612	543450	0	0	0
3995	6970	15505204DC	04/01/93	Walsh			   	   	6.5	4.3	70	0	0	0	0	0	Active	Surface Water	Flooding	Forest River								May 1	October 1	0	0	0	0	0	-97.32753	48.26875	Lower Red	Forest	Outlet Forest River	Lake Ardoch-Forest River	Ardoch	2741174	964689	0	0	0
3996	6971	15009619D	10/01/93	McKenzie			   	   	76	76	2500	0	76	76	400	0	Active	Surface Water	Sprinkler	Northfork Creek								March 1	May 1	0	0	0	0	0	-103.01077	47.79332	Little Missouri	Lower Little Missouri	Cherry Creek	Northfork Creek	Unorganized Territory	1351392	785482	0	0	0
3997	6972	15105418C	03/01/94	Grand Forks			Elk Valley	   	200	286	900	0	70	70	600	0	Active	Ground Water	Sprinkler											0	0	0	0	0	-97.61833	47.89291	Lower Red	Turtle	Salt Water Coulee	Hazen Brook	Arvilla	2675411	824918	0	0	0
3998	6973	15706618B	05/01/93	Towner			Spiritwood	   	345	172.6	1500	0	142	85	1500	0	Cancelled	Ground Water	Sprinkler											0	0	0	0	0	-99.22658	48.4251	Devils Lake-Sheyenne	Devils Lake	Chain Lake	090202010504	Maza	2277797	1008648	0	0	0
3998	6974	15706618A	05/01/93	Towner			Spiritwood	   	345	172.6	1500	0	142	85	1500	0	Cancelled	Ground Water	Sprinkler											0	0	0	0	0	-99.21553	48.42513	Devils Lake-Sheyenne	Devils Lake	Chain Lake	090202010504	Maza	2280482	1008700	0	0	0
3999	6975	15208136D	10/01/96	Ward			   	   	48	24.2	1000	0	77.7	24.2	333.4	0	Active	Surface Water	Sprinkler	Unnamed Coulee										0	0	0	0	0	-100.9761	47.93872	Souris	Lower Souris	Blacktail Coulee-Souris River	Spring Creek	Brillian	1851787	829020	0	0	0
3999	6976	15108101D	10/01/96	Ward			   	   	75	37.4	1000	0	77.6	37.6	333.3	0	Active	Surface Water	Sprinkler	Unnamed Coulee										0	0	0	0	0	-100.97618	47.92416	Souris	Lower Souris	Blacktail Coulee-Souris River	Spring Creek	Greely	1851736	823707	0	0	0
3999	6977	15108101A	10/01/96	Ward			   	   	110	54.8	1000	0	77.6	54.8	333.3	0	Active	Surface Water	Sprinkler	Unnamed Coulee										0	0	0	0	0	-100.97614	47.93146	Souris	Lower Souris	Blacktail Coulee-Souris River	Spring Creek	Greely	1851763	826368	0	0	0
4000	6978	13205835D	06/01/93	Sargent			Englevale	   	345	227.2	1363	0	255.3	170.2	1021	0	Active	Ground Water	Sprinkler											0	0	0	0	0	-97.90839	46.20011	Upper Red	Western Wild Rice	Ditch No 11	Big Slough	Denver	2624648	205363	0	0	0
4001	6979	14104933C	07/01/93	Cass			   	   	30	12	220	0	30	12	220	0	Active	Surface Water	Sprinkler	Sheyenne River								April 1 	October 1	0	0	0	0	0	-96.89549	46.98088	Devils Lake-Sheyenne	Lower Sheyenne	Rush River-Sheyenne River	Lower Branch Rush River-Sheyenne River	Harwood	2867880	499914	0	0	0
4002	6980	15407720C	05/01/93	McHenry			New Rockford	   	101	67.5	475	0	101	67.5	475	0	InActive	Ground Water	Sprinkler											0	0	0	0	0	-100.59928	48.14193	Souris	Lower Souris	Lower Wintering River	Outlet Wintering River	Villard	1944260	902824	0	0	0
4002	6981	15407730A	05/01/93	McHenry			New Rockford	   	101.5	67.5	475	0	101.5	67.5	475	0	Active	Ground Water	Sprinkler											0	0	0	0	0	-100.61005	48.1347	Souris	Lower Souris	Lower Wintering River	Outlet Wintering River	Villard	1941627	900189	0	0	0
4003	6982	14308902C	08/01/93	Mercer			   	   	19.1	0	0	19.1	3.2	0	0	19.1	Active	Surface Water	  											0	0	0	0	0	-101.92853	47.23056	Cannonball-Heart-Knife	Knife	Lower Knife River	Engbrecht Cemetery-Knife River	Unorganized Territory	1613619	573569	0	0	0
4004	6983	15307704B	05/01/94	McHenry			New Rockford	   	245	122.5	850	0	0	0	0	0	Cancelled	Ground Water	Sprinkler											0	0	0	0	0	-100.57765	48.10553	Souris	Lower Souris	Lower Wintering River	Herrington Lake-Wintering River	Karlsruhe	1949529	889536	0	0	0
4005	6984	13904922B	12/31/95	Cass			West Fargo	WFS	100	94	400	0	0	0	0	0	Cancelled	Ground Water	Sprinkler											0	0	0	0	0	-96.8566	46.84362	Upper Red	Upper Red	City of Fargo-Red River	City of Fargo-Red River	Barnes	2879898	450358	0	0	0
4006	6985	14808109DE	06/01/93	McLean			Lake Nettie	   	102	68	475	0	102	68	475	0	InActive	Ground Water	Sprinkler											0	0	0	0	0	-100.9956672736	47.65068197376	Lake Oahe	Painted Woods-Square Butte	Lake Nettie National Wildlife Refuge	Lake Nettie	Unorganized Territory	1846327	723972	0	0	0
4006	6986	14808110CW	06/01/93	McLean			Lake Nettie	   	102	68	475	0	102	68	475	0	Active	Ground Water	Sprinkler											0	0	0	0	0	-100.9903423605	47.65064076392	Lake Oahe	Painted Woods-Square Butte	Lake Nettie National Wildlife Refuge	Lake Nettie	Unorganized Territory	1847640	723949	0	0	0
4007	6987	15005402C	03/01/94	Grand Forks			Elk Valley	   	202.5	135	800	0	135	135	800	0	Active	Ground Water	Sprinkler									April 15	October 1	0	0	0	0	0	-97.53265	47.83483	Lower Red	Turtle	Salt Water Coulee	Hazen Brook	Avon	2697221	804529	0	0	0
4008	6988	14508718B	08/01/93	Mercer			   	   	14	0	0	14	2.9	0	0	14	Active	Surface Water	  											0	0	0	0	0	-101.81732	47.38235	Cannonball-Heart-Knife	Knife	Outlet Knife River	Upper Antelope Creek	Unorganized Territory	1642171	628441	0	0	0
4009	6989	13405209A	07/01/93	Richland			Sheyenne Delta	   	234	78	600	0	96	64	405	0	InActive	Ground Water	Sprinkler											0	0	0	0	0	-97.22345	46.43813	Upper Red	Western Wild Rice	Antelope Creek	Headwaters Antelope Creek	Freeman	2794354	298566	0	0	0
4009	6990	13405209D	07/01/93	Richland			Sheyenne Delta	   	234	78	600	0	96	64	405	0	Active	Ground Water	Sprinkler											0	0	0	0	0	-97.22341	46.43085	Upper Red	Western Wild Rice	Antelope Creek	Headwaters Antelope Creek	Freeman	2794473	295913	0	0	0
4010	6991	14310222A	09/01/04	Billings			   	   	53.6	35.8	0	0	53.6	35.8	0	0	Active	Surface Water	Sprinkler	un-named trib to Little Missouri 								March 1	October 30	0	0	0	0	0	-103.588	47.19289	Little Missouri	Middle Little Missouri	Franks Creek-Little Missouri River	Mikes Creek-Little Missouri River	Unorganized Territory	1200974	571692	0	0	0
4010	6992	14310215A	09/01/04	Billings			   	   	53.7	35.8	0	0	53.7	35.8	0	0	Active	Surface Water	Sprinkler	un-named trib to Little Missouri 								March 1	October 30	0	0	0	0	0	-103.58804	47.20745	Little Missouri	Middle Little Missouri	Franks Creek-Little Missouri River	Mikes Creek-Little Missouri River	Unorganized Territory	1201173	576998	0	0	0
4010	6993	14310215D	09/01/04	Billings			   	   	53.6	35.8	0	0	53.6	35.8	0	0	Active	Surface Water	Sprinkler	un-named trib to Little Missouri 								March 1	October 30	0	0	0	0	0	-103.58802	47.20019	Little Missouri	Middle Little Missouri	Franks Creek-Little Missouri River	Mikes Creek-Little Missouri River	Unorganized Territory	1201072	574349	0	0	0
4011	6994	15607630B	07/01/99	McHenry			Denbigh	   	360	240	1800	0	350	233	1800	0	Active	Ground Water	Sprinkler									April 1	October 1	0	0	0	0	0	-100.49088	48.30821	Souris	Lower Souris	Copperdahl Hill-Souris River	Spring Lake-Souris River	Newport	1970724	963483	0	0	0
4012	6995	15110402BC	08/01/93	McKenzie			   	   	90	61	1500	0	0	0	0	0	Cancelled	Surface Water	Flooding											0	0	0	0	0	-103.96612	47.92959	Lower Yellowstone	Lower Yellowstone	Horse Creek-Yellowstone River	Town of Fairview-Yellowstone River	Yellowstone	1118903	844079	0	0	0
4012	6996	15110402CB	08/01/93	McKenzie			   	   	90	28.6	1500	0	0	0	0	0	Cancelled	Surface Water	Flooding											0	0	0	0	0	-103.96612	47.92596	Lower Yellowstone	Lower Yellowstone	Horse Creek-Yellowstone River	Town of Fairview-Yellowstone River	Yellowstone	1118844	842760	0	0	0
4013	6997	15407825C	02/01/94	McHenry			New Rockford	   	234	156	950	0	200	133	950	0	Active	Ground Water	Sprinkler											0	0	0	0	0	-100.64225	48.12743	Souris	Lower Souris	Lower Wintering River	Outlet Wintering River	Falsen	1933756	897548	0	0	0
43976	91932	14808621A	00/00/00	McLean			White Shield		315	204.5	1400	0	0	0	0	0	Deferred	Ground Water	Sprinkler											0	0	0	0	0	-101.6372398144	47.62838614391	Lake Sakakawea	Lake Sakakawea	Douglas Creek	Douglas Creek Bay	Unorganized Territory	1688076	717484	0	0	0
4013	6999	15407826BD	00/00/00	McHenry			New Rockford		0	0	0	0	200	133	950	0	InActive	Ground Water	Sprinkler											0	0	0	0	0	-100.66119	48.13287	Souris	Lower Souris	Lower Wintering River	Outlet Wintering River	Falsen	1929135	899542	0	0	0
4013	7000	15407826CA	00/00/00	McHenry			New Rockford		0	0	0	0	200	133	950	0	InActive	Ground Water	Sprinkler											0	0	0	0	0	-100.6612	48.12924	Souris	Lower Souris	Lower Wintering River	Outlet Wintering River	Falsen	1929128	898217	0	0	0
4013	7001	15407826AC	00/00/00	McHenry			New Rockford		0	0	0	0	200	133	950	0	InActive	Ground Water	Sprinkler											0	0	0	0	0	-100.65578	48.13287	Souris	Lower Souris	Lower Wintering River	Outlet Wintering River	Falsen	1930456	899539	0	0	0
43504	91101	14508529C	07/01/20	Mercer					13	0	0	27.8	13	0	0	27.8	Active	Surface Water		unnamed tributary to Coal Creek								January 1	December 31	0	0	0	0	0	-101.5415196243	47.34627532704	Cannonball-Heart-Knife	Knife	Outlet Knife River	Coal Creek	Unorganized Territory	1710314	614261	0	0	0
4014	7003	15409715DB	06/01/93	Williams			   	   	40	20	140	0	40	20	140	0	Active	Surface Water	Sprinkler	Lake Sakakawea										0	0	0	0	0	-103.13848	48.15959	Lake Sakakawea	Lake Sakakawea	Half Breed Coulee	Hungry Gulch	Unorganized Territory	1324501	920067	0	0	0
4015	7004	14904934D	07/01/00	Grand Forks			   	   	158	105.8	800	0	0	0	0	0	Cancelled	Surface Water	Sprinkler											0	0	0	0	0	-96.90125	47.6755	Lower Red	Sandhill-Wilson	City of Nielsville-Red River	County Ditch No 19-Red River	Bentru	2854841	752946	0	0	0
4016	7005	13205825C	05/01/94	Sargent			Englevale	   	236	157	1000	0	165	110	720	0	Active	Ground Water	Sprinkler											0	0	0	0	0	-97.89797	46.21474	Upper Red	Western Wild Rice	Ditch No 11	Big Slough	Denver	2627109	210782	0	0	0
4016	7006	13205826D	05/01/94	Sargent			Englevale	   	234	156	1000	0	202.5	135	810	0	Active	Ground Water	Sprinkler											0	0	0	0	0	-97.90838	46.21465	Upper Red	Western Wild Rice	Ditch No 11	Big Slough	Denver	2624478	210661	0	0	0
4017	7007	13808009AB	06/01/93	Burleigh			Bismarck	   	10	10	150	0	4	2	14	0	Active	Ground Water	Sprinkler											0	0	0	0	0	-100.78129	46.7929	Lake Oahe	Upper Lake Oahe	Kimball Bottom	Cottonwood Lake-Lake Oahe	Unorganized Territory	1898050	410846	0	0	0
4018	7008	14010227B	08/01/93	Billings			Fox Hills	   	10	0	200	0	5	0	200	0	Active	Ground Water	  											0	0	0	0	0	-103.54079	46.91474	Little Missouri	Middle Little Missouri	Franks Creek-Little Missouri River	Railroad Creek-Little Missouri River	Unorganized Territory	1208775	469863	0	0	0
4019	7009	13907635C	08/01/93	Burleigh			   	   	14.9	0	0	14.9	12.6	0	0	0	Active	Surface Water	  	Random Creek trib to Long Lake Creek										0	0	0	0	0	-100.24161	46.81127	Lake Oahe	Apple Creek	McKenzie Slough State Game Management Area	Headwaters Random Creek	Sterling	2033204	417526	0	0	0
4020	7010	14008133D	08/01/93	Burleigh			   	   	144	77	1000	0	118	59	550	0	Active	Surface Water	Combination	Missouri River										0	0	0	0	0	-100.90314	46.89814	Lake Oahe	Painted Woods-Square Butte	Sherk Creek-Missouri River	Rock Haven Creek-Missouri River	Unorganized Territory	1867726	449359	0	0	0
4021	7011	13106018B	07/01/93	Dickey			Guelph	   	193.7	129.1	600	0	0	0	0	0	Cancelled	Ground Water	Sprinkler											0	0	0	0	0	-98.24992	46.16413	James	Upper James	Stevens Slough	Stevens Slough	Clement	2538582	189582	0	0	0
4022	7012	16008909B	00/00/00	Ward			   	   	0	0	0	0	0	0	0	0	Denied	Surface Water	Sprinkler											0	0	0	0	0	-102.18516	48.70201	Souris	Des Lacs	Middle Des Lacs Lake-Lower Des Lacs Lake	Ankenbauer Coulee	Elmdale	1561388	1111572	0	0	0
4022	7013	16008908A	00/00/00	Ward			   	   	0	0	0	0	0	0	0	0	Denied	Surface Water	Sprinkler											0	0	0	0	0	-102.19607	48.70203	Souris	Des Lacs	Middle Des Lacs Lake-Lower Des Lacs Lake	Niobe Coulee	Elmdale	1558754	1111636	0	0	0
4023	7014	13708006AB	07/01/93	Morton			Undefined	   	94.3	62.9	440	0	0	0	0	0	Cancelled	Ground Water	Sprinkler											0	0	0	0	0	-100.82429	46.71843	Lake Oahe	Upper Lake Oahe	Kimball Bottom	Cottonwood Lake-Lake Oahe	Unorganized Territory	1887167	383730	0	0	0
4023	7015	13708006B	07/01/93	Morton			Undefined	   	94.4	62.9	440	0	0	0	0	0	Cancelled	Ground Water	Sprinkler											0	0	0	0	0	-100.832	46.71662	Lake Oahe	Upper Lake Oahe	Kimball Bottom	Cottonwood Lake-Lake Oahe	Unorganized Territory	1885231	383080	0	0	0
5347	9230	15805633C	06/01/04	Walsh			Edinburg		180	118	1500	0	80	80	800	0	Active	Ground Water	Sprinkler							Donald Dusek	Donald Dusek	April 1	September 30	0	0	0	0	0	-97.87831	48.45982	Lower Red	Park	South Branch Park River	Lower South Branch Park River	Lampton	2604757	1029428	0	0	0
4024	7017	14308812B	11/01/93	Mercer			   	   	19.8	0	0	19.8	19	0	600	19.8	Active	Surface Water	  											0	0	0	0	0	-101.78039	47.22339	Cannonball-Heart-Knife	Knife	Lower Knife River	Engbrecht Cemetery-Knife River	Unorganized Territory	1650373	570321	0	0	0
5348	9232	14909422C	11/01/03	McKenzie					100	0	4488	0	100	97.1	4488	0	Active	Surface Water	Waterspreading	unnamed, tributary of Squaw Creek						Anton Fettig	Anton Fettig	March 1	October 30	0	0	0	0	0	-102.70155	47.70663	Little Missouri	Lower Little Missouri	Waterchief Bay	Upper Squaw Creek	Unorganized Territory	1426485	751591	0	0	0
4025	7019	14308812B	11/01/93	Mercer			   	   	19.5	0	0	19.5	18.8	0	600	19.5	Active	Surface Water	  											0	0	0	0	0	-101.78039	47.22339	Cannonball-Heart-Knife	Knife	Lower Knife River	Engbrecht Cemetery-Knife River	Unorganized Territory	1650373	570321	0	0	0
5349	9233	13304733D	07/01/04	Richland					30	0	0	162	30	0	0	162	Active	Surface Water		Red River	Red River							January 1	December 31	0	0	0	0	0	-96.60092	46.2858	Upper Red	Upper Red	City of Wahpeton-Red River	County Ditch No 1-Red River	Dwight	2953897	250247	0	0	0
4026	7021	14308812C	11/01/93	Mercer			   	   	15.5	0	0	15.5	15.2	0	600	15.5	Active	Surface Water	  											0	0	0	0	0	-101.78038	47.21617	Cannonball-Heart-Knife	Knife	Lower Knife River	Engbrecht Cemetery-Knife River	Unorganized Territory	1650332	567687	0	0	0
5350	9234	15409734A	10/01/03	McKenzie					375	182.1	1500	0	364	182.1	1500	0	Cancelled	Surface Water	Sprinkler	Lake Sakakawea						US Army Corps	Lynn & Linda Wold	April 15	October 15	0	0	0	0	0	-103.13578	48.12164	Lake Sakakawea	Lake Sakakawea	Half Breed Coulee	Cedar Coulee-Missouri River	Twin Valley	1324695	906205	0	0	0
4027	7023	14308812D	11/01/93	Mercer			   	   	18.3	0	0	18.3	17.5	0	600	18.3	Active	Surface Water	  											0	0	0	0	0	-101.76976	47.2162	Cannonball-Heart-Knife	Knife	Lower Knife River	Engbrecht Cemetery-Knife River	Unorganized Territory	1652973	567654	0	0	0
5350	9235	15409734D	10/01/03	McKenzie					375	182.1	1500	0	364	182.1	1500	0	Cancelled	Surface Water	Sprinkler	Lake Sakakawea						US Army Corps	Lynn & Linda Wold	April 15	October 15	0	0	0	0	0	-103.13582	48.11443	Lake Sakakawea	Lake Sakakawea	Half Breed Coulee	Cedar Coulee-Missouri River	Twin Valley	1324597	903578	0	0	0
4028	7025	14308811C	11/01/93	Mercer			   	   	12.9	0	0	12.9	12.5	0	600	12.9	Active	Surface Water	  											0	0	0	0	0	-101.80153	47.21615	Cannonball-Heart-Knife	Knife	Lower Knife River	Engbrecht Cemetery-Knife River	Unorganized Territory	1645079	567763	0	0	0
5350	9236	15409735C	10/01/03	McKenzie					375	182.1	1500	0	364	182.1	1500	0	Cancelled	Surface Water	Sprinkler	Lake Sakakawea						US Army Corps	Lynn & Linda Wold	April 15	October 15	0	0	0	0	0	-103.12495	48.11434	Lake Sakakawea	Lake Sakakawea	Tobacco Garden Creek	Lower Tobacco Garden Creek	Twin Valley	1327250	903457	0	0	0
4029	7027	14308708C	11/01/93	Oliver			   	   	16.4	0	0	16.4	15.8	0	600	16.4	Active	Surface Water	  											0	0	0	0	0	-101.73793	47.21613	Cannonball-Heart-Knife	Knife	Otter Creek	Town of Beulah-Knife River	Unorganized Territory	1660882	567502	0	0	0
5350	9237	15409736C	10/01/03	McKenzie					375	182.1	1500	0	364	182.1	1500	0	Cancelled	Surface Water	Sprinkler	Lake Sakakawea						US Army Corps	Lynn & Linda Wold	April 15	October 15	0	0	0	0	0	-103.10319	48.11427	Lake Sakakawea	Lake Sakakawea	Tobacco Garden Creek	Lower Tobacco Garden Creek	Twin Valley	1332563	903253	0	0	0
4030	7029	14308814D	11/01/93	Mercer			   	   	70.4	0	0	70.4	34.7	0	600	70.4	Active	Surface Water	  											0	0	0	0	0	-101.79093	47.20173	Cannonball-Heart-Knife	Knife	Lower Knife River	Brush Creek	Unorganized Territory	1647625	562461	0	0	0
5351	9239	14004832C	07/01/04	Cass					47	0	0	183	32.8	0	0	183	Active	Surface Water		Red River	Red River	14004832C	Kidder Dam					January 1	December 31	0	0	0	0	0	-96.77572	46.89266	Upper Red	Upper Red	City of Fargo-Red River	City of Fargo-Red River	Reed	2899268	469170	0	0	0
4031	7031	14308717A	11/01/93	Oliver			   	   	12.6	0	0	12.6	12.4	0	600	12.6	Active	Surface Water	  											0	0	0	0	0	-101.72725	47.20892	Cannonball-Heart-Knife	Knife	Otter Creek	Lower Otter Creek	Unorganized Territory	1663493	564831	0	0	0
4032	7032	15709514B	07/01/93	Williams			Unnamed	   	24	0	20	0	0	0	0	0	Cancelled	Ground Water	  											0	0	0	0	0	-102.92364	48.42682	Lake Sakakawea	Lake Sakakawea	Paulson Creek	Tioga Dam	Tioga	1379929	1015849	0	0	0
4033	7033	14408423B	09/30/06	McLean			   	   	240	160	1500	0	240	160	1500	0	Cancelled	Surface Water	Flooding	Missouri River								May 1	October 31	0	0	0	0	0	-101.29483	47.28103	Lake Oahe	Painted Woods-Square Butte	Riverdale State Game Management Area-Missouri River	Alderin Creek-Missouri River	Unorganized Territory	1771225	589749	0	0	0
4034	7034	13707403B	11/01/93	Kidder			   	   	136.5	0	0	88.5	48	0	0	0	Active	Surface Water	  											0	0	0	0	0	-100.01113	46.71658	Lake Oahe	Apple Creek	Long Lake National Wildlife Refuge	Mud Lake	Baker	2091126	383270	0	0	0
4035	7035	14908229D	08/01/93	McLean			   	   	61.2	40.8	800	0	0	0	0	0	Cancelled	Surface Water	Sprinkler											0	0	0	0	0	-101.19113	47.69242	Lake Sakakawea	Lake Sakakawea	Audubon Lake	Gemeinde Giek Cemetery	Unorganized Territory	1798284	739561	0	0	0
4036	7036	15606621A	11/11/1911	Ramsey			   	   	78	0	10771.2	229	0	0	0	0	Denied	Surface Water	  											0	0	0	0	0	-99.14113	48.32162	Devils Lake-Sheyenne	Devils Lake	Chain Lake	Lake Alice	Chain Lakes	2299205	971235	0	0	0
4037	7037	14608814D	03/01/95	Mercer			   	   	200	0	500	0	0	0	0	0	Cancelled	Surface Water	  	Lake Sakakawea										0	0	0	0	0	-101.84911	47.46176	Lake Sakakawea	Lake Sakakawea	Hille State Game Management Area	Renner Bay	Unorganized Territory	1634795	657535	0	0	0
4038	7038	15106521D	11/11/1911	Benson			   	   	0	0	0	0	0	0	0	0	Denied	Surface Water	Sprinkler											0	0	0	0	0	-98.97949	47.87993	Devils Lake-Sheyenne	Upper Sheyenne	Bourett Dam-Sheyenne River	Bourett Dam-Sheyenne River	Twin Tree	2341656	810829	0	0	0
4039	7039	15407815C	05/01/94	McHenry			New Rockford	   	204	136	1000	0	0	0	0	0	Void	Ground Water	Sprinkler											0	0	0	0	0	-100.68537	48.15634	Souris	Lower Souris	Blacktail Coulee-Souris River	Town of Verendrye-Souris River	Falsen	1923248	908119	0	0	0
