FID,WRENAME,WRNAME,DWNAME,SYSTEMTYPE,WATERRESID,WRID,DWSYSNUM,WRLINK,WHOLESALER,LABEL,STATE,COUNTY,BASIN,SUBAREA,SUBAREANAM,LANUM,LANAME,ENDYEAR,DATASOURCE,SOURCEDATE,EDITOR,EDITDATE,COLOR4,SHAPE_Length,SHAPE_Area
661,Bucks Grill House, ,Bucks Grill House,NC,485,0,UTAH10018,http://www.waterrights.utah.gov/cgi-bin/wuseview.exe, , ,Utah,Grand,Southeast Colorado River,09-01-02,Colorado River/Dead Horse,09-01-02a,Dead Horse,2010,DWRe,2016/12/14 00:00:00,ADAMCLARK,2017/05/31 00:00:00,,0.0027338791100951,4.06927206357569e-07
662,Moab KOA Campground, ,Moab KOA Camp,NC,478,0,UTAH10008,http://www.waterrights.utah.gov/cgi-bin/wuseview.exe, , ,Utah,Grand,Southeast Colorado River,09-01-04,Moab,09-01-04a,Moab,2010,DWRe,2016/12/14 00:00:00,ADAMCLARK,2017/05/31 00:00:00,,0.0144362426040932,9.17577432684034e-06
663,Lake Rockport Estates,Lake Rockport Estates Property Owners,Lake Rockport Estates,C,1156,11055,UTAH22104,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11055, , ,Utah,Summit,Weber River,02-01-02,Kamas Valley,02-01-02a,Kamas Valley,2018,DWRe,2017/01/10 00:00:00,ADAMCLARK,2020/02/11 00:00:00,,0.110907480758244,0.000332387265612704
664,Bicknell Bottoms,Bicknell Bottoms,Bicknell Bottoms,C,2517,11354,UTAH28043,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11354,Bicknell Town Water System,Bicknell,Utah,Wayne,West Colorado River,08-03-06,Rabbit Valley,08-03-06a,Rabbit Valley,2017,DWRe,2017/01/10 00:00:00,ADAMCLARK,2019/12/19 00:00:00,,0.143518187085675,0.000478753258370471
665,Weber Basin Job Corps,Weber Basin Job Corps,Weber Basin Job Corps,C,268,1291,UTAH06008,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1291, , ,Utah,Davis,Weber River,02-01-09,East Shore,02-01-09a,East Shore,2018,DWRe,2017/01/10 00:00:00,ADAMCLARK,2019/10/16 00:00:00,,0.0631998237651021,0.000174932800800434
666,North Village S.S.D.,North Village Special Service District,North Village SSD,C,2511,11078,UTAH26096,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11078, , ,Utah,Wasatch,Utah Lake,04-01-07,Provo River Reservoirs,04-01-07a,Provo River Reservoirs,2018,DWRe,2017/01/11 00:00:00,ADAMCLARK,2019/10/16 00:00:00,,0.20925334680776,0.00163247277997771
667,Hideout Town Water System,Hideout Town,Hideout Town Water System,C,2520,11284,UTAH26100,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11284, , ,Utah,Wasatch,Utah Lake,04-01-07,Provo River Reservoirs,04-01-07a,Provo River Reservoirs,2018,DWRe,2017/01/11 00:00:00,ADAMCLARK,2019/10/16 00:00:00,,0.187346177007821,0.00108433706329808
668,Billy Bethers Water Supply,Billy Bethers Culinary Spring Corporation,Billy Bethers Water Supply,C,2512,11273,UTAH26004,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11273, , ,Utah,Wasatch,Utah Lake,04-01-07,Provo River Reservoirs,04-01-07a,Provo River Reservoirs,2018,DWRe,2017/01/11 00:00:00,ADAMCLARK,2019/10/16 00:00:00,,0.0726063354045941,0.00010490725454214
669,Vivian Park Homeowners,Vivian Park Homeowners (Public Works),Vivian Park Homeowners,C,1379,1375,UTAH25096,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1375, , ,Utah,Utah,Utah Lake,04-01-09,Vivian Park,04-01-09a,Vivian Park,2018,DWRe,2017/01/11 00:00:00,ADAMCLARK,2019/10/16 00:00:00,,0.01944898538518,1.16863939038635e-05
670,Maple Lake Academy,Maple Lake Academy,Maple Lake Academy,C,2527,11348,UTAH25164,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11348, , ,Utah,Utah,Utah Lake,04-01-10,Utah Valley,04-01-10d,Spanish Fork,2018,DWRe/DWRi/Supplier,2020/04/14 00:00:00,ADAMCLARK,2020/04/15 00:00:00,,0.00176153393723996,1.92364644136296e-07
671,Eagle`s Landing,Eagle`s Landing,Eagles Landing,C,2526,11339,UTAH25146,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11339, , ,Utah,Utah,Utah Lake,04-01-03,Soldier Summit,04-01-03a,Soldier Summit,2018,DWRe,2017/01/12 00:00:00,ADAMCLARK,2019/10/16 00:00:00,,0.0608771012524218,0.00013172819089219
672,Rockland Ranch,"Rockland Ranch, LLC",Rockland Ranch,C,2513,11286,UTAH19077,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11286, , ,Utah,San Juan,Southeast Colorado River,09-01-05,Cane Spring,09-01-05a,Cane Spring,2018,DWRe/Supplier,2019/04/29 00:00:00,ADAMCLARK,2019/10/16 00:00:00,,0.025176696772533,1.68218244879577e-05
673,VA Medical Center SLC,VA Medical Center SLC,VA Medical Center SLC,C,2515,11351,UTAH18173,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11351,Metropolitan Water District of Salt Lake and Sandy,MWDSLS,Utah,Salt Lake,Jordan River,03-01-01,Salt Lake Valley,03-01-01a,Salt Lake Valley,2018,DWRe,2017/01/12 00:00:00,ADAMCLARK,2019/10/16 00:00:00,,0.0286347167168291,4.46717611883585e-05
674,Mountain Valley Water Co.,Mountain Valley Water,Mountain Valley Water Co,C,2516,10017,UTAH18162,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=10017, , ,Utah,Salt Lake,Jordan River,03-01-01,Salt Lake Valley,03-01-01a,Salt Lake Valley,2018,DWRe,2017/01/30 00:00:00,ADAMCLARK,2019/10/16 00:00:00,,0.0150819901694665,1.15630993307333e-05
675,"Cottonwood Coves, Inc.","Cottonwood Coves, Inc","Cottonwood Coves, Inc.",C,2514,11336,UTAH18172,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11336, , ,Utah,Salt Lake,Jordan River,03-01-01,Salt Lake Valley,03-01-01a,Salt Lake Valley,2018,DWRe,2017/01/30 00:00:00,ADAMCLARK,2019/10/16 00:00:00,,0.0147796742365904,1.14217040693764e-05
676,Bumblebee Water System,"Bumblebee Water System, Inc.",Bumblebee Water System,C,2508,11383,UTAH11089,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11383, , ,Utah,Iron,Cedar/Beaver,06-02-02,Cedar,06-02-02a,Cedar,2018,DWRe,2017/01/30 00:00:00,ADAMCLARK,2019/11/13 00:00:00,,0.0728108488992723,0.000234523308991648
677,BRWCD - Collinston Water System,Bear River WCD/Collinston,Bear River WCD - Collinston Water System,C,2518,11308,UTAH02079,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11308, , ,Utah,Box Elder,Bear River,01-01-06,Tremonton,01-01-06a,Tremonton,2018,DWRe,2017/01/30 00:00:00,ADAMCLARK,2019/10/16 00:00:00,,0.0987905925748096,0.000443333668919951
678,Vineyard City,Vineyard City,Vineyard City,C,2528,11295,UTAH25168,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11295, , ,Utah,Utah,Utah Lake,04-01-10,Utah Valley,04-01-10a,American Fork,2018,DWRe/Supplier,2020/03/25 00:00:00,KAMAT,2020/03/25 00:00:00,,0.239320290449119,0.00175332868238672
679,South Willard Water Co.,South Willard Culinary Water,South Willard,C,54,1238,UTAH02021,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1238, , ,Utah,Box Elder,Weber River,02-01-09,East Shore,02-01-09a,East Shore,2018,DWRe/Supplier,2017/01/30 00:00:00,ADAMCLARK,2019/11/13 00:00:00,,0.176302609522462,0.000744162493458479
680,Granger-Hunter Improvement District,Granger-Hunter Improvement District,Granger-Hunter Improvement District,C,789,1114,UTAH18007,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1114,Jordan Valley Water Conservancy District,JVWCD,Utah,Salt Lake,Jordan River,03-01-01,Salt Lake Valley,03-01-01a,Salt Lake Valley,2018,Supplier,2017/01/31 00:00:00,ADAMCLARK,2019/10/16 00:00:00,,0.441471773498738,0.00683097845459493
681,Summit Water Distribution Co.,Summit Water Distribution Company,Summit Water Distribution,C,1117,1288,UTAH22059,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1288, , ,Utah,Summit,Weber River,02-01-06,East Canyon,02-01-06a,East Canyon,2018,DWRe/Supplier,2017/03/08 00:00:00,ADAMCLARK,2019/10/16 00:00:00,,0.739986481247591,0.00479803835637493
682,Gorgoza Mutual Water Co.,Gorgoza Mutual Water Company,Gorgoza Mutual Water Co,C,1098,1368,UTAH22030,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1368, , ,Utah,Summit,Weber River,02-01-06,East Canyon,02-01-06a,East Canyon,2018,Supplier,2017/03/08 00:00:00,ADAMCLARK,2019/10/16 00:00:00,,0.137256909816818,0.00072037275912661
683,Community Water Co.,Community Water Company,Community Water Company,C,1081,1392,UTAH22012,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1392, , ,Utah,Summit,Weber River,02-01-06,East Canyon,02-01-06a,East Canyon,2018,Supplier,2017/03/16 00:00:00,ADAMCLARK,2019/10/16 00:00:00,,0.0508884681522075,5.9683666254273e-05
684,Joes Valley Campground, ,Joes Valley Campground and Admin. Site,NC,364,0,UTAH08014,http://www.waterrights.utah.gov/cgi-bin/wuseview.exe, , ,Utah,Emery,West Colorado River,08-02-02,Joes Valley,08-02-02a,Joes Valley,0,DWRe,2017/03/17 00:00:00,ADAMCLARK,2017/05/31 00:00:00,,0.032000414395768,3.11871114103256e-05
685,Indian Creek Campground, ,Indian Creek Campground,NC,363,0,UTAH08013,http://www.waterrights.utah.gov/cgi-bin/wuseview.exe, , ,Utah,Emery,West Colorado River,08-02-02,Joes Valley,08-02-02a,Joes Valley,0,DWRe,2017/03/17 00:00:00,ADAMCLARK,2017/05/31 00:00:00,,0.0158603582830505,1.38919152151776e-05
686,Forks of Huntington Campground, ,Forks of Huntington Campground,NC,362,0,UTAH08012,https://waterlink.utah.gov/deqWater/reports.html?systemId=669, , ,Utah,Emery,West Colorado River,08-02-01,Huntington Creek,08-02-01a,Huntington,0,DWRe,2017/03/20 00:00:00,ADAMCLARK,2017/05/31 00:00:00,,0.0160218540715366,3.88618754867714e-06
687,Old Folks Flat Campground, ,Old Folks Flat Campground,NC,365,0,UTAH08016,https://waterlink.utah.gov/deqWater/reports.html?systemId=1090, , ,Utah,Emery,West Colorado River,08-02-01,Huntington Creek,08-02-01a,Huntington,0,DWRe,2017/03/20 00:00:00,ADAMCLARK,2017/05/31 00:00:00,,0.0103703250903072,5.70038827305411e-06
688,Adelaide Campground, ,Adelaide Campground,NC,662,0,UTAH14007,https://waterlink.utah.gov/deqWater/reports.html?systemId=7, , ,Utah,Millard,Sevier River,05-07-00,Fillmore,05-07-00a,Fillmore,2009,DWRe,2017/03/20 00:00:00,ADAMCLARK,2017/05/31 00:00:00,,0.0130954245627888,4.88507355092423e-06
689,Maple Grove Campground, ,Maple Grove Campground,NC,2499,0,UTAH14017,https://waterlink.utah.gov/deqWater/reports.html?systemId=922, , ,Utah,Millard,Sevier River,05-02-02,Scipio,05-02-02a,Scipio,0,DWRe,2017/03/20 00:00:00,ADAMCLARK,2017/05/31 00:00:00,,0.0146366336946521,1.22766807948511e-05
690,Oak Creek Campground, ,Oak Creek Campground,NC,673,0,UTAH14019,https://waterlink.utah.gov/deqWater/reports.html?systemId=1073, , ,Utah,Millard,Sevier River,05-02-03,Fool Creek,05-02-03a,Fool Creek,0,DWRe,2017/03/20 00:00:00,ADAMCLARK,2017/05/31 00:00:00,,0.0188926031058239,6.66900576196338e-06
691,Fremont Indian Museum, ,Fremont Indian Museum,NC,1064,0,UTAH21048,https://waterlink.utah.gov/deqWater/reports.html?systemId=681, , ,Utah,Sevier,Sevier River,05-04-01,Marysvale,05-04-01a,Marysvale,0,DWRe,2017/03/20 00:00:00,ADAMCLARK,2017/05/31 00:00:00,,0.00710210003997147,3.15827798527935e-06
692,Fremont Indian State Park Campground, ,Fremont Indian Sam Stowe Camp,NC,2424,0,UTAH21056,https://waterlink.utah.gov/deqWater/reports.html?systemId=1753, , ,Utah,Sevier,Sevier River,05-04-01,Marysvale,05-04-01a,Marysvale,0,DWRe,2017/03/20 00:00:00,ADAMCLARK,2017/05/31 00:00:00,,0.00893354895727608,3.73955603173589e-06
693,Gooseberry Campground, ,Mammoth Gs - Gooseberry Campground,NC,1063,0,UTAH20024,https://waterlink.utah.gov/deqWater/reports.html?systemId=909, , ,Utah,Sevier,Sevier River,05-03-00,Sevier Bridge,05-03-00a,Sevier Bridge,0,DWRe,2017/03/20 00:00:00,ADAMCLARK,2017/05/31 00:00:00,,0.00862725722333033,4.10759447359661e-06
694,Frying Pan Campground, ,Frying Pan and Piute Campgrounds,NC,1045,0,UTAH21023,https://waterlink.utah.gov/deqWater/reports.html?systemId=689, , ,Utah,Sevier,West Colorado River,08-03-05,Fremont River,08-03-05a,Fremont,0,DWRe,2017/03/20 00:00:00,ADAMCLARK,2017/05/31 00:00:00,,0.00839925336516615,5.02307608992452e-06
695,Bowery Creek Campground, , ,NC,1043,0, , , , ,Utah,Sevier,West Colorado River,08-03-05,Fremont River,08-03-05a,Fremont,0,DWRe,2017/03/20 00:00:00,ADAMCLARK,2017/03/20 00:00:00,,0.0142207231947631,1.16557965764621e-05
696,Twin Oaks Bowery Campground, ,Twin Oaks-Bowery Campground,NC,2425,0,UTAH21053,https://waterlink.utah.gov/deqWater/reports.html?systemId=1049, , ,Utah,Sevier,West Colorado River,08-03-05,Fremont River,08-03-05a,Fremont,0,DWRe,2017/03/20 00:00:00,ADAMCLARK,2017/05/31 00:00:00,,0.00798075193223205,4.07482982087006e-06
697,Twin Creeks Campground, ,Twin Creeks Campground,NP,1047,0,UTAH21027,https://waterlink.utah.gov/deqWater/reports.html?systemId=1559, , ,Utah,Sevier,West Colorado River,08-03-05,Fremont River,08-03-05a,Fremont,0,DWRe,2017/03/20 00:00:00,ADAMCLARK,2017/05/31 00:00:00,,0.00960649540527708,5.6983005170054e-06
698,Doctor Creek Campground, ,Doctor Creek Campground,NC,1044,0,UTAH21022,https://waterlink.utah.gov/deqWater/reports.html?systemId=556, , ,Utah,Sevier,West Colorado River,08-03-05,Fremont River,08-03-05a,Fremont,0,DWRe,2017/03/20 00:00:00,ADAMCLARK,2017/05/31 00:00:00,,0.0110103938731684,3.38932128550441e-06
699,Ferron Reservoir Campground, ,Ferron Reservoir Campground,NC,983,0,UTAH20017,https://waterlink.utah.gov/deqWater/reports.html?systemId=647, , ,Utah,Sanpete,West Colorado River,08-02-03,Ferron Creek,08-02-03a,Ferron Creek,0,DWRe,2017/03/20 00:00:00,ADAMCLARK,2017/05/31 00:00:00,,0.0101522962400646,5.84745617517307e-06
700,Twelve Mile Flat Campground, ,Twelve Mile Flat Campground,NC,990,0,UTAH20033,https://waterlink.utah.gov/deqWater/reports.html?systemId=1558, , ,Utah,Sanpete,Sevier River,05-01-00,Gunnison,05-01-00a,Gunnison,0,DWRe,2017/03/20 00:00:00,ADAMCLARK,2017/05/31 00:00:00,,0.00979086330937016,5.78532737889782e-06
701,Lake Hill Campground, ,Lake Hill Campground,NC,985,0,UTAH20022,https://waterlink.utah.gov/deqWater/reports.html?systemId=343, , ,Utah,Sanpete,Sevier River,05-01-00,Gunnison,05-01-00a,Gunnison,0,DWRe,2017/03/20 00:00:00,ADAMCLARK,2017/05/31 00:00:00,,0.00806406945381829,3.16924266875404e-06
702,Spring City Campground, ,Spring City Campground,NP,989,0,UTAH20031,https://waterlink.utah.gov/deqWater/reports.html?systemId=1405, , ,Utah,Sanpete,Sevier River,05-01-00,Gunnison,05-01-00a,Gunnison,0,DWRe,2017/03/20 00:00:00,ADAMCLARK,2017/05/31 00:00:00,,0.012336009788252,6.37027700082077e-06
703,Mountain Dell Scout Ranch, ,Mountain Dell Scout Ranch,NC,2420,0,UTAH20066,https://waterlink.utah.gov/deqWater/reports.html?systemId=1002, , ,Utah,Sanpete,Sevier River,05-01-00,Gunnison,05-01-00a,Gunnison,0,DWRe,2017/03/21 00:00:00,ADAMCLARK,2017/05/31 00:00:00,,0.0268039921934741,3.11976043786677e-05
704,Manti Community Campground, ,Manti Community Campground,NC,987,0,UTAH20025,https://waterlink.utah.gov/deqWater/reports.html?systemId=916, , ,Utah,Sanpete,Sevier River,05-01-00,Gunnison,05-01-00a,Gunnison,0,DWRe,2017/03/21 00:00:00,ADAMCLARK,2017/05/31 00:00:00,,0.0122733233177531,8.92404395045521e-06
705,Painted Rock Campground, ,Painted Rock Campground,NC,2421,0,UTAH20074,https://waterlink.utah.gov/deqWater/reports.html?systemId=1726, , ,Utah,Sanpete,Sevier River,05-03-00,Sevier Bridge,05-03-00a,Sevier Bridge,0,DWRe,2017/03/21 00:00:00,ADAMCLARK,2017/05/31 00:00:00,,0.0210956263347143,1.70760957899507e-05
706,Chicken Creek Campground, ,Chicken Creek Campground,NP,589,0,UTAH12008,https://waterlink.utah.gov/deqWater/reports.html?systemId=319, , ,Utah,Juab,Sevier River,05-02-01,Levan,05-02-01a,Levan,0,DWRe,2017/03/21 00:00:00,ADAMCLARK,2017/05/31 00:00:00,,0.00903232844655897,3.16663968179558e-06
707,Ponderosa Campground, ,Ponderosa Campground,NC,590,0,UTAH12010,https://waterlink.utah.gov/deqWater/reports.html?systemId=1198, , ,Utah,Juab,Utah Lake,04-01-01,Salt Creek,04-01-01a,Salt Creek,0,DWRe,2017/03/21 00:00:00,ADAMCLARK,2017/05/31 00:00:00,,0.0151458394478716,6.17098289781223e-06
708,Bear Canyon Campground, ,Bear Canyon Picnic Area,NP,588,0,UTAH12007,https://waterlink.utah.gov/deqWater/reports.html?systemId=94, , ,Utah,Juab,Utah Lake,04-01-01,Salt Creek,04-01-01a,Salt Creek,0,DWRe,2017/03/21 00:00:00,ADAMCLARK,2017/05/31 00:00:00,,0.00668121616989238,2.60965863935685e-06
709,Flat Canyon Campground, ,Flat Canyon Campground,NC,984,0,UTAH20018,https://waterlink.utah.gov/deqWater/reports.html?systemId=660, , ,Utah,Sanpete,West Colorado River,08-02-01,Huntington Creek,08-02-01a,Huntington,0,DWRe,2017/03/21 00:00:00,ADAMCLARK,2017/05/31 00:00:00,,0.00974056504688843,5.5299424253475e-06
710,Green River Campground, ,Dinosaur NM - Green River Campground,NC,2175,0,UTAH24031,https://waterlink.utah.gov/deqWater/reports.html?systemId=552, , ,Utah,Uintah,Uintah,07-01-07,Vermillion/Yampa Creek,07-01-07a,Vermillion/Yampa Creek,0,DWRe,2017/03/21 00:00:00,ADAMCLARK,2017/05/31 00:00:00,,0.015795417689582,1.03534321124308e-05
711,Dinosaur National Monument - Split Mountain Campground, ,Dinosaur NM - Split Mtn Campground,NC,2176,0,UTAH24033,https://waterlink.utah.gov/deqWater/reports.html?systemId=553, , ,Utah,Uintah,Uintah,07-01-07,Vermillion/Yampa Creek,07-01-07a,Vermillion/Yampa Creek,0,DWRe,2017/03/21 00:00:00,ADAMCLARK,2017/05/31 00:00:00,,0.0107347333855392,5.20984241733692e-06
712,Iron Springs Campground, ,Iron Springs Campground,NC,1266,0,UTAH24016,https://waterlink.utah.gov/deqWater/reports.html?systemId=849, , ,Utah,Uintah,Uintah,07-02-02,Big Brush Creek,07-02-02a,Big Brush Creek,0,DWRe,2017/03/21 00:00:00,ADAMCLARK,2017/05/31 00:00:00,,0.00806242235306641,3.23312325223635e-06
713,East Park Campground, ,East Park Campground,NP,1265,0,UTAH24015,https://waterlink.utah.gov/deqWater/reports.html?systemId=593, , ,Utah,Uintah,Uintah,07-02-02,Big Brush Creek,07-02-02a,Big Brush Creek,0,DWRe,2017/03/21 00:00:00,ADAMCLARK,2017/05/31 00:00:00,,0.0128210354801237,6.95515887361232e-06
714,Whiterocks Campground, ,Whiterocks Campground,NP,1267,0,UTAH24017,https://waterlink.utah.gov/deqWater/reports.html?systemId=1673, , ,Utah,Uintah,Uintah,07-03-12,Whiterocks River,07-03-12a,Whiterocks River,0,DWRe,2017/03/21 00:00:00,ADAMCLARK,2017/05/31 00:00:00,,0.0146846567893692,1.01831961762368e-05
715,Bridge Hollow Campground, ,Bridge Hollow Campground,NC,256,0,UTAH05039,https://waterlink.utah.gov/deqWater/reports.html?systemId=174, , ,Utah,Daggett,Uintah,07-01-06,Crouse Creek,07-01-06a,Crouse Creek,0,DWRe,2017/03/21 00:00:00,ADAMCLARK,2017/05/31 00:00:00,,0.00962900205295213,3.69866803667962e-06
716,Indian Crossing Campground, ,Indian Crossing Campground,NC,257,0,UTAH05040,https://waterlink.utah.gov/deqWater/reports.html?systemId=838, , ,Utah,Daggett,Uintah,07-01-06,Crouse Creek,07-01-06a,Crouse Creek,0,DWRe,2017/03/21 00:00:00,ADAMCLARK,2017/05/31 00:00:00,,0.0126548439499823,9.22505992365702e-06
717,Little Hole Boat Ramp & Campground, ,Little Hole Campground,NC,242,0,UTAH05020,https://waterlink.utah.gov/deqWater/reports.html?systemId=424, , ,Utah,Daggett,Uintah,07-01-05,Flaming Gorge Reservoir,07-01-05a,Flaming Gorge Reservoir,0,DWRe,2017/03/21 00:00:00,ADAMCLARK,2017/05/31 00:00:00,,0.0117092633555411,5.33971028079862e-06
718,Red Springs/Lodgepole Campground, ,Red Springs - Lodgepole Campground,NC,246,0,UTAH05026,https://waterlink.utah.gov/deqWater/reports.html?systemId=1234, , ,Utah,Daggett,Uintah,07-01-05,Flaming Gorge Reservoir,07-01-05a,Flaming Gorge Reservoir,0,DWRe,2017/03/21 00:00:00,ADAMCLARK,2017/05/31 00:00:00,,0.0171492307903182,9.15814490720608e-06
719,Bowery Haven Resort, ,Bowery Haven Resort,NC,1050,0,UTAH21031,https://waterlink.utah.gov/deqWater/reports.html?systemId=167, , ,Utah,Sevier,West Colorado River,08-03-05,Fremont River,08-03-05a,Fremont,0,DWRe,2017/03/28 00:00:00,ADAMCLARK,2017/05/31 00:00:00,,0.01190950697332,6.29637068195814e-06
720,Lake View Subdivision HOA, ,Lake View Subdivision,NC,2426,0,UTAH21036,https://waterlink.utah.gov/deqWater/reports.html?systemId=388, , ,Utah,Sevier,West Colorado River,08-03-05,Fremont River,08-03-05a,Fremont,0,DWRe,2017/03/28 00:00:00,ADAMCLARK,2017/05/31 00:00:00,,0.0211627727240432,2.51722996922391e-05
721,Lakeside Resort, ,Lakeside Resort,NP,1054,0,UTAH21035,https://waterlink.utah.gov/deqWater/reports.html?systemId=393, , ,Utah,Sevier,West Colorado River,08-03-05,Fremont River,08-03-05a,Fremont,0,DWRe,2017/03/28 00:00:00,ADAMCLARK,2017/05/31 00:00:00,,0.0153550424923711,8.2213895551962e-06
722,Fish Lake Lodge, ,Fish Lake Lodge,NC,1052,0,UTAH21033,https://waterlink.utah.gov/deqWater/reports.html?systemId=654, , ,Utah,Sevier,West Colorado River,08-03-05,Fremont River,08-03-05a,Fremont,0,DWRe,2017/03/28 00:00:00,ADAMCLARK,2017/05/31 00:00:00,,0.0121747072467461,6.02188850496354e-06
723,Canyon Fuel Co. LLC - Sufco Mine,"Canyon Fuel Company, LLC - Sufco Mine","Canyon Fuel Company, LLC",NTNC,2423,2609,UTAH21020,http://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=2609, , ,Utah,Sevier,West Colorado River,08-03-03,Emery,08-03-03a,Emery,0,DWRe,2017/03/29 00:00:00,ADAMCLARK,2017/05/31 00:00:00,,0.0125538290483454,9.51004776774891e-06
724,Piute-Sevier/Deer Creek WC, ,Piute-Sevier-DeerCreek WC,NC,1049,0,UTAH21029,https://waterlink.utah.gov/deqWater/reports.html?systemId=1188, , ,Utah,Sevier,Sevier River,05-04-01,Marysvale,05-04-01a,Marysvale,0,DWRe,2017/03/29 00:00:00,ADAMCLARK,2017/05/31 00:00:00,,0.00906063875386211,4.19269770229115e-06
725,Burrville Culinary Water,Burrville Culinary Water,Burrville Culinary Water,NP,1028,1058,UTAH21005,http://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1058, , ,Utah,Sevier,Sevier River,05-05-02,Otter Creek,05-05-02a,Otter Creek,0,DWRe,2017/03/29 00:00:00,ADAMCLARK,2017/05/31 00:00:00,,0.0324042677798768,4.70505264184576e-05
726,Grass Valley Guest Ranch, , ,NC,2287,0, ,http://www.waterrights.utah.gov/cgi-bin/wuseview.exe, , ,Utah,Sevier,Sevier River,05-05-02,Otter Creek,05-05-02a,Otter Creek,0,DWRe,2017/03/29 00:00:00,ADAMCLARK,2017/05/17 00:00:00,,0.00363216130353018,8.14759834649407e-07
727,Ivie Creek Rest Stop, ,Ivie Creek Highway Rest Stop,NC,1040,0,UTAH21018,https://waterlink.utah.gov/deqWater/reports.html?systemId=854, , ,Utah,Sevier,West Colorado River,05-03-00,Sevier Bridge,05-03-00a,Sevier Bridge,0,DWRe,2017/03/29 00:00:00,ADAMCLARK,2017/05/31 00:00:00,,0.00927769434879572,3.90816211576978e-06
728,Oak Springs State Hwy Rest Stop, ,Oak Springs State Highway Rest Stop,NC,1041,0,UTAH21019,https://waterlink.utah.gov/deqWater/reports.html?systemId=1077, , ,Utah,Sevier,Sevier River,05-05-02,Otter Creek,05-05-02a,Otter Creek,0,DWRe,2017/03/29 00:00:00,ADAMCLARK,2017/05/31 00:00:00,,0.0054186035656619,1.93152950582e-06
729,United States Gypsum Co.,United States Gypsum Company,U.S. Gypsum Company,NP,2338,2171,UTAH21041,http://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=2171, , ,Utah,Sevier,Sevier River,05-03-00,Sevier Bridge,05-03-00a,Sevier Bridge,0,DWRe,2017/03/29 00:00:00,ADAMCLARK,2017/05/31 00:00:00,,0.0294270448595103,2.57116239976187e-05
730,Venice Ward Church, ,Venice Ward Church,NC,1058,0,UTAH21042,https://waterlink.utah.gov/deqWater/reports.html?systemId=1598, , ,Utah,Sevier,Sevier River,05-04-02,Richfield,05-04-02a,Richfield,0,DWRe,2017/03/29 00:00:00,ADAMCLARK,2017/05/31 00:00:00,,0.00462689149588723,1.17655350931604e-06
731,St. Elizabeth Catholic Church, ,Saint Elizabeth Catholic Church,NTNC,1065,0,UTAH21049,https://waterlink.utah.gov/deqWater/reports.html?systemId=1424, , ,Utah,Sevier,Sevier River,05-04-02,Richfield,05-04-02a,Richfield,2015,DWRe,2017/03/30 00:00:00,ADAMCLARK,2017/05/31 00:00:00,,0.00510430329599439,1.36689437136341e-06
