RegulatoryOverlayUUID,OversightAgency,RegulatoryDescription,RegulatoryName,RegulatoryOverlayNativeID,RegulatoryStatusCV,RegulatoryStatute,RegulatoryStatuteLink,StatutoryEffectiveDate,StatutoryEndDate,RegulatoryOverlayTypeCV,WaterSourceTypeCV
CAre_RO270,Northern Region Office,"Each basin’s priority (high, medium, low, or very low) determines which provisions of California Statewide Groundwater Elevation Monitoring (CASGEM) and the Sustainable Groundwater Management Act (SGMA) apply.  SGMA requires medium- and high-priority basins to develop groundwater sustainability agencies (GSAs), develop groundwater sustainability plans (GSPs) and manage groundwater for long-term sustainability.",Butte Creek Valley,5-051,Final,Very Low,https://water.ca.gov/Programs/Groundwater-Management/Basin-Prioritization,01/01/2019,,Sustainable Groundwater Management Act Basin,Groundwater
CAre_RO271,Northern Region Office,"Each basin’s priority (high, medium, low, or very low) determines which provisions of California Statewide Groundwater Elevation Monitoring (CASGEM) and the Sustainable Groundwater Management Act (SGMA) apply.  SGMA requires medium- and high-priority basins to develop groundwater sustainability agencies (GSAs), develop groundwater sustainability plans (GSPs) and manage groundwater for long-term sustainability.",Grays Valley,5-052,Final,Very Low,https://water.ca.gov/Programs/Groundwater-Management/Basin-Prioritization,01/01/2019,,Sustainable Groundwater Management Act Basin,Groundwater
CAre_RO272,Northern Region Office,"Each basin’s priority (high, medium, low, or very low) determines which provisions of California Statewide Groundwater Elevation Monitoring (CASGEM) and the Sustainable Groundwater Management Act (SGMA) apply.  SGMA requires medium- and high-priority basins to develop groundwater sustainability agencies (GSAs), develop groundwater sustainability plans (GSPs) and manage groundwater for long-term sustainability.",Dixie Valley,5-053,Final,Very Low,https://water.ca.gov/Programs/Groundwater-Management/Basin-Prioritization,01/01/2019,,Sustainable Groundwater Management Act Basin,Groundwater
CAre_RO273,Northern Region Office,"Each basin’s priority (high, medium, low, or very low) determines which provisions of California Statewide Groundwater Elevation Monitoring (CASGEM) and the Sustainable Groundwater Management Act (SGMA) apply.  SGMA requires medium- and high-priority basins to develop groundwater sustainability agencies (GSAs), develop groundwater sustainability plans (GSPs) and manage groundwater for long-term sustainability.",Ash Valley,5-054,Final,Very Low,https://water.ca.gov/Programs/Groundwater-Management/Basin-Prioritization,01/01/2019,,Sustainable Groundwater Management Act Basin,Groundwater
CAre_RO274,Northern Region Office,"Each basin’s priority (high, medium, low, or very low) determines which provisions of California Statewide Groundwater Elevation Monitoring (CASGEM) and the Sustainable Groundwater Management Act (SGMA) apply.  SGMA requires medium- and high-priority basins to develop groundwater sustainability agencies (GSAs), develop groundwater sustainability plans (GSPs) and manage groundwater for long-term sustainability.",Yellow Creek Valley,5-056,Final,Very Low,https://water.ca.gov/Programs/Groundwater-Management/Basin-Prioritization,01/01/2019,,Sustainable Groundwater Management Act Basin,Groundwater
CAre_RO275,Northern Region Office,"Each basin’s priority (high, medium, low, or very low) determines which provisions of California Statewide Groundwater Elevation Monitoring (CASGEM) and the Sustainable Groundwater Management Act (SGMA) apply.  SGMA requires medium- and high-priority basins to develop groundwater sustainability agencies (GSAs), develop groundwater sustainability plans (GSPs) and manage groundwater for long-term sustainability.",Last Chance Creek Valley,5-057,Final,Very Low,https://water.ca.gov/Programs/Groundwater-Management/Basin-Prioritization,01/01/2019,,Sustainable Groundwater Management Act Basin,Groundwater
CAre_RO276,Northern Region Office,"Each basin’s priority (high, medium, low, or very low) determines which provisions of California Statewide Groundwater Elevation Monitoring (CASGEM) and the Sustainable Groundwater Management Act (SGMA) apply.  SGMA requires medium- and high-priority basins to develop groundwater sustainability agencies (GSAs), develop groundwater sustainability plans (GSPs) and manage groundwater for long-term sustainability.",Clover Valley,5-058,Final,Very Low,https://water.ca.gov/Programs/Groundwater-Management/Basin-Prioritization,01/01/2019,,Sustainable Groundwater Management Act Basin,Groundwater
CAre_RO277,Northern Region Office,"Each basin’s priority (high, medium, low, or very low) determines which provisions of California Statewide Groundwater Elevation Monitoring (CASGEM) and the Sustainable Groundwater Management Act (SGMA) apply.  SGMA requires medium- and high-priority basins to develop groundwater sustainability agencies (GSAs), develop groundwater sustainability plans (GSPs) and manage groundwater for long-term sustainability.",Grizzly Valley,5-059,Final,Very Low,https://water.ca.gov/Programs/Groundwater-Management/Basin-Prioritization,01/01/2019,,Sustainable Groundwater Management Act Basin,Groundwater
CAre_RO278,Northern Region Office,"Each basin’s priority (high, medium, low, or very low) determines which provisions of California Statewide Groundwater Elevation Monitoring (CASGEM) and the Sustainable Groundwater Management Act (SGMA) apply.  SGMA requires medium- and high-priority basins to develop groundwater sustainability agencies (GSAs), develop groundwater sustainability plans (GSPs) and manage groundwater for long-term sustainability.",Humbug Valley,5-060,Final,Very Low,https://water.ca.gov/Programs/Groundwater-Management/Basin-Prioritization,01/01/2019,,Sustainable Groundwater Management Act Basin,Groundwater
CAre_RO279,Northern Region Office,"Each basin’s priority (high, medium, low, or very low) determines which provisions of California Statewide Groundwater Elevation Monitoring (CASGEM) and the Sustainable Groundwater Management Act (SGMA) apply.  SGMA requires medium- and high-priority basins to develop groundwater sustainability agencies (GSAs), develop groundwater sustainability plans (GSPs) and manage groundwater for long-term sustainability.",Chrome Town Area,5-061,Final,Very Low,https://water.ca.gov/Programs/Groundwater-Management/Basin-Prioritization,01/01/2019,,Sustainable Groundwater Management Act Basin,Groundwater
CAre_RO280,Northern Region Office,"Each basin’s priority (high, medium, low, or very low) determines which provisions of California Statewide Groundwater Elevation Monitoring (CASGEM) and the Sustainable Groundwater Management Act (SGMA) apply.  SGMA requires medium- and high-priority basins to develop groundwater sustainability agencies (GSAs), develop groundwater sustainability plans (GSPs) and manage groundwater for long-term sustainability.",Elk Creek Area,5-062,Final,Very Low,https://water.ca.gov/Programs/Groundwater-Management/Basin-Prioritization,01/01/2019,,Sustainable Groundwater Management Act Basin,Groundwater
CAre_RO281,Northern Region Office,"Each basin’s priority (high, medium, low, or very low) determines which provisions of California Statewide Groundwater Elevation Monitoring (CASGEM) and the Sustainable Groundwater Management Act (SGMA) apply.  SGMA requires medium- and high-priority basins to develop groundwater sustainability agencies (GSAs), develop groundwater sustainability plans (GSPs) and manage groundwater for long-term sustainability.",Stonyford Town Area,5-063,Final,Very Low,https://water.ca.gov/Programs/Groundwater-Management/Basin-Prioritization,01/01/2019,,Sustainable Groundwater Management Act Basin,Groundwater
CAre_RO282,Northern Region Office,"Each basin’s priority (high, medium, low, or very low) determines which provisions of California Statewide Groundwater Elevation Monitoring (CASGEM) and the Sustainable Groundwater Management Act (SGMA) apply.  SGMA requires medium- and high-priority basins to develop groundwater sustainability agencies (GSAs), develop groundwater sustainability plans (GSPs) and manage groundwater for long-term sustainability.",Bear Valley,5-064,Final,Very Low,https://water.ca.gov/Programs/Groundwater-Management/Basin-Prioritization,01/01/2019,,Sustainable Groundwater Management Act Basin,Groundwater
CAre_RO283,Northern Region Office,"Each basin’s priority (high, medium, low, or very low) determines which provisions of California Statewide Groundwater Elevation Monitoring (CASGEM) and the Sustainable Groundwater Management Act (SGMA) apply.  SGMA requires medium- and high-priority basins to develop groundwater sustainability agencies (GSAs), develop groundwater sustainability plans (GSPs) and manage groundwater for long-term sustainability.",Little Indian Valley,5-065,Final,Very Low,https://water.ca.gov/Programs/Groundwater-Management/Basin-Prioritization,01/01/2019,,Sustainable Groundwater Management Act Basin,Groundwater
CAre_RO284,Northern Region Office,"Each basin’s priority (high, medium, low, or very low) determines which provisions of California Statewide Groundwater Elevation Monitoring (CASGEM) and the Sustainable Groundwater Management Act (SGMA) apply.  SGMA requires medium- and high-priority basins to develop groundwater sustainability agencies (GSAs), develop groundwater sustainability plans (GSPs) and manage groundwater for long-term sustainability.",Clear Lake Cache Formation,5-066,Final,Very Low,https://water.ca.gov/Programs/Groundwater-Management/Basin-Prioritization,01/01/2019,,Sustainable Groundwater Management Act Basin,Groundwater
CAre_RO285,North Central Region Office,"Each basin’s priority (high, medium, low, or very low) determines which provisions of California Statewide Groundwater Elevation Monitoring (CASGEM) and the Sustainable Groundwater Management Act (SGMA) apply.  SGMA requires medium- and high-priority basins to develop groundwater sustainability agencies (GSAs), develop groundwater sustainability plans (GSPs) and manage groundwater for long-term sustainability.",Pope Valley,5-068,Final,Very Low,https://water.ca.gov/Programs/Groundwater-Management/Basin-Prioritization,01/01/2019,,Sustainable Groundwater Management Act Basin,Groundwater
CAre_RO286,South Central Region Office,"Each basin’s priority (high, medium, low, or very low) determines which provisions of California Statewide Groundwater Elevation Monitoring (CASGEM) and the Sustainable Groundwater Management Act (SGMA) apply.  SGMA requires medium- and high-priority basins to develop groundwater sustainability agencies (GSAs), develop groundwater sustainability plans (GSPs) and manage groundwater for long-term sustainability.",Yosemite Valley,5-069,Final,Very Low,https://water.ca.gov/Programs/Groundwater-Management/Basin-Prioritization,01/01/2019,,Sustainable Groundwater Management Act Basin,Groundwater
CAre_RO287,South Central Region Office,"Each basin’s priority (high, medium, low, or very low) determines which provisions of California Statewide Groundwater Elevation Monitoring (CASGEM) and the Sustainable Groundwater Management Act (SGMA) apply.  SGMA requires medium- and high-priority basins to develop groundwater sustainability agencies (GSAs), develop groundwater sustainability plans (GSPs) and manage groundwater for long-term sustainability.",Los Banos Creek Valley,5-070,Final,Very Low,https://water.ca.gov/Programs/Groundwater-Management/Basin-Prioritization,01/01/2019,,Sustainable Groundwater Management Act Basin,Groundwater
CAre_RO288,South Central Region Office,"Each basin’s priority (high, medium, low, or very low) determines which provisions of California Statewide Groundwater Elevation Monitoring (CASGEM) and the Sustainable Groundwater Management Act (SGMA) apply.  SGMA requires medium- and high-priority basins to develop groundwater sustainability agencies (GSAs), develop groundwater sustainability plans (GSPs) and manage groundwater for long-term sustainability.",Vallecitos Creek Valley,5-071,Final,Very Low,https://water.ca.gov/Programs/Groundwater-Management/Basin-Prioritization,01/01/2019,,Sustainable Groundwater Management Act Basin,Groundwater
CAre_RO289,South Central Region Office,"Each basin’s priority (high, medium, low, or very low) determines which provisions of California Statewide Groundwater Elevation Monitoring (CASGEM) and the Sustainable Groundwater Management Act (SGMA) apply.  SGMA requires medium- and high-priority basins to develop groundwater sustainability agencies (GSAs), develop groundwater sustainability plans (GSPs) and manage groundwater for long-term sustainability.",Brite Valley,5-080,Final,Very Low,https://water.ca.gov/Programs/Groundwater-Management/Basin-Prioritization,01/01/2019,,Sustainable Groundwater Management Act Basin,Groundwater
CAre_RO290,South Central Region Office,"Each basin’s priority (high, medium, low, or very low) determines which provisions of California Statewide Groundwater Elevation Monitoring (CASGEM) and the Sustainable Groundwater Management Act (SGMA) apply.  SGMA requires medium- and high-priority basins to develop groundwater sustainability agencies (GSAs), develop groundwater sustainability plans (GSPs) and manage groundwater for long-term sustainability.",Cuddy Canyon Valley,5-082,Final,Very Low,https://water.ca.gov/Programs/Groundwater-Management/Basin-Prioritization,01/01/2019,,Sustainable Groundwater Management Act Basin,Groundwater
CAre_RO291,Southern Region Office,"Each basin’s priority (high, medium, low, or very low) determines which provisions of California Statewide Groundwater Elevation Monitoring (CASGEM) and the Sustainable Groundwater Management Act (SGMA) apply.  SGMA requires medium- and high-priority basins to develop groundwater sustainability agencies (GSAs), develop groundwater sustainability plans (GSPs) and manage groundwater for long-term sustainability.",Cuddy Ranch Area,5-083,Final,Very Low,https://water.ca.gov/Programs/Groundwater-Management/Basin-Prioritization,01/01/2019,,Sustainable Groundwater Management Act Basin,Groundwater
CAre_RO292,South Central Region Office,"Each basin’s priority (high, medium, low, or very low) determines which provisions of California Statewide Groundwater Elevation Monitoring (CASGEM) and the Sustainable Groundwater Management Act (SGMA) apply.  SGMA requires medium- and high-priority basins to develop groundwater sustainability agencies (GSAs), develop groundwater sustainability plans (GSPs) and manage groundwater for long-term sustainability.",Cuddy Valley,5-084,Final,Very Low,https://water.ca.gov/Programs/Groundwater-Management/Basin-Prioritization,01/01/2019,,Sustainable Groundwater Management Act Basin,Groundwater
CAre_RO293,South Central Region Office,"Each basin’s priority (high, medium, low, or very low) determines which provisions of California Statewide Groundwater Elevation Monitoring (CASGEM) and the Sustainable Groundwater Management Act (SGMA) apply.  SGMA requires medium- and high-priority basins to develop groundwater sustainability agencies (GSAs), develop groundwater sustainability plans (GSPs) and manage groundwater for long-term sustainability.",Mil Potrero Area,5-085,Final,Very Low,https://water.ca.gov/Programs/Groundwater-Management/Basin-Prioritization,01/01/2019,,Sustainable Groundwater Management Act Basin,Groundwater
CAre_RO294,Northern Region Office,"Each basin’s priority (high, medium, low, or very low) determines which provisions of California Statewide Groundwater Elevation Monitoring (CASGEM) and the Sustainable Groundwater Management Act (SGMA) apply.  SGMA requires medium- and high-priority basins to develop groundwater sustainability agencies (GSAs), develop groundwater sustainability plans (GSPs) and manage groundwater for long-term sustainability.",Joseph Creek,5-086,Final,Very Low,https://water.ca.gov/Programs/Groundwater-Management/Basin-Prioritization,01/01/2019,,Sustainable Groundwater Management Act Basin,Groundwater
CAre_RO295,Northern Region Office,"Each basin’s priority (high, medium, low, or very low) determines which provisions of California Statewide Groundwater Elevation Monitoring (CASGEM) and the Sustainable Groundwater Management Act (SGMA) apply.  SGMA requires medium- and high-priority basins to develop groundwater sustainability agencies (GSAs), develop groundwater sustainability plans (GSPs) and manage groundwater for long-term sustainability.",Middle Fork Feather River,5-087,Final,Very Low,https://water.ca.gov/Programs/Groundwater-Management/Basin-Prioritization,01/01/2019,,Sustainable Groundwater Management Act Basin,Groundwater
CAre_RO296,Northern Region Office,"Each basin’s priority (high, medium, low, or very low) determines which provisions of California Statewide Groundwater Elevation Monitoring (CASGEM) and the Sustainable Groundwater Management Act (SGMA) apply.  SGMA requires medium- and high-priority basins to develop groundwater sustainability agencies (GSAs), develop groundwater sustainability plans (GSPs) and manage groundwater for long-term sustainability.",Stony Gorge Reservoir,5-088,Final,Very Low,https://water.ca.gov/Programs/Groundwater-Management/Basin-Prioritization,01/01/2019,,Sustainable Groundwater Management Act Basin,Groundwater
CAre_RO297,Northern Region Office,"Each basin’s priority (high, medium, low, or very low) determines which provisions of California Statewide Groundwater Elevation Monitoring (CASGEM) and the Sustainable Groundwater Management Act (SGMA) apply.  SGMA requires medium- and high-priority basins to develop groundwater sustainability agencies (GSAs), develop groundwater sustainability plans (GSPs) and manage groundwater for long-term sustainability.",Squaw Flat,5-089,Final,Very Low,https://water.ca.gov/Programs/Groundwater-Management/Basin-Prioritization,01/01/2019,,Sustainable Groundwater Management Act Basin,Groundwater
CAre_RO298,Northern Region Office,"Each basin’s priority (high, medium, low, or very low) determines which provisions of California Statewide Groundwater Elevation Monitoring (CASGEM) and the Sustainable Groundwater Management Act (SGMA) apply.  SGMA requires medium- and high-priority basins to develop groundwater sustainability agencies (GSAs), develop groundwater sustainability plans (GSPs) and manage groundwater for long-term sustainability.",Funks Creek,5-090,Final,Very Low,https://water.ca.gov/Programs/Groundwater-Management/Basin-Prioritization,01/01/2019,,Sustainable Groundwater Management Act Basin,Groundwater
CAre_RO299,Northern Region Office,"Each basin’s priority (high, medium, low, or very low) determines which provisions of California Statewide Groundwater Elevation Monitoring (CASGEM) and the Sustainable Groundwater Management Act (SGMA) apply.  SGMA requires medium- and high-priority basins to develop groundwater sustainability agencies (GSAs), develop groundwater sustainability plans (GSPs) and manage groundwater for long-term sustainability.",Antelope Creek,5-091,Final,Very Low,https://water.ca.gov/Programs/Groundwater-Management/Basin-Prioritization,01/01/2019,,Sustainable Groundwater Management Act Basin,Groundwater
CAre_RO300,Northern Region Office,"Each basin’s priority (high, medium, low, or very low) determines which provisions of California Statewide Groundwater Elevation Monitoring (CASGEM) and the Sustainable Groundwater Management Act (SGMA) apply.  SGMA requires medium- and high-priority basins to develop groundwater sustainability agencies (GSAs), develop groundwater sustainability plans (GSPs) and manage groundwater for long-term sustainability.",Blanchard Valley,5-092,Final,Very Low,https://water.ca.gov/Programs/Groundwater-Management/Basin-Prioritization,01/01/2019,,Sustainable Groundwater Management Act Basin,Groundwater
CAre_RO301,Northern Region Office,"Each basin’s priority (high, medium, low, or very low) determines which provisions of California Statewide Groundwater Elevation Monitoring (CASGEM) and the Sustainable Groundwater Management Act (SGMA) apply.  SGMA requires medium- and high-priority basins to develop groundwater sustainability agencies (GSAs), develop groundwater sustainability plans (GSPs) and manage groundwater for long-term sustainability.",Middle Creek,5-094,Final,Very Low,https://water.ca.gov/Programs/Groundwater-Management/Basin-Prioritization,01/01/2019,,Sustainable Groundwater Management Act Basin,Groundwater
CAre_RO302,Northern Region Office,"Each basin’s priority (high, medium, low, or very low) determines which provisions of California Statewide Groundwater Elevation Monitoring (CASGEM) and the Sustainable Groundwater Management Act (SGMA) apply.  SGMA requires medium- and high-priority basins to develop groundwater sustainability agencies (GSAs), develop groundwater sustainability plans (GSPs) and manage groundwater for long-term sustainability.",Meadow Valley,5-095,Final,Very Low,https://water.ca.gov/Programs/Groundwater-Management/Basin-Prioritization,01/01/2019,,Sustainable Groundwater Management Act Basin,Groundwater
CAre_RO303,Northern Region Office,"Each basin’s priority (high, medium, low, or very low) determines which provisions of California Statewide Groundwater Elevation Monitoring (CASGEM) and the Sustainable Groundwater Management Act (SGMA) apply.  SGMA requires medium- and high-priority basins to develop groundwater sustainability agencies (GSAs), develop groundwater sustainability plans (GSPs) and manage groundwater for long-term sustainability.",Surprise Valley,6-001,Final,Very Low,https://water.ca.gov/Programs/Groundwater-Management/Basin-Prioritization,01/01/2019,,Sustainable Groundwater Management Act Basin,Groundwater
CAre_RO304,Northern Region Office,"Each basin’s priority (high, medium, low, or very low) determines which provisions of California Statewide Groundwater Elevation Monitoring (CASGEM) and the Sustainable Groundwater Management Act (SGMA) apply.  SGMA requires medium- and high-priority basins to develop groundwater sustainability agencies (GSAs), develop groundwater sustainability plans (GSPs) and manage groundwater for long-term sustainability.",Madeline Plains,6-002,Final,Very Low,https://water.ca.gov/Programs/Groundwater-Management/Basin-Prioritization,01/01/2019,,Sustainable Groundwater Management Act Basin,Groundwater
CAre_RO305,Northern Region Office,"Each basin’s priority (high, medium, low, or very low) determines which provisions of California Statewide Groundwater Elevation Monitoring (CASGEM) and the Sustainable Groundwater Management Act (SGMA) apply.  SGMA requires medium- and high-priority basins to develop groundwater sustainability agencies (GSAs), develop groundwater sustainability plans (GSPs) and manage groundwater for long-term sustainability.",Willow Creek Valley,6-003,Final,Very Low,https://water.ca.gov/Programs/Groundwater-Management/Basin-Prioritization,01/01/2019,,Sustainable Groundwater Management Act Basin,Groundwater
CAre_RO306,Northern Region Office,"Each basin’s priority (high, medium, low, or very low) determines which provisions of California Statewide Groundwater Elevation Monitoring (CASGEM) and the Sustainable Groundwater Management Act (SGMA) apply.  SGMA requires medium- and high-priority basins to develop groundwater sustainability agencies (GSAs), develop groundwater sustainability plans (GSPs) and manage groundwater for long-term sustainability.",Honey Lake Valley,6-004,Final,Low,https://water.ca.gov/Programs/Groundwater-Management/Basin-Prioritization,01/01/2019,,Sustainable Groundwater Management Act Basin,Groundwater
CAre_RO307,North Central Region Office,"Each basin’s priority (high, medium, low, or very low) determines which provisions of California Statewide Groundwater Elevation Monitoring (CASGEM) and the Sustainable Groundwater Management Act (SGMA) apply.  SGMA requires medium- and high-priority basins to develop groundwater sustainability agencies (GSAs), develop groundwater sustainability plans (GSPs) and manage groundwater for long-term sustainability.",Tahoe Valley - Tahoe South,6-005.01,Final,Medium,https://water.ca.gov/Programs/Groundwater-Management/Basin-Prioritization,01/01/2019,,Sustainable Groundwater Management Act Basin,Groundwater
CAre_RO308,North Central Region Office,"Each basin’s priority (high, medium, low, or very low) determines which provisions of California Statewide Groundwater Elevation Monitoring (CASGEM) and the Sustainable Groundwater Management Act (SGMA) apply.  SGMA requires medium- and high-priority basins to develop groundwater sustainability agencies (GSAs), develop groundwater sustainability plans (GSPs) and manage groundwater for long-term sustainability.",Tahoe Valley - Tahoe West,6-005.02,Final,Very Low,https://water.ca.gov/Programs/Groundwater-Management/Basin-Prioritization,01/01/2019,,Sustainable Groundwater Management Act Basin,Groundwater
CAre_RO309,North Central Region Office,"Each basin’s priority (high, medium, low, or very low) determines which provisions of California Statewide Groundwater Elevation Monitoring (CASGEM) and the Sustainable Groundwater Management Act (SGMA) apply.  SGMA requires medium- and high-priority basins to develop groundwater sustainability agencies (GSAs), develop groundwater sustainability plans (GSPs) and manage groundwater for long-term sustainability.",Tahoe Valley - Tahoe North,6-005.03,Final,Very Low,https://water.ca.gov/Programs/Groundwater-Management/Basin-Prioritization,01/01/2019,,Sustainable Groundwater Management Act Basin,Groundwater
CAre_RO310,North Central Region Office,"Each basin’s priority (high, medium, low, or very low) determines which provisions of California Statewide Groundwater Elevation Monitoring (CASGEM) and the Sustainable Groundwater Management Act (SGMA) apply.  SGMA requires medium- and high-priority basins to develop groundwater sustainability agencies (GSAs), develop groundwater sustainability plans (GSPs) and manage groundwater for long-term sustainability.",Carson Valley,6-006,Final,Very Low,https://water.ca.gov/Programs/Groundwater-Management/Basin-Prioritization,01/01/2019,,Sustainable Groundwater Management Act Basin,Groundwater
CAre_RO311,North Central Region Office,"Each basin’s priority (high, medium, low, or very low) determines which provisions of California Statewide Groundwater Elevation Monitoring (CASGEM) and the Sustainable Groundwater Management Act (SGMA) apply.  SGMA requires medium- and high-priority basins to develop groundwater sustainability agencies (GSAs), develop groundwater sustainability plans (GSPs) and manage groundwater for long-term sustainability.",Antelope Valley,6-007,Final,Very Low,https://water.ca.gov/Programs/Groundwater-Management/Basin-Prioritization,01/01/2019,,Sustainable Groundwater Management Act Basin,Groundwater
CAre_RO312,North Central Region Office,"Each basin’s priority (high, medium, low, or very low) determines which provisions of California Statewide Groundwater Elevation Monitoring (CASGEM) and the Sustainable Groundwater Management Act (SGMA) apply.  SGMA requires medium- and high-priority basins to develop groundwater sustainability agencies (GSAs), develop groundwater sustainability plans (GSPs) and manage groundwater for long-term sustainability.",Bridgeport Valley,6-008,Final,Very Low,https://water.ca.gov/Programs/Groundwater-Management/Basin-Prioritization,01/01/2019,,Sustainable Groundwater Management Act Basin,Groundwater
CAre_RO313,Southern Region Office,"Each basin’s priority (high, medium, low, or very low) determines which provisions of California Statewide Groundwater Elevation Monitoring (CASGEM) and the Sustainable Groundwater Management Act (SGMA) apply.  SGMA requires medium- and high-priority basins to develop groundwater sustainability agencies (GSAs), develop groundwater sustainability plans (GSPs) and manage groundwater for long-term sustainability.",Mono Valley,6-009,Final,Very Low,https://water.ca.gov/Programs/Groundwater-Management/Basin-Prioritization,01/01/2019,,Sustainable Groundwater Management Act Basin,Groundwater
CAre_RO314,Southern Region Office,"Each basin’s priority (high, medium, low, or very low) determines which provisions of California Statewide Groundwater Elevation Monitoring (CASGEM) and the Sustainable Groundwater Management Act (SGMA) apply.  SGMA requires medium- and high-priority basins to develop groundwater sustainability agencies (GSAs), develop groundwater sustainability plans (GSPs) and manage groundwater for long-term sustainability.",Adobe Lake Valley,6-010,Final,Very Low,https://water.ca.gov/Programs/Groundwater-Management/Basin-Prioritization,01/01/2019,,Sustainable Groundwater Management Act Basin,Groundwater
CAre_RO315,Southern Region Office,"Each basin’s priority (high, medium, low, or very low) determines which provisions of California Statewide Groundwater Elevation Monitoring (CASGEM) and the Sustainable Groundwater Management Act (SGMA) apply.  SGMA requires medium- and high-priority basins to develop groundwater sustainability agencies (GSAs), develop groundwater sustainability plans (GSPs) and manage groundwater for long-term sustainability.",Long Valley,6-011,Final,Very Low,https://water.ca.gov/Programs/Groundwater-Management/Basin-Prioritization,01/01/2019,,Sustainable Groundwater Management Act Basin,Groundwater
CAre_RO316,Southern Region Office,"Each basin’s priority (high, medium, low, or very low) determines which provisions of California Statewide Groundwater Elevation Monitoring (CASGEM) and the Sustainable Groundwater Management Act (SGMA) apply.  SGMA requires medium- and high-priority basins to develop groundwater sustainability agencies (GSAs), develop groundwater sustainability plans (GSPs) and manage groundwater for long-term sustainability.",Owens Valley - Owens Valley,6-012.01,Final,Low,https://water.ca.gov/Programs/Groundwater-Management/Basin-Prioritization,01/01/2019,,Sustainable Groundwater Management Act Basin,Groundwater
CAre_RO317,Southern Region Office,"Each basin’s priority (high, medium, low, or very low) determines which provisions of California Statewide Groundwater Elevation Monitoring (CASGEM) and the Sustainable Groundwater Management Act (SGMA) apply.  SGMA requires medium- and high-priority basins to develop groundwater sustainability agencies (GSAs), develop groundwater sustainability plans (GSPs) and manage groundwater for long-term sustainability.",Owens Valley - Fish Slough,6-012.02,Final,Very Low,https://water.ca.gov/Programs/Groundwater-Management/Basin-Prioritization,01/01/2019,,Sustainable Groundwater Management Act Basin,Groundwater
CAre_RO318,Southern Region Office,"Each basin’s priority (high, medium, low, or very low) determines which provisions of California Statewide Groundwater Elevation Monitoring (CASGEM) and the Sustainable Groundwater Management Act (SGMA) apply.  SGMA requires medium- and high-priority basins to develop groundwater sustainability agencies (GSAs), develop groundwater sustainability plans (GSPs) and manage groundwater for long-term sustainability.",Black Springs Valley,6-013,Final,Very Low,https://water.ca.gov/Programs/Groundwater-Management/Basin-Prioritization,01/01/2019,,Sustainable Groundwater Management Act Basin,Groundwater
CAre_RO319,Southern Region Office,"Each basin’s priority (high, medium, low, or very low) determines which provisions of California Statewide Groundwater Elevation Monitoring (CASGEM) and the Sustainable Groundwater Management Act (SGMA) apply.  SGMA requires medium- and high-priority basins to develop groundwater sustainability agencies (GSAs), develop groundwater sustainability plans (GSPs) and manage groundwater for long-term sustainability.",Fish Lake Valley,6-014,Final,Low,https://water.ca.gov/Programs/Groundwater-Management/Basin-Prioritization,01/01/2019,,Sustainable Groundwater Management Act Basin,Groundwater
CAre_RO320,Southern Region Office,"Each basin’s priority (high, medium, low, or very low) determines which provisions of California Statewide Groundwater Elevation Monitoring (CASGEM) and the Sustainable Groundwater Management Act (SGMA) apply.  SGMA requires medium- and high-priority basins to develop groundwater sustainability agencies (GSAs), develop groundwater sustainability plans (GSPs) and manage groundwater for long-term sustainability.",Deep Springs Valley,6-015,Final,Very Low,https://water.ca.gov/Programs/Groundwater-Management/Basin-Prioritization,01/01/2019,,Sustainable Groundwater Management Act Basin,Groundwater
CAre_RO321,Southern Region Office,"Each basin’s priority (high, medium, low, or very low) determines which provisions of California Statewide Groundwater Elevation Monitoring (CASGEM) and the Sustainable Groundwater Management Act (SGMA) apply.  SGMA requires medium- and high-priority basins to develop groundwater sustainability agencies (GSAs), develop groundwater sustainability plans (GSPs) and manage groundwater for long-term sustainability.",Eureka Valley,6-016,Final,Very Low,https://water.ca.gov/Programs/Groundwater-Management/Basin-Prioritization,01/01/2019,,Sustainable Groundwater Management Act Basin,Groundwater
CAre_RO322,Southern Region Office,"Each basin’s priority (high, medium, low, or very low) determines which provisions of California Statewide Groundwater Elevation Monitoring (CASGEM) and the Sustainable Groundwater Management Act (SGMA) apply.  SGMA requires medium- and high-priority basins to develop groundwater sustainability agencies (GSAs), develop groundwater sustainability plans (GSPs) and manage groundwater for long-term sustainability.",Saline Valley,6-017,Final,Very Low,https://water.ca.gov/Programs/Groundwater-Management/Basin-Prioritization,01/01/2019,,Sustainable Groundwater Management Act Basin,Groundwater
CAre_RO323,Southern Region Office,"Each basin’s priority (high, medium, low, or very low) determines which provisions of California Statewide Groundwater Elevation Monitoring (CASGEM) and the Sustainable Groundwater Management Act (SGMA) apply.  SGMA requires medium- and high-priority basins to develop groundwater sustainability agencies (GSAs), develop groundwater sustainability plans (GSPs) and manage groundwater for long-term sustainability.",Death Valley,6-018,Final,Very Low,https://water.ca.gov/Programs/Groundwater-Management/Basin-Prioritization,01/01/2019,,Sustainable Groundwater Management Act Basin,Groundwater
