OID_,LocationID,LocationCode,LocationName,LocationPath,LocationType,IsExternalLocation,Longitude,Latitude,UtcOffset,LastModified,ElevationUnits,Elevation,Description,Tags,ExtendedAttributeValues,StatusDesc,ActiveFlag
62,3d5678d7fca94932a207a07ab2a90cf4,41U 09000,Dearborn River Mouth,All Locations.DNRC WMB.Upper Missouri.Dearborn,Hydrology Station,0,-111.913349999999994,47.131180000000001,-PT7H,2/4/2021 19:37:25,ft,3430.500000000000000,Located near confluence with Missouri ,"[{""UniqueId"": ""0050e89ff43c43ee8d161c6d06693223"", ""Name"": ""DNRC WMB"", ""Key"": ""DNRC WMB"", ""Value"": null}, {""UniqueId"": ""1b939a66263447099c7e3f5f46e00920"", ""Name"": ""Upper Missouri"", ""Key"": ""Upper Missouri"", ""Value"": null}, {""UniqueId"": ""9ebc5b994d7c47c8bac66b925b7f8679"", ""Name"": ""Dearborn"", ""Key"": ""Dearborn"", ""Value"": null}, {""UniqueId"": ""2ee02013db614ffa8c842e15879633be"", ""Name"": ""Discontinued"", ""Key"": ""Discontinued"", ""Value"": null}]",[],Discontinued,1
63,5a6678db59754fbfbf597fe347236886,41K 09900,Mill Coulee Ck nr Sun River,All Locations.DNRC WMB.Upper Missouri.Sun,Hydrology Station,0,-111.710650000000001,47.544784000000000,-PT7H,2/4/2021 19:00:53,ft,3433.000000000000000,,"[{""UniqueId"": ""0050e89ff43c43ee8d161c6d06693223"", ""Name"": ""DNRC WMB"", ""Key"": ""DNRC WMB"", ""Value"": null}, {""UniqueId"": ""1b939a66263447099c7e3f5f46e00920"", ""Name"": ""Upper Missouri"", ""Key"": ""Upper Missouri"", ""Value"": null}, {""UniqueId"": ""19e6c0db722f44879eab5ec873e2c487"", ""Name"": ""Sun"", ""Key"": ""Sun"", ""Value"": null}, {""UniqueId"": ""55356f4ad4764f1ebf8fc8506638e32c"", ""Name"": ""Real-time"", ""Key"": ""Real-time"", ""Value"": null}]",[],Real-time,1
64,2fd12964a0754bb4ad1a7ce612544a2b,SR 001,Upper Elk Creek at FS Boundary,All Locations.DNRC WMB.Upper Missouri.Sun,Hydrology Station,0,-112.550833299999994,47.341944400000003,-PT7H,2/4/2021 20:01:47,ft,4793.800000000000182,Stevens Chart Recorder,"[{""UniqueId"": ""0050e89ff43c43ee8d161c6d06693223"", ""Name"": ""DNRC WMB"", ""Key"": ""DNRC WMB"", ""Value"": null}, {""UniqueId"": ""1b939a66263447099c7e3f5f46e00920"", ""Name"": ""Upper Missouri"", ""Key"": ""Upper Missouri"", ""Value"": null}, {""UniqueId"": ""19e6c0db722f44879eab5ec873e2c487"", ""Name"": ""Sun"", ""Key"": ""Sun"", ""Value"": null}, {""UniqueId"": ""2ee02013db614ffa8c842e15879633be"", ""Name"": ""Discontinued"", ""Key"": ""Discontinued"", ""Value"": null}]",[],Discontinued,1
65,27616f123f45481899528ef744ee1fae,SR 002,Lower Elk Creek near Augusta,All Locations.DNRC WMB.Upper Missouri.Sun,Hydrology Station,0,-112.343333000000001,47.507777800000000,-PT7H,2/4/2021 20:02:57,ft,3983.199999999999818,Aqua Rod in Stilling Well,"[{""UniqueId"": ""0050e89ff43c43ee8d161c6d06693223"", ""Name"": ""DNRC WMB"", ""Key"": ""DNRC WMB"", ""Value"": null}, {""UniqueId"": ""1b939a66263447099c7e3f5f46e00920"", ""Name"": ""Upper Missouri"", ""Key"": ""Upper Missouri"", ""Value"": null}, {""UniqueId"": ""19e6c0db722f44879eab5ec873e2c487"", ""Name"": ""Sun"", ""Key"": ""Sun"", ""Value"": null}, {""UniqueId"": ""2ee02013db614ffa8c842e15879633be"", ""Name"": ""Discontinued"", ""Key"": ""Discontinued"", ""Value"": null}]",[],Discontinued,1
66,1ac97ef6cdba4bc58d309b91fdea01b0,SR 004,Duck Creek above Simms Ashuelot Rd Bridge,All Locations.DNRC WMB.Upper Missouri.Sun,Hydrology Station,0,-111.886111099999994,47.516111100000003,-PT7H,2/4/2021 20:04:41,ft,3523.599999999999909,Aqua Rod in Stilling Well,"[{""UniqueId"": ""0050e89ff43c43ee8d161c6d06693223"", ""Name"": ""DNRC WMB"", ""Key"": ""DNRC WMB"", ""Value"": null}, {""UniqueId"": ""1b939a66263447099c7e3f5f46e00920"", ""Name"": ""Upper Missouri"", ""Key"": ""Upper Missouri"", ""Value"": null}, {""UniqueId"": ""19e6c0db722f44879eab5ec873e2c487"", ""Name"": ""Sun"", ""Key"": ""Sun"", ""Value"": null}, {""UniqueId"": ""55356f4ad4764f1ebf8fc8506638e32c"", ""Name"": ""Real-time"", ""Key"": ""Real-time"", ""Value"": null}]",[],Real-time,1
67,4d47ccf189164034820dbfa3ab8d5ad6,SR 006,Upper Mill Coulee,All Locations.DNRC WMB.Upper Missouri.Sun,Hydrology Station,0,-111.764222000000004,47.558333300000001,-PT7H,2/4/2021 20:08:12,ft,3967.000000000000000, Site discontinued in 2011,"[{""UniqueId"": ""0050e89ff43c43ee8d161c6d06693223"", ""Name"": ""DNRC WMB"", ""Key"": ""DNRC WMB"", ""Value"": null}, {""UniqueId"": ""1b939a66263447099c7e3f5f46e00920"", ""Name"": ""Upper Missouri"", ""Key"": ""Upper Missouri"", ""Value"": null}, {""UniqueId"": ""19e6c0db722f44879eab5ec873e2c487"", ""Name"": ""Sun"", ""Key"": ""Sun"", ""Value"": null}, {""UniqueId"": ""2ee02013db614ffa8c842e15879633be"", ""Name"": ""Discontinued"", ""Key"": ""Discontinued"", ""Value"": null}]",[],Discontinued,1
68,5e7c1d4a41564ac982c419d0a2d37866,SR 007,Rocky Reef Ditch,All Locations.DNRC WMB.Upper Missouri.Sun,Hydrology Station,0,-111.857860000000002,47.518259999999998,-PT7H,2/4/2021 20:08:58,m,3497.000000000000000,Type A-35 float recorder with stilling well,"[{""UniqueId"": ""0050e89ff43c43ee8d161c6d06693223"", ""Name"": ""DNRC WMB"", ""Key"": ""DNRC WMB"", ""Value"": null}, {""UniqueId"": ""1b939a66263447099c7e3f5f46e00920"", ""Name"": ""Upper Missouri"", ""Key"": ""Upper Missouri"", ""Value"": null}, {""UniqueId"": ""19e6c0db722f44879eab5ec873e2c487"", ""Name"": ""Sun"", ""Key"": ""Sun"", ""Value"": null}, {""UniqueId"": ""2ee02013db614ffa8c842e15879633be"", ""Name"": ""Discontinued"", ""Key"": ""Discontinued"", ""Value"": null}]",[],Discontinued,1
69,33404887f3e347249e960ad058b3ca15,41C 04500,Ruby River at Coy Brown Bridge,All Locations.DNRC WMB.Upper Missouri.Ruby,Hydrology Station,0,-112.099320000000006,45.289189999999998,-PT7H,2/4/2021 18:46:43,m,5194.000000000000000,,"[{""UniqueId"": ""0050e89ff43c43ee8d161c6d06693223"", ""Name"": ""DNRC WMB"", ""Key"": ""DNRC WMB"", ""Value"": null}, {""UniqueId"": ""1b939a66263447099c7e3f5f46e00920"", ""Name"": ""Upper Missouri"", ""Key"": ""Upper Missouri"", ""Value"": null}, {""UniqueId"": ""1fa2958a8aa544a296fca30809e38485"", ""Name"": ""Ruby"", ""Key"": ""Ruby"", ""Value"": null}, {""UniqueId"": ""2ee02013db614ffa8c842e15879633be"", ""Name"": ""Discontinued"", ""Key"": ""Discontinued"", ""Value"": null}]",[],Discontinued,1
70,be9d6877f0b94b53b4cb8f522803364d,41C 04900,Clear Creek near Alder,All Locations.DNRC WMB.Upper Missouri.Ruby,Hydrology Station,0,-112.120355000000004,45.320020000000000,-PT7H,2/4/2021 18:47:04,ft,5121.000000000000000,Old side channel of the Ruby River where water is diverted down to supply irrigation. Also gains water through springs and return flow.,"[{""UniqueId"": ""0050e89ff43c43ee8d161c6d06693223"", ""Name"": ""DNRC WMB"", ""Key"": ""DNRC WMB"", ""Value"": null}, {""UniqueId"": ""1b939a66263447099c7e3f5f46e00920"", ""Name"": ""Upper Missouri"", ""Key"": ""Upper Missouri"", ""Value"": null}, {""UniqueId"": ""1fa2958a8aa544a296fca30809e38485"", ""Name"": ""Ruby"", ""Key"": ""Ruby"", ""Value"": null}, {""UniqueId"": ""f75b412b0bd041628030306f1ef41714"", ""Name"": ""Seasonal"", ""Key"": ""Seasonal"", ""Value"": null}]",[],Seasonal,1
71,cf75ef677a844eefb8d64b13dece00f4,41C 05000,Ruby River at Alder,All Locations.DNRC WMB.Upper Missouri.Ruby,Hydrology Station,0,-112.117509999999996,45.319800000000001,-PT7H,2/4/2021 18:47:20,ft,5125.000000000000000,"Ruby River at the Alder Bridge, turn at Alder school.","[{""UniqueId"": ""0050e89ff43c43ee8d161c6d06693223"", ""Name"": ""DNRC WMB"", ""Key"": ""DNRC WMB"", ""Value"": null}, {""UniqueId"": ""1b939a66263447099c7e3f5f46e00920"", ""Name"": ""Upper Missouri"", ""Key"": ""Upper Missouri"", ""Value"": null}, {""UniqueId"": ""1fa2958a8aa544a296fca30809e38485"", ""Name"": ""Ruby"", ""Key"": ""Ruby"", ""Value"": null}, {""UniqueId"": ""f75b412b0bd041628030306f1ef41714"", ""Name"": ""Seasonal"", ""Key"": ""Seasonal"", ""Value"": null}]",[],Seasonal,1
72,edd99425865543af938a4d0fe4d4f3eb,41C 07000,Ruby River at Silver Springs,All Locations.DNRC WMB.Upper Missouri.Ruby,Hydrology Station,0,-112.205020000000005,45.410730000000001,-PT7H,2/4/2021 18:47:35,ft,4894.000000000000000,Ruby River just upstream of Silver Springs Bridge,"[{""UniqueId"": ""0050e89ff43c43ee8d161c6d06693223"", ""Name"": ""DNRC WMB"", ""Key"": ""DNRC WMB"", ""Value"": null}, {""UniqueId"": ""1b939a66263447099c7e3f5f46e00920"", ""Name"": ""Upper Missouri"", ""Key"": ""Upper Missouri"", ""Value"": null}, {""UniqueId"": ""1fa2958a8aa544a296fca30809e38485"", ""Name"": ""Ruby"", ""Key"": ""Ruby"", ""Value"": null}, {""UniqueId"": ""f75b412b0bd041628030306f1ef41714"", ""Name"": ""Seasonal"", ""Key"": ""Seasonal"", ""Value"": null}]",[],Seasonal,1
73,93bb576a8a62477f9c4c8240c3eb882f,41C 08000,Ruby River at Harrington Bridge,All Locations.DNRC WMB.Upper Missouri.Ruby,Hydrology Station,0,-112.256079999999997,45.433239999999998,-PT7H,2/12/2021 19:05:11,ft,4824.000000000000000,Ruby River just upstream of Harrington Bridge,"[{""UniqueId"": ""0050e89ff43c43ee8d161c6d06693223"", ""Name"": ""DNRC WMB"", ""Key"": ""DNRC WMB"", ""Value"": null}, {""UniqueId"": ""1b939a66263447099c7e3f5f46e00920"", ""Name"": ""Upper Missouri"", ""Key"": ""Upper Missouri"", ""Value"": null}, {""UniqueId"": ""1fa2958a8aa544a296fca30809e38485"", ""Name"": ""Ruby"", ""Key"": ""Ruby"", ""Value"": null}, {""UniqueId"": ""55356f4ad4764f1ebf8fc8506638e32c"", ""Name"": ""Real-time"", ""Key"": ""Real-time"", ""Value"": null}]",[],Real-time,1
74,3ea8f9b8f5894f908e14bc987341daa2,41C 09000,Ruby River at Wheatley,All Locations.DNRC WMB.Upper Missouri.Ruby,Hydrology Station,0,-112.301379999999995,45.469290000000001,-PT7H,2/4/2021 18:47:48,ft,4744.000000000000000,Ruby River at Wheatley Bridge,"[{""UniqueId"": ""0050e89ff43c43ee8d161c6d06693223"", ""Name"": ""DNRC WMB"", ""Key"": ""DNRC WMB"", ""Value"": null}, {""UniqueId"": ""1b939a66263447099c7e3f5f46e00920"", ""Name"": ""Upper Missouri"", ""Key"": ""Upper Missouri"", ""Value"": null}, {""UniqueId"": ""1fa2958a8aa544a296fca30809e38485"", ""Name"": ""Ruby"", ""Key"": ""Ruby"", ""Value"": null}, {""UniqueId"": ""f75b412b0bd041628030306f1ef41714"", ""Name"": ""Seasonal"", ""Key"": ""Seasonal"", ""Value"": null}]",[],Seasonal,1
75,29d9b033bb764164afc61a99a28cbf12,41D 07790,Smart Creek spring creek nr mouth,All Locations.DNRC WMB.Upper Missouri.Wise River,Hydrology Station,0,-112.951400000000007,45.794350000000001,-PT7H,2/4/2021 17:20:01,ft,5641.000000000000000,TruTrack is on right bank 50 feet above mouth,"[{""UniqueId"": ""0050e89ff43c43ee8d161c6d06693223"", ""Name"": ""DNRC WMB"", ""Key"": ""DNRC WMB"", ""Value"": null}, {""UniqueId"": ""1b939a66263447099c7e3f5f46e00920"", ""Name"": ""Upper Missouri"", ""Key"": ""Upper Missouri"", ""Value"": null}, {""UniqueId"": ""45d2b9cc02cf4411900105b79beb6578"", ""Name"": ""Wise River"", ""Key"": ""Wise River"", ""Value"": null}, {""UniqueId"": ""2ee02013db614ffa8c842e15879633be"", ""Name"": ""Discontinued"", ""Key"": ""Discontinued"", ""Value"": null}]",[],Discontinued,1
76,d258c9432b7a4f79b7fac1804e0cde10,41D 07850,Wise River below Pattengail Creek confluence,All Locations.DNRC WMB.Upper Missouri.Wise River,Hydrology Station,0,-113.059039999999996,45.684460000000001,-PT7H,2/4/2021 17:21:22,ft,6258.000000000000000,TruTrack on left bank 60 feet below highway turnout,"[{""UniqueId"": ""0050e89ff43c43ee8d161c6d06693223"", ""Name"": ""DNRC WMB"", ""Key"": ""DNRC WMB"", ""Value"": null}, {""UniqueId"": ""1b939a66263447099c7e3f5f46e00920"", ""Name"": ""Upper Missouri"", ""Key"": ""Upper Missouri"", ""Value"": null}, {""UniqueId"": ""45d2b9cc02cf4411900105b79beb6578"", ""Name"": ""Wise River"", ""Key"": ""Wise River"", ""Value"": null}, {""UniqueId"": ""2ee02013db614ffa8c842e15879633be"", ""Name"": ""Discontinued"", ""Key"": ""Discontinued"", ""Value"": null}]",[],Discontinued,1
77,6aa17c8ac8ac403abcef4fd75345805a,41D 07870,Wise River above Upper PKR Ditch headgate,All Locations.DNRC WMB.Upper Missouri.Wise River,Hydrology Station,0,-112.962919999999997,45.764229999999998,-PT7H,3/11/2021 18:50:01,ft,5762.000000000000000,TruTrack on right bank 70 feet above headgate,"[{""UniqueId"": ""0050e89ff43c43ee8d161c6d06693223"", ""Name"": ""DNRC WMB"", ""Key"": ""DNRC WMB"", ""Value"": null}, {""UniqueId"": ""1b939a66263447099c7e3f5f46e00920"", ""Name"": ""Upper Missouri"", ""Key"": ""Upper Missouri"", ""Value"": null}, {""UniqueId"": ""45d2b9cc02cf4411900105b79beb6578"", ""Name"": ""Wise River"", ""Key"": ""Wise River"", ""Value"": null}, {""UniqueId"": ""2ee02013db614ffa8c842e15879633be"", ""Name"": ""Discontinued"", ""Key"": ""Discontinued"", ""Value"": null}]",[],Discontinued,1
78,a61e9c1d12b44ee2a7abb8e0020e25a0,41D 07900,Wise River nr mouth,All Locations.DNRC WMB.Upper Missouri.Wise River,Hydrology Station,0,-112.949709999999996,45.797510000000003,-PT7H,2/4/2021 19:13:18,ft,5624.000000000000000,Sutron Bubbler and SatLink2,"[{""UniqueId"": ""0050e89ff43c43ee8d161c6d06693223"", ""Name"": ""DNRC WMB"", ""Key"": ""DNRC WMB"", ""Value"": null}, {""UniqueId"": ""1b939a66263447099c7e3f5f46e00920"", ""Name"": ""Upper Missouri"", ""Key"": ""Upper Missouri"", ""Value"": null}, {""UniqueId"": ""45d2b9cc02cf4411900105b79beb6578"", ""Name"": ""Wise River"", ""Key"": ""Wise River"", ""Value"": null}, {""UniqueId"": ""55356f4ad4764f1ebf8fc8506638e32c"", ""Name"": ""Real-time"", ""Key"": ""Real-time"", ""Value"": null}]",[],Real-time,1
79,49345f90cbf241d290a36b66bf308e44,41I 03500,"Deep Creek near Townsend, MT",All Locations.DNRC WMB.Upper Missouri.Deep Creek,Hydrology Station,0,-111.462079000000003,46.297164000000002,-PT7H,2/4/2021 18:55:23,ft,3936.000000000000000,,"[{""UniqueId"": ""0050e89ff43c43ee8d161c6d06693223"", ""Name"": ""DNRC WMB"", ""Key"": ""DNRC WMB"", ""Value"": null}, {""UniqueId"": ""1b939a66263447099c7e3f5f46e00920"", ""Name"": ""Upper Missouri"", ""Key"": ""Upper Missouri"", ""Value"": null}, {""UniqueId"": ""6c53f48e22e14da3b71eb309c97791f0"", ""Name"": ""Deep Creek"", ""Key"": ""Deep Creek"", ""Value"": null}, {""UniqueId"": ""55356f4ad4764f1ebf8fc8506638e32c"", ""Name"": ""Real-time"", ""Key"": ""Real-time"", ""Value"": null}]",[],Real-time,1
80,0ab2f00c8e344ee4a95ce8af3d76ea0d,41I 06060,Tenmile Creek at Treatment Plant Bridge,All Locations.DNRC WMB.Upper Missouri.Tenmile Creek,Hydrology Station,0,-112.215699999999998,46.571790000000000,-PT7H,2/4/2021 17:48:12,ft,4432.000000000000000,TruTrack on left bank at downstream edge of bridge.,"[{""UniqueId"": ""0050e89ff43c43ee8d161c6d06693223"", ""Name"": ""DNRC WMB"", ""Key"": ""DNRC WMB"", ""Value"": null}, {""UniqueId"": ""1b939a66263447099c7e3f5f46e00920"", ""Name"": ""Upper Missouri"", ""Key"": ""Upper Missouri"", ""Value"": null}, {""UniqueId"": ""df4c079975d446789653afaa073198b3"", ""Name"": ""Tenmile Creek"", ""Key"": ""Tenmile Creek"", ""Value"": null}, {""UniqueId"": ""2ee02013db614ffa8c842e15879633be"", ""Name"": ""Discontinued"", ""Key"": ""Discontinued"", ""Value"": null}]",[],Discontinued,1
81,3843584356604980adb399a56de1aa8a,41O 04000,Teton River at Saylor Bridge,All Locations.DNRC WMB.Upper Missouri.Teton,Hydrology Station,0,-112.236722000000000,47.851849000000001,-PT7H,3/22/2021 17:57:40,ft,3936.000000000000000,Located below Bridge,"[{""UniqueId"": ""0050e89ff43c43ee8d161c6d06693223"", ""Name"": ""DNRC WMB"", ""Key"": ""DNRC WMB"", ""Value"": null}, {""UniqueId"": ""1b939a66263447099c7e3f5f46e00920"", ""Name"": ""Upper Missouri"", ""Key"": ""Upper Missouri"", ""Value"": null}, {""UniqueId"": ""e4059a2556d24c0584ce47ce5b09d2e5"", ""Name"": ""Teton"", ""Key"": ""Teton"", ""Value"": null}, {""UniqueId"": ""f75b412b0bd041628030306f1ef41714"", ""Name"": ""Seasonal"", ""Key"": ""Seasonal"", ""Value"": null}]",[],Seasonal,1
82,216d4799b1204631ab40c72fbcff6295,41O 02900,McDonald Creek near Mouth,All Locations.DNRC WMB.Upper Missouri.Teton,Hydrology Station,0,-112.362124699999995,47.881256399999998,-PT7H,2/4/2021 19:02:42,ft,4183.000000000000000,Tru Track in Stilling Well,"[{""UniqueId"": ""0050e89ff43c43ee8d161c6d06693223"", ""Name"": ""DNRC WMB"", ""Key"": ""DNRC WMB"", ""Value"": null}, {""UniqueId"": ""1b939a66263447099c7e3f5f46e00920"", ""Name"": ""Upper Missouri"", ""Key"": ""Upper Missouri"", ""Value"": null}, {""UniqueId"": ""e4059a2556d24c0584ce47ce5b09d2e5"", ""Name"": ""Teton"", ""Key"": ""Teton"", ""Value"": null}, {""UniqueId"": ""f75b412b0bd041628030306f1ef41714"", ""Name"": ""Seasonal"", ""Key"": ""Seasonal"", ""Value"": null}]",[],Seasonal,1
83,fb9d298d07294311b2a0bb2aada61a39,41O 03000,Teton River above Springhill,All Locations.DNRC WMB.Upper Missouri.Teton,Hydrology Station,0,-112.301062999999999,47.871538999999999,-PT7H,2/4/2021 19:08:59,ft,4058.000000000000000,Real-time Bubbler System,"[{""UniqueId"": ""0050e89ff43c43ee8d161c6d06693223"", ""Name"": ""DNRC WMB"", ""Key"": ""DNRC WMB"", ""Value"": null}, {""UniqueId"": ""1b939a66263447099c7e3f5f46e00920"", ""Name"": ""Upper Missouri"", ""Key"": ""Upper Missouri"", ""Value"": null}, {""UniqueId"": ""e4059a2556d24c0584ce47ce5b09d2e5"", ""Name"": ""Teton"", ""Key"": ""Teton"", ""Value"": null}, {""UniqueId"": ""55356f4ad4764f1ebf8fc8506638e32c"", ""Name"": ""Real-time"", ""Key"": ""Real-time"", ""Value"": null}]",[],Real-time,1
84,0ef8ff19c430492095f4fea4330fbdca,41O 04500,Teton River below Hwy 287 Bridge,All Locations.DNRC WMB.Upper Missouri.Teton,Hydrology Station,0,-112.179164000000000,47.788788199999999,-PT7H,3/22/2021 17:55:57,ft,3778.000000000000000,Located approximately 1 mile downstream of Highway 287 bridge,"[{""UniqueId"": ""0050e89ff43c43ee8d161c6d06693223"", ""Name"": ""DNRC WMB"", ""Key"": ""DNRC WMB"", ""Value"": null}, {""UniqueId"": ""1b939a66263447099c7e3f5f46e00920"", ""Name"": ""Upper Missouri"", ""Key"": ""Upper Missouri"", ""Value"": null}, {""UniqueId"": ""e4059a2556d24c0584ce47ce5b09d2e5"", ""Name"": ""Teton"", ""Key"": ""Teton"", ""Value"": null}, {""UniqueId"": ""2ee02013db614ffa8c842e15879633be"", ""Name"": ""Discontinued"", ""Key"": ""Discontinued"", ""Value"": null}]",[],Discontinued,1
85,03aa776c78ec439ca25e12032916ce13,41O 04810,Upper Deep Creek above Deep Creek Road,All Locations.DNRC WMB.Upper Missouri.Teton,Hydrology Station,0,-112.590123300000002,47.715197799999999,-PT7H,2/4/2021 19:11:33,ft,4633.000000000000000, Tru Track in Stilling Well,"[{""UniqueId"": ""0050e89ff43c43ee8d161c6d06693223"", ""Name"": ""DNRC WMB"", ""Key"": ""DNRC WMB"", ""Value"": null}, {""UniqueId"": ""1b939a66263447099c7e3f5f46e00920"", ""Name"": ""Upper Missouri"", ""Key"": ""Upper Missouri"", ""Value"": null}, {""UniqueId"": ""e4059a2556d24c0584ce47ce5b09d2e5"", ""Name"": ""Teton"", ""Key"": ""Teton"", ""Value"": null}, {""UniqueId"": ""2ee02013db614ffa8c842e15879633be"", ""Name"": ""Discontinued"", ""Key"": ""Discontinued"", ""Value"": null}]",[],Discontinued,1
86,478be3d1f8db4f87a671300a4d94e54c,41O 04850,"Deep Creek near Choteau, MT",All Locations.DNRC WMB.Upper Missouri.Teton,Hydrology Station,0,-112.390428999999997,47.714917000000000,-PT7H,2/4/2021 19:12:43,ft,4120.000000000000000,Deep Creek below Pishkun Road bridge,"[{""UniqueId"": ""0050e89ff43c43ee8d161c6d06693223"", ""Name"": ""DNRC WMB"", ""Key"": ""DNRC WMB"", ""Value"": null}, {""UniqueId"": ""1b939a66263447099c7e3f5f46e00920"", ""Name"": ""Upper Missouri"", ""Key"": ""Upper Missouri"", ""Value"": null}, {""UniqueId"": ""e4059a2556d24c0584ce47ce5b09d2e5"", ""Name"": ""Teton"", ""Key"": ""Teton"", ""Value"": null}, {""UniqueId"": ""55356f4ad4764f1ebf8fc8506638e32c"", ""Name"": ""Real-time"", ""Key"": ""Real-time"", ""Value"": null}]",[],Real-time,1
87,8d254457e89f4913862c0cc46b2b988a,41O 04855,Willow Creek,All Locations.DNRC WMB.Upper Missouri.Teton,Hydrology Station,0,-112.410950999999997,47.774810000000002,-PT7H,2/4/2021 19:15:33,ft,4159.000000000000000,,"[{""UniqueId"": ""0050e89ff43c43ee8d161c6d06693223"", ""Name"": ""DNRC WMB"", ""Key"": ""DNRC WMB"", ""Value"": null}, {""UniqueId"": ""1b939a66263447099c7e3f5f46e00920"", ""Name"": ""Upper Missouri"", ""Key"": ""Upper Missouri"", ""Value"": null}, {""UniqueId"": ""e4059a2556d24c0584ce47ce5b09d2e5"", ""Name"": ""Teton"", ""Key"": ""Teton"", ""Value"": null}, {""UniqueId"": ""2ee02013db614ffa8c842e15879633be"", ""Name"": ""Discontinued"", ""Key"": ""Discontinued"", ""Value"": null}]",[],Discontinued,1
88,275adfdd3e85452080c1ffd37d3860d9,41O 04910,Upper Spring Creek,All Locations.DNRC WMB.Upper Missouri.Teton,Hydrology Station,0,-112.239227000000000,47.864164700000003,-PT7H,2/4/2021 19:16:16,ft,3942.000000000000000,Upper most spring creek site below 12th land NW,"[{""UniqueId"": ""0050e89ff43c43ee8d161c6d06693223"", ""Name"": ""DNRC WMB"", ""Key"": ""DNRC WMB"", ""Value"": null}, {""UniqueId"": ""1b939a66263447099c7e3f5f46e00920"", ""Name"": ""Upper Missouri"", ""Key"": ""Upper Missouri"", ""Value"": null}, {""UniqueId"": ""e4059a2556d24c0584ce47ce5b09d2e5"", ""Name"": ""Teton"", ""Key"": ""Teton"", ""Value"": null}, {""UniqueId"": ""f75b412b0bd041628030306f1ef41714"", ""Name"": ""Seasonal"", ""Key"": ""Seasonal"", ""Value"": null}]",[],Seasonal,1
89,2709dbc9345b4c7190c5f182c06e5869,41O 04950,Middle Spring Creek,All Locations.DNRC WMB.Upper Missouri.Teton,Hydrology Station,0,-112.190040699999997,47.825139100000001,-PT7H,2/4/2021 19:17:23,ft,3845.000000000000000,Tru Track in Stilling Well,"[{""UniqueId"": ""0050e89ff43c43ee8d161c6d06693223"", ""Name"": ""DNRC WMB"", ""Key"": ""DNRC WMB"", ""Value"": null}, {""UniqueId"": ""1b939a66263447099c7e3f5f46e00920"", ""Name"": ""Upper Missouri"", ""Key"": ""Upper Missouri"", ""Value"": null}, {""UniqueId"": ""e4059a2556d24c0584ce47ce5b09d2e5"", ""Name"": ""Teton"", ""Key"": ""Teton"", ""Value"": null}, {""UniqueId"": ""2ee02013db614ffa8c842e15879633be"", ""Name"": ""Discontinued"", ""Key"": ""Discontinued"", ""Value"": null}]",[],Discontinued,1
90,99dc89fae90943f59fe2ced0462217ac,41O 04970,Spring Creek at City Park,All Locations.DNRC WMB.Upper Missouri.Teton,Hydrology Station,0,-112.179901000000001,47.812916000000001,-PT7H,2/4/2021 19:19:36,ft,3822.000000000000000,Tru Track in PVC stilling well,"[{""UniqueId"": ""0050e89ff43c43ee8d161c6d06693223"", ""Name"": ""DNRC WMB"", ""Key"": ""DNRC WMB"", ""Value"": null}, {""UniqueId"": ""1b939a66263447099c7e3f5f46e00920"", ""Name"": ""Upper Missouri"", ""Key"": ""Upper Missouri"", ""Value"": null}, {""UniqueId"": ""e4059a2556d24c0584ce47ce5b09d2e5"", ""Name"": ""Teton"", ""Key"": ""Teton"", ""Value"": null}, {""UniqueId"": ""f75b412b0bd041628030306f1ef41714"", ""Name"": ""Seasonal"", ""Key"": ""Seasonal"", ""Value"": null}]",[],Seasonal,1
91,2336346cd29543789b2164566b7610e4,41O 04990,Lower Spring Creek,All Locations.DNRC WMB.Upper Missouri.Teton,Hydrology Station,0,-112.164299700000001,47.799624999999999,-PT7H,2/4/2021 17:58:59,ft,3783.000000000000000,Tru Track in Stilling Well,"[{""UniqueId"": ""0050e89ff43c43ee8d161c6d06693223"", ""Name"": ""DNRC WMB"", ""Key"": ""DNRC WMB"", ""Value"": null}, {""UniqueId"": ""1b939a66263447099c7e3f5f46e00920"", ""Name"": ""Upper Missouri"", ""Key"": ""Upper Missouri"", ""Value"": null}, {""UniqueId"": ""e4059a2556d24c0584ce47ce5b09d2e5"", ""Name"": ""Teton"", ""Key"": ""Teton"", ""Value"": null}, {""UniqueId"": ""f75b412b0bd041628030306f1ef41714"", ""Name"": ""Seasonal"", ""Key"": ""Seasonal"", ""Value"": null}]",[],Seasonal,1
92,a2ee11ec5b2549df962285482b85dc8c,41O 05000,Teton River above Hwy 221 bridge,All Locations.DNRC WMB.Upper Missouri.Teton,Hydrology Station,0,-112.088471900000002,47.811394399999998,-PT7H,7/21/2021 17:45:09,ft,3684.000000000000000,located approximatly 200 yards above bridge river left,"[{""UniqueId"": ""0050e89ff43c43ee8d161c6d06693223"", ""Name"": ""DNRC WMB"", ""Key"": ""DNRC WMB"", ""Value"": null}, {""UniqueId"": ""1b939a66263447099c7e3f5f46e00920"", ""Name"": ""Upper Missouri"", ""Key"": ""Upper Missouri"", ""Value"": null}, {""UniqueId"": ""e4059a2556d24c0584ce47ce5b09d2e5"", ""Name"": ""Teton"", ""Key"": ""Teton"", ""Value"": null}, {""UniqueId"": ""55356f4ad4764f1ebf8fc8506638e32c"", ""Name"": ""Real-time"", ""Key"": ""Real-time"", ""Value"": null}]",[],Real-time,1
