OID_,OBJECTID,RECORD_ID,PERMIT_NUMBER,RECORD_TYPE,WATER,STATUS,ENTITY_NAME,QUARTER3,QUARTER2,QUARTER1,SECTION,TOWNSHIP,RANGE,COUNTY,PERMIT_TYPE,TOTAL_PERMITTED_ACRE_FEET,PRIMARY_PURPOSE,DATE_FILED,DATE_ISSUED,HYDRO_UNIT,STREAM_SYSTEM,LATITUDE,LONGITUDE
1766,18393,46701,20080012,Permit,Surface Water,Active,"K D Holdings, LP", , ,SE,6,09S,11EI,Bryan,Regular,3950,Irrigation,4/11/2008 0:00,8/12/2008 0:00,11140101,1070,33.79821493,-96.19215245
1771,18394,46700,20080012,Permit,Surface Water,Active,"K D Holdings, LP", , ,NE,6,09S,11EI,Bryan,Regular,3950,Irrigation,4/11/2008 0:00,8/12/2008 0:00,11140101,1070,33.80547919,-96.19216025
1770,18400,47150,20080012,Permit,Surface Water,Active,"K D Holdings, LP", , ,NW,7,09S,11EI,Bryan,Regular,3950,Irrigation,4/11/2008 0:00,8/12/2008 0:00,11140101,1070,33.79098792,-96.20087532
1758,18401,47152,20080012,Permit,Surface Water,Active,"K D Holdings, LP", , ,SE,7,09S,11EI,Bryan,Regular,3950,Irrigation,4/11/2008 0:00,8/12/2008 0:00,11140101,1070,33.7837195,-96.19216344
1760,18402,47151,20080012,Permit,Surface Water,Active,"K D Holdings, LP", , ,NE,7,09S,11EI,Bryan,Regular,3950,Irrigation,4/11/2008 0:00,8/12/2008 0:00,11140101,1070,33.79097604,-96.19215674
1754,18403,47153,20080012,Permit,Surface Water,Active,"K D Holdings, LP", , ,NW,8,09S,11EI,Bryan,Regular,3950,Irrigation,4/11/2008 0:00,8/12/2008 0:00,11140101,1070,33.79095667,-96.1834941
1762,18404,47154,20080012,Permit,Surface Water,Active,"K D Holdings, LP", , ,S2,8,09S,11EI,Bryan,Regular,3950,Irrigation,4/11/2008 0:00,8/12/2008 0:00,11140101,1070,33.78371899,-96.17913307
1759,18408,47400,20080012,Permit,Surface Water,Active,"K D Holdings, LP", , ,NW,17,09S,11EI,Bryan,Regular,3950,Irrigation,4/11/2008 0:00,8/12/2008 0:00,11140101,1070,33.77651125,-96.18342358
1757,18409,47401,20080012,Permit,Surface Water,Active,"K D Holdings, LP", , ,NW,18,09S,11EI,Bryan,Regular,3950,Irrigation,4/11/2008 0:00,8/12/2008 0:00,11140101,1070,33.77647533,-96.20090652
1763,18410,47402,20080012,Permit,Surface Water,Active,"K D Holdings, LP", , ,NE,18,09S,11EI,Bryan,Regular,3950,Irrigation,4/11/2008 0:00,8/12/2008 0:00,11140101,1070,33.77649137,-96.19217217
1995,18438,58030,20080020,Permit,Surface Water,Active,OKFA LLC, ,SW,NE,25,09S,24EI,McCurtain,Regular,300,Irrigation,7/18/2008 0:00,11/12/2008 0:00,11140106,1010,33.74490314,-94.75276028
1993,18439,58084,20080020,Permit,Surface Water,Active,OKFA LLC, ,W2,SE,25,09S,24EI,McCurtain,Regular,300,Irrigation,7/18/2008 0:00,11/12/2008 0:00,11140106,1010,33.73951441,-94.75279272
1996,18440,58213,20080020,Permit,Surface Water,Active,OKFA LLC, , ,SW,25,09S,24EI,McCurtain,Regular,300,Irrigation,7/18/2008 0:00,11/12/2008 0:00,11140106,1010,33.73952638,-94.75926479
1994,18441,58079,20080020,Permit,Surface Water,Active,OKFA LLC, ,S2,NW,25,09S,24EI,McCurtain,Regular,300,Irrigation,7/18/2008 0:00,11/12/2008 0:00,11140106,1010,33.74489878,-94.7592466
1621,18493,16931,19510075,Permit,Surface Water,Active,"Correll, Don", , ,SE,12,10N,01WI,Cleveland,Vested,35,"Recreation, Fish, Wildlife",8/15/1951 0:00,6/11/1968 0:00,11090203,2080,35.35191636,-97.25207195
1831,18495,49301,19980041,Permit,Surface Water,Active,"Davis, Jerry & Haskell", , ,NW,1,10N,02EI,Pottawatomie,Regular,192,Irrigation,10/2/1998 0:00,12/8/1998 0:00,11100302,2051,35.37302856,-97.0498898
1552,18533,14342,19580366,Permit,Surface Water,Active,Sunset Memorial Park Cemetery, , ,SE,33,10N,02WI,Cleveland,Vested,128,"Recreation, Fish, Wildlife",12/19/1958 0:00,6/11/1968 0:00,11090203,2080,35.29437097,-97.41039232
1501,18537,55605,20060068,Permit,Surface Water,Active,"Shawnee Lodge No 657, BPO of Elks of USA a Corporation", , ,NE,3,10N,03EI,Pottawatomie,Regular,184,Irrigation,12/19/2006 0:00,8/14/2007 0:00,11100302,2051,35.37270474,-96.96967094
1786,18554,5450,19710361,Permit,Surface Water,Active,"Allen Holdings, LLC", , , ,8,10N,03EI,Pottawatomie,Regular,62,Irrigation,6/25/1971 0:00,12/14/1971 0:00,11100302,2051,35.35488104,-97.00948811
1559,18567,51684,19730193,Permit,Surface Water,Active,"Hanks, Norman N", , ,W2,15,10N,03EI,Pottawatomie,Regular,200,Irrigation,6/6/1973 0:00,9/11/1973 0:00,11100302,2051,35.34035331,-96.97868828
1560,18574,51683,19730193,Permit,Surface Water,Active,"Hanks, Norman N", , ,E2,16,10N,03EI,Pottawatomie,Regular,200,Irrigation,6/6/1973 0:00,9/11/1973 0:00,11100302,2051,35.34046235,-96.98753862
1622,18599,52826,19510075A,Permit,Surface Water,Active,Resthaven Memorial Gardens, , ,NW,9,10N,03WI,Cleveland,Vested,40,"Recreation, Fish, Wildlife",8/15/1951 0:00,11/11/1969 0:00,11090202,2062,35.35971552,-97.52560591
1615,18625,18918,19650273,Permit,Surface Water,Active,"Broadmoore Golf Club,LC", ,E2,SW,25,10N,03WI,Cleveland,Regular,26,Irrigation,4/14/1965 0:00,6/8/1965 0:00,11090203,2080,35.30888957,-97.47022182
1614,18627,17923,19650273,Permit,Surface Water,Active,"Broadmoore Golf Club,LC", , ,SE,25,10N,03WI,Cleveland,Regular,26,Irrigation,4/14/1965 0:00,6/8/1965 0:00,11090203,2080,35.3088803,-97.46357353
1558,18654,50124,19700149,Permit,Surface Water,Active,"Wilson, Joel L", ,E2,SE,14,10N,04EI,Pottawatomie,Regular,50,Irrigation,4/30/1970 0:00,8/11/1970 0:00,11100302,2051,35.33681274,-96.84456648
1557,18655,49412,19700149,Permit,Surface Water,Active,"Wilson, Joel L", ,S2,NE,14,10N,04EI,Pottawatomie,Regular,50,Irrigation,4/30/1970 0:00,8/11/1970 0:00,11100302,2051,35.34227263,-96.8466608
1868,18661,3534,19800036,Permit,Surface Water,Active,Highlands LLC, , ,SW,16,10N,04EI,Pottawatomie,Regular,38,Irrigation,3/5/1980 0:00,5/13/1980 0:00,11100302,2051,35.33553089,-96.89205513
1699,18666,9339,19860040,Permit,Surface Water,Active,"Ford, William L", , ,SE,21,10N,04EI,Pottawatomie,Regular,85,Irrigation,7/28/1986 0:00,11/12/1986 0:00,11100302,2051,35.32231497,-96.88203684
1701,18667,9853,19860040,Permit,Surface Water,Active,"Ford, William L", ,SE,SW,21,10N,04EI,Pottawatomie,Regular,85,Irrigation,7/28/1986 0:00,11/12/1986 0:00,11100302,2051,35.32034454,-96.88881558
1700,18668,9854,19860040,Permit,Surface Water,Active,"Ford, William L",E2,SW,SW,21,10N,04EI,Pottawatomie,Regular,85,Irrigation,7/28/1986 0:00,11/12/1986 0:00,11100302,2051,35.32028636,-96.89207995
1698,18673,49169,19670164,Permit,Surface Water,Active,"Ford, William L", ,N2,NW,28,10N,04EI,Pottawatomie,Regular,9,Irrigation,2/27/1967 0:00,4/11/1967 0:00,11100302,2051,35.3167132,-96.89053341
1886,18691,18279,19950005,Permit,Surface Water,Active,Cinnabar Investment Co LLC, , ,SW,17,10N,04WI,Cleveland,Regular,88,Irrigation,1/31/1995 0:00,6/13/1995 0:00,11090202,2062,35.33733783,-97.64891818
1885,18702,18280,19950005,Permit,Surface Water,Active,Cinnabar Investment Co LLC, , ,N2,20,10N,04WI,Cleveland,Regular,88,Irrigation,1/31/1995 0:00,6/13/1995 0:00,11090202,2062,35.33099525,-97.64442296
1937,18790,54171,20030037,Permit,Surface Water,Active,WHB Cattle LP, , ,E2,8,10N,06WI,Canadian,Regular,2200,Irrigation,10/16/2003 0:00,5/11/2004 0:00,11090202,2062,35.35580842,-97.85271532
1916,18795,54704,20030037,Permit,Surface Water,Active,WHB Cattle LP, , , ,9,10N,06WI,Canadian,Regular,2200,Irrigation,10/16/2003 0:00,5/11/2004 0:00,11090202,2062,35.35567251,-97.839464
1895,18796,31471,20060034,Permit,Surface Water,Active,WHB Cattle LP, , , ,9,10N,06WI,Canadian,Regular,10080,Irrigation,7/18/2006 0:00,2/13/2007 0:00,11090202,2062,35.35567251,-97.839464
1918,18797,29093,20060034,Permit,Surface Water,Active,WHB Cattle LP, , , ,10,10N,06WI,Canadian,Regular,10080,Irrigation,7/18/2006 0:00,2/13/2007 0:00,11090202,2062,35.35562921,-97.82185423
1939,18798,54705,20030037,Permit,Surface Water,Active,WHB Cattle LP, , , ,10,10N,06WI,Canadian,Regular,2200,Irrigation,10/16/2003 0:00,5/11/2004 0:00,11090202,2062,35.35562921,-97.82185423
1899,18799,54706,20030037,Permit,Surface Water,Active,WHB Cattle LP, , ,S2,11,10N,06WI,Canadian,Regular,2200,Irrigation,10/16/2003 0:00,5/11/2004 0:00,11090202,2062,35.35197412,-97.80425234
1897,18800,29369,20060034,Permit,Surface Water,Active,WHB Cattle LP, , ,S2,11,10N,06WI,Canadian,Regular,10080,Irrigation,7/18/2006 0:00,2/13/2007 0:00,11090202,2062,35.35197412,-97.80425234
1902,18803,29373,20060034,Permit,Surface Water,Active,WHB Cattle LP, , ,S2,12,10N,06WI,Canadian,Regular,10080,Irrigation,7/18/2006 0:00,2/13/2007 0:00,11090202,2062,35.35202841,-97.78658841
1926,18804,54707,20030037,Permit,Surface Water,Active,WHB Cattle LP, , ,S2,12,10N,06WI,Canadian,Regular,2200,Irrigation,10/16/2003 0:00,5/11/2004 0:00,11090202,2062,35.35202841,-97.78658841
1903,18805,54708,20030037,Permit,Surface Water,Active,WHB Cattle LP, , , ,13,10N,06WI,Canadian,Regular,2200,Irrigation,10/16/2003 0:00,5/11/2004 0:00,11090202,2062,35.34145466,-97.78603202
1901,18807,29840,20060034,Permit,Surface Water,Active,WHB Cattle LP, , , ,13,10N,06WI,Canadian,Regular,10080,Irrigation,7/18/2006 0:00,2/13/2007 0:00,11090202,2062,35.34145466,-97.78603202
1905,18808,55921,20060035,Permit,Surface Water,Active,WHB Cattle LP, ,S2,S2,13,10N,06WI,Grady,Regular,1775,Irrigation,7/18/2006 0:00,1/9/2007 0:00,11090202,2062,35.33622409,-97.78574312
1891,18809,55922,20060035,Permit,Surface Water,Active,WHB Cattle LP, , ,S2,14,10N,06WI,Grady,Regular,1775,Irrigation,7/18/2006 0:00,1/9/2007 0:00,11090202,2062,35.33803622,-97.80383862
1910,18810,29850,20060034,Permit,Surface Water,Active,WHB Cattle LP, , , ,14,10N,06WI,Canadian,Regular,10080,Irrigation,7/18/2006 0:00,2/13/2007 0:00,11090202,2062,35.34134557,-97.80403186
1915,18811,54712,20030037,Permit,Surface Water,Active,WHB Cattle LP, , , ,14,10N,06WI,Canadian,Regular,2200,Irrigation,10/16/2003 0:00,5/11/2004 0:00,11090202,2062,35.34134557,-97.80403186
1912,18812,29953,20060034,Permit,Surface Water,Active,WHB Cattle LP, , , ,15,10N,06WI,Canadian,Regular,10080,Irrigation,7/18/2006 0:00,2/13/2007 0:00,11090202,2062,35.34138689,-97.82162802
1917,18813,52008,20030037,Permit,Surface Water,Active,WHB Cattle LP, , , ,15,10N,06WI,Canadian,Regular,2200,Irrigation,10/16/2003 0:00,5/11/2004 0:00,11090202,2062,35.34138689,-97.82162802
1894,18814,52009,20030037,Permit,Surface Water,Active,WHB Cattle LP, ,N2,NW,16,10N,06WI,Canadian,Regular,2200,Irrigation,10/16/2003 0:00,5/11/2004 0:00,11090202,2062,35.34692551,-97.84361929
1900,18815,30685,20060034,Permit,Surface Water,Active,WHB Cattle LP, ,N2,NW,16,10N,06WI,Canadian,Regular,10080,Irrigation,7/18/2006 0:00,2/13/2007 0:00,11090202,2062,35.34692551,-97.84361929
1929,18824,9483,19840062,Permit,Surface Water,Active,WHB Cattle LP, , , ,18,10N,06WI,Grady,Regular,1500,Irrigation,10/3/1984 0:00,1/8/1985 0:00,11090202,2062,35.3415647,-97.87438161
1936,18825,52751,20030038,Permit,Surface Water,Active,WHB Cattle LP, , , ,18,10N,06WI,Grady,Regular,1600,Irrigation,10/16/2003 0:00,5/11/2004 0:00,11090202,2062,35.3415647,-97.87438161
1893,18828,30918,20060034,Permit,Surface Water,Active,WHB Cattle LP, , , ,18,10N,06WI,Grady,Regular,10080,Irrigation,7/18/2006 0:00,2/13/2007 0:00,11090202,2062,35.3415647,-97.87438161
1693,18840,12620,19870039,Permit,Surface Water,Active,"Braum Family, LP, W H", , ,NW,20,10N,06WI,Grady,Regular,584,Industrial,10/14/1987 0:00,2/9/1988 0:00,11090202,2062,35.33071056,-97.86113038
1935,18841,18995,19960052,Permit,Surface Water,Active,WHB Cattle LP, , ,NE,20,10N,06WI,Grady,Regular,3000,Agriculture,8/26/1996 0:00,11/5/1996 0:00,11090202,2062,35.33072844,-97.85232839
1904,18842,55923,20060035,Permit,Surface Water,Active,WHB Cattle LP, , , ,23,10N,06WI,Grady,Regular,1775,Irrigation,7/18/2006 0:00,1/9/2007 0:00,11090202,2062,35.32719342,-97.80350612
1911,18843,55924,20060035,Permit,Surface Water,Active,WHB Cattle LP, , , ,24,10N,06WI,Grady,Regular,1775,Irrigation,7/18/2006 0:00,1/9/2007 0:00,11090202,2062,35.32717543,-97.78574695
1930,18880,34939,20060034,Permit,Surface Water,Active,WHB Cattle LP, , ,S2,11,10N,07WI,Grady,Regular,10080,Irrigation,7/18/2006 0:00,2/13/2007 0:00,11090202,2062,35.35246735,-97.91014901
1938,18881,46833,20030036,Permit,Surface Water,Active,WHB Cattle LP, , ,S2,11,10N,07WI,Grady,Regular,2200,Irrigation,10/16/2003 0:00,5/11/2004 0:00,11090202,2062,35.35246735,-97.91014901
1908,18882,49184,20030036,Permit,Surface Water,Active,WHB Cattle LP, , , ,13,10N,07WI,Grady,Regular,2200,Irrigation,10/16/2003 0:00,5/11/2004 0:00,11090202,2062,35.3415811,-97.89197569
1896,18883,52767,20030038,Permit,Surface Water,Active,WHB Cattle LP, , , ,13,10N,07WI,Grady,Regular,1600,Irrigation,10/16/2003 0:00,5/11/2004 0:00,11090202,2062,35.3415811,-97.89197569
1924,18884,26634,19840062,Permit,Surface Water,Active,WHB Cattle LP, , ,W2,13,10N,07WI,Grady,Regular,1500,Irrigation,10/3/1984 0:00,1/8/1985 0:00,11090202,2062,35.34164713,-97.89635548
1892,18885,26636,19840062,Permit,Surface Water,Active,WHB Cattle LP,S2,S2,NE,13,10N,07WI,Grady,Regular,1500,Irrigation,10/3/1984 0:00,1/8/1985 0:00,11090202,2062,35.34238026,-97.88744295
1928,18886,26635,19840062,Permit,Surface Water,Active,WHB Cattle LP, , ,SE,13,10N,07WI,Grady,Regular,1500,Irrigation,10/3/1984 0:00,1/8/1985 0:00,11090202,2062,35.33785648,-97.88740287
1898,18887,35017,20060034,Permit,Surface Water,Active,WHB Cattle LP, , , ,13,10N,07WI,Grady,Regular,10080,Irrigation,7/18/2006 0:00,2/13/2007 0:00,11090202,2062,35.3415811,-97.89197569
1919,18889,35040,20060034,Permit,Surface Water,Active,WHB Cattle LP, , , ,14,10N,07WI,Grady,Regular,10080,Irrigation,7/18/2006 0:00,2/13/2007 0:00,11090202,2062,35.34148271,-97.90961384
1933,18890,52871,20030036,Permit,Surface Water,Active,WHB Cattle LP, , , ,14,10N,07WI,Grady,Regular,2200,Irrigation,10/16/2003 0:00,5/11/2004 0:00,11090202,2062,35.34148271,-97.90961384
1931,18893,52872,20030036,Permit,Surface Water,Active,WHB Cattle LP, , , ,15,10N,07WI,Grady,Regular,2200,Irrigation,10/16/2003 0:00,5/11/2004 0:00,11090202,2062,35.34151213,-97.92720907
1906,18894,37980,20060034,Permit,Surface Water,Active,WHB Cattle LP, , , ,15,10N,07WI,Grady,Regular,10080,Irrigation,7/18/2006 0:00,2/13/2007 0:00,11090202,2062,35.34151213,-97.92720907
1502,18897,19303,20070012,Permit,Surface Water,Active,"McComas, Chris", , , ,17,10N,07WI,Grady,Regular,1418,Irrigation,2/28/2007 0:00,6/12/2007 0:00,11090202,2062,35.3415019,-97.96269049
1505,18898,19304,20070012,Permit,Surface Water,Active,"McComas, Chris", ,E2,NE,19,10N,07WI,Grady,Regular,1418,Irrigation,2/28/2007 0:00,6/12/2007 0:00,11090202,2062,35.33061675,-97.97373077
1503,18899,19547,20070012,Permit,Surface Water,Active,"McComas, Chris", , ,NE,20,10N,07WI,Grady,Regular,1418,Irrigation,2/28/2007 0:00,6/12/2007 0:00,11090202,2062,35.33059353,-97.95815204
1504,18900,19548,20070012,Permit,Surface Water,Active,"McComas, Chris", , ,SW,20,10N,07WI,Grady,Regular,1418,Irrigation,2/28/2007 0:00,6/12/2007 0:00,11090202,2062,35.32335295,-97.96702095
1920,18904,53705,20030036,Permit,Surface Water,Active,WHB Cattle LP, , , ,23,10N,07WI,Grady,Regular,2200,Irrigation,10/16/2003 0:00,5/11/2004 0:00,11090202,2062,35.32700908,-97.90948097
1909,18905,37285,19960052,Permit,Surface Water,Active,WHB Cattle LP, , ,E2,23,10N,07WI,Grady,Regular,3000,Agriculture,8/26/1996 0:00,11/5/1996 0:00,11090202,2062,35.32700415,-97.90504247
1922,18906,38000,20060034,Permit,Surface Water,Active,WHB Cattle LP, , , ,23,10N,07WI,Grady,Regular,10080,Irrigation,7/18/2006 0:00,2/13/2007 0:00,11090202,2062,35.32700908,-97.90948097
1934,18907,28929,19960052,Permit,Surface Water,Active,WHB Cattle LP, , ,SW,23,10N,07WI,Grady,Regular,3000,Agriculture,8/26/1996 0:00,11/5/1996 0:00,11090202,2062,35.32339158,-97.91389251
1927,18908,30566,19960052,Permit,Surface Water,Active,WHB Cattle LP, ,N2,NE,23,10N,07WI,Grady,Regular,3000,Agriculture,8/26/1996 0:00,11/5/1996 0:00,11090202,2062,35.33243278,-97.90506788
1907,18909,28206,19960052,Permit,Surface Water,Active,WHB Cattle LP, , ,NW,23,10N,07WI,Grady,Regular,3000,Agriculture,8/26/1996 0:00,11/5/1996 0:00,11090202,2062,35.33061721,-97.91389114
1694,18910,10970,19910045,Permit,Surface Water,Active,"Braum Family, LP, W H", ,N2,NE,24,10N,07WI,Grady,Regular,1200,Agriculture,8/15/1991 0:00,3/10/1992 0:00,11090202,2062,35.33244613,-97.88734467
1890,18911,28171,19960052,Permit,Surface Water,Active,WHB Cattle LP, ,N2,NW,24,10N,07WI,Grady,Regular,3000,Agriculture,8/26/1996 0:00,11/5/1996 0:00,11090202,2062,35.33244783,-97.8962127
1921,18912,26637,19840062,Permit,Surface Water,Active,WHB Cattle LP, , ,NW,24,10N,07WI,Grady,Regular,1500,Irrigation,10/3/1984 0:00,1/8/1985 0:00,11090202,2062,35.33064295,-97.89620183
1932,18913,26638,19840062,Permit,Surface Water,Active,WHB Cattle LP, , ,E2,24,10N,07WI,Grady,Regular,1500,Irrigation,10/3/1984 0:00,1/8/1985 0:00,11090202,2062,35.32701078,-97.88732432
1913,18914,37286,19960052,Permit,Surface Water,Active,WHB Cattle LP, ,W2,W2,24,10N,07WI,Grady,Regular,3000,Agriculture,8/26/1996 0:00,11/5/1996 0:00,11090202,2062,35.32703617,-97.89840076
1923,18915,43174,20060034,Permit,Surface Water,Active,WHB Cattle LP, , , ,24,10N,07WI,Grady,Regular,10080,Irrigation,7/18/2006 0:00,2/13/2007 0:00,11090202,2062,35.32701809,-97.89178052
1914,18916,54169,20030036,Permit,Surface Water,Active,WHB Cattle LP, , , ,24,10N,07WI,Grady,Regular,2200,Irrigation,10/16/2003 0:00,5/11/2004 0:00,11090202,2062,35.32701809,-97.89178052
1925,18917,52768,20030038,Permit,Surface Water,Active,WHB Cattle LP, , ,E2,24,10N,07WI,Grady,Regular,1600,Irrigation,10/16/2003 0:00,5/11/2004 0:00,11090202,2062,35.32701078,-97.88732432
1644,18918,39907,20020018,Permit,Surface Water,Active,"McComas, Chris & Christy", ,SW,SE,30,10N,07WI,Grady,Regular,1985,Irrigation,3/29/2002 0:00,7/9/2002 0:00,11090202,2062,35.30718948,-97.97814057
1646,18919,39707,20020018,Permit,Surface Water,Active,"McComas, Chris & Christy", ,E2,SE,30,10N,07WI,Grady,Regular,1985,Irrigation,3/29/2002 0:00,7/9/2002 0:00,11090202,2062,35.30900869,-97.9737192
1645,18920,47813,20020018,Permit,Surface Water,Active,"McComas, Chris & Christy", , ,E2,31,10N,07WI,Grady,Regular,1985,Irrigation,3/29/2002 0:00,7/9/2002 0:00,11090202,2062,35.2980759,-97.97589637
1648,18921,48505,20020018,Permit,Surface Water,Active,"McComas, Chris & Christy", , ,NW,31,10N,07WI,Grady,Regular,1985,Irrigation,3/29/2002 0:00,7/9/2002 0:00,11090202,2062,35.30166919,-97.98472889
1643,18922,47814,20020018,Permit,Surface Water,Active,"McComas, Chris & Christy",E2,E2,SW,31,10N,07WI,Grady,Regular,1985,Irrigation,3/29/2002 0:00,7/9/2002 0:00,11090202,2062,35.29439664,-97.98142383
1641,18923,48317,20020018,Permit,Surface Water,Active,"McComas, Chris & Christy", , ,NW,32,10N,07WI,Grady,Regular,1985,Irrigation,3/29/2002 0:00,7/9/2002 0:00,11090202,2062,35.30166194,-97.96704225
1642,18924,48504,20020018,Permit,Surface Water,Active,"McComas, Chris & Christy", ,N2,SE,32,10N,07WI,Grady,Regular,1985,Irrigation,3/29/2002 0:00,7/9/2002 0:00,11090202,2062,35.29613823,-97.95815701
1647,18925,48503,20020018,Permit,Surface Water,Active,"McComas, Chris & Christy", ,SE,SE,32,10N,07WI,Grady,Regular,1985,Irrigation,3/29/2002 0:00,7/9/2002 0:00,11090202,2062,35.2925276,-97.95594116
1640,18926,48502,20020018,Permit,Surface Water,Active,"McComas, Chris & Christy", ,N2,SW,32,10N,07WI,Grady,Regular,1985,Irrigation,3/29/2002 0:00,7/9/2002 0:00,11090202,2062,35.29615376,-97.96703099
1804,18927,59476,20090007,Permit,Surface Water,Active,"Brown, Andrew and Tonya", , ,N2,1,10N,08EI,Okfuskee,Regular,5,Agriculture,3/24/2009 0:00,5/22/2009 0:00,11100302,2051,35.37383161,-96.41468427
1849,18928,24628,19930024,Permit,Surface Water,Active,"Brown, Andrew Lynn & Tonya Deann",W2,SW,NE,1,10N,08EI,Okfuskee,Regular,5,Agriculture,6/16/1993 0:00,2/7/1994 0:00,11100302,2051,35.37195935,-96.41357129
1709,18930,49075,19960046,Permit,Surface Water,Active,Tyson Foods Inc, ,SE,SE,34,10N,08EI,Seminole,Regular,17,Agriculture,7/19/1996 0:00,10/8/1996 0:00,11100302,2030,35.29198883,-96.44356404
1636,18931,11616,19770157,Permit,Surface Water,Active,"Lively, Noel D", , ,NW,36,10N,08EI,Okfuskee,Regular,33,Irrigation,12/5/1977 0:00,3/14/1978 0:00,11100302,2030,35.3011152,-96.41913
1883,18933,30996,19390073,Permit,Surface Water,Active,S & S Cattle Company, , ,E2,5,10N,09EI,Okfuskee,Vested,36,Irrigation,10/26/1939 0:00,10/10/1967 0:00,11100302,2051,35.37022435,-96.3750332
1508,18937,56029,20070015,Permit,Surface Water,Active,"Gabehart, William", , ,N2,4,10N,09WI,Caddo,Regular,320,Irrigation,3/2/2007 0:00,8/14/2007 0:00,11090202,2062,35.37367108,-98.15764016
1729,18949,43787,19930032,Permit,Surface Water,Active,"Brewer, Ralph",NW,SE,NE,5,10N,10EI,Okfuskee,Regular,5,Agriculture,7/22/1993 0:00,11/16/1993 0:00,11100302,2051,35.37250713,-96.26782481
1549,18972,7599,19770116,Permit,Surface Water,Active,E R W Properties, ,N2,NE,28,10N,10WI,Caddo,Regular,190,Irrigation,8/3/1977 0:00,10/11/1977 0:00,11130302,1083,35.31782692,-98.25809252
1547,18973,5254,19770116,Permit,Surface Water,Active,E R W Properties, ,S2,NE,28,10N,10WI,Caddo,Regular,190,Irrigation,8/3/1977 0:00,10/11/1977 0:00,11130302,1083,35.31417302,-98.25806444
1548,18974,4714,19770116,Permit,Surface Water,Active,E R W Properties, , ,SE,28,10N,10WI,Caddo,Regular,190,Irrigation,8/3/1977 0:00,10/11/1977 0:00,11130302,1083,35.3087508,-98.25804411
1681,18983,32130,19830045,Permit,Surface Water,Active,Snell Heirs Trust, ,SW,SW,13,10N,11EI,Okfuskee,Regular,890,Irrigation,7/22/1983 0:00,12/13/1983 0:00,11100302,2030,35.33523003,-96.10307195
1544,19000,3928,19620041,Permit,Surface Water,Active,"Spiller, Jimmy D", ,N2,NW,1,10N,11WI,Caddo,Vested,65,Irrigation,3/13/1962 0:00,8/12/1969 0:00,11130302,1083,35.37561598,-98.31971718
1543,19001,22165,19620041,Permit,Surface Water,Active,"Spiller, Jimmy D", ,NE,NE,1,10N,11WI,Caddo,Vested,65,Irrigation,3/13/1962 0:00,8/12/1969 0:00,11130302,1083,35.37553581,-98.30857144
1541,19003,6712,19620041,Permit,Surface Water,Active,"Spiller, Jimmy D", ,NE,SE,2,10N,11WI,Caddo,Vested,65,Irrigation,3/13/1962 0:00,8/12/1969 0:00,11130302,1083,35.36835736,-98.32628551
1542,19004,5945,19620041,Permit,Surface Water,Active,"Spiller, Jimmy D", ,SE,NE,2,10N,11WI,Caddo,Vested,65,Irrigation,3/13/1962 0:00,8/12/1969 0:00,11130302,1083,35.37197054,-98.32639423
1989,19060,1686,19710294,Permit,Surface Water,Active,"Gardner, Keith K", , ,NE,35,10N,11WI,Caddo,Regular,8,Irrigation,5/17/1971 0:00,11/9/1971 0:00,11130302,1083,35.30156123,-98.32853817
1990,19062,13990,19710294,Permit,Surface Water,Active,"Gardner, Keith K", ,E2,NW,35,10N,11WI,Caddo,Regular,8,Irrigation,5/17/1971 0:00,11/9/1971 0:00,11130302,1083,35.30157928,-98.33516847
1679,19068,33153,19830045,Permit,Surface Water,Active,Snell Heirs Trust, ,SW,NE,16,10N,12EI,Okfuskee,Regular,890,Irrigation,7/22/1983 0:00,12/13/1983 0:00,11100302,2030,35.34243784,-96.04112444
1684,19069,33154,19830045,Permit,Surface Water,Active,Snell Heirs Trust, ,SW,SE,16,10N,12EI,Okfuskee,Regular,890,Irrigation,7/22/1983 0:00,12/13/1983 0:00,11100302,2030,35.33520249,-96.04110944
1688,19070,32132,19830045,Permit,Surface Water,Active,Snell Heirs Trust, ,S2,NW,16,10N,12EI,Okfuskee,Regular,890,Irrigation,7/22/1983 0:00,12/13/1983 0:00,11100302,2030,35.34243694,-96.04778269
1678,19071,32134,19830045,Permit,Surface Water,Active,Snell Heirs Trust, ,N2,SW,16,10N,12EI,Okfuskee,Regular,890,Irrigation,7/22/1983 0:00,12/13/1983 0:00,11100302,2030,35.33881507,-96.04778192
1682,19076,34379,19830045,Permit,Surface Water,Active,Snell Heirs Trust, ,SE,SE,17,10N,12EI,Okfuskee,Regular,890,Irrigation,7/22/1983 0:00,12/13/1983 0:00,11100302,2030,35.33517324,-96.05445383
1687,19079,34380,19830045,Permit,Surface Water,Active,Snell Heirs Trust, ,SW,SE,18,10N,12EI,Okfuskee,Regular,890,Irrigation,7/22/1983 0:00,12/13/1983 0:00,11100302,2030,35.335161,-96.07655033
1677,19080,34381,19830045,Permit,Surface Water,Active,Snell Heirs Trust, ,SE,SW,18,10N,12EI,Okfuskee,Regular,890,Irrigation,7/22/1983 0:00,12/13/1983 0:00,11100302,2030,35.33519184,-96.08097807
