inVariable,inReportingUnitTypeCV,inReportingUnitName,inReportingUnitNativeID,inYear,inBenUse,inAmount,inTimeframeStart,inTimeframeEnd
Depletion,Detailed Analysis Units by County,Bodega,DAU03749,2013,Wild and Scenic River,0.0,01/01/2013,12/31/2013
Depletion,Detailed Analysis Units by County,Bodega,DAU03749,2014,Agriculture,5800.0,01/01/2014,12/31/2014
Depletion,Detailed Analysis Units by County,Bodega,DAU03749,2014,Instream Flow Requirements,0.0,01/01/2014,12/31/2014
Depletion,Detailed Analysis Units by County,Bodega,DAU03749,2014,Managed Wetlands,0.0,01/01/2014,12/31/2014
Depletion,Detailed Analysis Units by County,Bodega,DAU03749,2014,Required Delta Outflow,0.0,01/01/2014,12/31/2014
Depletion,Detailed Analysis Units by County,Bodega,DAU03749,2014,Urban,600.0,01/01/2014,12/31/2014
Depletion,Detailed Analysis Units by County,Bodega,DAU03749,2014,Wild and Scenic River,0.0,01/01/2014,12/31/2014
Depletion,Detailed Analysis Units by County,Bodega,DAU03749,2015,Agriculture,5600.0,01/01/2015,12/31/2015
Depletion,Detailed Analysis Units by County,Bodega,DAU03749,2015,Instream Flow Requirements,0.0,01/01/2015,12/31/2015
Depletion,Detailed Analysis Units by County,Bodega,DAU03749,2015,Managed Wetlands,0.0,01/01/2015,12/31/2015
Depletion,Detailed Analysis Units by County,Bodega,DAU03749,2015,Required Delta Outflow,0.0,01/01/2015,12/31/2015
Depletion,Detailed Analysis Units by County,Bodega,DAU03749,2015,Urban,300.0,01/01/2015,12/31/2015
Depletion,Detailed Analysis Units by County,Bodega,DAU03749,2015,Wild and Scenic River,0.0,01/01/2015,12/31/2015
Depletion,Detailed Analysis Units by County,West Marin,DAU03821,2011,Agriculture,4000.0,01/01/2011,12/31/2011
Depletion,Detailed Analysis Units by County,West Marin,DAU03821,2011,Instream Flow Requirements,18200.0,01/01/2011,12/31/2011
Depletion,Detailed Analysis Units by County,West Marin,DAU03821,2011,Managed Wetlands,0.0,01/01/2011,12/31/2011
Depletion,Detailed Analysis Units by County,West Marin,DAU03821,2011,Required Delta Outflow,0.0,01/01/2011,12/31/2011
Depletion,Detailed Analysis Units by County,West Marin,DAU03821,2011,Urban,800.0,01/01/2011,12/31/2011
Depletion,Detailed Analysis Units by County,West Marin,DAU03821,2011,Wild and Scenic River,0.0,01/01/2011,12/31/2011
Depletion,Detailed Analysis Units by County,West Marin,DAU03821,2012,Agriculture,5600.0,01/01/2012,12/31/2012
Depletion,Detailed Analysis Units by County,West Marin,DAU03821,2012,Instream Flow Requirements,16300.0,01/01/2012,12/31/2012
Depletion,Detailed Analysis Units by County,West Marin,DAU03821,2012,Managed Wetlands,0.0,01/01/2012,12/31/2012
Depletion,Detailed Analysis Units by County,West Marin,DAU03821,2012,Required Delta Outflow,0.0,01/01/2012,12/31/2012
Depletion,Detailed Analysis Units by County,West Marin,DAU03821,2012,Urban,1000.0,01/01/2012,12/31/2012
Depletion,Detailed Analysis Units by County,West Marin,DAU03821,2012,Wild and Scenic River,0.0,01/01/2012,12/31/2012
Depletion,Detailed Analysis Units by County,West Marin,DAU03821,2013,Agriculture,6300.0,01/01/2013,12/31/2013
Depletion,Detailed Analysis Units by County,West Marin,DAU03821,2013,Instream Flow Requirements,9300.0,01/01/2013,12/31/2013
Depletion,Detailed Analysis Units by County,West Marin,DAU03821,2013,Managed Wetlands,0.0,01/01/2013,12/31/2013
Depletion,Detailed Analysis Units by County,West Marin,DAU03821,2013,Required Delta Outflow,0.0,01/01/2013,12/31/2013
Depletion,Detailed Analysis Units by County,West Marin,DAU03821,2013,Urban,1000.0,01/01/2013,12/31/2013
Depletion,Detailed Analysis Units by County,West Marin,DAU03821,2013,Wild and Scenic River,0.0,01/01/2013,12/31/2013
Depletion,Detailed Analysis Units by County,West Marin,DAU03821,2014,Agriculture,6100.0,01/01/2014,12/31/2014
Depletion,Detailed Analysis Units by County,West Marin,DAU03821,2014,Instream Flow Requirements,9300.0,01/01/2014,12/31/2014
Depletion,Detailed Analysis Units by County,West Marin,DAU03821,2014,Managed Wetlands,0.0,01/01/2014,12/31/2014
Depletion,Detailed Analysis Units by County,West Marin,DAU03821,2014,Required Delta Outflow,0.0,01/01/2014,12/31/2014
Depletion,Detailed Analysis Units by County,West Marin,DAU03821,2014,Urban,900.0,01/01/2014,12/31/2014
Depletion,Detailed Analysis Units by County,West Marin,DAU03821,2014,Wild and Scenic River,0.0,01/01/2014,12/31/2014
Depletion,Detailed Analysis Units by County,West Marin,DAU03821,2015,Agriculture,6500.0,01/01/2015,12/31/2015
Depletion,Detailed Analysis Units by County,West Marin,DAU03821,2015,Instream Flow Requirements,9300.0,01/01/2015,12/31/2015
Depletion,Detailed Analysis Units by County,West Marin,DAU03821,2015,Managed Wetlands,0.0,01/01/2015,12/31/2015
Depletion,Detailed Analysis Units by County,West Marin,DAU03821,2015,Required Delta Outflow,0.0,01/01/2015,12/31/2015
Depletion,Detailed Analysis Units by County,West Marin,DAU03821,2015,Urban,900.0,01/01/2015,12/31/2015
Depletion,Detailed Analysis Units by County,West Marin,DAU03821,2015,Wild and Scenic River,0.0,01/01/2015,12/31/2015
Depletion,Detailed Analysis Units by County,West Marin,DAU03849,2011,Agriculture,1100.0,01/01/2011,12/31/2011
Depletion,Detailed Analysis Units by County,West Marin,DAU03849,2011,Instream Flow Requirements,0.0,01/01/2011,12/31/2011
Depletion,Detailed Analysis Units by County,West Marin,DAU03849,2011,Managed Wetlands,0.0,01/01/2011,12/31/2011
Depletion,Detailed Analysis Units by County,West Marin,DAU03849,2011,Required Delta Outflow,0.0,01/01/2011,12/31/2011
Depletion,Detailed Analysis Units by County,West Marin,DAU03849,2011,Urban,0.0,01/01/2011,12/31/2011
Depletion,Detailed Analysis Units by County,West Marin,DAU03849,2011,Wild and Scenic River,0.0,01/01/2011,12/31/2011
Depletion,Detailed Analysis Units by County,West Marin,DAU03849,2012,Agriculture,1300.0,01/01/2012,12/31/2012
Depletion,Detailed Analysis Units by County,West Marin,DAU03849,2012,Instream Flow Requirements,0.0,01/01/2012,12/31/2012
Depletion,Detailed Analysis Units by County,West Marin,DAU03849,2012,Managed Wetlands,0.0,01/01/2012,12/31/2012
Depletion,Detailed Analysis Units by County,West Marin,DAU03849,2012,Required Delta Outflow,0.0,01/01/2012,12/31/2012
Depletion,Detailed Analysis Units by County,West Marin,DAU03849,2012,Urban,0.0,01/01/2012,12/31/2012
Depletion,Detailed Analysis Units by County,West Marin,DAU03849,2012,Wild and Scenic River,0.0,01/01/2012,12/31/2012
Depletion,Detailed Analysis Units by County,West Marin,DAU03849,2013,Agriculture,1400.0,01/01/2013,12/31/2013
Depletion,Detailed Analysis Units by County,West Marin,DAU03849,2013,Instream Flow Requirements,0.0,01/01/2013,12/31/2013
Depletion,Detailed Analysis Units by County,West Marin,DAU03849,2013,Managed Wetlands,0.0,01/01/2013,12/31/2013
Depletion,Detailed Analysis Units by County,West Marin,DAU03849,2013,Required Delta Outflow,0.0,01/01/2013,12/31/2013
Depletion,Detailed Analysis Units by County,West Marin,DAU03849,2013,Urban,0.0,01/01/2013,12/31/2013
Depletion,Detailed Analysis Units by County,West Marin,DAU03849,2013,Wild and Scenic River,0.0,01/01/2013,12/31/2013
Depletion,Detailed Analysis Units by County,West Marin,DAU03849,2014,Agriculture,1500.0,01/01/2014,12/31/2014
Depletion,Detailed Analysis Units by County,West Marin,DAU03849,2014,Instream Flow Requirements,0.0,01/01/2014,12/31/2014
Depletion,Detailed Analysis Units by County,West Marin,DAU03849,2014,Managed Wetlands,0.0,01/01/2014,12/31/2014
Depletion,Detailed Analysis Units by County,West Marin,DAU03849,2014,Required Delta Outflow,0.0,01/01/2014,12/31/2014
Depletion,Detailed Analysis Units by County,West Marin,DAU03849,2014,Urban,0.0,01/01/2014,12/31/2014
Depletion,Detailed Analysis Units by County,West Marin,DAU03849,2014,Wild and Scenic River,0.0,01/01/2014,12/31/2014
Depletion,Detailed Analysis Units by County,West Marin,DAU03849,2015,Agriculture,1400.0,01/01/2015,12/31/2015
Depletion,Detailed Analysis Units by County,West Marin,DAU03849,2015,Instream Flow Requirements,0.0,01/01/2015,12/31/2015
Depletion,Detailed Analysis Units by County,West Marin,DAU03849,2015,Managed Wetlands,0.0,01/01/2015,12/31/2015
Depletion,Detailed Analysis Units by County,West Marin,DAU03849,2015,Required Delta Outflow,0.0,01/01/2015,12/31/2015
Depletion,Detailed Analysis Units by County,West Marin,DAU03849,2015,Urban,0.0,01/01/2015,12/31/2015
Depletion,Detailed Analysis Units by County,West Marin,DAU03849,2015,Wild and Scenic River,0.0,01/01/2015,12/31/2015
Depletion,Detailed Analysis Units by County,Napa,DAU04028,2011,Agriculture,43400.0,01/01/2011,12/31/2011
Depletion,Detailed Analysis Units by County,Napa,DAU04028,2011,Instream Flow Requirements,3600.0,01/01/2011,12/31/2011
Depletion,Detailed Analysis Units by County,Napa,DAU04028,2011,Managed Wetlands,2200.0,01/01/2011,12/31/2011
Depletion,Detailed Analysis Units by County,Napa,DAU04028,2011,Required Delta Outflow,0.0,01/01/2011,12/31/2011
Depletion,Detailed Analysis Units by County,Napa,DAU04028,2011,Urban,13700.0,01/01/2011,12/31/2011
Depletion,Detailed Analysis Units by County,Napa,DAU04028,2011,Wild and Scenic River,0.0,01/01/2011,12/31/2011
Depletion,Detailed Analysis Units by County,Napa,DAU04028,2012,Agriculture,55900.0,01/01/2012,12/31/2012
Depletion,Detailed Analysis Units by County,Napa,DAU04028,2012,Instream Flow Requirements,3600.0,01/01/2012,12/31/2012
Depletion,Detailed Analysis Units by County,Napa,DAU04028,2012,Managed Wetlands,2400.0,01/01/2012,12/31/2012
Depletion,Detailed Analysis Units by County,Napa,DAU04028,2012,Required Delta Outflow,0.0,01/01/2012,12/31/2012
Depletion,Detailed Analysis Units by County,Napa,DAU04028,2012,Urban,16100.000000000002,01/01/2012,12/31/2012
Depletion,Detailed Analysis Units by County,Napa,DAU04028,2012,Wild and Scenic River,0.0,01/01/2012,12/31/2012
Depletion,Detailed Analysis Units by County,Napa,DAU04028,2013,Agriculture,45900.0,01/01/2013,12/31/2013
Depletion,Detailed Analysis Units by County,Napa,DAU04028,2013,Instream Flow Requirements,3600.0,01/01/2013,12/31/2013
Depletion,Detailed Analysis Units by County,Napa,DAU04028,2013,Managed Wetlands,2400.0,01/01/2013,12/31/2013
Depletion,Detailed Analysis Units by County,Napa,DAU04028,2013,Required Delta Outflow,0.0,01/01/2013,12/31/2013
Depletion,Detailed Analysis Units by County,Napa,DAU04028,2013,Urban,18300.0,01/01/2013,12/31/2013
Depletion,Detailed Analysis Units by County,Napa,DAU04028,2013,Wild and Scenic River,0.0,01/01/2013,12/31/2013
Depletion,Detailed Analysis Units by County,Napa,DAU04028,2014,Agriculture,54800.0,01/01/2014,12/31/2014
Depletion,Detailed Analysis Units by County,Napa,DAU04028,2014,Instream Flow Requirements,3600.0,01/01/2014,12/31/2014
Depletion,Detailed Analysis Units by County,Napa,DAU04028,2014,Managed Wetlands,2400.0,01/01/2014,12/31/2014
Depletion,Detailed Analysis Units by County,Napa,DAU04028,2014,Required Delta Outflow,0.0,01/01/2014,12/31/2014
Depletion,Detailed Analysis Units by County,Napa,DAU04028,2014,Urban,16300.0,01/01/2014,12/31/2014
Depletion,Detailed Analysis Units by County,Napa,DAU04028,2014,Wild and Scenic River,0.0,01/01/2014,12/31/2014
Depletion,Detailed Analysis Units by County,Napa,DAU04028,2015,Agriculture,56900.0,01/01/2015,12/31/2015
Depletion,Detailed Analysis Units by County,Napa,DAU04028,2015,Instream Flow Requirements,3600.0,01/01/2015,12/31/2015
Depletion,Detailed Analysis Units by County,Napa,DAU04028,2015,Managed Wetlands,2400.0,01/01/2015,12/31/2015
Depletion,Detailed Analysis Units by County,Napa,DAU04028,2015,Required Delta Outflow,0.0,01/01/2015,12/31/2015
Depletion,Detailed Analysis Units by County,Napa,DAU04028,2015,Urban,13900.0,01/01/2015,12/31/2015
Depletion,Detailed Analysis Units by County,Napa,DAU04028,2015,Wild and Scenic River,0.0,01/01/2015,12/31/2015
Depletion,Detailed Analysis Units by County,Napa,DAU04048,2011,Agriculture,0.0,01/01/2011,12/31/2011
Depletion,Detailed Analysis Units by County,Napa,DAU04048,2011,Instream Flow Requirements,0.0,01/01/2011,12/31/2011
Depletion,Detailed Analysis Units by County,Napa,DAU04048,2011,Managed Wetlands,0.0,01/01/2011,12/31/2011
Depletion,Detailed Analysis Units by County,Napa,DAU04048,2011,Required Delta Outflow,0.0,01/01/2011,12/31/2011
Depletion,Detailed Analysis Units by County,Napa,DAU04048,2011,Urban,11800.0,01/01/2011,12/31/2011
Depletion,Detailed Analysis Units by County,Napa,DAU04048,2011,Wild and Scenic River,0.0,01/01/2011,12/31/2011
Depletion,Detailed Analysis Units by County,Napa,DAU04048,2012,Agriculture,0.0,01/01/2012,12/31/2012
Depletion,Detailed Analysis Units by County,Napa,DAU04048,2012,Instream Flow Requirements,0.0,01/01/2012,12/31/2012
Depletion,Detailed Analysis Units by County,Napa,DAU04048,2012,Managed Wetlands,0.0,01/01/2012,12/31/2012
Depletion,Detailed Analysis Units by County,Napa,DAU04048,2012,Required Delta Outflow,0.0,01/01/2012,12/31/2012
Depletion,Detailed Analysis Units by County,Napa,DAU04048,2012,Urban,12000.0,01/01/2012,12/31/2012
Depletion,Detailed Analysis Units by County,Napa,DAU04048,2012,Wild and Scenic River,0.0,01/01/2012,12/31/2012
Depletion,Detailed Analysis Units by County,Napa,DAU04048,2013,Agriculture,0.0,01/01/2013,12/31/2013
Depletion,Detailed Analysis Units by County,Napa,DAU04048,2013,Instream Flow Requirements,0.0,01/01/2013,12/31/2013
Depletion,Detailed Analysis Units by County,Napa,DAU04048,2013,Managed Wetlands,0.0,01/01/2013,12/31/2013
Depletion,Detailed Analysis Units by County,Napa,DAU04048,2013,Required Delta Outflow,0.0,01/01/2013,12/31/2013
Depletion,Detailed Analysis Units by County,Napa,DAU04048,2013,Urban,13000.0,01/01/2013,12/31/2013
Depletion,Detailed Analysis Units by County,Napa,DAU04048,2013,Wild and Scenic River,0.0,01/01/2013,12/31/2013
Depletion,Detailed Analysis Units by County,Napa,DAU04048,2014,Agriculture,0.0,01/01/2014,12/31/2014
Depletion,Detailed Analysis Units by County,Napa,DAU04048,2014,Instream Flow Requirements,0.0,01/01/2014,12/31/2014
Depletion,Detailed Analysis Units by County,Napa,DAU04048,2014,Managed Wetlands,0.0,01/01/2014,12/31/2014
Depletion,Detailed Analysis Units by County,Napa,DAU04048,2014,Required Delta Outflow,0.0,01/01/2014,12/31/2014
Depletion,Detailed Analysis Units by County,Napa,DAU04048,2014,Urban,14200.0,01/01/2014,12/31/2014
Depletion,Detailed Analysis Units by County,Napa,DAU04048,2014,Wild and Scenic River,0.0,01/01/2014,12/31/2014
Depletion,Detailed Analysis Units by County,Napa,DAU04048,2015,Agriculture,0.0,01/01/2015,12/31/2015
Depletion,Detailed Analysis Units by County,Napa,DAU04048,2015,Instream Flow Requirements,0.0,01/01/2015,12/31/2015
Depletion,Detailed Analysis Units by County,Napa,DAU04048,2015,Managed Wetlands,0.0,01/01/2015,12/31/2015
Depletion,Detailed Analysis Units by County,Napa,DAU04048,2015,Required Delta Outflow,0.0,01/01/2015,12/31/2015
Depletion,Detailed Analysis Units by County,Napa,DAU04048,2015,Urban,13700.0,01/01/2015,12/31/2015
Depletion,Detailed Analysis Units by County,Napa,DAU04048,2015,Wild and Scenic River,0.0,01/01/2015,12/31/2015
Depletion,Detailed Analysis Units by County,Solano,DAU04128,2011,Agriculture,1600.0,01/01/2011,12/31/2011
Depletion,Detailed Analysis Units by County,Solano,DAU04128,2011,Instream Flow Requirements,0.0,01/01/2011,12/31/2011
Depletion,Detailed Analysis Units by County,Solano,DAU04128,2011,Managed Wetlands,0.0,01/01/2011,12/31/2011
Depletion,Detailed Analysis Units by County,Solano,DAU04128,2011,Required Delta Outflow,0.0,01/01/2011,12/31/2011
Depletion,Detailed Analysis Units by County,Solano,DAU04128,2011,Urban,0.0,01/01/2011,12/31/2011
Depletion,Detailed Analysis Units by County,Solano,DAU04128,2011,Wild and Scenic River,0.0,01/01/2011,12/31/2011
Depletion,Detailed Analysis Units by County,Solano,DAU04128,2012,Agriculture,1900.0,01/01/2012,12/31/2012
Depletion,Detailed Analysis Units by County,Solano,DAU04128,2012,Instream Flow Requirements,0.0,01/01/2012,12/31/2012
Depletion,Detailed Analysis Units by County,Solano,DAU04128,2012,Managed Wetlands,0.0,01/01/2012,12/31/2012
Depletion,Detailed Analysis Units by County,Solano,DAU04128,2012,Required Delta Outflow,0.0,01/01/2012,12/31/2012
Depletion,Detailed Analysis Units by County,Solano,DAU04128,2012,Urban,100.0,01/01/2012,12/31/2012
Depletion,Detailed Analysis Units by County,Solano,DAU04128,2012,Wild and Scenic River,0.0,01/01/2012,12/31/2012
Depletion,Detailed Analysis Units by County,Solano,DAU04128,2013,Agriculture,2000.0,01/01/2013,12/31/2013
Depletion,Detailed Analysis Units by County,Solano,DAU04128,2013,Instream Flow Requirements,0.0,01/01/2013,12/31/2013
Depletion,Detailed Analysis Units by County,Solano,DAU04128,2013,Managed Wetlands,0.0,01/01/2013,12/31/2013
Depletion,Detailed Analysis Units by County,Solano,DAU04128,2013,Required Delta Outflow,0.0,01/01/2013,12/31/2013
Depletion,Detailed Analysis Units by County,Solano,DAU04128,2013,Urban,100.0,01/01/2013,12/31/2013
Depletion,Detailed Analysis Units by County,Solano,DAU04128,2013,Wild and Scenic River,0.0,01/01/2013,12/31/2013
Depletion,Detailed Analysis Units by County,Solano,DAU04128,2014,Agriculture,2000.0,01/01/2014,12/31/2014
Depletion,Detailed Analysis Units by County,Solano,DAU04128,2014,Instream Flow Requirements,0.0,01/01/2014,12/31/2014
Depletion,Detailed Analysis Units by County,Solano,DAU04128,2014,Managed Wetlands,0.0,01/01/2014,12/31/2014
Depletion,Detailed Analysis Units by County,Solano,DAU04128,2014,Required Delta Outflow,0.0,01/01/2014,12/31/2014
Depletion,Detailed Analysis Units by County,Solano,DAU04128,2014,Urban,100.0,01/01/2014,12/31/2014
Depletion,Detailed Analysis Units by County,Solano,DAU04128,2014,Wild and Scenic River,0.0,01/01/2014,12/31/2014
Depletion,Detailed Analysis Units by County,Solano,DAU04128,2015,Agriculture,2000.0,01/01/2015,12/31/2015
Depletion,Detailed Analysis Units by County,Solano,DAU04128,2015,Instream Flow Requirements,0.0,01/01/2015,12/31/2015
Depletion,Detailed Analysis Units by County,Solano,DAU04128,2015,Managed Wetlands,0.0,01/01/2015,12/31/2015
Depletion,Detailed Analysis Units by County,Solano,DAU04128,2015,Required Delta Outflow,0.0,01/01/2015,12/31/2015
Depletion,Detailed Analysis Units by County,Solano,DAU04128,2015,Urban,100.0,01/01/2015,12/31/2015
Depletion,Detailed Analysis Units by County,Solano,DAU04128,2015,Wild and Scenic River,0.0,01/01/2015,12/31/2015
Depletion,Detailed Analysis Units by County,Solano,DAU04148,2011,Agriculture,12900.0,01/01/2011,12/31/2011
Depletion,Detailed Analysis Units by County,Solano,DAU04148,2011,Instream Flow Requirements,0.0,01/01/2011,12/31/2011
Depletion,Detailed Analysis Units by County,Solano,DAU04148,2011,Managed Wetlands,47400.0,01/01/2011,12/31/2011
Depletion,Detailed Analysis Units by County,Solano,DAU04148,2011,Required Delta Outflow,0.0,01/01/2011,12/31/2011
Depletion,Detailed Analysis Units by County,Solano,DAU04148,2011,Urban,27000.0,01/01/2011,12/31/2011
Depletion,Detailed Analysis Units by County,Solano,DAU04148,2011,Wild and Scenic River,0.0,01/01/2011,12/31/2011
Depletion,Detailed Analysis Units by County,Solano,DAU04148,2012,Agriculture,14300.0,01/01/2012,12/31/2012
Depletion,Detailed Analysis Units by County,Solano,DAU04148,2012,Instream Flow Requirements,0.0,01/01/2012,12/31/2012
Depletion,Detailed Analysis Units by County,Solano,DAU04148,2012,Managed Wetlands,54400.0,01/01/2012,12/31/2012
Depletion,Detailed Analysis Units by County,Solano,DAU04148,2012,Required Delta Outflow,0.0,01/01/2012,12/31/2012
Depletion,Detailed Analysis Units by County,Solano,DAU04148,2012,Urban,28100.0,01/01/2012,12/31/2012
Depletion,Detailed Analysis Units by County,Solano,DAU04148,2012,Wild and Scenic River,0.0,01/01/2012,12/31/2012
Depletion,Detailed Analysis Units by County,Solano,DAU04148,2013,Agriculture,16300.0,01/01/2013,12/31/2013
Depletion,Detailed Analysis Units by County,Solano,DAU04148,2013,Instream Flow Requirements,0.0,01/01/2013,12/31/2013
Depletion,Detailed Analysis Units by County,Solano,DAU04148,2013,Managed Wetlands,52300.0,01/01/2013,12/31/2013
Depletion,Detailed Analysis Units by County,Solano,DAU04148,2013,Required Delta Outflow,0.0,01/01/2013,12/31/2013
Depletion,Detailed Analysis Units by County,Solano,DAU04148,2013,Urban,33000.0,01/01/2013,12/31/2013
Depletion,Detailed Analysis Units by County,Solano,DAU04148,2013,Wild and Scenic River,0.0,01/01/2013,12/31/2013
Depletion,Detailed Analysis Units by County,Solano,DAU04148,2014,Agriculture,17800.0,01/01/2014,12/31/2014
Depletion,Detailed Analysis Units by County,Solano,DAU04148,2014,Instream Flow Requirements,0.0,01/01/2014,12/31/2014
Depletion,Detailed Analysis Units by County,Solano,DAU04148,2014,Managed Wetlands,54400.0,01/01/2014,12/31/2014
Depletion,Detailed Analysis Units by County,Solano,DAU04148,2014,Required Delta Outflow,0.0,01/01/2014,12/31/2014
Depletion,Detailed Analysis Units by County,Solano,DAU04148,2014,Urban,27600.0,01/01/2014,12/31/2014
Depletion,Detailed Analysis Units by County,Solano,DAU04148,2014,Wild and Scenic River,0.0,01/01/2014,12/31/2014
Depletion,Detailed Analysis Units by County,Solano,DAU04148,2015,Agriculture,19100.0,01/01/2015,12/31/2015
Depletion,Detailed Analysis Units by County,Solano,DAU04148,2015,Instream Flow Requirements,0.0,01/01/2015,12/31/2015
Depletion,Detailed Analysis Units by County,Solano,DAU04148,2015,Managed Wetlands,53100.0,01/01/2015,12/31/2015
Depletion,Detailed Analysis Units by County,Solano,DAU04148,2015,Required Delta Outflow,0.0,01/01/2015,12/31/2015
Depletion,Detailed Analysis Units by County,Solano,DAU04148,2015,Urban,23200.0,01/01/2015,12/31/2015
Depletion,Detailed Analysis Units by County,Solano,DAU04148,2015,Wild and Scenic River,0.0,01/01/2015,12/31/2015
Depletion,Detailed Analysis Units by County,San Mateo Coast,DAU04241,2011,Agriculture,2900.0,01/01/2011,12/31/2011
Depletion,Detailed Analysis Units by County,San Mateo Coast,DAU04241,2011,Instream Flow Requirements,0.0,01/01/2011,12/31/2011
Depletion,Detailed Analysis Units by County,San Mateo Coast,DAU04241,2011,Managed Wetlands,0.0,01/01/2011,12/31/2011
Depletion,Detailed Analysis Units by County,San Mateo Coast,DAU04241,2011,Required Delta Outflow,0.0,01/01/2011,12/31/2011
Depletion,Detailed Analysis Units by County,San Mateo Coast,DAU04241,2011,Urban,8300.0,01/01/2011,12/31/2011
Depletion,Detailed Analysis Units by County,San Mateo Coast,DAU04241,2011,Wild and Scenic River,0.0,01/01/2011,12/31/2011
Depletion,Detailed Analysis Units by County,San Mateo Coast,DAU04241,2012,Agriculture,3700.0,01/01/2012,12/31/2012
Depletion,Detailed Analysis Units by County,San Mateo Coast,DAU04241,2012,Instream Flow Requirements,0.0,01/01/2012,12/31/2012
Depletion,Detailed Analysis Units by County,San Mateo Coast,DAU04241,2012,Managed Wetlands,0.0,01/01/2012,12/31/2012
Depletion,Detailed Analysis Units by County,San Mateo Coast,DAU04241,2012,Required Delta Outflow,0.0,01/01/2012,12/31/2012
Depletion,Detailed Analysis Units by County,San Mateo Coast,DAU04241,2012,Urban,8700.0,01/01/2012,12/31/2012
Depletion,Detailed Analysis Units by County,San Mateo Coast,DAU04241,2012,Wild and Scenic River,0.0,01/01/2012,12/31/2012
Depletion,Detailed Analysis Units by County,San Mateo Coast,DAU04241,2013,Agriculture,3800.0,01/01/2013,12/31/2013
Depletion,Detailed Analysis Units by County,San Mateo Coast,DAU04241,2013,Instream Flow Requirements,0.0,01/01/2013,12/31/2013
Depletion,Detailed Analysis Units by County,San Mateo Coast,DAU04241,2013,Managed Wetlands,0.0,01/01/2013,12/31/2013
Depletion,Detailed Analysis Units by County,San Mateo Coast,DAU04241,2013,Required Delta Outflow,0.0,01/01/2013,12/31/2013
Depletion,Detailed Analysis Units by County,San Mateo Coast,DAU04241,2013,Urban,8400.0,01/01/2013,12/31/2013
Depletion,Detailed Analysis Units by County,San Mateo Coast,DAU04241,2013,Wild and Scenic River,0.0,01/01/2013,12/31/2013
Depletion,Detailed Analysis Units by County,San Mateo Coast,DAU04241,2014,Agriculture,3800.0,01/01/2014,12/31/2014
Depletion,Detailed Analysis Units by County,San Mateo Coast,DAU04241,2014,Instream Flow Requirements,0.0,01/01/2014,12/31/2014
Depletion,Detailed Analysis Units by County,San Mateo Coast,DAU04241,2014,Managed Wetlands,0.0,01/01/2014,12/31/2014
Depletion,Detailed Analysis Units by County,San Mateo Coast,DAU04241,2014,Required Delta Outflow,0.0,01/01/2014,12/31/2014
Depletion,Detailed Analysis Units by County,San Mateo Coast,DAU04241,2014,Urban,8100.0,01/01/2014,12/31/2014
Depletion,Detailed Analysis Units by County,San Mateo Coast,DAU04241,2014,Wild and Scenic River,0.0,01/01/2014,12/31/2014
Depletion,Detailed Analysis Units by County,San Mateo Coast,DAU04241,2015,Agriculture,3200.0,01/01/2015,12/31/2015
Depletion,Detailed Analysis Units by County,San Mateo Coast,DAU04241,2015,Instream Flow Requirements,0.0,01/01/2015,12/31/2015
Depletion,Detailed Analysis Units by County,San Mateo Coast,DAU04241,2015,Managed Wetlands,0.0,01/01/2015,12/31/2015
Depletion,Detailed Analysis Units by County,San Mateo Coast,DAU04241,2015,Required Delta Outflow,0.0,01/01/2015,12/31/2015
Depletion,Detailed Analysis Units by County,San Mateo Coast,DAU04241,2015,Urban,7900.0,01/01/2015,12/31/2015
Depletion,Detailed Analysis Units by County,San Mateo Coast,DAU04241,2015,Wild and Scenic River,0.0,01/01/2015,12/31/2015
Depletion,Detailed Analysis Units by County,San Mateo Coast,DAU04244,2011,Agriculture,0.0,01/01/2011,12/31/2011
Depletion,Detailed Analysis Units by County,San Mateo Coast,DAU04244,2011,Instream Flow Requirements,0.0,01/01/2011,12/31/2011
Depletion,Detailed Analysis Units by County,San Mateo Coast,DAU04244,2011,Managed Wetlands,0.0,01/01/2011,12/31/2011
Depletion,Detailed Analysis Units by County,San Mateo Coast,DAU04244,2011,Required Delta Outflow,0.0,01/01/2011,12/31/2011
Depletion,Detailed Analysis Units by County,San Mateo Coast,DAU04244,2011,Urban,0.0,01/01/2011,12/31/2011
Depletion,Detailed Analysis Units by County,San Mateo Coast,DAU04244,2011,Wild and Scenic River,0.0,01/01/2011,12/31/2011
Depletion,Detailed Analysis Units by County,San Mateo Coast,DAU04244,2012,Agriculture,0.0,01/01/2012,12/31/2012
Depletion,Detailed Analysis Units by County,San Mateo Coast,DAU04244,2012,Instream Flow Requirements,0.0,01/01/2012,12/31/2012
Depletion,Detailed Analysis Units by County,San Mateo Coast,DAU04244,2012,Managed Wetlands,0.0,01/01/2012,12/31/2012
Depletion,Detailed Analysis Units by County,San Mateo Coast,DAU04244,2012,Required Delta Outflow,0.0,01/01/2012,12/31/2012
Depletion,Detailed Analysis Units by County,San Mateo Coast,DAU04244,2012,Urban,0.0,01/01/2012,12/31/2012
Depletion,Detailed Analysis Units by County,San Mateo Coast,DAU04244,2012,Wild and Scenic River,0.0,01/01/2012,12/31/2012
Depletion,Detailed Analysis Units by County,San Mateo Coast,DAU04244,2013,Agriculture,0.0,01/01/2013,12/31/2013
