MethodUUID,OrganizationUUID,SiteUUID,VariableSpecificUUID,WaterSourceUUID,Amount,AllocationCropDutyAmount,AssociatedNativeAllocationIDs,BeneficialUseCategory,CommunityWaterSupplySystem,CropTypeCV,CustomerTypeCV,DataPublicationDate,DataPublicationDOI,Geometry,IrrigatedAcreage,IrrigationMethodCV,PopulationServed,PowerGeneratedGWh,PowerType,PrimaryUseCategory,ReportYearCV,SDWISIdentifier,TimeframeEnd,TimeframeStart
UDWR_Water Use Data,UDWR,UTSS_S372,UDWR_Site Specific Withdrawal,UTSS_WS373,22109.52,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2017,,2017-12-31,2017-01-01
UDWR_Water Use Data,UDWR,UTSS_S373,UDWR_Site Specific Withdrawal,UTSS_WS374,22109.52,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2017,,2017-12-31,2017-01-01
UDWR_Water Use Data,UDWR,UTSS_S374,UDWR_Site Specific Withdrawal,UTSS_WS375,22109.52,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2017,,2017-12-31,2017-01-01
UDWR_Water Use Data,UDWR,UTSS_S375,UDWR_Site Specific Withdrawal,UTSS_WS376,22109.52,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2017,,2017-12-31,2017-01-01
UDWR_Water Use Data,UDWR,UTSS_S381,UDWR_Site Specific Withdrawal,UTSS_WS382,22109.52,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2017,,2017-12-31,2017-01-01
UDWR_Water Use Data,UDWR,UTSS_S382,UDWR_Site Specific Withdrawal,UTSS_WS383,22109.52,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2017,,2017-12-31,2017-01-01
UDWR_Water Use Data,UDWR,UTSS_S383,UDWR_Site Specific Withdrawal,UTSS_WS384,22109.52,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2017,,2017-12-31,2017-01-01
UDWR_Water Use Data,UDWR,UTSS_S384,UDWR_Site Specific Withdrawal,UTSS_WS385,22109.52,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2017,,2017-12-31,2017-01-01
UDWR_Water Use Data,UDWR,UTSS_S386,UDWR_Site Specific Withdrawal,UTSS_WS387,22109.52,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2017,,2017-12-31,2017-01-01
UDWR_Water Use Data,UDWR,UTSS_S388,UDWR_Site Specific Withdrawal,UTSS_WS389,22109.52,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2017,,2017-12-31,2017-01-01
UDWR_Water Use Data,UDWR,UTSS_S389,UDWR_Site Specific Withdrawal,UTSS_WS390,22109.52,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2017,,2017-12-31,2017-01-01
UDWR_Water Use Data,UDWR,UTSS_S390,UDWR_Site Specific Withdrawal,UTSS_WS391,22109.52,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2017,,2017-12-31,2017-01-01
UDWR_Water Use Data,UDWR,UTSS_S393,UDWR_Site Specific Withdrawal,UTSS_WS394,22109.52,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2017,,2017-12-31,2017-01-01
UDWR_Water Use Data,UDWR,UTSS_S369,UDWR_Site Specific Withdrawal,UTSS_WS370,23009.49556,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2018,,2018-12-31,2018-01-01
UDWR_Water Use Data,UDWR,UTSS_S372,UDWR_Site Specific Withdrawal,UTSS_WS373,23009.49556,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2018,,2018-12-31,2018-01-01
UDWR_Water Use Data,UDWR,UTSS_S373,UDWR_Site Specific Withdrawal,UTSS_WS374,23009.49556,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2018,,2018-12-31,2018-01-01
UDWR_Water Use Data,UDWR,UTSS_S374,UDWR_Site Specific Withdrawal,UTSS_WS375,23009.49556,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2018,,2018-12-31,2018-01-01
UDWR_Water Use Data,UDWR,UTSS_S375,UDWR_Site Specific Withdrawal,UTSS_WS376,23009.49556,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2018,,2018-12-31,2018-01-01
UDWR_Water Use Data,UDWR,UTSS_S381,UDWR_Site Specific Withdrawal,UTSS_WS382,23009.49556,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2018,,2018-12-31,2018-01-01
UDWR_Water Use Data,UDWR,UTSS_S382,UDWR_Site Specific Withdrawal,UTSS_WS383,23009.49556,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2018,,2018-12-31,2018-01-01
UDWR_Water Use Data,UDWR,UTSS_S383,UDWR_Site Specific Withdrawal,UTSS_WS384,23009.49556,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2018,,2018-12-31,2018-01-01
UDWR_Water Use Data,UDWR,UTSS_S384,UDWR_Site Specific Withdrawal,UTSS_WS385,23009.49556,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2018,,2018-12-31,2018-01-01
UDWR_Water Use Data,UDWR,UTSS_S386,UDWR_Site Specific Withdrawal,UTSS_WS387,23009.49556,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2018,,2018-12-31,2018-01-01
UDWR_Water Use Data,UDWR,UTSS_S388,UDWR_Site Specific Withdrawal,UTSS_WS389,23009.49556,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2018,,2018-12-31,2018-01-01
UDWR_Water Use Data,UDWR,UTSS_S389,UDWR_Site Specific Withdrawal,UTSS_WS390,23009.49556,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2018,,2018-12-31,2018-01-01
UDWR_Water Use Data,UDWR,UTSS_S390,UDWR_Site Specific Withdrawal,UTSS_WS391,23009.49556,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2018,,2018-12-31,2018-01-01
UDWR_Water Use Data,UDWR,UTSS_S369,UDWR_Site Specific Withdrawal,UTSS_WS370,19748.75516,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2019,,2019-12-31,2019-01-01
UDWR_Water Use Data,UDWR,UTSS_S372,UDWR_Site Specific Withdrawal,UTSS_WS373,19748.75516,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2019,,2019-12-31,2019-01-01
UDWR_Water Use Data,UDWR,UTSS_S373,UDWR_Site Specific Withdrawal,UTSS_WS374,19748.75516,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2019,,2019-12-31,2019-01-01
UDWR_Water Use Data,UDWR,UTSS_S374,UDWR_Site Specific Withdrawal,UTSS_WS375,19748.75516,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2019,,2019-12-31,2019-01-01
UDWR_Water Use Data,UDWR,UTSS_S375,UDWR_Site Specific Withdrawal,UTSS_WS376,19748.75516,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2019,,2019-12-31,2019-01-01
UDWR_Water Use Data,UDWR,UTSS_S381,UDWR_Site Specific Withdrawal,UTSS_WS382,19748.75516,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2019,,2019-12-31,2019-01-01
UDWR_Water Use Data,UDWR,UTSS_S382,UDWR_Site Specific Withdrawal,UTSS_WS383,19748.75516,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2019,,2019-12-31,2019-01-01
UDWR_Water Use Data,UDWR,UTSS_S383,UDWR_Site Specific Withdrawal,UTSS_WS384,19748.75516,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2019,,2019-12-31,2019-01-01
UDWR_Water Use Data,UDWR,UTSS_S384,UDWR_Site Specific Withdrawal,UTSS_WS385,19748.75516,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2019,,2019-12-31,2019-01-01
UDWR_Water Use Data,UDWR,UTSS_S386,UDWR_Site Specific Withdrawal,UTSS_WS387,19748.75516,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2019,,2019-12-31,2019-01-01
UDWR_Water Use Data,UDWR,UTSS_S388,UDWR_Site Specific Withdrawal,UTSS_WS389,19748.75516,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2019,,2019-12-31,2019-01-01
UDWR_Water Use Data,UDWR,UTSS_S389,UDWR_Site Specific Withdrawal,UTSS_WS390,19748.75516,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2019,,2019-12-31,2019-01-01
UDWR_Water Use Data,UDWR,UTSS_S390,UDWR_Site Specific Withdrawal,UTSS_WS391,19748.75516,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2019,,2019-12-31,2019-01-01
UDWR_Water Use Data,UDWR,UTSS_S394,UDWR_Site Specific Withdrawal,UTSS_WS395,29.32214709,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1979,,1979-12-31,1979-01-01
UDWR_Water Use Data,UDWR,UTSS_S394,UDWR_Site Specific Withdrawal,UTSS_WS395,24.29803627,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1980,,1980-12-31,1980-01-01
UDWR_Water Use Data,UDWR,UTSS_S394,UDWR_Site Specific Withdrawal,UTSS_WS395,28.75436426,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1981,,1981-12-31,1981-01-01
UDWR_Water Use Data,UDWR,UTSS_S394,UDWR_Site Specific Withdrawal,UTSS_WS395,25.32311447,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1982,,1982-12-31,1982-01-01
UDWR_Water Use Data,UDWR,UTSS_S394,UDWR_Site Specific Withdrawal,UTSS_WS395,37.71305667,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1985,,1985-12-31,1985-01-01
UDWR_Water Use Data,UDWR,UTSS_S394,UDWR_Site Specific Withdrawal,UTSS_WS395,45.85230035,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1986,,1986-12-31,1986-01-01
UDWR_Water Use Data,UDWR,UTSS_S394,UDWR_Site Specific Withdrawal,UTSS_WS395,43.65482732,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1987,,1987-12-31,1987-01-01
UDWR_Water Use Data,UDWR,UTSS_S394,UDWR_Site Specific Withdrawal,UTSS_WS395,43.09011358,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1990,,1990-12-31,1990-01-01
UDWR_Water Use Data,UDWR,UTSS_S394,UDWR_Site Specific Withdrawal,UTSS_WS395,44.93464052,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1992,,1992-12-31,1992-01-01
UDWR_Water Use Data,UDWR,UTSS_S395,UDWR_Site Specific Withdrawal,UTSS_WS396,44.93464052,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1992,,1992-12-31,1992-01-01
UDWR_Water Use Data,UDWR,UTSS_S394,UDWR_Site Specific Withdrawal,UTSS_WS395,48.91525857,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1993,,1993-12-31,1993-01-01
UDWR_Water Use Data,UDWR,UTSS_S395,UDWR_Site Specific Withdrawal,UTSS_WS396,48.91525857,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1993,,1993-12-31,1993-01-01
UDWR_Water Use Data,UDWR,UTSS_S394,UDWR_Site Specific Withdrawal,UTSS_WS395,37.64553655,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1995,,1995-12-31,1995-01-01
UDWR_Water Use Data,UDWR,UTSS_S395,UDWR_Site Specific Withdrawal,UTSS_WS396,37.64553655,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1995,,1995-12-31,1995-01-01
UDWR_Water Use Data,UDWR,UTSS_S394,UDWR_Site Specific Withdrawal,UTSS_WS395,58.31283177,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1996,,1996-12-31,1996-01-01
UDWR_Water Use Data,UDWR,UTSS_S395,UDWR_Site Specific Withdrawal,UTSS_WS396,58.31283177,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1996,,1996-12-31,1996-01-01
UDWR_Water Use Data,UDWR,UTSS_S394,UDWR_Site Specific Withdrawal,UTSS_WS395,107.54420729999998,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1997,,1997-12-31,1997-01-01
UDWR_Water Use Data,UDWR,UTSS_S395,UDWR_Site Specific Withdrawal,UTSS_WS396,107.54420729999998,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1997,,1997-12-31,1997-01-01
UDWR_Water Use Data,UDWR,UTSS_S394,UDWR_Site Specific Withdrawal,UTSS_WS395,56.44682115,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1998,,1998-12-31,1998-01-01
UDWR_Water Use Data,UDWR,UTSS_S395,UDWR_Site Specific Withdrawal,UTSS_WS396,56.44682115,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1998,,1998-12-31,1998-01-01
UDWR_Water Use Data,UDWR,UTSS_S394,UDWR_Site Specific Withdrawal,UTSS_WS395,13.81093384,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1999,,1999-12-31,1999-01-01
UDWR_Water Use Data,UDWR,UTSS_S395,UDWR_Site Specific Withdrawal,UTSS_WS396,13.81093384,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1999,,1999-12-31,1999-01-01
UDWR_Water Use Data,UDWR,UTSS_S394,UDWR_Site Specific Withdrawal,UTSS_WS395,77.59596451,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2000,,2000-12-31,2000-01-01
UDWR_Water Use Data,UDWR,UTSS_S395,UDWR_Site Specific Withdrawal,UTSS_WS396,77.59596451,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2000,,2000-12-31,2000-01-01
UDWR_Water Use Data,UDWR,UTSS_S394,UDWR_Site Specific Withdrawal,UTSS_WS395,79.99,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2001,,2001-12-31,2001-01-01
UDWR_Water Use Data,UDWR,UTSS_S395,UDWR_Site Specific Withdrawal,UTSS_WS396,79.99,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2001,,2001-12-31,2001-01-01
UDWR_Water Use Data,UDWR,UTSS_S394,UDWR_Site Specific Withdrawal,UTSS_WS395,68.37946799,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2002,,2002-12-31,2002-01-01
UDWR_Water Use Data,UDWR,UTSS_S395,UDWR_Site Specific Withdrawal,UTSS_WS396,68.37946799,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2002,,2002-12-31,2002-01-01
UDWR_Water Use Data,UDWR,UTSS_S394,UDWR_Site Specific Withdrawal,UTSS_WS395,0.0,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2003,,2003-12-31,2003-01-01
UDWR_Water Use Data,UDWR,UTSS_S395,UDWR_Site Specific Withdrawal,UTSS_WS396,0.0,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2003,,2003-12-31,2003-01-01
UDWR_Water Use Data,UDWR,UTSS_S394,UDWR_Site Specific Withdrawal,UTSS_WS395,0.0,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2004,,2004-12-31,2004-01-01
UDWR_Water Use Data,UDWR,UTSS_S395,UDWR_Site Specific Withdrawal,UTSS_WS396,0.0,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2004,,2004-12-31,2004-01-01
UDWR_Water Use Data,UDWR,UTSS_S394,UDWR_Site Specific Withdrawal,UTSS_WS395,68.49747475,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2005,,2005-12-31,2005-01-01
UDWR_Water Use Data,UDWR,UTSS_S395,UDWR_Site Specific Withdrawal,UTSS_WS396,68.49747475,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2005,,2005-12-31,2005-01-01
UDWR_Water Use Data,UDWR,UTSS_S394,UDWR_Site Specific Withdrawal,UTSS_WS395,79.5518985,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2006,,2006-12-31,2006-01-01
UDWR_Water Use Data,UDWR,UTSS_S395,UDWR_Site Specific Withdrawal,UTSS_WS396,79.5518985,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2006,,2006-12-31,2006-01-01
UDWR_Water Use Data,UDWR,UTSS_S394,UDWR_Site Specific Withdrawal,UTSS_WS395,77.76243336,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2007,,2007-12-31,2007-01-01
UDWR_Water Use Data,UDWR,UTSS_S395,UDWR_Site Specific Withdrawal,UTSS_WS396,77.76243336,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2007,,2007-12-31,2007-01-01
UDWR_Water Use Data,UDWR,UTSS_S394,UDWR_Site Specific Withdrawal,UTSS_WS395,83.90940657,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2008,,2008-12-31,2008-01-01
UDWR_Water Use Data,UDWR,UTSS_S395,UDWR_Site Specific Withdrawal,UTSS_WS396,83.90940657,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2008,,2008-12-31,2008-01-01
UDWR_Water Use Data,UDWR,UTSS_S395,UDWR_Site Specific Withdrawal,UTSS_WS396,95.135,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2012,,2012-12-31,2012-01-01
UDWR_Water Use Data,UDWR,UTSS_S394,UDWR_Site Specific Withdrawal,UTSS_WS395,75.8,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2013,,2013-12-31,2013-01-01
UDWR_Water Use Data,UDWR,UTSS_S395,UDWR_Site Specific Withdrawal,UTSS_WS396,75.8,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2013,,2013-12-31,2013-01-01
UDWR_Water Use Data,UDWR,UTSS_S394,UDWR_Site Specific Withdrawal,UTSS_WS395,65.11213743,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2014,,2014-12-31,2014-01-01
UDWR_Water Use Data,UDWR,UTSS_S395,UDWR_Site Specific Withdrawal,UTSS_WS396,65.11213743,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2014,,2014-12-31,2014-01-01
UDWR_Water Use Data,UDWR,UTSS_S394,UDWR_Site Specific Withdrawal,UTSS_WS395,66.40126789,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2015,,2015-12-31,2015-01-01
UDWR_Water Use Data,UDWR,UTSS_S395,UDWR_Site Specific Withdrawal,UTSS_WS396,66.40126789,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2015,,2015-12-31,2015-01-01
UDWR_Water Use Data,UDWR,UTSS_S394,UDWR_Site Specific Withdrawal,UTSS_WS395,67.80694532,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2016,,2016-12-31,2016-01-01
UDWR_Water Use Data,UDWR,UTSS_S395,UDWR_Site Specific Withdrawal,UTSS_WS396,67.80694532,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2016,,2016-12-31,2016-01-01
UDWR_Water Use Data,UDWR,UTSS_S394,UDWR_Site Specific Withdrawal,UTSS_WS395,74.91988943,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2017,,2017-12-31,2017-01-01
UDWR_Water Use Data,UDWR,UTSS_S395,UDWR_Site Specific Withdrawal,UTSS_WS396,74.91988943,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2017,,2017-12-31,2017-01-01
UDWR_Water Use Data,UDWR,UTSS_S394,UDWR_Site Specific Withdrawal,UTSS_WS395,76.24995879,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2018,,2018-12-31,2018-01-01
UDWR_Water Use Data,UDWR,UTSS_S395,UDWR_Site Specific Withdrawal,UTSS_WS396,76.24995879,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2018,,2018-12-31,2018-01-01
UDWR_Water Use Data,UDWR,UTSS_S394,UDWR_Site Specific Withdrawal,UTSS_WS395,77.3551281,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2019,,2019-12-31,2019-01-01
UDWR_Water Use Data,UDWR,UTSS_S395,UDWR_Site Specific Withdrawal,UTSS_WS396,77.3551281,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2019,,2019-12-31,2019-01-01
UDWR_Water Use Data,UDWR,UTSS_S397,UDWR_Site Specific Withdrawal,UTSS_WS398,457.7587985,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1988,,1988-12-31,1988-01-01
UDWR_Water Use Data,UDWR,UTSS_S397,UDWR_Site Specific Withdrawal,UTSS_WS398,579.095525,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1989,,1989-12-31,1989-01-01
UDWR_Water Use Data,UDWR,UTSS_S397,UDWR_Site Specific Withdrawal,UTSS_WS398,483.68959400000006,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1990,,1990-12-31,1990-01-01
UDWR_Water Use Data,UDWR,UTSS_S397,UDWR_Site Specific Withdrawal,UTSS_WS398,465.925664,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1991,,1991-12-31,1991-01-01
UDWR_Water Use Data,UDWR,UTSS_S397,UDWR_Site Specific Withdrawal,UTSS_WS398,308.34290889999994,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1992,,1992-12-31,1992-01-01
UDWR_Water Use Data,UDWR,UTSS_S397,UDWR_Site Specific Withdrawal,UTSS_WS398,442.7386407,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1993,,1993-12-31,1993-01-01
UDWR_Water Use Data,UDWR,UTSS_S397,UDWR_Site Specific Withdrawal,UTSS_WS398,475.07157130000013,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1994,,1994-12-31,1994-01-01
UDWR_Water Use Data,UDWR,UTSS_S397,UDWR_Site Specific Withdrawal,UTSS_WS398,362.6168098,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1995,,1995-12-31,1995-01-01
UDWR_Water Use Data,UDWR,UTSS_S397,UDWR_Site Specific Withdrawal,UTSS_WS398,313.53275089999994,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1996,,1996-12-31,1996-01-01
UDWR_Water Use Data,UDWR,UTSS_S397,UDWR_Site Specific Withdrawal,UTSS_WS398,306.2006796,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1997,,1997-12-31,1997-01-01
UDWR_Water Use Data,UDWR,UTSS_S397,UDWR_Site Specific Withdrawal,UTSS_WS398,283.7747922,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1998,,1998-12-31,1998-01-01
UDWR_Water Use Data,UDWR,UTSS_S397,UDWR_Site Specific Withdrawal,UTSS_WS398,239.1501304,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1999,,1999-12-31,1999-01-01
UDWR_Water Use Data,UDWR,UTSS_S397,UDWR_Site Specific Withdrawal,UTSS_WS398,302.56993860000006,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2000,,2000-12-31,2000-01-01
UDWR_Water Use Data,UDWR,UTSS_S397,UDWR_Site Specific Withdrawal,UTSS_WS398,285.2878567,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2001,,2001-12-31,2001-01-01
UDWR_Water Use Data,UDWR,UTSS_S397,UDWR_Site Specific Withdrawal,UTSS_WS398,267.3029517,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2002,,2002-12-31,2002-01-01
UDWR_Water Use Data,UDWR,UTSS_S397,UDWR_Site Specific Withdrawal,UTSS_WS398,262.4936769,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2003,,2003-12-31,2003-01-01
UDWR_Water Use Data,UDWR,UTSS_S397,UDWR_Site Specific Withdrawal,UTSS_WS398,227.9024091,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2004,,2004-12-31,2004-01-01
UDWR_Water Use Data,UDWR,UTSS_S397,UDWR_Site Specific Withdrawal,UTSS_WS398,235.6820623,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2005,,2005-12-31,2005-01-01
UDWR_Water Use Data,UDWR,UTSS_S397,UDWR_Site Specific Withdrawal,UTSS_WS398,252.5997813,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2006,,2006-12-31,2006-01-01
UDWR_Water Use Data,UDWR,UTSS_S397,UDWR_Site Specific Withdrawal,UTSS_WS398,253.8119903,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2007,,2007-12-31,2007-01-01
UDWR_Water Use Data,UDWR,UTSS_S397,UDWR_Site Specific Withdrawal,UTSS_WS398,243.59874680000004,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2011,,2011-12-31,2011-01-01
UDWR_Water Use Data,UDWR,UTSS_S397,UDWR_Site Specific Withdrawal,UTSS_WS398,244.1266,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2012,,2012-12-31,2012-01-01
UDWR_Water Use Data,UDWR,UTSS_S397,UDWR_Site Specific Withdrawal,UTSS_WS398,252.1517256,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2013,,2013-12-31,2013-01-01
UDWR_Water Use Data,UDWR,UTSS_S397,UDWR_Site Specific Withdrawal,UTSS_WS398,264.01909720000003,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2014,,2014-12-31,2014-01-01
UDWR_Water Use Data,UDWR,UTSS_S397,UDWR_Site Specific Withdrawal,UTSS_WS398,213.4101431,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2015,,2015-12-31,2015-01-01
UDWR_Water Use Data,UDWR,UTSS_S397,UDWR_Site Specific Withdrawal,UTSS_WS398,222.0030163,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2016,,2016-12-31,2016-01-01
UDWR_Water Use Data,UDWR,UTSS_S397,UDWR_Site Specific Withdrawal,UTSS_WS398,228.7361462,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2017,,2017-12-31,2017-01-01
UDWR_Water Use Data,UDWR,UTSS_S397,UDWR_Site Specific Withdrawal,UTSS_WS398,220.0788265,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2018,,2018-12-31,2018-01-01
UDWR_Water Use Data,UDWR,UTSS_S397,UDWR_Site Specific Withdrawal,UTSS_WS398,205.8791035,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2019,,2019-12-31,2019-01-01
UDWR_Water Use Data,UDWR,UTSS_S399,UDWR_Site Specific Withdrawal,UTSS_WS108,109.6557456,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1993,,1993-12-31,1993-01-01
UDWR_Water Use Data,UDWR,UTSS_S399,UDWR_Site Specific Withdrawal,UTSS_WS108,115.6159308,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1994,,1994-12-31,1994-01-01
UDWR_Water Use Data,UDWR,UTSS_S399,UDWR_Site Specific Withdrawal,UTSS_WS108,99.75177148,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1995,,1995-12-31,1995-01-01
UDWR_Water Use Data,UDWR,UTSS_S399,UDWR_Site Specific Withdrawal,UTSS_WS108,133.0177075,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1996,,1996-12-31,1996-01-01
UDWR_Water Use Data,UDWR,UTSS_S399,UDWR_Site Specific Withdrawal,UTSS_WS108,128.0795313,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1997,,1997-12-31,1997-01-01
UDWR_Water Use Data,UDWR,UTSS_S399,UDWR_Site Specific Withdrawal,UTSS_WS108,303.091685,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1998,,1998-12-31,1998-01-01
UDWR_Water Use Data,UDWR,UTSS_S399,UDWR_Site Specific Withdrawal,UTSS_WS108,146.7396375,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1999,,1999-12-31,1999-01-01
