OID_,siteid,sitename,operator,datasource,sitestatus,stage_yn,stage_por,stage_stat,stage_real,flow_yn,flow_por,flow_statu,flow_realt,watqual_yn,watqual_po,watqual_st,watqual_re,temp_yn,temp_por,temp_statu,temp_realt,floodmgmt,ecosysmgmt,grdwtrmgmt,pubsafety,wtrsupply,ref_gagesi,strmorder,ucdstrmcla,streamtype,totdasqkm,totdasqmi,weblink,streamgage,gnisid_med,rchcd_medr,comid_medr,x_orig,y_orig,wtrshdnm_h,huc8,wtrshdnm_1,huc10,wtrshdnm_2,huc12,gagegap_st,infrastruc,reactivate,addflow_2s,addflow_2w,addtelemet,addtemp_2f,priorityre,refgage_sw,reactivatn,upgrade,primary_be,Latitude,Longitude
1624,11139000,LA BREA C NR SISQUOC CA,USGS,NWIS,Inactive,N,0, ,N,Y,10961,Inactive,N,Y,1,Inactive,N,Y,1,Inactive,N, , , , , ,Y,4,"Flashy, ephemeral rain (FER)",Stream/River - Intermittent,242.282700000000006,93.545835040000000,http://waterdata.usgs.gov/ca/nwis/inventory/?site_no=11139000,0,271921,18060008000169,17624669,-18323.063109899998381,-351519.966269000025932,Santa Maria,18060008,La Brea Creek,1806000802,Alejandro Canyon-La Brea Creek,180600080203,exclude, ,Y, , , , ,1,N,Y,N,ecosystem,34.852127821300002,-120.198999724999993
1625,11147700,CHOLAME C TRIB NR CHOLAME CA,USGS,NWIS,Inactive,N,0, ,N,Y,2556,Inactive,N,N,0, ,N,N,0, ,N, , , , , , ,3,Rain and seasonal groundwater (RGW),Stream/River - Intermittent,25.056000000000001,9.674171710000000,http://waterdata.usgs.gov/ca/nwis/inventory/?site_no=11147700,0, ,18060004000906,17649041,-24011.079334800000652,-251559.139949000003980,Estrella,18060004,Cholame Creek,1806000402,Middle Cholame Creek,180600040206,exclude, ,Y, , , , ,3,N,N,N, ,35.752495221099998,-120.265711087000000
1626,11139350,FOXEN C NR SISQUOC CA,USGS,NWIS,Inactive,N,0, ,N,Y,2927,Inactive,N,Y,1,Inactive,N,Y,1,Inactive,N, , , , , , ,3,Perennial groundwater and rain (PGR),Stream/River - Intermittent,46.416600000000003,17.921542089999999,http://waterdata.usgs.gov/ca/nwis/inventory/?site_no=11139350,0,269604,18060008000909,17624899,-20653.108931099999609,-355580.215903999982402,Santa Maria,18060008,Lower Sisquoc River,1806000804,Asphaltum Creek,180600080401,exclude, ,Y, , , , ,3,N,N,N, ,34.816122560099998,-120.225197627000000
1627,11139500,TEPUSQUET C NR SISQUOC CA,USGS,NWIS,Inactive,N,0, ,N,Y,16070,Inactive,N,Y,1,Inactive,N,Y,1,Inactive,N, , , , , ,Y,4,Perennial groundwater and rain (PGR),Stream/River - Intermittent,75.284999999999997,29.067689070000000,http://waterdata.usgs.gov/ca/nwis/inventory/?site_no=11139500,0,250346,18060008000930,17625369,-22439.359461799998826,-349314.862800000002608,Santa Maria,18060008,Lower Sisquoc River,1806000804,Tepusquet Creek,180600080402,exclude, ,Y, , , , ,1,N,N,N, ,34.872894837899999,-120.244770506999998
1628,11140600,BRADLEY DITCH NR DONOVAN RD A SANTA MARIA CA,USGS,NWIS,Inactive,N,0, ,N,Y,8400,Inactive,N,N,0, ,N,N,0, ,N, , , , , , ,0, ,Canal/Ditch,0.000000000000000,0.000000000000000,https://waterdata.usgs.gov/ca/nwis/inventory/?site_no=11140600,0, ,18060008000253,17623977,-38196.581095299996377,-338803.776575999974739,Santa Maria,18060008,Santa Maria River,1806000806,Lower Santa Maria River,180600080603,exclude,Y,N, , , , ,4,N,N,N, ,34.966673588500001,-120.417636334999997
1629,11141000,SANTA MARIA R A GUADALUPE,USGS,NWIS,Inactive,N,0, ,N,Y,17138,Inactive,N,Y,1094,Inactive,N,Y,50,Inactive,N, , , , , ,N,6,Perennial groundwater and rain (PGR),Artificial Path,4310.403299999999945,1664.255334940000012,http://waterdata.usgs.gov/ca/nwis/inventory/?site_no=11141000,0,249086,18060008000020,17625463,-52264.440447499997390,-337659.506218999973498,Santa Maria,18060008,Santa Maria River,1806000806,Lower Santa Maria River,180600080603,exclude, ,Y, , , , ,1,N,N,N, ,34.976612091699998,-120.572947150000005
1630,11141150,ARROYO GRANDE AB PHOENIX C NR ARROYO GRANDE CA,USGS,NWIS,Inactive,N,0, ,N,Y,9228,Inactive,N,Y,24,Inactive,N,Y,779,Inactive,N, , , , , ,Y,2,Perennial groundwater and rain (PGR),Stream/River - Perennial,34.919100000000000,13.482334350000000,http://waterdata.usgs.gov/ca/nwis/inventory/?site_no=11141150,0,269586,18060006001056,8192881,-39681.772303600002488,-314168.503476999991108,Central Coastal,18060006,Arroyo Grande Creek,1806000606,Upper Arroyo Grande Creek,180600060602,exclude, ,Y, , , , ,1,N,N,N, ,35.188291851999999,-120.434753803999996
1631,11141160,WITTENBERG C NR ARROYO GRANDE CA,USGS,NWIS,Inactive,N,0, ,N,Y,2985,Inactive,N,Y,2,Inactive,N,Y,2,Inactive,N, , , , , , ,1,Perennial groundwater and rain (PGR),Stream/River - Intermittent,8.712000000000000,3.363720620000000,http://waterdata.usgs.gov/ca/nwis/inventory/?site_no=11141160,0,251752,18060006000360,8193805,-41543.525027199997567,-310960.543231000017840,Central Coastal,18060006,Arroyo Grande Creek,1806000606,Upper Arroyo Grande Creek,180600060602,exclude, ,Y, , , , ,3,N,Y,N,flood,35.216856176699999,-120.456207117000005
1632,11141300,ARROYO GRANDE NR ARROYO GRANDE CA,USGS,NWIS,Inactive,N,0, ,N,Y,3013,Inactive,N,N,0, ,N,N,0, ,N, , , , , , ,4,Perennial groundwater and rain (PGR),Stream/River - Perennial,182.825999999999993,70.589484249999998,http://waterdata.usgs.gov/ca/nwis/inventory/?site_no=11141300,0,269586,18060006000015,8193667,-45553.464642300001287,-314403.834357000014279,Central Coastal,18060006,Arroyo Grande Creek,1806000606,Lower Arroyo Grande Creek,180600060605,exclude, ,Y, , , , ,3,N,N,N, ,35.185223400300004,-120.499506265999997
1633,11141400,TAR SPRING C NR ARROYO GRANDE CA,USGS,NWIS,Inactive,N,0, ,N,Y,4382,Inactive,N,N,0, ,N,N,0, ,N, , , , , , ,3,Winter storms (WS),Stream/River - Intermittent,47.545200000000001,18.357296810000001,http://waterdata.usgs.gov/ca/nwis/inventory/?site_no=11141400,0,274038,18060006000006,8192995,-49497.636224599998968,-320353.309657000005245,Central Coastal,18060006,Arroyo Grande Creek,1806000606,Tar Spring Creek,180600060603,exclude, ,Y, , , , ,2,N,N,N, ,35.132003036000000,-120.543558915000006
1634,11141500,ARROYO GRANDE AT ARROYO GRANDE CA,USGS,NWIS,Inactive,N,0, ,N,Y,17166,Inactive,N,N,0, ,N,N,0, ,N, , , , , ,N,4,Perennial groundwater and rain (PGR),Stream/River - Perennial,264.432599999999979,102.097955729999995,http://waterdata.usgs.gov/ca/nwis/inventory/?site_no=11141500,0,269586,18060006000005,8193677,-51909.344541899998148,-321206.678161000018008,Central Coastal,18060006,Arroyo Grande Creek,1806000606,Lower Arroyo Grande Creek,180600060605,exclude, ,Y, , , , ,1,N,Y,N,water quality,35.124440302300002,-120.570042619999995
1635,11141600,LOS BERROS C NR NIPOMO CA,USGS,NWIS,Inactive,N,0, ,N,Y,3712,Inactive,N,Y,1,Inactive,N,Y,1,Inactive,N, , , , , , ,2,Winter storms (WS),Stream/River - Intermittent,54.626399999999997,21.091362289999999,http://waterdata.usgs.gov/ca/nwis/inventory/?site_no=11141600,0,245157,18060006000327,8193685,-46539.608341099999961,-325283.433839000004809,Central Coastal,18060006,Arroyo Grande Creek,1806000606,Los Berros Creek,180600060604,exclude, ,Y, , , , ,2,N,Y,N,water quality,35.088137619199998,-120.510849914999994
1636,11142080,MORRO C A MORRO BAY CA,USGS,NWIS,Inactive,N,0, ,N,Y,2921,Inactive,N,N,0, ,N,N,0, ,N, , , , , , ,2,Winter storms (WS),Stream/River - Intermittent,62.416800000000002,24.099251310000000,http://waterdata.usgs.gov/ca/nwis/inventory/?site_no=11142080,0,272562,18060006000069,8192559,-77634.197353600000497,-292829.087092000001576,Central Coastal,18060006,Santa Rosa Creek-Frontal Pacific Ocean,1806000604,Morro Creek,180600060412,exclude, ,Y, , , , ,3,N,N,N, ,35.378000120999999,-120.855204422000000
1637,11142100,TORO C NR MORRO BAY CA,USGS,NWIS,Inactive,N,0, ,N,Y,2921,Inactive,N,N,0, ,N,N,0, ,N, , , , , , ,2,Winter storms (WS),Stream/River - Intermittent,39.287700000000001,15.169059550000000,http://waterdata.usgs.gov/ca/nwis/inventory/?site_no=11142100,0,274166,18060006000083,8192531,-78124.164035399997374,-287604.688255999993999,Central Coastal,18060006,Santa Rosa Creek-Frontal Pacific Ocean,1806000604,Toro Creek,180600060411,exclude, ,Y, , , , ,3,N,N,N, ,35.425362499800002,-120.861255369000006
1638,11142200,SANTA ROSA C NR CAMBRIA CA,USGS,NWIS,Inactive,N,0, ,N,Y,5539,Inactive,N,Y,7,Inactive,N,Y,7,Inactive,N, , , , , , ,3,Perennial groundwater and rain (PGR),Stream/River - Perennial,32.750100000000003,12.644879110000000,http://waterdata.usgs.gov/ca/nwis/inventory/?site_no=11142200,0,249108,18060006000112,8191593,-90465.447466800003895,-270690.289440999971703,Central Coastal,18060006,Santa Rosa Creek-Frontal Pacific Ocean,1806000604,Santa Rosa Creek,180600060406,exclude, ,Y, , , , ,2,N,N,N, ,35.576772482899997,-120.998918180000004
1639,11142240,PERRY C A CAMBRIA CA,USGS,NWIS,Inactive,N,0, ,N,Y,599,Inactive,N,Y,9,Inactive,N,Y,10,Inactive,N, , , , , , ,4,Rain and seasonal groundwater (RGW),Stream/River - Perennial,59.371200000000002,22.923339060000000,http://waterdata.usgs.gov/ca/nwis/inventory/?site_no=11142240,0, ,18060006000818,8190771,-96789.819708399998490,-271862.067139999999199,Central Coastal,18060006,Santa Rosa Creek-Frontal Pacific Ocean,1806000604,Perry Creek,180600060405,exclude, ,Y, , , , ,3,N,N,N, ,35.565594243400000,-121.068556275999995
1640,11142300,SAN SIMEON C NR CAMBRIA CA,USGS,NWIS,Inactive,N,0, ,N,Y,650,Inactive,N,Y,4,Inactive,N,Y,4,Inactive,N, , , , , , ,4,Perennial groundwater and rain (PGR),Stream/River - Perennial,68.402699999999996,26.410419279999999,http://waterdata.usgs.gov/ca/nwis/inventory/?site_no=11142300,0,248969,18060006001101,8190707,-100928.480473000003258,-267997.140820999979042,Central Coastal,18060006,Santa Rosa Creek-Frontal Pacific Ocean,1806000604,San Simeon Creek,180600060404,exclude, ,Y, , , , ,3,N,N,N, ,35.599215519399998,-121.114746175999997
1641,11142500,ARROYO DE LA CRUZ NR SAN SIMEON CA,USGS,NWIS,Inactive,N,0, ,N,Y,10591,Inactive,N,N,0, ,N,N,0, ,N, , , , , ,Y,4,Perennial groundwater and rain (PGR),Stream/River - Intermittent,107.095500000000001,41.349786739999999,http://waterdata.usgs.gov/ca/nwis/inventory/?site_no=11142500,0,255270,18060006000134,8190393,-116207.314828000002308,-254737.376778000005288,Central Coastal,18060006,Santa Rosa Creek-Frontal Pacific Ocean,1806000604,Arroyo De La Laguna,180600060402,exclude, ,Y, , , , ,1,N,Y,N,water quality,35.717561446799998,-121.285342632999999
1642,11142550,SAN CARPOFORO C NR SAN SIMEON CA,USGS,NWIS,Inactive,N,0, ,N,Y,365,Inactive,N,N,0, ,N,N,0, ,N, , , , , , ,3,Perennial groundwater and rain (PGR),Stream/River - Perennial,90.418499999999995,34.910763690000003,http://waterdata.usgs.gov/ca/nwis/inventory/?site_no=11142550,0,273448,18060006000158,8190331,-117531.306182999993325,-250318.396115000010468,Central Coastal,18060006,Big Creek-Frontal Pacific Ocean,1806000603,San Carpoforo Creek,180600060306,exclude, ,Y, , , , ,3,N,N,N, ,35.756789847999997,-121.301203541999996
1643,11143300,ARROYO DEL REY A DEL REY OAKS CA,USGS,NWIS,Inactive,N,0, ,N,Y,4382,Inactive,N,N,0, ,N,N,0, ,N, , , , , , ,2,Rain and seasonal groundwater (RGW),Stream/River - Intermittent,38.191499999999998,14.745814530000001,http://waterdata.usgs.gov/ca/nwis/inventory/?site_no=11143300,0, ,18060015000499,17599225,-164280.803224000002956,-156529.166858000011416,Monterey Bay,18060015,Monterey Bay,1806001503,Canyon Del Rey,180600150304,exclude, ,Y, , , , ,2,N,N,N, ,36.593948787599999,-121.838799979000001
1644,11143500,SALINAS R NR POZO CA,USGS,NWIS,Inactive,N,0, ,N,Y,14974,Inactive,N,Y,15,Inactive,N,Y,15,Inactive,N, , , , , ,Y,4,"Flashy, ephemeral rain (FER)",Stream/River - Intermittent,182.071799999999996,70.298286120000000,http://waterdata.usgs.gov/ca/nwis/inventory/?site_no=11143500,0,273405,18060005000447,8213735,-36780.436330600001384,-301940.016147000016645,Salinas,18060005,Santa Margarita Lake-Salinas River,1806000501,Toro Creek-Salinas River,180600050103,exclude, ,Y, , , , ,1,N,N,N, ,35.299100822699998,-120.403741906999997
1645,11144000,TORO C NR POZO CA,USGS,NWIS,Inactive,N,0, ,N,Y,7551,Inactive,N,N,0, ,N,N,0, ,N, , , , , ,N,2,Rain and seasonal groundwater (RGW),Stream/River - Intermittent,24.820200000000000,9.583128860000000,http://waterdata.usgs.gov/ca/nwis/inventory/?site_no=11144000,0,255765,18060005000462,8214349,-38348.542773799999850,-299133.654122999985702,Salinas,18060005,Santa Margarita Lake-Salinas River,1806000501,Toro Creek-Salinas River,180600050103,exclude, ,Y, , , , ,2,N,N,N, ,35.323644316500001,-120.421688696999993
1646,11144200,SALSIPUEDES C NR POZO CA,USGS,NWIS,Inactive,N,0, ,N,Y,5112,Inactive,N,N,0, ,N,N,0, ,N, , , , , , ,2,Perennial groundwater and rain (PGR),Stream/River - Intermittent,12.730499999999999,4.915271510000000,http://waterdata.usgs.gov/ca/nwis/inventory/?site_no=11144200,0,248751,18060005000856,8213747,-41248.037313900000299,-302584.070315000019036,Salinas,18060005,Santa Margarita Lake-Salinas River,1806000501,San Margarita Lake-Salinas River,180600050104,exclude, ,Y, , , , ,2,N,N,N, ,35.293171461900002,-120.452850519999998
1647,11144600,SALINAS R BL SALINAS DAM NR POZO CA,USGS,NWIS,Inactive,N,0, ,N,Y,4574,Inactive,N,Y,3,Inactive,N,Y,2,Inactive,N, , , , , , ,4,Perennial groundwater and rain (PGR),Stream/River - Intermittent,294.281999999999982,113.622868760000003,http://waterdata.usgs.gov/ca/nwis/inventory/?site_no=11144600,0,273405,18060005000440,8214345,-45837.353750299997046,-297829.446220999991056,Salinas,18060005,Santa Margarita Creek-Salinas River,1806000502,Pilitas Creek-Salinas River,180600050203,exclude, ,Y, , , , ,2,N,N,N, ,35.334885847199999,-120.504225946999995
1648,11145000,SALINAS R AB PILITAS C NR SANTA MARGARITA CA,USGS,NWIS,Inactive,N,0, ,N,Y,12121,Inactive,N,Y,7,Inactive,N,Y,8,Inactive,N, , , , , ,N,4,Perennial groundwater and rain (PGR),Stream/River - Intermittent,294.281999999999982,113.622868760000003,http://waterdata.usgs.gov/ca/nwis/inventory/?site_no=11145000,0,273405,18060005000440,8214345,-46638.512044000002788,-296320.273172000015620,Salinas,18060005,Santa Margarita Creek-Salinas River,1806000502,Pilitas Creek-Salinas River,180600050203,exclude, ,Y, , , , ,1,N,N,N, ,35.348627620300000,-120.513073708999997
1649,11145500,SALINAS R NR SANTA MARGARITA CA,USGS,NWIS,Inactive,N,0, ,N,Y,6573,Inactive,N,N,0, ,N,N,0, ,N, , , , , , ,4,Perennial groundwater and rain (PGR),Stream/River - Intermittent,384.947999999999979,148.629192700000004,http://waterdata.usgs.gov/ca/nwis/inventory/?site_no=11145500,0,273405,18060005000427,8213521,-51592.109938200002944,-289628.350047999992967,Salinas,18060005,Santa Margarita Creek-Salinas River,1806000502,Pilitas Creek-Salinas River,180600050203,exclude, ,Y, , , , ,2,N,N,N, ,35.409246136599997,-120.567969473999995
1650,11147000,JACK C NR TEMPLETON CA,USGS,NWIS,Inactive,N,0, ,N,Y,10591,Inactive,N,N,0, ,N,N,0, ,N, , , , , ,N,3,Perennial groundwater and rain (PGR),Stream/River - Perennial,69.879599999999996,26.980653319999998,http://waterdata.usgs.gov/ca/nwis/inventory/?site_no=11147000,0,243948,18060005002414,8212065,-72874.955277500004740,-271942.451627000002190,Salinas,18060005,Paso Robles Creek-Salinas River,1806000504,Paso Robles Creek,180600050402,exclude, ,Y, , , , ,1,N,N,N, ,35.567333303600002,-120.805003780999996
1651,11147040,SANTA RITA C TRIB NR TEMPLETON CA,USGS,NWIS,Inactive,N,0, ,N,Y,1887,Inactive,N,Y,1826,Inactive,N,Y,126,Inactive,N, , , , , , ,1, ,Stream/River - Perennial,13.005900000000000,5.021604000000000,http://waterdata.usgs.gov/ca/nwis/inventory/?site_no=11147040,0, ,18060005002432,8212111,-76853.306193700002041,-275528.212484000017866,Salinas,18060005,Paso Robles Creek-Salinas River,1806000504,Santa Rita Creek,180600050401,exclude, ,Y, , , , ,2,N,N,N, ,35.534369888999997,-120.847533358000007
1652,11147070,SANTA RITA C NR TEMPLETON CA,USGS,NWIS,Inactive,N,0, ,N,Y,12053,Inactive,N,Y,1826,Inactive,N,Y,561,Inactive,N, , , , , ,N,2,Perennial groundwater and rain (PGR),Stream/River - Perennial,48.389400000000002,18.683244120000001,http://waterdata.usgs.gov/ca/nwis/inventory/?site_no=11147070,0,249100,18060005000865,8212151,-69492.458324499995797,-276723.142382999998517,Salinas,18060005,Paso Robles Creek-Salinas River,1806000504,Santa Rita Creek,180600050401,exclude, ,Y, , , , ,1,N,N,N, ,35.524394559900003,-120.766559462999993
1653,11147600,HUERHUERO C NR CRESTON CA,USGS,NWIS,Inactive,N,0, ,N,Y,5113,Inactive,N,N,0, ,N,N,0, ,N, , , , , , ,4,Rain and seasonal groundwater (RGW),Stream/River - Intermittent,262.475099999999998,101.342161059999995,http://waterdata.usgs.gov/ca/nwis/inventory/?site_no=11147600,0,243717,18060005000474,8211959,-50326.093623499997193,-270171.999288999999408,Salinas,18060005,Huerhuero Creek,1806000503,Lower Huerhuero Creek,180600050307,exclude, ,Y, , , , ,2,N,N,N, ,35.583291129099997,-120.554770103999999
1654,11147800,CHOLAME C NR SHANDON CA,USGS,NWIS,Inactive,N,0, ,N,Y,5113,Inactive,N,N,0, ,N,N,0, ,N, , , , , , ,5,Rain and seasonal groundwater (RGW),Stream/River - Intermittent,614.145599999999945,237.122844450000002,http://waterdata.usgs.gov/ca/nwis/inventory/?site_no=11147800,0,240576,18060004000095,17648071,-30387.670949499999551,-258624.419319999986328,Estrella,18060004,Cholame Creek,1806000402,Lower Cholame Creek,180600040207,exclude, ,Y, , , , ,2,N,N,N, ,35.688177332599999,-120.336272393000002
1655,11148000,ESTRELLA R NR PASO ROBLES CA,USGS,NWIS,Inactive,N,0, ,N,Y,730,Inactive,N,N,0, ,N,N,0, ,N, , , , , , ,5,Rain and seasonal groundwater (RGW),Stream/River - Perennial,2041.637400000000071,788.280283410000038,http://waterdata.usgs.gov/ca/nwis/inventory/?site_no=11148000,0,242072,18060004000018,17649021,-46030.609319900002447,-262575.374098000000231,Estrella,18060004,Estrella River,1806000404,Pine Creek-Estrella River,180600040405,exclude, ,Y, , , , ,3,N,N,N, ,35.653466668900002,-120.507670216999998
1656,11148800,NACIMIENTO R NR BRYSON CA,USGS,NWIS,Inactive,N,0, ,N,Y,5844,Inactive,N,Y,3099,Inactive,N,Y,782,Inactive,N, , , , , , ,5,Perennial groundwater and rain (PGR),Stream/River - Perennial,380.638800000000003,146.965401960000008,http://waterdata.usgs.gov/ca/nwis/inventory/?site_no=11148800,0,272621,18060005000316,8209915,-100736.145715000006021,-245555.124964999995427,Salinas,18060005,Nacimiento River,1806000506,Salmon Creek-Nacimiento River,180600050606,exclude, ,Y, , , , ,2,N,N,N, ,35.802004987200000,-121.115579037000003
1657,11149500,NACIMIENTO R NR SAN MIGUEL CA,USGS,NWIS,Inactive,N,0, ,N,Y,6574,Inactive,N,N,0, ,N,N,0, ,N, , , , , , ,5,Perennial groundwater and rain (PGR),Stream/River - Intermittent,905.237100000000055,349.513854779999974,http://waterdata.usgs.gov/ca/nwis/inventory/?site_no=11149500,0, ,18060005000306,8211705,-71513.368655500002205,-247890.253468999988399,Salinas,18060005,Nacimiento River,1806000506,180600050611-Nacimiento River,180600050611,exclude, ,Y, , , , ,2,N,N,N, ,35.783340150900003,-120.790774228000004
1658,11149650,SULPHUR SPRINGS CYN NR JOLON CA,USGS,NWIS,Inactive,N,0, ,N,Y,730,Inactive,N,N,0, ,N,N,0, ,N, , , , , , ,2,"Flashy, ephemeral rain (FER)",Stream/River - Intermittent,13.443300000000001,5.190485020000000,http://waterdata.usgs.gov/ca/nwis/inventory/?site_no=11149650,0, ,18060005001919,8204511,-111576.626965000003111,-221223.449357000004966,Salinas,18060005,San Antonio River,1806000507,Squirrel Spring-San Antonio River,180600050706,exclude, ,Y, , , , ,3,N,N,N, ,36.019649150900001,-121.238728451000000
1659,11149700,SAN ANTONIO R A SAM JNS BR NR LOCKWOOD CA,USGS,NWIS,Inactive,N,0, ,N,Y,2158,Inactive,N,Y,728,Inactive,N,Y,291,Inactive,N, , , , , , ,4,Perennial groundwater and rain (PGR),Stream/River - Intermittent,528.215400000000045,203.945022370000004,http://waterdata.usgs.gov/ca/nwis/inventory/?site_no=11149700,0,248791,18060005000234,8210497,-102098.739883999995072,-233230.695104999991599,Salinas,18060005,San Antonio River,1806000507,Sam Jones Canyon-San Antonio River,180600050707,exclude, ,Y, , , , ,2,N,N,N, ,35.912560534299999,-121.132597645000004
1660,11150000,SAN ANTONIO R A PLEYTO CA,USGS,NWIS,Inactive,N,0, ,N,Y,13148,Inactive,N,Y,210,Inactive,N,Y,107,Inactive,N, , , , , , ,4,Perennial groundwater and rain (PGR),Artificial Path,711.785700000000020,274.821882340000002,https://waterdata.usgs.gov/nwis/inventory/?site_no=11150000&agency_cd=USGS,0,248791,18060005021269,8212895,-89631.847662700005458,-238612.597414999996545,Salinas,18060005,San Antonio River,1806000507,San Antonio Reservoir-San Antonio River,180600050710,exclude, ,Y, , , , ,1,N,N,N, ,35.864860535799998,-120.994022982999994
1661,11150800,COW C NR SAN ARDO CA,USGS,NWIS,Inactive,N,0, ,N,Y,1460,Inactive,N,N,0, ,N,N,0, ,N, , , , , , ,1,Rain and seasonal groundwater (RGW),Stream/River - Intermittent,4.203900000000000,1.623134200000000,https://waterdata.usgs.gov/ca/nwis/inventory/?site_no=11150800,0, ,18060005002977,8206533,-71668.234796200005803,-204072.698658000008436,Salinas,18060005,San Lorenzo Creek,1806000510,Headwaters San Lorenzo Creek,180600051001,exclude, ,Y, , , , ,3,N,N,N, ,36.177421793400001,-120.796603718000000
1662,11151000,SAN LORENZO C NR KING CITY CA,USGS,NWIS,Inactive,N,0, ,N,Y,912,Inactive,N,N,0, ,N,N,0, ,N, , , , , , ,5,Perennial groundwater and rain (PGR),Stream/River - Perennial,546.285600000000045,210.921962729999990,http://waterdata.usgs.gov/ca/nwis/inventory/?site_no=11151000,0,248893,18060005000639,8203237,-91538.544017199994414,-194766.397556000010809,Salinas,18060005,San Lorenzo Creek,1806000510,Middle San Lorenzo Creek,180600051003,exclude, ,Y, , , , ,3,N,N,N, ,36.259969538199996,-121.020104588999999
1663,11151500,SAN LORENZO C A KING CITY CA,USGS,NWIS,Inactive,N,0, ,N,Y,1095,Inactive,N,Y,1,Inactive,N,Y,1,Inactive,N, , , , , , ,5,Perennial groundwater and rain (PGR),Stream/River - Intermittent,619.544700000000034,239.207447760000008,http://waterdata.usgs.gov/ca/nwis/inventory/?site_no=11151500,0,248893,18060005000632,8205383,-100580.714544000002206,-200219.419403999985661,Salinas,18060005,San Lorenzo Creek,1806000510,Lower San Lorenzo Creek,180600051004,exclude, ,Y, , , , ,3,N,N,N, ,36.208858192500003,-121.118290492000000
1664,11152540,EL TORO C NR SPRECKELS CA,USGS,NWIS,Inactive,N,0, ,N,Y,14609,Inactive,N,N,0, ,N,N,0, ,N, , , , , ,N,4,Perennial groundwater and rain (PGR),Stream/River - Intermittent,82.831500000000005,31.981407810000000,http://waterdata.usgs.gov/ca/nwis/inventory/?site_no=11152540,0,223064,18060005000018,8200677,-153331.962884000007762,-157908.184142000012798,Salinas,18060005,El Toro Creek-Salinas River,1806000515,El Toro Creek,180600051508,exclude, ,Y, , , , ,1,N,N,N, ,36.583057086300002,-121.715681153000006
1665,11152570,ALISAL C NR SALINAS CA,USGS,NWIS,Inactive,N,0, ,N,Y,1460,Inactive,N,N,0, ,N,N,0, ,N, , , , , , ,3,Perennial groundwater and rain (PGR),Stream/River - Intermittent,39.469499999999996,15.239252889999999,http://waterdata.usgs.gov/ca/nwis/inventory/?site_no=11152570,0,218125,18060005022791,17605361,-140076.013158999994630,-146000.396997000003466,Salinas,18060005,El Toro Creek-Salinas River,1806000515,Alisal Creek-Salinas River,180600051509,exclude, ,Y, , , , ,3,N,N,N, ,36.692118120899998,-121.569153889000006
1666,11152600,GABILAN C NR SALINAS CA,USGS,NWIS,Inactive,Y,2556,Inactive,Y,Y,16070,Inactive,Y,Y,9,Inactive,N,Y,6,Inactive,N, , , , , ,N,4,Winter storms (WS),Stream/River - Intermittent,105.556500000000000,40.755575759999999,http://waterdata.usgs.gov/ca/nwis/inventory/?site_no=11152600,0,233915,18060015000234,17605309,-143670.480803999991622,-138917.940797999995993,Monterey Bay,18060015,Tembladero Slough,1806001501,Nativdad Creek-Gabilan Creek,180600150102,exclude, ,Y, , , , ,1,N,Y,N,water quality,36.755195590500001,-121.611116326000001
1667,11152900,CEDAR C NR BELL STATION CA,USGS,NWIS,Inactive,N,0, ,N,Y,7669,Inactive,N,N,0, ,N,N,0, ,N, , , , , ,Y,3,Perennial groundwater and rain (PGR),Stream/River - Perennial,33.794100000000000,13.047969600000000,http://waterdata.usgs.gov/ca/nwis/inventory/?site_no=11152900,0,220759,18060002000384,17661409,-117982.050556000001961,-106606.200389999998151,Pajaro,18060002,Pacheco Creek,1806000202,Cedar Creek,180600020204,exclude, ,Y, , , , ,2,N,N,N, ,37.050389926599998,-121.327407913000002
1668,11153040,PACHECO C A DUNNEVILLE CA,USGS,NWIS,Inactive,N,0, ,N,Y,1460,Inactive,N,N,0, ,N,N,0, ,N, , , , , , ,5,Perennial groundwater and rain (PGR),Stream/River - Intermittent,397.783799999999985,153.585120749999987,http://waterdata.usgs.gov/ca/nwis/inventory/?site_no=11153040,0,230193,18060002000293,17663037,-126169.801028999994742,-116495.454629999992903,Pajaro,18060002,Pacheco Creek,1806000202,Lower Pacheco Creek,180600020206,exclude, ,Y, , , , ,3,N,N,N, ,36.959785527500003,-121.419001137999999
1669,11153500,LLAGAS C NR MORGAN HILL CA,USGS,NWIS,Inactive,Y,10,Inactive,N,Y,7337,Inactive,N,Y,80,Inactive,N,Y,138,Inactive,N, , , , , ,N,3,Perennial groundwater and rain (PGR),Stream/River - Perennial,50.725800000000000,19.585332829999999,http://waterdata.usgs.gov/ca/nwis/inventory/?site_no=11153500,0,255106,18060002001534,17661097,-150097.699443999998039,-98936.165299200001755,Pajaro,18060002,Llagas Creek,1806000203,Upper Llagas Creek,180600020302,exclude, ,Y, , , , ,2,N,Y,N,ecosystem,37.114529017899997,-121.691516608000001
1670,11153700,PAJARO R NR GILROY CA,USGS,NWIS,Inactive,N,0, ,N,Y,8614,Inactive,N,N,0, ,N,N,0, ,N, , , , , ,N,5,Rain and seasonal groundwater (RGW),Stream/River - Perennial,1062.170100000000048,410.105999950000012,http://waterdata.usgs.gov/ca/nwis/inventory/?site_no=11153700,0,230242,18060002000255,17663049,-134536.241658999992069,-117655.235610999996425,Pajaro,18060002,Pajaro River,1806000208,Upper Pajaro River,180600020801,exclude, ,Y, , , , ,2,N,N,N, ,36.948125980400000,-121.511815967000004
