OID_,siteid,sitename,operator,datasource,sitestatus,stage_yn,stage_por,stage_stat,stage_real,flow_yn,flow_por,flow_statu,flow_realt,watqual_yn,watqual_po,watqual_st,watqual_re,temp_yn,temp_por,temp_statu,temp_realt,floodmgmt,ecosysmgmt,grdwtrmgmt,pubsafety,wtrsupply,ref_gagesi,strmorder,ucdstrmcla,streamtype,totdasqkm,totdasqmi,weblink,streamgage,gnisid_med,rchcd_medr,comid_medr,x_orig,y_orig,wtrshdnm_h,huc8,wtrshdnm_1,huc10,wtrshdnm_2,huc12,gagegap_st,infrastruc,reactivate,addflow_2s,addflow_2w,addtelemet,addtemp_2f,priorityre,refgage_sw,reactivatn,upgrade,primary_be,Latitude,Longitude
515,GRL,FEATHER RIVER NEAR GRIDLEY,CA Dept of Water Resources/O & M,CDEC,Active,Y,13514,Active,Y,Y,13514,Active,Y,Y,2912,Active,Y,Y,1549,Active,Y,Y,Y, ,Y, ,N,6,High-volume snowmelt and rain (HSR),Artificial Path,9473.085,3657.577065,http://cdec.water.ca.gov/dynamicapp/staMeta?station_id=GRL,0,223423,1.80202E+13,7972453,-141824.5462,151312.1486,Honcut Headwaters-Lower Feather,18020159,Upper Feather River,1802015902,Oregon Gulch-Feather River,1.80202E+11,WG, ,N,N,N,N,N,0,N,N,N, ,39.36677594,-121.6468968
516,GUD,GUADALUPE R-SAN JOSE AT ALMADEN EXPRESSW,Santa Clara Valley Water District,CDEC,Active,Y,1686,Active,Y,Y,1686,Active,Y,N,0, ,N,N,0, ,N, , , , , ,N,4,Perennial groundwater and rain (PGR),Stream/River - Intermittent,167.5422,64.6883785,http://cdec.water.ca.gov/dynamicapp/staMeta?station_id=GUD,0,253220,1.805E+13,17694255,-166467.1593,-80124.17015,Coyote,18050003,Guadalupe River-Frontal San Francisco Bay Estuaries,1805000303,Guadalupe River,1.805E+11,WG, ,N,N,N,N,Y,0,N,N,N, ,37.28078257,-121.8802152
518,H59,MERCED R AT HWY 59 (MID),Merced Irrigation District,CDEC,Active,Y,1228,Active,Y,Y,822,Active,Y,N,0, ,N,N,0, ,N, , , , , , ,5,High-volume snowmelt and rain (HSR),Stream/River - Perennial,2831.5107,1093.251944,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=H59,0,272412,1.804E+13,2833534,-44159.35056,-60589.80641,Upper Merced,18040008,Ingalsbe Slough-Merced River,1804000808,Ingalsbe Slough-Merced River,1.804E+11,WG, ,N,N,N,N,Y,0,N,N,N, ,37.47060662,-120.5004606
656,NKD,NF KINGS RIVER BLW DINKEY CREEK,Pacific Gas & Electric,CDEC,Active,Y,5523,Active,Y,Y,5523,Active,Y,N,0, ,N,Y,122,Active,Y, , , , , ,N,5,Snowmelt (SM),Stream/River - Perennial,1001.3967,386.6412687,http://cdec.water.ca.gov/dynamicapp/staMeta?station_id=NKD,0,264175,1.803E+13,22057161,77616.65756,-125963.7178,Upper King,18030010,North Fork Kings River,1803001006,Patterson Creek-North Fork Kings River,1.803E+11,WG, ,N,N,N,N,N,0,N,N,N, ,36.88008899,-119.1280075
659,NSD,NORTH FORK STANISLAUS R BLW DIVERSION,Northern California Power Agency,CDEC,Active,Y,1648,Inactive,N,Y,8223,Active,Y,N,0, ,N,N,0, ,N, , , , , ,N,4,Snowmelt (SM),Stream/River - Perennial,74.1735,28.6385367,http://cdec.water.ca.gov/dynamicapp/staMeta?station_id=NSD,0,234375,1.804E+13,342483,-1569.404212,46426.31233,Upper Stanislaus,18040010,North Fork Stanislaus River,1804001003,Upper North Fork Stanislaus River,1.804E+11,WG, ,N,N,N,N,Y,0,N,N,N, ,38.43437405,-120.0184934
660,NSL,NATIONAL STEEL,"CA Dept of Water Resources, DES",CDEC,Active,Y,5733,Active,Y,Y,4733,Active,Y,Y,5733,Active,Y,Y,5733,Active,Y, , , , , , ,4,Rain and seasonal groundwater (RGW),Artificial Path,151.9209,58.65696333,http://cdec.water.ca.gov/dynamicapp/staMeta?station_id=NSL,0,234323,1.805E+13,2788515,-165301.3465,13400.14574,Suisun Bay,18050001,Suisun Bay,1805000104,Suisun Bay Estuaries,1.805E+11,WG, ,N,N,N,N,N,0,N,N,N, ,38.12207955,-121.8884373
661,NYS,N YUBA R. ABV SLATE CK NR STRAWBERRY,Yuba County Water Agency,CDEC,Active,Y,5162,Active,Y,Y,5090,Active,Y,N,0, ,N,N,0, ,N, , , , , , ,5,Low-volume snowmelt and rain (LSR),Stream/River - Perennial,907.4799,350.3798043,http://cdec.water.ca.gov/dynamicapp/staMeta?station_id=NYS,0,264249,1.80201E+13,8056781,-93691.92194,168189.7182,Upper Yuba,18020125,Lower North Yuba River,1802012504,Mill Creek-North Yuba River,1.80201E+11,WG, ,N,N,N,N,Y,0,Y,N,N, ,39.52464964,-121.0915958
662,OBB,STANISLAUS R AT ORANGE BLOSSOM BRIDGE,CA Dept of Water Resources,CDEC,Active,Y,13514,Active,Y,Y,13514,Active,Y,Y,7380,Active,Y,Y,7374,Active,Y,Y, , , , , ,6,High-volume snowmelt and rain (HSR),Stream/River - Perennial,2652.6168,1024.180652,http://cdec.water.ca.gov/dynamicapp/staMeta?station_id=OBB,0,267673,1.804E+13,2825866,-65963.63997,-25681.59225,Upper Stanislaus,18040010,Lower Stanislaus River,1804001007,Rodden Creek-Stanislaus River,1.804E+11,WG, ,N,N,N,N,N,0,N,N,N, ,37.78300507,-120.750013
663,OH1,OLD RIVER AT HEAD,CA Dept of Water Resources,CDEC,Active,Y,7918,Active,Y,Y,7638,Active,Y,Y,2540,Active,Y,Y,7918,Active,Y, ,Y, , ,Y, ,7,Rain and seasonal groundwater (RGW),Stream/River - Perennial,36080.0334,13930.57306,http://cdec.water.ca.gov/dynamicapp/staMeta?station_id=OH1,0,254998,1.804E+13,1894466,-117044.5147,-22391.60551,San Joaquin Delta,18040003,Old River,1804000306,Upper Old River,1.804E+11,WG, ,N,N,N,N,N,0,N,N,N, ,37.80804177,-121.3313142
664,OLD,OLD RIVER NEAR TRACY,CA Dept of Water Resources/O & M,CDEC,Active,Y,13061,Active,Y,Y,3592,Active,Y,Y,5748,Active,Y,Y,5748,Active,Y, ,Y, , , , ,3,Rain and seasonal groundwater (RGW),Stream/River - Perennial,36324.9261,14025.12662,http://cdec.water.ca.gov/dynamicapp/staMeta?station_id=OLD,0,254998,1.804E+13,1894560,-127450.2996,-22543.61943,San Joaquin Delta,18040003,Old River,1804000306,Lower Old River,1.804E+11,WG, ,N,N,N,N,N,0,N,N,N, ,37.80439518,-121.4496137
665,OMR,OLD & MIDDLE RVRS TIDALLY FILTERED EST,CA Dept of Water Resources/O & M,CDEC,Active,N,0, ,N,Y,4413,Active,Y,N,0, ,N,N,0, ,N, , , , , , ,0,Rain and seasonal groundwater (RGW),Canal/Ditch,0,0,http://cdec.water.ca.gov/dynamicapp/staMeta?station_id=OMR,0, ,1.804E+13,1891712,-137831.2783,-4012.248118,San Joaquin Delta,18040003,Middle River-San Joaquin River,1804000309,Mandeville Island-Connection Slough,1.804E+11,WG,N,N,N,N,N,Y,0,N,N,N, ,37.97023593,-121.5704662
666,ORD,SACRAMENTO R AT ORD FERRY-MAIN CHANNEL,CA Dept of Water Resources,CDEC,Active,Y,13514,Active,Y,Y,13514,Active,Y,N,0, ,N,N,0, ,N,Y, , , , , ,7,High-volume snowmelt and rain (HSR),Artificial Path,29930.7573,11556.32525,http://cdec.water.ca.gov/dynamicapp/staMeta?station_id=ORD,0,1654949,1.80201E+13,2845759,-170980.875,180940.9198,Sacramento-Stone Corral,18020104,Sacramento River,1802010412,Deadmans Reach-Sacramento River,1.80201E+11,WG, ,N,N,N,N,Y,0,N,N,N, ,39.62855931,-121.9918422
667,ORH,MIDDLE YUBA RIVER BELOW OUR HOUSE DAM,Yuba County,CDEC,Active,Y,8591,Active,Y,Y,8232,Active,Y,N,0, ,N,N,0, ,N, , , , , ,N,4,Low-volume snowmelt and rain (LSR),Stream/River - Perennial,374.9094,144.7532692,http://cdec.water.ca.gov/dynamicapp/staMeta?station_id=ORH,0,263552,1.80201E+13,8063597,-85782.88084,155578.3884,Upper Yuba,18020125,Middle Yuba River,1802012505,Grizzly Creek-Middle Yuba River,1.80201E+11,WG, ,N,N,N,N,Y,0,Y,N,N, ,39.41203015,-120.997038
906,AMF,AMERICAN R AT FOLSOM,CA Dept of Water Resources/Snow Surveys,CDEC,Active,N,0, ,N,Y,2288,Inactive,N,N,0, ,N,N,0, ,N, , , , , , ,1,High-volume snowmelt and rain (HSR),Stream/River - Intermittent,4.3731,1.68846266,http://cdec.water.ca.gov/dynamicapp/staMeta?station_id=AMF,0, ,1.80201E+13,15022473,-102796.6988,74746.04034,Lower American,18020111,American River,1802011102,Upper American River,1.80201E+11,exclude, ,N,N,N,N,N,0,N,N,N, ,38.67945967,-121.1817748
908,AMR,MERCED R AT AMSTERDAM RD,Merced Irrigation District,CDEC,Active,Y,1506,Active,Y,Y,744,Active,Y,N,0, ,N,N,0, ,N, , , , , , ,5,High-volume snowmelt and rain (HSR),Stream/River - Perennial,2838.5181,1095.957515,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=AMR,0,272412,1.804E+13,2829122,-47595.43192,-60817.76834,Upper Merced,18040008,Ingalsbe Slough-Merced River,1804000808,Ingalsbe Slough-Merced River,1.804E+11,WG, ,N,N,N,N,Y,0,N,N,N, ,37.46817126,-120.5389631
910,ANT,ANTELOPE LAKE,CA Dept of Water Resources/O & M,CDEC,Active,N,0, ,N,N,0, ,N,N,0, ,N,N,0, ,N, , , , , , ,4,Low-volume snowmelt and rain (LSR),Stream/River - Perennial,184.3128,71.16354071,http://cdec.water.ca.gov/dynamicapp/staMeta?station_id=ANT,0,261733,1.80201E+13,8027862,-51681.21239,240618.3454,East Branch North Fork Feather,18020122,Upper Indian Creek,1802012203,Cold Stream-Indian Creek,1.80201E+11,exclude, ,N,N,N,N,N,0,N,N,N, ,40.17992578,-120.6070329
911,AVY,NORTH FORK STANISLAUS NEAR AVERY,Northern California Power Agency,CDEC,Active,N,0, ,N,Y,1542,Active,Y,N,0, ,N,N,0, ,N, , , , , , ,5,Low-volume snowmelt and rain (LSR),Stream/River - Perennial,428.0427,165.2681426,http://cdec.water.ca.gov/dynamicapp/staMeta?station_id=AVY,0,234375,1.804E+13,344905,-25349.44851,25331.7025,Upper Stanislaus,18040010,North Fork Stanislaus River,1804001003,Lower North Fork Stanislaus River,1.804E+11,WG,N,N,N,N,N,Y,0,N,N,N, ,38.24395621,-120.2903501
912,BBW,BW-12 IMPORT TO BUTTE CREEK,CA Dept of Water Resources,CDEC,Active,Y,8687,Active,Y,Y,8687,Active,Y,N,0, ,N,Y,8196,Active,Y, , , , ,Y, ,0, ,Canal/Ditch,0,0,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=BBW,0, ,1.80202E+13,2770142,-137656.3055,208933.158,Butte Creek,18020158,Middle Butte Creek,1802015802,Lake De Sabla-Butte Creek,1.80202E+11,WG,Y,N,N,N,N,N,0,N,N,N, ,39.88559317,-121.6107131
913,BCD,BUTTE CREEK NR DURHAM,CA Dept of Water Resources,CDEC,Active,Y,8688,Active,Y,Y,8684,Active,Y,N,0, ,N,Y,8191,Active,Y,Y, , , , , ,4,Rain and seasonal groundwater (RGW),Stream/River - Perennial,397.2924,153.3953902,http://cdec.water.ca.gov/dynamicapp/staMeta?station_id=BCD,0,266522,1.80202E+13,1680023,-152375.8904,186114.2245,Butte Creek,18020158,Middle Butte Creek,1802015802,Durham Slough-Butte Creek,1.80202E+11,WG, ,N,N,N,N,N,0,N,N,N, ,39.67808601,-121.7779681
914,HCB,HAT CK BLW HAT CK,CA Dept of Water Resources,CDEC,Active,Y,5334,Active,Y,Y,4006,Active,Y,N,0, ,N,N,0, ,N, , , , ,Y, ,4,High elevation low precipitation (HLP),Stream/River - Perennial,590.9436,228.1645059,http://cdec.water.ca.gov/dynamicapp/staMeta?station_id=HCB,0,261142,1.802E+13,7952260,-130920.9929,317312.7474,Lower Pit,18020003,Hat Creek,1802000307,Lower Hat Creek Valley-Hat Creek,1.802E+11,WG, ,N,N,N,N,Y,0,Y,N,N, ,40.86178203,-121.5527783
915,BDT,SAN JOAQUIN R AT BRANDT BRIDGE,CA Dept of Water Resources/O & M,CDEC,Active,Y,5748,Active,Y,Y,4746,Active,Y,Y,5748,Active,Y,Y,5748,Active,Y, ,Y, , ,Y, ,7,Groundwater (GW),Stream/River - Perennial,36193.9203,13974.54502,http://cdec.water.ca.gov/dynamicapp/staMeta?station_id=BDT,0,273488,1.804E+13,1894450,-116238.8828,-16015.7197,San Joaquin Delta,18040003,Lone Tree Creek-San Joaquin River,1804000302,Town of French Camp-San Joaquin River,1.804E+11,WG, ,N,N,N,N,N,0,N,N,N, ,37.864509,-121.323389
917,BIC,BIG CHICO CREEK NEAR CHICO,CA Dept of Water Resources,CDEC,Active,Y,8687,Active,Y,Y,8687,Active,Y,Y,1870,Inactive,N,Y,5926,Inactive,N,Y, , , , , ,3,Perennial groundwater and rain (PGR),Stream/River - Perennial,191.7144,74.02131327,http://cdec.water.ca.gov/dynamicapp/staMeta?station_id=BIC,0,266445,1.80202E+13,12076092,-152283.4566,196159.4228,Big Chico Creek-Sacramento River,18020157,Big Chico Creek,1802015705,Lower Big Chico Creek,1.80202E+11,WG, ,N,N,N,N,Y,0,N,N,N, ,39.76835711,-121.7781739
918,BPG,BEAR RIVER AT PLEASANT GROVE RD,CA Dept of Water Resources,CDEC,Active,Y,5840,Active,Y,Y,5452,Active,Y,N,0, ,N,N,0, ,N,Y, , ,Y,Y, ,5,Rain and seasonal groundwater (RGW),Stream/River - Perennial,759.5676,293.2705695,http://cdec.water.ca.gov/dynamicapp/staMeta?station_id=BPG,0,256698,1.80201E+13,15072912,-128770.7237,108582.7335,Upper Bear,18020126,Lower Bear River,1802012605,Best Slough-Bear River,1.80201E+11,WG, ,N,N,N,N,Y,0,N,N,N, ,38.98434376,-121.4880204
919,BRE,BEAR R AT ROLLINS RESERVOIR,"Pacific Gas and Electric Company, Auburn",CDEC,Active,Y,1442,Inactive,N,Y,4100,Inactive,N,N,0, ,N,Y,1442,Inactive,N, , , , , , ,5,Rain and seasonal groundwater (RGW),Stream/River - Perennial,264.636,102.1764889,http://cdec.water.ca.gov/dynamicapp/staMeta?station_id=BRE,0,256698,1.80201E+13,15014551,-82308.86931,124535.0085,Upper Bear,18020126,Middle Bear River,1802012603,Magnolia Creek-Bear River,1.80201E+11,exclude, ,Y,N,N,N,N,1,N,N,N, ,39.13431729,-120.9539254
920,BSD,BEAR CK BLW EASTSIDE CANAL,CA Dept of Water Resources/SCRO,CDEC,Active,Y,3934,Active,Y,Y,1745,Active,Y,N,0, ,N,N,0, ,N, , , ,Y, , ,4,Rain and seasonal groundwater (RGW),Stream/River - Perennial,1115.9028,430.8523029,http://cdec.water.ca.gov/dynamicapp/staMeta?station_id=BSD,0,233464,1.804E+13,19777279,-63717.99661,-84428.89131,Middle San Joaquin-Lower Chowchilla,18040001,Lower Bear Creek,1804000118,City of Winton-Bear Creek,1.804E+11,WG, ,N,N,N,N,Y,0,N,N,N, ,37.25392213,-120.720044
921,BSL,BUTTE SLOUGH NR MERIDIAN,CA Dept of Water Resources,CDEC,Active,Y,8695,Active,Y,Y,8695,Active,Y,N,0, ,N,N,0, ,N,Y, , , , , ,2,Rain and seasonal groundwater (RGW),Artificial Path,32058.8163,12377.97309,http://cdec.water.ca.gov/dynamicapp/staMeta?station_id=BSL,0,220300,1.80202E+13,7972553,-164148.0388,130043.1027,Honcut Headwaters-Lower Feather,18020159,Gilsizer Slough-Snake River,1802015904,Gilsizer Slough-Snake River,1.80202E+11,WG, ,N,N,N,N,Y,0,N,N,N, ,39.1715813,-121.9014595
922,BTB,SF BATTLE CK BLW DIV TO COLEMAN CANAL,Pacific Gas & Electric,CDEC,Active,N,0, ,N,Y,1674,Active,Y,N,0, ,N,N,0, ,N, , , , , ,N,0,Low-volume snowmelt and rain (LSR),Canal/Ditch,0,0,http://cdec.water.ca.gov/dynamicapp/staMeta?station_id=BTB,0, ,1.80202E+13,2766094,-167127.3406,266901.1807,Battle Creek,18020153,South Fork Battle Creek,1802015302,Lower South Fork Battle Creek,1.80202E+11,WG,Y,N,N,N,N,Y,0,N,N,N, ,40.40270104,-121.9690002
923,BTC,SACRAMENTO RIVER AT BUTTE CITY,CA Dept of Water Resources,CDEC,Active,Y,9460,Active,Y,Y,8373,Active,Y,N,0, ,N,N,0, ,N,Y, , , , ,N,7,High-volume snowmelt and rain (HSR),Artificial Path,30206.7414,11662.88327,http://cdec.water.ca.gov/dynamicapp/staMeta?station_id=BTC,0,1654949,1.80201E+13,2852705,-171462.9036,162024.5811,Sacramento-Stone Corral,18020104,Sacramento River,1802010412,Packer Lake-Sacramento River,1.80201E+11,WG, ,N,N,N,N,Y,0,N,N,N, ,39.4579869,-121.9951108
924,BTW,NF BATTLE CK BLW DIV TO WILDCAT CANAL,Pacific Gas & Electric,CDEC,Active,N,0, ,N,Y,1674,Active,Y,N,0, ,N,N,0, ,N, , , , , ,N,4,Low-volume snowmelt and rain (LSR),Stream/River - Perennial,482.6709,186.3601998,http://cdec.water.ca.gov/dynamicapp/staMeta?station_id=BTW,0,229640,1.80202E+13,948020789,-166420.0654,268873.6753,Battle Creek,18020153,North Fork Battle Creek,1802015301,Millseat Creek-North Fork Battle Creek,1.80202E+11,WG,Y,N,N,N,N,Y,0,N,N,N, ,40.42034148,-121.9613022
925,CBR,AMERICAN RIVER AT CHILI BAR,"Pacific Gas and Electric Company, Auburn",CDEC,Active,Y,8513,Active,Y,Y,8513,Active,Y,N,0, ,N,N,0, ,N, , , , , ,N,5,Low-volume snowmelt and rain (LSR),Stream/River - Perennial,1548.1449,597.7418422,http://cdec.water.ca.gov/dynamicapp/staMeta?station_id=CBR,0,1654958,1.80201E+13,14982644,-70822.08117,84302.20723,South Fork American,18020129,Middle South Fork American River,1802012905,White Rock Creek-South Fork American River,1.80201E+11,WG, ,N,N,N,N,Y,0,N,N,N, ,38.77087634,-120.8153058
928,CDR,COLUSA DRAIN NR HWY 20,CA Dept of Water Resources,CDEC,Active,Y,8695,Active,Y,Y,8695,Active,Y,N,0, ,N,N,0, ,N,Y, , , , , ,6,Rain and seasonal groundwater (RGW),Canal/Ditch,31481.1495,12154.93478,http://cdec.water.ca.gov/dynamicapp/staMeta?station_id=CDR,0, ,1.80201E+13,2848237,-177801.3601,133000.7559,Sacramento-Stone Corral,18020104,Colusa Trough,1802010408,Powell Slough-Colusa Trough,1.80201E+11,WG,Y,N,N,N,N,Y,0,N,N,N, ,39.1955151,-122.0605674
929,CFW,BEAR RIVER AT CAMP FAR WEST DAM,CA Dept of Water Resources/Flood Management,CDEC,Active,Y,8533,Active,Y,Y,8764,Active,Y,N,0, ,N,N,0, ,N,Y, , ,Y, , ,5,Rain and seasonal groundwater (RGW),Stream/River - Perennial,730.0017,281.8551164,http://cdec.water.ca.gov/dynamicapp/staMeta?station_id=CFW,0,256698,1.80201E+13,15070264,-113873.2795,115687.5432,Upper Bear,18020126,Lower Bear River,1802012605,Best Slough-Bear River,1.80201E+11,WG, ,N,N,N,N,Y,0,N,N,N, ,39.04963869,-121.3168308
930,CHC,CHEROKEE CANAL NR RICHVALE,CA Dept of Water Resources,CDEC,Active,Y,8626,Active,Y,Y,8595,Active,Y,N,0, ,N,N,0, ,N,Y, , , , , ,4,Winter storms (WS),Canal/Ditch,321.1155,123.9833368,http://cdec.water.ca.gov/dynamicapp/staMeta?station_id=CHC,0, ,1.80202E+13,1685035,-150005.7097,162363.8799,Butte Creek,18020158,Lower Butte Creek,1802015804,Drumheller Slough-Butte Creek,1.80202E+11,WG,Y,N,N,N,N,Y,0,N,N,N, ,39.46463723,-121.7445542
932,CMF,COSUMNES R MID FORK NR SOMERSET,CA Dept of Water Resources,CDEC,Active,Y,6267,Active,Y,Y,5449,Active,Y,N,0, ,N,N,0, ,N,Y, , ,Y, , ,4,Low-volume snowmelt and rain (LSR),Stream/River - Perennial,283.3812,109.4140481,http://cdec.water.ca.gov/dynamicapp/staMeta?station_id=CMF,0,245861,1.804E+13,20195334,-61088.53745,67829.46351,Upper Cosumnes,18040013,Middle Fork Cosumnes River,1804001304,Spanish Creek-Middle Fork Cosumnes River,1.804E+11,WG, ,N,N,N,N,Y,0,Y,N,N, ,38.62460166,-120.702516
933,CNF,COSUMNES R N FORK NR EL DORADO,CA Dept of Water Resources,CDEC,Active,Y,6267,Active,Y,Y,5452,Active,Y,N,0, ,N,N,0, ,N,Y, , ,Y, ,N,5,Low-volume snowmelt and rain (LSR),Stream/River - Perennial,532.629,205.6491222,http://cdec.water.ca.gov/dynamicapp/staMeta?station_id=CNF,0,267071,1.804E+13,20195536,-73475.87031,63986.52054,Upper Cosumnes,18040013,North Fork Cosumnes River,1804001302,Lower North Fork Cosumnes River,1.804E+11,WG, ,N,N,N,N,Y,0,N,N,N, ,38.58917508,-120.8446523
934,CRS,MERCED RIVER AT CRESSY,CA Dept of Water Resources,CDEC,Active,Y,8687,Active,Y,Y,8687,Active,Y,Y,7380,Active,Y,Y,7374,Active,Y, , , ,Y, , ,5,High-volume snowmelt and rain (HSR),Stream/River - Perennial,3218.6709,1242.735272,http://cdec.water.ca.gov/dynamicapp/staMeta?station_id=CRS,0,272412,1.804E+13,2829174,-58590.29218,-65534.8842,Upper Merced,18040008,Ingalsbe Slough-Merced River,1804000808,Jones Drain-Merced River,1.804E+11,WG, ,N,N,N,N,N,0,N,N,N, ,37.42466307,-120.6629477
935,CSK,CASTAIC CANYON CK Z3-2388,"CA Dept of Water Resources, Southern Field Div",CDEC,Active,Y,3970,Active,Y,Y,3964,Active,Y,N,0, ,N,N,0, ,N, , , , , , ,4,Perennial groundwater and rain (PGR),Stream/River - Intermittent,95.9364,37.04123591,http://cdec.water.ca.gov/dynamicapp/staMeta?station_id=CSK,0,255433,1.80701E+13,17569701,122327.6754,-378054.5459,Santa Clara,18070102,Castaic Creek,1807010203,Upper Castaic Creek,1.80701E+11,WG, ,N,N,N,N,Y,0,Y,N,N, ,34.60612571,-118.6658467
937,CYO,COYOTE CR NR MADRONE,Santa Clara Valley Water District,CDEC,Active,Y,1108,Active,Y,Y,1108,Active,Y,N,0, ,N,N,0, ,N, , , , , ,N,5,"Flashy, ephemeral rain (FER)",Canal/Ditch,507.0735,195.7820925,http://cdec.water.ca.gov/dynamicapp/staMeta?station_id=CYO,0,255083,1.805E+13,17694721,-146215.2772,-93036.56826,Coyote,18050003,Lower Coyote Creek-Frontal San Francisco Bay Estuaries,1805000302,Metcalfe Canyon-Coyote Creek,1.805E+11,WG, ,N,N,N,N,Y,0,N,N,N, ,37.16800192,-121.6490196
938,DAR,DRAINAGE AT ARBOR ROAD,CA Dept of Water Resources/NCRO,CDEC,Active,Y,1805,Active,Y,Y,1420,Active,Y,Y,1805,Active,Y,Y,1805,Active,Y, ,Y, , , , ,0, ,Canal/Ditch,0,0,http://cdec.water.ca.gov/dynamicapp/staMeta?station_id=DAR,0, ,1.804E+13,1894942,-124859.2715,-26568.61129,San Joaquin Delta,18040003,Old River,1804000306,Upper Old River,1.804E+11,WG,Y,N,N,N,N,N,0,N,N,N, ,37.76896779,-121.4193356
939,DAV,LAKE DAVIS (DWR),CA Dept of Water Resources/O & M,CDEC,Active,N,0, ,N,N,0, ,N,N,0, ,N,N,0, ,N, , , , , , ,3,Low-volume snowmelt and rain (LSR),Stream/River - Perennial,120.9186,46.6869133,http://cdec.water.ca.gov/dynamicapp/staMeta?station_id=DAV,0,256938,1.80201E+13,8039223,-39923.94818,207559.1145,Middle Fork Feather,18020123,Upper Middle Fork Feather River,1802012304,Big Grizzly Creek,1.80201E+11,exclude, ,N,N,N,N,N,0,N,N,N, ,39.88022447,-120.4711189
940,DCM,DRY CREEK AT MODESTO AT CLAUS ROAD,CA Dept of Water Resources,CDEC,Active,Y,8687,Active,Y,Y,8687,Active,Y,N,0, ,N,N,0, ,N,Y, , , , , ,5,Rain and seasonal groundwater (RGW),Stream/River - Perennial,513.0999,198.1088976,http://cdec.water.ca.gov/dynamicapp/staMeta?station_id=DCM,0,259548,1.804E+13,2823920,-81315.17881,-39553.65899,Upper Tuolumne,18040009,Dry Creek,1804000913,Modesto Reservoir-Dry Creek,1.804E+11,WG, ,N,N,N,N,Y,0,N,N,N, ,37.65724583,-120.9230151
941,HMC,SACRAMENTO R AT HAMILTON CITY-MAIN CH,CA Dept of Water Resources/O & M,CDEC,Active,Y,10788,Active,Y,Y,10788,Active,Y,N,0, ,N,N,0, ,N,Y, , , , , ,7,High-volume snowmelt and rain (HSR),Artificial Path,26811.1422,10351.83563,http://cdec.water.ca.gov/dynamicapp/staMeta?station_id=HMC,0,1654949,1.80202E+13,12076128,-171096.519,194589.4489,Big Chico Creek-Sacramento River,18020157,Jewett Creek-Sacramento River,1802015707,Murphy Slough-Sacramento River,1.80202E+11,WG, ,N,N,N,N,Y,0,N,N,N, ,39.75139837,-121.9971062
942,HSP,HOSPITAL CREEK,West Stanislaus ID / SJVDA,CDEC,Inactive,Y,5903,Inactive,N,Y,1969,Inactive,N,Y,5903,Inactive,N,Y,5903,Inactive,N, , , , , , ,0, ,Stream/River - Intermittent,0,0,http://cdec.water.ca.gov/dynamicapp/staMeta?station_id=HSP,0, ,1.804E+13,2819960,-108497.7567,-44414.42974,Lower San Joaquin River,18040002,Ingram Creek-San Joaquin River,1804000205,Hospital Creek,1.804E+11,exclude, ,Y,N,Y,N,N,1,N,N,N, ,37.61045257,-121.2306444
943,ICR,INDIAN CREEK BELOW INDIAN FALLS,CA Dept of Water Resources,CDEC,Active,Y,6943,Active,Y,Y,4968,Active,Y,N,0, ,N,N,0, ,N, , , , ,Y, ,5,Low-volume snowmelt and rain (LSR),Stream/River - Perennial,1929.069,744.817399,http://cdec.water.ca.gov/dynamicapp/staMeta?station_id=ICR,0,261733,1.80201E+13,8027088,-82045.54287,227095.5035,East Branch North Fork Feather,18020122,Lower Indian Creek,1802012206,Hough Creek-Indian Creek,1.80201E+11,WG, ,N,N,N,N,Y,0,Y,N,N, ,40.05618059,-120.9616549
945,IST,SACRAMENTO RIVER AT I STREET BRIDGE,CA Dept of Water Resources/NCRO,CDEC,Active,Y,13514,Active,Y,Y,13514,Active,Y,N,0, ,N,N,0, ,N,Y, , ,Y, , ,7,High-volume snowmelt and rain (HSR),Artificial Path,59371.8471,22923.58891,http://cdec.water.ca.gov/dynamicapp/staMeta?station_id=IST,0,1654949,1.80202E+13,15039173,-130938.5964,64658.53211,Lower Sacramento,18020163,Sherman Lake-Sacramento River,1802016307,Lake Greenhaven-Sacramento River,1.80202E+11,WG, ,N,N,N,N,Y,0,N,N,N, ,38.58891675,-121.5065087
946,JBP,JAMES BYPASS,Reclamation District 1606,CDEC,Active,Y,8687,Active,Y,Y,8687,Active,Y,N,0, ,N,N,0, ,N, , , , , , ,0, ,Canal/Ditch,0,0,http://cdec.water.ca.gov/dynamicapp/staMeta?station_id=JBP,0, ,1.803E+13,17136358,-16069.90441,-151535.5636,Upper Dry,18030009,Arroyo Hondo-Fresno Slough,1803000908,Town of Tranquility-Fresno Slough,1.803E+11,WG,Y,N,N,N,N,Y,0,N,N,N, ,36.6521876,-120.1808586
