MethodUUID,OrganizationUUID,SiteUUID,VariableSpecificUUID,WaterSourceUUID,Amount,AllocationCropDutyAmount,AssociatedNativeAllocationIDs,BeneficialUseCategory,CommunityWaterSupplySystem,CropTypeCV,CustomerTypeCV,DataPublicationDate,DataPublicationDOI,Geometry,IrrigatedAcreage,IrrigationMethodCV,PopulationServed,PowerGeneratedGWh,PowerType,PrimaryUseCategory,ReportYearCV,SDWISIdentifier,TimeframeEnd,TimeframeStart
UDWRi_Water Use Data,UDWRi,UTSS_S186,UDWRi_Site Specific Transfer In,UTSS_WS186,186012.9176,,,Water Supplier,Veyo Culinary Water Association,,Public,10/29/2020,,,,,500.0,,,Water Supplier,1997,,1997-12-31,1997-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S186,UDWRi_Site Specific Transfer In,UTSS_WS186,186012.9176,,,Water Supplier,Veyo Culinary Water Association,,Public,10/29/2020,,,,,500.0,,,Water Supplier,1996,,1996-12-31,1996-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S187,UDWRi_Site Specific Withdrawal,UTSS_WS187,53451.0,,,Water Supplier,Henefer Town,,Public,10/29/2020,,,,,940.0,,,Water Supplier,2019,,2019-12-31,2019-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S187,UDWRi_Site Specific Withdrawal,UTSS_WS187,46270.90286,,,Water Supplier,Henefer Town,,Public,10/29/2020,,,,,775.0,,,Water Supplier,2015,,2015-12-31,2015-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S188,UDWRi_Site Specific Withdrawal,UTSS_WS167,360577.4153,,,Water Supplier,Midway City,,Public,10/29/2020,,,,,2121.0,,,Water Supplier,2001,,2001-12-31,2001-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S189,UDWRi_Site Specific Withdrawal,UTSS_WS189,80486.0,,,Water Supplier,Marysvale Town,,Public,10/29/2020,,,,,430.0,,,Water Supplier,2019,,2019-12-31,2019-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S189,UDWRi_Site Specific Withdrawal,UTSS_WS189,0.0,,,Water Supplier,Marysvale Town,,Public,10/29/2020,,,,,569.0,,,Water Supplier,2010,,2010-12-31,2010-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S189,UDWRi_Site Specific Withdrawal,UTSS_WS189,0.0,,,Water Supplier,Marysvale Town,,Public,10/29/2020,,,,,560.0,,,Water Supplier,2007,,2007-12-31,2007-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S189,UDWRi_Site Specific Withdrawal,UTSS_WS189,0.0,,,Water Supplier,Marysvale Town,,Public,10/29/2020,,,,,560.0,,,Water Supplier,2006,,2006-12-31,2006-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S189,UDWRi_Site Specific Withdrawal,UTSS_WS189,0.0,,,Water Supplier,Marysvale Town,,Public,10/29/2020,,,,,545.0,,,Water Supplier,2005,,2005-12-31,2005-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S193,UDWRi_Site Specific Withdrawal,UTSS_WS193,8797.988571,,,Water Supplier,West Erda Improvement District,,Public,10/29/2020,,,,,65.0,,,Water Supplier,2016,,2016-12-31,2016-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S193,UDWRi_Site Specific Withdrawal,UTSS_WS193,84005.83374,,,Water Supplier,West Erda Improvement District,,Public,10/29/2020,,,,,80.0,,,Water Supplier,2000,,2000-12-31,2000-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S193,UDWRi_Site Specific Withdrawal,UTSS_WS193,84005.83374,,,Water Supplier,West Erda Improvement District,,Public,10/29/2020,,,,,80.0,,,Water Supplier,1999,,1999-12-31,1999-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S193,UDWRi_Site Specific Withdrawal,UTSS_WS193,84005.83374,,,Water Supplier,West Erda Improvement District,,Public,10/29/2020,,,,,80.0,,,Water Supplier,1998,,1998-12-31,1998-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S196,UDWRi_Site Specific Withdrawal,UTSS_WS196,0.0,,,Water Supplier,Salina City (Culinary),,Public,10/29/2020,,,,,2450.0,,,Water Supplier,2009,,2009-12-31,2009-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S196,UDWRi_Site Specific Withdrawal,UTSS_WS196,230354.0,,,Water Supplier,Salina City (Culinary),,Public,10/29/2020,,,,,2424.0,,,Water Supplier,2008,,2008-12-31,2008-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S197,UDWRi_Site Specific Withdrawal,UTSS_WS197,3266129.434,,,Water Supplier,Brigham City Corporation,,Public,10/29/2020,,,,,20440.0,,,Water Supplier,2019,,2019-12-31,2019-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S198,UDWRi_Site Specific Withdrawal,UTSS_WS198,510.03541910000007,,,Water Supplier,Forest Home Company,,Public,10/29/2020,,,,,0.0,,,Water Supplier,2000,,2000-12-31,2000-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S198,UDWRi_Site Specific Withdrawal,UTSS_WS198,550.0381970999998,,,Water Supplier,Forest Home Company,,Public,10/29/2020,,,,,0.0,,,Water Supplier,1999,,1999-12-31,1999-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S198,UDWRi_Site Specific Withdrawal,UTSS_WS198,600.0416696000002,,,Water Supplier,Forest Home Company,,Public,10/29/2020,,,,,200.0,,,Water Supplier,1997,,1997-12-31,1997-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S200,UDWRi_Site Specific Withdrawal,UTSS_WS200,2165922.0,,,Water Supplier,Cedar City Municipal Water (Culinary),,Public,10/29/2020,,,,,31280.0,,,Water Supplier,2019,,2019-12-31,2019-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S201,UDWRi_Site Specific Withdrawal,UTSS_WS201,126296.7552,,,Water Supplier,Dugway Proving Grounds/English Village - Chenega,,Public,10/29/2020,,,,,520.0,,,Water Supplier,2019,,2019-12-31,2019-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S203,UDWRi_Site Specific Withdrawal,UTSS_WS203,617460.8249,,,Water Supplier,Dugway Proving Grounds/English Village - Chenega,,Public,10/29/2020,,,,,1850.0,,,Water Supplier,2007,,2007-12-31,2007-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S204,UDWRi_Site Specific Withdrawal,UTSS_WS204,266601.0,,,Water Supplier,Dugway Proving Grounds/English Village - Chenega,,Public,10/29/2020,,,,,1850.0,,,Water Supplier,2006,,2006-12-31,2006-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S205,UDWRi_Site Specific Withdrawal,UTSS_WS205,266601.0,,,Water Supplier,Dugway Proving Grounds/English Village - Chenega,,Public,10/29/2020,,,,,1850.0,,,Water Supplier,2006,,2006-12-31,2006-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S204,UDWRi_Site Specific Withdrawal,UTSS_WS204,164818.0,,,Water Supplier,Dugway Proving Grounds/English Village - Chenega,,Public,10/29/2020,,,,,1824.0,,,Water Supplier,2005,,2005-12-31,2005-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S205,UDWRi_Site Specific Withdrawal,UTSS_WS205,164818.0,,,Water Supplier,Dugway Proving Grounds/English Village - Chenega,,Public,10/29/2020,,,,,1824.0,,,Water Supplier,2005,,2005-12-31,2005-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S206,UDWRi_Site Specific Withdrawal,UTSS_WS206,11833.0,,,Water Supplier,Teasdale Special Service District,,Public,10/29/2020,,,,,185.0,,,Water Supplier,2019,,2019-12-31,2019-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S207,UDWRi_Site Specific Withdrawal,UTSS_WS207,0.0,,,Water Supplier,Teasdale Special Service District,,Public,10/29/2020,,,,,175.0,,,Water Supplier,1998,,1998-12-31,1998-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S208,UDWRi_Site Specific Withdrawal,UTSS_WS208,11919.82777,,,Water Supplier,Hatch Culinary Water,,Public,10/29/2020,,,,,108.0,,,Water Supplier,2001,,2001-12-31,2001-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S209,UDWRi_Site Specific Withdrawal,UTSS_WS209,28930.00903,,,Water Supplier,South Willard Culinary Water,,Public,10/29/2020,,,,,325.0,,,Water Supplier,2000,,2000-12-31,2000-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S209,UDWRi_Site Specific Withdrawal,UTSS_WS209,32403.25023,,,Water Supplier,South Willard Culinary Water,,Public,10/29/2020,,,,,0.0,,,Water Supplier,1999,,1999-12-31,1999-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S209,UDWRi_Site Specific Withdrawal,UTSS_WS209,27769.92847,,,Water Supplier,South Willard Culinary Water,,Public,10/29/2020,,,,,0.0,,,Water Supplier,1998,,1998-12-31,1998-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S210,UDWRi_Site Specific Withdrawal,UTSS_WS210,27769.92847,,,Water Supplier,South Willard Culinary Water,,Public,10/29/2020,,,,,0.0,,,Water Supplier,1998,,1998-12-31,1998-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S209,UDWRi_Site Specific Withdrawal,UTSS_WS209,18001.25009,,,Water Supplier,South Willard Culinary Water,,Public,10/29/2020,,,,,500.0,,,Water Supplier,1997,,1997-12-31,1997-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S210,UDWRi_Site Specific Withdrawal,UTSS_WS210,18001.25009,,,Water Supplier,South Willard Culinary Water,,Public,10/29/2020,,,,,500.0,,,Water Supplier,1997,,1997-12-31,1997-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S209,UDWRi_Site Specific Withdrawal,UTSS_WS209,17257.19842,,,Water Supplier,South Willard Culinary Water,,Public,10/29/2020,,,,,300.0,,,Water Supplier,1996,,1996-12-31,1996-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S210,UDWRi_Site Specific Withdrawal,UTSS_WS210,17257.19842,,,Water Supplier,South Willard Culinary Water,,Public,10/29/2020,,,,,300.0,,,Water Supplier,1996,,1996-12-31,1996-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S214,UDWRi_Site Specific Withdrawal,UTSS_WS214,79495.704,,,Water Supplier,Goshen Town,,Public,10/29/2020,,,,,912.0,,,Water Supplier,2016,,2016-12-31,2016-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S215,UDWRi_Site Specific Withdrawal,UTSS_WS215,79495.704,,,Water Supplier,Goshen Town,,Public,10/29/2020,,,,,912.0,,,Water Supplier,2016,,2016-12-31,2016-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S215,UDWRi_Site Specific Withdrawal,UTSS_WS215,76515.28,,,Water Supplier,Goshen Town,,Public,10/29/2020,,,,,936.0,,,Water Supplier,2015,,2015-12-31,2015-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S215,UDWRi_Site Specific Withdrawal,UTSS_WS215,106267.566,,,Water Supplier,Goshen Town,,Public,10/29/2020,,,,,890.0,,,Water Supplier,2005,,2005-12-31,2005-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S216,UDWRi_Site Specific Withdrawal,UTSS_WS216,78671.4633,,,Water Supplier,"Koosharem Culinary Water, Town of",,Public,10/29/2020,,,,,375.0,,,Water Supplier,1998,,1998-12-31,1998-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S216,UDWRi_Site Specific Withdrawal,UTSS_WS216,0.0,,,Water Supplier,"Koosharem Culinary Water, Town of",,Public,10/29/2020,,,,,300.0,,,Water Supplier,1996,,1996-12-31,1996-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S217,UDWRi_Site Specific Withdrawal,UTSS_WS217,256600.0,,,Water Supplier,Manti City Corporation Water,,Public,10/29/2020,,,,,3100.0,,,Water Supplier,2012,,2012-12-31,2012-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S218,UDWRi_Site Specific Withdrawal,UTSS_WS218,1040164.234,,,Irrigation,Washington Municipal Water System (Culinary),,Public,10/29/2020,,,,,8500.0,,,Irrigation,2002,,2002-12-31,2002-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S220,UDWRi_Site Specific Delivery,UTSS_WS220,2968058.828,,,Irrigation,Spanish Fork City (Culinary),,Public,10/29/2020,,,,,20500.0,,,Irrigation,2001,,2001-12-31,2001-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S222,UDWRi_Site Specific Withdrawal,UTSS_WS222,43155.36900000001,,,Water Supplier,Charleston Water Conservancy District,,Public,10/29/2020,,,,,485.0,,,Water Supplier,2019,,2019-12-31,2019-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S223,UDWRi_Site Specific Withdrawal,UTSS_WS223,43155.36900000001,,,Water Supplier,Charleston Water Conservancy District,,Public,10/29/2020,,,,,485.0,,,Water Supplier,2019,,2019-12-31,2019-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S222,UDWRi_Site Specific Withdrawal,UTSS_WS222,57014.53,,,Water Supplier,Charleston Water Conservancy District,,Public,10/29/2020,,,,,485.0,,,Water Supplier,2018,,2018-12-31,2018-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S222,UDWRi_Site Specific Withdrawal,UTSS_WS222,49844.0,,,Water Supplier,Charleston Water Conservancy District,,Public,10/29/2020,,,,,685.0,,,Water Supplier,2006,,2006-12-31,2006-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S222,UDWRi_Site Specific Withdrawal,UTSS_WS222,0.0,,,Water Supplier,Charleston Water Conservancy District,,Public,10/29/2020,,,,,685.0,,,Water Supplier,2005,,2005-12-31,2005-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S222,UDWRi_Site Specific Withdrawal,UTSS_WS222,47144.06089,,,Water Supplier,Charleston Water Conservancy District,,Public,10/29/2020,,,,,680.0,,,Water Supplier,2004,,2004-12-31,2004-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S224,UDWRi_Site Specific Withdrawal,UTSS_WS224,47144.06089,,,Water Supplier,Charleston Water Conservancy District,,Public,10/29/2020,,,,,680.0,,,Water Supplier,2004,,2004-12-31,2004-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S222,UDWRi_Site Specific Withdrawal,UTSS_WS222,63780.4292,,,Water Supplier,Charleston Water Conservancy District,,Public,10/29/2020,,,,,650.0,,,Water Supplier,1999,,1999-12-31,1999-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S224,UDWRi_Site Specific Withdrawal,UTSS_WS224,63780.4292,,,Water Supplier,Charleston Water Conservancy District,,Public,10/29/2020,,,,,650.0,,,Water Supplier,1999,,1999-12-31,1999-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S222,UDWRi_Site Specific Withdrawal,UTSS_WS222,58479.06105,,,Water Supplier,Charleston Water Conservancy District,,Public,10/29/2020,,,,,500.0,,,Water Supplier,1998,,1998-12-31,1998-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S222,UDWRi_Site Specific Withdrawal,UTSS_WS222,58476.06084,,,Water Supplier,Charleston Water Conservancy District,,Public,10/29/2020,,,,,475.0,,,Water Supplier,1997,,1997-12-31,1997-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S225,UDWRi_Site Specific Withdrawal,UTSS_WS225,626000.0,,,Water Supplier,Santaquin City Corporation (Culinary),,Public,10/29/2020,,,,,8000.0,,,Water Supplier,2011,,2011-12-31,2011-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S226,UDWRi_Site Specific Withdrawal,UTSS_WS226,22700.0,,,Water Supplier,Marion Waterworks Company,,Public,10/29/2020,,,,,400.0,,,Water Supplier,2010,,2010-12-31,2010-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S226,UDWRi_Site Specific Withdrawal,UTSS_WS226,36260.0,,,Water Supplier,Marion Waterworks Company,,Public,10/29/2020,,,,,400.0,,,Water Supplier,2009,,2009-12-31,2009-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S226,UDWRi_Site Specific Withdrawal,UTSS_WS226,16000.0,,,Water Supplier,Marion Waterworks Company,,Public,10/29/2020,,,,,375.0,,,Water Supplier,2006,,2006-12-31,2006-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S226,UDWRi_Site Specific Withdrawal,UTSS_WS226,37472.91429,,,Water Supplier,Marion Waterworks Company,,Public,10/29/2020,,,,,350.0,,,Water Supplier,2005,,2005-12-31,2005-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S226,UDWRi_Site Specific Withdrawal,UTSS_WS226,50003.47246000001,,,Water Supplier,Marion Waterworks Company,,Public,10/29/2020,,,,,0.0,,,Water Supplier,2004,,2004-12-31,2004-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S229,UDWRi_Site Specific Withdrawal,UTSS_WS229,209175.75,,,Water Supplier,Maeser Water Improvement District,,Public,10/29/2020,,,,,4235.0,,,Water Supplier,2019,,2019-12-31,2019-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S230,UDWRi_Site Specific Withdrawal,UTSS_WS230,209175.75,,,Water Supplier,Maeser Water Improvement District,,Public,10/29/2020,,,,,4235.0,,,Water Supplier,2019,,2019-12-31,2019-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S230,UDWRi_Site Specific Withdrawal,UTSS_WS230,164186.73,,,Water Supplier,Maeser Water Improvement District,,Public,10/29/2020,,,,,3750.0,,,Water Supplier,2013,,2013-12-31,2013-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S229,UDWRi_Site Specific Withdrawal,UTSS_WS229,178518.3966,,,Water Supplier,Maeser Water Improvement District,,Public,10/29/2020,,,,,3505.0,,,Water Supplier,2003,,2003-12-31,2003-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S229,UDWRi_Site Specific Withdrawal,UTSS_WS229,152983.6239,,,Water Supplier,Maeser Water Improvement District,,Public,10/29/2020,,,,,3145.0,,,Water Supplier,1997,,1997-12-31,1997-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S230,UDWRi_Site Specific Withdrawal,UTSS_WS230,152983.6239,,,Water Supplier,Maeser Water Improvement District,,Public,10/29/2020,,,,,3145.0,,,Water Supplier,1997,,1997-12-31,1997-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S233,UDWRi_Site Specific Withdrawal,UTSS_WS233,6782.722,,,Water Supplier,"Hanksville, Town of",,Public,10/29/2020,,,,,250.0,,,Water Supplier,2007,,2007-12-31,2007-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S236,UDWRi_Site Specific Withdrawal,UTSS_WS50,52837.9573,,,Water Supplier,Kanarraville Municipal Water System,,Public,10/29/2020,,,,,311.0,,,Water Supplier,2003,,2003-12-31,2003-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S236,UDWRi_Site Specific Withdrawal,UTSS_WS50,37275.38857,,,Water Supplier,Kanarraville Municipal Water System,,Public,10/29/2020,,,,,311.0,,,Water Supplier,2002,,2002-12-31,2002-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S236,UDWRi_Site Specific Withdrawal,UTSS_WS50,35166.08109,,,Water Supplier,Kanarraville Municipal Water System,,Public,10/29/2020,,,,,311.0,,,Water Supplier,2001,,2001-12-31,2001-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S236,UDWRi_Site Specific Withdrawal,UTSS_WS50,155008.7645,,,Water Supplier,Kanarraville Municipal Water System,,Public,10/29/2020,,,,,260.0,,,Water Supplier,2000,,2000-12-31,2000-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S236,UDWRi_Site Specific Withdrawal,UTSS_WS50,33094.29822,,,Water Supplier,Kanarraville Municipal Water System,,Public,10/29/2020,,,,,255.0,,,Water Supplier,1999,,1999-12-31,1999-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S236,UDWRi_Site Specific Withdrawal,UTSS_WS50,22238.54434,,,Water Supplier,Kanarraville Municipal Water System,,Public,10/29/2020,,,,,275.0,,,Water Supplier,1997,,1997-12-31,1997-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S238,UDWRi_Site Specific Withdrawal,UTSS_WS238,480373.4345,,,Water Supplier,Parowan Municipal Water System (Culinary),,Public,10/29/2020,,,,,2500.0,,,Water Supplier,2003,,2003-12-31,2003-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S239,UDWRi_Site Specific Withdrawal,UTSS_WS239,59454.519,,,Water Supplier,Central Valley Town,,Public,10/29/2020,,,,,546.0,,,Water Supplier,2014,,2014-12-31,2014-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S240,UDWRi_Site Specific Withdrawal,UTSS_WS240,76454.91,,,Water Supplier,Central Valley Town,,Public,10/29/2020,,,,,192.0,,,Water Supplier,2006,,2006-12-31,2006-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S241,UDWRi_Site Specific Withdrawal,UTSS_WS241,76454.91,,,Water Supplier,Central Valley Town,,Public,10/29/2020,,,,,192.0,,,Water Supplier,2006,,2006-12-31,2006-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S240,UDWRi_Site Specific Withdrawal,UTSS_WS240,77463.175,,,Water Supplier,Central Valley Town,,Public,10/29/2020,,,,,185.0,,,Water Supplier,2005,,2005-12-31,2005-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S241,UDWRi_Site Specific Withdrawal,UTSS_WS241,77463.175,,,Water Supplier,Central Valley Town,,Public,10/29/2020,,,,,185.0,,,Water Supplier,2005,,2005-12-31,2005-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S240,UDWRi_Site Specific Withdrawal,UTSS_WS240,0.0,,,Water Supplier,Central Valley Town,,Public,10/29/2020,,,,,184.0,,,Water Supplier,2004,,2004-12-31,2004-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S241,UDWRi_Site Specific Withdrawal,UTSS_WS241,0.0,,,Water Supplier,Central Valley Town,,Public,10/29/2020,,,,,184.0,,,Water Supplier,2004,,2004-12-31,2004-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S240,UDWRi_Site Specific Withdrawal,UTSS_WS240,0.0,,,Water Supplier,Central Valley Town,,Public,10/29/2020,,,,,174.0,,,Water Supplier,2003,,2003-12-31,2003-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S241,UDWRi_Site Specific Withdrawal,UTSS_WS241,0.0,,,Water Supplier,Central Valley Town,,Public,10/29/2020,,,,,174.0,,,Water Supplier,2003,,2003-12-31,2003-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S240,UDWRi_Site Specific Withdrawal,UTSS_WS240,41018.84853,,,Water Supplier,Central Valley Town,,Public,10/29/2020,,,,,0.0,,,Water Supplier,1999,,1999-12-31,1999-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S242,UDWRi_Site Specific Withdrawal,UTSS_WS242,41018.84853,,,Water Supplier,Central Valley Town,,Public,10/29/2020,,,,,0.0,,,Water Supplier,1999,,1999-12-31,1999-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S241,UDWRi_Site Specific Withdrawal,UTSS_WS241,41018.84853,,,Water Supplier,Central Valley Town,,Public,10/29/2020,,,,,0.0,,,Water Supplier,1999,,1999-12-31,1999-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S240,UDWRi_Site Specific Withdrawal,UTSS_WS240,43632.03,,,Water Supplier,Central Valley Town,,Public,10/29/2020,,,,,803.0,,,Water Supplier,1998,,1998-12-31,1998-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S242,UDWRi_Site Specific Withdrawal,UTSS_WS242,43632.03,,,Water Supplier,Central Valley Town,,Public,10/29/2020,,,,,803.0,,,Water Supplier,1998,,1998-12-31,1998-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S241,UDWRi_Site Specific Withdrawal,UTSS_WS241,43632.03,,,Water Supplier,Central Valley Town,,Public,10/29/2020,,,,,803.0,,,Water Supplier,1998,,1998-12-31,1998-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S243,UDWRi_Site Specific Withdrawal,UTSS_WS243,26714.486,,,Water Supplier,Paragonah Municipal Water System,,Public,10/29/2020,,,,,510.0,,,Water Supplier,2016,,2016-12-31,2016-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S243,UDWRi_Site Specific Withdrawal,UTSS_WS243,31487.187,,,Water Supplier,Paragonah Municipal Water System,,Public,10/29/2020,,,,,480.0,,,Water Supplier,2015,,2015-12-31,2015-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S244,UDWRi_Site Specific Withdrawal,UTSS_WS244,1484804.195,,,Water Supplier,Magna Water Improvement District (Culinary),,Public,10/29/2020,,,,,27216.0,,,Water Supplier,2001,,2001-12-31,2001-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S245,UDWRi_Site Specific Withdrawal,UTSS_WS245,139192.6122,,,Water Supplier,Monticello Municipal Water System (Culinary),,Public,10/29/2020,,,,,2200.0,,,Water Supplier,2001,,2001-12-31,2001-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S246,UDWRi_Site Specific Withdrawal,UTSS_WS246,139192.6122,,,Water Supplier,Monticello Municipal Water System (Culinary),,Public,10/29/2020,,,,,2200.0,,,Water Supplier,2001,,2001-12-31,2001-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S247,UDWRi_Site Specific Withdrawal,UTSS_WS247,26389.83263,,,Water Supplier,Ivins City,,Public,10/29/2020,,,,,0.0,,,Water Supplier,1975,,1975-12-31,1975-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S247,UDWRi_Site Specific Withdrawal,UTSS_WS247,35002.43072,,,Water Supplier,Ivins City,,Public,10/29/2020,,,,,0.0,,,Water Supplier,1974,,1974-12-31,1974-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S247,UDWRi_Site Specific Withdrawal,UTSS_WS247,23001.59733,,,Water Supplier,Ivins City,,Public,10/29/2020,,,,,0.0,,,Water Supplier,1973,,1973-12-31,1973-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S247,UDWRi_Site Specific Withdrawal,UTSS_WS247,19001.31954,,,Water Supplier,Ivins City,,Public,10/29/2020,,,,,0.0,,,Water Supplier,1972,,1972-12-31,1972-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S247,UDWRi_Site Specific Withdrawal,UTSS_WS247,12000.83339,,,Water Supplier,Ivins City,,Public,10/29/2020,,,,,0.0,,,Water Supplier,1971,,1971-12-31,1971-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S247,UDWRi_Site Specific Withdrawal,UTSS_WS247,8000.555593999998,,,Water Supplier,Ivins City,,Public,10/29/2020,,,,,0.0,,,Water Supplier,1969,,1969-12-31,1969-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S247,UDWRi_Site Specific Withdrawal,UTSS_WS247,7806.542120999998,,,Water Supplier,Ivins City,,Public,10/29/2020,,,,,0.0,,,Water Supplier,1968,,1968-12-31,1968-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S247,UDWRi_Site Specific Withdrawal,UTSS_WS247,7806.542120999998,,,Water Supplier,Ivins City,,Public,10/29/2020,,,,,0.0,,,Water Supplier,1967,,1967-12-31,1967-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S247,UDWRi_Site Specific Withdrawal,UTSS_WS247,7806.542120999998,,,Water Supplier,Ivins City,,Public,10/29/2020,,,,,0.0,,,Water Supplier,1966,,1966-12-31,1966-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S247,UDWRi_Site Specific Withdrawal,UTSS_WS247,12000.83339,,,Water Supplier,Ivins City,,Public,10/29/2020,,,,,0.0,,,Water Supplier,1963,,1963-12-31,1963-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S247,UDWRi_Site Specific Withdrawal,UTSS_WS247,12614.87603,,,Water Supplier,Ivins City,,Public,10/29/2020,,,,,0.0,,,Water Supplier,1962,,1962-12-31,1962-01-01
