System Name_Sys,System ID_Sys,System Type_Sys,System Status_Sys,History Year_Sys,Date Received_Sys,County_Sys,Use Cooling Percent_Sys,Use Process Percent_Sys,Use Domestic Percent_Sys,Use Miscellaneous Percent_Sys,Irrigation (Lawn and Garden) Percent_Sys,Acres Irrigated_Sys,Irrigation (Agriculture)_Sys,Acres Irrigated.1_Sys,DEQ ID_Sys,Population_Sys,Domestic Use_Sys,Commercial Use_Sys,Industrial Use_Sys,Institutional Use_Sys,Total Use_Sys,Domestic Connections_Sys,Commercial Connections_Sys,Industrial Connections_Sys,Institutional Connections_Sys,Total Connections_Sys,Peak Date_Sys,Peak Demand_Sys,Peak Demand Units_Sys,Peak Use Include_Sys,Peak Measurement Type_Sys,Peak Wholesale Volume_Sys,Peak Wholesale Volume Units_Sys,SystemID_Year_ID,System Name_Sour,System ID_Sour,Year_Sour,Source ID_Sour,Source Name_Sour,Source Status_Sour,Lat NAD83_Sour,Lon NAD83_Sour,Source Type_Sour,Diversion Type_Sour,Use Type_Sour,Units_Sour,Jan_Sour,Feb_Sour,Mar_Sour,Apr_Sour,May_Sour,Jun_Sour,Jul_Sour,Aug_Sour,Sep_Sour,Oct_Sour,Nov_Sour,Dec_Sour,Total_Sour,Unnamed: 25,ReasonRemoved,index,TimeframeEnd,TimeframeStart
Bona Vista Water Improvement District,1103,Public,Active,1991,3/26/1992,Weber,,,,,,,,,29004,16100.0,2569.9999510000002,79.99906699,633.9985907,,3284.0006780000003,3398.0,41.0,15.0,,3454.0,,,,,,,,11031991,Bona Vista Water Improvement District,1103,1991,11030004,Purchased from Ogden City (WS011),Active,,,,Transfer In,Water Supplier,acre feet,71.63,60.58,75.05,93.86,98.26001,133.29001,137.58002,197.37,130.39001000000002,132.83002,92.97,29.84,1253.65007,1253.65007,Null Lat NAD83,11738.0,1991-12-31,1991-01-01
Bona Vista Water Improvement District,1103,Public,Active,1991,3/26/1992,Weber,,,,,,,,,29004,16100.0,2569.9999510000002,79.99906699,633.9985907,,3284.0006780000003,3398.0,41.0,15.0,,3454.0,,,,,,,,11031991,Bona Vista Water Improvement District,1103,1991,11030009,Farr West Shallow (IRR),Inactive,,,Well,Withdrawal,Irrigation,acre feet,0.0,0.0,0.0,0.0,0.0,0.0,4.4,0.0,0.0,0.0,0.0,0.0,4.4,4.4,Null Lat NAD83,11740.0,1991-12-31,1991-01-01
Bona Vista Water Improvement District,1103,Public,Active,1992,3/18/1993,Weber,,,,,,,,,29004,17000.0,2836.39445,84.99862504,650.0008592999999,,3571.393934,3481.0,0.0,0.0,,3481.0,,,,,,,,11031992,Bona Vista Water Improvement District,1103,1992,11030001,Purchased from Weber Basin WCD,Active,,,,Transfer In,Water Supplier,acre feet,139.51001000000002,103.26001,107.93001000000001,123.66,146.58002,219.91,219.24002000000002,243.5,161.67001000000002,92.29001,72.78,27.96,1658.29009,1658.29009,Null Lat NAD83,11741.0,1992-12-31,1992-01-01
Bona Vista Water Improvement District,1103,Public,Active,1992,3/18/1993,Weber,,,,,,,,,29004,17000.0,2836.39445,84.99862504,650.0008592999999,,3571.393934,3481.0,0.0,0.0,,3481.0,,,,,,,,11031992,Bona Vista Water Improvement District,1103,1992,11030004,Purchased from Ogden City (WS011),Active,,,,Transfer In,Water Supplier,acre feet,68.02,97.14,104.73001,114.61,122.90001000000001,116.55,113.88,130.79001,93.90001,64.54001,51.14,104.88,1183.08005,1183.08005,Null Lat NAD83,11744.0,1992-12-31,1992-01-01
Bona Vista Water Improvement District,1103,Public,Active,1992,3/18/1993,Weber,,,,,,,,,29004,17000.0,2836.39445,84.99862504,650.0008592999999,,3571.393934,3481.0,0.0,0.0,,3481.0,,,,,,,,11031992,Bona Vista Water Improvement District,1103,1992,11030009,Farr West Shallow (IRR),Inactive,,,Well,Withdrawal,Irrigation,acre feet,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,Null Lat NAD83,11746.0,1992-12-31,1992-01-01
Bona Vista Water Improvement District,1103,Public,Active,1993,5/10/1994,Weber,,,,,,,,,29004,17320.0,2660.998659,102.0014192,651.9988411,,3414.9989200000005,0.0,0.0,0.0,,4542.0,,,,,,,,11031993,Bona Vista Water Improvement District,1103,1993,11030001,Purchased from Weber Basin WCD,Active,,,,Transfer In,Water Supplier,acre feet,38.89,48.24001,54.69,87.33,117.99001000000001,245.33002000000002,262.46002000000004,235.86002000000002,205.05002,125.91,134.94,107.77,1664.4601,1664.4601,Null Lat NAD83,11747.0,1993-12-31,1993-01-01
Bona Vista Water Improvement District,1103,Public,Active,1993,5/10/1994,Weber,,,,,,,,,29004,17320.0,2660.998659,102.0014192,651.9988411,,3414.9989200000005,0.0,0.0,0.0,,4542.0,,,,,,,,11031993,Bona Vista Water Improvement District,1103,1993,11030004,Purchased from Ogden City (WS011),Active,,,,Transfer In,Water Supplier,acre feet,93.01001,93.14,105.47,106.85001000000001,108.06,86.82001,105.02,135.53,262.87,99.3,82.67,100.26001,1379.0000400000001,1379.0000400000001,Null Lat NAD83,11750.0,1993-12-31,1993-01-01
Bona Vista Water Improvement District,1103,Public,Active,1993,5/10/1994,Weber,,,,,,,,,29004,17320.0,2660.998659,102.0014192,651.9988411,,3414.9989200000005,0.0,0.0,0.0,,4542.0,,,,,,,,11031993,Bona Vista Water Improvement District,1103,1993,11030009,Farr West Shallow (IRR),Inactive,,,Well,Withdrawal,Irrigation,acre feet,0.0,0.0,0.0,0.0,0.0,1.76,1.76,11.0,0.0,0.0,0.0,0.0,14.52,14.52,Null Lat NAD83,11752.0,1993-12-31,1993-01-01
Bona Vista Water Improvement District,1103,Public,Active,1994,3/1/1995,Weber,,,,,,,,,29004,17350.0,2966.999848,165.0007611,599.9991407000001,,3731.99975,3409.0,149.0,11.0,,3569.0,,,,,,,,11031994,Bona Vista Water Improvement District,1103,1994,11030001,Purchased from Weber Basin WCD,Active,,,,Transfer In,Water Supplier,acre feet,121.8,110.41,108.3,110.61,220.49002000000002,246.10001,315.17999,205.89001000000002,160.39999,67.23001,38.48,45.53,1750.42003,1750.42003,Null Lat NAD83,11753.0,1994-12-31,1994-01-01
Bona Vista Water Improvement District,1103,Public,Active,1994,3/1/1995,Weber,,,,,,,,,29004,17350.0,2966.999848,165.0007611,599.9991407000001,,3731.99975,3409.0,149.0,11.0,,3569.0,,,,,,,,11031994,Bona Vista Water Improvement District,1103,1994,11030004,Purchased from Ogden City (WS011),Active,,,,Transfer In,Water Supplier,acre feet,99.3,93.10001,168.80002,105.61,61.2,99.84,130.54001,127.74001000000001,121.07001000000001,70.04001,69.81,76.67,1223.7200699999999,1223.7200699999999,Null Lat NAD83,11756.0,1994-12-31,1994-01-01
Bona Vista Water Improvement District,1103,Public,Active,1994,3/1/1995,Weber,,,,,,,,,29004,17350.0,2966.999848,165.0007611,599.9991407000001,,3731.99975,3409.0,149.0,11.0,,3569.0,,,,,,,,11031994,Bona Vista Water Improvement District,1103,1994,11030009,Farr West Shallow (IRR),Inactive,,,Well,Withdrawal,Irrigation,acre feet,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,4.5,4.5,Null Lat NAD83,11758.0,1994-12-31,1994-01-01
Bona Vista Water Improvement District,1103,Public,Active,1995,1/29/1996,Weber,,,,,,,,,29004,17575.0,3398.9997200000003,180.99996069999997,511.9989393,,4111.9999210000005,3668.0,150.0,842.0,,4660.0,,,,,,,,11031995,Bona Vista Water Improvement District,1103,1995,11030001,Purchased from Weber Basin WCD,Active,,,,Transfer In,Water Supplier,acre feet,71.35001,75.51001,83.64,78.34,111.85001000000001,154.84,281.69,270.67999,219.24002000000002,107.47,126.72,143.53,1724.8600399999998,1724.8600399999998,Null Lat NAD83,11759.0,1995-12-31,1995-01-01
Bona Vista Water Improvement District,1103,Public,Active,1995,1/29/1996,Weber,,,,,,,,,29004,17575.0,3398.9997200000003,180.99996069999997,511.9989393,,4111.9999210000005,3668.0,150.0,842.0,,4660.0,,,,,,,,11031995,Bona Vista Water Improvement District,1103,1995,11030004,Purchased from Ogden City (WS011),Active,,,,Transfer In,Water Supplier,acre feet,100.87001,101.31,96.84,118.94,127.38,130.03,130.12,133.42999,28.48,69.89,77.78,56.67,1171.74,1171.74,Null Lat NAD83,11762.0,1995-12-31,1995-01-01
Bona Vista Water Improvement District,1103,Public,Active,1995,1/29/1996,Weber,,,,,,,,,29004,17575.0,3398.9997200000003,180.99996069999997,511.9989393,,4111.9999210000005,3668.0,150.0,842.0,,4660.0,,,,,,,,11031995,Bona Vista Water Improvement District,1103,1995,11030009,Farr West Shallow (IRR),Inactive,,,Well,Withdrawal,Irrigation,acre feet,0.0,0.0,0.0,0.0,0.0,0.0,15.4,0.0,0.0,0.0,0.0,0.0,15.4,15.4,Null Lat NAD83,11764.0,1995-12-31,1995-01-01
Bona Vista Water Improvement District,1103,Public,Active,1996,3/4/1997,Weber,,,,,,,,,29004,18030.0,3192.001444,177.0009281,424.99926339999996,12.00016696,3806.001802,3785.0,152.0,842.0,4.0,4783.0,,,,,,,,11031996,Bona Vista Water Improvement District,1103,1996,11030001,Purchased from Weber Basin WCD,Active,,,,Transfer In,Water Supplier,acre feet,132.81,124.61,106.08,121.97,156.91,244.97,299.72003,276.56,162.81,58.29,23.56,48.76,1757.05005,1757.05003,Null Lat NAD83,11765.0,1996-12-31,1996-01-01
Bona Vista Water Improvement District,1103,Public,Active,1996,3/4/1997,Weber,,,,,,,,,29004,18030.0,3192.001444,177.0009281,424.99926339999996,12.00016696,3806.001802,3785.0,152.0,842.0,4.0,4783.0,,,,,,,,11031996,Bona Vista Water Improvement District,1103,1996,11030004,Purchased from Ogden City (WS011),Active,,,,Transfer In,Water Supplier,acre feet,43.07,69.60001,68.75,100.24001,98.90001,108.21001000000001,131.09,131.77002,100.38,140.12,94.96001,132.81,1219.90015,1219.90007,Null Lat NAD83,11768.0,1996-12-31,1996-01-01
Bona Vista Water Improvement District,1103,Public,Active,1996,3/4/1997,Weber,,,,,,,,,29004,18030.0,3192.001444,177.0009281,424.99926339999996,12.00016696,3806.001802,3785.0,152.0,842.0,4.0,4783.0,,,,,,,,11031996,Bona Vista Water Improvement District,1103,1996,11030009,Farr West Shallow (IRR),Inactive,,,Well,Withdrawal,Irrigation,acre feet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.05,0.0,0.0,0.0,11.05,11.05,Null Lat NAD83,11770.0,1996-12-31,1996-01-01
Bona Vista Water Improvement District,1103,Public,Active,1997,1/29/1998,Weber,,,,,,,,,29004,18380.0,3097.098845,174.9998772,419.9997054,12.00016696,3709.0981520000005,3917.0,162.0,11.0,4.0,4936.0,,,,,,,,11031997,Bona Vista Water Improvement District,1103,1997,11030001,Purchased from Weber Basin WCD,Active,,,,Transfer In,Water Supplier,acre feet,69.92,39.04,69.92,93.49001,123.12001000000001,204.87,268.35004,263.96002000000004,244.92001000000002,156.06,114.85001000000001,170.01001000000002,1818.5101100000002,1818.5101100000002,Null Lat NAD83,11771.0,1997-12-31,1997-01-01
Bona Vista Water Improvement District,1103,Public,Active,1997,1/29/1998,Weber,,,,,,,,,29004,18380.0,3097.098845,174.9998772,419.9997054,12.00016696,3709.0981520000005,3917.0,162.0,11.0,4.0,4936.0,,,,,,,,11031997,Bona Vista Water Improvement District,1103,1997,11030004,Purchased from Ogden City (WS011),Active,,,,Transfer In,Water Supplier,acre feet,150.63,130.45001000000002,160.01001000000002,144.80002,144.69,111.49001000000001,103.05,99.04001,76.38,163.03,52.15,43.85,1379.57006,1379.57006,Null Lat NAD83,11774.0,1997-12-31,1997-01-01
Bona Vista Water Improvement District,1103,Public,Active,1997,1/29/1998,Weber,,,,,,,,,29004,18380.0,3097.098845,174.9998772,419.9997054,12.00016696,3709.0981520000005,3917.0,162.0,11.0,4.0,4936.0,,,,,,,,11031997,Bona Vista Water Improvement District,1103,1997,11030009,Farr West Shallow (IRR),Inactive,,,Well,Withdrawal,Irrigation,acre feet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.05,0.0,0.0,0.0,11.05,11.05,Null Lat NAD83,11776.0,1997-12-31,1997-01-01
Bona Vista Water Improvement District,1103,Public,Active,1998,2/1/1999,Weber,,,,,,,,,29004,18500.0,3256.001311,182.0004861,427.0003143,12.00016696,3882.001837,3808.0,156.0,842.0,4.0,4810.0,,,,,,,,11031998,Bona Vista Water Improvement District,1103,1998,11030001,Purchased from Weber Basin WCD,Active,,,,Transfer In,Water Supplier,acre feet,126.36,89.8,106.58,114.55,182.59,224.67999,299.35999,271.23004,110.23001000000001,62.84,73.48001,70.51001,1732.21005,1732.21005,Null Lat NAD83,11777.0,1998-12-31,1998-01-01
Bona Vista Water Improvement District,1103,Public,Active,1998,2/1/1999,Weber,,,,,,,,,29004,18500.0,3256.001311,182.0004861,427.0003143,12.00016696,3882.001837,3808.0,156.0,842.0,4.0,4810.0,,,,,,,,11031998,Bona Vista Water Improvement District,1103,1998,11030004,Purchased from Ogden City (WS011),Active,,,,Transfer In,Water Supplier,acre feet,77.72,83.74001,110.66,114.48001000000001,112.11,84.34,136.31,111.34,152.84,113.23001000000001,147.97,159.59,1404.33003,1404.33003,Null Lat NAD83,11780.0,1998-12-31,1998-01-01
Bona Vista Water Improvement District,1103,Public,Active,1998,2/1/1999,Weber,,,,,,,,,29004,18500.0,3256.001311,182.0004861,427.0003143,12.00016696,3882.001837,3808.0,156.0,842.0,4.0,4810.0,,,,,,,,11031998,Bona Vista Water Improvement District,1103,1998,11030007,Harrisville Well,Inactive,,,Well,Withdrawal,Water Supplier,acre feet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Null Lat NAD83,11782.0,1998-12-31,1998-01-01
Bona Vista Water Improvement District,1103,Public,Active,1998,2/1/1999,Weber,,,,,,,,,29004,18500.0,3256.001311,182.0004861,427.0003143,12.00016696,3882.001837,3808.0,156.0,842.0,4.0,4810.0,,,,,,,,11031998,Bona Vista Water Improvement District,1103,1998,11030009,Farr West Shallow (IRR),Inactive,,,Well,Withdrawal,Irrigation,acre feet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Null Lat NAD83,11783.0,1998-12-31,1998-01-01
Bona Vista Water Improvement District,1103,Public,Active,1999,1/31/2000,Weber,,,,,,,,,29004,17000.0,3462.2353829999997,206.01309640000002,434.02854510000003,15.00174325,4122.272187,4002.0,168.0,908.0,5.0,5083.0,,,,,,,,11031999,Bona Vista Water Improvement District,1103,1999,11030001,Purchased from Weber Basin WCD,Active,,,,Transfer In,Water Supplier,acre feet,74.93001,76.06,150.74002,148.36002,155.32001,267.22003,351.14001,282.48004,118.75,75.93001,73.40001,76.95,1851.2801600000003,1851.2801600000003,Null Lat NAD83,11784.0,1999-12-31,1999-01-01
Bona Vista Water Improvement District,1103,Public,Active,1999,1/31/2000,Weber,,,,,,,,,29004,17000.0,3462.2353829999997,206.01309640000002,434.02854510000003,15.00174325,4122.272187,4002.0,168.0,908.0,5.0,5083.0,,,,,,,,11031999,Bona Vista Water Improvement District,1103,1999,11030004,Purchased from Ogden City (WS011),Active,,,,Transfer In,Water Supplier,acre feet,153.87,115.61,98.53,95.84,111.44,130.28,153.52002,121.15001000000001,164.96002,150.16,80.2,61.77,1437.33005,1437.33005,Null Lat NAD83,11787.0,1999-12-31,1999-01-01
Bona Vista Water Improvement District,1103,Public,Active,2000,3/2/2001,Weber,,,,,,,,,29004,17000.0,3580.245209,213.0137054,449.03028830000005,21.00182673,4263.291029,5050.0,204.0,12.0,34.0,5300.0,,,,,,,,11032000,Bona Vista Water Improvement District,1103,2000,11030001,Purchased from Weber Basin WCD,Active,,,,Transfer In,Water Supplier,acre feet,73.78,88.69,122.65001000000001,165.44,291.65002000000004,299.29999,326.66003,351.85004,84.0,44.43,30.25,41.1,1919.80009,1919.80009,Null Lat NAD83,11788.0,2000-12-31,2000-01-01
Bona Vista Water Improvement District,1103,Public,Active,2000,3/2/2001,Weber,,,,,,,,,29004,17000.0,3580.245209,213.0137054,449.03028830000005,21.00182673,4263.291029,5050.0,204.0,12.0,34.0,5300.0,,,,,,,,11032000,Bona Vista Water Improvement District,1103,2000,11030004,Purchased from Ogden City (WS011),Active,,,,Transfer In,Water Supplier,acre feet,133.60001,108.21001000000001,109.39,89.65001,89.48001,110.38,142.63,115.15001000000001,142.61002,128.69,93.25,179.64999,1442.69006,1442.69006,Null Lat NAD83,11791.0,2000-12-31,2000-01-01
Bona Vista Water Improvement District,1103,Public,Active,2001,2/7/2002,Weber,,,,,,,,,29004,13153.0,3472.0,218.0,654.0,21.0,4365.0,4342.0,230.0,12.0,35.0,5527.0,,,,,,,,11032001,Bona Vista Water Improvement District,1103,2001,11030001,Purchased from Weber Basin WCD,Active,,,,Transfer In,Water Supplier,acre feet,55.23,71.14,70.58,121.19,311.0,311.15,335.28,334.79,253.54,111.49,27.9,47.22,2050.51,2050.51,Null Lat NAD83,11792.0,2001-12-31,2001-01-01
Bona Vista Water Improvement District,1103,Public,Active,2001,2/7/2002,Weber,,,,,,,,,29004,13153.0,3472.0,218.0,654.0,21.0,4365.0,4342.0,230.0,12.0,35.0,5527.0,,,,,,,,11032001,Bona Vista Water Improvement District,1103,2001,11030004,Purchased from Ogden City (WS011),Active,,,,Transfer In,Water Supplier,acre feet,159.99,127.22,167.28,134.43,122.15,98.14,101.44,92.86,70.1,112.71,105.27,133.6,1425.19,1425.19,Null Lat NAD83,11795.0,2001-12-31,2001-01-01
Bona Vista Water Improvement District,1103,Public,Active,2001,2/7/2002,Weber,,,,,,,,,29004,13153.0,3472.0,218.0,654.0,21.0,4365.0,4342.0,230.0,12.0,35.0,5527.0,,,,,,,,11032001,Bona Vista Water Improvement District,1103,2001,11030009,Farr West Shallow (IRR),Inactive,,,Well,Withdrawal,Irrigation,acre feet,,,,,,,,,2.21,,,,2.21,2.21,Null Lat NAD83,11797.0,2001-12-31,2001-01-01
Bona Vista Water Improvement District,1103,Public,Active,2002,2/11/2003,Weber,,,,,,,,,29004,13500.0,3126.0,199.0,592.0,27.0,3944.0,4563.0,242.0,12.0,36.0,5761.0,,,,,,,,11032002,Bona Vista Water Improvement District,1103,2002,11030001,Purchased from Weber Basin WCD,Active,,,,Transfer In,Water Supplier,acre feet,71.04,67.58,68.22,125.33,178.68,282.92,338.32,301.14,259.5,169.03,167.03,91.44,2120.23,2120.23,Null Lat NAD83,11798.0,2002-12-31,2002-01-01
Bona Vista Water Improvement District,1103,Public,Active,2002,2/11/2003,Weber,,,,,,,,,29004,13500.0,3126.0,199.0,592.0,27.0,3944.0,4563.0,242.0,12.0,36.0,5761.0,,,,,,,,11032002,Bona Vista Water Improvement District,1103,2002,11030004,Purchased from Ogden City (WS011),Active,,,,Transfer In,Water Supplier,acre feet,154.27,143.58,154.02,123.58,138.17,98.67,100.27,91.1,64.33,97.65,68.82,129.06,1363.52,1363.52,Null Lat NAD83,11801.0,2002-12-31,2002-01-01
Bona Vista Water Improvement District,1103,Public,Active,2002,2/11/2003,Weber,,,,,,,,,29004,13500.0,3126.0,199.0,592.0,27.0,3944.0,4563.0,242.0,12.0,36.0,5761.0,,,,,,,,11032002,Bona Vista Water Improvement District,1103,2002,11030009,Farr West Shallow (IRR),Inactive,,,Well,Withdrawal,Irrigation,acre feet,,,,,,,,,,,,,0.0,0.0,Null Lat NAD83,11803.0,2002-12-31,2002-01-01
Bona Vista Water Improvement District,1103,Public,Active,2003,2/6/2004,Weber,,,,,,,,,29004,13500.0,2761.0,177.0,531.0,71.0,3540.0,4978.0,261.0,12.0,36.0,5287.0,,,,,,,,11032003,Bona Vista Water Improvement District,1103,2003,11030001,Purchased from Weber Basin WCD,Active,,,,Transfer In,Water Supplier,acre feet,76.46,70.56,75.16,75.34,140.05,387.8,387.79,359.68,264.05,170.21,105.69,94.08,2206.87,2206.87,Null Lat NAD83,11804.0,2003-12-31,2003-01-01
Bona Vista Water Improvement District,1103,Public,Active,2003,2/6/2004,Weber,,,,,,,,,29004,13500.0,2761.0,177.0,531.0,71.0,3540.0,4978.0,261.0,12.0,36.0,5287.0,,,,,,,,11032003,Bona Vista Water Improvement District,1103,2003,11030004,Purchased from Ogden City (WS011),Active,,,,Transfer In,Water Supplier,acre feet,150.18,136.29,157.24,140.55,132.65,86.48,78.16,66.34,97.75,125.6,103.2,104.96,1379.4,1379.4,Null Lat NAD83,11807.0,2003-12-31,2003-01-01
Bona Vista Water Improvement District,1103,Public,Active,2003,2/6/2004,Weber,,,,,,,,,29004,13500.0,2761.0,177.0,531.0,71.0,3540.0,4978.0,261.0,12.0,36.0,5287.0,,,,,,,,11032003,Bona Vista Water Improvement District,1103,2003,11030007,Harrisville Well,Inactive,,,Well,Withdrawal,Water Supplier,acre feet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Null Lat NAD83,11809.0,2003-12-31,2003-01-01
Bona Vista Water Improvement District,1103,Public,Active,2003,2/6/2004,Weber,,,,,,,,,29004,13500.0,2761.0,177.0,531.0,71.0,3540.0,4978.0,261.0,12.0,36.0,5287.0,,,,,,,,11032003,Bona Vista Water Improvement District,1103,2003,11030009,Farr West Shallow (IRR),Inactive,,,Well,Withdrawal,Irrigation,acre feet,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.1,Null Lat NAD83,11810.0,2003-12-31,2003-01-01
Bona Vista Water Improvement District,1103,Public,Active,2004,2/3/2005,Weber,,,,,,,,,29004,13500.0,2633.0,169.0,509.0,68.0,3311.0,5229.0,270.0,12.0,36.0,5547.0,,,,,,,,11032004,Bona Vista Water Improvement District,1103,2004,11030001,Purchased from Weber Basin WCD,Active,,,,Transfer In,Water Supplier,acre feet,78.98,74.55,86.54,71.85,224.75,255.03,309.21,325.5,226.03,204.07,108.71,104.77,2069.99,2069.99,Null Lat NAD83,11811.0,2004-12-31,2004-01-01
Bona Vista Water Improvement District,1103,Public,Active,2004,2/3/2005,Weber,,,,,,,,,29004,13500.0,2633.0,169.0,509.0,68.0,3311.0,5229.0,270.0,12.0,36.0,5547.0,,,,,,,,11032004,Bona Vista Water Improvement District,1103,2004,11030004,Purchased from Ogden City (WS011),Active,,,,Transfer In,Water Supplier,acre feet,113.67,104.6,114.02,85.54,61.48,81.75,111.55,102.87,67.84,108.96,122.88,133.83,1208.99,1208.99,Null Lat NAD83,11814.0,2004-12-31,2004-01-01
Bona Vista Water Improvement District,1103,Public,Active,2004,2/3/2005,Weber,,,,,,,,,29004,13500.0,2633.0,169.0,509.0,68.0,3311.0,5229.0,270.0,12.0,36.0,5547.0,,,,,,,,11032004,Bona Vista Water Improvement District,1103,2004,11030007,Harrisville Well,Inactive,,,Well,Withdrawal,Water Supplier,acre feet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Null Lat NAD83,11816.0,2004-12-31,2004-01-01
Bona Vista Water Improvement District,1103,Public,Active,2004,2/3/2005,Weber,,,,,,,,,29004,13500.0,2633.0,169.0,509.0,68.0,3311.0,5229.0,270.0,12.0,36.0,5547.0,,,,,,,,11032004,Bona Vista Water Improvement District,1103,2004,11030009,Farr West Shallow (IRR),Inactive,,,Well,Withdrawal,Irrigation,acre feet,0.0,0.0,0.0,0.0,0.0,0.0,0.110480282,0.110480282,0.0859,0.0307,0.0,0.0,0.33757864,0.33757864,Null Lat NAD83,11817.0,2004-12-31,2004-01-01
Bona Vista Water Improvement District,1103,Public,Active,2005,1/10/2006,Weber,,,,,,,,,29004,13500.0,2892.0,185.0,556.0,75.0,3708.0,5397.0,185.0,12.0,38.0,5632.0,,,,,,,,11032005,Bona Vista Water Improvement District,1103,2005,11030001,Purchased from Weber Basin WCD,Active,,,,Transfer In,Water Supplier,acre feet,118.01,96.54,109.08,126.12,187.39,246.48,352.47,418.92,297.49,214.38,140.25,134.12,2441.25,2441.25,Null Lat NAD83,11818.0,2005-12-31,2005-01-01
Bona Vista Water Improvement District,1103,Public,Active,2005,1/10/2006,Weber,,,,,,,,,29004,13500.0,2892.0,185.0,556.0,75.0,3708.0,5397.0,185.0,12.0,38.0,5632.0,,,,,,,,11032005,Bona Vista Water Improvement District,1103,2005,11030004,Purchased from Ogden City (WS011),Active,,,,Transfer In,Water Supplier,acre feet,119.11,110.15,120.44,109.56,109.22,68.7,80.77,63.35,78.36,93.35,88.07,118.15,1159.23,1159.23,Null Lat NAD83,11821.0,2005-12-31,2005-01-01
Bona Vista Water Improvement District,1103,Public,Active,2005,1/10/2006,Weber,,,,,,,,,29004,13500.0,2892.0,185.0,556.0,75.0,3708.0,5397.0,185.0,12.0,38.0,5632.0,,,,,,,,11032005,Bona Vista Water Improvement District,1103,2005,11030007,Harrisville Well,Inactive,,,Well,Withdrawal,Water Supplier,acre feet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Null Lat NAD83,11823.0,2005-12-31,2005-01-01
Bona Vista Water Improvement District,1103,Public,Active,2005,1/10/2006,Weber,,,,,,,,,29004,13500.0,2892.0,185.0,556.0,75.0,3708.0,5397.0,185.0,12.0,38.0,5632.0,,,,,,,,11032005,Bona Vista Water Improvement District,1103,2005,11030009,Farr West Shallow (IRR),Inactive,,,Well,Withdrawal,Irrigation,acre feet,0.0,0.0,0.0,0.0,0.0357,0.034525087999999995,0.0357,0.0357,0.0173,0.0173,0.0,0.0,0.17607795,0.17607795,Null Lat NAD83,11824.0,2005-12-31,2005-01-01
Bona Vista Water Improvement District,1103,Public,Active,2006,1/22/2007,Weber,,,,,,,,,29004,14000.0,3099.0,199.0,596.0,79.0,3973.0,5634.0,197.0,12.0,38.0,5881.0,,,,,,,,11032006,Bona Vista Water Improvement District,1103,2006,11030001,Purchased from Weber Basin WCD,Active,,,,Transfer In,Water Supplier,acre feet,134.12,102.18,91.63,109.58,256.9,310.63,256.18,364.63,301.87,185.51,164.68,151.35,2429.26,2429.26,Null Lat NAD83,11825.0,2006-12-31,2006-01-01
Bona Vista Water Improvement District,1103,Public,Active,2006,1/22/2007,Weber,,,,,,,,,29004,14000.0,3099.0,199.0,596.0,79.0,3973.0,5634.0,197.0,12.0,38.0,5881.0,,,,,,,,11032006,Bona Vista Water Improvement District,1103,2006,11030004,Purchased from Ogden City (WS011),Active,,,,Transfer In,Water Supplier,acre feet,110.73,110.28,97.31,130.36,102.21,97.64,88.02,81.15,48.7,92.16,83.84,93.88,1136.28,1136.28,Null Lat NAD83,11828.0,2006-12-31,2006-01-01
Bona Vista Water Improvement District,1103,Public,Active,2006,1/22/2007,Weber,,,,,,,,,29004,14000.0,3099.0,199.0,596.0,79.0,3973.0,5634.0,197.0,12.0,38.0,5881.0,,,,,,,,11032006,Bona Vista Water Improvement District,1103,2006,11030007,Harrisville Well,Inactive,,,Well,Withdrawal,Water Supplier,acre feet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Null Lat NAD83,11830.0,2006-12-31,2006-01-01
Bona Vista Water Improvement District,1103,Public,Active,2006,1/22/2007,Weber,,,,,,,,,29004,14000.0,3099.0,199.0,596.0,79.0,3973.0,5634.0,197.0,12.0,38.0,5881.0,,,,,,,,11032006,Bona Vista Water Improvement District,1103,2006,11030009,Farr West Shallow (IRR),Inactive,,,Well,Withdrawal,Irrigation,acre feet,0.0,0.0,0.0,0.0,1.1e-07,1.0699999999999999e-07,1.1e-07,1.1e-07,5.22e-08,5.22e-08,0.0,0.0,5.429999999999999e-07,5.43195e-07,Null Lat NAD83,11831.0,2006-12-31,2006-01-01
