MethodUUID,OrganizationUUID,ReportingUnitUUID,VariableSpecificUUID,WaterSourceUUID,AllocationCropDutyAmount,Amount,BeneficialUseCategory,CommunityWaterSupplySystem,CropTypeCV,CustomerTypeCV,DataPublicationDate,DataPublicationDOI,InterbasinTransferFromID,InterbasinTransferToID,IrrigatedAcreage,IrrigationMethodCV,PopulationServed,PowerGeneratedGWh,PowerType,PrimaryUseCategory,ReportYearCV,SDWISIdentifierCV,TimeframeEnd,TimeframeStart,CommunityWaterSupplySyste
NVDWR_Water Use,NVDWR,NVag_RU213,NVDWR_Withdrawal,NVag_WS1,,7.93,Mining and Milling,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU214,NVDWR_Withdrawal,NVag_WS1,,0.0,Mining and Milling,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU215,NVDWR_Withdrawal,NVag_WS1,,312.54,Mining and Milling,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU216,NVDWR_Withdrawal,NVag_WS1,,0.0,Mining and Milling,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU217,NVDWR_Withdrawal,NVag_WS1,,0.0,Mining and Milling,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU218,NVDWR_Withdrawal,NVag_WS1,,0.0,Mining and Milling,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU219,NVDWR_Withdrawal,NVag_WS1,,0.0,Mining and Milling,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU220,NVDWR_Withdrawal,NVag_WS1,,0.0,Mining and Milling,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU221,NVDWR_Withdrawal,NVag_WS1,,0.0,Mining and Milling,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU222,NVDWR_Withdrawal,NVag_WS1,,0.0,Mining and Milling,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU223,NVDWR_Withdrawal,NVag_WS1,,0.0,Mining and Milling,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU224,NVDWR_Withdrawal,NVag_WS1,,56.14,Mining and Milling,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU225,NVDWR_Withdrawal,NVag_WS1,,0.0,Mining and Milling,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU226,NVDWR_Withdrawal,NVag_WS1,,2.0,Mining and Milling,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU227,NVDWR_Withdrawal,NVag_WS1,,0.0,Mining and Milling,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU228,NVDWR_Withdrawal,NVag_WS1,,52.38,Mining and Milling,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU229,NVDWR_Withdrawal,NVag_WS1,,0.0,Mining and Milling,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU230,NVDWR_Withdrawal,NVag_WS1,,0.0,Mining and Milling,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU231,NVDWR_Withdrawal,NVag_WS1,,0.0,Mining and Milling,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU232,NVDWR_Withdrawal,NVag_WS1,,0.0,Mining and Milling,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU233,NVDWR_Withdrawal,NVag_WS1,,0.0,Mining and Milling,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU234,NVDWR_Withdrawal,NVag_WS1,,0.0,Mining and Milling,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU235,NVDWR_Withdrawal,NVag_WS1,,0.0,Mining and Milling,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU236,NVDWR_Withdrawal,NVag_WS1,,0.0,Mining and Milling,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU237,NVDWR_Withdrawal,NVag_WS1,,198.05,Mining and Milling,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU238,NVDWR_Withdrawal,NVag_WS1,,3.0,Mining and Milling,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU239,NVDWR_Withdrawal,NVag_WS1,,255.0,Mining and Milling,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU240,NVDWR_Withdrawal,NVag_WS1,,0.0,Mining and Milling,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU241,NVDWR_Withdrawal,NVag_WS1,,3.0,Mining and Milling,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU242,NVDWR_Withdrawal,NVag_WS1,,0.0,Mining and Milling,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU243,NVDWR_Withdrawal,NVag_WS1,,194.0,Mining and Milling,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU244,NVDWR_Withdrawal,NVag_WS1,,0.0,Mining and Milling,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU245,NVDWR_Withdrawal,NVag_WS1,,0.0,Mining and Milling,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU246,NVDWR_Withdrawal,NVag_WS1,,784.0,Mining and Milling,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU247,NVDWR_Withdrawal,NVag_WS1,,0.0,Mining and Milling,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU248,NVDWR_Withdrawal,NVag_WS1,,0.96,Mining and Milling,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU249,NVDWR_Withdrawal,NVag_WS1,,0.0,Mining and Milling,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU250,NVDWR_Withdrawal,NVag_WS1,,0.0,Mining and Milling,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU251,NVDWR_Withdrawal,NVag_WS1,,0.0,Mining and Milling,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU252,NVDWR_Withdrawal,NVag_WS1,,220.31,Mining and Milling,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU253,NVDWR_Withdrawal,NVag_WS1,,0.0,Mining and Milling,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU254,NVDWR_Withdrawal,NVag_WS1,,1.12,Mining and Milling,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU255,NVDWR_Withdrawal,NVag_WS1,,253.0,Mining and Milling,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU256,NVDWR_Withdrawal,NVag_WS1,,0.0,Mining and Milling,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU1,NVDWR_Withdrawal,NVag_WS1,,0.0,Mining and Milling,,,,05/13/2021,,,,,,,,,Unspecified,2017,,12/31/2017,01/01/2017,
NVDWR_Water Use,NVDWR,NVag_RU2,NVDWR_Withdrawal,NVag_WS1,,0.0,Mining and Milling,,,,05/13/2021,,,,,,,,,Unspecified,2017,,12/31/2017,01/01/2017,
NVDWR_Water Use,NVDWR,NVag_RU3,NVDWR_Withdrawal,NVag_WS1,,0.0,Mining and Milling,,,,05/13/2021,,,,,,,,,Unspecified,2017,,12/31/2017,01/01/2017,
NVDWR_Water Use,NVDWR,NVag_RU4,NVDWR_Withdrawal,NVag_WS1,,0.0,Mining and Milling,,,,05/13/2021,,,,,,,,,Unspecified,2017,,12/31/2017,01/01/2017,
NVDWR_Water Use,NVDWR,NVag_RU5,NVDWR_Withdrawal,NVag_WS1,,0.0,Mining and Milling,,,,05/13/2021,,,,,,,,,Unspecified,2017,,12/31/2017,01/01/2017,
NVDWR_Water Use,NVDWR,NVag_RU6,NVDWR_Withdrawal,NVag_WS1,,0.0,Mining and Milling,,,,05/13/2021,,,,,,,,,Unspecified,2017,,12/31/2017,01/01/2017,
NVDWR_Water Use,NVDWR,NVag_RU7,NVDWR_Withdrawal,NVag_WS1,,0.0,Mining and Milling,,,,05/13/2021,,,,,,,,,Unspecified,2017,,12/31/2017,01/01/2017,
NVDWR_Water Use,NVDWR,NVag_RU8,NVDWR_Withdrawal,NVag_WS1,,0.0,Mining and Milling,,,,05/13/2021,,,,,,,,,Unspecified,2017,,12/31/2017,01/01/2017,
NVDWR_Water Use,NVDWR,NVag_RU9,NVDWR_Withdrawal,NVag_WS1,,0.0,Mining and Milling,,,,05/13/2021,,,,,,,,,Unspecified,2017,,12/31/2017,01/01/2017,
NVDWR_Water Use,NVDWR,NVag_RU10,NVDWR_Withdrawal,NVag_WS1,,0.0,Mining and Milling,,,,05/13/2021,,,,,,,,,Unspecified,2017,,12/31/2017,01/01/2017,
NVDWR_Water Use,NVDWR,NVag_RU11,NVDWR_Withdrawal,NVag_WS1,,0.0,Mining and Milling,,,,05/13/2021,,,,,,,,,Unspecified,2017,,12/31/2017,01/01/2017,
NVDWR_Water Use,NVDWR,NVag_RU12,NVDWR_Withdrawal,NVag_WS1,,0.0,Mining and Milling,,,,05/13/2021,,,,,,,,,Unspecified,2017,,12/31/2017,01/01/2017,
NVDWR_Water Use,NVDWR,NVag_RU13,NVDWR_Withdrawal,NVag_WS1,,0.0,Mining and Milling,,,,05/13/2021,,,,,,,,,Unspecified,2017,,12/31/2017,01/01/2017,
NVDWR_Water Use,NVDWR,NVag_RU14,NVDWR_Withdrawal,NVag_WS1,,0.0,Mining and Milling,,,,05/13/2021,,,,,,,,,Unspecified,2017,,12/31/2017,01/01/2017,
NVDWR_Water Use,NVDWR,NVag_RU15,NVDWR_Withdrawal,NVag_WS1,,0.0,Mining and Milling,,,,05/13/2021,,,,,,,,,Unspecified,2017,,12/31/2017,01/01/2017,
NVDWR_Water Use,NVDWR,NVag_RU16,NVDWR_Withdrawal,NVag_WS1,,0.0,Mining and Milling,,,,05/13/2021,,,,,,,,,Unspecified,2017,,12/31/2017,01/01/2017,
NVDWR_Water Use,NVDWR,NVag_RU17,NVDWR_Withdrawal,NVag_WS1,,0.0,Mining and Milling,,,,05/13/2021,,,,,,,,,Unspecified,2017,,12/31/2017,01/01/2017,
NVDWR_Water Use,NVDWR,NVag_RU18,NVDWR_Withdrawal,NVag_WS1,,0.0,Mining and Milling,,,,05/13/2021,,,,,,,,,Unspecified,2017,,12/31/2017,01/01/2017,
NVDWR_Water Use,NVDWR,NVag_RU19,NVDWR_Withdrawal,NVag_WS1,,0.0,Mining and Milling,,,,05/13/2021,,,,,,,,,Unspecified,2017,,12/31/2017,01/01/2017,
NVDWR_Water Use,NVDWR,NVag_RU20,NVDWR_Withdrawal,NVag_WS1,,0.0,Mining and Milling,,,,05/13/2021,,,,,,,,,Unspecified,2017,,12/31/2017,01/01/2017,
NVDWR_Water Use,NVDWR,NVag_RU21,NVDWR_Withdrawal,NVag_WS1,,0.0,Mining and Milling,,,,05/13/2021,,,,,,,,,Unspecified,2017,,12/31/2017,01/01/2017,
NVDWR_Water Use,NVDWR,NVag_RU22,NVDWR_Withdrawal,NVag_WS1,,0.0,Mining and Milling,,,,05/13/2021,,,,,,,,,Unspecified,2017,,12/31/2017,01/01/2017,
NVDWR_Water Use,NVDWR,NVag_RU23,NVDWR_Withdrawal,NVag_WS1,,0.0,Mining and Milling,,,,05/13/2021,,,,,,,,,Unspecified,2017,,12/31/2017,01/01/2017,
NVDWR_Water Use,NVDWR,NVag_RU24,NVDWR_Withdrawal,NVag_WS1,,0.0,Mining and Milling,,,,05/13/2021,,,,,,,,,Unspecified,2017,,12/31/2017,01/01/2017,
NVDWR_Water Use,NVDWR,NVag_RU25,NVDWR_Withdrawal,NVag_WS1,,0.0,Mining and Milling,,,,05/13/2021,,,,,,,,,Unspecified,2017,,12/31/2017,01/01/2017,
NVDWR_Water Use,NVDWR,NVag_RU26,NVDWR_Withdrawal,NVag_WS1,,0.0,Mining and Milling,,,,05/13/2021,,,,,,,,,Unspecified,2017,,12/31/2017,01/01/2017,
NVDWR_Water Use,NVDWR,NVag_RU27,NVDWR_Withdrawal,NVag_WS1,,0.0,Mining and Milling,,,,05/13/2021,,,,,,,,,Unspecified,2017,,12/31/2017,01/01/2017,
NVDWR_Water Use,NVDWR,NVag_RU28,NVDWR_Withdrawal,NVag_WS1,,0.0,Mining and Milling,,,,05/13/2021,,,,,,,,,Unspecified,2017,,12/31/2017,01/01/2017,
NVDWR_Water Use,NVDWR,NVag_RU29,NVDWR_Withdrawal,NVag_WS1,,0.0,Mining and Milling,,,,05/13/2021,,,,,,,,,Unspecified,2017,,12/31/2017,01/01/2017,
NVDWR_Water Use,NVDWR,NVag_RU30,NVDWR_Withdrawal,NVag_WS1,,0.0,Mining and Milling,,,,05/13/2021,,,,,,,,,Unspecified,2017,,12/31/2017,01/01/2017,
NVDWR_Water Use,NVDWR,NVag_RU31,NVDWR_Withdrawal,NVag_WS1,,0.0,Mining and Milling,,,,05/13/2021,,,,,,,,,Unspecified,2017,,12/31/2017,01/01/2017,
NVDWR_Water Use,NVDWR,NVag_RU32,NVDWR_Withdrawal,NVag_WS1,,129.476,Mining and Milling,,,,05/13/2021,,,,,,,,,Unspecified,2017,,12/31/2017,01/01/2017,
NVDWR_Water Use,NVDWR,NVag_RU33,NVDWR_Withdrawal,NVag_WS1,,0.0,Mining and Milling,,,,05/13/2021,,,,,,,,,Unspecified,2017,,12/31/2017,01/01/2017,
NVDWR_Water Use,NVDWR,NVag_RU34,NVDWR_Withdrawal,NVag_WS1,,0.0,Mining and Milling,,,,05/13/2021,,,,,,,,,Unspecified,2017,,12/31/2017,01/01/2017,
NVDWR_Water Use,NVDWR,NVag_RU35,NVDWR_Withdrawal,NVag_WS1,,0.0,Mining and Milling,,,,05/13/2021,,,,,,,,,Unspecified,2017,,12/31/2017,01/01/2017,
NVDWR_Water Use,NVDWR,NVag_RU36,NVDWR_Withdrawal,NVag_WS1,,0.0,Mining and Milling,,,,05/13/2021,,,,,,,,,Unspecified,2017,,12/31/2017,01/01/2017,
NVDWR_Water Use,NVDWR,NVag_RU37,NVDWR_Withdrawal,NVag_WS1,,0.0,Mining and Milling,,,,05/13/2021,,,,,,,,,Unspecified,2017,,12/31/2017,01/01/2017,
NVDWR_Water Use,NVDWR,NVag_RU38,NVDWR_Withdrawal,NVag_WS1,,745.26,Mining and Milling,,,,05/13/2021,,,,,,,,,Unspecified,2017,,12/31/2017,01/01/2017,
NVDWR_Water Use,NVDWR,NVag_RU39,NVDWR_Withdrawal,NVag_WS1,,133.43,Mining and Milling,,,,05/13/2021,,,,,,,,,Unspecified,2017,,12/31/2017,01/01/2017,
NVDWR_Water Use,NVDWR,NVag_RU40,NVDWR_Withdrawal,NVag_WS1,,0.0,Mining and Milling,,,,05/13/2021,,,,,,,,,Unspecified,2017,,12/31/2017,01/01/2017,
NVDWR_Water Use,NVDWR,NVag_RU41,NVDWR_Withdrawal,NVag_WS1,,0.0,Mining and Milling,,,,05/13/2021,,,,,,,,,Unspecified,2017,,12/31/2017,01/01/2017,
NVDWR_Water Use,NVDWR,NVag_RU42,NVDWR_Withdrawal,NVag_WS1,,7.43,Mining and Milling,,,,05/13/2021,,,,,,,,,Unspecified,2017,,12/31/2017,01/01/2017,
NVDWR_Water Use,NVDWR,NVag_RU43,NVDWR_Withdrawal,NVag_WS1,,0.0,Mining and Milling,,,,05/13/2021,,,,,,,,,Unspecified,2017,,12/31/2017,01/01/2017,
NVDWR_Water Use,NVDWR,NVag_RU44,NVDWR_Withdrawal,NVag_WS1,,0.0,Mining and Milling,,,,05/13/2021,,,,,,,,,Unspecified,2017,,12/31/2017,01/01/2017,
NVDWR_Water Use,NVDWR,NVag_RU45,NVDWR_Withdrawal,NVag_WS1,,321.0,Mining and Milling,,,,05/13/2021,,,,,,,,,Unspecified,2017,,12/31/2017,01/01/2017,
NVDWR_Water Use,NVDWR,NVag_RU46,NVDWR_Withdrawal,NVag_WS1,,0.0,Mining and Milling,,,,05/13/2021,,,,,,,,,Unspecified,2017,,12/31/2017,01/01/2017,
NVDWR_Water Use,NVDWR,NVag_RU47,NVDWR_Withdrawal,NVag_WS1,,6309.44,Mining and Milling,,,,05/13/2021,,,,,,,,,Unspecified,2017,,12/31/2017,01/01/2017,
NVDWR_Water Use,NVDWR,NVag_RU48,NVDWR_Withdrawal,NVag_WS1,,1418.67,Mining and Milling,,,,05/13/2021,,,,,,,,,Unspecified,2017,,12/31/2017,01/01/2017,
NVDWR_Water Use,NVDWR,NVag_RU49,NVDWR_Withdrawal,NVag_WS1,,0.0,Mining and Milling,,,,05/13/2021,,,,,,,,,Unspecified,2017,,12/31/2017,01/01/2017,
NVDWR_Water Use,NVDWR,NVag_RU50,NVDWR_Withdrawal,NVag_WS1,,19585.0,Mining and Milling,,,,05/13/2021,,,,,,,,,Unspecified,2017,,12/31/2017,01/01/2017,
NVDWR_Water Use,NVDWR,NVag_RU51,NVDWR_Withdrawal,NVag_WS1,,49.1,Mining and Milling,,,,05/13/2021,,,,,,,,,Unspecified,2017,,12/31/2017,01/01/2017,
NVDWR_Water Use,NVDWR,NVag_RU52,NVDWR_Withdrawal,NVag_WS1,,0.0,Mining and Milling,,,,05/13/2021,,,,,,,,,Unspecified,2017,,12/31/2017,01/01/2017,
NVDWR_Water Use,NVDWR,NVag_RU53,NVDWR_Withdrawal,NVag_WS1,,0.0,Mining and Milling,,,,05/13/2021,,,,,,,,,Unspecified,2017,,12/31/2017,01/01/2017,
NVDWR_Water Use,NVDWR,NVag_RU54,NVDWR_Withdrawal,NVag_WS1,,515.0,Mining and Milling,,,,05/13/2021,,,,,,,,,Unspecified,2017,,12/31/2017,01/01/2017,
NVDWR_Water Use,NVDWR,NVag_RU55,NVDWR_Withdrawal,NVag_WS1,,0.0,Mining and Milling,,,,05/13/2021,,,,,,,,,Unspecified,2017,,12/31/2017,01/01/2017,
NVDWR_Water Use,NVDWR,NVag_RU56,NVDWR_Withdrawal,NVag_WS1,,14567.91,Mining and Milling,,,,05/13/2021,,,,,,,,,Unspecified,2017,,12/31/2017,01/01/2017,
NVDWR_Water Use,NVDWR,NVag_RU57,NVDWR_Withdrawal,NVag_WS1,,0.0,Mining and Milling,,,,05/13/2021,,,,,,,,,Unspecified,2017,,12/31/2017,01/01/2017,
NVDWR_Water Use,NVDWR,NVag_RU58,NVDWR_Withdrawal,NVag_WS1,,0.0,Mining and Milling,,,,05/13/2021,,,,,,,,,Unspecified,2017,,12/31/2017,01/01/2017,
NVDWR_Water Use,NVDWR,NVag_RU59,NVDWR_Withdrawal,NVag_WS1,,0.0,Mining and Milling,,,,05/13/2021,,,,,,,,,Unspecified,2017,,12/31/2017,01/01/2017,
NVDWR_Water Use,NVDWR,NVag_RU60,NVDWR_Withdrawal,NVag_WS1,,226.4,Mining and Milling,,,,05/13/2021,,,,,,,,,Unspecified,2017,,12/31/2017,01/01/2017,
NVDWR_Water Use,NVDWR,NVag_RU61,NVDWR_Withdrawal,NVag_WS1,,0.0,Mining and Milling,,,,05/13/2021,,,,,,,,,Unspecified,2017,,12/31/2017,01/01/2017,
NVDWR_Water Use,NVDWR,NVag_RU62,NVDWR_Withdrawal,NVag_WS1,,0.0,Mining and Milling,,,,05/13/2021,,,,,,,,,Unspecified,2017,,12/31/2017,01/01/2017,
NVDWR_Water Use,NVDWR,NVag_RU63,NVDWR_Withdrawal,NVag_WS1,,0.0,Mining and Milling,,,,05/13/2021,,,,,,,,,Unspecified,2017,,12/31/2017,01/01/2017,
NVDWR_Water Use,NVDWR,NVag_RU64,NVDWR_Withdrawal,NVag_WS1,,0.0,Mining and Milling,,,,05/13/2021,,,,,,,,,Unspecified,2017,,12/31/2017,01/01/2017,
NVDWR_Water Use,NVDWR,NVag_RU65,NVDWR_Withdrawal,NVag_WS1,,200.94,Mining and Milling,,,,05/13/2021,,,,,,,,,Unspecified,2017,,12/31/2017,01/01/2017,
NVDWR_Water Use,NVDWR,NVag_RU66,NVDWR_Withdrawal,NVag_WS1,,349.0,Mining and Milling,,,,05/13/2021,,,,,,,,,Unspecified,2017,,12/31/2017,01/01/2017,
NVDWR_Water Use,NVDWR,NVag_RU67,NVDWR_Withdrawal,NVag_WS1,,773.0,Mining and Milling,,,,05/13/2021,,,,,,,,,Unspecified,2017,,12/31/2017,01/01/2017,
NVDWR_Water Use,NVDWR,NVag_RU68,NVDWR_Withdrawal,NVag_WS1,,0.0,Mining and Milling,,,,05/13/2021,,,,,,,,,Unspecified,2017,,12/31/2017,01/01/2017,
NVDWR_Water Use,NVDWR,NVag_RU69,NVDWR_Withdrawal,NVag_WS1,,2801.17,Mining and Milling,,,,05/13/2021,,,,,,,,,Unspecified,2017,,12/31/2017,01/01/2017,
NVDWR_Water Use,NVDWR,NVag_RU70,NVDWR_Withdrawal,NVag_WS1,,0.0,Mining and Milling,,,,05/13/2021,,,,,,,,,Unspecified,2017,,12/31/2017,01/01/2017,
NVDWR_Water Use,NVDWR,NVag_RU71,NVDWR_Withdrawal,NVag_WS1,,1081.0,Mining and Milling,,,,05/13/2021,,,,,,,,,Unspecified,2017,,12/31/2017,01/01/2017,
NVDWR_Water Use,NVDWR,NVag_RU72,NVDWR_Withdrawal,NVag_WS1,,0.0,Mining and Milling,,,,05/13/2021,,,,,,,,,Unspecified,2017,,12/31/2017,01/01/2017,
NVDWR_Water Use,NVDWR,NVag_RU73,NVDWR_Withdrawal,NVag_WS1,,0.0,Mining and Milling,,,,05/13/2021,,,,,,,,,Unspecified,2017,,12/31/2017,01/01/2017,
NVDWR_Water Use,NVDWR,NVag_RU74,NVDWR_Withdrawal,NVag_WS1,,0.0,Mining and Milling,,,,05/13/2021,,,,,,,,,Unspecified,2017,,12/31/2017,01/01/2017,
NVDWR_Water Use,NVDWR,NVag_RU75,NVDWR_Withdrawal,NVag_WS1,,0.0,Mining and Milling,,,,05/13/2021,,,,,,,,,Unspecified,2017,,12/31/2017,01/01/2017,
NVDWR_Water Use,NVDWR,NVag_RU76,NVDWR_Withdrawal,NVag_WS1,,55.0,Mining and Milling,,,,05/13/2021,,,,,,,,,Unspecified,2017,,12/31/2017,01/01/2017,
NVDWR_Water Use,NVDWR,NVag_RU77,NVDWR_Withdrawal,NVag_WS1,,161.0,Mining and Milling,,,,05/13/2021,,,,,,,,,Unspecified,2017,,12/31/2017,01/01/2017,
NVDWR_Water Use,NVDWR,NVag_RU78,NVDWR_Withdrawal,NVag_WS1,,0.0,Mining and Milling,,,,05/13/2021,,,,,,,,,Unspecified,2017,,12/31/2017,01/01/2017,
NVDWR_Water Use,NVDWR,NVag_RU79,NVDWR_Withdrawal,NVag_WS1,,498.14,Mining and Milling,,,,05/13/2021,,,,,,,,,Unspecified,2017,,12/31/2017,01/01/2017,
NVDWR_Water Use,NVDWR,NVag_RU80,NVDWR_Withdrawal,NVag_WS1,,3131.21,Mining and Milling,,,,05/13/2021,,,,,,,,,Unspecified,2017,,12/31/2017,01/01/2017,
NVDWR_Water Use,NVDWR,NVag_RU81,NVDWR_Withdrawal,NVag_WS1,,0.0,Mining and Milling,,,,05/13/2021,,,,,,,,,Unspecified,2017,,12/31/2017,01/01/2017,
NVDWR_Water Use,NVDWR,NVag_RU82,NVDWR_Withdrawal,NVag_WS1,,0.0,Mining and Milling,,,,05/13/2021,,,,,,,,,Unspecified,2017,,12/31/2017,01/01/2017,
NVDWR_Water Use,NVDWR,NVag_RU83,NVDWR_Withdrawal,NVag_WS1,,0.0,Mining and Milling,,,,05/13/2021,,,,,,,,,Unspecified,2017,,12/31/2017,01/01/2017,
NVDWR_Water Use,NVDWR,NVag_RU84,NVDWR_Withdrawal,NVag_WS1,,0.0,Mining and Milling,,,,05/13/2021,,,,,,,,,Unspecified,2017,,12/31/2017,01/01/2017,
NVDWR_Water Use,NVDWR,NVag_RU85,NVDWR_Withdrawal,NVag_WS1,,57.55,Mining and Milling,,,,05/13/2021,,,,,,,,,Unspecified,2017,,12/31/2017,01/01/2017,
NVDWR_Water Use,NVDWR,NVag_RU86,NVDWR_Withdrawal,NVag_WS1,,0.0,Mining and Milling,,,,05/13/2021,,,,,,,,,Unspecified,2017,,12/31/2017,01/01/2017,
NVDWR_Water Use,NVDWR,NVag_RU87,NVDWR_Withdrawal,NVag_WS1,,1.69,Mining and Milling,,,,05/13/2021,,,,,,,,,Unspecified,2017,,12/31/2017,01/01/2017,
NVDWR_Water Use,NVDWR,NVag_RU88,NVDWR_Withdrawal,NVag_WS1,,0.0,Mining and Milling,,,,05/13/2021,,,,,,,,,Unspecified,2017,,12/31/2017,01/01/2017,
NVDWR_Water Use,NVDWR,NVag_RU89,NVDWR_Withdrawal,NVag_WS1,,0.0,Mining and Milling,,,,05/13/2021,,,,,,,,,Unspecified,2017,,12/31/2017,01/01/2017,
NVDWR_Water Use,NVDWR,NVag_RU90,NVDWR_Withdrawal,NVag_WS1,,11213.82,Mining and Milling,,,,05/13/2021,,,,,,,,,Unspecified,2017,,12/31/2017,01/01/2017,
