OBJECTID,polygon id,app,cert,app_status,mou,site_name,permit_info,basin,county,source,duty_balance,div_balance,prior_dt,pou_acre_total,Shape__Area,Shape__Length
9276,12992,25414,8675    ,CER,QM ,090  N14 E18 34BD  2,http://water.nv.gov/permitinformation.aspx?app=25414,090 ,DO,UG ,1.12,0.005,1/5/1970 12:00:00 AM,0,13745.934387207,617.170262016837
9277,12993,25923,9547    ,CER,DOM,090  N14 E18 34BCDD1,http://water.nv.gov/permitinformation.aspx?app=25923,090 ,DO,LAK,0.0675,0.02,1/26/1971 12:00:00 AM,0,17410.1192626953,976.339413900962
9278,12994,26482,12737   ,CER,QM ,090  N14 E18 34B   3,http://water.nv.gov/permitinformation.aspx?app=26482,090 ,DO,LAK,0.577,0.03,1/14/1972 12:00:00 AM,0,789.919006347656,129.368428842828
9279,12995,81839,,CAN,DOM,090  N14 E18 34CDAC1,http://water.nv.gov/permitinformation.aspx?app=81839,090 ,DO,SPR,2.24,0.07,7/5/1927 12:00:00 AM,0,21122.1689453125,645.568454473216
9280,12996,29531,9463    ,CER,QM ,090  N14 E18 03CCAD1,http://water.nv.gov/permitinformation.aspx?app=29531,090 ,DO,LAK,0.552402,0.035,6/7/1963 12:00:00 AM,0,8375.35076904297,471.984309675071
9281,12997,29532A01,11834   ,CER,QM ,090  N14 E18 03CCAD1,http://water.nv.gov/permitinformation.aspx?app=29532A01,090 ,DO,LAK,0.56,0.0375,6/7/1963 12:00:00 AM,0,125650.850646973,2210.58299039214
9282,12998,29532A02,14578   ,CER,QM ,090  N14 E18 03CCAD1,http://water.nv.gov/permitinformation.aspx?app=29532A02,090 ,DO,LAK,0.56,0.0375,6/7/1963 12:00:00 AM,0,45641.934753418,1052.13020133059
9283,12999,29533,10922   ,CER,QM ,090  N14 E18 03CCAD1,http://water.nv.gov/permitinformation.aspx?app=29533,090 ,DO,LAK,0.552402,0.035,6/7/1963 12:00:00 AM,0,7768.40704345703,459.521456108484
9284,13000,66938,,PER,MUN,162  S20 E54 31AAAA1,http://water.nv.gov/permitinformation.aspx?app=66938,162 ,NY,UG ,41,0.1003,6/7/1962 12:00:00 AM,0,113712038.362549,92042.9078670121
9285,13006,66870,18563   ,CER,DOM,090  N14 E18 34C   1,http://water.nv.gov/permitinformation.aspx?app=66870,090 ,DO,LAK,2,0.005,6/25/1921 12:00:00 AM,0,10498.3838500977,550.488480174949
9286,13007,60403,16950   ,ABR,QM ,090  N14 E18 02CCCD1,http://water.nv.gov/permitinformation.aspx?app=60403,090 ,DO,UG ,0,0,6/9/1947 12:00:00 AM,0,186059.764587402,1896.30164106227
9287,13008,57367,,PER,QM ,090  N14 E18 15DCAB1,http://water.nv.gov/permitinformation.aspx?app=57367,090 ,DO,LAK,9.9,0.023,6/25/1921 12:00:00 AM,0,36534.8112182617,838.174343280943
9288,13009,59276E,,EXP,ENV,090  N13 E18 15DCCD1,http://water.nv.gov/permitinformation.aspx?app=59276E,090 ,DO,UG ,2.42,0.003,9/23/1993 12:00:00 AM,0,2473.92010498047,202.201768817487
9289,13011,60226E,,EXP,ENV,090  N16 E18 15DBCA1,http://water.nv.gov/permitinformation.aspx?app=60226E,090 ,WA,UG ,0,0,7/20/1994 12:00:00 AM,0,2080.46472167969,186.347266976112
9290,13013,60706,18244   ,CER,QM ,090  N15 E18 22DD  1,http://water.nv.gov/permitinformation.aspx?app=60706,090 ,CC,LAK,1,0.025,9/5/1989 12:00:00 AM,0,11150.9514160156,464.315158916876
9291,13014,60707E,,EXP,ENV,090  N13 E18 26BBBA1,http://water.nv.gov/permitinformation.aspx?app=60707E,090 ,DO,UG ,8.02999999,0.011,12/16/1994 12:00:00 AM,0,1821.06878662109,172.245895093102
9292,13016,77982,20646   ,CER,QM ,090  N14 E18 12BAAA1,http://water.nv.gov/permitinformation.aspx?app=77982,090 ,DO,UG ,2.5,0.055,12/4/1936 12:00:00 AM,0,15830.7196044922,503.399673253878
9293,13017,67317,16456   ,CER,QM ,090  N14 E18 15CABD1,http://water.nv.gov/permitinformation.aspx?app=67317,090 ,DO,LAK,2.24,0.0031,1/1/1870 12:00:00 AM,0,13382.3742675781,535.564938096658
9294,13019,61743,16951   ,CER,REC,090  N15 E18 02BACC1,http://water.nv.gov/permitinformation.aspx?app=61743,090 ,WA,UG ,6.14,0.0085,9/25/1968 12:00:00 AM,0,478980.847900391,4182.19430309211
9295,13020,61744,16952   ,CER,REC,090  N16 E18 35B   1,http://water.nv.gov/permitinformation.aspx?app=61744,090 ,WA,UG ,1.735,0.0042,9/25/1968 12:00:00 AM,0,37265.651550293,899.559668953938
9296,13021,62725,17231   ,CER,QM ,090  N14 E18 27BDCA1,http://water.nv.gov/permitinformation.aspx?app=62725,090 ,DO,LAK,0.84,0.002,6/25/1921 12:00:00 AM,0,2711.60144042969,317.673290284537
9297,13022,63555,16048   ,CER,DOM,090  N14 E18 27BDAC1,http://water.nv.gov/permitinformation.aspx?app=63555,090 ,DO,LAK,0.56,0.0013,6/25/1921 12:00:00 AM,0,1201.64990234375,179.519248725941
9298,13023,63776,15602   ,CER,DOM,090  N14 E18 34C   3,http://water.nv.gov/permitinformation.aspx?app=63776,090 ,DO,LAK,0.56,0.02,1/16/1998 12:00:00 AM,0,1195.92620849609,149.534390215834
9299,13024,64277,16989   ,CER,COM,090  N13 E18 10BABD3,http://water.nv.gov/permitinformation.aspx?app=64277,090 ,DO,LAK,54.78,0.103,8/11/1948 12:00:00 AM,0,1712593.21911621,5702.99253346893
9300,13025,64655,20317   ,CER,REC,090  N13 E18 15AABD1,http://water.nv.gov/permitinformation.aspx?app=64655,090 ,DO,STR,14.37,0,8/13/1929 12:00:00 AM,0,15610.9530639648,615.852918816109
9301,13029,68940,17103   ,CER,OTH,090  N15 E18 11CDAA1,http://water.nv.gov/permitinformation.aspx?app=68940,090 ,WA,SPR,4.85,0.0067,8/26/2004 12:00:00 AM,0,11150.790222168,521.046311903952
9302,13030,71347,18567   ,CER,QM ,090  N14 E18 34C   2,http://water.nv.gov/permitinformation.aspx?app=71347,090 ,DO,LAK,1.12,0.007575,6/18/2004 12:00:00 AM,0,10029.1300048828,537.818956310525
9303,13032,71736,,PER,DOM,090  N16 E18 26BACC1,http://water.nv.gov/permitinformation.aspx?app=71736,090 ,WA,LAK,0.56,0.04,10/4/2004 12:00:00 AM,0,969.756530761719,147.833565791992
9304,13033,76669,,PER,QM ,090  N14 E18 15DCAB1,http://water.nv.gov/permitinformation.aspx?app=76669,090 ,DO,LAK,13.2,0.03125,6/25/1921 12:00:00 AM,0,33540.0902709961,781.859380076573
9305,13034,8211A06,6743    ,CER,DOM,090  N14 E18 34CDAC2,http://water.nv.gov/permitinformation.aspx?app=8211A06,090 ,DO,SPR,1.687895,0.007,7/5/1927 12:00:00 AM,0,121476.122802734,1541.61514662874
9306,13035,9253,1707    ,CER,DOM,090  N15 E18 26BBBD1,http://water.nv.gov/permitinformation.aspx?app=9253,090 ,CC,SPR,4,0.011,5/2/1930 12:00:00 AM,0,40850.7028808594,1131.03623825742
9307,13036,38319,12217   ,CER,IRR,179  N16 E63 23ACAC1,http://water.nv.gov/permitinformation.aspx?app=38319,179 ,WP,UG ,16.02,0.165,6/13/1979 12:00:00 AM,10.685,43530.5024414063,906.809881096287
9308,13037,35730,13261   ,CER,MM ,179  N23 E62 14ACAD1,http://water.nv.gov/permitinformation.aspx?app=35730,179 ,WP,OGW,1085.960954,1.5,8/11/1978 12:00:00 AM,0,380439.672851563,3632.61596303682
9309,13039,86981,,PER,IRR,179  N26 E65 35BA  1,http://water.nv.gov/permitinformation.aspx?app=86981,179 ,WP,UG ,17.64,0.038,5/31/1974 12:00:00 AM,0,1218126.24121094,4673.62750392339
9310,13041,28713,9342    ,FOR,IRR,179  N17 E63 15AACC1,http://water.nv.gov/permitinformation.aspx?app=28713,179 ,WP,UG ,0,0.17,9/18/1974 12:00:00 AM,8.76,33937.1975097656,1111.1671910663
9311,13042,29669,,PER,IRR,179  N16 E63 02ADCD1,http://water.nv.gov/permitinformation.aspx?app=29669,179 ,WP,STR,5120,10,6/7/1996 12:00:00 AM,1280,6330230.02783203,12107.0977471592
9312,13043,89365,,RFA,IRR,179  N18 E63 25DCCC1,http://water.nv.gov/permitinformation.aspx?app=89365,179 ,WP,UG ,33.8,0.17,4/12/1945 12:00:00 AM,0,908222.567871094,5267.76001390675
9313,13047,32314,,ABR,IRD,179  N22 E64 27BBAA1,http://water.nv.gov/permitinformation.aspx?app=32314,179 ,WP,UG ,0,0,6/27/1977 12:00:00 AM,160,663350.824462891,3254.9450497659
9314,13048,32833,12875   ,ABR,IRR,179  N17 E63 14CBDB1,http://water.nv.gov/permitinformation.aspx?app=32833,179 ,WP,UG ,0,0,7/19/1977 12:00:00 AM,8.64,34858.8967285156,1353.71787212935
9315,13049,35233,12655   ,CER,IRR,179  N16 E63 01BCBA1,http://water.nv.gov/permitinformation.aspx?app=35233,179 ,WP,UG ,24.03,0.446,3/30/1978 12:00:00 AM,8.01,32640.0961914063,1037.26372120512
9316,13050,12928,3928    ,CER,IRR,179  N23 E63 25CCDB1,http://water.nv.gov/permitinformation.aspx?app=12928,179 ,WP,OSW,1152,3,5/26/1949 12:00:00 AM,288.1,972864.178955078,5311.42693371053
9317,13051,12929,3929    ,CER,IRR,179  N20 E64 18BCCB1,http://water.nv.gov/permitinformation.aspx?app=12929,179 ,WP,OSW,355,1,5/26/1949 12:00:00 AM,88.8,401270.617919922,2997.90819351814
9318,13052,27649,9397    ,CER,IRR,179  N17 E63 36AAAB1,http://water.nv.gov/permitinformation.aspx?app=27649,179 ,WP,UG ,13.2,0.14,7/23/1973 12:00:00 AM,3.3,14949.4067382813,651.845449793087
9319,13053,28365,9807    ,CER,IRR,179  N27 E64 34DCAB1,http://water.nv.gov/permitinformation.aspx?app=28365,179 ,EL,UG ,635.6,2.03,6/4/1974 12:00:00 AM,158.9,736252.300537109,7304.83665118868
9320,13054,26601,9158    ,FOR,IRR,179  N16 E63 12CADA1,http://water.nv.gov/permitinformation.aspx?app=26601,179 ,WP,UG ,28.9,0.205,3/8/1972 12:00:00 AM,9.52999999,38680.2866210938,792.954228484785
9321,13055,26489,9424    ,CER,IRR,179  N21 E64 30DC  2,http://water.nv.gov/permitinformation.aspx?app=26489,179 ,WP,UG ,556,2.1,1/18/1972 12:00:00 AM,139,557783.170166016,2822.30034747302
9322,13056,26363,8816    ,CER,QM ,179  N16 E63 35BACB1,http://water.nv.gov/permitinformation.aspx?app=26363,179 ,WP,UG ,35.108216,0.245,10/15/1971 12:00:00 AM,0,110755.808837891,2011.04825252803
9323,13057,2275,93      ,CER,IRR,179  N27 E63 24CCCB1,http://water.nv.gov/permitinformation.aspx?app=2275,179 ,EL,STR,10.95,0.03,12/4/1911 12:00:00 AM,2.84,5242.65795898438,324.736336674184
9324,13058,23208,7469    ,CER,IRR,179  N16 E63 10DBCA1,http://water.nv.gov/permitinformation.aspx?app=23208,179 ,WP,OSW,50.25,0.2,6/29/1966 12:00:00 AM,12.56,71544.3547363281,1074.7847466203
9325,13059,23725,8610    ,CER,IRR,179  N17 E63 13AA  1,http://water.nv.gov/permitinformation.aspx?app=23725,179 ,WP,UG ,628.4,3.37,2/28/1967 12:00:00 AM,157.1,648395.190917969,4038.62584321604
9326,13060,23897,8021    ,ABR,IRR,179  N26 E65 34DD  1,http://water.nv.gov/permitinformation.aspx?app=23897,179 ,WP,UG ,0,0,5/25/1967 12:00:00 AM,133.79,550090.77734375,3013.89273066651
9327,13062,23975,8550    ,CER,IRR,179  N21 E64 30AB  1,http://water.nv.gov/permitinformation.aspx?app=23975,179 ,WP,UG ,784,3.5,7/6/1967 12:00:00 AM,196,755017.381103516,4559.18320037895
9328,13063,24226,8554    ,CER,IRR,179  N26 E65 21DA  1,http://water.nv.gov/permitinformation.aspx?app=24226,179 ,WP,UG ,520,3.03,11/20/1967 12:00:00 AM,130,552510.485107422,3017.1732277799
9329,13065,2459,397     ,CER,IRR,179  N26 E64 03ABAB1,http://water.nv.gov/permitinformation.aspx?app=2459,179 ,EL,SPR,30.54,0.1,6/22/1912 12:00:00 AM,10,60539.3149414063,1189.97846429299
9330,13066,24814,8749    ,CER,IRR,179  N20 E64 15CBCD1,http://water.nv.gov/permitinformation.aspx?app=24814,179 ,WP,OSW,90.16,2.52,7/30/1965 12:00:00 AM,39.68,373550.364501953,2655.16408591584
9331,13067,2583,2742    ,CER,IRR,179  N20 E64 06ADDB1,http://water.nv.gov/permitinformation.aspx?app=2583,179 ,WP,OSW,762,1.271,12/12/1912 12:00:00 AM,127.1,566671.008056641,3079.58572298313
9332,13068,26212,8863    ,CER,IRR,179  N17 E64 07AC  1,http://water.nv.gov/permitinformation.aspx?app=26212,179 ,WP,UG ,400,2.7,7/14/1971 12:00:00 AM,100,411152.804443359,2644.93792231897
9333,13069,26224,9747    ,CER,IRR,179  N21 E64 16DCAB1,http://water.nv.gov/permitinformation.aspx?app=26224,179 ,WP,STR,470.58,0.65,7/21/1971 12:00:00 AM,191.42,755069.433105469,4895.34202702668
9334,13070,35691,12762   ,CER,IRR,179  N16 E63 23ADCB1,http://water.nv.gov/permitinformation.aspx?app=35691,179 ,WP,UG ,105,0.71,8/3/1978 12:00:00 AM,40,146942.097167969,1633.0509196935
9335,13071,38327,11991   ,CER,IRR,179  N16 E63 11DABB2,http://water.nv.gov/permitinformation.aspx?app=38327,179 ,WP,UG ,9,0.1,6/14/1979 12:00:00 AM,3,12418.6237792969,530.067292243798
9336,13072,10982,4220    ,CER,IRR,179  N21 E64 18BCCB1,http://water.nv.gov/permitinformation.aspx?app=10982,179 ,WP,OSW,880.8,5,8/16/1943 12:00:00 AM,220.2,859409.602050781,4706.21235072673
9337,13073,1323,47      ,CER,IRR,,http://water.nv.gov/permitinformation.aspx?app=1323,179 ,WP,STR,614.9,2.05,3/23/1909 12:00:00 AM,204.94,661124.926269531,4058.23082136086
9338,13074,14836,4552    ,CER,IRR,179  N19 E64 26AAAC1,http://water.nv.gov/permitinformation.aspx?app=14836,179 ,WP,SPR,70.18,0.5,2/6/1953 12:00:00 AM,20.05,55126.453125,1917.29305422916
9339,13075,15343,4553    ,CER,IRR,179  N22 E65 30DCAC1,http://water.nv.gov/permitinformation.aspx?app=15343,179 ,WP,STR,120.32,1,10/14/1953 12:00:00 AM,30.08,285023.930419922,4068.58197303718
9340,13077,22023,7536    ,CER,IRR,179  N20 E64 16CDDD1,http://water.nv.gov/permitinformation.aspx?app=22023,179 ,WP,UG ,640,2.7,5/25/1964 12:00:00 AM,160,647091.617919922,3217.85353767954
9341,13081,16480,4895    ,CER,IRR,179  N25 E64 05AD  1,http://water.nv.gov/permitinformation.aspx?app=16480,179 ,WP,SPR,315.24,0.468,5/16/1955 12:00:00 AM,78.81,318146.730712891,2399.09235034982
9342,13082,16871,5060    ,CER,MM ,179  N16 E62 12CABD1,http://water.nv.gov/permitinformation.aspx?app=16871,179 ,WP,UG ,24.121554,0.1,2/22/1956 12:00:00 AM,0,798.13818359375,128.396799340469
9343,13084,74914,,PER,COM,049  N35 E56 02CDBC1,http://water.nv.gov/permitinformation.aspx?app=74914,049 ,EL,UG ,2,0.1,10/16/2006 12:00:00 AM,0,62681.9299316406,1312.10680938417
9344,13085,69714,,REL,QM ,049  N34 E55 17CCBA1,http://water.nv.gov/permitinformation.aspx?app=69714,049 ,EL,UG ,0,0,5/18/1981 12:00:00 AM,0,1796378.91088867,6466.19970147658
9345,13087,19768,5444    ,CER,DOM,059  N32 E45 35BADC1,http://water.nv.gov/permitinformation.aspx?app=19768,059 ,LA,UG ,0.109,0.001,4/26/1961 12:00:00 AM,0,164331.878173828,1621.53127057408
9346,13089,23399,7717    ,CER,DOM,059  N32 E45 16CCAD1,http://water.nv.gov/permitinformation.aspx?app=23399,059 ,LA,UG ,2.02,0.12,9/15/1966 12:00:00 AM,0,221088.566650391,2161.07090864142
9347,13090,24497,7684    ,CER,IRR,059  N31 E43 11CBBD1,http://water.nv.gov/permitinformation.aspx?app=24497,059 ,LA,OSW,20,0.5,5/20/1968 12:00:00 AM,0,20079.150390625,602.220816641104
9348,13092,25246,7589    ,CER,IRR,059  N31 E46 31BCCB1,http://water.nv.gov/permitinformation.aspx?app=25246,059 ,LA,UG ,12.12,0.132,8/27/1969 12:00:00 AM,3.03,419574.828125,2833.62437957126
9349,13093,28960,9811    ,CER,IRR,059  N31 E43 14BBDB1,http://water.nv.gov/permitinformation.aspx?app=28960,059 ,LA,STR,4.52,0.478,11/22/1974 12:00:00 AM,1.13,6463.87866210938,326.897242643476
9350,13095,45092,10577   ,CER,IRR,059  N31 E46 30CCAA1,http://water.nv.gov/permitinformation.aspx?app=45092,059 ,LA,UG ,298,1.7,12/28/1977 12:00:00 AM,74.5,294363.353759766,3923.34837980962
9351,13096,22883,7644    ,CER,MM ,059  N31 E44 14AACA1,http://water.nv.gov/permitinformation.aspx?app=22883,059 ,LA,UG ,1389.905,1.92,12/10/1965 12:00:00 AM,0,18394699.5231934,19315.0919271036
9352,13097,6244,1493    ,CER,MM ,059  N30 E45 27AADB1,http://water.nv.gov/permitinformation.aspx?app=6244,059 ,LA,SPR,15.9273,0.022,8/30/1920 12:00:00 AM,0,162816.789550781,2171.10206863275
9353,13098,64252E,,PER,ENV,059  N31 E43 22ACAB1,http://water.nv.gov/permitinformation.aspx?app=64252E,059 ,LA,STR,723.97,1,6/23/1998 12:00:00 AM,0,77429.7512207031,1187.43669454598
9354,13099,64815E,,PER,ENV,059  N31 E43 15CDD 1,http://water.nv.gov/permitinformation.aspx?app=64815E,059 ,LA,STR,362,0.5,1/27/1999 12:00:00 AM,0,314557.690185547,2385.72944031116
9355,13100,78970,,CAN,IND,069  N37 E38 09AACC1,http://water.nv.gov/permitinformation.aspx?app=78970,069 ,HU,UG ,6,0.4,6/15/2012 12:00:00 AM,0,628324.059326172,4812.50122123763
9356,13101,70386,,PER,IRR,069  N39 E39 13CCCB1,http://water.nv.gov/permitinformation.aspx?app=70386,069 ,HU,UG ,1288.8,4.8,10/4/2013 12:00:00 AM,0,3114985.79333496,7781.70977837998
9357,13102,85300,,PER,IRR,069  N37 E39 22BCC 2,http://water.nv.gov/permitinformation.aspx?app=85300,069 ,HU,UG ,666.05,0.92,6/11/1970 12:00:00 AM,0,18417403.769165,32274.0927287959
9358,13103,67668,,PER,COM,069  N39 E38 03BDCC1,http://water.nv.gov/permitinformation.aspx?app=67668,069 ,HU,UG ,12.58,0.56,10/6/1998 12:00:00 AM,0,95557.515625,1305.72389453033
9359,13104,50392,13279   ,CER,IRR,069  N41 E39 33BBBA1,http://water.nv.gov/permitinformation.aspx?app=50392,069 ,HU,STR,1.8,0.005,,0.5,162735.512817383,1613.64837738769
9360,13105,50394,13280   ,CER,IRR,069  N41 E39 33BBBA1,http://water.nv.gov/permitinformation.aspx?app=50394,069 ,HU,STR,1.8,0.005,,0.5,41169.62890625,1009.58445686008
9361,13107,84335,,PER,IRR,069  N41 E39 02BBDD1,http://water.nv.gov/permitinformation.aspx?app=84335,069 ,HU,UG ,121.32,0.81,9/8/1955 12:00:00 AM,0,130115.613037109,3208.68409111368
9362,13108,64700,,PER,IRR,069  N42 E39 26ADD 1,http://water.nv.gov/permitinformation.aspx?app=64700,069 ,HU,UG ,304.49,2,2/5/1973 12:00:00 AM,201.72,977340.821777344,4525.74847205556
9363,13109,65674,18190   ,CER,QM ,069  N42 E39 25CACB1,http://water.nv.gov/permitinformation.aspx?app=65674,069 ,HU,UG ,0.27,0.07,11/29/1999 12:00:00 AM,0,8771.46618652344,381.080299006861
9364,13110,29165,10464   ,CER,IRR,069  N41 E40 06BAAB1,http://water.nv.gov/permitinformation.aspx?app=29165,069 ,HU,UG ,485.09,0.67,2/16/1972 12:00:00 AM,280.69,1107776.06542969,6781.94606193798
9365,13111,31027,9367    ,CER,IRR,069  N41 E40 04BABB1,http://water.nv.gov/permitinformation.aspx?app=31027,069 ,HU,UG ,759.559999,3.41,4/9/1971 12:00:00 AM,210.99,852156.1328125,5249.56720584291
9366,13112,36694,10296   ,CER,IRR,069  N40 E39 35DADC1,http://water.nv.gov/permitinformation.aspx?app=36694,069 ,HU,UG ,759.6,2.96,4/22/1971 12:00:00 AM,211,859616.239257813,4575.73210068582
9367,13113,10312,3403    ,CER,REC,090  N13 E18 23CBCB1,http://water.nv.gov/permitinformation.aspx?app=10312,090 ,DO,SPR,0,0.05,1/1/1861 12:00:00 AM,0,119580.786987305,2071.06549481748
9368,13114,11672,6207    ,CER,QM ,090  N14 E18 22AADC1,http://water.nv.gov/permitinformation.aspx?app=11672,090 ,DO,STR,3.33,1,8/22/1946 12:00:00 AM,0,243596.82623291,2134.07722095431
9369,13116,30756,,PER,COM,090  N13 E18 15CB  1,http://water.nv.gov/permitinformation.aspx?app=30756,090 ,DO,LAK,3.928192,0.005,6/7/1963 12:00:00 AM,0,22137.9959106445,629.047102056874
9370,13117,43133,,DEN,QM ,090  N13 E18 03AADC1,http://water.nv.gov/permitinformation.aspx?app=43133,090 ,DO,STR,92.07,2,1/23/1981 12:00:00 AM,0,569882.50567627,3117.2956883877
9371,13118,2755,1288    ,CER,IRR,090  N15 E18 36CCCC1,http://water.nv.gov/permitinformation.aspx?app=2755,090 ,CC,STR,73,0.182,7/18/1913 12:00:00 AM,18.18,325017.971618652,2421.73227493803
9372,13119,25764S03,14315   ,CER,IRR,090  N16 E18 23ACDA1,http://water.nv.gov/permitinformation.aspx?app=25764S03,090 ,WA,EFF,49.97,2.52,8/17/1970 12:00:00 AM,353.22,1503848.8996582,6053.14775656703
9373,13120,24699,7340    ,CER,REC,090  N15 E18 02BD  1,http://water.nv.gov/permitinformation.aspx?app=24699,090 ,WA,UG ,39.28192,0.054,9/25/1968 12:00:00 AM,0,211591.481872559,3148.46753859305
9374,13122,17922,5369    ,CER,DOM,090  N14 E18 10ABCB2,http://water.nv.gov/permitinformation.aspx?app=17922,090 ,DO,LAK,0.460335,0.1,4/1/1959 12:00:00 AM,0,696.374816894531,106.641441023159
9375,13123,30531,10118   ,CER,IRR,105  N14 E19 14BCBB1,http://water.nv.gov/permitinformation.aspx?app=30531,105 ,DO,UG ,195.42,0.27,8/18/1976 12:00:00 AM,126.1,503244.814331055,2924.73625050339
9376,13127,29938,9969    ,CER,IRR,105  N13 E19 15BACC1,http://water.nv.gov/permitinformation.aspx?app=29938,105 ,DO,STR,310.77,1.039,11/17/1914 12:00:00 AM,103.59,430107.26171875,4014.62184112841
9377,13129,31119A01,10013   ,CER,IRR,105  N13 E21 33BACC1,http://water.nv.gov/permitinformation.aspx?app=31119A01,105 ,DO,UG ,10.6,0.054,2/18/1977 12:00:00 AM,5.17,23501.4017333984,1328.50412536125
9378,13130,44629,12010   ,FOR,IRR,179  N16 E63 11ABDD1,http://water.nv.gov/permitinformation.aspx?app=44629,179 ,WP,UG ,18,0.16,6/30/1975 12:00:00 AM,4.5,19116.8422851563,722.770953199799
9379,13132,21185,5851    ,CER,COM,179  N17 E64 08BABD1,http://water.nv.gov/permitinformation.aspx?app=21185,179 ,WP,UG ,10.526327,0.02,4/9/1963 12:00:00 AM,0,166063.641357422,1630.35770877645
9380,13133,10174,2836    ,CER,IRR,207  N12 E62 08DDDB1,http://water.nv.gov/permitinformation.aspx?app=10174,207 ,WP,STR,544,1,10/4/1937 12:00:00 AM,114.02,552168.810058594,6963.36028652877
9381,13135,28208,9417    ,CER,IRR,207  N09 E62 19DBBA1,http://water.nv.gov/permitinformation.aspx?app=28208,207 ,NY,SPR,824,1.279,3/25/1974 12:00:00 AM,206,828671.365966797,3973.75582964603
9382,13141,21951,7715    ,CER,IRR,207  N12 E62 08DDCA1,http://water.nv.gov/permitinformation.aspx?app=21951,207 ,WP,OSW,738,2.03,4/13/1964 12:00:00 AM,184.5,722827.429443359,4690.68457190969
9383,13142,22354,7716    ,CER,IRR,207  N12 E62 08DDCA1,http://water.nv.gov/permitinformation.aspx?app=22354,207 ,WP,STR,9,0,12/7/1964 12:00:00 AM,3,8853.26586914063,655.664758612959
9384,13144,1634,266     ,CER,IRR,207  N14 E62 24CBBA1,http://water.nv.gov/permitinformation.aspx?app=1634,207 ,WP,LAK,105.32,0.295,3/25/1910 12:00:00 AM,29.54,123835.8828125,1967.47485435476
9385,13148,2896,773     ,CER,IRR,207  N12 E62 08DDDB1,http://water.nv.gov/permitinformation.aspx?app=2896,207 ,WP,STR,398,0.995,2/27/1914 12:00:00 AM,99.5,462752.734375,6915.23017232013
9386,13152,47599,13820   ,CER,IRR,084  N22 E20 01CBBC1,http://water.nv.gov/permitinformation.aspx?app=47599,084 ,WA,UG ,2,0.008,2/28/1972 12:00:00 AM,3.29,19294.9091796875,571.29240191822
9387,13154,12792,4112    ,ABR,COM,087  N18 E19 12DBDB1,http://water.nv.gov/permitinformation.aspx?app=12792,087 ,WA,SPR,0,0.222,1/8/1949 12:00:00 AM,0,162661.166137695,1613.37363823217
9388,13155,13353,3658    ,CER,IRR,087  N18 E19 12BDBA2,http://water.nv.gov/permitinformation.aspx?app=13353,087 ,WA,UG ,9.25,0.074,3/30/1950 12:00:00 AM,1.85,26106.6077880859,752.640943485147
9389,13157,16291,4687    ,CER,OTH,087  N18 E20 28BDDC1,http://water.nv.gov/permitinformation.aspx?app=16291,087 ,WA,GEO,238.91386469,0.33,3/25/1955 12:00:00 AM,0,285876.082763672,2194.42172816733
9390,13158,16433,4657    ,ABR,OTH,087  N19 E19 11DBDA1,http://water.nv.gov/permitinformation.aspx?app=16433,087 ,WA,UG ,0,0,5/2/1955 12:00:00 AM,0,161774.13684082,1608.91109008231
9391,13160,17499,5020    ,FOR,COM,087  N19 E19 11DABA1,http://water.nv.gov/permitinformation.aspx?app=17499,087 ,WA,UG ,322.817591,0.446,3/4/1958 12:00:00 AM,0,1294.44189453125,142.537142918952
9392,13161,18768,5320    ,CER,IRR,087  N18 E19 10AAAD1,http://water.nv.gov/permitinformation.aspx?app=18768,087 ,WA,SPR,15.92,0.022,4/29/1960 12:00:00 AM,10,40335.2607421875,803.891742516667
9393,13164,21565,6387    ,CER,IRR,087  N18 E19 01BABD1,http://water.nv.gov/permitinformation.aspx?app=21565,087 ,WA,UG ,11.25,0.2,10/4/1963 12:00:00 AM,2.5,9505.27612304688,433.650915153311
9394,13165,23378,7484    ,CER,IRR,087  N18 E19 12CDDA1,http://water.nv.gov/permitinformation.aspx?app=23378,087 ,WA,SPR,11.29999981,0.0154,9/9/1966 12:00:00 AM,11.43,14671.0758056641,849.280817369701
9395,13166,23382,7534    ,REL,DOM,087  N18 E19 12CDAB1,http://water.nv.gov/permitinformation.aspx?app=23382,087 ,WA,UG ,0,0,9/9/1966 12:00:00 AM,0,64129.6087646484,1141.46305350337
9396,13171,26983,9579    ,CER,IND,087  N19 E20 10CACD2,http://water.nv.gov/permitinformation.aspx?app=26983,087 ,WA,UG ,137.548098,0.19,9/12/1972 12:00:00 AM,0,14166.1037597656,476.245124501738
9397,13172,27181,8320    ,CER,QM ,087  N19 E19 16ACCD1,http://water.nv.gov/permitinformation.aspx?app=27181,087 ,WA,UG ,2.240297,0.02,12/13/1972 12:00:00 AM,0,6564.11511230469,332.860789074588
9398,13175,28821,10824   ,ABR,IRR,087  N19 E20 20BDDA1,http://water.nv.gov/permitinformation.aspx?app=28821,087 ,WA,UG ,0,0,10/22/1974 12:00:00 AM,69.73,299603.163085938,3187.7454865757
9399,13177,40828,9887    ,CER,QM ,087  N18 E20 17DBDB1,http://water.nv.gov/permitinformation.aspx?app=40828,087 ,WA,UG ,2.086852,0.045,3/4/1980 12:00:00 AM,0,68599.9849853516,1070.32442980797
