RightID,RightStatus,RightUse,ApplicationNumber,Location,PointOfDiversionID,PrimaryIndicator,PointofDiversionStatus,WaterDivision,FieldOffice,CarrierA,CarrierB,SourceName,ProGrant,Units,GPM,Rate,CurrentTotalAcres,CountyName,NRDName,HUC12,PriorityDate,BeneficialDate,ApprovalDate,IrrigationProject,Notice_Status,Notice_EffectiveDate,Notice_Type,Reason_AdminAction,HUC_12,Longitude,Latitude,BeneficialUseCategory,AllocationFlow_CFS,AllocationVolume_AF,in_WaterSourceName,in_WaterSourceNativeID
7900,Active    ,IR,A-9017,NENE S28-T30-R44W,14619,1,1,2C,,Pump,,Niobrara River,1.16,CFS,520,70,81.3,Sheridan,Upper Niobrara-White,101500031204,1956-12-05,,1956-12-05T00:00:00,,Open,2019-05-08T00:00:00,Open,Natural Flow (Reminder),101500031204.0,-102.49336390378897,42.54509751434548,Irrigation from Natural Stream,1.16,,Niobrara River,WaDENE_WS59
12952,Active    ,SI,A-19263,SWNE S34-T3-R7E,15636,1,1,1D,,Pump,,Daubendiek Reservoir No. 3,33.2,AF,,,66.9,Gage,Lower Big Blue,102702020602,2014-06-04,2017-09-01T00:00:00,2015-04-28T00:00:00,,,,,,102702020602.0,-96.62638950206208,40.17732069797846,Supplemental Irrigation,,33.2,Daubendiek Reservoir No. 3,WaDENE_WS738
10418,Active    ,FC,A-18535, S30-T34-R27W,7608,1,1,2C,,Pipeline,,Minnechaduza Creek,98.0,AF,,,,Cherry,Middle Niobrara,101500040608,2006-09-17,,2014-12-31T00:00:00,,Open,2018-09-26T00:00:00,Open,Spencer Hydropower,101500040608.0,-100.53499812914856,42.89047788375959,Fish Culture,,98.0,Minnechaduza Creek,WaDENE_WS135
12233,Active    ,ST,A-19373,NWNE S34-T2-R15W,12979,1,1,1B,,Kahrs Feedlot Reservoir,,"Republican River, Trib. To",19.1,AF,,,,Franklin,Lower Republican,102500160406,2015-06-03,,2015-06-25T00:00:00,,Open,2020-09-15T00:00:00,Open,Localized Administration,102500160406.0,-99.00280046320592,40.09382461255537,Storage,,19.1,"Republican River, Trib. To",WaDENE_WS732
12342,Active    ,ST,A-19376,SENE S12-T2-R12W,13046,1,1,1B,,Lovejoy Reservoir,,"Indian Creek, Trib. To",19.0,AF,,,,Webster,Lower Republican,102500160505,2015-06-12,,2015-06-26T00:00:00,,Open,2020-09-15T00:00:00,Open,Localized Administration,102500160505.0,-98.61906947147133,40.152520096570285,Storage,,19.0,"Indian Creek, Trib. To",WaDENE_WS365
12427,Active    ,ST,A-19352,NWNE S31-T7-R21W,13092,1,1,1B,,Smithfield Pasture Reservoir,,"Turkey Creek, East Branch",31.1,AF,,,,Gosper,Tri-Basin,102500090502,2015-04-13,,2015-06-26T00:00:00,,Open,2020-09-15T00:00:00,Open,Localized Administration,102500090502.0,-99.75014388155658,40.52905207923429,Storage,,31.1,"Turkey Creek, East Branch",WaDENE_WS739
12573,Active    ,ST,A-19353,NENE S33-T3-R33W,12964,1,1,1B,,Hedke Reservoir,,Elm Creek,20.0,AF,,,,Hitchcock,Middle Republican,102500040501,2015-04-15,,2015-05-27T00:00:00,,Open,2020-09-15T00:00:00,Open,Localized Administration,102500040501.0,-101.05897473912528,40.178569259460886,Storage,,20.0,Elm Creek,WaDENE_WS438
12785,Active    ,ST,A-19099, S25-T15-R10E,13600,1,1,2F,,Zorinsky Sediment Basin 1,,"Boxelder Creek, Trib. To",213.11,AF,,,,Douglas,Papio-Missouri River,102300060103,2013-06-21,,2014-01-29T00:00:00,,,,,,102300060103.0,-96.23613249410963,41.23544178341047,Storage,,213.11,"Boxelder Creek, Trib. To",WaDENE_WS740
1760,Active    ,IR,A-4221, S7-T1-R9W,8750,1,1,1B,,Superior Canal,,Republican River,0.06,CFS,26,100938,6056.3,Webster,Lower Republican,102500160604,1948-02-26,,1949-11-05T00:00:00,Superior Canal,Open,2020-03-24T00:00:00,Open,Natural Flow (Reminder),102500160604.0,-98.3769282518612,40.068921143614325,Irrigation from Natural Stream,0.06,,Republican River,WaDENE_WS283
1761,Active    ,IR,A-6223, S7-T1-R9W,8751,1,1,1B,,Superior Canal,,Republican River,1.86,CFS,834,3256,6056.3,Webster,Lower Republican,102500160604,1954-04-16,,1955-04-14T00:00:00,Superior Canal,Open,2020-03-24T00:00:00,Open,Natural Flow (Reminder),102500160604.0,-98.3769282518612,40.068921143614325,Irrigation from Natural Stream,1.86,,Republican River,WaDENE_WS283
1764,Active    ,IR,A-9723, S7-T1-R9W,8745,1,1,1B,,Superior Canal,,Republican River,0.64,CFS,287,9463,6056.3,Webster,Lower Republican,102500160604,1959-04-24,,1960-09-29T00:00:00,Superior Canal,Open,2020-03-24T00:00:00,Open,Natural Flow (Reminder),102500160604.0,-98.3769282518612,40.068921143614325,Irrigation from Natural Stream,0.64,,Republican River,WaDENE_WS283
1765,Active    ,IR,A-9875, S7-T1-R9W,8746,1,1,1B,,Superior Canal,,Republican River,0.7,CFS,314,8652,6056.3,Webster,Lower Republican,102500160604,1960-12-30,,1961-06-26T00:00:00,Superior Canal,Open,2020-03-24T00:00:00,Open,Natural Flow (Reminder),102500160604.0,-98.3769282518612,40.068921143614325,Irrigation from Natural Stream,0.7,,Republican River,WaDENE_WS283
1766,Active    ,IR,A-10966, S7-T1-R9W,8747,1,1,1B,,Superior Canal,,Republican River,1.04,CFS,466,5823,6056.3,Webster,Lower Republican,102500160604,1966-10-06,,1967-06-09T00:00:00,Superior Canal,Open,2020-03-24T00:00:00,Open,Natural Flow (Reminder),102500160604.0,-98.3769282518612,40.068921143614325,Irrigation from Natural Stream,1.04,,Republican River,WaDENE_WS283
1770,Active    ,IR,A-16100, S7-T1-R9W,8748,1,1,1B,,Superior Canal,,Republican River,1.67,CFS,749,3627,6056.3,Webster,Lower Republican,102500160604,1982-05-05,1984-10-01T00:00:00,1982-06-15T00:00:00,Superior Canal,Open,2020-03-24T00:00:00,Open,Natural Flow (Reminder),102500160604.0,-98.3769282518612,40.068921143614325,Irrigation from Natural Stream,1.67,,Republican River,WaDENE_WS283
1771,Active    ,SI,A-16107, S7-T1-R9W,8755,1,1,1B,,Superior Canal,,"Enders, Strunk, Harlan County, Swanson And Hugh Butler Lake Reservoirs",0.0,AF,0,,6056.3,Webster,Lower Republican,102500160604,1982-05-20,1984-10-01T00:00:00,1982-06-15T00:00:00,Superior Canal,Open,2020-09-15T00:00:00,Open,Localized Administration,102500160604.0,-98.37694820017192,40.06895329069405,Supplemental Irrigation,,0.0,"Enders, Strunk, Harlan County, Swanson And Hugh Butler Lake Reservoirs",WaDENE_WS741
1538,Active    ,IR,A-9722,SENW S11-T1-R17W,8762,1,1,1B,,Naponee Canal,,Republican River,0.16,CFS,71,9964,1607.2,Harlan,Lower Republican,102500160402,1959-04-24,,1960-09-29T00:00:00,Naponee Canal,Open,2020-03-24T00:00:00,Open,Natural Flow (Reminder),102500160402.0,-99.21020376035848,40.06987207862673,Irrigation from Natural Stream,0.16,,Republican River,WaDENE_WS283
1544,Active    ,SI,A-16156,SENW S11-T1-R17W,8768,1,1,1B,,Naponee Canal,,"Enders, Strunk, Harlan County, Swanson And Hugh Butler Lake Reservoirs",0.0,AF,0,,1607.2,Harlan,Lower Republican,102500160402,1982-10-21,1986-10-01T00:00:00,1983-11-15T00:00:00,Naponee Canal,Open,2020-09-15T00:00:00,Open,Localized Administration,102500160402.0,-99.21020376035848,40.06987207862673,Supplemental Irrigation,,0.0,"Enders, Strunk, Harlan County, Swanson And Hugh Butler Lake Reservoirs",WaDENE_WS741
1633,Active    ,IR,A-4227, S3-T1-R14W,11623,1,1,1B,,Franklin Pump Canal,,Republican River,14.93,CFS,6700,135,2025.6,Franklin,Lower Republican,102500160409,1948-02-28,,1953-10-03T00:00:00,Franklin Pump Canal,Open,2020-03-24T00:00:00,Open,Natural Flow (Reminder),102500160409.0,-98.88582498325101,40.07534366181656,Irrigation from Natural Stream,14.93,,Republican River,WaDENE_WS283
1634,Active    ,IR,A-6222, S3-T1-R14W,11624,1,1,1B,,Franklin Pump Canal,,Republican River,1.47,CFS,659,1377,2025.6,Franklin,Lower Republican,102500160409,1954-04-16,,1955-04-14T00:00:00,Franklin Pump Canal,Open,2020-03-24T00:00:00,Open,Natural Flow (Reminder),102500160409.0,-98.88582498325101,40.07534366181656,Irrigation from Natural Stream,1.47,,Republican River,WaDENE_WS283
1637,Active    ,IR,A-10962, S3-T1-R14W,11627,1,1,1B,,Franklin Pump Canal,,Republican River,0.11,CFS,49,18299,2025.6,Franklin,Lower Republican,102500160409,1966-10-06,,1967-06-09T00:00:00,Franklin Pump Canal,Open,2020-03-24T00:00:00,Open,Natural Flow (Reminder),102500160409.0,-98.88582498325101,40.07534366181656,Irrigation from Natural Stream,0.11,,Republican River,WaDENE_WS283
1638,Active    ,SI,A-15268, S3-T1-R14W,11628,1,1,1B,,Franklin Pump Canal,,"Enders, Strunk, Harlan County, Swanson And Hugh Butler Lake Reservoirs",0.0,AF,0,,2025.6,Franklin,Lower Republican,102500160409,1978-05-25,,1979-07-16T00:00:00,Franklin Pump Canal,Open,2020-09-15T00:00:00,Open,Localized Administration,102500160409.0,-98.88582498325101,40.07534366181656,Supplemental Irrigation,,0.0,"Enders, Strunk, Harlan County, Swanson And Hugh Butler Lake Reservoirs",WaDENE_WS741
1640,Active    ,SI,A-16158, S3-T1-R14W,11630,1,1,1B,,Franklin Pump Canal,,"Enders, Strunk, Harlan County, Swanson And Hugh Butler Lake Reservoirs",0.0,AF,0,,2025.6,Franklin,Lower Republican,102500160409,1982-10-21,1986-10-01T00:00:00,1984-01-13T00:00:00,Franklin Pump Canal,Open,2020-09-15T00:00:00,Open,Localized Administration,102500160409.0,-98.88582498325101,40.07534366181656,Supplemental Irrigation,,0.0,"Enders, Strunk, Harlan County, Swanson And Hugh Butler Lake Reservoirs",WaDENE_WS741
1683,Active    ,IR,A-2691BR, S3-T1-R14W,11622,1,1,1B,,Franklin Pump Canal,,Republican River,0.08,CFS,36,25161,2025.6,Franklin,Lower Republican,102500160409,1946-04-03,,1955-04-14T00:00:00,Franklin Pump Canal,Open,2020-03-24T00:00:00,Open,Natural Flow (Reminder),102500160409.0,-98.88582498325101,40.07534366181656,Irrigation from Natural Stream,0.08,,Republican River,WaDENE_WS283
1517,Active    ,IR,A-8259,NENW S11-T1-R17W,8778,1,1,1B,,Franklin Canal,,Republican River,1.21,CFS,543,9138,11031.0,Harlan,Lower Republican,102500160402,1955-11-21,,1956-05-28T00:00:00,Franklin Canal,Open,2020-03-24T00:00:00,Open,Natural Flow (Reminder),102500160402.0,-99.20982933904948,40.07293702185326,Irrigation from Natural Stream,1.21,,Republican River,WaDENE_WS283
1518,Active    ,IR,A-9623,NENW S11-T1-R17W,8793,1,1,1B,,Franklin Canal,,Republican River,0.76,CFS,341,14548,11031.0,Harlan,Lower Republican,102500160402,1958-05-21,,1960-08-15T00:00:00,Franklin Canal,Open,2020-03-24T00:00:00,Open,Natural Flow (Reminder),102500160402.0,-99.20982925719329,40.072943902437466,Irrigation from Natural Stream,0.76,,Republican River,WaDENE_WS283
1519,Active    ,IR,A-9724,NENW S11-T1-R17W,8779,1,1,1B,,Franklin Canal,,Republican River,0.26,CFS,116,42526,11031.0,Harlan,Lower Republican,102500160402,1959-04-24,,1960-09-29T00:00:00,Franklin Canal,Open,2020-03-24T00:00:00,Open,Natural Flow (Reminder),102500160402.0,-99.20982933904948,40.07293702185326,Irrigation from Natural Stream,0.26,,Republican River,WaDENE_WS283
1521,Active    ,IR,A-12796,NENW S11-T1-R17W,8781,1,1,1B,,Franklin Canal,,Republican River,1.47,CFS,659,7522,11031.0,Harlan,Lower Republican,102500160402,1973-01-23,,1973-10-25T00:00:00,Franklin Canal,Open,2020-03-24T00:00:00,Open,Natural Flow (Reminder),102500160402.0,-99.20982933904948,40.07293702185326,Irrigation from Natural Stream,1.47,,Republican River,WaDENE_WS283
1527,Active    ,IR,A-14162,NENW S11-T1-R17W,8787,1,1,1B,,Franklin Canal,,Republican River,0.3,CFS,134,36856,11031.0,Harlan,Lower Republican,102500160402,1976-04-07,1979-10-01T00:00:00,1977-10-28T00:00:00,Franklin Canal,Open,2020-03-24T00:00:00,Open,Natural Flow (Reminder),102500160402.0,-99.20982933904948,40.07293702185326,Irrigation from Natural Stream,0.3,,Republican River,WaDENE_WS283
1529,Active    ,IR,A-15488,NENW S11-T1-R17W,8789,1,1,1B,,Franklin Canal,,Republican River,0.81,CFS,363,13650,11031.0,Harlan,Lower Republican,102500160402,1979-06-11,,1979-07-16T00:00:00,Franklin Canal,Open,2020-03-24T00:00:00,Open,Natural Flow (Reminder),102500160402.0,-99.20982933904948,40.07293702185326,Irrigation from Natural Stream,0.81,,Republican River,WaDENE_WS283
1531,Active    ,IR,A-16099,NENW S11-T1-R17W,8791,1,1,1B,,Franklin Canal,,Republican River,1.44,CFS,646,7678,11031.0,Harlan,Lower Republican,102500160402,1982-05-05,1984-10-01T00:00:00,1982-06-15T00:00:00,Franklin Canal,Open,2020-03-24T00:00:00,Open,Natural Flow (Reminder),102500160402.0,-99.20982933904948,40.07293702185326,Irrigation from Natural Stream,1.44,,Republican River,WaDENE_WS283
1532,Active    ,SI,A-16108,NENW S11-T1-R17W,8792,1,1,1B,,Franklin Canal,,"Enders, Strunk, Harlan County, Swanson And Hugh Butler Lake Reservoirs",0.0,AF,0,,11031.0,Harlan,Lower Republican,102500160402,1982-05-20,1984-10-01T00:00:00,1982-06-15T00:00:00,Franklin Canal,Open,2020-09-15T00:00:00,Open,Localized Administration,102500160402.0,-99.20982933904948,40.07293702185326,Supplemental Irrigation,,0.0,"Enders, Strunk, Harlan County, Swanson And Hugh Butler Lake Reservoirs",WaDENE_WS741
461,Active    ,IR,A-1853R,SWNW S8-T13-R29W,10858,1,1,1A,,Tri-County Canal,,Platte River,25.0,CFS,11220,,0.0,Lincoln,Twin Platte,102001010305,1926-09-07,,,Tri-County Canal,Open,2020-09-15T00:00:00,Open,Natural Flow (Reminder),102001010305.0,-100.67643952562224,41.11280782476431,Irrigation from Natural Stream,25.0,,Platte River,WaDENE_WS32
318,Active    ,US,D-952, S17-T22-R55W,14206,1,1,1A,,Winters Creek Canal,,North Platte River,27.62,CFS,12395,,0.0,Scotts Bluff,North Platte,101800090606,1888-10-18,,1997-06-20T00:00:00,Winters Creek Canal from North Platte River,Open,2020-09-15T00:00:00,Open,Natural Flow (Reminder),101800090606.0,-103.72234050198728,41.88080810751458,Incidental Underground Storage,27.62,,North Platte River,WaDENE_WS263
6191,Active    ,IR,A-10747,NW S12-T16-R6W,5738,7,1,2A,,Pump,,Cedar River,0.39,CFS,175,70,27.6,Nance,Lower Loup,102100100606,1966-01-06,,,,Open,2018-05-04T00:00:00,Open,Natural Flow (Reminder),102100100606.0,-97.96283366701827,41.37445885250156,Irrigation from Natural Stream,0.39,,Cedar River,WaDENE_WS44
6191,Active    ,IR,A-10747,SWNW S12-T16-R6W,5740,1,1,2A,,Pump,,Cedar River,0.39,CFS,175,70,27.6,Nance,Lower Loup,102100100606,1966-01-06,,,,Open,2018-05-04T00:00:00,Open,Natural Flow (Reminder),102100100606.0,-97.96283366701827,41.37445885250156,Irrigation from Natural Stream,0.39,,Cedar River,WaDENE_WS44
514,Active    ,IR,D-624R,NW S19-T12-R26W,10411,1,1,1A,,Gothenburg Canal,,Platte River,2.07,CFS,929,70,145.0,Lincoln,Twin Platte,102001010405,1894-09-15,,1992-08-20T00:00:00,Gothenburg Canal,Open,2020-09-15T00:00:00,Open,Natural Flow (Reminder),102001010405.0,-100.33485795333416,40.99151957807981,Irrigation from Natural Stream,2.07,,Platte River,WaDENE_WS32
12563,Active    ,ST,A-19378, S30-T5-R19W,12958,1,1,1B,,Thorell Reservoir,,"Deep Creek, Trib. to",27.0,AF,,,,Phelps,Tri-Basin,102500090702,2015-06-29,,2015-07-23T00:00:00,,Open,2020-09-15T00:00:00,Open,Localized Administration,102500090702.0,-99.51994509516624,40.365733920048,Storage,,27.0,"Deep Creek, Trib. to",WaDENE_WS742
12907,Active    ,IR,A-19214, S18-T7-R12E,14409,1,1,1F,,Pump,,"Nemaha River, Little, Trib. To",2.02,CFS,907,70,141.4,Otoe,Nemaha,102400060208,2014-03-25,2018-09-01T00:00:00,2015-07-27T00:00:00,,Open,2019-04-23T00:00:00,Open,Natural Flow (Reminder),102400060208.0,-96.10542714790182,40.575088422293774,Irrigation from Natural Stream,2.02,,"Nemaha River, Little, Trib. To",WaDENE_WS79
12907,Active    ,IR,A-19214, S18-T7-R12E,14410,2,1,1F,,Pump,,"Nemaha River, Little, Trib. To",2.02,CFS,907,70,141.4,Otoe,Nemaha,102400060208,2014-03-25,2018-09-01T00:00:00,2015-07-27T00:00:00,,Open,2019-04-23T00:00:00,Open,Natural Flow (Reminder),102400060208.0,-96.10542714790182,40.575088422293774,Irrigation from Natural Stream,2.02,,"Nemaha River, Little, Trib. To",WaDENE_WS79
12909,Active    ,SI,A-19216, S18-T7-R12E,14232,1,1,1F,,Pump,,Damme Irrigation Reservoir,154.2,AF,,,141.4,Otoe,Nemaha,102400060208,2014-03-25,2018-09-01T00:00:00,2015-07-27T00:00:00,,,,,,102400060208.0,-96.10677062729354,40.574695644785066,Supplemental Irrigation,,154.2,Damme Irrigation Reservoir,WaDENE_WS743
11140,Active    ,SS,A-18915, S27-T18-R11E,12288,1,1,2F,,W-3 Reservoir,,Richter Branch,45.7,AF,,,,Washington,Papio-Missouri River,102300060202,2012-05-18,,2015-07-28T00:00:00,,Open,2016-04-29T00:00:00,Open,Natural Flow (Reminder),102300060202.0,-96.15849503580584,41.49618964297996,Supplemental Storage,,45.7,Richter Branch,WaDENE_WS744
9926,Active    ,ST,A-18308, S35-T10-R3E,7536,1,1,1D,,Horseshoe Reservoir,,"Blue River, Big",300.0,AF,,,,Seward,Upper Big Blue,102702020105,2005-05-12,,2015-07-27T00:00:00,,,,,,102702020105.0,-97.0492570992062,40.79489036626787,Storage,,300.0,"Blue River, Big",WaDENE_WS132
12425,Active    ,ST,A-19358,SENW S8-T5-R22W,13091,1,1,1B,,Weber Reservoir 4056,,"Dry Creek, Trib. To",46.8,AF,,,,Gosper,Tri-Basin,102500090602,2015-04-27,,2015-07-27T00:00:00,,Open,2020-09-15T00:00:00,Open,Localized Administration,102500090602.0,-99.84228516252371,40.41892826698431,Storage,,46.8,"Dry Creek, Trib. To",WaDENE_WS152
12654,Active    ,ST,A-19334, S25-T2-R11W,13134,1,1,1B,,North Pasture Pond,,"Crooked Creek, Trib. To",17.6,AF,,,,Webster,Lower Republican,102500160506,2015-03-06,,2015-07-23T00:00:00,,Open,2020-09-15T00:00:00,Open,Localized Administration,102500160506.0,-98.50188926799616,40.11493471869427,Storage,,17.6,"Crooked Creek, Trib. To",WaDENE_WS745
9410,Active    ,IR,A-13754, S34-T30-R1E,6822,1,1,2F,,Pump,,Pearl Creek,1.15,CFS,516,70,80.8,Cedar,Lewis & Clark,101701011101,1975-08-21,1979-10-01T00:00:00,1977-03-11T00:00:00,,Open,2018-05-02T00:00:00,Open,Natural Flow (Reminder),101701011101.0,-97.29182149530904,42.52941717389844,Irrigation from Natural Stream,1.15,,Pearl Creek,WaDENE_WS602
9410,Active    ,IR,A-13754, S34-T30-R1E,6827,7,1,2F,,Pump,,Pearl Creek,1.15,CFS,516,70,80.8,Cedar,Lewis & Clark,101701011101,1975-08-21,1979-10-01T00:00:00,1977-03-11T00:00:00,,Open,2018-05-02T00:00:00,Open,Natural Flow (Reminder),101701011101.0,-97.29182149530904,42.52941717389844,Irrigation from Natural Stream,1.15,,Pearl Creek,WaDENE_WS602
9410,Active    ,IR,A-13754, S34-T30-R1E,6828,7,1,2F,,Pump,,Pearl Creek,1.15,CFS,516,70,80.8,Cedar,Lewis & Clark,101701011101,1975-08-21,1979-10-01T00:00:00,1977-03-11T00:00:00,,Open,2018-05-02T00:00:00,Open,Natural Flow (Reminder),101701011101.0,-97.29182149530904,42.52941717389844,Irrigation from Natural Stream,1.15,,Pearl Creek,WaDENE_WS602
9410,Active    ,IR,A-13754,SWNW S35-T30-R1E,6831,7,1,2F,,Pump,,Pearl Creek,1.15,CFS,516,70,80.8,Cedar,Lewis & Clark,101701011101,1975-08-21,1979-10-01T00:00:00,1977-03-11T00:00:00,,Open,2018-05-02T00:00:00,Open,Natural Flow (Reminder),101701011101.0,-97.29182149530904,42.52941717389844,Irrigation from Natural Stream,1.15,,Pearl Creek,WaDENE_WS602
9410,Active    ,IR,A-13754,SWNW S35-T30-R1E,16220,7,1,2F,,Pump,,Pearl Creek,1.15,CFS,516,70,80.8,Cedar,Lewis & Clark,101701011101,1975-08-21,1979-10-01T00:00:00,1977-03-11T00:00:00,,Open,2018-05-02T00:00:00,Open,Natural Flow (Reminder),101701011101.0,-97.29182149530904,42.52941717389844,Irrigation from Natural Stream,1.15,,Pearl Creek,WaDENE_WS602
5628,Active    ,IR,A-16264, S24-T22-R20W,12170,1,1,2A,,Pump,,"Loup River, North",0.32,CFS,143,70,22.7,Loup,Lower Loup,102100060804,1984-01-27,1986-10-01T00:00:00,1984-02-15T00:00:00,,Open,2018-05-04T00:00:00,Open,Natural Flow (Reminder),102100060804.0,-99.57584628632488,41.859496424647055,Irrigation from Natural Stream,0.32,,"Loup River, North",WaDENE_WS64
4891,Active    ,IR,A-13364,NWNE S31-T6-R10E,15930,1,1,1F,,Pump,,"Nemaha River, Big, North Fork",0.71,CFS,319,70,50.0,Johnson,Nemaha,102400080108,1975-01-20,1977-10-01T00:00:00,1976-06-30T00:00:00,,Open,2019-04-23T00:00:00,Open,Natural Flow (Reminder),102400080108.0,-96.34491094413158,40.44233564558931,Irrigation from Natural Stream,0.71,,"Nemaha River, Big, North Fork",WaDENE_WS241
4891,Active    ,IR,A-13364,NWNE S31-T6-R10E,15931,7,1,1F,,Pump,,"Nemaha River, Big, North Fork",0.71,CFS,319,70,50.0,Johnson,Nemaha,102400080108,1975-01-20,1977-10-01T00:00:00,1976-06-30T00:00:00,,Open,2019-04-23T00:00:00,Open,Natural Flow (Reminder),102400080108.0,-96.34491094413158,40.44233564558931,Irrigation from Natural Stream,0.71,,"Nemaha River, Big, North Fork",WaDENE_WS241
4891,Active    ,IR,A-13364,NWNE S31-T6-R10E,15932,7,1,1F,,Pump,,"Nemaha River, Big, North Fork",0.71,CFS,319,70,50.0,Johnson,Nemaha,102400080108,1975-01-20,1977-10-01T00:00:00,1976-06-30T00:00:00,,Open,2019-04-23T00:00:00,Open,Natural Flow (Reminder),102400080108.0,-96.34491094413158,40.44233564558931,Irrigation from Natural Stream,0.71,,"Nemaha River, Big, North Fork",WaDENE_WS241
8191,Active    ,IR,A-14422, S34-T33-R17W,11575,1,1,2C,,Pump,,"Niobrara River, Trib. To",0.19,CFS,85,70,13.0,Rock,Lower Niobrara,101500041509,1976-08-26,1979-10-01T00:00:00,1977-11-23T00:00:00,,Open,2018-09-26T00:00:00,Open,Spencer Hydropower,101500041509.0,-99.29631889436898,42.78987206716485,Irrigation from Natural Stream,0.19,,"Niobrara River, Trib. To",WaDENE_WS311
8190,Active    ,SO,A-10348, S4-T32-R17W,14460,1,1,2C,,Pump,,Cook Reservoir,12.0,AF,0,,123.3,Rock,Lower Niobrara,101500041509,1964-04-13,,,,,,,,101500041509.0,-99.30888064614624,42.78050679404945,Storage Use-only,,12.0,Cook Reservoir,WaDENE_WS746
6899,Active    ,IR,A-2461, S31-T22-R1E,14855,1,1,2B,,Pump,,Union Creek,1.06,CFS,476,70,74.0,Stanton,Lower Elkhorn,102200030108,1934-08-13,,1934-09-10T00:00:00,,Open,2018-05-02T00:00:00,Open,Natural Flow (Reminder),102200030108.0,-97.35728829355122,41.83727658925028,Irrigation from Natural Stream,1.06,,Union Creek,WaDENE_WS230
6899,Active    ,IR,A-2461, S31-T22-R1E,15808,7,1,2B,,Pump,,Union Creek,1.06,CFS,476,70,74.0,Stanton,Lower Elkhorn,102200030108,1934-08-13,,1934-09-10T00:00:00,,Open,2018-05-02T00:00:00,Open,Natural Flow (Reminder),102200030108.0,-97.35728829355122,41.83727658925028,Irrigation from Natural Stream,1.06,,Union Creek,WaDENE_WS230
5638,Active    ,US,A-3215A, S13-T21-R19W,10794,1,1,2A,,Taylor-Ord Canal,,"Loup River, North",1.47,CFS,659,,0.0,Loup,Lower Loup,102100060806,1940-07-25,,,Taylor-Ord Canal,Open,2018-05-04T00:00:00,Open,Natural Flow (Reminder),102100060806.0,-99.46053317216337,41.794504444585904,Incidental Underground Storage,1.47,,"Loup River, North",WaDENE_WS64
6111,Active    ,IR,A-4411R,NENW S35-T18-R7W,14503,1,1,2A,,Pump,,Cedar River,0.39,CFS,206,140,54.6,Nance,Lower Loup,102100100605,1949-01-03,,,,Open,2018-05-04T00:00:00,Open,Natural Flow (Reminder),102100100605.0,-98.09401075901309,41.49233132108143,Irrigation from Natural Stream,0.39,,Cedar River,WaDENE_WS44
2102,Active    ,IR,A-10419,NW S18-T4-R6W,13563,1,1,1C,,Pump,,"Blue River, Little",0.61,CFS,273,70,43.0,Nuckolls,Little Blue,102702060509,1964-08-06,1968-10-01T00:00:00,1965-06-07T00:00:00,,Open,2019-04-23T00:00:00,Open,Natural Flow (Reminder),102702060509.0,-98.04765083412369,40.31278268785776,Irrigation from Natural Stream,0.61,,"Blue River, Little",WaDENE_WS25
2102,Active    ,IR,A-10419,NW S18-T4-R6W,13564,7,1,1C,,Pump,,"Blue River, Little",0.61,CFS,273,70,43.0,Nuckolls,Little Blue,102702060509,1964-08-06,1968-10-01T00:00:00,1965-06-07T00:00:00,,Open,2019-04-23T00:00:00,Open,Natural Flow (Reminder),102702060509.0,-98.04765083412369,40.31278268785776,Irrigation from Natural Stream,0.61,,"Blue River, Little",WaDENE_WS25
2102,Active    ,IR,A-10419,NW S18-T4-R6W,16100,7,1,1C,,Pump,,"Blue River, Little",0.61,CFS,273,70,43.0,Nuckolls,Little Blue,102702060509,1964-08-06,1968-10-01T00:00:00,1965-06-07T00:00:00,,Open,2019-04-23T00:00:00,Open,Natural Flow (Reminder),102702060509.0,-98.04765083412369,40.31278268785776,Irrigation from Natural Stream,0.61,,"Blue River, Little",WaDENE_WS25
2103,Active    ,IR,A-15708R,NW S18-T4-R6W,2319,1,1,1C,,Pump,,"Blue River, Little",1.34,CFS,601,70,94.0,Nuckolls,Little Blue,102702060509,1980-08-21,1983-10-01T00:00:00,1980-09-15T00:00:00,,Open,2019-04-23T00:00:00,Open,Natural Flow (Reminder),102702060509.0,-98.04781982128495,40.31276552439044,Irrigation from Natural Stream,1.34,,"Blue River, Little",WaDENE_WS25
2103,Active    ,IR,A-15708R,NW S18-T4-R6W,15724,7,1,1C,,Pump,,"Blue River, Little",1.34,CFS,601,70,94.0,Nuckolls,Little Blue,102702060509,1980-08-21,1983-10-01T00:00:00,1980-09-15T00:00:00,,Open,2019-04-23T00:00:00,Open,Natural Flow (Reminder),102702060509.0,-98.04781982128495,40.31276552439044,Irrigation from Natural Stream,1.34,,"Blue River, Little",WaDENE_WS25
2101,Active    ,IR,A-3247R,NW S18-T4-R6W,2320,1,1,1C,,Pump,,"Blue River, Little",0.29,CFS,130,140,40.2,Nuckolls,Little Blue,102702060509,1940-08-31,1943-10-01T00:00:00,1940-11-13T00:00:00,,Open,2019-04-23T00:00:00,Open,Natural Flow (Reminder),102702060509.0,-98.04795269107146,40.31282747632225,Irrigation from Natural Stream,0.29,,"Blue River, Little",WaDENE_WS25
