RightID,RightStatus,RightUse,ApplicationNumber,Location,PointOfDiversionID,PrimaryIndicator,PointofDiversionStatus,WaterDivision,FieldOffice,CarrierA,CarrierB,SourceName,ProGrant,Units,GPM,Rate,CurrentTotalAcres,CountyName,NRDName,HUC12,PriorityDate,BeneficialDate,ApprovalDate,IrrigationProject,Notice_Status,Notice_EffectiveDate,Notice_Type,Reason_AdminAction,BeneficialUseCategory,ReasonRemoved,index
12909,Active    ,SI,A-19216, S18-T7-R12E,14232,1,1,1F,,Pump,,Damme Irrigation Reservoir,154.2,AF,,,141.4,Otoe,Nemaha,102400060208,2014-03-25,2018-09-01T00:00:00,2015-07-27T00:00:00,,,,,,Supplemental Irrigation (irrigation from reservoir on lands also covered by natural flow appropriation.),Null GPM,0.0
11140,Active    ,SS,A-18915, S27-T18-R11E,12288,1,1,2F,,W-3 Reservoir,,Richter Branch,45.7,AF,,,,Washington,Papio-Missouri River,102300060202,2012-05-18,,2015-07-28T00:00:00,,Open,2016-04-29T00:00:00,Open,Natural Flow (Reminder),Supplemental Storage (an appropriation that has a prior appropriation for storage),Null GPM,0.0
9926,Active    ,ST,A-18308, S35-T10-R3E,7536,1,1,1D,,Horseshoe Reservoir,,"Blue River, Big",300.0,AF,,,,Seward,Upper Big Blue,102702020105,2005-05-12,,2015-07-27T00:00:00,,,,,,Storage,Null GPM,0.0
12425,Active    ,ST,A-19358,SENW S8-T5-R22W,13091,1,1,1B,,Weber Reservoir 4056,,"Dry Creek, Trib. To",46.8,AF,,,,Gosper,Tri-Basin,102500090602,2015-04-27,,2015-07-27T00:00:00,,Open,2020-09-15T00:00:00,Open,Localized Administration,Storage,Null GPM,0.0
12654,Active    ,ST,A-19334, S25-T2-R11W,13134,1,1,1B,,North Pasture Pond,,"Crooked Creek, Trib. To",17.6,AF,,,,Webster,Lower Republican,102500160506,2015-03-06,,2015-07-23T00:00:00,,Open,2020-09-15T00:00:00,Open,Localized Administration,Storage,Null GPM,0.0
12459,Active    ,ST,A-19153, S21-T5-R27W,12860,1,1,1B,,Dry Creek 2-A,,Dry Creek,79.0,AF,,,,Frontier,Middle Republican,102500040805,2013-10-28,,2015-07-23T00:00:00,,,,,,Storage,Null GPM,0.0
12454,Active    ,ST,A-19366, S7-T2-R15W,12849,1,1,1B,,Phillipson Dam,,"Cottonwood Creek, Little",40.9,AF,,,,Franklin,Lower Republican,102500160404,2015-05-19,,2015-08-07T00:00:00,,Open,2020-09-15T00:00:00,Open,Localized Administration,Storage,Null GPM,0.0
12230,Active    ,ST,A-19370, S13-T2-R16W,12976,1,1,1B,,Bonham Reservoir,,"Cottonwood Creek, Big, Trib. To",63.2,AF,,,,Franklin,Lower Republican,102500160404,2015-05-22,,2015-08-07T00:00:00,,Open,2020-09-15T00:00:00,Open,Localized Administration,Storage,Null GPM,0.0
12957,Active    ,SO,A-19269,NW S22-T1-R8W,14706,7,1,1D,,Pump,,Boyer Irrigation Reservoir,24.5,AF,,,77.1,Gage,Lower Big Blue,102702050102,2014-07-08,2019-09-01T00:00:00,2015-01-29T00:00:00,,,,,,Storage Use-only (irrigation from reservoir on lands not covered by natural flow appropriation),Null GPM,0.0
12957,Active    ,SO,A-19269,NWNE S22-T1-R8W,15132,7,1,1D,,Pump,,Boyer Irrigation Reservoir,24.5,AF,,,77.1,Gage,Lower Big Blue,102702050102,2014-07-08,2019-09-01T00:00:00,2015-01-29T00:00:00,,,,,,Storage Use-only (irrigation from reservoir on lands not covered by natural flow appropriation),Null GPM,0.0
12957,Active    ,SO,A-19269,NWNE S22-T1-R8E,15133,1,1,1D,,Pump,,Boyer Irrigation Reservoir,24.5,AF,,,77.1,Gage,Lower Big Blue,102702050102,2014-07-08,2019-09-01T00:00:00,2015-01-29T00:00:00,,,,,,Storage Use-only (irrigation from reservoir on lands not covered by natural flow appropriation),Null GPM,0.0
13029,Active    ,ST,A-19348,NENE S32-T15-R7E,15794,1,1,2B,,Robert's Reservoir 254,,"Cottonwood Creek, Trib. To",15.9,AF,,,,Saunders,Lower Platte North,102002030701,2015-04-10,,2015-08-21T00:00:00,,Open,2020-09-11T00:00:00,Open,Instream Flow (NGPC and CPNRD),Storage,Null GPM,0.0
13021,Active    ,ST,A-19339, S32-T4-R12E,15722,1,1,1F,,Buchholz Reservoir,,"Robinson Creek, Trib. To",15.22,AF,,,,Johnson,Nemaha,102400080204,2015-03-16,,2015-05-14T00:00:00,,,,,,Storage,Null GPM,0.0
12943,Active    ,SI,A-19253, S10-T31-R12W,14437,1,1,2C,,Pump,,Jerry Gokie Reservoir,273.0,AF,,,182.3,Holt,Lower Niobrara,101500070304,2014-05-13,2017-09-01T00:00:00,2014-12-18T00:00:00,,,,,,Supplemental Irrigation (irrigation from reservoir on lands also covered by natural flow appropriation.),Null GPM,0.0
11141,Active    ,WT,A-18916,SENW S36-T17-R3E,12290,1,1,2A,,Weerts WRP,,"Bone Creek, Trib. To",45.0,AF,,,,Butler,Lower Platte North,102002010305,2012-05-25,,2012-08-30T00:00:00,,Open,2020-09-11T00:00:00,Open,Instream Flow (NGPC and CPNRD),Wetlands,Null GPM,0.0
376,Active    ,US,D-921,NENE S3-T21-R54W,10938,1,1,1A,,Castle Rock Canal,,North Platte River,0.09,CFS,,,0.0,Scotts Bluff,North Platte,101800090810,1889-04-18,,1995-04-13T00:00:00,Castle Rock Canal,Open,2020-09-15T00:00:00,Open,Natural Flow (Reminder),Incidental Underground Storage,Null GPM,0.0
12885,Active    ,ST,A-19201, S4-T1-R10E,14192,1,1,1F,,2014 Randy Gyhra Turkey Creek Reservoir,,"Turkey Creek, West Branch, Trib. to",30.8,AF,,,,Pawnee,Nemaha,102400070102,2014-03-03,,2014-06-16T00:00:00,,,,,,Storage,Null GPM,0.0
12947,Active    ,ST,A-19258,SWNE S34-T3-R7E,14499,1,1,1D,,Daubendiek Reservoir No. 3,,"Mud Creek, Trib. To",16.6,AF,,,,Gage,Lower Big Blue,102702020602,2014-05-28,,2015-04-28T00:00:00,,,,,,Storage,Null GPM,0.0
12956,Active    ,ST,A-19268,NW S22-T1-R8E,14705,1,1,1D,,Boyer Irrigation Reservoir,,Arkeketa Creek,24.5,AF,,,,Gage,Lower Big Blue,102702050102,2014-07-08,,2015-01-29T00:00:00,,,,,,Storage,Null GPM,0.0
12978,Active    ,ST,A-19291,SWNW S33-T2-R8E,15687,1,1,1D,,Singleton Reservoir,,"Wolf Creek, Trib. To",47.6,AF,,,,Gage,Lower Big Blue,102702020604,2014-08-25,2016-02-25T00:00:00,2015-02-02T00:00:00,,,,,,Storage,Null GPM,0.0
12991,Active    ,ST,A-19307, S14-T2-R14E,15229,1,1,1F,,Kean Pond 1,,Bradley Branch,33.3,AF,,,,Richardson,Nemaha,102400080401,2014-11-17,,2015-05-28T00:00:00,,,,,,Storage,Null GPM,0.0
13017,Active    ,ST,A-19331, S19-T2-R4E,15688,1,1,1D,,Barber Farms Reservoir,,"Indian Creek, Big, Trib. To",21.0,AF,,,,Jefferson,Lower Big Blue,102702020501,2015-02-09,,2015-06-03T00:00:00,,,,,,Storage,Null GPM,0.0
12265,Active    ,ST,A-19338, S24-T4-R20W,12994,1,1,1B,,Lueking West Reservoir,,"Foster Creek, Tributary to",25.6,AF,,,,Harlan,Lower Republican,102500090905,2015-03-16,,2015-10-16T00:00:00,,Open,2020-09-15T00:00:00,Open,Localized Administration,Storage,Null GPM,0.0
12517,Active    ,ST,A-19369,NWNW S33-T1-R27W,16182,1,1,1B,,VanVleet Reservoir,,"Beaver Creek, Trib. To",115.0,AF,,,,Red Willow,Middle Republican,102500140205,2015-05-20,,2015-10-16T00:00:00,,Open,2020-09-15T00:00:00,Open,Localized Administration,Storage,Null GPM,0.0
11041,Active    ,SO,A-18828, S2-T2-R7E,11729,1,1,1D,,Pump,,Schlake Reservoir,14.8,AF,,,100.7,Gage,Lower Big Blue,102702020603,2011-10-26,2014-09-01T00:00:00,2012-01-27T00:00:00,,,,,,Storage Use-only (irrigation from reservoir on lands not covered by natural flow appropriation),Null GPM,0.0
13059,Active    ,ST,A-19391, S25-T23-R4E,16177,1,1,2B,,Ada Happel Reservoir,,"Elkhorn River, Trib. To",48.0,AF,,,,Cuming,Lower Elkhorn,102200030404,2015-09-28,,2015-10-29T00:00:00,,Open,2020-09-11T00:00:00,Open,Instream Flow (NGPC and CPNRD),Storage,Null GPM,0.0
11042,Active    ,SO,A-18829,SWNW S35-T3-R7E,11579,1,1,1D,,Pump,,Mud Creek Reservoir 3-A,154.0,AF,,,237.4,Gage,Lower Big Blue,102702020602,2011-10-31,2014-09-01T00:00:00,2012-01-20T00:00:00,,,,,,Storage Use-only (irrigation from reservoir on lands not covered by natural flow appropriation),Null GPM,0.0
12646,Active    ,ST,A-19390,SWNE S4-T1-R20W,13127,1,1,1B,,Holland East Reservoir,,"Twin Creek, trib to",39.7,AF,,,,Harlan,Lower Republican,102500110306,2015-08-31,,2015-11-17T00:00:00,,Open,2020-09-15T00:00:00,Open,Localized Administration,Storage,Null GPM,0.0
12928,Active    ,ST,A-19238, S13-T6-R8W,16199,1,1,1C,,GCS-47A-c,,"Sandy Creek, Big, Trib. To",33.3,AF,,,,Clay,Little Blue,102702060604,2014-05-07,,2015-11-25T00:00:00,,,,,,Storage,Null GPM,0.0
12927,Active    ,ST,A-19237, S12-T6-R8W,16198,1,1,1C,,GCS-46B-d,,"Sandy Creek, Big, Trib. To",18.1,AF,,,,Clay,Little Blue,102702060604,2014-05-07,,2015-11-25T00:00:00,,,,,,Storage,Null GPM,0.0
12929,Active    ,ST,A-19239, S13-T6-R8W,14404,1,1,1C,,GCS-47B-b,,"Sandy Creek, Big, Trib. To",25.9,AF,,,,Clay,Little Blue,102702060604,2014-05-07,,2015-11-25T00:00:00,,,,,,Storage,Null GPM,0.0
12930,Active    ,ST,A-19240,SWNE S35-T7-R8W,14405,1,1,1C,,GCS-54C-i,,"Sandy Creek, Big, Trib. To",33.9,AF,,,,Clay,Little Blue,102702060604,2014-05-07,,2015-11-25T00:00:00,,Open,2018-08-20T00:00:00,Open,Blue River Compact,Storage,Null GPM,0.0
12931,Active    ,ST,A-19241,NW S35-T7-R8W,14406,1,1,1C,,GCS-54C-j,,"Sandy Creek, Big, Trib. To",47.3,AF,,,,Clay,Little Blue,102702060604,2014-05-07,,2015-11-25T00:00:00,,,,,,Storage,Null GPM,0.0
12932,Active    ,ST,A-19242, S2-T6-R8W,16200,1,1,1C,,GCS-55A-h,,"Sandy Creek, Big, Trib. To",44.73,AF,,,,Clay,Little Blue,102702060604,2014-05-07,,2015-11-25T00:00:00,,,,,,Storage,Null GPM,0.0
12933,Active    ,ST,A-19243,SENW S34-T7-R8W,14407,1,1,1C,,GCS-64D-k,,"Sandy Creek, Big, Trib. To",35.8,AF,,,,Clay,Little Blue,102702060604,2014-05-07,,2015-11-25T00:00:00,,,,,,Storage,Null GPM,0.0
12934,Active    ,ST,A-19244, S1-T6-R8W,14408,1,1,1C,,GCS-45B-f,,"Sandy Creek, Big, Trib. To",47.2,AF,,,,Clay,Little Blue,102702060604,2014-05-07,,2015-11-25T00:00:00,,,,,,Storage,Null GPM,0.0
12926,Active    ,ST,A-19236, S12-T6-R8W,16197,1,1,1C,,GCS-46A-e,,"Sandy Creek, Big, Trib. To",34.5,AF,,,,Clay,Little Blue,102702060604,2014-05-07,,2015-11-25T00:00:00,,Open,2018-08-20T00:00:00,Open,Blue River Compact,Storage,Null GPM,0.0
12970,Active    ,ST,A-19283,NENW S9-T2-R5W,14793,1,1,1C,,Krogh North Pond,,"Thawes Creek, Trib To",63.0,AF,,,,Nuckolls,Little Blue,102702061001,2014-08-18,,2015-12-22T00:00:00,,Open,2018-08-20T00:00:00,Open,Blue River Compact,Storage,Null GPM,0.0
12972,Active    ,ST,A-19285, S9-T2-R5W,14794,1,1,1C,,Scholl Feedlot Pond,,"Thawes Creek, Trib To",8.1,AF,,,,Nuckolls,Little Blue,102702061001,2014-08-18,,2015-12-22T00:00:00,,Open,2018-08-20T00:00:00,Open,Blue River Compact,Storage,Null GPM,0.0
5498,Active    ,SI,A-10260A,SWNW S1-T15-R14W,12432,1,1,2A,,Farwell Main Canal,,Sherman Reservoir,2049.0,AF,,,53414.5,Sherman,Lower Loup,102100030601,1963-11-18,,1978-01-31T00:00:00,Farwell Main Canal,,,,,Supplemental Irrigation (irrigation from reservoir on lands also covered by natural flow appropriation.),Null GPM,0.0
5505,Active    ,SI,A-10260A,SWNW S1-T15-R14W,12582,1,1,2A,,Farwell Main Canal,,Sherman Reservoir,2049.0,AF,,,53414.5,Sherman,Lower Loup,102100030601,1963-11-18,,1978-01-31T00:00:00,Farwell Main Canal,,,,,Supplemental Irrigation (irrigation from reservoir on lands also covered by natural flow appropriation.),Null GPM,0.0
5584,Active    ,SI,A-10260A,SWNW S1-T15-R14W,12581,1,1,2A,,Farwell Main Canal,,Sherman Reservoir,2049.0,AF,,,53414.5,Sherman,Lower Loup,102100030601,1963-11-18,,1978-01-31T00:00:00,Farwell Main Canal,,,,,Supplemental Irrigation (irrigation from reservoir on lands also covered by natural flow appropriation.),Null GPM,0.0
13078,Active    ,SO,A-19411,NWNE S4-T4-R3E,16216,1,1,1D,,Pump,,Swan Creek Reservoir No 27,67.4,AF,,,67.4,Jefferson,Lower Big Blue,102702040206,2015-12-29,2018-09-01T00:00:00,2016-01-25T00:00:00,,,,,,Storage Use-only (irrigation from reservoir on lands not covered by natural flow appropriation),Null GPM,0.0
13070,Active    ,ST,A-19402, S24-T9-R2E,16206,1,1,1D,,Beckler Large Dam,,"Blue River, Big, West Fork, Trib. To",24.9,AF,,,,Seward,Upper Big Blue,102702030608,2015-12-03,,2016-01-29T00:00:00,,,,,,Storage,Null GPM,0.0
13073,Active    ,SO,A-19405, S24-T9-R2E,16208,1,1,1D,,Pump,,Beckler Small Dam,11.4,AF,,,96.0,Seward,Upper Big Blue,102702030608,2015-12-03,2018-09-01T00:00:00,2016-01-29T00:00:00,,,,,,Storage Use-only (irrigation from reservoir on lands not covered by natural flow appropriation),Null GPM,0.0
13073,Active    ,SO,A-19405, S24-T9-R2E,16209,2,1,1D,,Pump,,Beckler Small Dam,11.4,AF,,,96.0,Seward,Upper Big Blue,102702030608,2015-12-03,2018-09-01T00:00:00,2016-01-29T00:00:00,,,,,,Storage Use-only (irrigation from reservoir on lands not covered by natural flow appropriation),Null GPM,0.0
10987,Active    ,SO,A-18788,SWNE S9-T5-R6E,11268,1,1,1D,,Pump,,Little Indian 15-A Reservoir,17.8,AF,,,46.6,Gage,Lower Big Blue,102702020402,2011-06-02,2014-09-01T00:00:00,2011-09-14T00:00:00,,,,,,Storage Use-only (irrigation from reservoir on lands not covered by natural flow appropriation),Null GPM,0.0
10458,Active    ,SS,A-18549, S3-T7-R6E,8144,1,1,2B,,Vergith Reservoir,,Linn Creek,50.0,AF,,,,Lancaster,Lower Platte South,102002030103,2007-10-25,,2008-02-18T00:00:00,,Open,2020-09-11T00:00:00,Open,Instream Flow (NGPC and CPNRD),Supplemental Storage (an appropriation that has a prior appropriation for storage),Null GPM,0.0
11217,Active    ,SO,A-18979,SWNE S31-T3-R6E,12732,1,1,1D,,Pump,,Big Indian Creek Reservoir 13-C,93.19,AF,,,184.9,Gage,Lower Big Blue,102702020504,2012-10-23,2015-09-01T00:00:00,2013-02-15T00:00:00,,,,,,Storage Use-only (irrigation from reservoir on lands not covered by natural flow appropriation),Null GPM,0.0
9609,Removed,Removed,Removed,Removed,12809,,,Removed,Removed,Removed,Removed,Removed,,Removed,,,,Removed,Removed,,,,,Removed,Removed,,Removed,Removed,Unknown,Null GPM,0.0
9660,Active    ,ST,A-12857,NENW S8-T13-R13E,10024,1,1,2F,,Papillion Creek Res. S-31,,"Papillion Creek, West, Trib. To",47.9,AF,,,0.0,Sarpy,Papio-Missouri River,102300060104,1973-04-18,,1973-05-17T00:00:00,,Open,2016-04-29T00:00:00,Open,Natural Flow (Reminder),Storage,Null GPM,0.0
9591,Removed,Removed,Removed,Removed,6135,,,Removed,Removed,Removed,Removed,Removed,,Removed,,,,Removed,Removed,,,,,Removed,Removed,,Removed,Removed,Unknown,Null GPM,0.0
13072,Active    ,ST,A-19404, S24-T9-R2E,16215,1,1,1D,,Beckler Small Dam,,"Blue River, Big, West Fork, Trib. To",11.4,AF,,,,Seward,Upper Big Blue,102702030608,2015-12-03,,2016-01-29T00:00:00,,,,,,Storage,Null GPM,0.0
9678,Active    ,ST,A-17650,NW S27-T17-R11E,10089,1,1,2F,,Reservoir W-15,,"Butter Flat Creek, Trib To",30.5,AF,,,0.0,Washington,Papio-Missouri River,102300060203,1998-03-20,,1998-04-14T00:00:00,,Open,2016-04-29T00:00:00,Open,Natural Flow (Reminder),Storage,Null GPM,0.0
9602,Removed,Removed,Removed,Removed,13473,,,Removed,Removed,Removed,Removed,Removed,,Removed,,,,Removed,Removed,,,,,Removed,Removed,,Removed,Removed,Unknown,Null GPM,0.0
9708,Active    ,ST,A-18111, S31-T15-R11E,10119,1,1,2F,,Whitehawk Water Quality Basin,,"Boxelder Creek, Trib. To",239.7,AF,,,0.0,Douglas,Papio-Missouri River,102300060103,2002-10-21,,2004-11-17T00:00:00,,Open,2016-04-29T00:00:00,Open,Natural Flow (Reminder),Storage,Null GPM,0.0
8463,Active    ,ST,A-18166, S36-T15-R9E,5501,1,1,2A,,Hauptman's Pond,,"Platte River, Trib. To",3.45,AF,,,0.0,Douglas,Papio-Missouri River,102002020105,2003-05-14,,2003-06-26T00:00:00,,Open,2020-09-11T00:00:00,Open,Instream Flow (NGPC and CPNRD),Storage,Null GPM,0.0
9823,Active    ,ST,A-18237,NWNE S32-T22-R10E,10077,1,1,2F,,Silver Creek Res 32,,"Silver Creek, Trib. To",7.6,AF,,,,Burt,Papio-Missouri River,102300010404,2004-05-10,,2004-06-22T00:00:00,,Open,2016-04-29T00:00:00,Open,Natural Flow (Reminder),Storage,Null GPM,0.0
9835,Active    ,ST,A-18249, S5-T21-R10E,10123,1,1,2F,,Silver Creek Res No 33,,"Silver Creek, Trib. To",14.9,AF,,,,Burt,Papio-Missouri River,102300010404,2004-06-21,,2004-07-30T00:00:00,,Open,2016-04-29T00:00:00,Open,Natural Flow (Reminder),Storage,Null GPM,0.0
9836,Active    ,SS,A-18250,SWNW S4-T22-R10E,6437,1,1,2F,,Langemeier Reservoir,,"Elm Creek, Trib. To",31.6,AF,,,,Burt,Papio-Missouri River,102300010403,2004-06-29,,2004-08-25T00:00:00,,Open,2016-04-29T00:00:00,Open,Natural Flow (Reminder),Supplemental Storage (an appropriation that has a prior appropriation for storage),Null GPM,0.0
9840,Active    ,ST,A-18254, S31-T16-R12E,10124,1,1,2F,,Mulhalls Regulating Pit,,"Papillion Creek, Big",28.8,AF,,,,Douglas,Papio-Missouri River,102300060205,2004-07-15,,2006-03-09T00:00:00,,Open,2016-04-29T00:00:00,Open,Natural Flow (Reminder),Storage,Null GPM,0.0
9948,Active    ,ST,A-18329,SENE S4-T21-R10E,10126,1,1,2F,,Silver Creek Reservoir 23,,"Silver Creek, Trib. To",2.3,AF,,,,Burt,Papio-Missouri River,102300010404,2005-09-01,,2006-04-14T00:00:00,,Open,2016-04-29T00:00:00,Open,Natural Flow (Reminder),Storage,Null GPM,0.0
9949,Active    ,ST,A-18330, S4-T21-R10E,10127,1,1,2F,,Silver Creek Reservoir 24,,"Silver Creek, Trib. To",1.3,AF,,,,Burt,Papio-Missouri River,102300010404,2005-09-01,,2006-04-14T00:00:00,,Open,2016-04-29T00:00:00,Open,Natural Flow (Reminder),Storage,Null GPM,0.0
9950,Active    ,ST,A-18331, S4-T21-R10E,10128,1,1,2F,,Silver Creek Reservoir 25,,"Silver Creek, Trib. To",17.8,AF,,,,Burt,Papio-Missouri River,102300010404,2005-09-01,,2006-04-14T00:00:00,,Open,2016-04-29T00:00:00,Open,Natural Flow (Reminder),Storage,Null GPM,0.0
9951,Active    ,ST,A-18332, S2-T16-R11E,10129,1,1,2F,,Williams Reservoir,,"Papillion Creek, Big, Trib. To",13.0,AF,,,,Douglas,Papio-Missouri River,102300060203,2005-09-06,,2006-05-31T00:00:00,,Open,2016-04-29T00:00:00,Open,Natural Flow (Reminder),Storage,Null GPM,0.0
9975,Active    ,ST,A-18356,SWNW S23-T22-R10E,10130,1,1,2F,,Silver Creek Reservoir 6,,"Silver Creek, Trib. To",53.5,AF,,,,Burt,Papio-Missouri River,102300010404,2005-10-27,2009-04-01T00:00:00,2006-04-14T00:00:00,,Open,2016-04-29T00:00:00,Open,Natural Flow (Reminder),Storage,Null GPM,0.0
9976,Active    ,ST,A-18357, S34-T22-R10E,10131,1,1,2F,,Silver Creek Reservoir 30,,"Silver Creek, Trib. To",8.4,AF,,,,Burt,Papio-Missouri River,102300010404,2005-10-27,2009-04-01T00:00:00,2006-04-14T00:00:00,,Open,2016-04-29T00:00:00,Open,Natural Flow (Reminder),Storage,Null GPM,0.0
9977,Active    ,ST,A-18358, S3-T21-R10E,10132,1,1,2F,,Silver Creek Reservoir 31,,"Silver Creek, Trib. To",14.7,AF,,,,Burt,Papio-Missouri River,102300010404,2005-10-27,2009-04-01T00:00:00,2006-04-14T00:00:00,,Open,2016-04-29T00:00:00,Open,Natural Flow (Reminder),Storage,Null GPM,0.0
9978,Active    ,ST,A-18359,SENW S27-T22-R10E,10133,1,1,2F,,Silver Creek Reservoir 36,,"Silver Creek, Trib. To",15.5,AF,,,,Burt,Papio-Missouri River,102300010404,2005-10-27,,2006-04-14T00:00:00,,Open,2016-04-29T00:00:00,Open,Natural Flow (Reminder),Storage,Null GPM,0.0
9995,Active    ,ST,A-18369,SENW S29-T21-R12E,10135,1,1,2F,,Design Duck Lake,,Missouri River,14.07,AF,,,,Burt,Papio-Missouri River,102300010407,2006-01-12,,2006-09-21T00:00:00,,Open,2016-04-29T00:00:00,Open,Natural Flow (Reminder),Storage,Null GPM,0.0
10011,Active    ,ST,A-18374,SENW S2-T13-R12E,10136,1,1,2F,,Midland Lake,,"Papillion Creek, Trib. To",158.0,AF,,,,Sarpy,Papio-Missouri River,102300060104,2006-02-08,,2006-05-03T00:00:00,,Open,2016-04-29T00:00:00,Open,Natural Flow (Reminder),Storage,Null GPM,0.0
10012,Active    ,ST,A-18375, S2-T13-R12E,10137,1,1,2F,,Shadow Lake,,"Papillion Creek, Trib. To",443.0,AF,,,,Sarpy,Papio-Missouri River,102300060104,2006-02-08,,2006-05-03T00:00:00,,Open,2016-04-29T00:00:00,Open,Natural Flow (Reminder),Storage,Null GPM,0.0
10023,Removed,Removed,Removed,Removed,13488,,,Removed,Removed,Removed,Removed,Removed,,Removed,,,,Removed,Removed,,,,,Removed,Removed,,Removed,Removed,Unknown,Null GPM,0.0
10030,Active    ,ST,A-18387, S25-T15-R9E,9138,1,1,2A,,Venice Woods Lake,,"Platte River, Trib. To",292.0,AF,,,0.0,Douglas,Papio-Missouri River,102002020105,2006-04-03,,2007-01-11T00:00:00,,Open,2020-09-11T00:00:00,Open,Instream Flow (NGPC and CPNRD),Storage,Null GPM,0.0
10061,Active    ,ST,A-18416, S10-T16-R11E,10138,1,1,2F,,Bennington Lions Club Pnd,,"Papillion Creek, Big",24.0,AF,,,,Douglas,Papio-Missouri River,102300060203,2006-08-09,,2006-09-21T00:00:00,,,,,,Storage,Null GPM,0.0
10072,Active    ,SS,A-18426, S6-T13-R13E,10013,1,1,2F,,Pappillion Creek Res S-32,,"Papillion Creek, West, Trib. To",7.4,AF,,,0.0,Sarpy,Papio-Missouri River,102300060104,2006-10-02,,2007-03-14T00:00:00,,Open,2016-04-29T00:00:00,Open,Natural Flow (Reminder),Supplemental Storage (an appropriation that has a prior appropriation for storage),Null GPM,0.0
10750,Active    ,SS,A-18663, S27-T18-R11E,9112,1,1,2F,,Reservoir W-3,,Richter Branch,43.0,AF,,,,Washington,Papio-Missouri River,102300060202,2009-05-18,,2009-08-13T00:00:00,,Open,2016-04-29T00:00:00,Open,Natural Flow (Reminder),Supplemental Storage (an appropriation that has a prior appropriation for storage),Null GPM,0.0
13579,Active    ,CS,CSW-5378, S17-T21-R54W,15784,2,1,1A,,,,North Platte River,,,,,,Scotts Bluff,North Platte,101800090808,2015-04-09,,2016-04-18T00:00:00,,,,,,Unknown,Null GPM,0.0
13579,Active    ,CS,CSW-5378,SWNW S7-T21-R54W,15785,4,1,1A,,,,North Platte River,,,,,,Scotts Bluff,North Platte,101800090808,2015-04-09,,2016-04-18T00:00:00,,,,,,Unknown,Null GPM,0.0
13579,Active    ,CS,CSW-5378,NENW S7-T21-R54W,15786,3,1,1A,,,,North Platte River,,,,,,Scotts Bluff,North Platte,101800090808,2015-04-09,,2016-04-18T00:00:00,,,,,,Unknown,Null GPM,0.0
1186,Active    ,SI,A-6225KR, S17-T3-R27W,9265,1,1,1B,,Bartley Canal,,"Enders, Strunk, Harlan County, Swanson And Hugh Butler Lake Reservoirs",370191.0,AF,,,6353.0,Red Willow,Middle Republican,102500040803,1954-04-16,,1979-07-16T00:00:00,Bartley Canal,Open,2020-09-15T00:00:00,Open,Localized Administration,Supplemental Irrigation (irrigation from reservoir on lands also covered by natural flow appropriation.),Null GPM,0.0
1186,Active    ,SI,A-6225KR, S8-T2-R33W,11767,1,1,1B,,Bartley Canal,,"Enders, Strunk, Harlan County, Swanson And Hugh Butler Lake Reservoirs",370191.0,AF,,,6353.0,Hitchcock,Middle Republican,102500040501,1954-04-16,,1979-07-16T00:00:00,Bartley Canal,Open,2020-09-15T00:00:00,Open,Localized Administration,Supplemental Irrigation (irrigation from reservoir on lands also covered by natural flow appropriation.),Null GPM,0.0
1186,Active    ,SI,A-6225KR, S17-T3-R27W,15147,1,1,1B,,Bartley Canal,,"Enders, Strunk, Harlan County, Swanson And Hugh Butler Lake Reservoirs",370191.0,AF,,,6353.0,Red Willow,Middle Republican,102500010803,1954-04-16,,1979-07-16T00:00:00,Bartley Canal,Open,2020-09-15T00:00:00,Open,Localized Administration,Supplemental Irrigation (irrigation from reservoir on lands also covered by natural flow appropriation.),Null GPM,0.0
10643,Active    ,SS,A-18616,SENW S24-T10-R7E,8734,1,1,2B,,Waterford Estates Lake,,"Stevens Creek, Trib. To",147.7,AF,,,,Lancaster,Lower Platte South,102002030902,2008-10-24,,2009-03-27T00:00:00,,Open,2020-09-11T00:00:00,Open,Instream Flow (NGPC and CPNRD),Supplemental Storage (an appropriation that has a prior appropriation for storage),Null GPM,0.0
10209,Active    ,SS,A-18442,NWNW S3-T10-R11E,7960,1,1,1F,,Old Weeping Water Quarry Pit,,Weeping Water Creek,250.0,AF,,,0.0,Cass,Lower Platte South,102400010202,2007-02-09,,2008-05-08T00:00:00,,,,,,Supplemental Storage (an appropriation that has a prior appropriation for storage),Null GPM,0.0
10076,Active    ,SS,A-18428,NWNW S3-T10-R11E,9467,1,1,1F,,Martin Marietta Res 2,,Weeping Water Old Quarry Pit,250.0,AF,,,,Cass,Lower Platte South,102400010202,2006-11-07,,2008-05-08T00:00:00,,,,,,Supplemental Storage (an appropriation that has a prior appropriation for storage),Null GPM,0.0
4017,Active    ,SO,A-15375, S36-T2-R4E,7620,7,1,1D,,Pump,,Big Indian Creek Reservoir 7-A,122.0,AF,,,122.0,Jefferson,Lower Big Blue,102702020502,1978-12-14,,1979-02-16T00:00:00,,,,,,Storage Use-only (irrigation from reservoir on lands not covered by natural flow appropriation),Null GPM,0.0
4017,Active    ,SO,A-15375, S36-T2-R4E,7622,1,1,1D,,Pump,,Big Indian Creek Reservoir 7-A,122.0,AF,,,122.0,Jefferson,Lower Big Blue,102702020502,1978-12-14,,1979-02-16T00:00:00,,,,,,Storage Use-only (irrigation from reservoir on lands not covered by natural flow appropriation),Null GPM,0.0
