AllocationNativeID,MethodUUID,OrganizationUUID,SiteUUID,VariableSpecificUUID,AllocationApplicationDate,AllocationAssociatedConsumptiveUseSiteIDs,AllocationAssociatedWithdrawalSiteIDs,AllocationBasisCV,AllocationChangeApplicationIndicator,AllocationCommunityWaterSupplySystem,AllocationCropDutyAmount,AllocationExpirationDate,AllocationFlow_CFS,AllocationLegalStatusCV,AllocationOwner,AllocationPriorityDate,AllocationSDWISIdentifierCV,AllocationTimeframeEnd,AllocationTimeframeStart,AllocationTypeCV,AllocationVolume_AF,BeneficialUseCategory,CommunityWaterSupplySystem,CropTypeCV,CustomerTypeCV,DataPublicationDate,DataPublicationDOI,ExemptOfVolumeFlowPriority,GeneratedPowerCapacityMW,IrrigatedAcreage,IrrigationMethodCV,LegacyAllocationIDs,OwnerClassificationCVPopulationServed,PowerType,PrimaryUseCategory,WaterAllocationNativeURL,OwnerClassificationCV,PopulationServed
A-17008B,NEDNR_Water Rights,NEDNR,"NEwr_S10314,NEwr_S10313",NEDNR_Allocation,,,,,,,,,,Active,,1990-07-25,,09/30,04/01,,0,Instream Flow,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17008C,NEDNR_Water Rights,NEDNR,"NEwr_S10316,NEwr_S10315",NEDNR_Allocation,,,,,,,,,,Active,,1990-07-25,,09/30,04/01,,0,Instream Flow,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17009,NEDNR_Water Rights,NEDNR,"NEwr_S10286,NEwr_S10285",NEDNR_Allocation,,,,,,,,,,Active,,1990-07-25,,09/30,04/01,,0,Instream Flow,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17010,NEDNR_Water Rights,NEDNR,NEwr_S2734,NEDNR_Allocation,,,,,,,,,,Active,,1990-08-03,,09/30,04/01,,26.0,Storage,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17011,NEDNR_Water Rights,NEDNR,NEwr_S5617,NEDNR_Allocation,,,,,,,,,,Active,,1990-08-03,,09/30,04/01,,26.0,Supplemental Irrigation,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17013,NEDNR_Water Rights,NEDNR,NEwr_S2843,NEDNR_Allocation,,,,,,,,,,Active,,1990-08-17,,09/30,04/01,,8.28,Storage,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17014,NEDNR_Water Rights,NEDNR,NEwr_S8311,NEDNR_Allocation,,,,,,,,,,Active,,1990-08-29,,09/30,04/01,,0.0,Supplemental Irrigation,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17016,NEDNR_Water Rights,NEDNR,"NEwr_S6531,NEwr_S6530",NEDNR_Allocation,,,,,,,,,,Active,,1990-09-04,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17017,NEDNR_Water Rights,NEDNR,NEwr_S3849,NEDNR_Allocation,,,,,,,,,,Active,,1990-09-07,,09/30,04/01,,23.83,Storage,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17019,NEDNR_Water Rights,NEDNR,"NEwr_S2797,NEwr_S2798",NEDNR_Allocation,,,,,,,,,,Active,,1990-09-19,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-1702,NEDNR_Water Rights,NEDNR,NEwr_S6239,NEDNR_Allocation,,,,,,,,,,Active,,1923-01-12,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17023,NEDNR_Water Rights,NEDNR,NEwr_S2703,NEDNR_Allocation,,,,,,,,,,Active,,1990-10-01,,09/30,04/01,,2.8,Storage,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17027,NEDNR_Water Rights,NEDNR,NEwr_S9792,NEDNR_Allocation,,,,,,,,,,Active,,1990-10-22,,09/30,04/01,,48.5,Storage,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17029,NEDNR_Water Rights,NEDNR,NEwr_S2795,NEDNR_Allocation,,,,,,,,,,Active,,1990-11-28,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17030,NEDNR_Water Rights,NEDNR,NEwr_S9999,NEDNR_Allocation,,,,,,,,,,Active,,1990-11-28,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17031,NEDNR_Water Rights,NEDNR,NEwr_S10793,NEDNR_Allocation,,,,,,,,,,Active,,1990-12-03,,09/30,04/01,,26.4,Storage,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17032,NEDNR_Water Rights,NEDNR,NEwr_S9755,NEDNR_Allocation,,,,,,,,,,Active,,1990-12-03,,09/30,04/01,,20.0,Storage Use-only,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17034,NEDNR_Water Rights,NEDNR,NEwr_S9555,NEDNR_Allocation,,,,,,,,,,Active,,1990-12-05,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17035,NEDNR_Water Rights,NEDNR,NEwr_S8304,NEDNR_Allocation,,,,,,,,,,Active,,1990-12-18,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17036,NEDNR_Water Rights,NEDNR,NEwr_S4264,NEDNR_Allocation,,,,,,,,,,Active,,1990-12-31,,09/30,04/01,,53.6,Storage,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-1704,NEDNR_Water Rights,NEDNR,NEwr_S8189,NEDNR_Allocation,,,,,,,,,,Active,,1923-01-17,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17042,NEDNR_Water Rights,NEDNR,"NEwr_S10487,NEwr_S10488,NEwr_S10489",NEDNR_Allocation,,,,,,,,,,Active,,1991-01-09,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17043,NEDNR_Water Rights,NEDNR,NEwr_S2822,NEDNR_Allocation,,,,,,,,,,Active,,1991-01-11,,09/30,04/01,,270.0,Supplemental Storage,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17044,NEDNR_Water Rights,NEDNR,NEwr_S8883,NEDNR_Allocation,,,,,,,,,,Active,,1991-01-18,,09/30,04/01,,0,Fish Culture,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17045,NEDNR_Water Rights,NEDNR,NEwr_S8884,NEDNR_Allocation,,,,,,,,,,Active,,1991-01-18,,09/30,04/01,,9.1,Storage,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17047R,NEDNR_Water Rights,NEDNR,NEwr_S2767,NEDNR_Allocation,,,,,,,,,,Active,,1991-02-06,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17048,NEDNR_Water Rights,NEDNR,"NEwr_S2808,NEwr_S2807",NEDNR_Allocation,,,,,,,,,,Active,,1991-02-19,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17052,NEDNR_Water Rights,NEDNR,NEwr_S2743,NEDNR_Allocation,,,,,,,,,,Active,,1991-03-05,,09/30,04/01,,411.8,Storage,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17055A,NEDNR_Water Rights,NEDNR,NEwr_S1062,NEDNR_Allocation,,,,,,,,,,Active,,1991-03-08,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17055B,NEDNR_Water Rights,NEDNR,NEwr_S1063,NEDNR_Allocation,,,,,,,,,,Active,,1991-03-08,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17055C,NEDNR_Water Rights,NEDNR,NEwr_S1064,NEDNR_Allocation,,,,,,,,,,Active,,1991-03-08,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17055D,NEDNR_Water Rights,NEDNR,NEwr_S1065,NEDNR_Allocation,,,,,,,,,,Active,,1991-03-08,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17057,NEDNR_Water Rights,NEDNR,"NEwr_S2824,NEwr_S2823",NEDNR_Allocation,,,,,,,,,,Active,,1991-03-15,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17058,NEDNR_Water Rights,NEDNR,NEwr_S11778,NEDNR_Allocation,,,,,,,,,,Active,,1991-03-18,,09/30,04/01,,165.7,Storage,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17061,NEDNR_Water Rights,NEDNR,NEwr_S2728,NEDNR_Allocation,,,,,,,,,,Active,,1991-03-27,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17062,NEDNR_Water Rights,NEDNR,NEwr_S9785,NEDNR_Allocation,,,,,,,,,,Active,,1991-03-29,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17064,NEDNR_Water Rights,NEDNR,NEwr_S6815,NEDNR_Allocation,,,,,,,,,,Active,,1991-04-05,,09/30,04/01,,210.0,Storage,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17065,NEDNR_Water Rights,NEDNR,"NEwr_S7796,NEwr_S7795",NEDNR_Allocation,,,,,,,,,,Active,,1991-04-09,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17067,NEDNR_Water Rights,NEDNR,"NEwr_S2729,NEwr_S2730,NEwr_S2731",NEDNR_Allocation,,,,,,,,,,Active,,1991-04-15,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17072,NEDNR_Water Rights,NEDNR,NEwr_S5300,NEDNR_Allocation,,,,,,,,,,Active,,1991-05-13,,09/30,04/01,,0,Temporary Transfer to In-Stream Use,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17073,NEDNR_Water Rights,NEDNR,"NEwr_S7114,NEwr_S1109",NEDNR_Allocation,,,,,,,,,,Active,,1991-05-13,,09/30,04/01,,0,"Temporary Transfer to In-Stream Use,Irrigation from Natural Stream",,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17074,NEDNR_Water Rights,NEDNR,"NEwr_S7778,NEwr_S7779",NEDNR_Allocation,,,,,,,,,,Active,,1991-05-15,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17075,NEDNR_Water Rights,NEDNR,NEwr_S2845,NEDNR_Allocation,,,,,,,,,,Active,,1991-05-15,,09/30,04/01,,14.4,Storage,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17076,NEDNR_Water Rights,NEDNR,NEwr_S2718,NEDNR_Allocation,,,,,,,,,,Active,,1991-05-16,,09/30,04/01,,45.2,Supplemental Storage,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17077,NEDNR_Water Rights,NEDNR,NEwr_S4273,NEDNR_Allocation,,,,,,,,,,Active,,1991-05-17,,09/30,04/01,,26.8,Storage,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17079A,NEDNR_Water Rights,NEDNR,NEwr_S6883,NEDNR_Allocation,,,,,,,,,,Active,,1991-06-03,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17079B,NEDNR_Water Rights,NEDNR,NEwr_S6882,NEDNR_Allocation,,,,,,,,,,Active,,1991-06-03,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17079C,NEDNR_Water Rights,NEDNR,NEwr_S6884,NEDNR_Allocation,,,,,,,,,,Active,,1991-06-03,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17081,NEDNR_Water Rights,NEDNR,NEwr_S11731,NEDNR_Allocation,,,,,,,,,,Active,,1991-06-04,,09/30,04/01,,134.1,Storage,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17083,NEDNR_Water Rights,NEDNR,NEwr_S2732,NEDNR_Allocation,,,,,,,,,,Active,,1991-06-11,,09/30,04/01,,19.72,Storage,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17084,NEDNR_Water Rights,NEDNR,NEwr_S2733,NEDNR_Allocation,,,,,,,,,,Active,,1991-06-11,,09/30,04/01,,14.77,Storage Use-only,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17085,NEDNR_Water Rights,NEDNR,NEwr_S5315,NEDNR_Allocation,,,,,,,,,,Active,,1991-06-14,,09/30,04/01,,27.0,Storage,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17087R,NEDNR_Water Rights,NEDNR,"NEwr_S6588,NEwr_S6590,NEwr_S6589",NEDNR_Allocation,,,,,,,,,,Active,,1991-06-20,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17089,NEDNR_Water Rights,NEDNR,NEwr_S4097,NEDNR_Allocation,,,,,,,,,,Active,,1991-07-10,,09/30,04/01,,28.0,Storage Use-only,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-1709,NEDNR_Water Rights,NEDNR,NEwr_S8190,NEDNR_Allocation,,,,,,,,,,Active,,1923-03-29,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17090,NEDNR_Water Rights,NEDNR,NEwr_S3869,NEDNR_Allocation,,,,,,,,,,Active,,1991-07-11,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17091,NEDNR_Water Rights,NEDNR,NEwr_S2735,NEDNR_Allocation,,,,,,,,,,Active,,1991-07-18,,09/30,04/01,,66.2,Storage,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17092,NEDNR_Water Rights,NEDNR,NEwr_S2736,NEDNR_Allocation,,,,,,,,,,Active,,1991-07-18,,09/30,04/01,,90.9,Storage,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17094,NEDNR_Water Rights,NEDNR,NEwr_S2768,NEDNR_Allocation,,,,,,,,,,Active,,1991-07-22,,09/30,04/01,,391.5,Storage,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17095,NEDNR_Water Rights,NEDNR,"NEwr_S2709,NEwr_S2710",NEDNR_Allocation,,,,,,,,,,Active,,1991-07-22,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17096,NEDNR_Water Rights,NEDNR,NEwr_S10248,NEDNR_Allocation,,,,,,,,,,Active,,1991-07-23,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17097,NEDNR_Water Rights,NEDNR,NEwr_S5760,NEDNR_Allocation,,,,,,,,,,Active,,1991-07-24,,09/30,04/01,,0,Manufacturing,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17098,NEDNR_Water Rights,NEDNR,NEwr_S9840,NEDNR_Allocation,,,,,,,,,,Active,,1991-08-01,,09/30,04/01,,36.0,Storage,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17099,NEDNR_Water Rights,NEDNR,NEwr_S2741,NEDNR_Allocation,,,,,,,,,,Active,,1991-08-01,,09/30,04/01,,81.2,Storage,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17100,NEDNR_Water Rights,NEDNR,NEwr_S2737,NEDNR_Allocation,,,,,,,,,,Active,,1991-08-06,,09/30,04/01,,62.6,Storage,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17102,NEDNR_Water Rights,NEDNR,NEwr_S8071,NEDNR_Allocation,,,,,,,,,,Active,,1991-08-14,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17104,NEDNR_Water Rights,NEDNR,NEwr_S2727,NEDNR_Allocation,,,,,,,,,,Active,,1991-08-26,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17105,NEDNR_Water Rights,NEDNR,NEwr_S7523,NEDNR_Allocation,,,,,,,,,,Active,,1991-08-28,,09/30,04/01,,36015.0,Supplemental Irrigation,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17106A,NEDNR_Water Rights,NEDNR,NEwr_S2786,NEDNR_Allocation,,,,,,,,,,Active,,1991-08-29,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17106B,NEDNR_Water Rights,NEDNR,NEwr_S2787,NEDNR_Allocation,,,,,,,,,,Active,,1991-08-29,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17107,NEDNR_Water Rights,NEDNR,"NEwr_S2789,NEwr_S2788",NEDNR_Allocation,,,,,,,,,,Active,,1991-08-29,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17109,NEDNR_Water Rights,NEDNR,NEwr_S2841,NEDNR_Allocation,,,,,,,,,,Active,,1991-09-10,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17110,NEDNR_Water Rights,NEDNR,NEwr_S11855,NEDNR_Allocation,,,,,,,,,,Active,,1991-09-11,,09/30,04/01,,210.0,Supplemental Irrigation,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17111,NEDNR_Water Rights,NEDNR,"NEwr_S10873,NEwr_S10874,NEwr_S4885,NEwr_S9483",NEDNR_Allocation,,,,,,,,,,Active,,1991-09-12,,09/30,04/01,,100348.2,Supplemental Irrigation,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17112,NEDNR_Water Rights,NEDNR,"NEwr_S5916,NEwr_S8690,NEwr_S4886",NEDNR_Allocation,,,,,,,,,,Active,,1991-09-12,,09/30,04/01,,2775.63,"Storage Use-only,Supplemental Irrigation",,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17114,NEDNR_Water Rights,NEDNR,NEwr_S4011,NEDNR_Allocation,,,,,,,,,,Active,,1991-09-24,,09/30,04/01,,18.2,Storage,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17116,NEDNR_Water Rights,NEDNR,NEwr_S2885,NEDNR_Allocation,,,,,,,,,,Active,,1991-09-26,,09/30,04/01,,9.4,Storage,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17119,NEDNR_Water Rights,NEDNR,NEwr_S2883,NEDNR_Allocation,,,,,,,,,,Active,,1991-10-10,,09/30,04/01,,354.5,Storage,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17120,NEDNR_Water Rights,NEDNR,NEwr_S2859,NEDNR_Allocation,,,,,,,,,,Active,,1991-10-11,,09/30,04/01,,54.5,Supplemental Storage,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17122,NEDNR_Water Rights,NEDNR,NEwr_S2857,NEDNR_Allocation,,,,,,,,,,Active,,1991-10-18,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17124,NEDNR_Water Rights,NEDNR,NEwr_S7651,NEDNR_Allocation,,,,,,,,,,Active,,1991-10-31,,09/30,04/01,,115.4,Storage,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17127,NEDNR_Water Rights,NEDNR,NEwr_S3923,NEDNR_Allocation,,,,,,,,,,Active,,1991-11-18,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17128,NEDNR_Water Rights,NEDNR,NEwr_S2855,NEDNR_Allocation,,,,,,,,,,Active,,1991-11-19,,09/30,04/01,,18.22,Storage,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17137,NEDNR_Water Rights,NEDNR,NEwr_S7758,NEDNR_Allocation,,,,,,,,,,Active,,1991-12-18,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17139,NEDNR_Water Rights,NEDNR,NEwr_S2863,NEDNR_Allocation,,,,,,,,,,Active,,1992-01-31,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17141,NEDNR_Water Rights,NEDNR,NEwr_S2886,NEDNR_Allocation,,,,,,,,,,Active,,1992-02-11,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17142,NEDNR_Water Rights,NEDNR,NEwr_S2876,NEDNR_Allocation,,,,,,,,,,Active,,1992-02-14,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17143,NEDNR_Water Rights,NEDNR,"NEwr_S7789,NEwr_S7790",NEDNR_Allocation,,,,,,,,,,Active,,1992-02-18,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17144,NEDNR_Water Rights,NEDNR,NEwr_S11542,NEDNR_Allocation,,,,,,,,,,Active,,1992-02-18,,09/30,04/01,,90.7,Supplemental Storage,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17145,NEDNR_Water Rights,NEDNR,NEwr_S2854,NEDNR_Allocation,,,,,,,,,,Active,,1992-02-18,,09/30,04/01,,130.0,Storage,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17146,NEDNR_Water Rights,NEDNR,NEwr_S9864,NEDNR_Allocation,,,,,,,,,,Active,,1992-02-24,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17151,NEDNR_Water Rights,NEDNR,NEwr_S9976,NEDNR_Allocation,,,,,,,,,,Active,,1992-02-27,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17152,NEDNR_Water Rights,NEDNR,NEwr_S3015,NEDNR_Allocation,,,,,,,,,,Active,,1992-02-28,,09/30,04/01,,19.1,Storage,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17153,NEDNR_Water Rights,NEDNR,NEwr_S8215,NEDNR_Allocation,,,,,,,,,,Active,,1992-02-28,,09/30,04/01,,10.3,Storage Use-only,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17156,NEDNR_Water Rights,NEDNR,NEwr_S3028,NEDNR_Allocation,,,,,,,,,,Active,,1992-03-02,,09/30,04/01,,114.1,Storage,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17158,NEDNR_Water Rights,NEDNR,NEwr_S3029,NEDNR_Allocation,,,,,,,,,,Active,,1992-03-02,,09/30,04/01,,250.9,Storage,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17159,NEDNR_Water Rights,NEDNR,"NEwr_S327,NEwr_S328,NEwr_S329",NEDNR_Allocation,,,,,,,,,,Active,,1992-03-05,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17160,NEDNR_Water Rights,NEDNR,NEwr_S7231,NEDNR_Allocation,,,,,,,,,,Active,,1992-03-06,,09/30,04/01,,149.0,Supplemental Storage,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17161,NEDNR_Water Rights,NEDNR,NEwr_S3007,NEDNR_Allocation,,,,,,,,,,Active,,1992-03-10,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17162,NEDNR_Water Rights,NEDNR,"NEwr_S2135,NEwr_S2134",NEDNR_Allocation,,,,,,,,,,Active,,1992-03-12,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17164,NEDNR_Water Rights,NEDNR,"NEwr_S3004,NEwr_S3005,NEwr_S3006",NEDNR_Allocation,,,,,,,,,,Active,,1992-04-02,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17169,NEDNR_Water Rights,NEDNR,NEwr_S3929,NEDNR_Allocation,,,,,,,,,,Active,,1992-04-15,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17174,NEDNR_Water Rights,NEDNR,NEwr_S3008,NEDNR_Allocation,,,,,,,,,,Active,,1992-04-17,,09/30,04/01,,99.0,Storage,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17175,NEDNR_Water Rights,NEDNR,NEwr_S1051,NEDNR_Allocation,,,,,,,,,,Active,,1992-04-17,,09/30,04/01,,0,Maintain Level of a Lake,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17176,NEDNR_Water Rights,NEDNR,NEwr_S3050,NEDNR_Allocation,,,,,,,,,,Active,,1992-04-17,,09/30,04/01,,24.5,Storage,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17177,NEDNR_Water Rights,NEDNR,NEwr_S6409,NEDNR_Allocation,,,,,,,,,,Active,,1992-04-20,,09/30,04/01,,432.0,Storage,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17179,NEDNR_Water Rights,NEDNR,NEwr_S3062,NEDNR_Allocation,,,,,,,,,,Active,,1992-04-20,,09/30,04/01,,27.15,Storage,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17180,NEDNR_Water Rights,NEDNR,NEwr_S3010,NEDNR_Allocation,,,,,,,,,,Active,,1992-04-23,,09/30,04/01,,13.2,Storage,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17181,NEDNR_Water Rights,NEDNR,NEwr_S4158,NEDNR_Allocation,,,,,,,,,,Active,,1992-05-01,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17182,NEDNR_Water Rights,NEDNR,NEwr_S4434,NEDNR_Allocation,,,,,,,,,,Active,,1992-05-01,,09/30,04/01,,510.0,Supplemental Irrigation,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17184,NEDNR_Water Rights,NEDNR,NEwr_S11780,NEDNR_Allocation,,,,,,,,,,Active,,1992-05-15,,09/30,04/01,,292.7,Storage,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
