FID_1,WRENAME,WRNAME,DWNAME,SYSTEMTYPE,WATERRESID,WRID,DWSYSNUM,WRLINK,WHOLESALER,LABEL,STATE,COUNTY,BASIN,SUBAREA,SUBAREANAM,LANUM,LANAME,ENDYEAR,DATASOURCE,SOURCEDATE,EDITOR,EDITDATE,SHAPE_Leng,Shape__Are,Shape__Len,Shape_Length,Shape_Area,Longitude,Latitude
657,Bucks Grill House, ,Bucks Grill House,NC,485,0,UTAH10018,http://www.waterrights.utah.gov/cgi-bin/wuseview.exe, , ,Utah,Grand,Southeast Colorado River,9/1/2002,Colorado River/Dead Horse,09-01-02a,Dead Horse,2010,DWRe,12/14/2016 0:00,ADAMCLARK,5/31/2017 0:00,261.2923635,3933.730469,261.2923635,261.2923635,3933.7303,-109.5674542,38.5937368
658,Moab KOA Campground, ,Moab KOA Camp,NC,478,0,UTAH10008,http://www.waterrights.utah.gov/cgi-bin/wuseview.exe, , ,Utah,Grand,Southeast Colorado River,9/1/2004,Moab,09-01-04a,Moab,2010,DWRe,12/14/2016 0:00,ADAMCLARK,5/31/2017 0:00,1422.629781,88789.98315,1422.629781,1422.629781,88789.9827,-109.4964105,38.52372729
659,Lake Rockport Estates,Lake Rockport Estates Property Owners,Lake Rockport Estates,NC,1156,11055,UTAH22104,https://www.waterrights.utah.gov/asp_apps/viewEditPWS/pwsView.asp?SYSTEM_ID=11055, , ,Utah,Summit,Weber River,2/1/2002,Kamas Valley,02-01-02a,Kamas Valley,2018,DWRe,1/10/2017 0:00,ADAMCLARK,10/19/2020 0:00,10439.38424,3114175.528,10439.38424,10439.38424,3114175.527,-111.4187072,40.76449078
660,Bicknell Bottoms,Bicknell Bottoms,Bicknell Bottoms,C,2517,11354,UTAH28043,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11354,Bicknell Town Water System,Bicknell,Utah,Wayne,West Colorado River,8/3/2006,Rabbit Valley,08-03-06a,Rabbit Valley,2017,DWRe,1/10/2017 0:00,ADAMCLARK,12/19/2019 0:00,13797.6772,4645163.6,13797.6772,13797.6772,4645163.601,-111.5445844,38.29921702
661,Weber Basin Job Corps,Weber Basin Job Corps,Weber Basin Job Corps,C,268,1291,UTAH06008,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1291, , ,Utah,Davis,Weber River,2/1/2009,East Shore,02-01-09a,East Shore,2019,DWRe,1/10/2017 0:00,ADAMCLARK,10/19/2020 0:00,6168.851371,1630304.059,6168.851371,6168.851371,1630304.059,-111.8972166,41.12716666
662,North Village S.S.D.,North Village Special Service District,North Village SSD,C,2511,11078,UTAH26096,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11078, , ,Utah,Wasatch,Utah Lake,4/1/2007,Provo River Reservoirs,04-01-07a,Provo River Reservoirs,2019,DWRe,1/11/2017 0:00,ADAMCLARK,10/19/2020 0:00,20444.24622,15342235.01,20444.24622,20444.24622,15342235.02,-111.4034636,40.55466733
663,Hideout Town Water System,Hideout Town,Hideout Town Water System,C,2520,11284,UTAH26100,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11284, , ,Utah,Wasatch,Utah Lake,4/1/2007,Provo River Reservoirs,04-01-07a,Provo River Reservoirs,2019,DWRe,1/11/2017 0:00,ADAMCLARK,10/19/2020 0:00,18414.9955,10177519.92,18414.9955,18414.9955,10177519.92,-111.4010531,40.64298246
664,Billy Bethers Water Supply,Billy Bethers Culinary Spring Corporation,Billy Bethers Water Supply,C,2512,11273,UTAH26004,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11273, , ,Utah,Wasatch,Utah Lake,4/1/2007,Provo River Reservoirs,04-01-07a,Provo River Reservoirs,2019,DWRe,1/11/2017 0:00,ADAMCLARK,10/19/2020 0:00,6976.598559,987234.766,6976.598559,6976.598559,987234.7661,-111.3797304,40.46356433
665,Vivian Park Homeowners,Vivian Park Homeowners (Public Works),Vivian Park Homeowners,C,1379,1375,UTAH25096,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1375, , ,Utah,Utah,Utah Lake,4/1/2009,Vivian Park,04-01-09a,Vivian Park,2019,DWRe,1/11/2017 0:00,ADAMCLARK,10/19/2020 0:00,1787.937874,110157.6998,1787.937874,1787.937874,110157.7001,-111.5724415,40.35362706
666,Maple Lake Academy,Maple Lake Academy,Maple Lake Academy,C,2527,11348,UTAH25164,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11348, , ,Utah,Utah,Utah Lake,4/1/2010,Utah Valley,04-01-10d,Spanish Fork,2019,DWRe/DWRi/Supplier,4/14/2020 0:00,ADAMCLARK,10/19/2020 0:00,170.8336254,1819.513428,170.8336254,170.8336254,1819.51345,-111.7106523,40.11903702
667,Eagle`s Landing,Eagle`s Landing,Eagles Landing,C,2526,11339,UTAH25146,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11339, , ,Utah,Utah,Utah Lake,4/1/2003,Soldier Summit,04-01-03a,Soldier Summit,2019,DWRe,1/12/2017 0:00,ADAMCLARK,10/19/2020 0:00,5543.163959,1250310.813,5543.163959,5543.163959,1250310.814,-111.528486,39.87380483
668,Rockland Ranch,"Rockland Ranch, LLC",Rockland Ranch,C,2513,11286,UTAH19077,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11286, , ,Utah,San Juan,Southeast Colorado River,9/1/2005,Cane Spring,09-01-05a,Cane Spring,2019,DWRe/Supplier,4/29/2019 0:00,ADAMCLARK,10/19/2020 0:00,2390.252459,163440.3359,2390.252459,2390.252459,163440.3359,-109.4584517,38.22642579
669,VA Medical Center SLC,VA Medical Center SLC,VA Medical Center SLC,C,2515,11351,UTAH18173,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11351,Metropolitan Water District of Salt Lake and Sandy,MWDSLS,Utah,Salt Lake,Jordan River,3/1/2001,Salt Lake Valley,03-01-01a,Salt Lake Valley,2019,DWRe,1/12/2017 0:00,ADAMCLARK,10/19/2020 0:00,2650.23869,418626.2089,2650.23869,2650.23869,418626.2087,-111.8407261,40.75599575
670,Mountain Valley Water Co.,Mountain Valley Water,Mountain Valley Water Co,C,2516,10017,UTAH18162,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=10017, , ,Utah,Salt Lake,Jordan River,3/1/2001,Salt Lake Valley,03-01-01a,Salt Lake Valley,2019,DWRe,1/30/2017 0:00,ADAMCLARK,10/19/2020 0:00,1399.880086,108849.9578,1399.880086,1399.880086,108849.9576,-111.9265115,40.45091666
671,"Cottonwood Coves, Inc.","Cottonwood Coves, Inc","Cottonwood Coves, Inc.",C,2514,11336,UTAH18172,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11336, , ,Utah,Salt Lake,Jordan River,3/1/2001,Salt Lake Valley,03-01-01a,Salt Lake Valley,2019,DWRe,1/30/2017 0:00,ADAMCLARK,10/19/2020 0:00,1426.542476,107161.2998,1426.542476,1426.542476,107161.2998,-111.8845332,40.67702758
672,Bumblebee Water System,"Bumblebee Water System, Inc.",Bumblebee Water System,C,2508,11383,UTAH11089,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11383, , ,Utah,Iron,Cedar/Beaver,6/2/2002,Cedar,06-02-02a,Cedar,2019,DWRe,1/30/2017 0:00,ADAMCLARK,10/19/2020 0:00,7194.541385,2298129.607,7194.541385,7194.541385,2298129.607,-113.2509306,37.62850671
673,BRWCD - Collinston Water System,Bear River WCD/Collinston,Bear River WCD - Collinston Water System,C,2518,11308,UTAH02079,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11308, , ,Utah,Box Elder,Bear River,1/1/2006,Tremonton,01-01-06a,Tremonton,2019,DWRe,1/30/2017 0:00,ADAMCLARK,10/19/2020 0:00,10391.32182,4092458.665,10391.32182,10391.32182,4092458.666,-112.0917809,41.75999317
674,Vineyard City,Vineyard City,Vineyard City,C,2528,11295,UTAH25168,https://www.waterrights.utah.gov/asp_apps/viewEditPWS/pwsView.asp?SYSTEM_ID=11295, , ,Utah,Utah,Utah Lake,4/1/2010,Utah Valley,04-01-10a,American Fork,2019,DWRe/Supplier,5/21/2020 0:00,ADAMCLARK,10/19/2020 0:00,23133.02328,12696505.48,23133.02328,23133.02328,12696505.48,-111.7506317,40.30763155
675,South Willard Water Co.,South Willard Culinary Water,South Willard,C,54,1238,UTAH02021,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1238, , ,Utah,Box Elder,Weber River,2/1/2009,East Shore,02-01-09a,East Shore,2019,DWRe/Supplier,1/30/2017 0:00,ADAMCLARK,10/19/2020 0:00,17648.75688,6910777.027,17648.75688,17648.75688,6910777.027,-112.033511,41.3651364
676,Granger-Hunter Improvement District,Granger-Hunter Improvement District,Granger-Hunter Improvement District,C,789,1114,UTAH18007,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1114,Jordan Valley Water Conservancy District,JVWCD,Utah,Salt Lake,Jordan River,3/1/2001,Salt Lake Valley,03-01-01a,Salt Lake Valley,2019,Supplier,1/31/2017 0:00,ADAMCLARK,10/19/2020 0:00,40385.82732,64073801.81,40385.82732,40385.82732,64073801.81,-111.992842,40.69639224
677,Summit Water Distribution Co.,Summit Water Distribution Company,Summit Water Distribution,C,1117,1288,UTAH22059,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1288, , ,Utah,Summit,Weber River,2/1/2006,East Canyon,02-01-06a,East Canyon,2019,DWRe/Supplier,3/8/2017 0:00,ADAMCLARK,10/19/2020 0:00,71333.62,44982446.14,71333.62,71333.62,44982446.14,-111.5479921,40.71947337
678,Gorgoza Mutual Water Co.,Gorgoza Mutual Water Company,Gorgoza Mutual Water Co,C,1098,1368,UTAH22030,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1368, , ,Utah,Summit,Weber River,2/1/2006,East Canyon,02-01-06a,East Canyon,2019,Supplier,3/8/2017 0:00,ADAMCLARK,10/19/2020 0:00,13060.69178,6751714.83,13060.69178,13060.69178,6751714.83,-111.5803453,40.7404229
679,Community Water Co.,Community Water Company,Community Water Company,C,1081,1392,UTAH22012,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1392, , ,Utah,Summit,Weber River,2/1/2006,East Canyon,02-01-06a,East Canyon,2018,Supplier,3/16/2017 0:00,ADAMCLARK,10/16/2019 0:00,4864.767905,559839.9741,4864.767905,4864.767905,559839.974,-111.5470755,40.68661681
680,Joes Valley Campground, ,Joes Valley Campground and Admin. Site,NC,364,0,UTAH08014,http://www.waterrights.utah.gov/cgi-bin/wuseview.exe, , ,Utah,Emery,West Colorado River,8/2/2002,Joes Valley,08-02-02a,Joes Valley,0,DWRe,3/17/2017 0:00,ADAMCLARK,5/31/2017 0:00,2965.339535,298456.0459,2965.339536,2965.339536,298456.0462,-111.291664,39.29459112
681,Indian Creek Campground, ,Indian Creek Campground,NC,363,0,UTAH08013,http://www.waterrights.utah.gov/cgi-bin/wuseview.exe, , ,Utah,Emery,West Colorado River,8/2/2002,Joes Valley,08-02-02a,Joes Valley,0,DWRe,3/17/2017 0:00,ADAMCLARK,5/31/2017 0:00,1652.260645,132665.5457,1652.260645,1652.260645,132665.5458,-111.2384252,39.44254135
682,Forks of Huntington Campground, ,Forks of Huntington Campground,NC,362,0,UTAH08012,https://waterlink.utah.gov/deqWater/reports.html?systemId=669, , ,Utah,Emery,West Colorado River,8/2/2001,Huntington Creek,08-02-01a,Huntington,0,DWRe,3/20/2017 0:00,ADAMCLARK,5/31/2017 0:00,1476.196776,37081.5,1476.196776,1476.196776,37081.4997,-111.1621494,39.50134067
683,Old Folks Flat Campground, ,Old Folks Flat Campground,NC,365,0,UTAH08016,https://waterlink.utah.gov/deqWater/reports.html?systemId=1090, , ,Utah,Emery,West Colorado River,8/2/2001,Huntington Creek,08-02-01a,Huntington,0,DWRe,3/20/2017 0:00,ADAMCLARK,5/31/2017 0:00,981.4793496,54362.83948,981.4793496,981.4793496,54362.8392,-111.158996,39.53952634
684,Adelaide Campground, ,Adelaide Campground,NC,662,0,UTAH14007,https://waterlink.utah.gov/deqWater/reports.html?systemId=7, , ,Utah,Millard,Sevier River,5/7/2000,Fillmore,05-07-00a,Fillmore,2009,DWRe,3/20/2017 0:00,ADAMCLARK,5/31/2017 0:00,1214.032718,47118.60278,1214.032718,1214.032718,47118.6029,-112.363367,38.75307503
685,Maple Grove Campground, ,Maple Grove Campground,NC,2499,0,UTAH14017,https://waterlink.utah.gov/deqWater/reports.html?systemId=922, , ,Utah,Millard,Sevier River,5/2/2002,Scipio,05-02-02a,Scipio,0,DWRe,3/20/2017 0:00,ADAMCLARK,5/31/2017 0:00,1483.948256,117967.4178,1483.948256,1483.948256,117967.4178,-112.0901281,39.01659959
686,Oak Creek Campground, ,Oak Creek Campground,NC,673,0,UTAH14019,https://waterlink.utah.gov/deqWater/reports.html?systemId=1073, , ,Utah,Millard,Sevier River,5/2/2003,Fool Creek,05-02-03a,Fool Creek,0,DWRe,3/20/2017 0:00,ADAMCLARK,5/31/2017 0:00,1731.646339,63788.36206,1731.646339,1731.646339,63788.362,-112.2640406,39.3509984
687,Fremont Indian Museum, ,Fremont Indian Museum,NC,1064,0,UTAH21048,https://waterlink.utah.gov/deqWater/reports.html?systemId=681, , ,Utah,Sevier,Sevier River,5/4/2001,Marysvale,05-04-01a,Marysvale,0,DWRe,3/20/2017 0:00,ADAMCLARK,5/31/2017 0:00,679.2336761,30536.05273,679.2336761,679.2336761,30536.05285,-112.3347617,38.57757449
688,Fremont Indian State Park Campground, ,Fremont Indian Sam Stowe Camp,NC,2424,0,UTAH21056,https://waterlink.utah.gov/deqWater/reports.html?systemId=1753, , ,Utah,Sevier,Sevier River,5/4/2001,Marysvale,05-04-01a,Marysvale,0,DWRe,3/20/2017 0:00,ADAMCLARK,5/31/2017 0:00,914.4661246,36154.3396,914.4661246,914.4661246,36154.3398,-112.3208293,38.5807435
689,Gooseberry Campground, ,Mammoth Gs - Gooseberry Campground,NC,1063,0,UTAH20024,https://waterlink.utah.gov/deqWater/reports.html?systemId=909, , ,Utah,Sevier,Sevier River,5/3/2000,Sevier Bridge,05-03-00a,Sevier Bridge,0,DWRe,3/20/2017 0:00,ADAMCLARK,5/31/2017 0:00,813.5724518,39581.97473,813.5724518,813.5724518,39581.97455,-111.6854213,38.80295345
690,Frying Pan Campground, ,Frying Pan and Piute Campgrounds,NC,1045,0,UTAH21023,https://waterlink.utah.gov/deqWater/reports.html?systemId=689, , ,Utah,Sevier,West Colorado River,8/3/2005,Fremont River,08-03-05a,Fremont,0,DWRe,3/20/2017 0:00,ADAMCLARK,5/31/2017 0:00,809.1993983,48533.04553,809.1993983,809.1993983,48533.0455,-111.678802,38.60904065
691,Bowery Spring Campground, ,Bowery Spring Campground,NP,1043,0,UTAH21021,https://waterlink.utah.gov/deqWater/reports.html?systemId=168, , ,Utah,Sevier,West Colorado River,8/3/2005,Fremont River,08-03-05a,Fremont,0,DWRe,3/20/2017 0:00,ADAMCLARK,7/22/2020 0:00,1383.723968,112693.6617,1383.723968,1383.723968,112693.6616,-111.7098053,38.56102675
692,Twin Oaks Bowery Campground, ,Twin Creeks-Bowery Campground,NC,2425,0,UTAH21053,https://waterlink.utah.gov/deqWater/reports.html?systemId=1049, , ,Utah,Sevier,West Colorado River,8/3/2005,Fremont River,08-03-05a,Fremont,0,DWRe,3/20/2017 0:00,ADAMCLARK,7/22/2020 0:00,786.9337021,39398.71375,786.9337021,786.9337021,39398.7139,-111.7147959,38.55835726
693,Twin Creeks Campground, ,Twin Creeks Campground,NP,1047,0,UTAH21027,https://waterlink.utah.gov/deqWater/reports.html?systemId=1559, , ,Utah,Sevier,West Colorado River,8/3/2005,Fremont River,08-03-05a,Fremont,0,DWRe,3/20/2017 0:00,ADAMCLARK,5/31/2017 0:00,924.1403243,55102.27576,924.1403243,924.1403243,55102.27545,-111.7245707,38.55000857
694,Doctor Creek Campground, ,Doctor Creek Campground,NC,1044,0,UTAH21022,https://waterlink.utah.gov/deqWater/reports.html?systemId=556, , ,Utah,Sevier,West Colorado River,8/3/2005,Fremont River,08-03-05a,Fremont,0,DWRe,3/20/2017 0:00,ADAMCLARK,5/31/2017 0:00,1012.123203,32784.76672,1012.123203,1012.123203,32784.7666,-111.7444312,38.52766792
695,Ferron Reservoir Campground, ,Ferron Reservoir Campground,NC,983,0,UTAH20017,https://waterlink.utah.gov/deqWater/reports.html?systemId=647, , ,Utah,Sanpete,West Colorado River,8/2/2003,Ferron Creek,08-02-03a,Ferron Creek,0,DWRe,3/20/2017 0:00,ADAMCLARK,5/31/2017 0:00,952.7025144,56079.771,952.7025144,952.7025144,56079.77075,-111.4557592,39.14262888
696,Twelve Mile Flat Campground, ,Twelve Mile Flat Campground,NC,990,0,UTAH20033,https://waterlink.utah.gov/deqWater/reports.html?systemId=1558, , ,Utah,Sanpete,Sevier River,5/1/2000,Gunnison,05-01-00a,Gunnison,0,DWRe,3/20/2017 0:00,ADAMCLARK,5/31/2017 0:00,942.3815742,55499.50232,942.3815742,942.3815742,55499.5023,-111.4882538,39.12296542
697,Lake Hill Campground, ,Lake Hill Campground,NC,985,0,UTAH20022,https://waterlink.utah.gov/deqWater/reports.html?systemId=343, , ,Utah,Sanpete,Sevier River,5/1/2000,Gunnison,05-01-00a,Gunnison,0,DWRe,3/20/2017 0:00,ADAMCLARK,5/31/2017 0:00,772.0102109,30316.12659,772.0102109,772.0102109,30316.12675,-111.4987151,39.32726594
698,Spring City Campground, ,Spring City Campground,NP,989,0,UTAH20031,https://waterlink.utah.gov/deqWater/reports.html?systemId=1405, , ,Utah,Sanpete,Sevier River,5/1/2000,Gunnison,05-01-00a,Gunnison,0,DWRe,3/20/2017 0:00,ADAMCLARK,5/31/2017 0:00,1211.368753,60836.54688,1211.368753,1211.368753,60836.5468,-111.4214968,39.44252064
699,Mountain Dell Scout Ranch, ,Mountain Dell Scout Ranch,NC,2420,0,UTAH20066,https://waterlink.utah.gov/deqWater/reports.html?systemId=1002, , ,Utah,Sanpete,Sevier River,5/1/2000,Gunnison,05-01-00a,Gunnison,0,DWRe,3/21/2017 0:00,ADAMCLARK,5/31/2017 0:00,2639.328565,297689.9811,2639.328565,2639.328565,297689.9808,-111.3845137,39.50138565
700,Manti Community Campground, ,Manti Community Campground,NC,987,0,UTAH20025,https://waterlink.utah.gov/deqWater/reports.html?systemId=916, , ,Utah,Sanpete,Sevier River,5/1/2000,Gunnison,05-01-00a,Gunnison,0,DWRe,3/21/2017 0:00,ADAMCLARK,5/31/2017 0:00,1242.396491,85428.67322,1242.396491,1242.396491,85428.67315,-111.6287917,39.27606009
701,Painted Rock Campground, ,Painted Rock Campground,NC,2421,0,UTAH20074,https://waterlink.utah.gov/deqWater/reports.html?systemId=1726, , ,Utah,Sanpete,Sevier River,5/3/2000,Sevier Bridge,05-03-00a,Sevier Bridge,0,DWRe,3/21/2017 0:00,ADAMCLARK,5/31/2017 0:00,1999.446087,163305.3671,1999.446087,1999.446087,163305.3672,-111.9433817,39.35325402
702,Chicken Creek Campground, ,Chicken Creek Campground,NP,589,0,UTAH12008,https://waterlink.utah.gov/deqWater/reports.html?systemId=319, , ,Utah,Juab,Sevier River,5/2/2001,Levan,05-02-01a,Levan,0,DWRe,3/21/2017 0:00,ADAMCLARK,5/31/2017 0:00,859.530284,30206.27124,859.530284,859.530284,30206.2713,-111.7742263,39.53060274
703,Ponderosa Campground, ,Ponderosa Campground,NC,590,0,UTAH12010,https://waterlink.utah.gov/deqWater/reports.html?systemId=1198, , ,Utah,Juab,Utah Lake,4/1/2001,Salt Creek,04-01-01a,Salt Creek,0,DWRe,3/21/2017 0:00,ADAMCLARK,5/31/2017 0:00,1575.00939,58667.26025,1575.00939,1575.00939,58667.2599,-111.714476,39.76841122
704,Bear Canyon Campground, ,Bear Canyon Picnic Area,NP,588,0,UTAH12007,https://waterlink.utah.gov/deqWater/reports.html?systemId=94, , ,Utah,Juab,Utah Lake,4/1/2001,Salt Creek,04-01-01a,Salt Creek,0,DWRe,3/21/2017 0:00,ADAMCLARK,5/31/2017 0:00,647.3137179,24802.0752,647.3137179,647.3137179,24802.07545,-111.7306762,39.7875454
705,Flat Canyon Campground, ,Flat Canyon Campground,NC,984,0,UTAH20018,https://waterlink.utah.gov/deqWater/reports.html?systemId=660, , ,Utah,Sanpete,West Colorado River,8/2/2001,Huntington Creek,08-02-01a,Huntington,0,DWRe,3/21/2017 0:00,ADAMCLARK,5/31/2017 0:00,966.1527132,52658.32764,966.1527132,966.1527132,52658.328,-111.2600549,39.64576916
706,Green River Campground, ,Dinosaur NM - Green River Campground,NC,2175,0,UTAH24031,https://waterlink.utah.gov/deqWater/reports.html?systemId=552, , ,Utah,Uintah,Uintah,7/1/2007,Vermillion/Yampa Creek,07-01-07a,Vermillion/Yampa Creek,0,DWRe,3/21/2017 0:00,ADAMCLARK,5/31/2017 0:00,1614.499778,97544.1355,1614.499778,1614.499778,97544.13565,-109.2439604,40.42136421
707,Dinosaur National Monument - Split Mountain Campground, ,Dinosaur NM - Split Mtn Campground,NC,2176,0,UTAH24033,https://waterlink.utah.gov/deqWater/reports.html?systemId=553, , ,Utah,Uintah,Uintah,7/1/2007,Vermillion/Yampa Creek,07-01-07a,Vermillion/Yampa Creek,0,DWRe,3/21/2017 0:00,ADAMCLARK,5/31/2017 0:00,1101.199686,49067.65137,1101.199686,1101.199686,49067.65165,-109.2529024,40.44395156
708,Iron Springs Campground, ,Iron Springs Campground,NC,1266,0,UTAH24016,https://waterlink.utah.gov/deqWater/reports.html?systemId=849, , ,Utah,Uintah,Uintah,7/2/2002,Big Brush Creek,07-02-02a,Big Brush Creek,0,DWRe,3/21/2017 0:00,ADAMCLARK,5/31/2017 0:00,740.6273015,30329.73535,740.6273015,740.6273015,30329.7354,-109.5575012,40.70190036
709,East Park Campground, ,East Park Campground,NP,1265,0,UTAH24015,https://waterlink.utah.gov/deqWater/reports.html?systemId=593, , ,Utah,Uintah,Uintah,7/2/2002,Big Brush Creek,07-02-02a,Big Brush Creek,0,DWRe,3/21/2017 0:00,ADAMCLARK,5/31/2017 0:00,1341.547331,65167.22534,1341.547331,1341.547331,65167.22555,-109.5533398,40.78349412
710,Whiterocks Campground, ,Whiterocks Campground,NP,1267,0,UTAH24017,https://waterlink.utah.gov/deqWater/reports.html?systemId=1673, , ,Utah,Uintah,Uintah,7/3/2012,Whiterocks River,07-03-12a,Whiterocks River,0,DWRe,3/21/2017 0:00,ADAMCLARK,5/31/2017 0:00,1385.690374,95627.34033,1385.690374,1385.690374,95627.33995,-109.9433735,40.62053164
711,Bridge Hollow Campground, ,Bridge Hollow Campground,NC,256,0,UTAH05039,https://waterlink.utah.gov/deqWater/reports.html?systemId=174, , ,Utah,Daggett,Uintah,7/1/2006,Crouse Creek,07-01-06a,Crouse Creek,0,DWRe,3/21/2017 0:00,ADAMCLARK,5/31/2017 0:00,843.2788279,34603.35425,843.2788279,843.2788279,34603.3546,-109.1701427,40.89892984
712,Indian Crossing Campground, ,Indian Crossing Campground,NC,257,0,UTAH05040,https://waterlink.utah.gov/deqWater/reports.html?systemId=838, , ,Utah,Daggett,Uintah,7/1/2006,Crouse Creek,07-01-06a,Crouse Creek,0,DWRe,3/21/2017 0:00,ADAMCLARK,5/31/2017 0:00,1158.910045,86306.8999,1158.910045,1158.910045,86306.90005,-109.1835766,40.8977373
713,Little Hole Boat Ramp & Campground, ,Little Hole Campground,NC,242,0,UTAH05020,https://waterlink.utah.gov/deqWater/reports.html?systemId=424, , ,Utah,Daggett,Uintah,7/1/2005,Flaming Gorge Reservoir,07-01-05a,Flaming Gorge Reservoir,0,DWRe,3/21/2017 0:00,ADAMCLARK,5/31/2017 0:00,1035.196308,49942.66016,1035.196308,1035.196308,49942.6607,-109.313125,40.91134628
714,Red Springs/Lodgepole Campground, ,Red Springs - Lodgepole Campground,NC,246,0,UTAH05026,https://waterlink.utah.gov/deqWater/reports.html?systemId=1234, , ,Utah,Daggett,Uintah,7/1/2005,Flaming Gorge Reservoir,07-01-05a,Flaming Gorge Reservoir,0,DWRe,3/21/2017 0:00,ADAMCLARK,5/31/2017 0:00,1714.541215,85777.56592,1714.541215,1714.541215,85777.56505,-109.4665806,40.81082252
715,Bowery Haven Resort, ,Bowery Haven Resort,NC,1050,0,UTAH21031,https://waterlink.utah.gov/deqWater/reports.html?systemId=167, , ,Utah,Sevier,West Colorado River,8/3/2005,Fremont River,08-03-05a,Fremont,0,DWRe,3/28/2017 0:00,ADAMCLARK,5/31/2017 0:00,1141.853864,60873.91907,1141.853864,1141.853864,60873.9193,-111.7052751,38.56364314
716,Lake View Subdivision HOA, ,Lake View Subdivision,NC,2426,0,UTAH21036,https://waterlink.utah.gov/deqWater/reports.html?systemId=388, , ,Utah,Sevier,West Colorado River,8/3/2005,Fremont River,08-03-05a,Fremont,0,DWRe,3/28/2017 0:00,ADAMCLARK,5/31/2017 0:00,2097.143666,243426.535,2097.143666,2097.143666,243426.5353,-111.7314462,38.54664069
717,Lakeside Resort, ,Lakeside Resort,NP,1054,0,UTAH21035,https://waterlink.utah.gov/deqWater/reports.html?systemId=393, , ,Utah,Sevier,West Colorado River,8/3/2005,Fremont River,08-03-05a,Fremont,0,DWRe,3/28/2017 0:00,ADAMCLARK,5/31/2017 0:00,1488.004141,79518.15979,1488.004141,1488.004141,79518.1597,-111.738821,38.53399218
718,Fish Lake Lodge, ,Fish Lake Lodge,NC,1052,0,UTAH21033,https://waterlink.utah.gov/deqWater/reports.html?systemId=654, , ,Utah,Sevier,West Colorado River,8/3/2005,Fremont River,08-03-05a,Fremont,0,DWRe,3/28/2017 0:00,ADAMCLARK,5/31/2017 0:00,1152.939342,58233.60193,1152.939342,1152.939342,58233.60215,-111.7247758,38.54743516
719,Canyon Fuel Co. LLC - Sufco Mine,"Canyon Fuel Company, LLC - Sufco Mine","Canyon Fuel Company, LLC",NTNC,2423,2609,UTAH21020,https://www.waterrights.utah.gov/asp_apps/viewEditIND/indView.asp?SYSTEM_ID=2609, , ,Utah,Sevier,West Colorado River,8/3/2003,Emery,08-03-03a,Emery,0,DWRe,3/29/2017 0:00,ADAMCLARK,7/22/2020 0:00,1270.513921,91496.5459,1270.513921,1270.513921,91496.54575,-111.4170431,38.9136016
720,Piute-Sevier/Deer Creek WC, ,Piute-Sevier-DeerCreek WC,NC,1049,0,UTAH21029,https://waterlink.utah.gov/deqWater/reports.html?systemId=1188, , ,Utah,Sevier,Sevier River,5/4/2001,Marysvale,05-04-01a,Marysvale,0,DWRe,3/29/2017 0:00,ADAMCLARK,5/31/2017 0:00,955.6761699,40569.76855,955.6761699,955.6761699,40569.76845,-112.2657455,38.51681535
