"Year","CategoryC","CategoryD","HR","CategoryA","KAcreFt"
2004,"Conveyance Return Flow to Developed Supply (Other DAUCO within PA)","MW18A","South Lahontan","Managed Wetlands",0
2004,"Conveyance Return Flow to Developed Supply (Other PA)","MW18B","South Lahontan","Managed Wetlands",0
2004,"Conveyance Return Flow to Developed Supply (Other Region)","MW18C","South Lahontan","Managed Wetlands",0
2004,"Conveyance Seepage","MW19","South Lahontan","Managed Wetlands",0
2004,"Evapotranspiration of Applied Water","MW2","South Lahontan","Managed Wetlands",0
2004,"Conveyance Deep Percolation","MW20","South Lahontan","Managed Wetlands",0
2004,"Conveyance Deep Percolation to Salt Sink","MW21","South Lahontan","Managed Wetlands",0
2004,"Deep Percolation of Applied Water","MW3","South Lahontan","Managed Wetlands",0
2004,"Deep Percolation of Applied Water to Salt Sink","MW4","South Lahontan","Managed Wetlands",0
2004,"Deep Percolation of Groundwater Recharge","MW5","South Lahontan","Managed Wetlands",0
2004,"Reuse of Return Flows within DAUCO","MW6","South Lahontan","Managed Wetlands",0
2004,"Return Flow to Oregon","MW7A","South Lahontan","Managed Wetlands",0
2004,"Return Flow to Nevada","MW7B","South Lahontan","Managed Wetlands",0
2004,"Return Flow to Mexico","MW7C","South Lahontan","Managed Wetlands",0
2004,"Deep Percolation to Oregon","MW7D","South Lahontan","Managed Wetlands",0
2004,"Deep Percolation to Nevada","MW7E","South Lahontan","Managed Wetlands",0
2004,"Deep Percolation to Mexico","MW7F","South Lahontan","Managed Wetlands",0
2004,"Return Flow to Salt Sink","MW8A","South Lahontan","Managed Wetlands",0
2004,"Return Flow for Delta Outflow","MW8B","South Lahontan","Managed Wetlands",0
2004,"Return Flow to Developed Supply (Other DAUCO within PA)","MW9A","South Lahontan","Managed Wetlands",0
2004,"Return Flow to Developed Supply (Other PA)","MW9B","South Lahontan","Managed Wetlands",0
2004,"Return Flow to Developed Supply (Other Region)","MW9C","South Lahontan","Managed Wetlands",0
2004,"Return Flow to Carryover Storage for Next Water Year within DAU","MW9D","South Lahontan","Managed Wetlands",0
2004,"Net Water Use (Applied Water - Reuse)","NW1MW","South Lahontan","Managed Wetlands",0
2004,"Conveyance Net Water Use (Applied Water - Reuse)","NW1MWC","South Lahontan","Managed Wetlands",0
2004,"Net Water Use (ETAW + Flow/Salt Sink + Outflow)","NW2MW","South Lahontan","Managed Wetlands",0
2004,"Conveyance Net Water Use (ETAW + Flow/Salt Sink + Outflow)","NW2MWC","South Lahontan","Managed Wetlands",0
2004,"Applied Water Use","AWURDO","South Lahontan","Required Delta Outflow",0
2004,"Depletion","DEPRDO","South Lahontan","Required Delta Outflow",0
2004,"Net Water Use (Applied Water - Reuse)","NW1RDO","South Lahontan","Required Delta Outflow",0
2004,"Net Water Use (ETAW + Flow/Salt Sink + Outflow)","NW2RDO","South Lahontan","Required Delta Outflow",0
2004,"Applied Water","RDO1","South Lahontan","Required Delta Outflow",0
2004,"Return Flow for Delta Outflow","RDO2","South Lahontan","Required Delta Outflow",0
2004,"Applied Water Use","AWUURB","South Lahontan","Urban",273.1
2004,"Conveyance Applied Water Use","AWUURBC","South Lahontan","Urban",4.8
2004,"Depletion","DEPURB","South Lahontan","Urban",111.8
2004,"Conveyance Depletion","DEPURBC","South Lahontan","Urban",4.8
2004,"Net Water Use (Applied Water - Reuse)","NW1URB","South Lahontan","Urban",111.1
2004,"Conveyance Net Water Use (Applied Water - Reuse)","NW1URBC","South Lahontan","Urban",4.8
2004,"Net Water Use (ETAW + Flow/Salt Sink + Outflow)","NW2URB","South Lahontan","Urban",111.8
2004,"Conveyance Net Water Use (ETAW + Flow/Salt Sink + Outflow)","NW2URBC","South Lahontan","Urban",4.8
2004,"Applied Water - Residential - Single Family Interior","URB1","South Lahontan","Urban",29.9
2004,"Evapotranspiration of Applied Water","URB10","South Lahontan","Urban",90.1
2004,"Evaporation and Evapotranspiration of Groundwater Recharge","URB11","South Lahontan","Urban",0
2004,"Deep Percolation of Applied Water","URB12","South Lahontan","Urban",94
2004,"Deep Percolation of Applied Water to Salt Sink","URB13","South Lahontan","Urban",0
2004,"Deep Percolation of Groundwater Recharge","URB14","South Lahontan","Urban",15.8
2004,"Reuse of Return Flows within DAUCO","URB15A","South Lahontan","Urban",9.2
2004,"Urban - Wastewater Recycling","URB15B","South Lahontan","Urban",6
2004,"Urban - Desalination","URB15C","South Lahontan","Urban",0
2004,"Evaporation and Evapotranspiration of Wastewater","URB16","South Lahontan","Urban",0
2004,"Return Flow to Oregon","URB17A","South Lahontan","Urban",0
2004,"Return Flow to Nevada","URB17B","South Lahontan","Urban",0
2004,"Return Flow to Mexico","URB17C","South Lahontan","Urban",0
2004,"Deep Percolation to Oregon","URB17D","South Lahontan","Urban",0
2004,"Deep Percolation to Nevada","URB17E","South Lahontan","Urban",0
2004,"Deep Percolation to Mexico","URB17F","South Lahontan","Urban",0
2004,"Return Flow to Salt Sink","URB18A","South Lahontan","Urban",21.7
2004,"Return Flow for Delta Outflow","URB18B","South Lahontan","Urban",0
2004,"Return Flow to Developed Supply (Other DAUCO within PA)","URB19A","South Lahontan","Urban",37
2004,"Return Flow to Developed Supply (Other PA)","URB19B","South Lahontan","Urban",0
2004,"Return Flow to Developed Supply (Other Region)","URB19C","South Lahontan","Urban",0
2004,"Return Flow to Carryover Storage for Next Water Year within DAU","URB19D","South Lahontan","Urban",0
2004,"Applied Water - Residential - Single Family Exterior","URB2","South Lahontan","Urban",170.5
2004,"Return Flows Evaporation and Evapotranspiration","URB20","South Lahontan","Urban",0
2004,"Conveyance Evaporation and ETAW","URB25","South Lahontan","Urban",4.8
2004,"Conveyance Return Flow to Oregon","URB26A","South Lahontan","Urban",0
2004,"Conveyance Return Flow to Nevada","URB26B","South Lahontan","Urban",0
2004,"Conveyance Return Flow to Mexico","URB26C","South Lahontan","Urban",0
2004,"Conveyance Deep Percolation to Oregon","URB26D","South Lahontan","Urban",0
2004,"Conveyance Deep Percolation to Nevada","URB26E","South Lahontan","Urban",0
2004,"Conveyance Deep Percolation to Mexico","URB26F","South Lahontan","Urban",0
2004,"Conveyance Return Flows to Salt Sink","URB27A","South Lahontan","Urban",0
2004,"Conveyance Return Flow for Delta Outflow","URB27B","South Lahontan","Urban",0
2004,"Conveyance Return Flow to Developed Supply (Other DAUCO within PA)","URB28A","South Lahontan","Urban",0
2004,"Conveyance Return Flow to Developed Supply (Other PA)","URB28B","South Lahontan","Urban",0
2004,"Conveyance Return Flow to Developed Supply (Other Region)","URB28C","South Lahontan","Urban",0
2004,"Conveyance Seepage","URB29","South Lahontan","Urban",0
2004,"Applied Water - Residential - Multi Family Interior","URB3","South Lahontan","Urban",3
2004,"Conveyance Deep Percolation","URB30","South Lahontan","Urban",0
2004,"Conveyance Deep Percolation to Salt Sink","URB31","South Lahontan","Urban",0
2004,"Applied Water - Residential - Multi Family Exterior","URB4","South Lahontan","Urban",16.1
2004,"Applied Water - Commercial Use","URB5","South Lahontan","Urban",11.6
2004,"Applied Water - Industrial Use","URB6","South Lahontan","Urban",1.7
2004,"Applied Water - Urban Large Landscape","URB7","South Lahontan","Urban",18.2
2004,"Applied Water - Energy Production","URB8","South Lahontan","Urban",6.3
2004,"Applied Water - Groundwater","URB9","South Lahontan","Urban",15.8
2004,"Applied Water Use","AWUWSR","South Lahontan","Wild and Scenic River",0
2004,"Depletion","DEPWSR","South Lahontan","Wild and Scenic River",0
2004,"Net Water Use (Applied Water - Reuse)","NW1WSR","South Lahontan","Wild and Scenic River",0
2004,"Net Water Use (ETAW + Flow/Salt Sink + Outflow)","NW2WSR","South Lahontan","Wild and Scenic River",0
2004,"Applied Water","WSR1","South Lahontan","Wild and Scenic River",0
2004,"Reuse of Return Flows within DAUCO","WSR2","South Lahontan","Wild and Scenic River",0
2004,"Return Flow to Salt Sink","WSR3A","South Lahontan","Wild and Scenic River",0
2004,"Return Flow to Oregon - Mexico - Nevada","WSR3B","South Lahontan","Wild and Scenic River",0
2004,"Return Flow for Delta Outflow","WSR3C","South Lahontan","Wild and Scenic River",0
2004,"Return Flow to Developed Supply (Other DAUCO within PA)","WSR4A","South Lahontan","Wild and Scenic River",0
2004,"Return Flow to Developed Supply (Other PA)","WSR4B","South Lahontan","Wild and Scenic River",0
2004,"Return Flow to Developed Supply (Other Region)","WSR4C","South Lahontan","Wild and Scenic River",0
2004,"Applied Water","AG1","Tulare Lake","Agriculture",10500.3
2004,"Return Flow to Salt Sink","AG10A","Tulare Lake","Agriculture",0
2004,"Return Flow for Delta Outflow","AG10B","Tulare Lake","Agriculture",0
2004,"Return Flow to Developed Supply (Other DAUCO within PA)","AG11A","Tulare Lake","Agriculture",0
2004,"Return Flow to Developed Supply (Other PA)","AG11B","Tulare Lake","Agriculture",0
2004,"Return Flow to Developed Supply (Other Region)","AG11C","Tulare Lake","Agriculture",0
2004,"Return Flow to Carryover Storage for Next Water Year within DAU","AG11D","Tulare Lake","Agriculture",0
2004,"Return Flows Evaporation and Evapotranspiration","AG12","Tulare Lake","Agriculture",0
2004,"Conveyance Evaporation and ETAW","AG17","Tulare Lake","Agriculture",171.5
2004,"Conveyance Return Flow to Oregon","AG18A","Tulare Lake","Agriculture",0
2004,"Conveyance Return Flow to Nevada","AG18B","Tulare Lake","Agriculture",0
2004,"Conveyance Return Flow to Mexico","AG18C","Tulare Lake","Agriculture",0
2004,"Conveyance Deep Percolation to Oregon","AG18D","Tulare Lake","Agriculture",0
2004,"Conveyance Deep Percolation to Nevada","AG18E","Tulare Lake","Agriculture",0
2004,"Conveyance Deep Percolation to Mexico","AG18F","Tulare Lake","Agriculture",0
2004,"Conveyance Return Flows to Salt Sink","AG19A","Tulare Lake","Agriculture",0
2004,"Conveyance Return Flow for Delta Outflow","AG19B","Tulare Lake","Agriculture",0
2004,"Applied Water - Groundwater Recharge","AG2","Tulare Lake","Agriculture",159
2004,"Conveyance Return Flow to Developed Supply (Other DAUCO within PA)","AG20A","Tulare Lake","Agriculture",0
2004,"Conveyance Return Flow to Developed Supply (Other PA)","AG20B","Tulare Lake","Agriculture",0
2004,"Conveyance Return Flow to Developed Supply (Other Region)","AG20C","Tulare Lake","Agriculture",0
2004,"Conveyance Seepage","AG21","Tulare Lake","Agriculture",0
2004,"Conveyance Deep Percolation","AG22","Tulare Lake","Agriculture",174.7
2004,"Conveyance Deep Percolation to Salt Sink","AG23","Tulare Lake","Agriculture",0
2004,"Evapotranspiration of Applied Water","AG3","Tulare Lake","Agriculture",7678.3
2004,"Evaporation and Evapotranspiration of Groundwater Recharge","AG4","Tulare Lake","Agriculture",3.1
2004,"Deep Percolation of Applied Water","AG5","Tulare Lake","Agriculture",2364.9
2004,"Deep Percolation of Applied Water to Salt Sink","AG6","Tulare Lake","Agriculture",457
2004,"Deep Percolation of Groundwater Recharge","AG7","Tulare Lake","Agriculture",156
2004,"Reuse of Return Flows within DAUCO","AG8","Tulare Lake","Agriculture",0
2004,"Return Flow to Oregon","AG9A","Tulare Lake","Agriculture",0
2004,"Return Flow to Nevada","AG9B","Tulare Lake","Agriculture",0
2004,"Return Flow to Mexico","AG9C","Tulare Lake","Agriculture",0
2004,"Deep Percolation to Oregon","AG9D","Tulare Lake","Agriculture",0
2004,"Deep Percolation to Nevada","AG9E","Tulare Lake","Agriculture",0
2004,"Deep Percolation to Mexico","AG9F","Tulare Lake","Agriculture",0
2004,"Applied Water Use","AWUAG","Tulare Lake","Agriculture",10659.3
2004,"Conveyance Applied Water Use","AWUAGC","Tulare Lake","Agriculture",346.2
2004,"Depletion","DEPAG","Tulare Lake","Agriculture",8138.4
2004,"Conveyance Depletion","DEPAGC","Tulare Lake","Agriculture",171.5
2004,"Net Water Use (Applied Water - Reuse)","NW1AG","Tulare Lake","Agriculture",8138.4
2004,"Conveyance Net Water Use (Applied Water - Reuse)","NW1AGC","Tulare Lake","Agriculture",171.5
2004,"Net Water Use (ETAW + Flow/Salt Sink + Outflow)","NW2AG","Tulare Lake","Agriculture",8138.4
2004,"Conveyance Net Water Use (ETAW + Flow/Salt Sink + Outflow)","NW2AGC","Tulare Lake","Agriculture",171.5
2004,"Applied Water Use","AWUIFR","Tulare Lake","Instream Flow Requirements",0
2004,"Depletion","DEPIFR","Tulare Lake","Instream Flow Requirements",0
2004,"Applied Water","IFR1","Tulare Lake","Instream Flow Requirements",0
2004,"Reuse of Return Flows within DAUCO","IFR2","Tulare Lake","Instream Flow Requirements",0
2004,"Return Flow to Salt Sink","IFR3A","Tulare Lake","Instream Flow Requirements",0
2004,"Return Flow to Oregon - Mexico - Nevada","IFR3B","Tulare Lake","Instream Flow Requirements",0
2004,"Return Flow for Delta Outflow","IFR3C","Tulare Lake","Instream Flow Requirements",0
2004,"Return Flow to Developed Supply (Other DAUCO within PA)","IFR4A","Tulare Lake","Instream Flow Requirements",0
2004,"Return Flow to Developed Supply (Other PA)","IFR4B","Tulare Lake","Instream Flow Requirements",0
2004,"Return Flow to Developed Supply (Other Region)","IFR4C","Tulare Lake","Instream Flow Requirements",0
2004,"Net Water Use (Applied Water - Reuse)","NW1IFR","Tulare Lake","Instream Flow Requirements",0
2004,"Net Water Use (ETAW + Flow/Salt Sink + Outflow)","NW2IFR","Tulare Lake","Instream Flow Requirements",0
2004,"Applied Water Use","AWUMW","Tulare Lake","Managed Wetlands",124.1
2004,"Conveyance Applied Water Use","AWUMWC","Tulare Lake","Managed Wetlands",0
2004,"Depletion","DEPMW","Tulare Lake","Managed Wetlands",65.8
2004,"Conveyance Depletion","DEPMWC","Tulare Lake","Managed Wetlands",0
2004,"Applied Water","MW1","Tulare Lake","Managed Wetlands",124.1
2004,"Return Flows Evaporation and Evapotranspiration","MW10","Tulare Lake","Managed Wetlands",0
2004,"Conveyance Evaporation and ETAW","MW15","Tulare Lake","Managed Wetlands",0
2004,"Conveyance Return Flow to Oregon","MW16A","Tulare Lake","Managed Wetlands",0
2004,"Conveyance Return Flow to Nevada","MW16B","Tulare Lake","Managed Wetlands",0
2004,"Conveyance Return Flow to Mexico","MW16C","Tulare Lake","Managed Wetlands",0
2004,"Conveyance Deep Percolation to Oregon","MW16D","Tulare Lake","Managed Wetlands",0
2004,"Conveyance Deep Percolation to Nevada","MW16E","Tulare Lake","Managed Wetlands",0
2004,"Conveyance Deep Percolation to Mexico","MW16F","Tulare Lake","Managed Wetlands",0
2004,"Conveyance Return Flows to Salt Sink","MW17A","Tulare Lake","Managed Wetlands",0
2004,"Conveyance Return Flow for Delta Outflow","MW17B","Tulare Lake","Managed Wetlands",0
2004,"Conveyance Return Flow to Developed Supply (Other DAUCO within PA)","MW18A","Tulare Lake","Managed Wetlands",0
2004,"Conveyance Return Flow to Developed Supply (Other PA)","MW18B","Tulare Lake","Managed Wetlands",0
2004,"Conveyance Return Flow to Developed Supply (Other Region)","MW18C","Tulare Lake","Managed Wetlands",0
2004,"Conveyance Seepage","MW19","Tulare Lake","Managed Wetlands",0
2004,"Evapotranspiration of Applied Water","MW2","Tulare Lake","Managed Wetlands",65.8
2004,"Conveyance Deep Percolation","MW20","Tulare Lake","Managed Wetlands",0
2004,"Conveyance Deep Percolation to Salt Sink","MW21","Tulare Lake","Managed Wetlands",0
2004,"Deep Percolation of Applied Water","MW3","Tulare Lake","Managed Wetlands",19.2
2004,"Deep Percolation of Applied Water to Salt Sink","MW4","Tulare Lake","Managed Wetlands",0
2004,"Deep Percolation of Groundwater Recharge","MW5","Tulare Lake","Managed Wetlands",0
2004,"Reuse of Return Flows within DAUCO","MW6","Tulare Lake","Managed Wetlands",0
2004,"Return Flow to Oregon","MW7A","Tulare Lake","Managed Wetlands",0
2004,"Return Flow to Nevada","MW7B","Tulare Lake","Managed Wetlands",0
2004,"Return Flow to Mexico","MW7C","Tulare Lake","Managed Wetlands",0
2004,"Deep Percolation to Oregon","MW7D","Tulare Lake","Managed Wetlands",0
2004,"Deep Percolation to Nevada","MW7E","Tulare Lake","Managed Wetlands",0
2004,"Deep Percolation to Mexico","MW7F","Tulare Lake","Managed Wetlands",0
2004,"Return Flow to Salt Sink","MW8A","Tulare Lake","Managed Wetlands",0
2004,"Return Flow for Delta Outflow","MW8B","Tulare Lake","Managed Wetlands",0
2004,"Return Flow to Developed Supply (Other DAUCO within PA)","MW9A","Tulare Lake","Managed Wetlands",0
2004,"Return Flow to Developed Supply (Other PA)","MW9B","Tulare Lake","Managed Wetlands",39.1
2004,"Return Flow to Developed Supply (Other Region)","MW9C","Tulare Lake","Managed Wetlands",0
2004,"Return Flow to Carryover Storage for Next Water Year within DAU","MW9D","Tulare Lake","Managed Wetlands",0
2004,"Net Water Use (Applied Water - Reuse)","NW1MW","Tulare Lake","Managed Wetlands",65.8
2004,"Conveyance Net Water Use (Applied Water - Reuse)","NW1MWC","Tulare Lake","Managed Wetlands",0
2004,"Net Water Use (ETAW + Flow/Salt Sink + Outflow)","NW2MW","Tulare Lake","Managed Wetlands",65.8
2004,"Conveyance Net Water Use (ETAW + Flow/Salt Sink + Outflow)","NW2MWC","Tulare Lake","Managed Wetlands",0
2004,"Applied Water Use","AWURDO","Tulare Lake","Required Delta Outflow",0
2004,"Depletion","DEPRDO","Tulare Lake","Required Delta Outflow",0
2004,"Net Water Use (Applied Water - Reuse)","NW1RDO","Tulare Lake","Required Delta Outflow",0
2004,"Net Water Use (ETAW + Flow/Salt Sink + Outflow)","NW2RDO","Tulare Lake","Required Delta Outflow",0
2004,"Applied Water","RDO1","Tulare Lake","Required Delta Outflow",0
2004,"Return Flow for Delta Outflow","RDO2","Tulare Lake","Required Delta Outflow",0
2004,"Applied Water Use","AWUURB","Tulare Lake","Urban",830.9
2004,"Conveyance Applied Water Use","AWUURBC","Tulare Lake","Urban",16.1
2004,"Depletion","DEPURB","Tulare Lake","Urban",286.5
2004,"Conveyance Depletion","DEPURBC","Tulare Lake","Urban",16.1
2004,"Net Water Use (Applied Water - Reuse)","NW1URB","Tulare Lake","Urban",286.5
2004,"Conveyance Net Water Use (Applied Water - Reuse)","NW1URBC","Tulare Lake","Urban",16.1
2004,"Net Water Use (ETAW + Flow/Salt Sink + Outflow)","NW2URB","Tulare Lake","Urban",286.5
2004,"Conveyance Net Water Use (ETAW + Flow/Salt Sink + Outflow)","NW2URBC","Tulare Lake","Urban",16.1
2004,"Applied Water - Residential - Single Family Interior","URB1","Tulare Lake","Urban",156.8
2004,"Evapotranspiration of Applied Water","URB10","Tulare Lake","Urban",286.5
2004,"Evaporation and Evapotranspiration of Groundwater Recharge","URB11","Tulare Lake","Urban",0
2004,"Deep Percolation of Applied Water","URB12","Tulare Lake","Urban",456
2004,"Deep Percolation of Applied Water to Salt Sink","URB13","Tulare Lake","Urban",0
2004,"Deep Percolation of Groundwater Recharge","URB14","Tulare Lake","Urban",11.9
2004,"Reuse of Return Flows within DAUCO","URB15A","Tulare Lake","Urban",76.5
2004,"Urban - Wastewater Recycling","URB15B","Tulare Lake","Urban",0
2004,"Urban - Desalination","URB15C","Tulare Lake","Urban",0
2004,"Evaporation and Evapotranspiration of Wastewater","URB16","Tulare Lake","Urban",0
2004,"Return Flow to Oregon","URB17A","Tulare Lake","Urban",0
2004,"Return Flow to Nevada","URB17B","Tulare Lake","Urban",0
2004,"Return Flow to Mexico","URB17C","Tulare Lake","Urban",0
2004,"Deep Percolation to Oregon","URB17D","Tulare Lake","Urban",0
2004,"Deep Percolation to Nevada","URB17E","Tulare Lake","Urban",0
2004,"Deep Percolation to Mexico","URB17F","Tulare Lake","Urban",0
2004,"Return Flow to Salt Sink","URB18A","Tulare Lake","Urban",0
2004,"Return Flow for Delta Outflow","URB18B","Tulare Lake","Urban",0
2004,"Return Flow to Developed Supply (Other DAUCO within PA)","URB19A","Tulare Lake","Urban",0
2004,"Return Flow to Developed Supply (Other PA)","URB19B","Tulare Lake","Urban",0
2004,"Return Flow to Developed Supply (Other Region)","URB19C","Tulare Lake","Urban",0
2004,"Return Flow to Carryover Storage for Next Water Year within DAU","URB19D","Tulare Lake","Urban",0
2004,"Applied Water - Residential - Single Family Exterior","URB2","Tulare Lake","Urban",236.8
2004,"Return Flows Evaporation and Evapotranspiration","URB20","Tulare Lake","Urban",0
2004,"Conveyance Evaporation and ETAW","URB25","Tulare Lake","Urban",16.1
2004,"Conveyance Return Flow to Oregon","URB26A","Tulare Lake","Urban",0
2004,"Conveyance Return Flow to Nevada","URB26B","Tulare Lake","Urban",0
2004,"Conveyance Return Flow to Mexico","URB26C","Tulare Lake","Urban",0
2004,"Conveyance Deep Percolation to Oregon","URB26D","Tulare Lake","Urban",0
2004,"Conveyance Deep Percolation to Nevada","URB26E","Tulare Lake","Urban",0
2004,"Conveyance Deep Percolation to Mexico","URB26F","Tulare Lake","Urban",0
2004,"Conveyance Return Flows to Salt Sink","URB27A","Tulare Lake","Urban",0
2004,"Conveyance Return Flow for Delta Outflow","URB27B","Tulare Lake","Urban",0
2004,"Conveyance Return Flow to Developed Supply (Other DAUCO within PA)","URB28A","Tulare Lake","Urban",0
2004,"Conveyance Return Flow to Developed Supply (Other PA)","URB28B","Tulare Lake","Urban",0
2004,"Conveyance Return Flow to Developed Supply (Other Region)","URB28C","Tulare Lake","Urban",0
2004,"Conveyance Seepage","URB29","Tulare Lake","Urban",0
2004,"Applied Water - Residential - Multi Family Interior","URB3","Tulare Lake","Urban",163.8
2004,"Conveyance Deep Percolation","URB30","Tulare Lake","Urban",0
2004,"Conveyance Deep Percolation to Salt Sink","URB31","Tulare Lake","Urban",0
2004,"Applied Water - Residential - Multi Family Exterior","URB4","Tulare Lake","Urban",98
2004,"Applied Water - Commercial Use","URB5","Tulare Lake","Urban",57.3
2004,"Applied Water - Industrial Use","URB6","Tulare Lake","Urban",82
2004,"Applied Water - Urban Large Landscape","URB7","Tulare Lake","Urban",24.5
2004,"Applied Water - Energy Production","URB8","Tulare Lake","Urban",0
2004,"Applied Water - Groundwater","URB9","Tulare Lake","Urban",11.7
2004,"Applied Water Use","AWUWSR","Tulare Lake","Wild and Scenic River",1098.6
2004,"Depletion","DEPWSR","Tulare Lake","Wild and Scenic River",0
2004,"Net Water Use (Applied Water - Reuse)","NW1WSR","Tulare Lake","Wild and Scenic River",0
2004,"Net Water Use (ETAW + Flow/Salt Sink + Outflow)","NW2WSR","Tulare Lake","Wild and Scenic River",0
2004,"Applied Water","WSR1","Tulare Lake","Wild and Scenic River",1098.6
2004,"Reuse of Return Flows within DAUCO","WSR2","Tulare Lake","Wild and Scenic River",1098.6
2004,"Return Flow to Salt Sink","WSR3A","Tulare Lake","Wild and Scenic River",0
2004,"Return Flow to Oregon - Mexico - Nevada","WSR3B","Tulare Lake","Wild and Scenic River",0
2004,"Return Flow for Delta Outflow","WSR3C","Tulare Lake","Wild and Scenic River",0
2004,"Return Flow to Developed Supply (Other DAUCO within PA)","WSR4A","Tulare Lake","Wild and Scenic River",0
2004,"Return Flow to Developed Supply (Other PA)","WSR4B","Tulare Lake","Wild and Scenic River",0
2004,"Return Flow to Developed Supply (Other Region)","WSR4C","Tulare Lake","Wild and Scenic River",0
2004,"Colorado River Deliveries - Agriculture","SPL11A","Central Coast","Agriculture",0
2004,"State Water Project Deliveries - Agriculture","SPL12A","Central Coast","Agriculture",0
2004,"Central Valley Project - Base Deliveries - Agriculture","SPL13A","Central Coast","Agriculture",0
2004,"Central Valley Project - Project Deliveries - Agriculture","SPL14A","Central Coast","Agriculture",57.9
2004,"Other Federal Deliveries - Agriculture","SPL15A","Central Coast","Agriculture",30.1
2004,"Ocean Desalination - Agriculture","SPL16A","Central Coast","Agriculture",0
2004,"Water from Refineries - Agriculture","SPL17A","Central Coast","Agriculture",0
2004,"Water Transfers - Regional - Agriculture","SPL18A","Central Coast","Agriculture",0
2004,"Inter-basin Water Transfers - Agriculture","SPL19A","Central Coast","Agriculture",0
2004,"Local Supplies - Agriculture","SPL1A","Central Coast","Agriculture",57.4
2004,"Return Flow from Other DAUCO within PA - Agriculture","SPL2A1","Central Coast","Agriculture",0.4
2004,"Return Flow from Other PA - Agriculture","SPL2B1","Central Coast","Agriculture",0
2004,"Return Flow from Other Region - Agriculture","SPL2C1","Central Coast","Agriculture",0
2004,"Return Flow to Carryover Storage within DAU from Previous WY - Agriculture","SPL2D1","Central Coast","Agriculture",0
2004,"Local Imports - Agriculture","SPL3A","Central Coast","Agriculture",0
2004,"Groundwater Extraction - Unadjudicated - Agriculture","SPL4A","Central Coast","Agriculture",1108.9
2004,"Groundwater Extraction - Adjudicated - Agriculture","SPL5A","Central Coast","Agriculture",0
2004,"Groundwater Extraction - Banked - Agriculture","SPL6A","Central Coast","Agriculture",0
2004,"Colorado River Deliveries - Instream Flow Requirements","SPL11D","Central Coast","Instream Flow Requirements",0
2004,"State Water Project Deliveries - Instream Flow Requirements","SPL12D","Central Coast","Instream Flow Requirements",0
2004,"Central Valley Project - Base Deliveries - Instream Flow Requirements","SPL13D","Central Coast","Instream Flow Requirements",0
2004,"Central Valley Project - Project Deliveries - Instream Flow Requirements","SPL14D","Central Coast","Instream Flow Requirements",0
2004,"Other Federal Deliveries - Instream Flow Requirements","SPL15D","Central Coast","Instream Flow Requirements",0
2004,"Ocean Desalination - Instream Flow Requirements","SPL16D","Central Coast","Instream Flow Requirements",0
2004,"Water from Refineries - Instream Flow Requirements","SPL17D","Central Coast","Instream Flow Requirements",0
2004,"Water Transfers - Regional - Instream Flow Requirements","SPL18D","Central Coast","Instream Flow Requirements",0
2004,"Inter-basin Water Transfers - Instream Flow Requirements","SPL19D","Central Coast","Instream Flow Requirements",0
2004,"Local Supplies - Instream Flow Requirements","SPL1D","Central Coast","Instream Flow Requirements",15.6
2004,"Return Flow from Other DAUCO within PA - Instream Flow Requirements","SPL2A4","Central Coast","Instream Flow Requirements",0
2004,"Return Flow from Other PA - Instream Flow Requirements","SPL2B4","Central Coast","Instream Flow Requirements",4.6
2004,"Return Flow from Other Region - Instream Flow Requirements","SPL2C4","Central Coast","Instream Flow Requirements",0
2004,"Local Imports - Instream Flow Requirements","SPL3D","Central Coast","Instream Flow Requirements",0
2004,"Groundwater Extraction - Unadjudicated - Instream Flow Requirements","SPL4D","Central Coast","Instream Flow Requirements",0
2004,"Groundwater Extraction - Adjudicated - Instream Flow Requirements","SPL5D","Central Coast","Instream Flow Requirements",0
2004,"Groundwater Extraction - Banked - Instream Flow Requirements","SPL6D","Central Coast","Instream Flow Requirements",0
2004,"Colorado River Deliveries - Managed Wetlands","SPL11B","Central Coast","Managed Wetlands",0
2004,"State Water Project Deliveries - Managed Wetlands","SPL12B","Central Coast","Managed Wetlands",0
2004,"Central Valley Project - Base Deliveries - Managed Wetlands","SPL13B","Central Coast","Managed Wetlands",0
2004,"Central Valley Project - Project Deliveries - Managed Wetlands","SPL14B","Central Coast","Managed Wetlands",0
2004,"Other Federal Deliveries - Managed Wetlands","SPL15B","Central Coast","Managed Wetlands",0
2004,"Ocean Desalination - Managed Wetlands","SPL16B","Central Coast","Managed Wetlands",0
2004,"Water from Refineries - Managed Wetlands","SPL17B","Central Coast","Managed Wetlands",0
2004,"Water Transfers - Regional - Managed Wetlands","SPL18B","Central Coast","Managed Wetlands",0
2004,"Inter-basin Water Transfers - Managed Wetlands","SPL19B","Central Coast","Managed Wetlands",0
2004,"Local Supplies - Managed Wetlands","SPL1B","Central Coast","Managed Wetlands",0.4
2004,"Return Flow from Other DAUCO within PA - Managed Wetlands","SPL2A2","Central Coast","Managed Wetlands",0
2004,"Return Flow from Other PA - Managed Wetlands","SPL2B2","Central Coast","Managed Wetlands",0
2004,"Return Flow from Other Region - Managed Wetlands","SPL2C2","Central Coast","Managed Wetlands",0
2004,"Return Flow to Carryover Storage within DAU from Previous WY - Managed Wetlands","SPL2D2","Central Coast","Managed Wetlands",0
2004,"Local Imports - Managed Wetlands","SPL3B","Central Coast","Managed Wetlands",0
