"Year","CategoryC","CategoryD","PA","CategoryA","KAcreFt"
2012,"Return Flow to Developed Supply (Other DAUCO within PA)","WSR4A",704,"Wild and Scenic River",0
2012,"Return Flow to Developed Supply (Other PA)","WSR4B",704,"Wild and Scenic River",0
2012,"Return Flow to Developed Supply (Other Region)","WSR4C",704,"Wild and Scenic River",0
2012,"Applied Water","AG1",705,"Agriculture",1138.7
2012,"Return Flow to Salt Sink","AG10A",705,"Agriculture",0
2012,"Return Flow for Delta Outflow","AG10B",705,"Agriculture",0
2012,"Return Flow to Developed Supply (Other DAUCO within PA)","AG11A",705,"Agriculture",0
2012,"Return Flow to Developed Supply (Other PA)","AG11B",705,"Agriculture",0
2012,"Return Flow to Developed Supply (Other Region)","AG11C",705,"Agriculture",0
2012,"Return Flow to Carryover Storage for Next Water Year within DAU","AG11D",705,"Agriculture",0
2012,"Return Flows Evaporation and Evapotranspiration","AG12",705,"Agriculture",0
2012,"Conveyance Evaporation and ETAW","AG17",705,"Agriculture",17.7
2012,"Conveyance Return Flow to Oregon","AG18A",705,"Agriculture",0
2012,"Conveyance Return Flow to Nevada","AG18B",705,"Agriculture",0
2012,"Conveyance Return Flow to Mexico","AG18C",705,"Agriculture",0
2012,"Conveyance Deep Percolation to Oregon","AG18D",705,"Agriculture",0
2012,"Conveyance Deep Percolation to Nevada","AG18E",705,"Agriculture",0
2012,"Conveyance Deep Percolation to Mexico","AG18F",705,"Agriculture",0
2012,"Conveyance Return Flows to Salt Sink","AG19A",705,"Agriculture",0
2012,"Conveyance Return Flow for Delta Outflow","AG19B",705,"Agriculture",0
2012,"Applied Water - Groundwater Recharge","AG2",705,"Agriculture",0
2012,"Conveyance Return Flow to Developed Supply (Other DAUCO within PA)","AG20A",705,"Agriculture",0
2012,"Conveyance Return Flow to Developed Supply (Other PA)","AG20B",705,"Agriculture",0
2012,"Conveyance Return Flow to Developed Supply (Other Region)","AG20C",705,"Agriculture",0
2012,"Conveyance Seepage","AG21",705,"Agriculture",0
2012,"Conveyance Deep Percolation","AG22",705,"Agriculture",20.7
2012,"Conveyance Deep Percolation to Salt Sink","AG23",705,"Agriculture",0
2012,"Evapotranspiration of Applied Water","AG3",705,"Agriculture",944
2012,"Evaporation and Evapotranspiration of Groundwater Recharge","AG4",705,"Agriculture",0
2012,"Deep Percolation of Applied Water","AG5",705,"Agriculture",194.7
2012,"Deep Percolation of Applied Water to Salt Sink","AG6",705,"Agriculture",0
2012,"Deep Percolation of Groundwater Recharge","AG7",705,"Agriculture",0
2012,"Reuse of Return Flows within DAUCO","AG8",705,"Agriculture",0
2012,"Return Flow to Oregon","AG9A",705,"Agriculture",0
2012,"Return Flow to Nevada","AG9B",705,"Agriculture",0
2012,"Return Flow to Mexico","AG9C",705,"Agriculture",0
2012,"Deep Percolation to Oregon","AG9D",705,"Agriculture",0
2012,"Deep Percolation to Nevada","AG9E",705,"Agriculture",0
2012,"Deep Percolation to Mexico","AG9F",705,"Agriculture",0
2012,"Applied Water Use","AWUAG",705,"Agriculture",1138.7
2012,"Conveyance Applied Water Use","AWUAGC",705,"Agriculture",38.4
2012,"Depletion","DEPAG",705,"Agriculture",944
2012,"Conveyance Depletion","DEPAGC",705,"Agriculture",17.7
2012,"Net Water Use (Applied Water - Reuse)","NW1AG",705,"Agriculture",944
2012,"Conveyance Net Water Use (Applied Water - Reuse)","NW1AGC",705,"Agriculture",17.7
2012,"Net Water Use (ETAW + Flow/Salt Sink + Outflow)","NW2AG",705,"Agriculture",944
2012,"Conveyance Net Water Use (ETAW + Flow/Salt Sink + Outflow)","NW2AGC",705,"Agriculture",17.7
2012,"Applied Water Use","AWUIFR",705,"Instream Flow Requirements",1.7
2012,"Depletion","DEPIFR",705,"Instream Flow Requirements",0
2012,"Applied Water","IFR1",705,"Instream Flow Requirements",1.7
2012,"Reuse of Return Flows within DAUCO","IFR2",705,"Instream Flow Requirements",1.7
2012,"Return Flow to Salt Sink","IFR3A",705,"Instream Flow Requirements",0
2012,"Return Flow to Oregon - Mexico - Nevada","IFR3B",705,"Instream Flow Requirements",0
2012,"Return Flow for Delta Outflow","IFR3C",705,"Instream Flow Requirements",0
2012,"Return Flow to Developed Supply (Other DAUCO within PA)","IFR4A",705,"Instream Flow Requirements",0
2012,"Return Flow to Developed Supply (Other PA)","IFR4B",705,"Instream Flow Requirements",0
2012,"Return Flow to Developed Supply (Other Region)","IFR4C",705,"Instream Flow Requirements",0
2012,"Net Water Use (Applied Water - Reuse)","NW1IFR",705,"Instream Flow Requirements",0
2012,"Net Water Use (ETAW + Flow/Salt Sink + Outflow)","NW2IFR",705,"Instream Flow Requirements",0
2012,"Applied Water Use","AWUMW",705,"Managed Wetlands",0
2012,"Conveyance Applied Water Use","AWUMWC",705,"Managed Wetlands",0
2012,"Depletion","DEPMW",705,"Managed Wetlands",0
2012,"Conveyance Depletion","DEPMWC",705,"Managed Wetlands",0
2012,"Applied Water","MW1",705,"Managed Wetlands",0
2012,"Return Flows Evaporation and Evapotranspiration","MW10",705,"Managed Wetlands",0
2012,"Conveyance Evaporation and ETAW","MW15",705,"Managed Wetlands",0
2012,"Conveyance Return Flow to Oregon","MW16A",705,"Managed Wetlands",0
2012,"Conveyance Return Flow to Nevada","MW16B",705,"Managed Wetlands",0
2012,"Conveyance Return Flow to Mexico","MW16C",705,"Managed Wetlands",0
2012,"Conveyance Deep Percolation to Oregon","MW16D",705,"Managed Wetlands",0
2012,"Conveyance Deep Percolation to Nevada","MW16E",705,"Managed Wetlands",0
2012,"Conveyance Deep Percolation to Mexico","MW16F",705,"Managed Wetlands",0
2012,"Conveyance Return Flows to Salt Sink","MW17A",705,"Managed Wetlands",0
2012,"Conveyance Return Flow for Delta Outflow","MW17B",705,"Managed Wetlands",0
2012,"Conveyance Return Flow to Developed Supply (Other DAUCO within PA)","MW18A",705,"Managed Wetlands",0
2012,"Conveyance Return Flow to Developed Supply (Other PA)","MW18B",705,"Managed Wetlands",0
2012,"Conveyance Return Flow to Developed Supply (Other Region)","MW18C",705,"Managed Wetlands",0
2012,"Conveyance Seepage","MW19",705,"Managed Wetlands",0
2012,"Evapotranspiration of Applied Water","MW2",705,"Managed Wetlands",0
2012,"Conveyance Deep Percolation","MW20",705,"Managed Wetlands",0
2012,"Conveyance Deep Percolation to Salt Sink","MW21",705,"Managed Wetlands",0
2012,"Deep Percolation of Applied Water","MW3",705,"Managed Wetlands",0
2012,"Deep Percolation of Applied Water to Salt Sink","MW4",705,"Managed Wetlands",0
2012,"Deep Percolation of Groundwater Recharge","MW5",705,"Managed Wetlands",0
2012,"Reuse of Return Flows within DAUCO","MW6",705,"Managed Wetlands",0
2012,"Return Flow to Oregon","MW7A",705,"Managed Wetlands",0
2012,"Return Flow to Nevada","MW7B",705,"Managed Wetlands",0
2012,"Return Flow to Mexico","MW7C",705,"Managed Wetlands",0
2012,"Deep Percolation to Oregon","MW7D",705,"Managed Wetlands",0
2012,"Deep Percolation to Nevada","MW7E",705,"Managed Wetlands",0
2012,"Deep Percolation to Mexico","MW7F",705,"Managed Wetlands",0
2012,"Return Flow to Salt Sink","MW8A",705,"Managed Wetlands",0
2012,"Return Flow for Delta Outflow","MW8B",705,"Managed Wetlands",0
2012,"Return Flow to Developed Supply (Other DAUCO within PA)","MW9A",705,"Managed Wetlands",0
2012,"Return Flow to Developed Supply (Other PA)","MW9B",705,"Managed Wetlands",0
2012,"Return Flow to Developed Supply (Other Region)","MW9C",705,"Managed Wetlands",0
2012,"Return Flow to Carryover Storage for Next Water Year within DAU","MW9D",705,"Managed Wetlands",0
2012,"Net Water Use (Applied Water - Reuse)","NW1MW",705,"Managed Wetlands",0
2012,"Conveyance Net Water Use (Applied Water - Reuse)","NW1MWC",705,"Managed Wetlands",0
2012,"Net Water Use (ETAW + Flow/Salt Sink + Outflow)","NW2MW",705,"Managed Wetlands",0
2012,"Conveyance Net Water Use (ETAW + Flow/Salt Sink + Outflow)","NW2MWC",705,"Managed Wetlands",0
2012,"Applied Water Use","AWURDO",705,"Required Delta Outflow",0
2012,"Depletion","DEPRDO",705,"Required Delta Outflow",0
2012,"Net Water Use (Applied Water - Reuse)","NW1RDO",705,"Required Delta Outflow",0
2012,"Net Water Use (ETAW + Flow/Salt Sink + Outflow)","NW2RDO",705,"Required Delta Outflow",0
2012,"Applied Water","RDO1",705,"Required Delta Outflow",0
2012,"Return Flow for Delta Outflow","RDO2",705,"Required Delta Outflow",0
2012,"Applied Water Use","AWUURB",705,"Urban",46
2012,"Conveyance Applied Water Use","AWUURBC",705,"Urban",0
2012,"Depletion","DEPURB",705,"Urban",16
2012,"Conveyance Depletion","DEPURBC",705,"Urban",0
2012,"Net Water Use (Applied Water - Reuse)","NW1URB",705,"Urban",16
2012,"Conveyance Net Water Use (Applied Water - Reuse)","NW1URBC",705,"Urban",0
2012,"Net Water Use (ETAW + Flow/Salt Sink + Outflow)","NW2URB",705,"Urban",16
2012,"Conveyance Net Water Use (ETAW + Flow/Salt Sink + Outflow)","NW2URBC",705,"Urban",0
2012,"Applied Water - Residential - Single Family Interior","URB1",705,"Urban",9.1
2012,"Evapotranspiration of Applied Water","URB10",705,"Urban",16
2012,"Evaporation and Evapotranspiration of Groundwater Recharge","URB11",705,"Urban",0
2012,"Deep Percolation of Applied Water","URB12",705,"Urban",28.9
2012,"Deep Percolation of Applied Water to Salt Sink","URB13",705,"Urban",0
2012,"Deep Percolation of Groundwater Recharge","URB14",705,"Urban",0
2012,"Reuse of Return Flows within DAUCO","URB15A",705,"Urban",1.1
2012,"Urban - Wastewater Recycling","URB15B",705,"Urban",0
2012,"Urban - Desalination","URB15C",705,"Urban",0
2012,"Evaporation and Evapotranspiration of Wastewater","URB16",705,"Urban",0
2012,"Return Flow to Oregon","URB17A",705,"Urban",0
2012,"Return Flow to Nevada","URB17B",705,"Urban",0
2012,"Return Flow to Mexico","URB17C",705,"Urban",0
2012,"Deep Percolation to Oregon","URB17D",705,"Urban",0
2012,"Deep Percolation to Nevada","URB17E",705,"Urban",0
2012,"Deep Percolation to Mexico","URB17F",705,"Urban",0
2012,"Return Flow to Salt Sink","URB18A",705,"Urban",0
2012,"Return Flow for Delta Outflow","URB18B",705,"Urban",0
2012,"Return Flow to Developed Supply (Other DAUCO within PA)","URB19A",705,"Urban",0
2012,"Return Flow to Developed Supply (Other PA)","URB19B",705,"Urban",0
2012,"Return Flow to Developed Supply (Other Region)","URB19C",705,"Urban",0
2012,"Return Flow to Carryover Storage for Next Water Year within DAU","URB19D",705,"Urban",0
2012,"Applied Water - Residential - Single Family Exterior","URB2",705,"Urban",13.3
2012,"Return Flows Evaporation and Evapotranspiration","URB20",705,"Urban",0
2012,"Conveyance Evaporation and ETAW","URB25",705,"Urban",0
2012,"Conveyance Return Flow to Oregon","URB26A",705,"Urban",0
2012,"Conveyance Return Flow to Nevada","URB26B",705,"Urban",0
2012,"Conveyance Return Flow to Mexico","URB26C",705,"Urban",0
2012,"Conveyance Deep Percolation to Oregon","URB26D",705,"Urban",0
2012,"Conveyance Deep Percolation to Nevada","URB26E",705,"Urban",0
2012,"Conveyance Deep Percolation to Mexico","URB26F",705,"Urban",0
2012,"Conveyance Return Flows to Salt Sink","URB27A",705,"Urban",0
2012,"Conveyance Return Flow for Delta Outflow","URB27B",705,"Urban",0
2012,"Conveyance Return Flow to Developed Supply (Other DAUCO within PA)","URB28A",705,"Urban",0
2012,"Conveyance Return Flow to Developed Supply (Other PA)","URB28B",705,"Urban",0
2012,"Conveyance Return Flow to Developed Supply (Other Region)","URB28C",705,"Urban",0
2012,"Conveyance Seepage","URB29",705,"Urban",0
2012,"Applied Water - Residential - Multi Family Interior","URB3",705,"Urban",9.3
2012,"Conveyance Deep Percolation","URB30",705,"Urban",0
2012,"Conveyance Deep Percolation to Salt Sink","URB31",705,"Urban",0
2012,"Applied Water - Residential - Multi Family Exterior","URB4",705,"Urban",5.5
2012,"Applied Water - Commercial Use","URB5",705,"Urban",3.1
2012,"Applied Water - Industrial Use","URB6",705,"Urban",4.5
2012,"Applied Water - Urban Large Landscape","URB7",705,"Urban",1.2
2012,"Applied Water - Energy Production","URB8",705,"Urban",0
2012,"Applied Water - Groundwater","URB9",705,"Urban",0
2012,"Applied Water Use","AWUWSR",705,"Wild and Scenic River",0
2012,"Depletion","DEPWSR",705,"Wild and Scenic River",0
2012,"Net Water Use (Applied Water - Reuse)","NW1WSR",705,"Wild and Scenic River",0
2012,"Net Water Use (ETAW + Flow/Salt Sink + Outflow)","NW2WSR",705,"Wild and Scenic River",0
2012,"Applied Water","WSR1",705,"Wild and Scenic River",0
2012,"Reuse of Return Flows within DAUCO","WSR2",705,"Wild and Scenic River",0
2012,"Return Flow to Salt Sink","WSR3A",705,"Wild and Scenic River",0
2012,"Return Flow to Oregon - Mexico - Nevada","WSR3B",705,"Wild and Scenic River",0
2012,"Return Flow for Delta Outflow","WSR3C",705,"Wild and Scenic River",0
2012,"Return Flow to Developed Supply (Other DAUCO within PA)","WSR4A",705,"Wild and Scenic River",0
2012,"Return Flow to Developed Supply (Other PA)","WSR4B",705,"Wild and Scenic River",0
2012,"Return Flow to Developed Supply (Other Region)","WSR4C",705,"Wild and Scenic River",0
2012,"Applied Water","AG1",706,"Agriculture",2585
2012,"Return Flow to Salt Sink","AG10A",706,"Agriculture",0
2012,"Return Flow for Delta Outflow","AG10B",706,"Agriculture",0
2012,"Return Flow to Developed Supply (Other DAUCO within PA)","AG11A",706,"Agriculture",0
2012,"Return Flow to Developed Supply (Other PA)","AG11B",706,"Agriculture",0
2012,"Return Flow to Developed Supply (Other Region)","AG11C",706,"Agriculture",0
2012,"Return Flow to Carryover Storage for Next Water Year within DAU","AG11D",706,"Agriculture",0
2012,"Return Flows Evaporation and Evapotranspiration","AG12",706,"Agriculture",0
2012,"Conveyance Evaporation and ETAW","AG17",706,"Agriculture",33.9
2012,"Conveyance Return Flow to Oregon","AG18A",706,"Agriculture",0
2012,"Conveyance Return Flow to Nevada","AG18B",706,"Agriculture",0
2012,"Conveyance Return Flow to Mexico","AG18C",706,"Agriculture",0
2012,"Conveyance Deep Percolation to Oregon","AG18D",706,"Agriculture",0
2012,"Conveyance Deep Percolation to Nevada","AG18E",706,"Agriculture",0
2012,"Conveyance Deep Percolation to Mexico","AG18F",706,"Agriculture",0
2012,"Conveyance Return Flows to Salt Sink","AG19A",706,"Agriculture",0
2012,"Conveyance Return Flow for Delta Outflow","AG19B",706,"Agriculture",0
2012,"Applied Water - Groundwater Recharge","AG2",706,"Agriculture",0
2012,"Conveyance Return Flow to Developed Supply (Other DAUCO within PA)","AG20A",706,"Agriculture",0
2012,"Conveyance Return Flow to Developed Supply (Other PA)","AG20B",706,"Agriculture",0
2012,"Conveyance Return Flow to Developed Supply (Other Region)","AG20C",706,"Agriculture",0
2012,"Conveyance Seepage","AG21",706,"Agriculture",0
2012,"Conveyance Deep Percolation","AG22",706,"Agriculture",39.4
2012,"Conveyance Deep Percolation to Salt Sink","AG23",706,"Agriculture",0
2012,"Evapotranspiration of Applied Water","AG3",706,"Agriculture",2119.7
2012,"Evaporation and Evapotranspiration of Groundwater Recharge","AG4",706,"Agriculture",0
2012,"Deep Percolation of Applied Water","AG5",706,"Agriculture",453.1
2012,"Deep Percolation of Applied Water to Salt Sink","AG6",706,"Agriculture",12.2
2012,"Deep Percolation of Groundwater Recharge","AG7",706,"Agriculture",0
2012,"Reuse of Return Flows within DAUCO","AG8",706,"Agriculture",0
2012,"Return Flow to Oregon","AG9A",706,"Agriculture",0
2012,"Return Flow to Nevada","AG9B",706,"Agriculture",0
2012,"Return Flow to Mexico","AG9C",706,"Agriculture",0
2012,"Deep Percolation to Oregon","AG9D",706,"Agriculture",0
2012,"Deep Percolation to Nevada","AG9E",706,"Agriculture",0
2012,"Deep Percolation to Mexico","AG9F",706,"Agriculture",0
2012,"Applied Water Use","AWUAG",706,"Agriculture",2585
2012,"Conveyance Applied Water Use","AWUAGC",706,"Agriculture",73.3
2012,"Depletion","DEPAG",706,"Agriculture",2131.9
2012,"Conveyance Depletion","DEPAGC",706,"Agriculture",33.9
2012,"Net Water Use (Applied Water - Reuse)","NW1AG",706,"Agriculture",2131.9
2012,"Conveyance Net Water Use (Applied Water - Reuse)","NW1AGC",706,"Agriculture",33.9
2012,"Net Water Use (ETAW + Flow/Salt Sink + Outflow)","NW2AG",706,"Agriculture",2131.9
2012,"Conveyance Net Water Use (ETAW + Flow/Salt Sink + Outflow)","NW2AGC",706,"Agriculture",33.9
2012,"Applied Water Use","AWUIFR",706,"Instream Flow Requirements",0
2012,"Depletion","DEPIFR",706,"Instream Flow Requirements",0
2012,"Applied Water","IFR1",706,"Instream Flow Requirements",0
2012,"Reuse of Return Flows within DAUCO","IFR2",706,"Instream Flow Requirements",0
2012,"Return Flow to Salt Sink","IFR3A",706,"Instream Flow Requirements",0
2012,"Return Flow to Oregon - Mexico - Nevada","IFR3B",706,"Instream Flow Requirements",0
2012,"Return Flow for Delta Outflow","IFR3C",706,"Instream Flow Requirements",0
2012,"Return Flow to Developed Supply (Other DAUCO within PA)","IFR4A",706,"Instream Flow Requirements",0
2012,"Return Flow to Developed Supply (Other PA)","IFR4B",706,"Instream Flow Requirements",0
2012,"Return Flow to Developed Supply (Other Region)","IFR4C",706,"Instream Flow Requirements",0
2012,"Net Water Use (Applied Water - Reuse)","NW1IFR",706,"Instream Flow Requirements",0
2012,"Net Water Use (ETAW + Flow/Salt Sink + Outflow)","NW2IFR",706,"Instream Flow Requirements",0
2012,"Applied Water Use","AWUMW",706,"Managed Wetlands",3.4
2012,"Conveyance Applied Water Use","AWUMWC",706,"Managed Wetlands",0
2012,"Depletion","DEPMW",706,"Managed Wetlands",1.2
2012,"Conveyance Depletion","DEPMWC",706,"Managed Wetlands",0
2012,"Applied Water","MW1",706,"Managed Wetlands",3.4
2012,"Return Flows Evaporation and Evapotranspiration","MW10",706,"Managed Wetlands",0
2012,"Conveyance Evaporation and ETAW","MW15",706,"Managed Wetlands",0
2012,"Conveyance Return Flow to Oregon","MW16A",706,"Managed Wetlands",0
2012,"Conveyance Return Flow to Nevada","MW16B",706,"Managed Wetlands",0
2012,"Conveyance Return Flow to Mexico","MW16C",706,"Managed Wetlands",0
2012,"Conveyance Deep Percolation to Oregon","MW16D",706,"Managed Wetlands",0
2012,"Conveyance Deep Percolation to Nevada","MW16E",706,"Managed Wetlands",0
2012,"Conveyance Deep Percolation to Mexico","MW16F",706,"Managed Wetlands",0
2012,"Conveyance Return Flows to Salt Sink","MW17A",706,"Managed Wetlands",0
2012,"Conveyance Return Flow for Delta Outflow","MW17B",706,"Managed Wetlands",0
2012,"Conveyance Return Flow to Developed Supply (Other DAUCO within PA)","MW18A",706,"Managed Wetlands",0
2012,"Conveyance Return Flow to Developed Supply (Other PA)","MW18B",706,"Managed Wetlands",0
2012,"Conveyance Return Flow to Developed Supply (Other Region)","MW18C",706,"Managed Wetlands",0
2012,"Conveyance Seepage","MW19",706,"Managed Wetlands",0
2012,"Evapotranspiration of Applied Water","MW2",706,"Managed Wetlands",1.2
2012,"Conveyance Deep Percolation","MW20",706,"Managed Wetlands",0
2012,"Conveyance Deep Percolation to Salt Sink","MW21",706,"Managed Wetlands",0
2012,"Deep Percolation of Applied Water","MW3",706,"Managed Wetlands",2.2
2012,"Deep Percolation of Applied Water to Salt Sink","MW4",706,"Managed Wetlands",0
2012,"Deep Percolation of Groundwater Recharge","MW5",706,"Managed Wetlands",0
2012,"Reuse of Return Flows within DAUCO","MW6",706,"Managed Wetlands",0
2012,"Return Flow to Oregon","MW7A",706,"Managed Wetlands",0
2012,"Return Flow to Nevada","MW7B",706,"Managed Wetlands",0
2012,"Return Flow to Mexico","MW7C",706,"Managed Wetlands",0
2012,"Deep Percolation to Oregon","MW7D",706,"Managed Wetlands",0
2012,"Deep Percolation to Nevada","MW7E",706,"Managed Wetlands",0
2012,"Deep Percolation to Mexico","MW7F",706,"Managed Wetlands",0
2012,"Return Flow to Salt Sink","MW8A",706,"Managed Wetlands",0
2012,"Return Flow for Delta Outflow","MW8B",706,"Managed Wetlands",0
2012,"Return Flow to Developed Supply (Other DAUCO within PA)","MW9A",706,"Managed Wetlands",0
2012,"Return Flow to Developed Supply (Other PA)","MW9B",706,"Managed Wetlands",0
2012,"Return Flow to Developed Supply (Other Region)","MW9C",706,"Managed Wetlands",0
2012,"Return Flow to Carryover Storage for Next Water Year within DAU","MW9D",706,"Managed Wetlands",0
2012,"Net Water Use (Applied Water - Reuse)","NW1MW",706,"Managed Wetlands",1.2
2012,"Conveyance Net Water Use (Applied Water - Reuse)","NW1MWC",706,"Managed Wetlands",0
2012,"Net Water Use (ETAW + Flow/Salt Sink + Outflow)","NW2MW",706,"Managed Wetlands",1.2
2012,"Conveyance Net Water Use (ETAW + Flow/Salt Sink + Outflow)","NW2MWC",706,"Managed Wetlands",0
2012,"Applied Water Use","AWURDO",706,"Required Delta Outflow",0
2012,"Depletion","DEPRDO",706,"Required Delta Outflow",0
2012,"Net Water Use (Applied Water - Reuse)","NW1RDO",706,"Required Delta Outflow",0
2012,"Net Water Use (ETAW + Flow/Salt Sink + Outflow)","NW2RDO",706,"Required Delta Outflow",0
2012,"Applied Water","RDO1",706,"Required Delta Outflow",0
2012,"Return Flow for Delta Outflow","RDO2",706,"Required Delta Outflow",0
2012,"Applied Water Use","AWUURB",706,"Urban",87.2
2012,"Conveyance Applied Water Use","AWUURBC",706,"Urban",0
2012,"Depletion","DEPURB",706,"Urban",30.6
2012,"Conveyance Depletion","DEPURBC",706,"Urban",0
2012,"Net Water Use (Applied Water - Reuse)","NW1URB",706,"Urban",30.6
2012,"Conveyance Net Water Use (Applied Water - Reuse)","NW1URBC",706,"Urban",0
2012,"Net Water Use (ETAW + Flow/Salt Sink + Outflow)","NW2URB",706,"Urban",30.6
2012,"Conveyance Net Water Use (ETAW + Flow/Salt Sink + Outflow)","NW2URBC",706,"Urban",0
2012,"Applied Water - Residential - Single Family Interior","URB1",706,"Urban",16.7
2012,"Evapotranspiration of Applied Water","URB10",706,"Urban",30.6
2012,"Evaporation and Evapotranspiration of Groundwater Recharge","URB11",706,"Urban",0
2012,"Deep Percolation of Applied Water","URB12",706,"Urban",39.1
2012,"Deep Percolation of Applied Water to Salt Sink","URB13",706,"Urban",0
2012,"Deep Percolation of Groundwater Recharge","URB14",706,"Urban",0
2012,"Reuse of Return Flows within DAUCO","URB15A",706,"Urban",17.5
2012,"Urban - Wastewater Recycling","URB15B",706,"Urban",0
2012,"Urban - Desalination","URB15C",706,"Urban",0
2012,"Evaporation and Evapotranspiration of Wastewater","URB16",706,"Urban",0
2012,"Return Flow to Oregon","URB17A",706,"Urban",0
2012,"Return Flow to Nevada","URB17B",706,"Urban",0
2012,"Return Flow to Mexico","URB17C",706,"Urban",0
2012,"Deep Percolation to Oregon","URB17D",706,"Urban",0
2012,"Deep Percolation to Nevada","URB17E",706,"Urban",0
2012,"Deep Percolation to Mexico","URB17F",706,"Urban",0
2012,"Return Flow to Salt Sink","URB18A",706,"Urban",0
2012,"Return Flow for Delta Outflow","URB18B",706,"Urban",0
2012,"Return Flow to Developed Supply (Other DAUCO within PA)","URB19A",706,"Urban",0
2012,"Return Flow to Developed Supply (Other PA)","URB19B",706,"Urban",0
2012,"Return Flow to Developed Supply (Other Region)","URB19C",706,"Urban",0
2012,"Return Flow to Carryover Storage for Next Water Year within DAU","URB19D",706,"Urban",0
2012,"Applied Water - Residential - Single Family Exterior","URB2",706,"Urban",25.2
2012,"Return Flows Evaporation and Evapotranspiration","URB20",706,"Urban",0
2012,"Conveyance Evaporation and ETAW","URB25",706,"Urban",0
2012,"Conveyance Return Flow to Oregon","URB26A",706,"Urban",0
2012,"Conveyance Return Flow to Nevada","URB26B",706,"Urban",0
2012,"Conveyance Return Flow to Mexico","URB26C",706,"Urban",0
2012,"Conveyance Deep Percolation to Oregon","URB26D",706,"Urban",0
2012,"Conveyance Deep Percolation to Nevada","URB26E",706,"Urban",0
2012,"Conveyance Deep Percolation to Mexico","URB26F",706,"Urban",0
2012,"Conveyance Return Flows to Salt Sink","URB27A",706,"Urban",0
2012,"Conveyance Return Flow for Delta Outflow","URB27B",706,"Urban",0
2012,"Conveyance Return Flow to Developed Supply (Other DAUCO within PA)","URB28A",706,"Urban",0
2012,"Conveyance Return Flow to Developed Supply (Other PA)","URB28B",706,"Urban",0
2012,"Conveyance Return Flow to Developed Supply (Other Region)","URB28C",706,"Urban",0
2012,"Conveyance Seepage","URB29",706,"Urban",0
2012,"Applied Water - Residential - Multi Family Interior","URB3",706,"Urban",17.4
2012,"Conveyance Deep Percolation","URB30",706,"Urban",0
2012,"Conveyance Deep Percolation to Salt Sink","URB31",706,"Urban",0
2012,"Applied Water - Residential - Multi Family Exterior","URB4",706,"Urban",10.4
2012,"Applied Water - Commercial Use","URB5",706,"Urban",6.1
2012,"Applied Water - Industrial Use","URB6",706,"Urban",8.8
2012,"Applied Water - Urban Large Landscape","URB7",706,"Urban",2.6
2012,"Applied Water - Energy Production","URB8",706,"Urban",0
2012,"Applied Water - Groundwater","URB9",706,"Urban",0
2012,"Applied Water Use","AWUWSR",706,"Wild and Scenic River",0
2012,"Depletion","DEPWSR",706,"Wild and Scenic River",0
2012,"Net Water Use (Applied Water - Reuse)","NW1WSR",706,"Wild and Scenic River",0
2012,"Net Water Use (ETAW + Flow/Salt Sink + Outflow)","NW2WSR",706,"Wild and Scenic River",0
2012,"Applied Water","WSR1",706,"Wild and Scenic River",0
2012,"Reuse of Return Flows within DAUCO","WSR2",706,"Wild and Scenic River",0
2012,"Return Flow to Salt Sink","WSR3A",706,"Wild and Scenic River",0
2012,"Return Flow to Oregon - Mexico - Nevada","WSR3B",706,"Wild and Scenic River",0
2012,"Return Flow for Delta Outflow","WSR3C",706,"Wild and Scenic River",0
2012,"Return Flow to Developed Supply (Other DAUCO within PA)","WSR4A",706,"Wild and Scenic River",0
2012,"Return Flow to Developed Supply (Other PA)","WSR4B",706,"Wild and Scenic River",0
2012,"Return Flow to Developed Supply (Other Region)","WSR4C",706,"Wild and Scenic River",0
2012,"Applied Water","AG1",707,"Agriculture",34.8
2012,"Return Flow to Salt Sink","AG10A",707,"Agriculture",0
2012,"Return Flow for Delta Outflow","AG10B",707,"Agriculture",0
2012,"Return Flow to Developed Supply (Other DAUCO within PA)","AG11A",707,"Agriculture",0
2012,"Return Flow to Developed Supply (Other PA)","AG11B",707,"Agriculture",0
2012,"Return Flow to Developed Supply (Other Region)","AG11C",707,"Agriculture",0
2012,"Return Flow to Carryover Storage for Next Water Year within DAU","AG11D",707,"Agriculture",0
2012,"Return Flows Evaporation and Evapotranspiration","AG12",707,"Agriculture",0
2012,"Conveyance Evaporation and ETAW","AG17",707,"Agriculture",0.1
2012,"Conveyance Return Flow to Oregon","AG18A",707,"Agriculture",0
2012,"Conveyance Return Flow to Nevada","AG18B",707,"Agriculture",0
2012,"Conveyance Return Flow to Mexico","AG18C",707,"Agriculture",0
2012,"Conveyance Deep Percolation to Oregon","AG18D",707,"Agriculture",0
2012,"Conveyance Deep Percolation to Nevada","AG18E",707,"Agriculture",0
2012,"Conveyance Deep Percolation to Mexico","AG18F",707,"Agriculture",0
2012,"Conveyance Return Flows to Salt Sink","AG19A",707,"Agriculture",0
2012,"Conveyance Return Flow for Delta Outflow","AG19B",707,"Agriculture",0
2012,"Applied Water - Groundwater Recharge","AG2",707,"Agriculture",0.1
2012,"Conveyance Return Flow to Developed Supply (Other DAUCO within PA)","AG20A",707,"Agriculture",0
2012,"Conveyance Return Flow to Developed Supply (Other PA)","AG20B",707,"Agriculture",0
2012,"Conveyance Return Flow to Developed Supply (Other Region)","AG20C",707,"Agriculture",0
