,AllocationApplicationDate,AllocationAssociatedConsumptiveUseSiteIDs,AllocationAssociatedWithdrawalSiteIDs,AllocationBasisCV,AllocationChangeApplicationIndicator,AllocationCommunityWaterSupplySystem,AllocationCropDutyAmount,AllocationExpirationDate,AllocationFlow_CFS,AllocationLegalStatusCV,AllocationNativeID,AllocationOwner,AllocationPriorityDate,AllocationSDWISIdentifierCV,AllocationTimeframeEnd,AllocationTimeframeStart,AllocationTypeCV,AllocationVolume_AF,BeneficialUseCategory,CommunityWaterSupplySystem,CropTypeCV,CustomerTypeCV,DataPublicationDate,DataPublicationDOI,ExemptOfVolumeFlowPriority,GeneratedPowerCapacityMW,IrrigatedAcreage,IrrigationMethodCV,LegacyAllocationIDs,MethodUUID,OrganizationUUID,PopulationServed,PowerType,PrimaryUseCategory,SiteUUID,VariableSpecificUUID,WaterAllocationNativeURL,WaterSourceUUID,ReasonRemoved,index
2685,,,,Unknown,,,,,"0.03,0.04",ACTIVE,76G 91633 00,"HARRY E PIPER,ROCK CREEK CATTLE CO LTD","1882-12-31,1957-09-28",,,,"EXEMPT NOTICE,STATEMENT OF CLAIM","2.5,2.25","DOMESTIC, LAWN AND GARDEN,DOMESTIC",,,,11/20/2020,"http://wr.dnrc.mt.gov/reports/rwservlet?dnrcwr&report=WRD2090AR.rep&P_WRGT_ID_SEQ=162139,http://wr.dnrc.mt.gov/reports/rwservlet?dnrcwr&report=WRD2090AR.rep&P_WRGT_ID_SEQ=162138",1,,"0.5,1.5",,,MT_Water Allocation Adj,MDNRC,,,Irrigation,"MTwr_S376408,MTwr_S376407",MT_Consumptive Use,,"MTwr_WS5419,MTwr_WS2",Bad WaterSourceUUID,288962.0
2686,,,,Unknown,,,,,",0.01",ACTIVE,76G 91634 00,"MONTANA, STATE OF DEPT OF FISH WILDLIFE & PARKS,MARY P WEBSTER","1882-12-31,1957-12-31",,,,"EXEMPT NOTICE,STATEMENT OF CLAIM",",3.5","DOMESTIC, LAWN AND GARDEN,STOCK",,,,11/20/2020,"http://wr.dnrc.mt.gov/reports/rwservlet?dnrcwr&report=WRD2090AR.rep&P_WRGT_ID_SEQ=162141,http://wr.dnrc.mt.gov/reports/rwservlet?dnrcwr&report=WRD2090AR.rep&P_WRGT_ID_SEQ=162140",1,,,,,MT_Water Allocation Adj,MDNRC,,,Irrigation,"MTwr_S376409,MTwr_S376410",MT_Consumptive Use,,"MTwr_WS2,MTwr_WS16305",Bad WaterSourceUUID,288963.0
2687,,,,Unknown,,,,,",0.04",ACTIVE,76G 91635 00,"MONTANA, STATE OF DEPT OF FISH WILDLIFE & PARKS,KATHLEEN M MCCLAFFERTY, MICHAEL J MCCLAFFERTY","1882-12-31,1994-10-11",,,,"GROUND WATER CERTIFICATE,STATEMENT OF CLAIM",",1.63","DOMESTIC,STOCK",,,,11/20/2020,"http://wr.dnrc.mt.gov/reports/rwservlet?dnrcwr&report=WRD2090AR.rep&P_WRGT_ID_SEQ=162142,http://wr.dnrc.mt.gov/reports/rwservlet?dnrcwr&report=WRD2090AR.rep&P_WRGT_ID_SEQ=301488",1,,,,,"MT_Water Allocation App,MT_Water Allocation Adj",MDNRC,,,Irrigation,"MTwr_S376411,MTwr_S376412",MT_Consumptive Use,,"MTwr_WS2,MTwr_WS16305",Bad WaterSourceUUID,288964.0
2688,,,,Unknown,,,,,,ACTIVE,76G 91649 00,ROCK CREEK CATTLE CO LTD,1936-05-02,,,,STATEMENT OF CLAIM,,STOCK,,,,11/20/2020,http://wr.dnrc.mt.gov/reports/rwservlet?dnrcwr&report=WRD2090AR.rep&P_WRGT_ID_SEQ=162166,1,,,,,MT_Water Allocation Adj,MDNRC,,,Irrigation,"MTwr_S376430,MTwr_S376431,MTwr_S376426,MTwr_S376432,MTwr_S376428,MTwr_S376427,MTwr_S376429",MT_Consumptive Use,,"MTwr_WS5468,MTwr_WS8036",Bad WaterSourceUUID,288978.0
2689,,,,Unknown,,,,,"0.03,",ACTIVE,76G 91651 00,"DOROTHY HOCKADAY, JEFF HOCKADAY,ROCK CREEK CATTLE CO LTD","1994-10-14,1867-03-04",,,,"GROUND WATER CERTIFICATE,STATEMENT OF CLAIM",",2.25","DOMESTIC, LAWN AND GARDEN,FISH AND WILDLIFE",,,,11/20/2020,"http://wr.dnrc.mt.gov/reports/rwservlet?dnrcwr&report=WRD2090AR.rep&P_WRGT_ID_SEQ=162170,http://wr.dnrc.mt.gov/reports/rwservlet?dnrcwr&report=WRD2090AR.rep&P_WRGT_ID_SEQ=162171",1,,"0.5,",,,"MT_Water Allocation App,MT_Water Allocation Adj",MDNRC,,,Irrigation,"MTwr_S376435,MTwr_S376434",MT_Consumptive Use,,"MTwr_WS16350,MTwr_WS2",Bad WaterSourceUUID,288980.0
2690,,,,Unknown,,,,,"0.03,",ACTIVE,76G 91654 00,"MONTANA, STATE OF DEPT OF FISH WILDLIFE & PARKS,LUMAN JAMES TRUST","1882-12-31,1994-10-14",,,,"GROUND WATER CERTIFICATE,STATEMENT OF CLAIM",",1.68","DOMESTIC, STOCK,STOCK",,,,11/20/2020,"http://wr.dnrc.mt.gov/reports/rwservlet?dnrcwr&report=WRD2090AR.rep&P_WRGT_ID_SEQ=162176,http://wr.dnrc.mt.gov/reports/rwservlet?dnrcwr&report=WRD2090AR.rep&P_WRGT_ID_SEQ=162175",1,,,,,"MT_Water Allocation App,MT_Water Allocation Adj",MDNRC,,,Irrigation,"MTwr_S376438,MTwr_S376439,MTwr_S376442,MTwr_S376440,MTwr_S376441",MT_Consumptive Use,,"MTwr_WS16402,MTwr_WS2",Bad WaterSourceUUID,288983.0
2691,,,,Unknown,,,,,"0.04,",ACTIVE,76G 91658 00,"BRYCE E MEYER, MILDRED A MEYER,ROCK CREEK CATTLE CO LTD","1882-12-31,1994-10-17",,,,"GROUND WATER CERTIFICATE,STATEMENT OF CLAIM",",3.2","DOMESTIC, LAWN AND GARDEN,STOCK",,,,11/20/2020,"http://wr.dnrc.mt.gov/reports/rwservlet?dnrcwr&report=WRD2090AR.rep&P_WRGT_ID_SEQ=162183,http://wr.dnrc.mt.gov/reports/rwservlet?dnrcwr&report=WRD2090AR.rep&P_WRGT_ID_SEQ=162182",1,,"0.88,",,,"MT_Water Allocation App,MT_Water Allocation Adj",MDNRC,,,Irrigation,"MTwr_S376457,MTwr_S376455,MTwr_S376456,MTwr_S376453,MTwr_S376451,MTwr_S376452,MTwr_S376454,MTwr_S376450",MT_Consumptive Use,,"MTwr_WS16128,MTwr_WS2",Bad WaterSourceUUID,288987.0
2692,,,,Unknown,,,,,"0.02,",ACTIVE,76G 91659 00,"JOSEPH P EVE, MELANIE F VANKOTEN-EVE,DENISE R MURRAY, MICHAEL F MURRAY","1882-12-31,1994-10-17",,,,"GROUND WATER CERTIFICATE,STATEMENT OF CLAIM",",1.15","DOMESTIC, LAWN AND GARDEN,STOCK",,,,11/20/2020,"http://wr.dnrc.mt.gov/reports/rwservlet?dnrcwr&report=WRD2090AR.rep&P_WRGT_ID_SEQ=162184,http://wr.dnrc.mt.gov/reports/rwservlet?dnrcwr&report=WRD2090AR.rep&P_WRGT_ID_SEQ=332838",1,,"0.06,",,,"MT_Water Allocation App,MT_Water Allocation Adj",MDNRC,,,Irrigation,"MTwr_S376458,MTwr_S376459",MT_Consumptive Use,,"MTwr_WS832,MTwr_WS2",Bad WaterSourceUUID,288988.0
2693,,,,Unknown,,,,,,ACTIVE,76G 91661 00,MEADE CREEK RANCH LLC,1882-12-31,,,,STATEMENT OF CLAIM,,STOCK,,,,11/20/2020,http://wr.dnrc.mt.gov/reports/rwservlet?dnrcwr&report=WRD2090AR.rep&P_WRGT_ID_SEQ=162188,1,,,,,MT_Water Allocation Adj,MDNRC,,,Irrigation,"MTwr_S376462,MTwr_S376461",MT_Consumptive Use,,"MTwr_WS342,MTwr_WS2177",Bad WaterSourceUUID,288990.0
2694,,,,Unknown,,,,,",0.03",ACTIVE,76G 91673 00,"FOLCO DEVELOPMENT CORP,KATIE L CARLSON, KENNETH O FRITZ","1882-12-31,1994-10-20",,,,"GROUND WATER CERTIFICATE,STATEMENT OF CLAIM",",3.5","DOMESTIC, LAWN AND GARDEN,STOCK",,,,11/20/2020,"http://wr.dnrc.mt.gov/reports/rwservlet?dnrcwr&report=WRD2090AR.rep&P_WRGT_ID_SEQ=162209,http://wr.dnrc.mt.gov/reports/rwservlet?dnrcwr&report=WRD2090AR.rep&P_WRGT_ID_SEQ=162208",1,,",1.0",,,"MT_Water Allocation App,MT_Water Allocation Adj",MDNRC,,,Irrigation,"MTwr_S376492,MTwr_S376493",MT_Consumptive Use,,"MTwr_WS2,MTwr_WS1583",Bad WaterSourceUUID,289002.0
2695,,,,Unknown,,,,,,ACTIVE,76G 91674 00,ROCK CREEK CATTLE CO LTD,1867-05-09,,,,STATEMENT OF CLAIM,30000.0,"IRRIGATION, MITIGATION WATER",,,,11/20/2020,http://wr.dnrc.mt.gov/reports/rwservlet?dnrcwr&report=WRD2090AR.rep&P_WRGT_ID_SEQ=162210,1,,6873.89,,,MT_Water Allocation Adj,MDNRC,,,Irrigation,"MTwr_S376494,MTwr_S376495,MTwr_S376496",MT_Consumptive Use,,"MTwr_WS16350,MTwr_WS665",Bad WaterSourceUUID,289003.0
2696,,,,Unknown,,,,,",0.03",ACTIVE,76G 91675 00,"FOLCO DEVELOPMENT CORP,ROY CORTEZ, SHERRI CORTEZ","1882-12-31,1994-10-24",,,,"GROUND WATER CERTIFICATE,STATEMENT OF CLAIM",",1.95","DOMESTIC, LAWN AND GARDEN,STOCK",,,,11/20/2020,"http://wr.dnrc.mt.gov/reports/rwservlet?dnrcwr&report=WRD2090AR.rep&P_WRGT_ID_SEQ=162212,http://wr.dnrc.mt.gov/reports/rwservlet?dnrcwr&report=WRD2090AR.rep&P_WRGT_ID_SEQ=162211",1,,",0.38",,,"MT_Water Allocation App,MT_Water Allocation Adj",MDNRC,,,Irrigation,"MTwr_S376498,MTwr_S376499,MTwr_S376497",MT_Consumptive Use,,"MTwr_WS16396,MTwr_WS16632,MTwr_WS2",Bad WaterSourceUUID,289004.0
2697,,,,Unknown,,,,,"0.04,",ACTIVE,76G 91679 00,"RANDI J ROGNLIE, MICHAEL ROSKILLY,MEADE CREEK RANCH LLC","1994-10-25,1902-11-22",,,,"GROUND WATER CERTIFICATE,STATEMENT OF CLAIM",",1.63","DOMESTIC,STOCK",,,,11/20/2020,"http://wr.dnrc.mt.gov/reports/rwservlet?dnrcwr&report=WRD2090AR.rep&P_WRGT_ID_SEQ=301493,http://wr.dnrc.mt.gov/reports/rwservlet?dnrcwr&report=WRD2090AR.rep&P_WRGT_ID_SEQ=162219",1,,,,,"MT_Water Allocation App,MT_Water Allocation Adj",MDNRC,,,Irrigation,"MTwr_S376515,MTwr_S376517,MTwr_S376511,MTwr_S376514,MTwr_S376512,MTwr_S376516,MTwr_S376513",MT_Consumptive Use,,"MTwr_WS16444,MTwr_WS2",Bad WaterSourceUUID,289008.0
2698,,,,Unknown,,,,,,ACTIVE,76G 91685 00,ROCK CREEK CATTLE CO LTD,1936-05-02,,,,STATEMENT OF CLAIM,,STOCK,,,,11/20/2020,http://wr.dnrc.mt.gov/reports/rwservlet?dnrcwr&report=WRD2090AR.rep&P_WRGT_ID_SEQ=162229,1,,,,,MT_Water Allocation Adj,MDNRC,,,Irrigation,"MTwr_S376531,MTwr_S376537,MTwr_S376532,MTwr_S376535,MTwr_S376536,MTwr_S376534,MTwr_S376533",MT_Consumptive Use,,"MTwr_WS5468,MTwr_WS8036",Bad WaterSourceUUID,289014.0
2699,,,,Unknown,,,,,,ACTIVE,76G 91697 00,ROCK CREEK CATTLE CO LTD,1880-07-01,,,,STATEMENT OF CLAIM,,STOCK,,,,11/20/2020,http://wr.dnrc.mt.gov/reports/rwservlet?dnrcwr&report=WRD2090AR.rep&P_WRGT_ID_SEQ=162249,1,,,,,MT_Water Allocation Adj,MDNRC,,,Irrigation,"MTwr_S376586,MTwr_S376585,MTwr_S376583,MTwr_S376584",MT_Consumptive Use,,"MTwr_WS260,MTwr_WS236",Bad WaterSourceUUID,289026.0
2700,,,,Unknown,,,,,,ACTIVE,76G 91698 00,ROCK CREEK CATTLE CO LTD,1881-05-15,,,,STATEMENT OF CLAIM,,STOCK,,,,11/20/2020,http://wr.dnrc.mt.gov/reports/rwservlet?dnrcwr&report=WRD2090AR.rep&P_WRGT_ID_SEQ=162251,1,,,,,MT_Water Allocation Adj,MDNRC,,,Irrigation,"MTwr_S376590,MTwr_S376588,MTwr_S376587,MTwr_S376589",MT_Consumptive Use,,"MTwr_WS260,MTwr_WS236",Bad WaterSourceUUID,289027.0
2701,,,,Unknown,,,,,,ACTIVE,76G 91699 00,ROCK CREEK CATTLE CO LTD,1882-05-01,,,,STATEMENT OF CLAIM,,STOCK,,,,11/20/2020,http://wr.dnrc.mt.gov/reports/rwservlet?dnrcwr&report=WRD2090AR.rep&P_WRGT_ID_SEQ=162253,1,,,,,MT_Water Allocation Adj,MDNRC,,,Irrigation,"MTwr_S376592,MTwr_S376594,MTwr_S376593,MTwr_S376591",MT_Consumptive Use,,"MTwr_WS260,MTwr_WS236",Bad WaterSourceUUID,289028.0
2702,,,,Unknown,,,,,,ACTIVE,76G 91700 00,ROCK CREEK CATTLE CO LTD,1882-05-15,,,,STATEMENT OF CLAIM,,STOCK,,,,11/20/2020,http://wr.dnrc.mt.gov/reports/rwservlet?dnrcwr&report=WRD2090AR.rep&P_WRGT_ID_SEQ=162255,1,,,,,MT_Water Allocation Adj,MDNRC,,,Irrigation,"MTwr_S376597,MTwr_S376598,MTwr_S376595,MTwr_S376596",MT_Consumptive Use,,"MTwr_WS260,MTwr_WS236",Bad WaterSourceUUID,289029.0
2703,,,,Unknown,,,,,,ACTIVE,76G 91712 00,ROCK CREEK CATTLE CO LTD,1886-10-05,,,,STATEMENT OF CLAIM,,STOCK,,,,11/20/2020,http://wr.dnrc.mt.gov/reports/rwservlet?dnrcwr&report=WRD2090AR.rep&P_WRGT_ID_SEQ=301497,1,,,,,MT_Water Allocation Adj,MDNRC,,,Irrigation,"MTwr_S376714,MTwr_S376706,MTwr_S376712,MTwr_S376707,MTwr_S376717,MTwr_S376718,MTwr_S376711,MTwr_S376715,MTwr_S376708,MTwr_S376713,MTwr_S376710,MTwr_S376709,MTwr_S376716,MTwr_S376705,MTwr_S376719",MT_Consumptive Use,,"MTwr_WS667,MTwr_WS665",Bad WaterSourceUUID,289041.0
2704,,,,Unknown,,,,,2.0,ACTIVE,76G 91735 00,BURNT HOLLOW LLC,1963-11-18,,,,STATEMENT OF CLAIM,729.74,IRRIGATION,,,,11/20/2020,http://wr.dnrc.mt.gov/reports/rwservlet?dnrcwr&report=WRD2090AR.rep&P_WRGT_ID_SEQ=162316,1,,115.0,,,MT_Water Allocation Adj,MDNRC,,,Irrigation,"MTwr_S376834,MTwr_S376833",MT_Consumptive Use,,"MTwr_WS13870,MTwr_WS16362",Bad WaterSourceUUID,289059.0
2705,,,,Unknown,,,,,,ACTIVE,76G 91840 00,SMITH 6 BAR S LIVESTOCK,1900-12-31,,,,STATEMENT OF CLAIM,,STOCK,,,,11/20/2020,http://wr.dnrc.mt.gov/reports/rwservlet?dnrcwr&report=WRD2090AR.rep&P_WRGT_ID_SEQ=162494,1,,,,,MT_Water Allocation Adj,MDNRC,,,Irrigation,"MTwr_S377031,MTwr_S377030",MT_Consumptive Use,,"MTwr_WS6678,MTwr_WS56",Bad WaterSourceUUID,289161.0
2706,,,,Unknown,,,,,,ACTIVE,76G 91842 00,SMITH 6 BAR S LIVESTOCK,1900-12-31,,,,STATEMENT OF CLAIM,,STOCK,,,,11/20/2020,http://wr.dnrc.mt.gov/reports/rwservlet?dnrcwr&report=WRD2090AR.rep&P_WRGT_ID_SEQ=301513,1,,,,,MT_Water Allocation Adj,MDNRC,,,Irrigation,"MTwr_S377036,MTwr_S377034,MTwr_S377033,MTwr_S377035",MT_Consumptive Use,,"MTwr_WS6678,MTwr_WS56",Bad WaterSourceUUID,289163.0
2707,,,,Unknown,,,,,12.5,ACTIVE,76G 91851 00,SPANGLER RANCH LLC,1885-06-19,,,,STATEMENT OF CLAIM,2389.93,IRRIGATION,,,,11/20/2020,http://wr.dnrc.mt.gov/reports/rwservlet?dnrcwr&report=WRD2090AR.rep&P_WRGT_ID_SEQ=301514,1,,456.0,,,MT_Water Allocation Adj,MDNRC,,,Irrigation,"MTwr_S377062,MTwr_S377061,MTwr_S377063",MT_Consumptive Use,,"MTwr_WS16114,MTwr_WS2",Bad WaterSourceUUID,289172.0
2708,,,,Unknown,,,,,12.5,ACTIVE,76G 91852 00,SPANGLER RANCH LLC,1880-04-30,,,,STATEMENT OF CLAIM,2389.93,IRRIGATION,,,,11/20/2020,http://wr.dnrc.mt.gov/reports/rwservlet?dnrcwr&report=WRD2090AR.rep&P_WRGT_ID_SEQ=162514,1,,456.0,,,MT_Water Allocation Adj,MDNRC,,,Irrigation,"MTwr_S377064,MTwr_S377065,MTwr_S377066",MT_Consumptive Use,,"MTwr_WS16114,MTwr_WS2",Bad WaterSourceUUID,289173.0
2709,,,,Unknown,,,,,10.0,ACTIVE,76G 91853 00,SPANGLER RANCH LLC,1955-06-22,,,,STATEMENT OF CLAIM,1877.8,IRRIGATION,,,,11/20/2020,http://wr.dnrc.mt.gov/reports/rwservlet?dnrcwr&report=WRD2090AR.rep&P_WRGT_ID_SEQ=162516,1,,456.0,,,MT_Water Allocation Adj,MDNRC,,,Irrigation,"MTwr_S377068,MTwr_S377069,MTwr_S377067",MT_Consumptive Use,,"MTwr_WS16114,MTwr_WS2",Bad WaterSourceUUID,289174.0
2710,,,,Unknown,,,,,,ACTIVE,76G 91914 00,"5 ROCKIN' MS ANGUS RANCH INC, OLIVE L ROBINSON, WILLIAM L ROBINSON",1890-07-22,,,,STATEMENT OF CLAIM,15300.0,IRRIGATION,,,,11/20/2020,http://wr.dnrc.mt.gov/reports/rwservlet?dnrcwr&report=WRD2090AR.rep&P_WRGT_ID_SEQ=162620,1,,1800.0,,,MT_Water Allocation Adj,MDNRC,,,Irrigation,"MTwr_S377224,MTwr_S377221,MTwr_S377218,MTwr_S377223,MTwr_S377216,MTwr_S377217,MTwr_S377222,MTwr_S377220,MTwr_S377219",MT_Consumptive Use,,"MTwr_WS16099,MTwr_WS16205",Bad WaterSourceUUID,289214.0
2711,,,,Unknown,,,,,0.05,ACTIVE,76G 91952 00,"ERIC J KLAPAN, TRACY KLAPAN, DEEANNA R RAVER",1866-05-01,,,,STATEMENT OF CLAIM,,STOCK,,,,11/20/2020,http://wr.dnrc.mt.gov/reports/rwservlet?dnrcwr&report=WRD2090AR.rep&P_WRGT_ID_SEQ=162685,1,,,,,MT_Water Allocation Adj,MDNRC,,,Irrigation,"MTwr_S377261,MTwr_S377262",MT_Consumptive Use,,"MTwr_WS16315,MTwr_WS16452",Bad WaterSourceUUID,289249.0
2712,,,,Unknown,,,,,1.25,ACTIVE,76G 91956 00,"ERIC J KLAPAN, TRACY KLAPAN, DEEANNA R RAVER",1866-05-01,,,,STATEMENT OF CLAIM,375.0,IRRIGATION,,,,11/20/2020,http://wr.dnrc.mt.gov/reports/rwservlet?dnrcwr&report=WRD2090AR.rep&P_WRGT_ID_SEQ=162691,1,,105.0,,,MT_Water Allocation Adj,MDNRC,,,Irrigation,"MTwr_S377267,MTwr_S377268",MT_Consumptive Use,,"MTwr_WS16315,MTwr_WS16452",Bad WaterSourceUUID,289253.0
2713,,,,Unknown,,,,,,ACTIVE,76G 91957 00,DEEANNA R RAVER,1864-12-31,,,,STATEMENT OF CLAIM,,FISH AND WILDLIFE,,,,11/20/2020,http://wr.dnrc.mt.gov/reports/rwservlet?dnrcwr&report=WRD2090AR.rep&P_WRGT_ID_SEQ=162693,1,,,,,MT_Water Allocation Adj,MDNRC,,,Irrigation,"MTwr_S377270,MTwr_S377269",MT_Consumptive Use,,"MTwr_WS16315,MTwr_WS16452",Bad WaterSourceUUID,289254.0
2714,,,,Unknown,,,,,,ACTIVE,76G 91961 00,"CHARLES E MC GEE, DONALD C MC GEE, SHARON A MC GEE",1959-09-21,,,,STATEMENT OF CLAIM,,STOCK,,,,11/20/2020,http://wr.dnrc.mt.gov/reports/rwservlet?dnrcwr&report=WRD2090AR.rep&P_WRGT_ID_SEQ=162699,1,,,,,MT_Water Allocation Adj,MDNRC,,,Irrigation,"MTwr_S377274,MTwr_S377275,MTwr_S377276,MTwr_S377278,MTwr_S377277",MT_Consumptive Use,,"MTwr_WS16156,MTwr_WS16157",Bad WaterSourceUUID,289258.0
2715,,,,Unknown,,,,,,ACTIVE,76G 92024 00,TWO BAR RANCH LP,1880-12-31,,,,STATEMENT OF CLAIM,,STOCK,,,,11/20/2020,http://wr.dnrc.mt.gov/reports/rwservlet?dnrcwr&report=WRD2090AR.rep&P_WRGT_ID_SEQ=162809,1,,,,,MT_Water Allocation Adj,MDNRC,,,Irrigation,"MTwr_S377350,MTwr_S377348,MTwr_S377345,MTwr_S377346,MTwr_S377349,MTwr_S377347",MT_Consumptive Use,,"MTwr_WS16366,MTwr_WS5915",Bad WaterSourceUUID,289309.0
2716,,,,Unknown,,,,,,ACTIVE,76G 92025 00,TWO BAR RANCH LP,1880-12-31,,,,STATEMENT OF CLAIM,,STOCK,,,,11/20/2020,http://wr.dnrc.mt.gov/reports/rwservlet?dnrcwr&report=WRD2090AR.rep&P_WRGT_ID_SEQ=162811,1,,,,,MT_Water Allocation Adj,MDNRC,,,Irrigation,"MTwr_S377351,MTwr_S377352",MT_Consumptive Use,,"MTwr_WS13870,MTwr_WS16362",Bad WaterSourceUUID,289310.0
2717,,,,Unknown,,,,,,ACTIVE,76G 92028 00,TWO BAR RANCH LP,1880-12-31,,,,STATEMENT OF CLAIM,,STOCK,,,,11/20/2020,http://wr.dnrc.mt.gov/reports/rwservlet?dnrcwr&report=WRD2090AR.rep&P_WRGT_ID_SEQ=162816,1,,,,,MT_Water Allocation Adj,MDNRC,,,Irrigation,"MTwr_S377365,MTwr_S377364",MT_Consumptive Use,,"MTwr_WS13870,MTwr_WS16362",Bad WaterSourceUUID,289313.0
2718,,,,Unknown,,,,,5.0,ACTIVE,76G 92089 00,"MONTANA, STATE OF DEPT OF CORRECTIONS",1960-08-31,,,,STATEMENT OF CLAIM,,IRRIGATION,,,,11/20/2020,http://wr.dnrc.mt.gov/reports/rwservlet?dnrcwr&report=WRD2090AR.rep&P_WRGT_ID_SEQ=162920,1,,645.0,,,MT_Water Allocation Adj,MDNRC,,,Irrigation,"MTwr_S377435,MTwr_S377436",MT_Consumptive Use,,"MTwr_WS16667,MTwr_WS16666",Bad WaterSourceUUID,289368.0
2719,,,,Unknown,,,,,"0.04,2.5",ACTIVE,76G 92091 00,"GLEN BLAYLOCK, MARK BLAYLOCK,MONTANA, STATE OF DEPT OF CORRECTIONS","1895-05-18,1994-12-21",,,,"GROUND WATER CERTIFICATE,STATEMENT OF CLAIM","1.63,1814.45","DOMESTIC,IRRIGATION",,,,11/20/2020,"http://wr.dnrc.mt.gov/reports/rwservlet?dnrcwr&report=WRD2090AR.rep&P_WRGT_ID_SEQ=162924,http://wr.dnrc.mt.gov/reports/rwservlet?dnrcwr&report=WRD2090AR.rep&P_WRGT_ID_SEQ=162925",1,,",428.0",,,"MT_Water Allocation App,MT_Water Allocation Adj",MDNRC,,,Irrigation,"MTwr_S377439,MTwr_S377438",MT_Consumptive Use,,"MTwr_WS16669,MTwr_WS2",Bad WaterSourceUUID,289370.0
2720,,,,Unknown,,,,,5.0,ACTIVE,76G 92112 00,"MONTANA, STATE OF DEPT OF CORRECTIONS",1961-08-31,,,,STATEMENT OF CLAIM,2121.81,IRRIGATION,,,,11/20/2020,http://wr.dnrc.mt.gov/reports/rwservlet?dnrcwr&report=WRD2090AR.rep&P_WRGT_ID_SEQ=301544,1,,315.0,,,MT_Water Allocation Adj,MDNRC,,,Irrigation,"MTwr_S377461,MTwr_S377462",MT_Consumptive Use,,"MTwr_WS16268,MTwr_WS16269",Bad WaterSourceUUID,289387.0
2721,,,,Unknown,,,,,2.75,ACTIVE,76G 92127 00,"MONTANA, STATE OF DEPT OF CORRECTIONS",1874-05-15,,,,STATEMENT OF CLAIM,,IRRIGATION,,,,11/20/2020,http://wr.dnrc.mt.gov/reports/rwservlet?dnrcwr&report=WRD2090AR.rep&P_WRGT_ID_SEQ=162987,1,,265.0,,,MT_Water Allocation Adj,MDNRC,,,Irrigation,"MTwr_S377498,MTwr_S377491,MTwr_S377495,MTwr_S377493,MTwr_S377496,MTwr_S377492,MTwr_S377499,MTwr_S377497,MTwr_S377494",MT_Consumptive Use,,"MTwr_WS260,MTwr_WS236",Bad WaterSourceUUID,289398.0
2722,,,,Unknown,,,,,"0.05,3.75",ACTIVE,76G 92211 00,"CLIFFORD E GRAVELEY,JOEL D HOPPE, MICHELE D HOPPE","1973-06-30,1994-11-09",,,,"GROUND WATER CERTIFICATE,STATEMENT OF CLAIM","1.63,734.4","DOMESTIC,IRRIGATION",,,,11/20/2020,"http://wr.dnrc.mt.gov/reports/rwservlet?dnrcwr&report=WRD2090AR.rep&P_WRGT_ID_SEQ=163132,http://wr.dnrc.mt.gov/reports/rwservlet?dnrcwr&report=WRD2090AR.rep&P_WRGT_ID_SEQ=163133",1,,",90.0",,,"MT_Water Allocation App,MT_Water Allocation Adj",MDNRC,,,Irrigation,"MTwr_S377698,MTwr_S377700,MTwr_S377699",MT_Consumptive Use,,"MTwr_WS2,MTwr_WS16337",Bad WaterSourceUUID,289424.0
2723,,,,Unknown,,,,,,ACTIVE,76G 95797 00,"BRUCE B BENSON, DOROTHY BENSON, EMMA P BENSON, FRED D BENSON",1900-12-31,,,,STATEMENT OF CLAIM,,STOCK,,,,11/20/2020,http://wr.dnrc.mt.gov/reports/rwservlet?dnrcwr&report=WRD2090AR.rep&P_WRGT_ID_SEQ=169279,1,,,,,MT_Water Allocation Adj,MDNRC,,,Irrigation,"MTwr_S377883,MTwr_S377884,MTwr_S377885",MT_Consumptive Use,,"MTwr_WS16297,MTwr_WS16127",Bad WaterSourceUUID,289580.0
2724,,,,Unknown,,,,,,ACTIVE,76G 95798 00,"BRUCE B BENSON, DOROTHY BENSON, EMMA P BENSON, FRED D BENSON",1900-12-31,,,,STATEMENT OF CLAIM,,STOCK,,,,11/20/2020,http://wr.dnrc.mt.gov/reports/rwservlet?dnrcwr&report=WRD2090AR.rep&P_WRGT_ID_SEQ=301975,1,,,,,MT_Water Allocation Adj,MDNRC,,,Irrigation,"MTwr_S377887,MTwr_S377886",MT_Consumptive Use,,"MTwr_WS16297,MTwr_WS16127",Bad WaterSourceUUID,289581.0
2725,,,,Unknown,,,,,,ACTIVE,76G 9626 00,WILLIAM MICHAEL APPLEGATE,1957-04-18,,,,STATEMENT OF CLAIM,,STOCK,,,,11/20/2020,http://wr.dnrc.mt.gov/reports/rwservlet?dnrcwr&report=WRD2090AR.rep&P_WRGT_ID_SEQ=25600,1,,,,,MT_Water Allocation Adj,MDNRC,,,Irrigation,"MTwr_S377954,MTwr_S377953",MT_Consumptive Use,,"MTwr_WS13870,MTwr_WS16362",Bad WaterSourceUUID,289634.0
