SiteID,ConnecPOUSiteID,ConnecPODSiteID,SiteUUID,SiteNativeID,SiteName,USGSSiteID,SiteTypeCV,Longitude,Latitude,CoordinateMethodCV,CoordinateAccuracy,GNISCodeCV,EPSGCodeCV,NHDNetworkStatusCV,NHDProductCV,StateCV,HUC8,HUC12,County,PODorPOUSite,WaterSourceID
3335000,3335000,3334999,UTss_S2181,1263,Charleston WCD,NULL,Unspecified,-111.4600244,40.46606977,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Wasatch,POU,115918
3335006,3335006,3335001,UTss_S2187,1264,Bluffdale Water System,NULL,Unspecified,-111.9387211,40.47711113,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Salt Lake,POU,115918
3335006,3335006,3335002,UTss_S2187,1264,Bluffdale Water System,NULL,Unspecified,-111.9387211,40.47711113,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Salt Lake,POU,115918
3335006,3335006,3335003,UTss_S2187,1264,Bluffdale Water System,NULL,Unspecified,-111.9387211,40.47711113,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Salt Lake,POU,115918
3335006,3335006,3335004,UTss_S2187,1264,Bluffdale Water System,NULL,Unspecified,-111.9387211,40.47711113,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Salt Lake,POU,115918
3335006,3335006,3335005,UTss_S2187,1264,Bluffdale Water System,NULL,Unspecified,-111.9387211,40.47711113,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Salt Lake,POU,115918
3335016,3335016,3334977,UTss_S220,1025,Orderville Town Water System,NULL,Unspecified,-112.6574014,37.25396707,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Kane,POU,115918
3335016,3335016,3334998,UTss_S220,1025,Orderville Town Water System,NULL,Unspecified,-112.6574014,37.25396707,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Kane,POU,115918
3335016,3335016,3335009,UTss_S220,1025,Orderville Town Water System,NULL,Unspecified,-112.6574014,37.25396707,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Kane,POU,115918
3335052,3335052,3335007,UTss_S2238,1265,Lehi City,NULL,Unspecified,-111.8710327,40.40733185,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Utah,POU,115918
3335052,3335052,3335008,UTss_S2238,1265,Lehi City,NULL,Unspecified,-111.8710327,40.40733185,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Utah,POU,115918
3335052,3335052,3335010,UTss_S2238,1265,Lehi City,NULL,Unspecified,-111.8710327,40.40733185,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Utah,POU,115918
3335052,3335052,3335011,UTss_S2238,1265,Lehi City,NULL,Unspecified,-111.8710327,40.40733185,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Utah,POU,115918
3335052,3335052,3335012,UTss_S2238,1265,Lehi City,NULL,Unspecified,-111.8710327,40.40733185,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Utah,POU,115918
3335052,3335052,3335013,UTss_S2238,1265,Lehi City,NULL,Unspecified,-111.8710327,40.40733185,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Utah,POU,115918
3335052,3335052,3335014,UTss_S2238,1265,Lehi City,NULL,Unspecified,-111.8710327,40.40733185,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Utah,POU,115918
3335052,3335052,3335015,UTss_S2238,1265,Lehi City,NULL,Unspecified,-111.8710327,40.40733185,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Utah,POU,115918
3335052,3335052,3335017,UTss_S2238,1265,Lehi City,NULL,Unspecified,-111.8710327,40.40733185,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Utah,POU,115918
3335052,3335052,3335018,UTss_S2238,1265,Lehi City,NULL,Unspecified,-111.8710327,40.40733185,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Utah,POU,115918
3335052,3335052,3335019,UTss_S2238,1265,Lehi City,NULL,Unspecified,-111.8710327,40.40733185,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Utah,POU,115918
3335052,3335052,3335020,UTss_S2238,1265,Lehi City,NULL,Unspecified,-111.8710327,40.40733185,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Utah,POU,115918
3335052,3335052,3335021,UTss_S2238,1265,Lehi City,NULL,Unspecified,-111.8710327,40.40733185,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Utah,POU,115918
3335052,3335052,3335022,UTss_S2238,1265,Lehi City,NULL,Unspecified,-111.8710327,40.40733185,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Utah,POU,115918
3335052,3335052,3335023,UTss_S2238,1265,Lehi City,NULL,Unspecified,-111.8710327,40.40733185,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Utah,POU,115918
3335052,3335052,3335024,UTss_S2238,1265,Lehi City,NULL,Unspecified,-111.8710327,40.40733185,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Utah,POU,115918
3335052,3335052,3335025,UTss_S2238,1265,Lehi City,NULL,Unspecified,-111.8710327,40.40733185,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Utah,POU,115918
3335052,3335052,3335026,UTss_S2238,1265,Lehi City,NULL,Unspecified,-111.8710327,40.40733185,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Utah,POU,115918
3335052,3335052,3335027,UTss_S2238,1265,Lehi City,NULL,Unspecified,-111.8710327,40.40733185,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Utah,POU,115918
3335052,3335052,3335028,UTss_S2238,1265,Lehi City,NULL,Unspecified,-111.8710327,40.40733185,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Utah,POU,115918
3335052,3335052,3335029,UTss_S2238,1265,Lehi City,NULL,Unspecified,-111.8710327,40.40733185,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Utah,POU,115918
3335052,3335052,3335030,UTss_S2238,1265,Lehi City,NULL,Unspecified,-111.8710327,40.40733185,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Utah,POU,115918
3335052,3335052,3335031,UTss_S2238,1265,Lehi City,NULL,Unspecified,-111.8710327,40.40733185,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Utah,POU,115918
3335052,3335052,3335032,UTss_S2238,1265,Lehi City,NULL,Unspecified,-111.8710327,40.40733185,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Utah,POU,115918
3335052,3335052,3335034,UTss_S2238,1265,Lehi City,NULL,Unspecified,-111.8710327,40.40733185,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Utah,POU,115918
3335052,3335052,3335035,UTss_S2238,1265,Lehi City,NULL,Unspecified,-111.8710327,40.40733185,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Utah,POU,115918
3335052,3335052,3335036,UTss_S2238,1265,Lehi City,NULL,Unspecified,-111.8710327,40.40733185,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Utah,POU,115918
3335052,3335052,3335037,UTss_S2238,1265,Lehi City,NULL,Unspecified,-111.8710327,40.40733185,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Utah,POU,115918
3335052,3335052,3335038,UTss_S2238,1265,Lehi City,NULL,Unspecified,-111.8710327,40.40733185,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Utah,POU,115918
3335052,3335052,3335039,UTss_S2238,1265,Lehi City,NULL,Unspecified,-111.8710327,40.40733185,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Utah,POU,115918
3335052,3335052,3335040,UTss_S2238,1265,Lehi City,NULL,Unspecified,-111.8710327,40.40733185,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Utah,POU,115918
3335052,3335052,3335041,UTss_S2238,1265,Lehi City,NULL,Unspecified,-111.8710327,40.40733185,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Utah,POU,115918
3335052,3335052,3335042,UTss_S2238,1265,Lehi City,NULL,Unspecified,-111.8710327,40.40733185,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Utah,POU,115918
3335052,3335052,3335044,UTss_S2238,1265,Lehi City,NULL,Unspecified,-111.8710327,40.40733185,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Utah,POU,115918
3335052,3335052,3335045,UTss_S2238,1265,Lehi City,NULL,Unspecified,-111.8710327,40.40733185,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Utah,POU,115918
3335052,3335052,3335046,UTss_S2238,1265,Lehi City,NULL,Unspecified,-111.8710327,40.40733185,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Utah,POU,115918
3335052,3335052,3335047,UTss_S2238,1265,Lehi City,NULL,Unspecified,-111.8710327,40.40733185,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Utah,POU,115918
3335052,3335052,3335048,UTss_S2238,1265,Lehi City,NULL,Unspecified,-111.8710327,40.40733185,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Utah,POU,115918
3335052,3335052,3335049,UTss_S2238,1265,Lehi City,NULL,Unspecified,-111.8710327,40.40733185,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Utah,POU,115918
3335052,3335052,3335050,UTss_S2238,1265,Lehi City,NULL,Unspecified,-111.8710327,40.40733185,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Utah,POU,115918
3335052,3335052,3335051,UTss_S2238,1265,Lehi City,NULL,Unspecified,-111.8710327,40.40733185,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Utah,POU,115918
3335065,3335065,3335053,UTss_S2253,1267,North Logan City,NULL,Unspecified,-111.8054291,41.77591658,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Cache,POU,115918
3335065,3335065,3335054,UTss_S2253,1267,North Logan City,NULL,Unspecified,-111.8054291,41.77591658,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Cache,POU,115918
3335065,3335065,3335055,UTss_S2253,1267,North Logan City,NULL,Unspecified,-111.8054291,41.77591658,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Cache,POU,115918
3335065,3335065,3335056,UTss_S2253,1267,North Logan City,NULL,Unspecified,-111.8054291,41.77591658,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Cache,POU,115918
3335065,3335065,3335057,UTss_S2253,1267,North Logan City,NULL,Unspecified,-111.8054291,41.77591658,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Cache,POU,115918
3335065,3335065,3335058,UTss_S2253,1267,North Logan City,NULL,Unspecified,-111.8054291,41.77591658,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Cache,POU,115918
3335065,3335065,3335059,UTss_S2253,1267,North Logan City,NULL,Unspecified,-111.8054291,41.77591658,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Cache,POU,115918
3335065,3335065,3335060,UTss_S2253,1267,North Logan City,NULL,Unspecified,-111.8054291,41.77591658,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Cache,POU,115918
3335065,3335065,3335062,UTss_S2253,1267,North Logan City,NULL,Unspecified,-111.8054291,41.77591658,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Cache,POU,115918
3335065,3335065,3335063,UTss_S2253,1267,North Logan City,NULL,Unspecified,-111.8054291,41.77591658,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Cache,POU,115918
3335065,3335065,3335064,UTss_S2253,1267,North Logan City,NULL,Unspecified,-111.8054291,41.77591658,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Cache,POU,115918
3335075,3335075,3335066,UTss_S2263,1268,Santaquin City,NULL,Unspecified,-111.7894297,39.97361177,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Utah,POU,115918
3335075,3335075,3335067,UTss_S2263,1268,Santaquin City,NULL,Unspecified,-111.7894297,39.97361177,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Utah,POU,115918
3335075,3335075,3335068,UTss_S2263,1268,Santaquin City,NULL,Unspecified,-111.7894297,39.97361177,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Utah,POU,115918
3335075,3335075,3335069,UTss_S2263,1268,Santaquin City,NULL,Unspecified,-111.7894297,39.97361177,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Utah,POU,115918
3335075,3335075,3335070,UTss_S2263,1268,Santaquin City,NULL,Unspecified,-111.7894297,39.97361177,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Utah,POU,115918
3335075,3335075,3335071,UTss_S2263,1268,Santaquin City,NULL,Unspecified,-111.7894297,39.97361177,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Utah,POU,115918
3335075,3335075,3335073,UTss_S2263,1268,Santaquin City,NULL,Unspecified,-111.7894297,39.97361177,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Utah,POU,115918
3335075,3335075,3335074,UTss_S2263,1268,Santaquin City,NULL,Unspecified,-111.7894297,39.97361177,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Utah,POU,115918
3335080,3335080,3335076,UTss_S2276,1269,Clarkston Town Culinary Water,NULL,Unspecified,-112.0481261,41.92060938,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Cache,POU,115918
3335080,3335080,3335077,UTss_S2276,1269,Clarkston Town Culinary Water,NULL,Unspecified,-112.0481261,41.92060938,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Cache,POU,115918
3335080,3335080,3335078,UTss_S2276,1269,Clarkston Town Culinary Water,NULL,Unspecified,-112.0481261,41.92060938,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Cache,POU,115918
3335080,3335080,3335079,UTss_S2276,1269,Clarkston Town Culinary Water,NULL,Unspecified,-112.0481261,41.92060938,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Cache,POU,115918
3335083,3335083,3335082,UTss_S2281,1270,Marion Waterworks Co.,NULL,Unspecified,-111.2809466,40.68477525,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Summit,POU,115918
3335089,3335089,3335085,UTss_S2291,1272,Sterling Town Water System,NULL,Unspecified,-111.6886507,39.1942773,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Sanpete,POU,115918
3335089,3335089,3335086,UTss_S2291,1272,Sterling Town Water System,NULL,Unspecified,-111.6886507,39.1942773,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Sanpete,POU,115918
3335089,3335089,3335088,UTss_S2291,1272,Sterling Town Water System,NULL,Unspecified,-111.6886507,39.1942773,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Sanpete,POU,115918
3335094,3335094,3335090,UTss_S2297,1273,Maeser WID,NULL,Unspecified,-109.5939643,40.48493021,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Uintah,POU,115918
3335094,3335094,3335091,UTss_S2297,1273,Maeser WID,NULL,Unspecified,-109.5939643,40.48493021,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Uintah,POU,115918
3335094,3335094,3335092,UTss_S2297,1273,Maeser WID,NULL,Unspecified,-109.5939643,40.48493021,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Uintah,POU,115918
3335094,3335094,3335093,UTss_S2297,1273,Maeser WID,NULL,Unspecified,-109.5939643,40.48493021,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Uintah,POU,115918
3335100,3335100,3335097,UTss_S2305,1275,Copperton Improvement District,NULL,Unspecified,-112.1042226,40.5954612,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Salt Lake,POU,115918
3335100,3335100,3335098,UTss_S2305,1275,Copperton Improvement District,NULL,Unspecified,-112.1042226,40.5954612,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Salt Lake,POU,115918
3335100,3335100,3335099,UTss_S2305,1275,Copperton Improvement District,NULL,Unspecified,-112.1042226,40.5954612,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Salt Lake,POU,115918
3335104,3335104,3335043,UTss_S231,1027,Farmington City Water System,NULL,Unspecified,-111.9066052,40.98460669,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Davis,POU,115918
3335104,3335104,3335061,UTss_S231,1027,Farmington City Water System,NULL,Unspecified,-111.9066052,40.98460669,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Davis,POU,115918
3335104,3335104,3335072,UTss_S231,1027,Farmington City Water System,NULL,Unspecified,-111.9066052,40.98460669,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Davis,POU,115918
3335104,3335104,3335081,UTss_S231,1027,Farmington City Water System,NULL,Unspecified,-111.9066052,40.98460669,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Davis,POU,115918
3335104,3335104,3335087,UTss_S231,1027,Farmington City Water System,NULL,Unspecified,-111.9066052,40.98460669,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Davis,POU,115918
3335104,3335104,3335095,UTss_S231,1027,Farmington City Water System,NULL,Unspecified,-111.9066052,40.98460669,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Davis,POU,115918
3335106,3335106,3335101,UTss_S2311,1276,Eden Waterworks System,NULL,Unspecified,-111.8064752,41.29596098,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Weber,POU,115918
3335106,3335106,3335102,UTss_S2311,1276,Eden Waterworks System,NULL,Unspecified,-111.8064752,41.29596098,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Weber,POU,115918
3335106,3335106,3335103,UTss_S2311,1276,Eden Waterworks System,NULL,Unspecified,-111.8064752,41.29596098,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Weber,POU,115918
3335106,3335106,3335105,UTss_S2311,1276,Eden Waterworks System,NULL,Unspecified,-111.8064752,41.29596098,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Weber,POU,115918
3335139,3335139,3335107,UTss_S2345,1277,Taylorsville-Bennion Improvement District,NULL,Unspecified,-111.9526056,40.65618417,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Salt Lake,POU,115918
3335139,3335139,3335108,UTss_S2345,1277,Taylorsville-Bennion Improvement District,NULL,Unspecified,-111.9526056,40.65618417,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Salt Lake,POU,115918
3335139,3335139,3335109,UTss_S2345,1277,Taylorsville-Bennion Improvement District,NULL,Unspecified,-111.9526056,40.65618417,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Salt Lake,POU,115918
3335139,3335139,3335110,UTss_S2345,1277,Taylorsville-Bennion Improvement District,NULL,Unspecified,-111.9526056,40.65618417,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Salt Lake,POU,115918
3335139,3335139,3335111,UTss_S2345,1277,Taylorsville-Bennion Improvement District,NULL,Unspecified,-111.9526056,40.65618417,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Salt Lake,POU,115918
3335139,3335139,3335112,UTss_S2345,1277,Taylorsville-Bennion Improvement District,NULL,Unspecified,-111.9526056,40.65618417,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Salt Lake,POU,115918
3335139,3335139,3335114,UTss_S2345,1277,Taylorsville-Bennion Improvement District,NULL,Unspecified,-111.9526056,40.65618417,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Salt Lake,POU,115918
3335139,3335139,3335115,UTss_S2345,1277,Taylorsville-Bennion Improvement District,NULL,Unspecified,-111.9526056,40.65618417,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Salt Lake,POU,115918
3335139,3335139,3335116,UTss_S2345,1277,Taylorsville-Bennion Improvement District,NULL,Unspecified,-111.9526056,40.65618417,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Salt Lake,POU,115918
3335139,3335139,3335117,UTss_S2345,1277,Taylorsville-Bennion Improvement District,NULL,Unspecified,-111.9526056,40.65618417,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Salt Lake,POU,115918
3335139,3335139,3335118,UTss_S2345,1277,Taylorsville-Bennion Improvement District,NULL,Unspecified,-111.9526056,40.65618417,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Salt Lake,POU,115918
3335139,3335139,3335119,UTss_S2345,1277,Taylorsville-Bennion Improvement District,NULL,Unspecified,-111.9526056,40.65618417,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Salt Lake,POU,115918
3335139,3335139,3335120,UTss_S2345,1277,Taylorsville-Bennion Improvement District,NULL,Unspecified,-111.9526056,40.65618417,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Salt Lake,POU,115918
3335139,3335139,3335121,UTss_S2345,1277,Taylorsville-Bennion Improvement District,NULL,Unspecified,-111.9526056,40.65618417,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Salt Lake,POU,115918
3335139,3335139,3335123,UTss_S2345,1277,Taylorsville-Bennion Improvement District,NULL,Unspecified,-111.9526056,40.65618417,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Salt Lake,POU,115918
3335139,3335139,3335124,UTss_S2345,1277,Taylorsville-Bennion Improvement District,NULL,Unspecified,-111.9526056,40.65618417,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Salt Lake,POU,115918
3335139,3335139,3335125,UTss_S2345,1277,Taylorsville-Bennion Improvement District,NULL,Unspecified,-111.9526056,40.65618417,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Salt Lake,POU,115918
3335139,3335139,3335126,UTss_S2345,1277,Taylorsville-Bennion Improvement District,NULL,Unspecified,-111.9526056,40.65618417,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Salt Lake,POU,115918
3335139,3335139,3335127,UTss_S2345,1277,Taylorsville-Bennion Improvement District,NULL,Unspecified,-111.9526056,40.65618417,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Salt Lake,POU,115918
3335139,3335139,3335128,UTss_S2345,1277,Taylorsville-Bennion Improvement District,NULL,Unspecified,-111.9526056,40.65618417,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Salt Lake,POU,115918
3335139,3335139,3335129,UTss_S2345,1277,Taylorsville-Bennion Improvement District,NULL,Unspecified,-111.9526056,40.65618417,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Salt Lake,POU,115918
3335139,3335139,3335130,UTss_S2345,1277,Taylorsville-Bennion Improvement District,NULL,Unspecified,-111.9526056,40.65618417,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Salt Lake,POU,115918
3335139,3335139,3335131,UTss_S2345,1277,Taylorsville-Bennion Improvement District,NULL,Unspecified,-111.9526056,40.65618417,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Salt Lake,POU,115918
3335139,3335139,3335132,UTss_S2345,1277,Taylorsville-Bennion Improvement District,NULL,Unspecified,-111.9526056,40.65618417,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Salt Lake,POU,115918
3335139,3335139,3335134,UTss_S2345,1277,Taylorsville-Bennion Improvement District,NULL,Unspecified,-111.9526056,40.65618417,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Salt Lake,POU,115918
3335139,3335139,3335135,UTss_S2345,1277,Taylorsville-Bennion Improvement District,NULL,Unspecified,-111.9526056,40.65618417,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Salt Lake,POU,115918
3335139,3335139,3335136,UTss_S2345,1277,Taylorsville-Bennion Improvement District,NULL,Unspecified,-111.9526056,40.65618417,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Salt Lake,POU,115918
3335139,3335139,3335137,UTss_S2345,1277,Taylorsville-Bennion Improvement District,NULL,Unspecified,-111.9526056,40.65618417,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Salt Lake,POU,115918
3335139,3335139,3335138,UTss_S2345,1277,Taylorsville-Bennion Improvement District,NULL,Unspecified,-111.9526056,40.65618417,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Salt Lake,POU,115918
3335145,3335145,3335140,UTss_S2350,1278,Hanksville Town Water System,NULL,Unspecified,-110.7158882,38.37057138,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Wayne,POU,115918
3335145,3335145,3335141,UTss_S2350,1278,Hanksville Town Water System,NULL,Unspecified,-110.7158882,38.37057138,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Wayne,POU,115918
3335145,3335145,3335142,UTss_S2350,1278,Hanksville Town Water System,NULL,Unspecified,-110.7158882,38.37057138,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Wayne,POU,115918
3335145,3335145,3335143,UTss_S2350,1278,Hanksville Town Water System,NULL,Unspecified,-110.7158882,38.37057138,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Wayne,POU,115918
3335152,3335152,3335113,UTss_S236,1028,La Verkin City Water System,NULL,Unspecified,-113.250561,37.2315341,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Washington,POU,115918
3335152,3335152,3335122,UTss_S236,1028,La Verkin City Water System,NULL,Unspecified,-113.250561,37.2315341,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Washington,POU,115918
3335152,3335152,3335133,UTss_S236,1028,La Verkin City Water System,NULL,Unspecified,-113.250561,37.2315341,Centroid of Area,NULL,NULL,4326,NULL,NULL,NULL,NULL,NULL,Washington,POU,115918
