surveyNo,yr,pwsCode2,pwsName
371133,2020,TX1010210,HARRIS COUNTY WCID 133
372349,2020,TX1210013,HARRISBURG WSC
372350,2020,TX1330007,CENTER POINT
372400,2020,TX0350002,HART MUNICIPAL WATER SYSTEM
373200,2020,TX1030010,HARTLEY WSC
374801,2020,TX0460037,OAK VILLAGE NORTH
374803,2020,TX0150135,OAKS NORTH MOBILE HOME ESTATES
374807,2020,TX1300005,CASCADE MOBILE HOME PARK
374808,2020,TX0150046,COOLCREST WATER SYSTEM
374820,2020,TX0150096,STAGE COACH HILLS
374920,2020,TX0200218,HASTINGS HOMEOWNERS WATER SYSTEM
376450,2020,TX2270091,HAZY HILLS WSC
376500,2020,TX1700013,HAZY HOLLOW EAST ESTATES
378000,2020,TX1240001,JIM HOGG COUNTY WCID 2
378244,2020,TX1013404,NORTHWOOD MUD 1
378800,2020,TX0650002,HEDLEY MUNICIPAL WATER SYSTEM
379200,2020,TX2120051,HEIGHTS WATER
379600,2020,TX2370001,CITY OF HEMPSTEAD
461800,2020,TX1280002,CITY OF KENEDY
382850,2020,TX0390001,CITY OF HENRIETTA
384175,2020,TX1700121,HERITAGE OAKS SUBDIVISION
384400,2020,TX2080003,HERMLEIGH WATER SYSTEM
384425,2020,TX1330080,HERITAGE PARK WATER SYSTEM
385400,2020,TX1160062,HICKORY CREEK SUD
385410,2020,TX2470018,HICKORY HILL WATER
386800,2020,TX0970002,CITY OF HICO
387610,2020,TX1080088,HIDALGO COUNTY MUD 1
387630,2020,TX1070202,HIDDEN ACRES WATER SYSTEM
387810,2020,TX0610099,HIDDEN VALLEY WATER SYSTEM
387820,2020,TX1010012,SOUTHERN WATER
387830,2020,TX1330044,HIDEAWAY MOBILE HOME PARK
388400,2020,TX1480004,HIGGINS MUNICIPAL WATER SYSTEM
388600,2020,TX0270113,HIGH SIERRA WATER SYSTEM
389210,2020,TX2460027,HIGH GABRIEL WSC
389221,2020,TX1070233,HIGH POINT WATER CO
389225,2020,TX0840080,HIGHLAND BAYOU ESTATES WSC
389239,2020,TX2490042,HIGHLAND MEADOWS WATER SYSTEM
389241,2020,TX0570049,TOWN OF HIGHLAND PARK
389242,2020,TX1840033,ECHO VALLEY WSC
389244,2020,TX1840126,CITY OF HUDSON OAKS DYEGARD
389245,2020,TX0270099,CITY OF HIGHLAND HAVEN WATER SYSTEM
389246,2020,TX1840031,HIGHLAND WSC
389252,2020,TX1110017,LONG CREEK WATER
389254,2020,TX1110018,MESA GRANDE WSC
389256,2020,TX1840019,M&L WSC
389261,2020,TX0610212,WILLOW WOOD ADDITION MEADOW VISTA
389285,2020,TX1070124,HIGHSAW
389295,2020,TX1630014,HIGHWAY 90 RANCH WSC
389297,2020,TX2320040,HIGHWAY 117 WSC
891400,2020,TX2320002,CITY OF UVALDE
389307,2020,TX0100061,HILL COUNTRY MOBILE HOME PARK
389312,2020,TX1330139,REAL OAKS SUBDIVISION
389315,2020,TX2270173,HILL COUNTRY NORTHWEST CHERRY HOLLOW
389316,2020,TX1330113,FOUR SEASONS
389318,2020,TX1330083,HILL COUNTRY RANCH ESTATES
389320,2020,TX1330101,SLEEPY HOLLOW
389322,2020,TX1050039,WOODCREEK UTILITY CO 2
389323,2020,TX1330124,NORTHWEST HILLS SUBDIVISION
389324,2020,TX0100047,LAKEWOOD WATER
389325,2020,TX1330091,OAK FOREST SOUTH WATER SUPPLY
389326,2020,TX1330097,NICKERSON FARM WATER SYSTEM
389328,2020,TX0100065,COMANCHE CLIFFS
389329,2020,TX1330107,PECAN VALLEY
389335,2020,TX0100053,ELMWOOD ESTATES
389340,2020,TX1300034,WALNUT HILLS
389341,2020,TX1930018,REAL WSC
389562,2020,TX1260011,CROWLEY 1 ACRE SKY CORP WATER
389570,2020,TX0200028,CITY OF HILLCREST VILLAGE
389585,2020,TX1700539,HILLGREEN SUBDIVISION WATER CO
389590,2020,TX2200005,BLUE MOUND
389800,2020,TX1330151,HILL RIVER COUNTRY ESTATES
390350,2020,TX1330030,HILLS & DALES
390440,2020,TX0610199,HILLTOP ESTATES WSC
390450,2020,TX1450006,HILLTOP LAKES WSC
390460,2020,TX2200107,HILLTOP MOBILE HOME PARK
390500,2020,TX1550032,HILLTOP WSC
391200,2020,TX0840004,CITY OF HITCHCOCK
391675,2020,TX1011101,H O E WSC
391900,2020,TX1550132,HOG CREEK WSC
392050,2020,TX1160028,HOLIDAY ESTATES WATER
392100,2020,TX1580006,HOLIDAY HARBOR
392200,2020,TX1870080,HOLIDAY LAKE ESTATES
392225,2020,TX2390019,HOLIDAY OAKS SUBDIVISION
392478,2020,TX1210004,HOLLY HUFF WSC
392480,2020,TX2500012,HOLLY LAKE RANCH
604800,2020,TX0890002,CITY OF NIXON
392553,2020,TX1000069,BREAKAWAY TRAILS SUBDIVISION
392570,2020,TX1210020,HOLMWOOD ANGELINA & NECHES RIVER AUTHORI
393000,2020,TX1011734,HOMESTEAD OAKS MOBILE HOME COMM
393200,2020,TX1630002,CITY OF HONDO
394900,2020,TX1110027,WHIPPOORWILL BAY SUBDIVISION
394901,2020,TX1110059,LAKE COUNTRY ACRES
394902,2020,TX1110035,MOUNTAIN VIEW SUBDIVISION
394903,2020,TX1110026,SANDY BEACH SUBDIVISION
394905,2020,TX1110088,NORTH FORK CREEK II
394908,2020,TX1110087,SUNCHASE MEADOWS
395000,2020,TX1110076,RIVER RUN SUBDIVISION
395340,2020,TX1011713,HOOKS MOBILE HOME PARK
395820,2020,TX2270255,AUSTINS COLONY
461810,2020,TX2270308,KENNEDY RIDGE WSC
1103430,2020,TX0260050,EPCOR 130 PROJECT
395850,2020,TX1840002,HORSESHOE BEND WATER SYSTEM
395854,2020,TX0790144,SOUTHWEST ENVIRONMENTAL RESOURCES
395973,2020,TX1330118,HORSESHOE OAKS SUBDIVISION WATER SYSTEM
396601,2020,TX1012904,HOUSE CORRAL STREET WATER SYSTEM
398700,2020,TX0700054,HOWARD WATER COOP
398800,2020,TX0910013,CITY OF HOWE
399250,2020,TX2100009,HUBER WSC
399405,2020,TX0680163,HUBER GARDEN ESTATES
399410,2020,TX1610114,HUBERT WATSON SUBDIVISION
399450,2020,TX0030023,HUDSON WSC
401000,2020,TX1460012,LIBERTY COUNTY FWSD 1 HULL
401500,2020,TX1700014,HULON LAKES SUBDIVISION
408400,2020,TX2410052,HUNGERFORD MUD 1
408552,2020,TX1330145,COMMUNITY WATER GROUP WSC
408553,2020,TX1460050,HUNTERS COVE SEC 1
408555,2020,TX1010615,HUNTERS GLEN MUD
408560,2020,TX1110083,HUNTERWOOD SUBDIVISION WATER SYSTEM
409154,2020,TX0360049,HUNTERS COVE SUB SOUTH
409155,2020,TX1700328,CANEY CREEK UTILITY
409250,2020,TX1050124,HUNTINGTON ESTATES
410000,2020,TX2360001,CITY OF HUNTSVILLE
410780,2020,TX2500039,LAKE FORK WSC
410850,2020,TX2270172,HURST CREEK MUD
413300,2020,TX2100019,CITY OF HUXLEY
418200,2020,TX1520001,CITY OF IDALOU
418901,2020,TX1700624,LAKE WINDCREST WATER SYSTEM
1104130,2020,TX1700866,MONTGOMERY COUNTY MUD 141
418902,2020,TX1610129,LIVE OAK LANDING SUBDIVISION
419280,2020,TX1580063,INDIAN HILLS HARBOR
419352,2020,TX1330142,INGRAM OAKS RETIREMENT COMMUNITY
419370,2020,TX1330011,INGRAM WATER SUPPLY
421700,2020,TX1010172,INVERNESS FOREST IMPROVEMENT DISTRICT
421725,2020,TX2270102,INVERNESS POINT WATER SYSTEM
423000,2020,TX1860002,CITY OF IRAAN
423502,2020,TX1700576,INDIGO LAKES WATER SYSTEM
423800,2020,TX0180014,CITY OF IREDELL
424700,2020,TX0370022,IRON HILL WSC
754600,2020,TX0370003,CITY OF RUSK
426200,2020,TX0700028,CITY OF ITALY
806650,2020,TX0700043,SOUTH ELLIS COUNTY WATER SUPPLY
426510,2020,TX1700655,LONE STAR PUBLIC WATER SYSTEM
427000,2020,TX1090003,CITY OF ITASCA
427930,2020,TX1810061,IWANDA MOBILE HOME PARK
432845,2020,TX2100031,PAXTON WSC JACKSON PLANT
438400,2020,TX2100010,CITY OF JOAQUIN
652130,2020,TX2100012,PAXTON WSC
432850,2020,TX2120016,JACKSON WSC
433000,2020,TX2010062,JACOBS WSC PLANT 3 & 4
433300,2020,TX1760023,JAMESTOWN WSC
433600,2020,TX2460169,CITY OF JARRELL
434000,2020,TX2500011,JARVIS CHRISTIAN COLLEGE
434400,2020,TX1210001,CITY OF JASPER
435200,2020,TX1320001,CITY OF JAYTON
437600,2020,TX1450007,CITY OF JEWETT
438349,2020,TX0110023,J & R MHP
438500,2020,TX0930012,B & J WATER CO
938400,2020,TX2410005,CITY OF WHARTON
439200,2020,TX0160001,CITY OF JOHNSON CITY
440305,2020,TX0180072,LAME DUCK WATER SYSTEM
440306,2020,TX1020080,JOHNSON MOBILE HOME PARK
440370,2020,TX2270011,JONESTOWN WSC
440380,2020,TX2500007,JONES WSC
440425,2020,TX0200043,BERNARD RIVER OAKS
440450,2020,TX0200128,CHOCTAW SUBDIVISION
440500,2020,TX0200040,HOMELAND SUBDIVISION
440510,2020,TX0200041,JONES CREEK TERRACE
440520,2020,TX0200042,JONES CREEKWOOD
440530,2020,TX0200139,RIVER OAKS
440535,2020,TX0200127,ROYAL RIDGE
440800,2020,TX0070002,CITY OF JOURDANTON
441600,2020,TX1340001,CITY OF JUNCTION
445400,2020,TX0840187,K & B WATERWORKS
456000,2020,TX1330135,KAMIRA WATER SYSTEM
457800,2020,TX1280001,CITY OF KARNES CITY
793800,2020,TX1430003,CITY OF SHINER
458610,2020,TX1012861,PEEK ROAD MOBILE HOME PARK
458900,2020,TX1700005,KEENAN WSC
460875,2020,TX1580003,KELLYVILLE BEREA WSC
461400,2020,TX0840031,GALVESTON COUNTY WCID 12
461540,2020,TX1300041,KENDALL POINTE
461600,2020,TX0790018,CITY OF KENDLETON
462000,2020,TX1130011,CITY OF KENNARD
462620,2020,TX2010055,KENNEDY ROAD WSC
492650,2020,TX2010036,LEVERETTS CHAPEL WSC
462900,2020,TX0910060,KENTUCKYTOWN WSC
463400,2020,TX2480001,CITY OF KERMIT
464250,2020,TX1330123,KERR VILLA MOBILE HOME PARK
465075,2020,TX1330041,LOMA VISTA WATER SYSTEM
465557,2020,TX0200401,KEY LARGO UTILITIES
465560,2020,TX2080007,KEY MOBILE HOME PARK
465950,2020,TX1810059,KINARD ESTATES
466000,2020,TX1840094,KINBROOK ESTATES
466683,2020,TX0510004,KING COTTLE WSC
466684,2020,TX1012865,KINGS MANOR MUD
466685,2020,TX1370012,KING RANCH SANTA GERTRUDIS DISTRICT
466687,2020,TX1310003,KING RANCH NORIAS
466688,2020,TX1370028,KING RANCH LAURELES DIVISION
466702,2020,TX0460205,KINGS POINT WSC
466703,2020,TX2490032,KINGS REST SUBDIVISION
466707,2020,TX1011567,KINGSLAND ESTATES WSC
466720,2020,TX1500012,KINGSLAND WSC
466751,2020,TX1012892,KINGMONT MOBILE HOME PARK
467000,2020,TX0150010,CITY OF KIRBY
467400,2020,TX1210002,CITY OF KIRBYVILLE
467460,2020,TX1010439,KIRKMONT MUD
760900,2020,TX1010386,SAGEMEADOW UTILITY DISTRICT
467700,2020,TX0810019,CITY OF KIRVIN
467726,2020,TX1260056,FISHERMANS PARADISE
467728,2020,TX1550074,BOSQUE BASIN WSC
468100,2020,TX2320004,KNIPPA WSC
468120,2020,TX2200310,KNOB HILL WSC
468125,2020,TX0610068,KNOB HILL WATER SYSTEM
469000,2020,TX1470003,CITY OF KOSSE
873001,2020,TX0730004,TRI COUNTY SUD
657000,2020,TX0730016,PERRY WSC
469800,2020,TX1000001,CITY OF KOUNTZE
470600,2020,TX2190002,KRESS MUNICIPAL WATER SYSTEM
477375,2020,TX2330063,LA CALETA ESTATES
477499,2020,TX0150497,SAWS TEXAS RESEARCH PARK
478000,2020,TX1630004,CITY OF LA COSTE
478800,2020,TX0740004,CITY OF LADONIA
478810,2020,TX1330137,WOOD TRAIL WATER SUPPLY
479000,2020,TX0310003,CITY OF LA FERIA
479500,2020,TX0940029,LAGO VISTA WATER SYSTEM
479610,2020,TX2140006,CITY OF LA GRULLA
479650,2020,TX1110019,LAGUNA TRES SUBDIVISION
479655,2020,TX1110095,LAGUNA VISTA SUBDIVISION
479680,2020,TX0220018,LAJITAS ON THE RIO GRANDE
479690,2020,TX1080213,CITY OF LA JOYA
479700,2020,TX1080022,AGUA SUD
479800,2020,TX1840016,LA JUNTA
479825,2020,TX0310143,LA MIRADA COUNTRY ESTATES
480351,2020,TX1700578,LAKE BONANZA WSC
480356,2020,TX1500037,LAKE BUCHANAN
493150,2020,TX1500018,WATER WORKS 1 FLOYD ACRES
493151,2020,TX1500019,WATER WORKS 2 ISLAND LODGES
480359,2020,TX1700140,LAKE CONROE HILLS MUD
480380,2020,TX1700543,LAKE CONROE VILLAGE
480405,2020,TX1700529,LAKE CREEK FOREST
480905,2020,TX2390012,LAKE FOREST WATER SYSTEM
480951,2020,TX0010054,LAKE IONI WATER SUPPLY
480963,2020,TX1070198,LAKE PALESTINE WATER
481250,2020,TX0490016,LAKE KIOWA SUD
481270,2020,TX1700019,LAKELAND WATER SYSTEM
481273,2020,TX1500015,CITY OF HORSESHOE BAY
767503,2020,TX1500009,SANDY HARBOR SUBDIVISION
1103182,2020,TX1500126,DEERHAVEN WCID
505255,2020,TX1500002,LLANO COUNTY MUD 1
653925,2020,TX1500043,PECAN UTILITIES OAK RIDGE SUBDIVISION
481275,2020,TX1980020,LAKE LIMESTONE COVES WATER SYSTEM
481276,2020,TX1870156,LAKE LIVINGSTON VILLAGE
481277,2020,TX2360035,LAKE LIVINGSTON HEIGHTS WSC
481300,2020,TX0180025,LAKELINE ACRES WATER
481359,2020,TX1070144,CEDARVIEW ESTATES
817612,2020,TX1070085,WESTWOOD BEACH
481361,2020,TX1070207,POINT LA VISTA
481363,2020,TX1070215,ESQUIRE ESTATES II
481364,2020,TX0450069,LAKE SHERIDAN ESTATES
481375,2020,TX1500006,3 G WSC
481390,2020,TX2370008,LAKESIDE ESTATES SUBDIVISION
481495,2020,TX1870095,LAKESIDE VILLAGE SUBDIVISION
481510,2020,TX0180016,LAKESIDE WATER SUPPLY DISTRICT
481517,2020,TX2040023,LAKE WATERWHEEL ESTATES
481520,2020,TX0200018,TOWN OF HOLIDAY LAKES
481570,2020,TX1910013,LAKE TANGLEWOOD WATER SYSTEM
481625,2020,TX1070059,LAKE UTILITY CO
481875,2020,TX1330150,RANCHERO ESTATES
481950,2020,TX2270191,LAKEVIEW HILLS WSC
481960,2020,TX2040021,LAKEVIEW HILLS POA
482000,2020,TX0960014,LAKEVIEW WSC
482510,2020,TX0700057,LAKEVIEW RANCHETTES
482685,2020,TX1460098,LAKEVIEW WATER
482725,2020,TX2120037,BIG EDDY
482730,2020,TX1490017,LAKE VISTA UTILITY
482734,2020,TX1070181,LAKE VISTA VILLAGE
482800,2020,TX2270012,LAKEWAY MUD
1103884,2020,TX2270379,TRAVIS COUNTY MUD 11
482830,2020,TX0180028,STEELE CREEK HARBOR
482840,2020,TX0180015,ROCKY CREEK WATER SYSTEM
482875,2020,TX0180031,KING CREEK WSC
482970,2020,TX1070009,LAKEWOOD WATER EAST
482978,2020,TX2470020,LAKE VALLEY WATER
483200,2020,TX0840006,CITY OF LA MARQUE
483600,2020,TX0580001,CITY OF LAMESA
484900,2020,TX2010020,LANEVILLE WSC PLANT 1
486000,2020,TX2540003,ZAVALA COUNTY WCID 1
486520,2020,TX1200008,LA SALLE LANDING WATER SYSTEM
486545,2020,TX0610208,LAST RESORT PROPERTIES
487400,2020,TX0430037,BEAR CREEK SUD
487500,2020,TX1200013,CITY OF LA WARD
487805,2020,TX1850023,LAZBUDDIE ISD
487806,2020,TX0150186,LAZY ACRES TRAILER PARK
487807,2020,TX1700344,LAZY LANE MOBILE HOME PARK
487850,2020,TX1700039,LAZY RIVER IMPROVEMENT DISTRICT
488500,2020,TX1070025,LEAGUEVILLE WSC
488800,2020,TX1930002,CITY OF LEAKEY
488923,2020,TX2370044,LEANING OAK MOBILE HOME PARK
488975,2020,TX1440005,LEE COUNTY WSC
488979,2020,TX0200506,LEE RIDGE SUBDIVISION
488981,2020,TX0710158,LEE LIMAS MOBILE HOME PARK
490000,2020,TX0900001,LEFORS MUNICIPAL WATER SYSTEM
490400,2020,TX1870007,LEGGETT WSC
490517,2020,TX1050043,LEISUREWOODS WATER
491600,2020,TX0740005,CITY OF LEONARD
491800,2020,TX0500041,LEON JUNCTION WSC
491870,2020,TX0150178,CITY OF LEON VALLEY
492000,2020,TX1550027,LEROY TOURS GERALD WSC
703470,2020,TX1550039,PURE WSC
492400,2020,TX1100002,CITY OF LEVELLAND
494000,2020,TX1440002,CITY OF LEXINGTON
494500,2020,TX1740012,LIBBY WSC
494800,2020,TX1460003,CITY OF LIBERTY
494900,2020,TX0920016,LIBERTY CITY WSC
496485,2020,TX0610226,MUSTANG SUD LIGHT RANCH ESTATES
496900,2020,TX1740013,LILBERT LOONEYVILLE WSC
497000,2020,TX1740014,LILLY GROVE SUD
497180,2020,TX1440006,LINCOLN WSC
497250,2020,TX2120017,LINDALE RURAL WSC
498800,2020,TX0340004,CITY OF LINDEN
499400,2020,TX0490003,CITY OF LINDSAY
501200,2020,TX1110011,CITY OF LIPAN
503900,2020,TX2340011,LITTLE HOPE-MOORE WATER SUPPLY
504000,2020,TX0150256,LITTLE JOES ICE HOUSE & TRAILER PARK
504820,2020,TX1540012,LIVE OAK HILLS SUBDIVISION
504835,2020,TX0860090,LIVEOAKS MOBILE HOME PARK
504850,2020,TX0150068,CITY OF LIVE OAK
504875,2020,TX0200555,CITY OF LIVERPOOL
505200,2020,TX1870002,CITY OF LIVINGSTON
1104740,2020,TX1870129,TRA LIVINGSTON REGIONAL WATER SUPPLY
505250,2020,TX1500001,CITY OF LLANO
506800,2020,TX0280001,CITY OF LOCKHART
507050,2020,TX1070121,CITY OF LOG CABIN
507100,2020,TX1540002,LOHN WSC
507200,2020,TX1200003,JACKSON COUNTY WCID 1
507230,2020,TX1070039,LOLLIPOP WATER WORKS
507275,2020,TX2540009,LOMA ALTA WATER SYSTEM
507600,2020,TX1410002,LOMETA REGIONAL WATER SYSTEM
508600,2020,TX0010021,LONE PINE WSC
511850,2020,TX1010664,LONE WILLOW MOBILE HOME PARK
511851,2020,TX1010663,LONE WILLOW MHP WEST
511925,2020,TX1810015,LONGFORD PLACE WATER SYSTEM
511955,2020,TX1010587,LONGHORN MOBILE HOME COMMUNITY
512005,2020,TX1870152,LONGHORN VALLEY
512100,2020,TX0830011,LOOP WSC
512400,2020,TX1680002,CITY OF LORAINE
512600,2020,TX2490046,HILLS OF OLIVER CREEK
514000,2020,TX0540002,CITY OF LORENZO
514025,2020,TX1010514,LORI HEIGHTS MOBILE HOME SUBDIVISION
514500,2020,TX0310004,CITY OF LOS FRESNOS
1102242,2020,TX0310150,SOUTHMOST REGIONAL WATER AUTHORITY
895025,2020,TX0310059,VALLEY MUD 2 RANCHO VIEJO
515600,2020,TX2410008,WHARTON COUNTY WCID 1 LOUISE
517100,2020,TX2520006,LOVING WSC
517685,2020,TX0450087,ALLEYTON WATER SYSTEM
517691,2020,TX0860106,LCRA HARPER WATER SYSTEM
519225,2020,TX1010378,LUCE BAYOU PUD
519300,2020,TX0910032,LUELLA SUD
519700,2020,TX0030031,HHSC LUFKIN STATE SUPPORTED LIVING CENT
520400,2020,TX0280002,CITY OF LULING
520500,2020,TX1000035,LUMBERTON MUD
520560,2020,TX2200208,LUNAR LANE WATER SYSTEM
521600,2020,TX0070004,CITY OF LYTLE
524000,2020,TX1950006,MADERA VALLEY WSC
526190,2020,TX1570018,HIGH PRAIRIE WATER SUPPLY CORP
526200,2020,TX1570001,CITY OF MADISONVILLE
526800,2020,TX1700020,CITY OF MAGNOLIA
1102120,2020,TX1700757,GRAND OAKS MUD
534200,2020,TX1090004,CITY OF MALONE
535825,2020,TX1260066,MANSFIELD SOUTH
535850,2020,TX0200407,CITY OF MANVEL
535855,2020,TX0200102,MANVEL ROAD TERRACE SUBDIVISION
535950,2020,TX0090011,MAPLE WSC
536290,2020,TX0220013,MARATHON WATER SUPPLY & SEWER SERVICE
536365,2020,TX2270039,MARBRIDGE FOUNDATION
536600,2020,TX1890001,CITY OF MARFA
537000,2020,TX0340017,CITY OF MARIETTA
537600,2020,TX1610006,MARKHAM MUD
537635,2020,TX2200281,MARKUM RANCH ESTATES
537637,2020,TX0200432,MARK V ESTATES
537650,2020,TX0730002,CITY OF MARLIN
537740,2020,TX1660014,MARLOW WSC
537800,2020,TX1450009,CITY OF MARQUEZ
538200,2020,TX1550005,CITY OF MART
538400,2020,TX1590002,MARTIN COUNTY FWSD 1
539850,2020,TX2340013,MARTINS MILL WSC
539908,2020,TX1120015,MARTIN SPRINGS WSC
540600,2020,TX1600001,CITY OF MASON
540700,2020,TX1010379,MASON CREEK UTILITY DISTRICT
540765,2020,TX1460107,MASON LAKE WATER SYSTEM
541400,2020,TX1730001,CITY OF MATADOR
542260,2020,TX1610002,MATAGORDA COUNTY WCID 5
542275,2020,TX1610052,MATAGORDA DUNES SUBDIVISION
542300,2020,TX1610013,MATAGORDA WSC
543200,2020,TX0570098,MATTHEW ROAD WSC
543805,2020,TX1470032,BIG CREEK WEST SUBDIVISION WATER SYTEM
543810,2020,TX1810144,MAURICEVILLE MUD
543820,2020,TX1620003,MAVERICK COUNTY AIRPORT WATER WORKS
545000,2020,TX0370024,MAYDELLE WSC
545500,2020,TX0250017,MAY WSC
545600,2020,TX0630011,MCADOO WSC
546300,2020,TX2340012,MACBEE SUD
547100,2020,TX2100011,MCCLELLAND WSC
547360,2020,TX0070023,MCCOY WSC
547500,2020,TX0110014,BASTROP COUNTY WCID 1
547650,2020,TX1220003,UT MCDONALD OBSERVATORY
548587,2020,TX2200108,SOUTHWOOD ADDITION
549400,2020,TX0900002,MCLEAN MUNICIPAL WATER SUPPLY
552500,2020,TX1700183,MEACHEN MEADOWS SUBDIVISION WATER SYSTEM
552700,2020,TX0790049,MEADOWCREEK MUD
552895,2020,TX0270036,CITY OF MEADOWLAKES
552900,2020,TX0790025,CITY OF MEADOWS PLACE
552905,2020,TX1050077,MEADOW WOODS WATER SUPPLY
553680,2020,TX0100037,LAKE MEDINA SHORES
553750,2020,TX0100041,MEDINA HIGHLANDS
553760,2020,TX1630028,MEDINA RIVER WEST WSC
553771,2020,TX0100015,MEDINA CHILDRENS HOME
553800,2020,TX0100013,MEDINA WSC
553900,2020,TX1630011,VALLEY MOBILE HOME PROPERTIES
554100,2020,TX0050012,CITY OF MEGARGEL
554505,2020,TX1011632,CARBY MOBILE HOME PARK
555000,2020,TX1540003,CITY OF MELVIN
555297,2020,TX0940092,MEMORY LANE MHP
555630,2020,TX1010279,MEMORIAL HILLS UTILITY DISTRICT
555675,2020,TX1870030,MEMORIAL POINT UTILITIES DISTRICT
555800,2020,TX0960002,CITY OF MEMPHIS
556280,2020,TX0150545,SAWS MOUNTAIN LAUREL
556600,2020,TX1640001,CITY OF MENARD
557200,2020,TX1090023,MENLOW WSC
559050,2020,TX2040058,MERCY WSC
559800,2020,TX0180002,CITY OF MERIDIAN
560600,2020,TX1090024,CITY OF MERTENS
561400,2020,TX1180002,CITY OF MERTZON
922400,2020,TX0450004,CITY OF WEIMAR
778600,2020,TX0750004,CITY OF SCHULENBURG
565310,2020,TX1610086,MIDFIELD WSC
565320,2020,TX1110094,MIDHAVEN ESTATES
565400,2020,TX1650001,CITY OF MIDLAND WATER PURIFICATION PLANT
567025,2020,TX1700670,WHITE OAK RANCH SECTION ONE
567100,2020,TX1570003,CITY OF MIDWAY
567500,2020,TX1660009,MILANO WSC
568600,2020,TX2000002,CITY OF MILES
569420,2020,TX0930054,MILL CREEK ESTATES
569900,2020,TX1120016,MILLER GROVE WSC
569905,2020,TX1520158,MILLER MOBILE HOME PARK
569980,2020,TX1011107,MILLS ROAD MUD
611020,2020,TX1011599,NORTHWEST HARRIS COUNTY MUD 9
570500,2020,TX2010005,MINDEN-BRACHFIELD WSC
571600,2020,TX1660010,MINERVA WSC
571620,2020,TX1820008,CITY OF MINGUS
826450,2020,TX1820005,CITY OF STRAWN
571800,2020,TX2400025,MIRANDO CITY WSC
572250,2020,TX1011718,MISSION BEND MUD 1
572251,2020,TX1011826,MISSION BEND MUD 2
572995,2020,TX1680004,MITCHELL COUNTY UTILITY
573300,2020,TX0030026,M & M WSC
573400,2020,TX2420004,MOBEETIE CITY WATER WORKS
573455,2020,TX1810077,MOBILE ESTATES MOBILE HOME PARK
574107,2020,TX1260039,BLUE WATER OAKS ESTATES
574109,2020,TX1260038,TWIN CREEK SUBDIVISION
574110,2020,TX1260035,RIDGE CREST ADDITION & MISTY HOLLOW
574200,2020,TX2380001,CITY OF MONAHANS
604365,2020,TX2380028,SOUTHWEST SANDHILLS WSC
575800,2020,TX1690004,MONTAGUE WATER SYSTEM
576000,2020,TX0010023,MONTALBA WSC
576088,2020,TX1700776,MONTGOMERY COUNTY MUD 88
576089,2020,TX1700717,MONTGOMERY COUNTY MUD 89
820015,2020,TX1700133,SPRING CREEK UTILITY DISTRICT
576600,2020,TX1700022,CITY OF MONTGOMERY
576610,2020,TX1700142,MONTGOMERY COUNTY FWSD 6
576631,2020,TX1700762,MONTGOMERY COUNTY MUD 112
721002,2020,TX1700609,RED OAK RANCH WATER SYSTEM
576634,2020,TX1700471,THE WOODLANDS MUD 1
576635,2020,TX1700115,MONTGOMERY COUNTY UD 2
576636,2020,TX1700116,MONTGOMERY COUNTY UD 3
576637,2020,TX1700286,MONTGOMERY COUNTY UD 4
1102036,2020,TX1700154,LAKE LORRAINE WS
576638,2020,TX1700090,MONTGOMERY COUNTY MUD 6
576640,2020,TX1700176,MONTGOMERY COUNTY MUD 8
576641,2020,TX1700220,MONTGOMERY COUNTY MUD 9
576643,2020,TX1700164,MONTGOMERY COUNTY MUD 16 WHITE OAK PLANT
819850,2020,TX1700087,CITY OF SPLENDORA
576644,2020,TX1700319,MONTGOMERY COUNTY MUD 19
576645,2020,TX1700269,MONTGOMERY COUNTY MUD 24 COUNTRY COLONY
576648,2020,TX1700139,MONTGOMERY COUNTY MUD 36
576649,2020,TX1700332,MONTGOMERY COUNTY MUD 39
576650,2020,TX1700119,MONTGOMERY COUNTY WCID 1
576653,2020,TX1700320,MONTGOMERY COUNTY MUD 42
576655,2020,TX1700074,MONTGOMERY PLACE WATER SYSTEM
576657,2020,TX1700546,MONTGOMERY COUNTY MUD 18
576670,2020,TX2290015,BARLOW LAKE ESTATES
577450,2020,TX0810038,MOODY WATER SYSTEM
577820,2020,TX1110102,MOORE ESTATES
577850,2020,TX1110006,MOORELAND WATER COMPANY
577870,2020,TX2270114,MOORELAND SUBDIVISION
577875,2020,TX0200094,MOORELAND SUBDIVISION WATER SYSTEM
577900,2020,TX1070055,MOORE STATION WSC
578100,2020,TX0820012,MOORE WSC
578200,2020,TX0180018,CITY OF MORGAN
578300,2020,TX0720012,MORGAN MILL WSC
579000,2020,TX0980003,MORSE WSC
579800,2020,TX0400001,CITY OF MORTON
579990,2020,TX1011685,MORTON ROAD MUD
580150,2020,TX0180019,MOSHEIM WSC
580300,2020,TX0490017,MOSS LAKE WSC
580600,2020,TX1430002,CITY OF MOULTON
581200,2020,TX1090005,CITY OF MOUNT CALM
581290,2020,TX1050062,CITY OF MOUNTAIN CITY
581425,2020,TX1840077,RJR WATER
581450,2020,TX0490027,MOUNTAIN SPRINGS WSC
582100,2020,TX1700669,MOSTYN MANOR
582101,2020,TX1700763,SONOMA RIDGE-MCCALL SOUND
582255,2020,TX1700423,MOUNT PLEASANT VILLAGE WATER SYSTEM
