ReasonRemoved,SiteUUID,RegulatoryOverlayUUIDs,WaterSourceUUIDs,CoordinateAccuracy,CoordinateMethodCV,County,EPSGCodeCV,Geometry,GNISCodeCV,HUC12,HUC8,Latitude,Longitude,NHDNetworkStatusCV,NHDProductCV,PODorPOUSite,SiteName,SiteNativeID,SitePoint,SiteTypeCV,StateCV,USGSSiteID,WaDEUUID,IncompleteField,index
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Yolo,4326,,,,,,,,,POD,OS37,wadeId293969,,Well,CA,,cnra1060480,,214401.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Yolo,4326,,,,,,,,,POD,IRRIGATION1,wadeId293982,,Well,CA,,cnra1060536,,214416.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Alameda,4326,,,,,,,,,POD,DPVE 4,wadeId294,,Well,CA,,cnra709,,214435.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Yolo,4326,,,,,,,,,POD,OS25,wadeId294060,,Well,CA,,cnra1061070,,214504.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,Unknown,Digitized,Yolo,4326,,,,,,,,,POD,PM16S16I16D,wadeId294173,,Well,CA,,cnra1061751,,214629.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Yolo,4326,,,,,,,,,POD,8969,wadeId294193,,Well,CA,,cnra1061897,,214651.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Yuba,4326,,,,,,,,,POD,BCC022MW AB,wadeId294377,,Well,CA,,cnra1062340,,214855.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Yuba,4326,,,,,,,,,POD,Z,wadeId294583,,Well,CA,,"cnra1064468,cnra1064300,cnra1062672,cnra1066228,cnra1067101,cnra1068296",,215084.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Yuba,4326,,,,,,,,,POD,35C081VEW,wadeId294789,,Well,CA,,"cnra1063018,cnra1070913",,215312.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Yuba,4326,,,,,,,,,POD,SS508C018IW,wadeId294871,,Well,CA,,cnra1063195,,215404.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Yuba,4326,,,,,,,,,POD,35C082VEW,wadeId294964,,Well,CA,,"cnra1065557,cnra1063373,cnra1072674",,215506.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Yuba,4326,,,,,,,,,POD,18C052MW,wadeId295389,,Well,CA,,cnra1064302,,215978.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Yuba,4326,,,,,,,,,POD,PZ11,wadeId295458,,Well,CA,,cnra1064457,,216055.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Alameda,4326,,,,,,,,,POD,C12,wadeId2955,,Well,CA,,cnra14170,,216101.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Yuba,4326,,,,,,,,,POD,SS508C020IW,wadeId295679,,Well,CA,,cnra1065001,,216300.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Yuba,4326,,,,,,,,,POD,e0366354,wadeId295767,,Well,CA,,cnra1065194,,216398.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Yuba,4326,,,,,,,,,POD,BCC020IW,wadeId295775,,Well,CA,,cnra1065209,,216407.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Yuba,4326,,,,,,,,,POD,e0366307,wadeId295779,,Well,CA,,cnra1065213,,216411.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Yuba,4326,,,,,,,,,POD,PZ12,wadeId295837,,Well,CA,,cnra1065359,,216476.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Yuba,4326,,,,,,,,,POD,SS508C017IW,wadeId295992,,Well,CA,,cnra1065727,,216648.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Yuba,4326,,,,,,,,,POD,e0366334,wadeId296282,,Well,CA,,cnra1066418,,216969.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Yuba,4326,,,,,,,,,POD,35C079VEW,wadeId296467,,Well,CA,,cnra1066930,,217174.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Yuba,4326,,,,,,,,,POD,LOT 1,wadeId296526,,Well,CA,,cnra1067076,,217240.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Yuba,4326,,,,,,,,,POD,2F17100,wadeId296693,,Well,CA,,cnra1067475,,217425.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Yuba,4326,,,,,,,,,POD,BCC021IW,wadeId296696,,Well,CA,,cnra1067480,,217428.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Yuba,4326,,,,,,,,,POD,e0366328,wadeId297068,,Well,CA,,cnra1068470,,217841.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Yuba,4326,,,,,,,,,POD,e0366327,wadeId297148,,Well,CA,,cnra1068680,,217930.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Yuba,4326,,,,,,,,,POD,10003MWA,wadeId297284,,Well,CA,,cnra1069012,,218081.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Yuba,4326,,,,,,,,,POD,SS508C023IW,wadeId297350,,Well,CA,,cnra1069191,,218155.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Alameda,4326,,,,,,,,,POD,PMLS 2,wadeId2974,,Well,CA,,cnra14222,,218209.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Yuba,4326,,,,,,,,,POD,042,wadeId297598,,Well,CA,,cnra1069838,,218429.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Yuba,4326,,,,,,,,,POD,63IW,wadeId297685,,Well,CA,,cnra1070034,,218525.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Yuba,4326,,,,,,,,,POD,051,wadeId297744,,Well,CA,,cnra1070207,,218591.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Yuba,4326,,,,,,,,,POD,e0366308,wadeId297761,,Well,CA,,cnra1070243,,218610.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Alameda,4326,,,,,,,,,POD,SG11,wadeId2978,,Well,CA,,cnra14233,,218652.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Yuba,4326,,,,,,,,,POD,e0366313,wadeId297884,,Well,CA,,cnra1070582,,218746.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Yuba,4326,,,,,,,,,POD,SS508C022IW,wadeId298018,,Well,CA,,cnra1070936,,218896.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,Unknown,Digitized,El Dorado,4326,,,,,,,,,POD,9666419,wadeId29808,,Well,CA,,cnra119441,,218964.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Yuba,4326,,,,,,,,,POD,35C080VEW,wadeId298141,,Well,CA,,cnra1071258,,219033.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Yuba,4326,,,,,,,,,POD,BCC019IW,wadeId298157,,Well,CA,,cnra1071293,,219050.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Alameda,4326,,,,,,,,,POD,PTW01,wadeId2982,,Well,CA,,cnra14250,,219097.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Yuba,4326,,,,,,,,,POD,SS508C019IW,wadeId298325,,Well,CA,,cnra1071812,,219237.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Yuba,4326,,,,,,,,,POD,GP10D,wadeId298384,,Well,CA,,cnra1071980,,219302.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Yuba,4326,,,,,,,,,POD,2F17101,wadeId298512,,Well,CA,,cnra1072323,,219445.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,Unknown,Digitized,El Dorado,4326,,,,,,,,,POD,DW46,wadeId29875,,Well,CA,,"cnra119575,cnra131774",,219708.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Yuba,4326,,,,,,,,,POD,SS508C016IW,wadeId298772,,Well,CA,,cnra1073080,,219733.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Yuba,4326,,,,,,,,,POD,SS508C021IW,wadeId298847,,Well,CA,,cnra1073342,,219816.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,Unknown,Digitized,Unknown,4326,,,,,,,,,POD,1901,wadeId298855,,Well,CA,,cnra1073389,,219825.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,Unknown,Digitized,Unknown,4326,,,,,,,,,POD,235P,wadeId298856,,Well,CA,,cnra1073422,,219826.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,,4326,,,,,,,,,POD,RW32,wadeId298857,,Well,CA,,cnra1073458,,219827.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,,4326,,,,,,,,,POD,RW14,wadeId298859,,Well,CA,,cnra1073460,,219829.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,,4326,,,,,,,,,POD,CDM 20C,wadeId298860,,Well,CA,,cnra1073480,,219831.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,,4326,,,,,,,,,POD,RW23,wadeId298869,,Well,CA,,cnra1073602,,219840.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,,4326,,,,,,,,,POD,CDM SMITH 21B2,wadeId298870,,Well,CA,,cnra1073603,,219842.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,,4326,,,,,,,,,POD,RW8,wadeId298872,,Well,CA,,cnra1073624,,219844.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,,4326,,,,,,,,,POD,CDM SMITH 20B1,wadeId298873,,Well,CA,,cnra1073626,,219845.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,,4326,,,,,,,,,POD,CDM SMITH 22C,wadeId298875,,Well,CA,,cnra1073651,,219847.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,,4326,,,,,,,,,POD,CDM SMITH 22B2,wadeId298877,,Well,CA,,cnra1073678,,219849.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,,4326,,,,,,,,,POD,"IFMW2,7,8,9,4,10",wadeId298881,,Well,CA,,cnra1073752,,219854.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,,4326,,,,,,,,,POD,RW22,wadeId298883,,Well,CA,,cnra1073780,,219856.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,,4326,,,,,,,,,POD,E82DGW,wadeId298885,,Well,CA,,cnra1073789,,219858.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,,4326,,,,,,,,,POD,CDM SMITH 21C,wadeId298886,,Well,CA,,cnra1073828,,219859.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,,4326,,,,,,,,,POD,MI2,wadeId298890,,Well,CA,,cnra1073878,,219864.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,,4326,,,,,,,,,POD,MARVIN MACHADO,wadeId298891,,Well,CA,,cnra1073889,,219865.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,,4326,,,,,,,,,POD,CDM SMITH PZ 20B2,wadeId298898,,Well,CA,,cnra1073988,,219872.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,,4326,,,,,,,,,POD,401611,wadeId298901,,Well,CA,,cnra1074053,,219877.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,,4326,,,,,,,,,POD,#4 FIELD 15,wadeId298902,,Well,CA,,cnra1074057,,219878.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,,4326,,,,,,,,,POD,RW20,wadeId298904,,Well,CA,,cnra1074060,,219880.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,,4326,,,,,,,,,POD,RW19,wadeId298906,,Well,CA,,cnra1074099,,219882.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,,4326,,,,,,,,,POD,E68DGW,wadeId298907,,Well,CA,,"cnra1074114,cnra1074662",,219883.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,,4326,,,,,,,,,POD,RW31,wadeId298909,,Well,CA,,cnra1074117,,219885.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,,4326,,,,,,,,,POD,ARROYA WELL #1,wadeId298917,,Well,CA,,cnra1074230,,219894.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,,4326,,,,,,,,,POD,CURTI FAMILY FIELD 16,wadeId298918,,Well,CA,,cnra1074250,,219895.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,,4326,,,,,,,,,POD,88A pg 22,wadeId298919,,Well,CA,,cnra1074264,,219896.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,,4326,,,,,,,,,POD,MP 613,wadeId298920,,Well,CA,,cnra1074268,,219898.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,,4326,,,,,,,,,POD,RW21,wadeId298922,,Well,CA,,cnra1074291,,219900.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,,4326,,,,,,,,,POD,RW29,wadeId298926,,Well,CA,,cnra1074345,,219904.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,,4326,,,,,,,,,POD,INDIANA SHOP WELL #1,wadeId298930,,Well,CA,,cnra1074380,,219909.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,,4326,,,,,,,,,POD,RW30,wadeId298933,,Well,CA,,cnra1074446,,219912.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,,4326,,,,,,,,,POD,Test well A,wadeId298940,,Well,CA,,cnra1074555,,219920.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,,4326,,,,,,,,,POD,RW9,wadeId298953,,Well,CA,,cnra1074699,,219934.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,,4326,,,,,,,,,POD,RW27,wadeId298961,,Well,CA,,cnra1074814,,219943.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,,4326,,,,,,,,,POD,90,wadeId298963,,Well,CA,,cnra1074830,,219945.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,,4326,,,,,,,,,POD,658,wadeId298966,,Well,CA,,cnra1074844,,219948.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,,4326,,,,,,,,,POD,1A,wadeId298971,,Well,CA,,cnra1074880,,219954.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,,4326,,,,,,,,,POD,RW28,wadeId298973,,Well,CA,,cnra1074906,,219956.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,,4326,,,,,,,,,POD,JOHN TOSTE JR,wadeId298976,,Well,CA,,cnra1074967,,219959.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,,4326,,,,,,,,,POD,2275,wadeId298978,,Well,CA,,cnra1074969,,219961.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,El Dorado,4326,,,,,,,,,POD,PARCEL D,wadeId29999,,Well,CA,,cnra119856,,220076.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Alameda,4326,,,,,,,,,POD,1P10,wadeId303,,Well,CA,,cnra733,,220408.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Alameda,4326,,,,,,,,,POD,CDVE 09,wadeId3035,,Well,CA,,cnra14737,,220464.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Alameda,4326,,,,,,,,,POD,3CDVE19,wadeId3040,,Well,CA,,cnra14751,,220520.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Alameda,4326,,,,,,,,,POD,DVE 90,wadeId3041,,Well,CA,,cnra14755,,220531.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,Unknown,Digitized,El Dorado,4326,,,,,,,,,POD,9679644,wadeId30413,,Well,CA,,cnra120716,,220535.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Alameda,4326,,,,,,,,,POD,RW10,wadeId3051,,Well,CA,,"cnra14788,cnra1074607",,220641.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,Unknown,Digitized,El Dorado,4326,,,,,,,,,POD,NO 2 460511,wadeId30580,,Well,CA,,cnra121061,,220718.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Alameda,4326,,,,,,,,,POD,SVP1,wadeId3074,,Well,CA,,"cnra14857,cnra28586",,220895.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Alameda,4326,,,,,,,,,POD,OW5D,wadeId3077,,Well,CA,,cnra14862,,220926.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,El Dorado,4326,,,,,,,,,POD,B9A,wadeId30865,,Well,CA,,cnra121698,,221032.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,Unknown,Digitized,El Dorado,4326,,,,,,,,,POD,9677597,wadeId30900,,Well,CA,,cnra121790,,221072.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Alameda,4326,,,,,,,,,POD,451W28G00,wadeId3101,,Well,CA,,cnra14922,,221194.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Alameda,4326,,,,,,,,,POD,3S2E36P1,wadeId3112,,Well,CA,,cnra14957,,221314.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Alameda,4326,,,,,,,,,POD,S16MW08,wadeId3118,,Well,CA,,cnra14969,,221380.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Alameda,4326,,,,,,,,,POD,WMSP2,wadeId3123,,Well,CA,,cnra14980,,221436.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,Unknown,Digitized,El Dorado,4326,,,,,,,,,POD,4155310552,wadeId31462,,Well,CA,,cnra123019,,221694.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Alameda,4326,,,,,,,,,POD,DP5,wadeId3150,,Well,CA,,"cnra15323,cnra32404",,221736.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Alameda,4326,,,,,,,,,POD,A2 MW22R,wadeId3157,,Well,CA,,cnra15382,,221813.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,Unknown,Digitized,El Dorado,4326,,,,,,,,,POD,MW18A B C,wadeId31590,,Well,CA,,cnra123338,,221836.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,Unknown,Digitized,El Dorado,4326,,,,,,,,,POD,RANCHO2,wadeId31594,,Well,CA,,"cnra132625,cnra123370",,221840.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Alameda,4326,,,,,,,,,POD,4S2E24J1,wadeId316,,Well,CA,,cnra767,,221846.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Alameda,4326,,,,,,,,,POD,SB 9,wadeId3172,,Well,CA,,cnra15459,,221979.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Alameda,4326,,,,,,,,,POD,IR11OU2BMW06,wadeId3176,,Well,CA,,cnra15464,,222022.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Alameda,4326,,,,,,,,,POD,TMW 1404,wadeId3179,,Well,CA,,cnra15468,,222055.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Alameda,4326,,,,,,,,,POD,PMLS 1,wadeId3180,,Well,CA,,cnra15470,,222067.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,Unknown,Digitized,El Dorado,4326,,,,,,,,,POD,D98661,wadeId31841,,Well,CA,,cnra123951,,222113.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Alameda,4326,,,,,,,,,POD,DVE 81,wadeId3190,,Well,CA,,cnra15495,,222178.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Alameda,4326,,,,,,,,,POD,3CDVE16,wadeId3191,,Well,CA,,cnra15496,,222189.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Alameda,4326,,,,,,,,,POD,MW09D,wadeId3197,,Well,CA,,cnra15509,,222254.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Alameda,4326,,,,,,,,,POD,4S1E 29F6,wadeId3207,,Well,CA,,cnra15528,,222366.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Alameda,4326,,,,,,,,,POD,SV15,wadeId3215,,Well,CA,,"cnra34531,cnra15542",,222455.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Alameda,4326,,,,,,,,,POD,S11,wadeId3226,,Well,CA,,"cnra31900,cnra15584,cnra32628",,222575.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Alameda,4326,,,,,,,,,POD,CT011 CAAC DP21,wadeId3228,,Well,CA,,cnra15587,,222597.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Alameda,4326,,,,,,,,,POD,MWX8,wadeId3229,,Well,CA,,cnra15590,,222608.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Alameda,4326,,,,,,,,,POD,EW 2,wadeId3269,,Well,CA,,cnra16061,,223048.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Alameda,4326,,,,,,,,,POD,TIW2 P2,wadeId3270,,Well,CA,,cnra16065,,223060.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,Unknown,Digitized,El Dorado,4326,,,,,,,,,POD,IW1 THOUGH IW5 OW1,wadeId32700,,Well,CA,,cnra125969,,223061.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Alameda,4326,,,,,,,,,POD,SPW32,wadeId3277,,Well,CA,,cnra16078,,223136.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Alameda,4326,,,,,,,,,POD,OPE4,wadeId3282,,Well,CA,,cnra16088,,223191.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Alameda,4326,,,,,,,,,POD,CT011 CAAC DP17,wadeId3293,,Well,CA,,cnra16111,,223312.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Alameda,4326,,,,,,,,,POD,CPT05,wadeId3294,,Well,CA,,cnra16112,,223323.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,El Dorado,4326,,,,,,,,,POD,RC1700 #1,wadeId32975,,Well,CA,,cnra126629,,223362.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Alameda,4326,,,,,,,,,POD,DVE 45,wadeId3304,,Well,CA,,cnra16134,,223434.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,El Dorado,4326,,,,,,,,,POD,MW18C,wadeId33115,,Well,CA,,cnra126986,,223516.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Alameda,4326,,,,,,,,,POD,IP14,wadeId3317,,Well,CA,,cnra16157,,223573.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Alameda,4326,,,,,,,,,POD,"3S1E 9P9, 10,11",wadeId3318,,Well,CA,,"cnra20716,cnra16159",,223584.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Alameda,4326,,,,,,,,,POD,MW9A,wadeId3319,,Well,CA,,"cnra27884,cnra16160",,223595.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Alameda,4326,,,,,,,,,POD,P1B,wadeId3327,,Well,CA,,"cnra37086,cnra16175",,223684.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Alameda,4326,,,,,,,,,POD,FM7R,wadeId3331,,Well,CA,,cnra16181,,223729.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Alameda,4326,,,,,,,,,POD,91FMW02U,wadeId3339,,Well,CA,,cnra16191,,223815.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Alameda,4326,,,,,,,,,POD,SOMA4,wadeId3381,,Well,CA,,"cnra18003,cnra16674",,224278.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Alameda,4326,,,,,,,,,POD,OW2A,wadeId3386,,Well,CA,,cnra16683,,224332.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Alameda,4326,,,,,,,,,POD,PTW05,wadeId3387,,Well,CA,,cnra16690,,224343.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,Unknown,Digitized,El Dorado,4326,,,,,,,,,POD,FNO 1 460511,wadeId33985,,Well,CA,,cnra129129,,224470.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Alameda,4326,,,,,,,,,POD,MW 10A,wadeId3399,,Well,CA,,"cnra33821,cnra16740",,224475.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Alameda,4326,,,,,,,,,POD,MW40,wadeId3400,,Well,CA,,cnra16755,,224488.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Alameda,4326,,,,,,,,,POD,S6MW12,wadeId3401,,Well,CA,,cnra16757,,224499.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Alameda,4326,,,,,,,,,POD,SVE3B,wadeId3402,,Well,CA,,cnra16760,,224510.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Alameda,4326,,,,,,,,,POD,TIW5 P5,wadeId3418,,Well,CA,,cnra16814,,224686.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Alameda,4326,,,,,,,,,POD,SB22,wadeId3419,,Well,CA,,cnra16816,,224697.0
