System Name_Sys,System ID_Sys,System Type_Sys,System Status_Sys,History Year_Sys,Date Received_Sys,County_Sys,Use Cooling Percent_Sys,Use Process Percent_Sys,Use Domestic Percent_Sys,Use Miscellaneous Percent_Sys,Irrigation (Lawn and Garden) Percent_Sys,Acres Irrigated_Sys,Irrigation (Agriculture)_Sys,Acres Irrigated.1_Sys,DEQ ID_Sys,Population_Sys,Domestic Use_Sys,Commercial Use_Sys,Industrial Use_Sys,Institutional Use_Sys,Total Use_Sys,Domestic Connections_Sys,Commercial Connections_Sys,Industrial Connections_Sys,Institutional Connections_Sys,Total Connections_Sys,Peak Date_Sys,Peak Demand_Sys,Peak Demand Units_Sys,Peak Use Include_Sys,Peak Measurement Type_Sys,Peak Wholesale Volume_Sys,Peak Wholesale Volume Units_Sys,SystemID_Year_ID,System Name_Sour,System ID_Sour,Source Name_Sour,Source ID_Sour,Source Status_Sour,Lat NAD83_Sour,Lon NAD83_Sour,Source Type_Sour,Diversion Type_Sour,Use Type_Sour,Year_Sour,Units_Sour,Jan_Sour,Feb_Sour,Mar_Sour,Apr_Sour,May_Sour,Jun_Sour,Jul_Sour,Aug_Sour,Sep_Sour,Oct_Sour,Nov_Sour,Dec_Sour,Total_Sour,Unnamed: 25,Unnamed: 26,Unnamed: 27,TimeframeEnd,TimeframeStart
Torrey Town Water System,1185,Public,Active,2012,4/3/2013,Wayne,,,,,,,,,28007,420.0,48891.0,17641.0,0.0,2771.0,69303.0,378.0,39.0,0.0,3.0,420.0,,,,,,,,11852012,Torrey Town Water System,1185,Indian Spring,11850001,Inactive,38.37677911,-111.4968283,Spring,Withdrawal,Water Supplier,2012,kgallons,1339.2,1252.8,1339.2,1296.0,1339.2,1296.0,1339.2,1562.4,1512.0,1562.4,1512.0,1562.4,16912.8,,,,2012-12-31,2012-01-01
Torrey Town Water System,1185,Public,Active,2012,4/3/2013,Wayne,,,,,,,,,28007,420.0,48891.0,17641.0,0.0,2771.0,69303.0,378.0,39.0,0.0,3.0,420.0,,,,,,,,11852012,Torrey Town Water System,1185,Birch Spring,11850002,Inactive,38.34107279,-111.46049679999999,Spring,Withdrawal,Water Supplier,2012,kgallons,624.96,584.64,624.96,604.8,624.96,604.8,624.96,624.96,604.8,624.96,604.8,624.96,7378.56,,,,2012-12-31,2012-01-01
Torrey Town Water System,1185,Public,Active,2012,4/3/2013,Wayne,,,,,,,,,28007,420.0,48891.0,17641.0,0.0,2771.0,69303.0,378.0,39.0,0.0,3.0,420.0,,,,,,,,11852012,Torrey Town Water System,1185,Chaffen Spring,11850004,Inactive,38.3121425,-111.47961000000001,Spring,Withdrawal,Water Supplier,2012,kgallons,178.56,167.04,178.56,172.8,178.56,172.8,205.34400000000002,205.34400000000002,198.72,205.34400000000002,181.44,187.488,2232.0,,,,2012-12-31,2012-01-01
Torrey Town Water System,1185,Public,Active,2011,8/8/2012,Wayne,,,,,,,,,28007,417.0,57765.63,19035.979,0.0,2975.0,79776.609,373.0,41.0,0.0,3.0,417.0,,,,,,,,11852011,Torrey Town Water System,1185,Indian Spring,11850001,Inactive,38.37677911,-111.4968283,Spring,Withdrawal,Water Supplier,2011,kgallons,2008.8,1814.4,2008.8,1944.0,2008.8,1944.0,2008.8,2008.8,1944.0,2008.8,1944.0,2008.8,23652.0,,,,2011-12-31,2011-01-01
Torrey Town Water System,1185,Public,Active,2011,8/8/2012,Wayne,,,,,,,,,28007,417.0,57765.63,19035.979,0.0,2975.0,79776.609,373.0,41.0,0.0,3.0,417.0,,,,,,,,11852011,Torrey Town Water System,1185,Birch Spring,11850002,Inactive,38.34107279,-111.46049679999999,Spring,Withdrawal,Water Supplier,2011,kgallons,758.88,685.44,758.88,734.4,758.88,734.4,758.88,758.88,734.4,758.88,734.4,758.88,8935.2,,,,2011-12-31,2011-01-01
Torrey Town Water System,1185,Public,Active,2011,8/8/2012,Wayne,,,,,,,,,28007,417.0,57765.63,19035.979,0.0,2975.0,79776.609,373.0,41.0,0.0,3.0,417.0,,,,,,,,11852011,Torrey Town Water System,1185,Chaffen Spring,11850004,Inactive,38.3121425,-111.47961000000001,Spring,Withdrawal,Water Supplier,2011,kgallons,21427.2,19353.6,21427.2,20736.0,21427.2,20736.0,22320.0,22320.0,21600.0,22320.0,21600.0,22320.0,257587.2,,,,2011-12-31,2011-01-01
Torrey Town Water System,1185,Public,Active,2007,2/28/2008,Wayne,,,,,,,,,28007,0.0,0.0,0.0,0.0,0.0,17496.0,321.0,33.0,0.0,0.0,354.0,,,,,,,,11852007,Torrey Town Water System,1185,Indian Spring,11850001,Inactive,38.37677911,-111.4968283,Spring,Withdrawal,Water Supplier,2007,kgallons,,,,,,,,,,,,,21023.93417,,,,2007-12-31,2007-01-01
Torrey Town Water System,1185,Public,Active,2007,2/28/2008,Wayne,,,,,,,,,28007,0.0,0.0,0.0,0.0,0.0,17496.0,321.0,33.0,0.0,0.0,354.0,,,,,,,,11852007,Torrey Town Water System,1185,Birch Spring,11850002,Inactive,38.34107279,-111.46049679999999,Spring,Withdrawal,Water Supplier,2007,kgallons,,,,,,,,,,,,,9986.4,,,,2007-12-31,2007-01-01
Torrey Town Water System,1185,Public,Active,2007,2/28/2008,Wayne,,,,,,,,,28007,0.0,0.0,0.0,0.0,0.0,17496.0,321.0,33.0,0.0,0.0,354.0,,,,,,,,11852007,Torrey Town Water System,1185,Chaffen Spring,11850004,Inactive,38.3121425,-111.47961000000001,Spring,Withdrawal,Water Supplier,2007,kgallons,,,,,,,,,,,,,157679.5063,,,,2007-12-31,2007-01-01
Torrey Town Water System,1185,Public,Active,2006,2/22/2007,Wayne,,,,,,,,,28007,350.0,111600.0,10440.0,0.0,0.0,122040.0,369.0,36.0,0.0,0.0,405.0,,,,,,,,11852006,Torrey Town Water System,1185,Indian Spring,11850001,Inactive,38.37677911,-111.4968283,Spring,Withdrawal,Water Supplier,2006,kgallons,,,,,,,,,,,,,18899.382859999998,,,,2006-12-31,2006-01-01
Torrey Town Water System,1185,Public,Active,2005,4/13/2006,Wayne,,,,,,,,,28007,250.0,0.0,0.0,0.0,0.0,17507.83303,353.0,38.0,0.0,0.0,391.0,,,,,,,,11852005,Torrey Town Water System,1185,Indian Spring,11850001,Inactive,38.37677911,-111.4968283,Spring,Withdrawal,Water Supplier,2005,kgallons,,,,,,,,,,,,,19225.23429,,,,2005-12-31,2005-01-01
Minersville Town Water System,1187,Public,Active,2002,4/9/2003,Beaver,,,,,,,,,1004,850.0,69594.55296,0.0,0.0,,270427.7977,278.0,1.0,0.0,,309.0,,,,,,,,11872002,Minersville Town Water System,1187,Minersville Well (WS002),11870001,Active,38.21594544,-112.96849180000001,Well,Withdrawal,Water Supplier,2002,kgallons,,,,,3153.218974,3809.264532,3658.254045,2611.181332,1965.136468,1291.089659,1299.090215,,17787.23522,,,,2002-12-31,2002-01-01
Minersville Town Water System,1187,Public,Active,2002,4/9/2003,Beaver,,,,,,,,,1004,850.0,69594.55296,0.0,0.0,,270427.7977,278.0,1.0,0.0,,309.0,,,,,,,,11872002,Minersville Town Water System,1187,"Minersville Springs (Group) WS001, WS003",11870002,Active,38.21693121,-112.8395468,Spring,Withdrawal,Water Supplier,2002,kgallons,11709.81318,10424.72394,129124.96699999999,9755.677478,19165.33093,12319.85555,11670.81047,13177.91513,10596.73588,7963.553024,8117.56372,8613.598167,252640.5445,,,,2002-12-31,2002-01-01
Minersville Town Water System,1187,Public,Active,2001,3/25/2002,Beaver,,,,,,,,,1004,0.0,69594.53495,0.0,0.0,164541.8245,270427.7797,278.0,1.0,0.0,4.0,309.0,,,,,,,,11872001,Minersville Town Water System,1187,Minersville Well (WS002),11870001,Active,38.21594544,-112.96849180000001,Well,Withdrawal,Water Supplier,2001,kgallons,0.0,0.0,0.0,0.0,3153.218974,3809.264532,3658.254045,2611.181332,1965.136468,1291.089659,1299.090215,0.0,17787.23522,,,,2001-12-31,2001-01-01
Minersville Town Water System,1187,Public,Active,2000,3/19/2001,Beaver,,,,,,,,,1004,850.0,67525.68927999999,0.0,0.0,,249651.3369,276.0,1.0,0.0,,307.0,,,,,,,,11872000,Minersville Town Water System,1187,Minersville Well (WS002),11870001,Active,38.21594544,-112.96849180000001,Well,Withdrawal,Water Supplier,2000,kgallons,9319.246584999999,8417.384327,9319.246584999999,9018.625832,17857.24156,17281.2014,17857.24156,17857.24156,17281.2014,17857.24156,9018.625832,9318.647018000001,160403.1452,,,,2000-12-31,2000-01-01
Minersville Town Water System,1187,Public,Active,1999,2/22/2000,Beaver,,,,,,,,,1004,800.0,66525.61983,0.0,0.0,,244659.9903,275.0,1.0,0.0,,302.0,,,,,,,,11871999,Minersville Town Water System,1187,Minersville Well (WS002),11870001,Active,38.21594544,-112.96849180000001,Well,Withdrawal,Water Supplier,1999,kgallons,0.0,0.0,0.0,0.0,15501.078309999999,15501.078309999999,15501.078309999999,15501.078309999999,15001.043,7750.539154000001,0.0,0.0,84755.89538999999,,,,1999-12-31,1999-01-01
Minersville Town Water System,1187,Public,Active,1999,2/22/2000,Beaver,,,,,,,,,1004,800.0,66525.61983,0.0,0.0,,244659.9903,275.0,1.0,0.0,,302.0,,,,,,,,11871999,Minersville Town Water System,1187,"Minersville Springs (Group) WS001, WS003",11870002,Active,38.21693121,-112.8395468,Spring,Withdrawal,Water Supplier,1999,kgallons,9319.246584999999,8417.384327,9319.246584999999,9018.625832,17857.24156,17281.2014,17857.24156,17857.24156,17281.2014,17857.24156,9018.625832,9318.647018000001,160403.1452,,,,1999-12-31,1999-01-01
Minersville Town Water System,1187,Public,Active,1998,3/12/1999,Beaver,,,,,,,,,1004,800.0,66525.61983,0.0,0.0,,244659.9903,270.0,1.0,0.0,,297.0,,,,,,,,11871998,Minersville Town Water System,1187,Minersville Well (WS002),11870001,Active,38.21594544,-112.96849180000001,Well,Withdrawal,Water Supplier,1998,kgallons,0.0,0.0,0.0,0.0,15501.078309999999,15501.078309999999,15501.078309999999,15501.078309999999,15001.043,7750.539154000001,0.0,0.0,84755.89538999999,,,,1998-12-31,1998-01-01
Minersville Town Water System,1187,Public,Active,1998,3/12/1999,Beaver,,,,,,,,,1004,800.0,66525.61983,0.0,0.0,,244659.9903,270.0,1.0,0.0,,297.0,,,,,,,,11871998,Minersville Town Water System,1187,"Minersville Springs (Group) WS001, WS003",11870002,Active,38.21693121,-112.8395468,Spring,Withdrawal,Water Supplier,1998,kgallons,9319.246584999999,8417.384327,9319.246584999999,9018.625832,17857.24156,17281.2014,17857.24156,17857.24156,17281.2014,17857.24156,9018.625832,9319.246584999999,160403.7448,,,,1998-12-31,1998-01-01
Minersville Town Water System,1187,Public,Active,1997,2/4/1998,Beaver,,,,,,,,,1004,750.0,148713.3273,0.0,0.0,,244659.9903,258.0,1.0,0.0,,289.0,,,,,,,,11871997,Minersville Town Water System,1187,Minersville Well (WS002),11870001,Active,38.21594544,-112.96849180000001,Well,Withdrawal,Water Supplier,1997,kgallons,0.0,0.0,0.0,0.0,15501.078309999999,15501.078309999999,15501.078309999999,15501.078309999999,15001.043,7750.539154000001,0.0,0.0,84755.89538999999,,,,1997-12-31,1997-01-01
Minersville Town Water System,1187,Public,Active,1997,2/4/1998,Beaver,,,,,,,,,1004,750.0,148713.3273,0.0,0.0,,244659.9903,258.0,1.0,0.0,,289.0,,,,,,,,11871997,Minersville Town Water System,1187,"Minersville Springs (Group) WS001, WS003",11870002,Active,38.21693121,-112.8395468,Spring,Withdrawal,Water Supplier,1997,kgallons,9319.246584999999,8417.384327,9319.246584999999,9018.625832,17857.24156,17281.2014,17857.24156,17857.24156,17281.2014,17857.24156,9018.625832,9319.246584999999,160403.7448,,,,1997-12-31,1997-01-01
Minersville Town Water System,1187,Public,Active,1996,3/17/1997,Beaver,,,,,,,,,1004,750.0,148712.3272,0.0,0.0,,244657.9901,258.0,1.0,0.0,,289.0,,,,,,,,11871996,Minersville Town Water System,1187,Minersville Well (WS002),11870001,Active,38.21594544,-112.96849180000001,Well,Withdrawal,Water Supplier,1996,kgallons,0.0,0.0,0.0,0.0,15501.078309999999,15001.043,15501.078309999999,15501.078309999999,15001.043,7750.539154000001,0.0,0.0,84255.86334,,,,1996-12-31,1996-01-01
Minersville Town Water System,1187,Public,Active,1996,3/17/1997,Beaver,,,,,,,,,1004,750.0,148712.3272,0.0,0.0,,244657.9901,258.0,1.0,0.0,,289.0,,,,,,,,11871996,Minersville Town Water System,1187,"Minersville Springs (Group) WS001, WS003",11870002,Active,38.21693121,-112.8395468,Spring,Withdrawal,Water Supplier,1996,kgallons,9319.246584999999,8417.384327,9319.246584999999,9018.625832,17857.24156,17281.2014,17857.24156,17857.24156,17281.2014,17857.24156,9018.625832,9319.246584999999,160403.7448,,,,1996-12-31,1996-01-01
Center Creek Culinary Water Company,1188,Public,Active,2019,4/28/2020,Wasatch,,,,,,,,,26002,350.0,13848.72,0.0,0.0,0.0,13848.72,79.0,0.0,0.0,0.0,79.0,,,,,,,,11882019,Center Creek Culinary Water Company,1188,Spring No. 1 (E) (WS001),11880001,Active,40.45671832,-111.3331527,Spring,Withdrawal,Water Supplier,2019,kgallons,1154.06,1154.06,1154.06,1154.06,1154.06,1154.06,1154.06,1154.06,1154.06,1154.06,1154.06,1154.06,13848.72,,,,2019-12-31,2019-01-01
Center Creek Culinary Water Company,1188,Public,Active,2001,4/16/2002,Wasatch,,,,,,,,,26002,175.0,9240.641711,0.0,0.0,,9240.641711,70.0,0.0,0.0,,70.0,,,,,,,,11882001,Center Creek Culinary Water Company,1188,Spring No. 1 (E) (WS001),11880001,Active,40.45671832,-111.3331527,Spring,Withdrawal,Water Supplier,2001,kgallons,600.0416695,600.0416695,600.0416695,600.0416695,920.0638933,1000.0694490000001,1200.083339,980.0680603,940.0652822999999,600.0416695,600.0416695,600.0416695,9240.641711,,,,2001-12-31,2001-01-01
Center Creek Culinary Water Company,1188,Public,Active,2000,1/18/2001,Wasatch,,,,,,,,,26002,170.0,9240.641711,0.0,0.0,,9240.641711,69.0,0.0,0.0,,69.0,,,,,,,,11882000,Center Creek Culinary Water Company,1188,Spring No. 1 (E) (WS001),11880001,Active,40.45671832,-111.3331527,Spring,Withdrawal,Water Supplier,2000,kgallons,600.0423717,600.0423717,600.0423717,600.0423717,920.0643182,1000.070619,1200.084743,980.0666002,940.0650788999999,600.0423717,600.0423717,600.0423717,9240.647962000001,,,,2000-12-31,2000-01-01
Center Creek Culinary Water Company,1188,Public,Active,1999,2/11/2000,Wasatch,,,,,,,,,26002,0.0,9166.636572,0.0,0.0,,9166.636572,67.0,0.0,0.0,,67.0,,,,,,,,11881999,Center Creek Culinary Water Company,1188,Spring No. 1 (E) (WS001),11880001,Active,40.45671832,-111.3331527,Spring,Withdrawal,Water Supplier,1999,kgallons,600.0423717,600.0423717,600.0423717,600.0423717,917.0632265,950.0654592,1180.080724,964.0672950999999,955.0672786,600.0423717,600.0423717,600.0423717,9166.640585,,,,1999-12-31,1999-01-01
Center Creek Culinary Water Company,1188,Public,Active,1998,2/26/1999,Wasatch,,,,,,,,,26002,0.0,8939.620807,0.0,0.0,,8939.620807,67.0,0.0,0.0,,67.0,,,,,,,,11881998,Center Creek Culinary Water Company,1188,Spring No. 1 (E) (WS001),11880001,Active,40.45671832,-111.3331527,Spring,Withdrawal,Water Supplier,1998,kgallons,500.0353097,500.0353097,500.0353097,500.0353097,917.0632265,1240.0862650000001,1452.101497,1159.0796,671.0453978999999,500.0353097,500.0353097,500.0353097,8939.623153,,,,1998-12-31,1998-01-01
Center Creek Culinary Water Company,1188,Public,Active,1997,1/15/1998,Wasatch,,,,,,,,,26002,300.0,8000.5555939999995,0.0,0.0,,8000.5555939999995,67.0,0.0,0.0,,67.0,,,,,,,,11881997,Center Creek Culinary Water Company,1188,Spring No. 1 (E) (WS001),11880001,Active,40.45671832,-111.3331527,Spring,Withdrawal,Water Supplier,1997,kgallons,500.0353097,500.0353097,500.0353097,500.0353097,917.0632265,1240.0862650000001,1452.101497,1159.0796,671.0453978999999,500.0353097,500.0353097,500.0353097,8939.623153,,,,1997-12-31,1997-01-01
Eastland Special Service District,1198,Public,Active,2015,4/7/2016,San Juan,,,,,,,,,19013,60.0,3935.441,71.0,0.0,0.0,4006.441,32.0,3.0,0.0,0.0,35.0,,,,,,,,11982015,Eastland Special Service District,1198,Shallow Dug Well (WS002),11980002,Inactive,37.78885963,-109.1182909,Well,Withdrawal,Irrigation,2015,kgallons,5.0,5.0,5.0,5.0,7.0,10.0,10.0,8.0,7.0,5.0,5.0,5.0,77.0,,,,2015-12-31,2015-01-01
Eastland Special Service District,1198,Public,Active,2014,2/12/2015,San Juan,,,,,,,,,19013,80.0,3748.9,0.0,0.0,0.0,3818.9,32.0,0.0,0.0,0.0,32.0,,,,,,,,11982014,Eastland Special Service District,1198,Shallow Dug Well (WS002),11980002,Inactive,37.78885963,-109.1182909,Well,Withdrawal,Irrigation,2014,kgallons,5.0,5.0,5.0,5.0,7.0,7.0,7.0,7.0,6.0,6.0,5.0,5.0,70.0,,,,2014-12-31,2014-01-01
Eastland Special Service District,1198,Public,Active,2013,2/5/2014,San Juan,,,,,,,,,19013,80.0,4157.8,0.0,0.0,0.0,4174.8,32.0,0.0,0.0,0.0,32.0,,,,,,,,11982013,Eastland Special Service District,1198,Shallow Dug Well (WS002),11980002,Inactive,37.78885963,-109.1182909,Well,Withdrawal,Irrigation,2013,kgallons,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,17.0,,,,2013-12-31,2013-01-01
Eastland Special Service District,1198,Public,Active,2012,2/6/2013,San Juan,,,,,,,,,19013,80.0,4248.0,37.0,0.0,0.0,4285.0,34.0,1.0,0.0,0.0,35.0,,,,,,,,11982012,Eastland Special Service District,1198,Shallow Dug Well (WS002),11980002,Inactive,37.78885963,-109.1182909,Well,Withdrawal,Irrigation,2012,kgallons,2.0,2.0,2.0,2.0,3.0,5.0,5.0,5.0,5.0,2.0,2.0,2.0,37.0,,,,2012-12-31,2012-01-01
Eastland Special Service District,1198,Public,Active,2011,2/29/2012,San Juan,,,,,,,,,19013,0.0,0.0,0.0,0.0,0.0,3544.9,0.0,0.0,0.0,0.0,35.0,,,,,,,,11982011,Eastland Special Service District,1198,Shallow Dug Well (WS002),11980002,Inactive,37.78885963,-109.1182909,Well,Withdrawal,Irrigation,2011,kgallons,5.0,5.0,5.0,5.0,7.0,8.0,9.0,9.0,9.0,8.0,5.0,5.0,80.0,,,,2011-12-31,2011-01-01
Eastland Special Service District,1198,Public,Active,2010,2/28/2011,San Juan,,,,,,,,,19013,75.0,4049.9,0.0,0.0,0.0,4049.9,32.0,0.0,0.0,0.0,32.0,,,,,,,,11982010,Eastland Special Service District,1198,Shallow Dug Well (WS002),11980002,Inactive,37.78885963,-109.1182909,Well,Withdrawal,Irrigation,2010,kgallons,5.0,5.0,5.0,5.0,8.0,8.0,8.0,8.0,5.0,5.0,5.0,5.0,72.0,,,,2010-12-31,2010-01-01
Eastland Special Service District,1198,Public,Active,2009,2/1/2010,San Juan,,,,,,,,,19013,100.0,4084.8,0.0,0.0,0.0,4249.8,34.0,0.0,0.0,0.0,35.0,,,,,,,,11982009,Eastland Special Service District,1198,Shallow Dug Well (WS002),11980002,Inactive,37.78885963,-109.1182909,Well,Withdrawal,Irrigation,2009,kgallons,10.0,10.0,10.0,10.0,15.0,20.0,20.0,20.0,20.0,10.0,10.0,10.0,165.0,,,,2009-12-31,2009-01-01
Eastland Special Service District,1198,Public,Active,2006,1/31/2007,San Juan,,,,,,,,,19013,0.0,3654.4,60.0,0.0,0.0,3787.4,22.0,1.0,0.0,0.0,23.0,,,,,,,,11982006,Eastland Special Service District,1198,Shallow Dug Well (WS002),11980002,Inactive,37.78885963,-109.1182909,Well,Withdrawal,Irrigation,2006,kgallons,5.0,5.0,5.0,5.0,7.0,8.0,8.0,8.0,7.0,5.0,5.0,5.0,73.0,,,,2006-12-31,2006-01-01
Eastland Special Service District,1198,Public,Active,2005,2/1/2006,San Juan,,,,,,,,,19013,0.0,2991.907771,195.0135426,0.0,0.0,3526.9449270000005,24.0,1.0,0.0,0.0,27.0,,,,,,,,11982005,Eastland Special Service District,1198,Shallow Dug Well (WS002),11980002,Inactive,37.78885963,-109.1182909,Well,Withdrawal,Irrigation,2005,kgallons,10.00069449,10.00069449,10.00069449,10.00069449,12.00083339,20.00138899,20.00138899,20.00138899,20.00138899,18.00125009,10.00069449,10.00069449,170.0118064,,,,2005-12-31,2005-01-01
Eastland Special Service District,1198,Public,Active,2004,3/21/2005,San Juan,,,,,,,,,19013,0.0,3231.535412,0.0,0.0,,3345.543329,23.0,0.0,0.0,,25.0,,,,,,,,11982004,Eastland Special Service District,1198,Shallow Dug Well (WS002),11980002,Inactive,37.78885963,-109.1182909,Well,Withdrawal,Irrigation,2004,kgallons,4.000277797,4.000277797,4.000277797,4.000277797,5.0003472460000005,5.0003472460000005,6.000416696,6.000416696,6.000416696,4.000277797,4.000277797,4.000277797,56.00388916,,,,2004-12-31,2004-01-01
Eastland Special Service District,1198,Public,Active,2003,2/13/2004,San Juan,,,,,,,,,19013,100.0,2884.700326,0.0,0.0,,3021.709841,23.0,0.0,0.0,,23.0,,,,,,,,11982003,Eastland Special Service District,1198,Shallow Dug Well (WS002),11980002,Inactive,37.78885963,-109.1182909,Well,Withdrawal,Irrigation,2003,kgallons,10.00069446,10.00069446,10.00069446,11.00076391,13.00090284,15.00104173,15.00104173,15.00104173,12.00083339,10.00069446,8.000555571,8.000555571,137.0095145,,,,2003-12-31,2003-01-01
Eastland Special Service District,1198,Public,Active,2002,2/13/2003,San Juan,,,,,,,,,19013,100.0,2687.5866379999998,89.00618095,0.0,,2776.592819,22.0,0.0,0.0,,22.0,,,,,,,,11982002,Eastland Special Service District,1198,Shallow Dug Well (WS002),11980002,Inactive,37.78885963,-109.1182909,Well,Withdrawal,Irrigation,2002,kgallons,5.000347232,5.000347232,5.000347232,5.000347232,7.000486125,10.00069446,15.00104173,15.00104173,7.000486125,5.000347232,5.000347232,5.000347232,89.00618095,,,,2002-12-31,2002-01-01
Eastland Special Service District,1198,Public,Active,2001,2/1/2002,San Juan,,,,,,,,,19013,120.0,3348.332523,0.0,0.0,,3601.350094,23.0,0.0,0.0,,33.0,,,,,,,,11982001,Eastland Special Service District,1198,Shallow Dug Well (WS002),11980002,Inactive,37.78885963,-109.1182909,Well,Withdrawal,Irrigation,2001,kgallons,10.00069446,15.00104173,15.00104173,15.00104173,33.0022918,30.00208346,30.00208346,30.00208346,25.00173622,20.00138896,15.00104173,15.00104173,253.01757059999997,,,,2001-12-31,2001-01-01
Eastland Special Service District,1198,Public,Active,2000,1/17/2001,San Juan,,,,,,,,,19013,0.0,2649.183971,0.0,0.0,,2649.183971,0.0,0.0,0.0,,0.0,,,,,,,,11982000,Eastland Special Service District,1198,Shallow Dug Well (WS002),11980002,Inactive,37.78885963,-109.1182909,Well,Withdrawal,Irrigation,2000,kgallons,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.01412390000002,,,,2000-12-31,2000-01-01
Eastland Special Service District,1198,Public,Active,1999,1/24/2000,San Juan,,,,,,,,,19013,0.0,1979.1374399999997,0.0,0.0,,2076.144177,23.0,0.0,0.0,,28.0,,,,,,,,11981999,Eastland Special Service District,1198,Shallow Dug Well (WS002),11980002,Inactive,37.78885963,-109.1182909,Well,Withdrawal,Irrigation,1999,kgallons,5.001819429,5.001819429,5.9989248,5.9989248,7.999652571,9.000016457000001,9.000016457000001,9.000016457000001,6.999288686,5.001819429,5.001819429,5.001819429,79.00593737,,,,1999-12-31,1999-01-01
Eastland Special Service District,1198,Public,Active,1997,3/16/1998,San Juan,,,,,,,,,19013,100.0,2085.144802,0.0,0.0,,2085.144802,20.0,0.0,0.0,,20.0,,,,,,,,11981997,Eastland Special Service District,1198,T Johnson Well (WS003),11980003,Active,37.80249556,-109.1200723,Well,Withdrawal,Water Supplier,1997,kgallons,125.00964209999998,125.00964209999998,125.00964209999998,125.00964209999998,125.00964209999998,250.0160256,250.0160256,250.0160256,250.0160256,125.00964209999998,125.00964209999998,125.00964209999998,2000.141239,,,,1997-12-31,1997-01-01
Eastland Special Service District,1198,Public,Active,1996,4/15/1997,San Juan,,,,,,,,,19013,100.0,2610.181263,0.0,0.0,,2610.181263,20.0,0.0,0.0,,20.0,,,,,,,,11981996,Eastland Special Service District,1198,Shallow Dug Well (WS002),11980002,Inactive,37.78885963,-109.1182909,Well,Withdrawal,Irrigation,1996,kgallons,20.00076069,20.00076069,20.00076069,20.00076069,30.00114103,30.00114103,30.00114103,30.00114103,30.00114103,20.00076069,20.00076069,20.00076069,290.0208055,,,,1996-12-31,1996-01-01
Eastland Special Service District,1198,Public,Active,1996,4/15/1997,San Juan,,,,,,,,,19013,100.0,2610.181263,0.0,0.0,,2610.181263,20.0,0.0,0.0,,20.0,,,,,,,,11981996,Eastland Special Service District,1198,T Johnson Well (WS003),11980003,Active,37.80249556,-109.1200723,Well,Withdrawal,Water Supplier,1996,kgallons,160.01260249999999,160.01260249999999,160.01260249999999,160.01260249999999,240.01564530000002,240.01564530000002,240.01564530000002,240.01564530000002,240.01564530000002,160.01260249999999,160.01260249999999,160.01260249999999,2320.166444,,,,1996-12-31,1996-01-01
Glen Canyon Special Service District of Big Water,1199,Public,Active,2004,4/5/2005,Kane,,,,,,,,,13003,440.0,35455.345180000004,2316.588874,4587.318564,6020.418085,54209.075520000006,295.0,21.0,1.0,5.0,383.0,,,,,,,,11992004,Glen Canyon Special Service District of Big Water,1199,No 1 South Well (WS001),11990002,Active,37.07415676,-111.68112169999999,Well,Withdrawal,Water Supplier,2004,kgallons,1215.0843810000001,1436.0997289999998,2184.151677,3539.245781,5798.402667,8330.578512,8417.584554000001,6931.481353,5359.372179,3541.2459200000003,1202.083478,1144.07945,49099.409680000004,,,,2004-12-31,2004-01-01
Glen Canyon Special Service District of Big Water,1199,Public,Active,2002,5/13/2003,Kane,,,,,,,,,13003,400.0,62779.359679999994,0.0,11164.77533,2979.206889,77447.87832,585.0,0.0,11.0,3.0,604.0,,,,,,,,11992002,Glen Canyon Special Service District of Big Water,1199,No 1 South Well (WS001),11990002,Active,37.07415676,-111.68112169999999,Well,Withdrawal,Water Supplier,2002,kgallons,2117.147024,2519.174943,2168.150566,4121.2862,2138.148483,8156.566428,11641.80846,8111.563303,4103.28495,2539.176332,1920.133343,1369.095076,50905.535110000004,,,,2002-12-31,2002-01-01
Huntsville Town Corporation Municipal Water System,1200,Public,Active,1996,3/19/1997,Weber,,,,,,,,,29007,660.0,109378.5957,4808.333912,0.0,6009.417321,120196.347,232.0,9.0,0.0,14.0,255.0,,,,,,,,12001996,Huntsville Town Corporation Municipal Water System,1200,Hawkins Spring,12000001,Inactive,41.23432593,-111.7814615,Spring,Withdrawal,Water Supplier,1996,kgallons,60.00554057,49.00479634,50.00190171,65.00410149,70.00592091,79.00593737,75.00448183,80.00630126,70.00592091,65.00410149,65.00410149,60.00554057,788.0586459,,,,1996-12-31,1996-01-01
Mountain Green Water Association,1201,Public,Active,2019,4/17/2020,Morgan,,,,,,,,,15015,50.0,2921.29,0.0,0.0,0.0,2921.29,19.0,0.0,0.0,0.0,19.0,,,,,,,,12012019,Mountain Green Water Association,1201,Mountain Green Well (WS001),12010001,Active,41.14046872,-111.8149,Well,Withdrawal,Water Supplier,2019,kgallons,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2921.29,2921.29,,,,2019-12-31,2019-01-01
