System Name_Sys,System ID_Sys,System Type_Sys,System Status_Sys,History Year_Sys,Date Received_Sys,County_Sys,Use Cooling Percent_Sys,Use Process Percent_Sys,Use Domestic Percent_Sys,Use Miscellaneous Percent_Sys,Irrigation (Lawn and Garden) Percent_Sys,Acres Irrigated_Sys,Irrigation (Agriculture)_Sys,Acres Irrigated.1_Sys,DEQ ID_Sys,Population_Sys,Domestic Use_Sys,Commercial Use_Sys,Industrial Use_Sys,Institutional Use_Sys,Total Use_Sys,Domestic Connections_Sys,Commercial Connections_Sys,Industrial Connections_Sys,Institutional Connections_Sys,Total Connections_Sys,Peak Date_Sys,Peak Demand_Sys,Peak Demand Units_Sys,Peak Use Include_Sys,Peak Measurement Type_Sys,Peak Wholesale Volume_Sys,Peak Wholesale Volume Units_Sys,SystemID_Year_ID,System Name_Sour,System ID_Sour,Source Name_Sour,Source ID_Sour,Source Status_Sour,Lat NAD83_Sour,Lon NAD83_Sour,Source Type_Sour,Diversion Type_Sour,Use Type_Sour,Year_Sour,Units_Sour,Jan_Sour,Feb_Sour,Mar_Sour,Apr_Sour,May_Sour,Jun_Sour,Jul_Sour,Aug_Sour,Sep_Sour,Oct_Sour,Nov_Sour,Dec_Sour,Total_Sour,Unnamed: 25,Unnamed: 26,Unnamed: 27,ReasonRemoved,index,TimeframeEnd,TimeframeStart
Geneva Steel,2110,Industrial,Inactive,1999,2/28/2000,Utah,52.0,39.0,0.0,9.0,,,0.0,,,,,,,,,,,,,,,,,,,,,21101999,Geneva Steel,2110,Deep Well No. 5,21100012,Active,,,Well,Withdrawal,Industrial,1999,kgallons,109007.5867,98006.81642999999,115007.9942,120008.33099999999,81005.63219,63004.3806,47003.263719999995,31002.156619999998,30002.082739999998,31002.156619999998,33002.291339999996,109007.5867,867060.2788,,,,Null Lat NAD83,1651.0,1999-12-31,1999-01-01
Geneva Steel,2110,Industrial,Inactive,1997,2/24/1998,Utah,13.0,74.0,0.0,13.0,,,0.0,,,,,,,,,,,,,,,,,,,,,21101997,Geneva Steel,2110,Deep Well No. 4,21100011,Active,,,Well,Withdrawal,Industrial,1997,kgallons,19821.37622,17261.20064,16201.12774,14300.993569999999,12800.89089,10690.742209999999,7030.48896,5330.368907,11930.831740000001,11190.77752,12570.872370000001,15341.065709999999,154470.7365,,,,Null Lat NAD83,1652.0,1997-12-31,1997-01-01
Geneva Steel,2110,Industrial,Inactive,1996,2/24/1997,Utah,12.0,76.0,12.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,21101996,Geneva Steel,2110,Shallow Wells,21100003,Active,,,Well,Withdrawal,Industrial,1996,kgallons,9050.630959999999,21471.49437,23291.618980000003,23551.63539,10630.73993,4680.3246340000005,4010.2796,3260.2250059999997,3910.272538,4560.316811,6980.4838,6970.483419,122368.5087,,,,Null Lat NAD83,1653.0,1996-12-31,1996-01-01
Geneva Steel,2110,Industrial,Inactive,1996,2/24/1997,Utah,12.0,76.0,12.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,21101996,Geneva Steel,2110,Deep Well No. 3,21100010,Active,,,Well,Withdrawal,Industrial,1996,kgallons,12420.86341,11420.79605,12080.837440000001,12150.843359999999,11380.79127,9550.663011,7380.5120480000005,4840.337236,6560.454790999999,8310.576745999999,8890.618357,10830.75406,115818.0478,,,,Null Lat NAD83,1654.0,1996-12-31,1996-01-01
Geneva Steel,2110,Industrial,Inactive,1996,2/24/1997,Utah,12.0,76.0,12.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,21101996,Geneva Steel,2110,Deep Well No. 4,21100011,Active,,,Well,Withdrawal,Industrial,1996,kgallons,19821.37622,17261.20064,16201.12774,14300.993569999999,12800.89089,10690.742209999999,7030.48896,5330.368907,11930.831740000001,11190.77752,12590.876390000001,15341.065709999999,154490.7405,,,,Null Lat NAD83,1655.0,1996-12-31,1996-01-01
Geneva Steel,2110,Industrial,Inactive,1996,2/24/1997,Utah,12.0,76.0,12.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,21101996,Geneva Steel,2110,Deep Well No. 5,21100012,Active,,,Well,Withdrawal,Industrial,1996,kgallons,16651.157890000002,19621.36535,19941.38404,15271.059790000001,12230.84966,6560.454790999999,4420.308228,4080.2822619999997,4420.308228,7470.518729,10250.712440000001,14370.99949,135289.4009,,,,Null Lat NAD83,1656.0,1996-12-31,1996-01-01
"Big West Oil, LLC.",2112,Industrial,Active,2016,3/23/2017,Davis,90.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,21122016,"Big West Oil, LLC.",2112,2 Inch Bypass,108541448,Inactive,,,Drain,Transfer In,Industrial,2016,kgallons,12.0,12.0,15.0,172.0,212.0,460.0,334.0,400.0,218.0,232.0,10.0,175.0,2252.0,,,,Null Lat NAD83,1657.0,2016-12-31,2016-01-01
"Big West Oil, LLC.",2112,Industrial,Active,2016,3/23/2017,Davis,90.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,21122016,"Big West Oil, LLC.",2112,3/4 Inch Maintenance Building,108541449,Inactive,,,Drain,Transfer In,Industrial,2016,kgallons,45.0,54.0,57.0,87.0,70.0,76.0,71.0,96.0,120.0,0.0,28.0,26.0,730.0,,,,Null Lat NAD83,1658.0,2016-12-31,2016-01-01
"Big West Oil, LLC.",2112,Industrial,Active,2016,3/23/2017,Davis,90.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,21122016,"Big West Oil, LLC.",2112,North Salt Lake City,21120003,Inactive,,,Drain,Transfer In,Industrial,2016,kgallons,7604.0,7448.0,8192.0,6989.0,68.0,1611.0,6690.0,9600.0,7830.0,7780.0,8930.0,8880.0,81622.0,,,,Null Lat NAD83,1659.0,2016-12-31,2016-01-01
"Big West Oil, LLC.",2112,Industrial,Active,2016,3/23/2017,Davis,90.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,21122016,"Big West Oil, LLC.",2112,North Salt Lake Main 10`,21120004,Inactive,,,Drain,Transfer In,Industrial,2016,kgallons,16766.0,16625.0,19604.0,18805.0,29379.0,26342.0,23030.0,28340.0,21100.0,21310.0,23580.0,18900.0,263781.0,,,,Null Lat NAD83,1660.0,2016-12-31,2016-01-01
Dairy Farmers of America,2116,Industrial,Inactive,2005,5/2/2006,Cache,20.0,75.0,5.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,21162005,Dairy Farmers of America,2116,"Well (6"")",21160001,Active,,,Well,Withdrawal,Industrial,2005,kgallons,,,,,3000.0,3100.0,3400.0,2000.0,2100.0,,,,13600.0,,,,Null Lat NAD83,1667.0,2005-12-31,2005-01-01
Dairy Farmers of America,2116,Industrial,Inactive,2005,5/2/2006,Cache,20.0,75.0,5.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,21162005,Dairy Farmers of America,2116,Bear River,21160002,Active,,,Stream,Withdrawal,Industrial,2005,kgallons,,,,,,6000.0,7000.0,8000.0,,,,,21000.0,,,,Null Lat NAD83,1668.0,2005-12-31,2005-01-01
Dairy Farmers of America,2116,Industrial,Inactive,2005,5/2/2006,Cache,20.0,75.0,5.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,21162005,Dairy Farmers of America,2116,Amalga (Purchased),21160003,Active,,,Drain,Transfer In,Industrial,2005,kgallons,10580.0,9490.0,10120.0,10230.0,11230.0,11328.0,11263.0,11240.0,10860.0,10760.0,10632.0,10678.0,128411.0,,,,Null Lat NAD83,1669.0,2005-12-31,2005-01-01
Dairy Farmers of America,2116,Industrial,Inactive,2001,2/7/2002,Cache,30.0,20.0,5.0,45.0,,,0.0,,,,,,,,,,,,,,,,,,,,,21162001,Dairy Farmers of America,2116,Bear River,21160002,Active,,,Stream,Withdrawal,Industrial,2001,kgallons,0.0,0.0,0.0,0.0,100.00694490000001,100.00694490000001,100.00694490000001,100.00694490000001,100.00694490000001,100.00694490000001,0.0,0.0,600.0416695,,,,Null Lat NAD83,1670.0,2001-12-31,2001-01-01
Dairy Farmers of America,2116,Industrial,Inactive,2001,2/7/2002,Cache,30.0,20.0,5.0,45.0,,,0.0,,,,,,,,,,,,,,,,,,,,,21162001,Dairy Farmers of America,2116,Amalga (Purchased),21160003,Active,,,Drain,Transfer In,Industrial,2001,kgallons,11250.7813,11250.7813,11250.7813,11250.7813,11250.7813,11250.7813,11250.7813,11250.7813,11250.7813,11250.7813,11250.7813,11250.7813,135009.3757,,,,Null Lat NAD83,1671.0,2001-12-31,2001-01-01
Dairy Farmers of America,2116,Industrial,Inactive,2000,3/23/2001,Cache,30.0,20.0,5.0,45.0,,,0.0,,,,,,,,,,,,,,,,,,,,,21162000,Dairy Farmers of America,2116,Bear River,21160002,Active,,,Stream,Withdrawal,Industrial,2000,kgallons,0.0,0.0,0.0,100.00706190000001,100.00706190000001,100.00706190000001,100.00706190000001,100.00706190000001,100.00706190000001,100.00706190000001,0.0,0.0,700.0494336,,,,Null Lat NAD83,1672.0,2000-12-31,2000-01-01
Dairy Farmers of America,2116,Industrial,Inactive,1999,2/18/2000,Cache,30.0,20.0,5.0,45.0,,,0.0,,,,,,,,,,,,,,,,,,,,,21161999,Dairy Farmers of America,2116,"Well (6"")",21160001,Active,,,Well,Withdrawal,Industrial,1999,kgallons,1000.070619,1000.070619,1000.070619,1000.070619,1000.070619,1000.070619,1000.070619,1000.070619,1000.070619,1000.070619,1000.070619,1000.070619,12000.84743,,,,Null Lat NAD83,1673.0,1999-12-31,1999-01-01
Dairy Farmers of America,2116,Industrial,Inactive,1999,2/18/2000,Cache,30.0,20.0,5.0,45.0,,,0.0,,,,,,,,,,,,,,,,,,,,,21161999,Dairy Farmers of America,2116,Bear River,21160002,Active,,,Stream,Withdrawal,Industrial,1999,kgallons,100.00706190000001,100.00706190000001,100.00706190000001,100.00706190000001,100.00706190000001,100.00706190000001,100.00706190000001,100.00706190000001,100.00706190000001,100.00706190000001,100.00706190000001,100.00706190000001,1200.084743,,,,Null Lat NAD83,1674.0,1999-12-31,1999-01-01
Dairy Farmers of America,2116,Industrial,Inactive,1998,1/19/1999,Cache,30.0,20.0,5.0,45.0,,,0.0,,,,,,,,,,,,,,,,,,,,,21161998,Dairy Farmers of America,2116,"Well (6"")",21160001,Active,,,Well,Withdrawal,Industrial,1998,kgallons,1000.070619,1000.070619,1000.070619,1000.070619,1000.070619,1000.070619,1000.070619,1000.070619,1000.070619,1000.070619,1000.070619,1000.070619,12000.84743,,,,Null Lat NAD83,1675.0,1998-12-31,1998-01-01
Dairy Farmers of America,2116,Industrial,Inactive,1998,1/19/1999,Cache,30.0,20.0,5.0,45.0,,,0.0,,,,,,,,,,,,,,,,,,,,,21161998,Dairy Farmers of America,2116,Bear River,21160002,Active,,,Stream,Withdrawal,Industrial,1998,kgallons,100.00706190000001,100.00706190000001,100.00706190000001,100.00706190000001,100.00706190000001,100.00706190000001,100.00706190000001,100.00706190000001,100.00706190000001,100.00706190000001,100.00706190000001,100.00706190000001,1200.084743,,,,Null Lat NAD83,1676.0,1998-12-31,1998-01-01
Dairy Farmers of America,2116,Industrial,Inactive,1997,1/20/1998,Cache,30.0,20.0,5.0,45.0,,,0.0,,,,,,,,,,,,,,,,,,,,,21161997,Dairy Farmers of America,2116,"Well (6"")",21160001,Active,,,Well,Withdrawal,Industrial,1997,kgallons,1000.070619,1000.070619,1000.070619,1000.070619,1000.070619,1000.070619,1000.070619,1000.070619,1000.070619,1000.070619,1000.070619,1000.070619,12000.84743,,,,Null Lat NAD83,1677.0,1997-12-31,1997-01-01
Dairy Farmers of America,2116,Industrial,Inactive,1997,1/20/1998,Cache,30.0,20.0,5.0,45.0,,,0.0,,,,,,,,,,,,,,,,,,,,,21161997,Dairy Farmers of America,2116,Bear River,21160002,Active,,,Stream,Withdrawal,Industrial,1997,kgallons,100.00706190000001,100.00706190000001,100.00706190000001,100.00706190000001,100.00706190000001,100.00706190000001,100.00706190000001,100.00706190000001,100.00706190000001,100.00706190000001,100.00706190000001,100.00706190000001,1200.084743,,,,Null Lat NAD83,1678.0,1997-12-31,1997-01-01
Dairy Farmers of America,2116,Industrial,Inactive,1997,1/20/1998,Cache,30.0,20.0,5.0,45.0,,,0.0,,,,,,,,,,,,,,,,,,,,,21161997,Dairy Farmers of America,2116,Amalga (Purchased),21160003,Active,,,Drain,Transfer In,Industrial,1997,kgallons,6500.452509000001,6500.452509000001,6500.452509000001,6500.452509000001,6500.452509000001,6500.452509000001,6500.452509000001,6500.452509000001,6500.452509000001,6500.452509000001,6500.452509000001,6500.452509000001,78005.43011,,,,Null Lat NAD83,1679.0,1997-12-31,1997-01-01
Uintah Water Conservancy District,2121,Industrial,Inactive,2018,1/11/2019,Uintah,0.0,0.0,13.0,2.0,0.0,0.0,85.0,0.0,,,,,,,,,,,,,,,,,,,,21212018,Uintah Water Conservancy District,2121,Steinaker Reservoir,108544561,Active,,,Reservoir,Withdrawal,Agricultural,2018,kgallons,0.0,0.0,0.0,104272.4571,1046634.7890000001,2825457.7369999997,2100764.16,918249.3257,466945.0971,0.0,0.0,0.0,7462323.566000001,,,,Null Lat NAD83,1697.0,2018-12-31,2018-01-01
Uintah Water Conservancy District,2121,Industrial,Inactive,2017,1/29/2018,Uintah,0.0,0.0,14.0,3.0,0.0,0.0,83.0,0.0,,,,,,,,,,,,,,,,,,,,21212017,Uintah Water Conservancy District,2121,Steinaker Reservoir,108544561,Active,,,Reservoir,Withdrawal,Agricultural,2017,kgallons,0.0,0.0,0.0,0.0,0.0,914948.4507,2083393.02,1375966.31,774460.8658,0.0,0.0,0.0,5148768.647,,,,Null Lat NAD83,1698.0,2017-12-31,2017-01-01
Geneva Rock Products,2132,Industrial,Inactive,2007,3/4/2008,Utah,0.0,95.0,5.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,21322007,Geneva Rock Products,2132,Mud Springs (North Grantsville),108541439,Inactive,,,Spring,Delivery,Industrial,2007,kgallons,350.0,350.0,350.0,400.0,450.0,500.0,500.0,450.0,400.0,350.0,350.0,350.0,4800.0,,,,Null Lat NAD83,1706.0,2007-12-31,2007-01-01
Geneva Rock Products,2132,Industrial,Inactive,2004,1/24/2005,Utah,0.0,100.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,21322004,Geneva Rock Products,2132,Well,108540031,Inactive,,,Well,Withdrawal,Irrigation,2004,kgallons,467.8324883,605.3420193,869.5603772,781.754268,894.3621025,890.1618124,906.0629210000001,894.3621025,816.4566957000001,684.5475081000001,631.7438706,581.2403532000001,9023.426601000001,,,,Null Lat NAD83,1711.0,2004-12-31,2004-01-01
Geneva Rock Products,2132,Industrial,Inactive,2003,3/4/2004,Utah,0.0,100.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,21322003,Geneva Rock Products,2132,Well,108540031,Inactive,,,Well,Withdrawal,Irrigation,2003,kgallons,453.6315022,589.1409125,839.4582957,737.6512257999999,854.3593304999999,841.7584554,872.1605667000001,866.3601639000001,791.4549621,662.3459962000001,609.7423432,537.537329,8655.601083,,,,Null Lat NAD83,1715.0,2003-12-31,2003-01-01
Granite Construction Co. / Utah Operations,2133,Industrial,Inactive,2000,2/8/2001,Salt Lake,0.0,100.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,21332000,Granite Construction Co. / Utah Operations,2133,American Fork Well,21330002,Active,,,Well,Withdrawal,Industrial,2000,kgallons,50.00190171,50.00190171,100.00706190000001,527.0353591,527.0353591,527.0353591,527.0353591,527.0353591,527.0353591,527.0353591,50.00190171,50.00190171,3989.262182,,,,Null Lat NAD83,1732.0,2000-12-31,2000-01-01
Granite Construction Co. / Utah Operations,2133,Industrial,Inactive,1999,5/18/2000,Salt Lake,0.0,95.0,0.0,5.0,,,0.0,,,,,,,,,,,,,,,,,,,,,21331999,Granite Construction Co. / Utah Operations,2133,American Fork Well,21330002,Active,,,Well,Withdrawal,Industrial,1999,kgallons,138.0111141,127.7076919,286.42014720000003,374.0253038,374.0253038,410.02862810000005,304.622208,302.62148019999995,323.82137420000004,364.0249234,288.51863039999995,201.6140544,3495.4408590000003,,,,Null Lat NAD83,1733.0,1999-12-31,1999-01-01
Granite Construction Co. / Utah Operations,2133,Industrial,Inactive,1998,1/14/1999,Salt Lake,0.0,95.0,0.0,5.0,,,0.0,,,,,,,,,,,,,,,,,,,,,21331998,Granite Construction Co. / Utah Operations,2133,American Fork Well,21330002,Active,,,Well,Withdrawal,Industrial,1998,kgallons,107.30613390000002,105.2076507,215.21509300000002,263.2195255,298.919808,403.1270949,419.62821119999995,451.4313106000001,411.6285586,411.82732799999997,321.12332430000004,233.2151259,3641.8491649999996,,,,Null Lat NAD83,1734.0,1998-12-31,1998-01-01
Granite Construction Co. / Utah Operations,2133,Industrial,Inactive,1996,2/20/1997,Salt Lake,0.0,95.0,0.0,5.0,,,0.0,,,,,,,,,,,,,,,,,,,,,21331996,Granite Construction Co. / Utah Operations,2133,American Fork Well,21330002,Active,,,Well,Withdrawal,Industrial,1996,kgallons,181.01372709999998,113.00853390000002,370.0271067,426.03119180000004,382.0249563,384.0256841,346.02489049999997,284.0186222,243.01673689999998,335.0241463,350.0230875,184.0115602,3598.250244,,,,Null Lat NAD83,1735.0,1996-12-31,1996-01-01
Granite Construction Co. / Utah Operations,2133,Industrial,Inactive,1996,2/20/1997,Salt Lake,0.0,95.0,0.0,5.0,,,0.0,,,,,,,,,,,,,,,,,,,,,21331996,Granite Construction Co. / Utah Operations,2133,Lehi Pit Well,21330003,Inactive,,,Well,Withdrawal,Industrial,1996,kgallons,304.0226414,14.00183589,641.0442569,823.0583479,709.0494501000001,607.0416602999999,450.0301495,418.0282807,363.0245595,566.0397751,282.02115289999995,281.02078900000004,5458.382899,,,,Null Lat NAD83,1736.0,1996-12-31,1996-01-01
Granite Construction Company Utah (West Haven) Weber,2134,Industrial,Active,2002,3/6/2003,Weber,0.0,9.0,0.0,91.0,,,0.0,,,,,,,,,,,,,,,,,,,,,21342002,Granite Construction Company Utah (West Haven) Weber,2134,Holding Ponds -Springs,21340001,Inactive,,,Spring,Withdrawal,Industrial,2002,kgallons,,,9.000625017,18.00125007,420.0291687,1224.085006,1224.085006,1224.085006,900.0625043,600.0416695,20.00138896,,5639.391624,,,,Null Lat NAD83,1740.0,2002-12-31,2002-01-01
Granite Construction Company Utah (West Haven) Weber,2134,Industrial,Active,2002,3/6/2003,Weber,0.0,9.0,0.0,91.0,,,0.0,,,,,,,,,,,,,,,,,,,,,21342002,Granite Construction Company Utah (West Haven) Weber,2134,Arnell Well,21340008,Inactive,,,Well,Withdrawal,Industrial,2002,kgallons,,,,,42.30293767,74.00513923,113.40787549999999,114.9079797,92.606431,55.703868299999996,5.000347232,,497.9345788,,,,Null Lat NAD83,1741.0,2002-12-31,2002-01-01
Granite Construction Company Utah (West Haven) Weber,2134,Industrial,Active,2001,2/26/2002,Weber,0.0,95.0,0.0,5.0,,,0.0,,,,,,,,,,,,,,,,,,,,,21342001,Granite Construction Company Utah (West Haven) Weber,2134,Holding Ponds -Springs,21340001,Inactive,,,Spring,Withdrawal,Industrial,2001,kgallons,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Null Lat NAD83,1742.0,2001-12-31,2001-01-01
Granite Construction Company Utah (West Haven) Weber,2134,Industrial,Active,2001,2/26/2002,Weber,0.0,95.0,0.0,5.0,,,0.0,,,,,,,,,,,,,,,,,,,,,21342001,Granite Construction Company Utah (West Haven) Weber,2134,Arnell Well,21340008,Inactive,,,Well,Withdrawal,Industrial,2001,kgallons,0.0,0.0,0.0,1303.405714,1955.108571,1955.108571,2280.96,2280.96,2280.96,1303.405714,0.0,0.0,13359.90857,,,,Null Lat NAD83,1743.0,2001-12-31,2001-01-01
Granite Construction Company Utah (West Haven) Weber,2134,Industrial,Active,2000,1/9/2001,Weber,10.0,90.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,21342000,Granite Construction Company Utah (West Haven) Weber,2134,Arnell Well,21340008,Inactive,,,Well,Withdrawal,Industrial,2000,kgallons,0.0,0.0,0.0,325.8514286,1303.405714,1629.257143,1629.257143,1629.257143,1629.257143,977.5542857,0.0,0.0,9123.84,,,,Null Lat NAD83,1744.0,2000-12-31,2000-01-01
Geneva Rock Products,2137,Industrial,Inactive,2007,3/4/2008,Salt Lake,0.0,95.0,5.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,21372007,Geneva Rock Products,2137,Echo Reservoir Park City,21370004,Active,,,Reservoir,Transfer In,Industrial,2007,kgallons,249.8996966,233.0,369.0,449.19988,563.699836,663.5996928,702.0996908,840.7999806,726.3997352000001,872.8999307,674.8998945000001,345.0997983,6690.599852,,,,Null Lat NAD83,1809.0,2007-12-31,2007-01-01
Geneva Rock Products,2137,Industrial,Inactive,2006,3/9/2007,Salt Lake,0.0,95.0,5.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,21372006,Geneva Rock Products,2137,Echo Reservoir Park City,21370004,Active,,,Reservoir,Transfer In,Industrial,2006,kgallons,153.20980219999998,226.6997266,298.0999658,335.5999258,374.0999237,394.899998,402.2997581,448.69969810000003,406.499983,380.09982610000003,314.7998515,211.39969869999996,3946.4097869999996,,,,Null Lat NAD83,1813.0,2006-12-31,2006-01-01
Geneva Rock Products,2137,Industrial,Inactive,2005,3/6/2006,Salt Lake,0.0,95.0,5.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,21372005,Geneva Rock Products,2137,Echo Reservoir Park City,21370004,Active,,,Reservoir,Transfer In,Industrial,2005,kgallons,141.709821,221.5153652,284.3197415,329.62286560000007,368.725591,389.12701860000004,398.22762539999997,442.3307038,396.8275395,371.32575499999996,311.92163839999995,201.4139816,3857.067647,,,,Null Lat NAD83,1817.0,2005-12-31,2005-01-01
Geneva Rock Products,2137,Industrial,Inactive,2004,1/24/2005,Salt Lake,0.0,95.0,5.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,21372004,Geneva Rock Products,2137,Echo Reservoir Park City,21370004,Active,,,Reservoir,Transfer In,Industrial,2004,kgallons,102.3070843,205.6142717,249.31730240000002,318.92213280000004,355.7246729,374.5260071000001,390.4271006,436.6302915,385.42674750000003,351.424379,298.7207128,193.5134205,3662.554319,,,,Null Lat NAD83,1818.0,2004-12-31,2004-01-01
Geneva Rock Products,2137,Industrial,Inactive,2003,3/4/2004,Salt Lake,0.0,95.0,5.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,21372003,Geneva Rock Products,2137,Echo Reservoir Park City,21370004,Active,,,Reservoir,Transfer In,Industrial,2003,kgallons,96.50670183,199.31384119999998,248.717272,316.021946,353.8245711,369.4256545,387.1268838,431.4299603999999,382.6265713,347.62414060000003,296.9206195,188.3130773,3617.85124,,,,Null Lat NAD83,1819.0,2003-12-31,2003-01-01
Geneva Rock Products,2137,Industrial,Inactive,2002,3/11/2003,Salt Lake,0.0,95.0,5.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,21372002,Geneva Rock Products,2137,Echo Reservoir Park City,21370004,Active,,,Reservoir,Transfer In,Industrial,2002,kgallons,91.30634071,195.41357040000003,241.61677889999999,311.5216334,348.92423080000003,361.02507119999996,381.326481,421.229252,378.5262865,341.52371689999995,291.7202583,183.6127509,3547.746371,,,,Null Lat NAD83,1822.0,2002-12-31,2002-01-01
Geneva Rock Products,2137,Industrial,Inactive,2001,3/1/2002,Salt Lake,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,21372001,Geneva Rock Products,2137,Echo Reservoir Park City,21370004,Active,,,Reservoir,Transfer In,Industrial,2001,kgallons,84.30585455,191.2132787,234.61629280000002,315.4219043,321.7223418,334.82325160000005,372.1258421,420.1291756,374.4260018,322.7224113,285.6198347,178.91242450000001,3436.038614,,,,Null Lat NAD83,1826.0,2001-12-31,2001-01-01
Geneva Rock Products,2137,Industrial,Inactive,2000,4/3/2001,Salt Lake,0.0,100.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,21372000,Geneva Rock Products,2137,Echo Reservoir Park City,21370004,Active,,,Reservoir,Transfer In,Industrial,2000,kgallons,81.20543451,184.3113435,226.4146066,305.62257189999997,315.4209243,324.922752,365.8268818,401.7291922,362.12520960000006,320.42274380000003,254.5192923,161.8113024,3304.3322550000003,,,,Null Lat NAD83,1829.0,2000-12-31,2000-01-01
Geneva Rock Products,2137,Industrial,Inactive,1999,1/12/2000,Salt Lake,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,21371999,Geneva Rock Products,2137,Echo Reservoir Park City,21370004,Active,,,Reservoir,Transfer In,Industrial,1999,kgallons,77.30499291,170.21175219999998,214.5145125,278.619264,281.2195584,309.5230135,352.5256265,371.42500939999996,359.3261458,315.5219383,216.3164709,151.8109221,3098.3192059999997,,,,Null Lat NAD83,1833.0,1999-12-31,1999-01-01
Geneva Rock Products,2137,Industrial,Inactive,1998,3/15/1999,Salt Lake,0.0,100.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,21371998,Geneva Rock Products,2137,Echo Reservoir Park City,21370004,Active,,,Reservoir,Transfer In,Industrial,1998,kgallons,74.30390126,165.20993280000002,208.31355980000004,267.9183031,267.8172891,300.51973849999996,345.6240933,357.12339019999996,342.2222043,300.51973849999996,208.31355980000004,148.8098304,2986.695541,,,,Null Lat NAD83,1837.0,1998-12-31,1998-01-01
Geneva Rock Products,2137,Industrial,Inactive,1997,3/6/1998,Salt Lake,0.0,100.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,21371997,Geneva Rock Products,2137,Echo Reservoir Park City,21370004,Active,,,Reservoir,Transfer In,Industrial,1997,kgallons,73.6065792,162.01007180000002,206.21507659999997,265.2169947,265.2169947,294.6218277,338.8235739,353.6237458,338.8235739,294.6218277,206.21507659999997,147.3109138,2946.306256,,,,Null Lat NAD83,1842.0,1997-12-31,1997-01-01
Muir-Roberts Company Inc.,2156,Industrial,Inactive,2005,2/24/2006,Utah,0.0,0.0,0.0,100.0,,,0.0,,,,,,,,,,,,,,,,,,,,,21562005,Muir-Roberts Company Inc.,2156,Well (6`),21560001,Active,,,Well,Withdrawal,Industrial,2005,kgallons,,,,,,,,,,,,,0.0,,,,Null Lat NAD83,1958.0,2005-12-31,2005-01-01
McWane Ductile,2160,Industrial,Active,2004,4/4/2005,Utah,94.0,1.0,0.0,0.0,,,5.0,,,,,,,,,,,,,,,,,,,,,21602004,McWane Ductile,2160,Spring No. 4,21600010,Inactive,,,Spring,Withdrawal,Industrial,2004,kgallons,2800.19415,2600.180352,2800.19415,2700.187414,2800.19415,2700.187414,2800.19415,2800.19415,2700.187414,2800.19415,2700.187414,2800.19415,33002.29183,,,,Null Lat NAD83,1988.0,2004-12-31,2004-01-01
McWane Ductile,2160,Industrial,Active,2001,2/27/2002,Utah,91.0,1.0,0.0,1.0,,,7.0,,,,,,,,,,,,,,,,,,,,,21602001,McWane Ductile,2160,Spring No. 4,21600010,Inactive,,,Spring,Withdrawal,Industrial,2001,kgallons,15001.0417,15001.0417,13800.95826,15401.069290000001,14601.01377,14000.97205,13200.91654,13200.91654,13900.96532,13400.93033,10800.74998,13000.902740000001,165311.4798,,,,Null Lat NAD83,2002.0,2001-12-31,2001-01-01
