System Name,System ID,Source Name,Source ID,Source Status,Lat NAD83,Lon NAD83,Source Type,Diversion Type,Use Type,Year,Units,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total,,,
Kennecott Copper  Smelter (See Kennecott Land Co),2599,Well,25990004,Active,,,Well,Withdrawal,Industrial,,kgallons,,,,,,,,,,,,,,,,
Kennecott Copper  Smelter (See Kennecott Land Co),2599,Well,25990005,Active,,,Well,Withdrawal,Industrial,,kgallons,,,,,,,,,,,,,,,,
Kennecott Copper  Smelter (See Kennecott Land Co),2599,Wells,25990006,Active,,,Well,Withdrawal,Industrial,,kgallons,,,,,,,,,,,,,,,,
Kennecott Copper  Smelter (See Kennecott Land Co),2599,Wells-3,25990007,Active,,,Well,Withdrawal,Industrial,,kgallons,,,,,,,,,,,,,,,,
Kennecott Copper  Smelter (See Kennecott Land Co),2599,Wells-21,25990008,Active,,,Well,Withdrawal,Industrial,,kgallons,,,,,,,,,,,,,,,,
Kennecott Copper  Smelter (See Kennecott Land Co),2599,Well,25990011,Active,,,Well,Withdrawal,Industrial,,kgallons,,,,,,,,,,,,,,,,
Kennecott Copper  Smelter (See Kennecott Land Co),2599,Drain,25990012,Active,,,Drain,Withdrawal,Industrial,,kgallons,,,,,,,,,,,,,,,,
Kennecott Copper  Smelter (See Kennecott Land Co),2599,Adamson Spring,25990013,Active,,,Spring,Withdrawal,Industrial,,kgallons,,,,,,,,,,,,,,,,
Kennecott Copper  Smelter (See Kennecott Land Co),2599,Unnamed Spring,25990014,Active,,,Spring,Withdrawal,Industrial,,kgallons,,,,,,,,,,,,,,,,
Kennecott Copper  Smelter (See Kennecott Land Co),2599,Lee Creek Tributary,25990015,Active,,,Stream,Withdrawal,Industrial,,kgallons,,,,,,,,,,,,,,,,
Kennecott Copper  Smelter (See Kennecott Land Co),2599,Garfield No. 4,25990016,Active,,,Well,Withdrawal,Industrial,,kgallons,,,,,,,,,,,,,,,,
Kennecott Copper  Smelter (See Kennecott Land Co),2599,Well,25990017,Active,,,Well,Withdrawal,Industrial,,kgallons,,,,,,,,,,,,,,,,
Kennecott Copper  Smelter (See Kennecott Land Co),2599,Surface Spring,25990018,Active,,,Spring,Withdrawal,Industrial,,kgallons,,,,,,,,,,,,,,,,
Kennecott Copper  Smelter (See Kennecott Land Co),2599,Surface Spring,25990019,Active,,,Spring,Withdrawal,Industrial,,kgallons,,,,,,,,,,,,,,,,
Kennecott Copper  Smelter (See Kennecott Land Co),2599,Surface Spring,25990020,Active,,,Spring,Withdrawal,Industrial,,kgallons,,,,,,,,,,,,,,,,
Kennecott Copper  Smelter (See Kennecott Land Co),2599,Jordan River,25990021,Active,,,Stream,Withdrawal,Industrial,,kgallons,,,,,,,,,,,,,,,,
Kennecott Copper  Smelter (See Kennecott Land Co),2599,Bingham West Dip Tunnel,25990023,Active,,,Tunnel,Withdrawal,Industrial,,kgallons,,,,,,,,,,,,,,,,
Kennecott Copper  Smelter (See Kennecott Land Co),2599,Tunnel,25990024,Active,,,Tunnel,Withdrawal,Industrial,,kgallons,,,,,,,,,,,,,,,,
Kennecott Copper  Smelter (See Kennecott Land Co),2599,Big Spring,25990025,Active,,,Spring,Withdrawal,Industrial,,kgallons,,,,,,,,,,,,,,,,
Kennecott Copper  Smelter (See Kennecott Land Co),2599,"Well (10"")",25990026,Active,,,Well,Withdrawal,Industrial,,kgallons,,,,,,,,,,,,,,,,
Kennecott Copper  Smelter (See Kennecott Land Co),2599,"Well (12"")",25990027,Active,,,Well,Withdrawal,Industrial,,kgallons,,,,,,,,,,,,,,,,
Kennecott Copper  Smelter (See Kennecott Land Co),2599,"Well (8"")",25990028,Active,,,Well,Withdrawal,Industrial,,kgallons,,,,,,,,,,,,,,,,
Kennecott Copper  Smelter (See Kennecott Land Co),2599,"Well (8"")",25990029,Active,,,Well,Withdrawal,Industrial,,kgallons,,,,,,,,,,,,,,,,
Kennecott Copper  Smelter (See Kennecott Land Co),2599,Adamson Tunnel,25990030,Active,,,Tunnel,Withdrawal,Industrial,,kgallons,,,,,,,,,,,,,,,,
Kennecott Copper  Smelter (See Kennecott Land Co),2599,Helen Tunnel,25990031,Active,,,Tunnel,Withdrawal,Industrial,,kgallons,,,,,,,,,,,,,,,,
Kennecott Copper  Smelter (See Kennecott Land Co),2599,Copper Boy Tunnel,25990032,Active,,,Tunnel,Withdrawal,Industrial,,kgallons,,,,,,,,,,,,,,,,
Kennecott Copper  Smelter (See Kennecott Land Co),2599,Mill Pond,25990033,Active,,,Reservoir,Withdrawal,Industrial,,kgallons,,,,,,,,,,,,,,,,
Kennecott Copper  Smelter (See Kennecott Land Co),2599,Factory Creek,25990034,Active,,,Stream,Withdrawal,Industrial,,kgallons,,,,,,,,,,,,,,,,
Kennecott Copper  Smelter (See Kennecott Land Co),2599,Well No. 3,25990035,Active,,,Well,Withdrawal,Industrial,,kgallons,,,,,,,,,,,,,,,,
Kennecott Copper  Smelter (See Kennecott Land Co),2599,Well No. 10,25990036,Active,,,Well,Withdrawal,Industrial,,kgallons,,,,,,,,,,,,,,,,
Kennecott Copper  Smelter (See Kennecott Land Co),2599,Well No. 11,25990037,Active,,,Well,Withdrawal,Industrial,,kgallons,,,,,,,,,,,,,,,,
Kennecott Copper  Smelter (See Kennecott Land Co),2599,Well No. 14,25990038,Active,,,Well,Withdrawal,Industrial,,kgallons,,,,,,,,,,,,,,,,
Kennecott Copper  Smelter (See Kennecott Land Co),2599,Well No. 15,25990039,Active,,,Well,Withdrawal,Industrial,,kgallons,,,,,,,,,,,,,,,,
Kennecott Copper  Smelter (See Kennecott Land Co),2599,Copperton No. 2,25990047,Active,,,Well,Withdrawal,Industrial,,kgallons,,,,,,,,,,,,,,,,
Kennecott Copper  Smelter (See Kennecott Land Co),2599,Copperton No. 3,25990048,Active,,,Well,Withdrawal,Industrial,,kgallons,,,,,,,,,,,,,,,,
Kennecott Copper  Smelter (See Kennecott Land Co),2599,Garfield No. 1,25990049,Active,,,Well,Withdrawal,Industrial,,kgallons,,,,,,,,,,,,,,,,
Kennecott Copper  Smelter (See Kennecott Land Co),2599,Garfield No. 7,25990050,Active,,,Well,Withdrawal,Industrial,,kgallons,,,,,,,,,,,,,,,,
Kennecott Copper  Smelter (See Kennecott Land Co),2599,Golf Course Well,25990051,Active,,,Well,Withdrawal,Industrial,,kgallons,,,,,,,,,,,,,,,,
Kennecott Copper  Smelter (See Kennecott Land Co),2599,Copperton No. 1,25990052,Active,,,Well,Withdrawal,Industrial,,kgallons,,,,,,,,,,,,,,,,
Kennecott Copper  Smelter (See Kennecott Land Co),2599,Refinery Well,25990053,Active,,,Well,Withdrawal,Industrial,,kgallons,,,,,,,,,,,,,,,,
Kennecott Copper  Smelter (See Kennecott Land Co),2599,Kessler canyon Well,25990054,Active,,,Well,Withdrawal,Industrial,,kgallons,,,,,,,,,,,,,,,,
Kennecott Corporation,2600,Copperton Channel Well,108540070,Active,,,Well,Withdrawal,Mining,,kgallons,,,,,,,,,,,,,,,,
Kennecott Corporation,2600,"K-109, K-60 part of a24720",108540084,Active,,,Well,Withdrawal,Mining,,kgallons,,,,,,,,,,,,,,,,
Kennecott Corporation,2600,Bingham Creek,26000001,Active,,,Stream,Withdrawal,Mining,,kgallons,,,,,,,,,,,,,,,,
Kennecott Corporation,2600,Jordan River,26000002,Active,,,Stream,Withdrawal,Mining,,kgallons,,,,,,,,,,,,,,,,
Kennecott Corporation,2600,Dry Fork Tunnels,26000003,Active,,,Tunnel,Withdrawal,Mining,,kgallons,,,,,,,,,,,,,,,,
Kennecott Corporation,2600,Tunnel,26000004,Active,,,Tunnel,Withdrawal,Mining,,kgallons,,,,,,,,,,,,,,,,
Kennecott Corporation,2600,Utah Metal Mining Tunnel,26000005,Active,,,Tunnel,Withdrawal,Mining,,kgallons,,,,,,,,,,,,,,,,
Kennecott Corporation,2600,Queen Tunnel,26000006,Active,,,Tunnel,Withdrawal,Mining,,kgallons,,,,,,,,,,,,,,,,
Kennecott Corporation,2600,Utility Raise & Bingham,26000007,Active,,,Tunnel,Withdrawal,Mining,,kgallons,,,,,,,,,,,,,,,,
Kennecott Corporation,2600,Gray Spg. & Barney Can.,26000008,Active,,,Spring,Withdrawal,Mining,,kgallons,,,,,,,,,,,,,,,,
Kennecott Corporation,2600,Well,26000011,Active,,,Well,Withdrawal,Mining,,kgallons,,,,,,,,,,,,,,,,
Kennecott Corporation,2600,Unnamed Springs,26000013,Active,,,Spring,Withdrawal,Mining,,kgallons,,,,,,,,,,,,,,,,
Kennecott Corporation,2600,Unnamed Springs,26000015,Active,,,Spring,Withdrawal,Mining,,kgallons,,,,,,,,,,,,,,,,
Kennecott Corporation,2600,Tunnel,26000016,Active,,,Tunnel,Withdrawal,Mining,,kgallons,,,,,,,,,,,,,,,,
Kennecott Corporation,2600,Water Fork Springs,26000017,Active,,,Spring,Withdrawal,Mining,,kgallons,,,,,,,,,,,,,,,,
Kennecott Corporation,2600,Well No. 60 (BFG1193),26000018,Active,,,Well,Withdrawal,Mining,,kgallons,,,,,,,,,,,,,,,,
Kennecott Corporation,2600,Well No. 109 (BFG1200),26000019,Active,,,Well,Withdrawal,Mining,,kgallons,,,,,,,,,,,,,,,,
Kennecott Corporation,2600,Well BC-280,26000020,Active,,,Well,Withdrawal,Mining,,kgallons,,,,,,,,,,,,,,,,
Kennecott Corporation,2600,Bingham Creek Cutoff Wall,26000021,Active,,,Well,Withdrawal,Mining,,kgallons,,,,,,,,,,,,,,,,
Kennecott Corporation,2600,Barrier Well No. 3,26000022,Active,,,Well,Withdrawal,Mining,,kgallons,,,,,,,,,,,,,,,,
Kennecott Corporation,2600,Curtis Springs Well,26000023,Active,,,Well,Withdrawal,Mining,,kgallons,,,,,,,,,,,,,,,,
Kennecott Corporation,2600,Sulfate Well,26000024,Active,,,Well,Withdrawal,Industrial,,kgallons,,,,,,,,,,,,,,,,
Kennecott Corporation,2600,Lark Production Well,26000025,Active,,,Well,Withdrawal,Industrial,,kgallons,,,,,,,,,,,,,,,,
Kennecott Corporation,2600,Acid Extraction Well #1,26000026,Active,,,Well,Withdrawal,Industrial,,kgallons,,,,,,,,,,,,,,,,
Kennecott Corporation,2600,Potable Water Well,26000027,Active,,,Well,Withdrawal,Industrial,,kgallons,,,,,,,,,,,,,,,,
Kennecott Corporation,2600,West Mountain Shaft,26000028,Active,,,Tunnel,Withdrawal,Industrial,,kgallons,,,,,,,,,,,,,,,,
A-1 Tank Rental & Brine Service,2601,"Well (6"")",26010001,Active,,,Well,Withdrawal,Mining,,kgallons,,,,,,,,,,,,,,,,
"Middle Fork Energy Unita, LLC",2602,Received from Deseret Generation & Trans,108545387,Active,40.19083205,-109.3307488,Well,Transfer In,Mining,,kgallons,,,,,,,,,,,,,,,,
"Middle Fork Energy Unita, LLC",2602,(WV) Well No.1,26020001,Active,40.15278379,-109.5998166,Well,Withdrawal,Mining,,kgallons,,,,,,,,,,,,,,,,
"Middle Fork Energy Unita, LLC",2602,(WV) Well No.2,26020002,Active,40.15283225,-109.5992824,Well,Withdrawal,Mining,,kgallons,,,,,,,,,,,,,,,,
"Middle Fork Energy Unita, LLC",2602,(WV) Well No.3,26020003,Active,40.15288124,-109.598753,Well,Withdrawal,Mining,,kgallons,,,,,,,,,,,,,,,,
"Middle Fork Energy Unita, LLC",2602,Well No.4,26020004,Inactive,,,Well,Withdrawal,Mining,,kgallons,,,,,,,,,,,,,,,,
"Middle Fork Energy Unita, LLC",2602,Well No.5,26020005,Inactive,,,Well,Withdrawal,Mining,,kgallons,,,,,,,,,,,,,,,,
"Middle Fork Energy Unita, LLC",2602,Well Transmission Line,26020006,Active,40.28394819,-109.3974097,Well,Withdrawal,Mining,,kgallons,,,,,,,,,,,,,,,,
"Middle Fork Energy Unita, LLC",2602,Brennan Well,26020007,Inactive,40.20359414,-109.5869078,Well,Withdrawal,Industrial,,kgallons,,,,,,,,,,,,,,,,
"Middle Fork Energy Unita, LLC",2602,Brennan Well,26020007,Inactive,40.20359414,-109.5869078,Well,Withdrawal,Industrial,2002,kgallons,273.4389888,246.9771512,273.4389888,264.6183763,273.4389888,264.6183763,264.6183763,273.4389888,264.6183763,273.4389888,264.6183763,273.4389888,3210.702966,,,
"Middle Fork Energy Unita, LLC",2602,Brennan Well,26020007,Inactive,40.20359414,-109.5869078,Well,Withdrawal,Industrial,2001,kgallons,204.5962081,325.9426349,363.9552747,239.1226058,135.921439,73.63111327,138.3156053,190.8192514,158.7290229,140.5417599,182.0406417,301.3289257,2454.944483,,,
"AMCA Coal Leasing, Inc.",2604,Well No. 1,26040001,Active,,,Well,Withdrawal,Mining,,kgallons,,,,,,,,,,,,,,,,
"AMCA Coal Leasing, Inc.",2604,Well,26040002,Inactive,,,Well,Withdrawal,Mining,,kgallons,,,,,,,,,,,,,,,,
"AMCA Coal Leasing, Inc.",2604,Well No. 2,26040003,Active,,,Well,Withdrawal,Mining,,kgallons,,,,,,,,,,,,,,,,
"AMCA Coal Leasing, Inc.",2604,Price City Purchased,26040004,Active,,,Reservoir,Transfer In,Mining,,kgallons,,,,,,,,,,,,,,,,
"AMCA Coal Leasing, Inc.",2604,Well,26040005,Inactive,,,Well,Withdrawal,Mining,,kgallons,,,,,,,,,,,,,,,,
Lisbon Valley Mining Company LLC,2605,PW-3,108540532,Active,38.14749288,-109.135501,Well,Withdrawal,Mining,2019,kgallons,492.08125,492.08125,492.08125,492.08125,492.08125,492.08125,492.08125,492.08125,492.08125,492.08125,492.08125,492.08125,5904.975,,,
Lisbon Valley Mining Company LLC,2605,PW-3,108540532,Active,38.14749288,-109.135501,Well,Withdrawal,Mining,2018,kgallons,442.044,258.222,0,0,0,0,0,0,0,0,0,0,700.266,,,
Lisbon Valley Mining Company LLC,2605,PW-1,108544766,Active,38.15099859,-109.1397144,Well,Withdrawal,Mining,,kgallons,,,,,,,,,,,,,,,,
Lisbon Valley Mining Company LLC,2605,PW-2,108544767,Active,38.15145314,-109.1384124,Well,Withdrawal,Mining,,kgallons,,,,,,,,,,,,,,,,
Lisbon Valley Mining Company LLC,2605,PW-4,108544768,Active,38.15270103,-109.1422834,Well,Withdrawal,Mining,2019,kgallons,579.3240833,579.3240833,579.3240833,579.3240833,579.3240833,579.3240833,579.3240833,579.3240833,579.3240833,579.3240833,579.3240833,579.3240833,6951.889,,,
Lisbon Valley Mining Company LLC,2605,PW-4,108544768,Active,38.15270103,-109.1422834,Well,Withdrawal,Mining,2018,kgallons,0,0,0,0,0,796.385,379.183,890.986,732.804,0,0,0,2799.358,,,
Lisbon Valley Mining Company LLC,2605,PW-5,108544769,Active,38.11999916,-109.1178163,Well,Withdrawal,Mining,,kgallons,,,,,,,,,,,,,,,,
Lisbon Valley Mining Company LLC,2605,PW-6,108544770,Active,38.12732545,-109.1223203,Well,Withdrawal,Mining,,kgallons,,,,,,,,,,,,,,,,
Lisbon Valley Mining Company LLC,2605,PW-8,108544771,Active,38.14771791,-109.1342779,Well,Withdrawal,Mining,2019,kgallons,0,0,0,0,0,22.3235,22.3235,0,0,0,0,0,44.647,,,
Lisbon Valley Mining Company LLC,2605,PW-8,108544771,Active,38.14771791,-109.1342779,Well,Withdrawal,Mining,2018,kgallons,0,0,0,0,0,0,0,0,0,197.067,328.05,215.956,741.073,,,
Lisbon Valley Mining Company LLC,2605,PW-8,108544771,Active,38.14771791,-109.1342779,Well,Withdrawal,Mining,2017,kgallons,1080,1080,1080,0.1,1079.9,1080,1080,1080,974.15,1080,1080,1080,11774.15,,,
Lisbon Valley Mining Company LLC,2605,PW-9,108544772,Active,38.12116506,-109.0906394,Well,Withdrawal,Mining,,kgallons,,,,,,,,,,,,,,,,
Lisbon Valley Mining Company LLC,2605,PW-10,108544773,Active,38.15751632,-109.1479762,Well,Withdrawal,Mining,,kgallons,,,,,,,,,,,,,,,,
Lisbon Valley Mining Company LLC,2605,PW-11,108544774,Active,38.12603247,-109.1007653,Well,Withdrawal,Mining,2019,kgallons,37.03658333,37.03658333,37.03658333,37.03658333,37.03658333,37.03658333,37.03658333,37.03658333,37.03658333,37.03658333,37.03658333,37.03658333,444.439,,,
Lisbon Valley Mining Company LLC,2605,PW-11,108544774,Active,38.12603247,-109.1007653,Well,Withdrawal,Mining,2018,kgallons,442.044,258.222,256.094,831.734,841.445,796.385,379.183,890.986,732.804,0,328.05,215.956,5972.903,,,
Lisbon Valley Mining Company LLC,2605,PW-12,108544775,Active,38.12490199,-109.1212187,Well,Withdrawal,Mining,2019,kgallons,64.84816667,64.84816667,64.84816667,64.84816667,64.84816667,64.84816667,64.84816667,64.84816667,64.84816667,64.84816667,64.84816667,64.84816667,778.178,,,
Lisbon Valley Mining Company LLC,2605,PW-12,108544775,Active,38.12490199,-109.1212187,Well,Withdrawal,Mining,2018,kgallons,442.044,258.222,256.094,0,841.445,796.385,379.183,890.986,732.804,197.067,328.05,215.956,5338.236,,,
Lisbon Valley Mining Company LLC,2605,Woods Well,108544776,Active,38.11654465,-109.1180657,Well,Withdrawal,Mining,2019,kgallons,0,0,0,0,0,10.293,10.293,10.293,10.293,10,0,0,51.172,,,
Lisbon Valley Mining Company LLC,2605,PW-7,26050001,Active,38.12485091,-109.1115259,Well,Withdrawal,Mining,2019,kgallons,0,0,0,0,0,11.19807,0,0,0,0,0,0,11.19807,,,
Lisbon Valley Mining Company LLC,2605,PW-7,26050001,Active,38.12485091,-109.1115259,Well,Withdrawal,Mining,2018,kgallons,442.044,258.222,0,831.734,841.445,796.385,379.183,890.986,732.804,0,328.05,0,5500.853,,,
"Barrick Resources, Mercur Reclamation Project",2606,Well No.ww-7p,26060001,Active,,,Well,Withdrawal,Mining,,kgallons,,,,,,,,,,,,,,,,
"Barrick Resources, Mercur Reclamation Project",2606,Well No.ww-7p,26060001,Active,,,Well,Withdrawal,Mining,2002,kgallons,,,,,,,,,,,,,0,,,
"Barrick Resources, Mercur Reclamation Project",2606,Well No.ww-7p,26060001,Active,,,Well,Withdrawal,Mining,2001,kgallons,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
"Barrick Resources, Mercur Reclamation Project",2606,Well No.ww-8p,26060002,Active,,,Well,Withdrawal,Mining,,kgallons,,,,,,,,,,,,,,,,
"Barrick Resources, Mercur Reclamation Project",2606,Well No.ww-8p,26060002,Active,,,Well,Withdrawal,Mining,2002,kgallons,,,,,,,,,,,,,0,,,
"Barrick Resources, Mercur Reclamation Project",2606,Well No.ww-8p,26060002,Active,,,Well,Withdrawal,Mining,2001,kgallons,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
"Barrick Resources, Mercur Reclamation Project",2606,Well No.ww-8PA,26060003,Active,,,Well,Withdrawal,Water Supplier,,kgallons,,,,,,,,,,,,,,,,
Beaver Creek Coal Company,2607,Well,26070001,Active,,,Well,Withdrawal,Mining,,kgallons,,,,,,,,,,,,,,,,
Beaver Creek Coal Company,2607,French Drain,26070002,Active,,,Spring,Withdrawal,Mining,,kgallons,,,,,,,,,,,,,,,,
Beaver Creek Coal Company,2607,Reservoir Shares,26070003,Active,,,Reservoir,Withdrawal,Mining,,kgallons,,,,,,,,,,,,,,,,
BHP-Utah International Inc.,2608,"Well (8"")",26080001,Active,,,Well,Withdrawal,Mining,,kgallons,,,,,,,,,,,,,,,,
BHP-Utah International Inc.,2608,"Well (16"")",26080002,Active,,,Well,Withdrawal,Mining,,kgallons,,,,,,,,,,,,,,,,
BHP-Utah International Inc.,2608,"Well (16"")",26080003,Active,,,Well,Withdrawal,Mining,,kgallons,,,,,,,,,,,,,,,,
BHP-Utah International Inc.,2608,Well,26080004,Active,,,Well,Withdrawal,Mining,,kgallons,,,,,,,,,,,,,,,,
BHP-Utah International Inc.,2608,Well,26080005,Active,,,Well,Withdrawal,Mining,,kgallons,,,,,,,,,,,,,,,,
"Canyon Fuel Company, LLC - (Sufco Mine)",2609,Spring No. 1 & 2 (Combined),108543225,Active,38.90824333,-111.417636,Spring,Withdrawal,Industrial,2019,kgallons,514.8452571,381.2461714,514.8452571,452.9334857,645.1858286,576.7570286,514.8452571,514.8452571,452.9334857,580.0155429,576.7570286,645.1858286,6370.395429,,,
"Canyon Fuel Company, LLC - (Sufco Mine)",2609,Spring No. 1 & 2 (Combined),108543225,Active,38.90824333,-111.417636,Spring,Withdrawal,Industrial,2018,kgallons,628.8932571,312.8173714,563.7229714,501.8112,563.7229714,625.6347429,563.7229714,563.7229714,501.8112,563.7229714,707.0976,694.0635429,6790.743771,,,
"Canyon Fuel Company, LLC - (Sufco Mine)",2609,Spring No. 1 & 2 (Combined),108543225,Active,38.90824333,-111.417636,Spring,Withdrawal,Industrial,2017,kgallons,573.4985143,387.7632,573.4985143,511.5867429,641.9273143,700.5805714,769.0093714,769.0093714,387.7632,443.1579429,387.7632,641.9273143,6787.485257,,,
"Canyon Fuel Company, LLC - (Sufco Mine)",2609,Spring No. 1 & 2 (Combined),108543225,Active,38.90824333,-111.417636,Spring,Withdrawal,Industrial,2016,kgallons,540.9133714,449.6749714,667.9954286,700.5805714,573.4985143,387.7632,641.9273143,769.0093714,446.4164571,769.0093714,576.7570286,573.4985143,7097.044114,,,
"Canyon Fuel Company, LLC - (Sufco Mine)",2609,Spring No. 1 & 2 (Combined),108543225,Active,38.90824333,-111.417636,Spring,Withdrawal,Industrial,2015,kgallons,482.2601143,329.1099429,508.3282286,511.5867429,540.9133714,540.9133714,645.1858286,769.0093714,700.5805714,769.0093714,606.0836571,508.3282286,6911.3088,,,
"Canyon Fuel Company, LLC - (Sufco Mine)",2609,Spring No. 1 & 2 (Combined),108543225,Active,38.90824333,-111.417636,Spring,Withdrawal,Industrial,2014,kgallons,602.8251429,387.7632,553.9474286,511.5867429,602.8251429,638.6688,769.0093714,667.9954286,511.5867429,540.9133714,446.4164571,553.9474286,6787.485257,,,
"Canyon Fuel Company, LLC - (Sufco Mine)",2609,Unnamed Spring No. 2,108543226,Inactive,38.90806888,-111.418153,Spring,Withdrawal,Industrial,,kgallons,,,,,,,,,,,,,,,,
"Canyon Fuel Company, LLC - (Sufco Mine)",2609,Well No. 1,108543228,Inactive,38.85244059,-111.3100702,Well,Withdrawal,Industrial,,kgallons,,,,,,,,,,,,,,,,
"Canyon Fuel Company, LLC - (Sufco Mine)",2609,Sufco Minesite,108543508,Active,38.91404039,-111.417667,Tunnel,Withdrawal,Industrial,2019,kgallons,162.9257143,231.3545143,231.3545143,162.9257143,231.3545143,162.9257143,231.3545143,325.8514286,325.8514286,325.8514286,162.9257143,231.3545143,2786.029714,,,
"Canyon Fuel Company, LLC - (Sufco Mine)",2609,Spring Area (Culinary),26090001,Active,38.9140384,-111.4164128,Spring,Withdrawal,Domestic,,kgallons,,,,,,,,,,,,,,,,
"Materion Natural Resources, Inc.",2610,Nielson Stock Well,108540044,Inactive,,,Well,Withdrawal,Agricultural,,kgallons,,,,,,,,,,,,,,,,
"Materion Natural Resources, Inc.",2610,Nielson Stock Well,108540044,Inactive,,,Well,Withdrawal,Agricultural,2005,kgallons,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
"Materion Natural Resources, Inc.",2610,Nielson Stock Well,108540044,Inactive,,,Well,Withdrawal,Agricultural,2004,kgallons,0,0,0,200.0138899,400.0277797,400.0277797,400.0277797,400.0277797,400.0277797,400.0277797,0,0,2600.180568,,,
"Materion Natural Resources, Inc.",2610,Nielson Stock Well,108540044,Inactive,,,Well,Withdrawal,Agricultural,2001,kgallons,198.7693714,198.7693714,198.7693714,198.7693714,198.7693714,198.7693714,400.7972571,400.7972571,400.7972571,400.7972571,400.7972571,400.7972571,3597.399771,,,
"Materion Natural Resources, Inc.",2610,MWP-20,108542017,Active,39.47646071,-112.4440386,Well,Withdrawal,Mining,2019,kgallons,496,448,496,480,496,480,496,496,480,496,480,496,5840,,,
"Materion Natural Resources, Inc.",2610,MWP-18 (No Pump),108542018,Active,39.47641665,-112.4475813,Well,Withdrawal,Mining,,kgallons,,,,,,,,,,,,,,,,
"Materion Natural Resources, Inc.",2610,MWP-19,108542019,Active,39.47643869,-112.4458099,Well,Withdrawal,Mining,2019,kgallons,190,171,190,184,190,184,190,190,184,190,184,190,2237,,,
"Materion Natural Resources, Inc.",2610,MWP-19,108542019,Active,39.47643869,-112.4458099,Well,Withdrawal,Mining,2010,kgallons,339.724,323.031,358.594,369.634,372.653,330.234,365.913,383.953,368.957,289.158,387.592,385.054,4274.497,,,
"Materion Natural Resources, Inc.",2610,MWP-21,108542020,Active,39.47781147,-112.4458384,Well,Withdrawal,Mining,2019,kgallons,80,73,80,78,80,78,80,80,78,80,78,80,945,,,
"Materion Natural Resources, Inc.",2610,MWP-21,108542020,Active,39.47781147,-112.4458384,Well,Withdrawal,Mining,2010,kgallons,339.724,323.031,358.594,369.634,372.653,330.234,365.913,383.953,368.957,289.158,387.592,385.054,4274.497,,,
"Materion Natural Resources, Inc.",2610,MWP-22,108542021,Active,39.47783349,-112.444067,Well,Withdrawal,Mining,2019,kgallons,16,15,16,16,16,16,16,0,16,0,16,0,143,,,
"Materion Natural Resources, Inc.",2610,MWP-22,108542021,Active,39.47783349,-112.444067,Well,Withdrawal,Mining,2010,kgallons,339.724,323.031,358.594,369.634,372.653,330.234,365.913,383.953,368.957,289.158,387.592,385.054,4274.497,,,
"Materion Natural Resources, Inc.",2610,MWP-23,108542022,Active,39.47918425,-112.4458668,Well,Withdrawal,Mining,2019,kgallons,111,100,111,107,111,107,111,111,107,111,107,111,1305,,,
"Materion Natural Resources, Inc.",2610,MWP-23,108542022,Active,39.47918425,-112.4458668,Well,Withdrawal,Mining,2010,kgallons,339.724,323.031,358.594,369.634,372.653,330.234,365.913,383.953,368.957,289.158,387.592,385.054,4274.497,,,
"Materion Natural Resources, Inc.",2610,MWP-24,108542023,Active,39.47920627,-112.4440954,Well,Withdrawal,Mining,2019,kgallons,214,193,214,207,217,207,214,214,207,214,207,214,2522,,,
"Materion Natural Resources, Inc.",2610,MWP-24,108542023,Active,39.47920627,-112.4440954,Well,Withdrawal,Mining,2010,kgallons,339.724,323.031,358.594,369.634,372.653,330.234,365.913,383.953,368.957,289.158,387.592,385.054,4274.497,,,
"Materion Natural Resources, Inc.",2610,MWP-25,108542024,Active,39.48122537,-112.4396187,Well,Withdrawal,Mining,2019,kgallons,258,233,258,250,258,250,258,258,250,258,250,258,3039,,,
"Materion Natural Resources, Inc.",2610,MWP-25,108542024,Active,39.48122537,-112.4396187,Well,Withdrawal,Mining,2010,kgallons,515.44,471.503,463.246,438.488,524.103,482.645,594.487,567.298,662.385,753.04,898.444,913.149,7284.228,,,
"Materion Natural Resources, Inc.",2610,MWP-26,108542025,Active,39.48125167,-112.4374929,Well,Withdrawal,Mining,2019,kgallons,1290,1165,1290,1249,1290,1249,1290,1290,1249,1249,1290,1249,15150,,,
"Materion Natural Resources, Inc.",2610,MWP-26,108542025,Active,39.48125167,-112.4374929,Well,Withdrawal,Mining,2010,kgallons,515.44,471.503,463.246,438.488,524.103,482.645,594.487,567.298,662.385,753.04,898.444,913.149,7284.228,,,
"Materion Natural Resources, Inc.",2610,MWP-28,108542026,Active,39.48130417,-112.4332413,Well,Withdrawal,Mining,2019,kgallons,861,777,861,833,861,833,861,861,833,861,833,861,10136,,,
"Materion Natural Resources, Inc.",2610,MWP-28,108542026,Active,39.48130417,-112.4332413,Well,Withdrawal,Mining,2010,kgallons,515.44,471.503,463.246,438.488,524.103,482.645,594.487,567.298,662.385,753.04,898.444,913.149,7284.228,,,
"Materion Natural Resources, Inc.",2610,MWP-34,108542027,Active,39.48227939,-112.4349979,Well,Withdrawal,Mining,2019,kgallons,30,27,30,29,30,29,30,30,0,0,0,0,235,,,
