WRNUM,RESERVOIR_IDNUM,RESERVOIR_NAME,RESERVOIR_CAPACITY,DAM_HEIGHT,ACRES_INUNDATED,RES_BEG_DATE,RES_END_DATE,DAM_NUMBER,recordId
49-609,5,Southman Reservoir #5,0.25,0,0,101,1231,        ,5330
49-610,5,Southman Reservoir #6,0.25,0,0,101,1231,        ,5331
49-611,5,Chapita Wells Reservoir,0.3,0,0,101,1231,        ,5332
49-612,5,Chapita Wells Allotment,1,0,0,101,1231,        ,5333
49-613,6,"Sandwash Reservoirs #1,#2 & #3",0.75,5,0,101,1231,        ,5334
49-614,5,Bitter Creek Gas Field Reservoir#1,0.25,0,0,101,1231,        ,5335
49-615,5,Bitter Creek Gas Field Reservoir#2,0.25,0,0,101,1231,        ,5336
49-616,5,Bitter Creek Gas Field Reservoir#3,0.25,0,0,101,1231,        ,5337
49-617,5,Turkey Trail Reservoir,0.6,0,0,101,1231,        ,5338
49-618,5,South Walsh Knolls Reservoir,0.6,0,0,101,1231,        ,5339
49-619,5,South Walsh Knolls Reservoir #3,0.3,0,0,101,1231,        ,5340
49-620,5,South Walsh Knolls Reservoir #2,0.25,0,0,101,1231,        ,5341
49-621,5,Little  Bonanza Reservoir #1,0.4,0,0,101,1231,        ,5342
49-622,5,Little Bonanza Reservoir #2,0.7,0,0,101,1231,        ,5343
49-623,5,Little Bonanza Reservoir #3,0.3,0,0,101,1231,        ,5344
49-624,5,West Bonanza Reservoir,0.25,0,0,101,1231,        ,5345
49-625,5,East Hatch Reservoir,0.3,0,0,101,1231,        ,5346
49-626,5,Hatch Reservoir,14,0,0,101,1231,        ,5347
49-627,5,Bonanza Reservoir #1,1,0,0,101,1231,        ,5348
49-628,5,Chapita Wells Reservoir #4,0.3,0,0,101,1231,        ,5349
49-629,5,Chapita Wells Reservoir #3,23,0,0,101,1231,        ,5350
49-631,5,Chapita Wells Reservoir #6,1,0,0,101,1231,        ,5351
49-632,5,Chapita Wells Reservoir #7,0.3,0,0,101,1231,        ,5352
49-633,5,Chapita Wells Reservoir #8,0.25,0,0,101,1231,        ,5353
49-634,6,Chapita Wells Reservoir #9,0.25,0,0,101,1231,        ,5354
49-635,5,Chapita Wells Reservoir #10,22,0,0,101,1231,        ,5355
49-636,5,Chapita Wells Reservoir #11,0.25,0,0,101,1231,        ,5356
49-637,5,Southeast Coyote Wash Reservoir #1,0.25,0,0,101,1231,        ,5357
49-638,5,Southeast Coyote Wash Reservoir #2,0.25,0,0,101,1231,        ,5358
49-639,5,Chapita Wells Reservoir #12,1.6,0,0,101,1231,        ,5359
49-640,5,Southeast Coyote Wash Reservoir #3,3.7,0,0,101,1231,        ,5360
49-641,5,Southeast Coyote Wash Reservoir #4,41,0,0,101,1231,        ,5361
49-642,5,Chapita Wells Reservoir #13,0.8,0,0,101,1231,        ,5362
49-643,5,Chapita Wells Reservoir #14,0.25,0,0,101,1231,        ,5363
49-644,5,Chapita Wells Reservoir #15,0.25,0,0,101,1231,        ,5364
49-645,5,Southwest Coyote Wash Reservoir #1,0.6,0,0,101,1231,        ,5365
49-646,5,Southwest Coyote Wash Reservoir #2,0.25,0,0,101,1231,        ,5366
49-648,5,Southwest Coyote Wash Reservoir #3,0.25,0,0,101,1231,        ,5367
49-649,5,Upper Willow Creek Reservoir,0.7,0,0,101,1231,        ,5368
49-650,5,Lower Willow Creek Reservor,0.25,0,0,101,1231,        ,5369
49-651,5,North Walsh Knolls Reservoir #1,0.25,0,0,101,1231,        ,5370
49-652,5,North Walsh Knolls Reservoir #2,0.25,0,0,101,1231,        ,5371
49-653,5,Coyote Basin Reservoir #1,1,0,0,101,1231,        ,5372
49-654,5,Coyote Basin Reservoir #2,0.25,0,0,101,1231,        ,5373
49-655,5,Coyote Basin Reservoir #3,0.3,0,0,101,1231,        ,5374
49-656,5,South Hacking Reservoir,0.25,0,0,101,1231,        ,5375
49-657,5,Hacking Reservoir,10,0,0,101,1231,        ,5376
49-658,5,Coyote Basin Reservoir #4,0.25,0,0,101,1231,        ,5377
49-659,5,Coyote Basin Reservoir #5,1.4,0,0,101,1231,        ,5378
49-660,5,Coyote Basin Reservoir #6,10,0,0,101,1231,        ,5379
49-661,5,Coyote Basin Reservoir #7,0.25,0,0,101,1231,        ,5380
49-662,5,Coyote Basin Reservoir #8,0.25,0,0,101,1231,        ,5381
49-663,5,Coyote Basin Reservoir #9,0.25,0,0,101,1231,        ,5382
49-664,5,Coyote Basin Reservoir #10,0.25,0,0,101,1231,        ,5383
49-665,5,Bonanza Reservoir #2,2.1,0,0,101,1231,        ,5384
49-666,5,East Devils Playground Reservoir,1.4,0,0,101,1231,        ,5385
49-667,5,Devils Playground Reservoir,0.4,0,0,101,1231,        ,5386
49-668,5,Kennedy Wash Reservoir #1,1.2,0,0,101,1231,        ,5387
49-669,5,Kennedy Wash Reservoir #2,3.9,0,0,101,1231,        ,5388
49-670,5,Kennedy Wash Reservoir #3,1.8,0,0,101,1231,        ,5389
49-671,5,Coyote Basin Reservoir #11,0.6,0,0,101,1231,        ,5390
49-672,5,Kennedy Wash Reservoir #4,0.25,0,0,101,1231,        ,5391
49-673,5,Kennedy Wash Reservoir #5,0.9,0,0,101,1231,        ,5392
49-674,5,Kennedy Wash Reservoir #6,0.7,0,0,101,1231,        ,5393
49-675,5,Kennedy Wash Reservoir #7,0.6,0,0,101,1231,        ,5394
49-676,5,Kennedy Wash Reservoir #8,6.9,0,0,101,1231,        ,5395
49-677,5,Red Wash Reservoir,0.5,0,0,101,1231,        ,5396
49-678,6,West Glen Bench Reservoir,0.5,0,0,101,1231,        ,5397
49-679,5,East Glen Bench Reservoir,1,0,0,101,1231,        ,5398
49-680,5,North Chapita Reservoir,0.25,0,0,101,1231,        ,5399
49-681,5,Wonsits-Wonsits Reservoir,0.7,0,0,101,1231,        ,5400
49-682,5,North Monsits Reservoir,0.3,0,0,101,1231,        ,5401
49-685,5,Snake John Reservoir #1,0.25,0,0,101,1231,        ,5402
49-686,5,Deadman Bench Divide Reservoir,6.9,0,0,101,1231,        ,5403
49-687,5,Powder Springs Wash Reservoir #1,0.3,0,0,101,1231,        ,5404
49-688,5,Powder Springs Wash Reservoir #2,0.25,0,0,101,1231,        ,5405
49-689,5,Powder Springs Wash Reservoir #3,0.25,0,0,101,1231,        ,5406
49-690,5,North Squaw Ridge Pass Reservoir,0.7,0,0,101,1231,        ,5407
49-691,5,Snake John Reservoir  #5,0.25,0,0,101,1231,        ,5408
49-692,5,Snake John Reservoir #4,0.25,0,0,101,1231,        ,5409
49-693,5,Snake John Reservoir #3,0.25,0,0,101,1231,        ,5410
49-694,5,Snake John Reservoir #2,0.25,0,0,101,1231,        ,5411
49-695,5,Snake John Reservoir #10,0.25,0,0,101,1231,        ,5412
49-696,5,Snake John Reservoir #9,0.25,0,0,101,1231,        ,5413
49-697,5,Snake John Reservoir #8,0.25,0,0,101,1231,        ,5414
49-698,5,Snake John Reservoir #7,0.25,0,0,101,1231,        ,5415
49-699,5,Snake John Reservoir #6,0.25,0,0,101,1231,        ,5416
49-700,5,Snake John Reservoir #12,0.25,0,0,101,1231,        ,5417
49-701,5,Snake John Reservoir #11,0.5,0,0,101,1231,        ,5418
49-702,5,Snake John Reservoir #15,0.25,0,0,101,1231,        ,5419
49-703,5,Snake John Reservoir #14,0.25,0,0,101,1231,        ,5420
49-704,5,Snake John Reservoir #13,0.25,0,0,101,1231,        ,5421
49-705,5,Powder Springs Wash Reservoir #5,0.25,0,0,101,1231,        ,5422
49-706,5,Powder Springs Wash Reservoir #4,0.25,0,0,101,1231,        ,5423
49-707,5,Powder Springs Wash Reservoir #6,0.25,0,0,101,1231,        ,5424
49-708,5,Powder Springs Wash Reservoir #7,0.25,0,0,101,1231,        ,5425
49-709,5,Powder Springs Wash Reservoir #8,0.25,0,0,101,1231,        ,5426
49-710,5,Squaw Ridge Reservoir #3,0.25,0,0,101,1231,        ,5427
45-4653,2,Unnamed Pond,4,8,0.5,101,1231,        ,5428
49-711,5,Squaw Ridge Reservoir #2,0.25,0,0,101,1231,        ,5429
49-712,5,Squaw Ridge Reservoir #1,0.25,0,0,101,1231,        ,5430
49-715,5,Squaw Ridge Reservoir #9,0.25,0,0,101,1231,        ,5431
49-716,5,Squaw Ridge Reservoir #8,0.25,0,0,101,1231,        ,5432
49-717,5,Squaw Ridge Reservoir #7,0.25,0,0,101,1231,        ,5433
49-718,5,Squaw Ridge Reservoir #6,0.3,0,0,101,1231,        ,5434
49-719,5,Snake John Reservoir #16,0.25,0,0,101,1231,        ,5435
49-720,5,Snake John Reservoir #17,0.6,0,0,101,1231,        ,5436
49-721,5,Snake John Reservoir #20,0.25,0,0,101,1231,        ,5437
49-726,5,North Deadman Bench Reservoir,0.25,0,0,101,1231,        ,5438
43-9894,2,Lake Fork Reservoir,100000,0,1350,101,1231,        ,5439
49-727,5,Siddoway Reservoir,5,0,0,101,1231,        ,5440
49-728,5,Baser Wash Reservoir #1,0.25,0,0,101,1231,        ,5441
49-729,5,Baser Wash Reservoir #2,12,0,0,101,1231,        ,5442
49-730,5,Rt.Fork Walker Hollow Reservoir #1,0.25,0,0,101,1231,        ,5443
49-731,5,Walker Hollow Reservoir,3.2,0,0,101,1231,        ,5444
49-732,5,Rt.Fork Walker Hollow Reservoir #2,0.25,0,0,101,1231,        ,5445
49-733,5,Rt.Fork Walker Hollow Resevoir #3,0.25,0,0,101,1231,        ,5446
49-734,5,Deadman Bench Reservoir #1,0.7,0,0,101,1231,        ,5447
49-735,5,Deadman Bench Reservoir 2,0.25,0,0,101,1231,        ,5448
49-736,5,Deadman Bench Reservoir #3,1.1,0,0,101,1231,        ,5449
49-741,5,Deadman Bench Reservoir #8,0.25,0,0,101,1231,        ,5450
49-742,5,Deadman Bench Reservoir #9,0.25,0,0,101,1231,        ,5451
49-743,5,Deadman Bench Reservoir #10,0.25,0,0,101,1231,        ,5452
49-744,5,Wooley Reservoir,1.5,0,0,101,1231,        ,5453
49-745,5,Deadman Bench Reservoir #11,0.25,0,0,101,1231,        ,5454
49-746,5,Horseshoe Bend Reservoir,0.25,0,0,101,1231,        ,5455
49-748,5,North Snake John Reservoir,0.3,0,0,101,1231,        ,5456
49-749,5,North Gravel Pit Reservoir,0.6,0,0,101,1231,        ,5457
49-751,5,North Powder Springs Reservoir,0.25,0,0,101,1231,        ,5458
49-752,5,Cliff Creek Reservoir,2,0,0,101,1231,        ,5459
49-753,5,Gravel Pit Reservoir,0.9,0,0,101,1231,        ,5460
45-5676,3,Unnamed reservoir,4,8,1,101,1231,        ,5461
49-756,5,Sage Bench Reservoir,0.3,0,0,101,1231,        ,5462
45-5677,3,Unnamed reservoir,4,8,1,101,1231,        ,5463
49-757,5,Lower Rim Rock Reservoir,0.25,0,0,101,1231,        ,5464
49-758,5,Upper Rim Rock Reservoir,0.25,0,0,101,1231,        ,5465
49-762,5,North Horseshoe Bend Reservoir #1,0.5,0,0,101,1231,        ,5466
49-763,5,North Horseshoe Bend Reservoir #2,0.25,0,0,101,1231,        ,5467
49-768,5,Cliff Ridge Reservoir #7,0.25,0,0,101,1231,        ,5468
49-769,5,Cliff Ridge Reservoir #6,0.25,0,0,101,1231,        ,5469
49-770,5,Wilkins Cabin Reservoir,6.2,0,0,101,1231,        ,5470
49-772,5,Cliff Ridge Reservoir #5,0.25,0,0,101,1231,        ,5471
49-773,5,Cliff Ridge Reservoir #4,0.25,0,0,101,1231,        ,5472
49-774,5,Cliff Ridge Reservoir #3,0.25,0,0,101,1231,        ,5473
49-777,5,East Daniels Canyon Reservoir,0.25,0,0,101,1231,        ,5474
49-778,5,North Daniels Canyon Reservoir,0.25,0,0,101,1231,        ,5475
49-779,5,Lower Docs Valley Reservoir,0.25,0,0,101,1231,        ,5476
49-780,5,Upper Docs Valley Reservoir,0.3,0,0,101,1231,        ,5477
49-781,5,West Stuntz Plateau Reservoir #1,10,0,0,101,1231,        ,5478
49-782,5,West Stuntz Plateau Reservoir #2,4,0,0,101,1231,        ,5479
45-5679,4,Two existing unnamed Reservoirs,58.5,20,3.598,101,1231,        ,5480
49-783,5,West Stuntz Plateau Reservoir #3,0.25,0,0,101,1231,        ,5481
49-785,5,East Stuntz Plateau Reservoir #1,46,0,0,101,1231,        ,5482
49-786,5,East Stuntz Plateau Reservoir #2,0.25,0,0,101,1231,        ,5483
49-787,5,East Stuntz Plateau Reservoir #3,0.25,0,0,101,1231,        ,5484
49-788,5,East Stuntz Plateau Reservoir #4,0.25,0,0,101,1231,        ,5485
49-789,5,East Bear Hollow Reservoir,1,0,0,101,1231,        ,5486
49-790,5,Bear Hollow Reservoir,0.3,0,0,101,1231,        ,5487
49-791,5,West Bear Hollow Reservoir,2.3,0,0,101,1231,        ,5488
49-792,5,West Wild Horse Bench Reservoir,2,0,0,101,1231,        ,5489
49-793,5,East Wild Horse Bench Reservoir,0.3,0,0,101,1231,        ,5490
43-10623,5,Unnamed,2,15,0.25,101,1231,        ,5491
41-3483,2,Linwood Pond #2,10.33,7,6.06,101,1231,        ,5492
43-10656,5,Unnamed dugout pond,1,0,0.15,101,1231,        ,5493
43-10658,3,Unnamed Reservoir,1.73,12,0.25,101,1231,        ,5494
45-5691,8,Red Fleet Reservoir,260000,144,521,101,1231,        ,5495
43-10664,5,Unnamed pond,2,8,0.12,101,1231,        ,5496
43-10680,2,Unnamed Pond #1,2,5,0.33,101,1231,        ,5497
43-10680,3,Unnamed Pond #2,2,5,0.33,101,1231,        ,5498
49-1603,4,Walker Hollow Water Well #2,0.5,5,0.25,101,1231,        ,5499
45-5698,2,Reservoir #1,1,8,0.25,101,1231,        ,5500
45-5698,3,Reservoir #2,1,8,0.25,101,1231,        ,5501
45-5698,4,Reservoir #3,1,8,0.25,101,1231,        ,5502
45-5698,7,Reservoir #5,1,8,0.25,101,1231,        ,5503
45-5698,6,Reservoir #4,1,8,0.25,101,1231,        ,5504
45-5698,8,Reservoir #6,1,8,0.25,101,1231,        ,5505
45-5699,2,Reservoir #7,1,8,0.25,101,1231,        ,5506
45-5699,3,Reservoir #8,1,8,0.25,101,1231,        ,5507
45-5699,4,Reservoir #9,1,8,0.25,101,1231,        ,5508
45-5699,5,Reservoir #10,1,8,0.25,101,1231,        ,5509
45-5699,6,Reservoir #11,1,8,0.25,101,1231,        ,5510
45-5699,7,Reservoir #12,1,8,0.25,101,1231,        ,5511
45-5700,4,Reservoir #13,1,8,0.25,101,1231,        ,5512
45-5700,5,Reservoir #14,1,8,0.25,101,1231,        ,5513
45-5700,6,Reservoir #15,1,8,0.25,101,1231,        ,5514
45-5700,7,Reservoir #16,1,8,0.25,101,1231,        ,5515
45-5700,8,Reservoir #17,1,8,0.25,101,1231,        ,5516
45-5700,9,Reservoir #18,1,8,0.25,101,1231,        ,5517
43-10691,2,Pond No. 1,6,3,1,101,1231,        ,5518
43-10691,3,Pond No. 2 (Existing),3,3,0.5,101,1231,        ,5519
31-729,2,Rattlesnake Rapids Reservoir,2.988,0,0.646,101,1231,        ,5520
31-3246,2,Rattlesnake Rapids Reservoir,2.988,0,0.646,101,1231,        ,5521
45-5716,5,Dugout pond,0.5,0,0,101,1231,        ,5522
43-720,8,Cottonwood,6126,70,180,101,1231,        ,5523
41-3282,6,Daggett Lake,102.94,6,47.2,101,1231,        ,5524
49-1643,5,Blue Mountain Reservoir #2,1.6,8,0.5,101,1231,        ,5525
49-1642,2,Bohemian Reservoir,1.2,6,0.3,101,1231,        ,5526
49-1641,2,Blue Mountain Guzzler #4,1.25,0,0.5,101,1231,        ,5527
43-10980,5,Trophy Hole,5,18,1.5,101,1231,        ,5528
45-4679,28,East Park Reservoir,2595,35,160,101,1231,        ,5529
43-11120,4,Unnamed Pond (existing),1.48,12,0.25,101,1231,        ,5530
43-11119,2,Velma`s Pond,2.5,10,0.5,101,1231,        ,5531
41-3144,4,unnamed,1000,42,150,101,1231,        ,5532
45-5825,5,Dug out pond,1.5,0,0.5,101,1231,        ,5533
41-3536,3,South Valley Pond,10,20,1.6,101,1231,        ,5534
49-1640,4,Loader Spring Reservoir,0.5,0,0.25,101,1231,        ,5535
49-79,4,unnamed equalizing reservoir,3,5,1.6,101,1231,        ,5536
43-11375,2,Burton Seep Reservoir,0.36,3,0.18,101,1231,        ,5537
43-11069,2,Marion`s Pond,4,10,0.4,101,1231,        ,5538
81-4873,1,Isom Pond #3,10,10,1,101,1231,        ,5539
45-5877,5,Diamond Gulch Reservoir #1,0.25,4,0.12,101,1231,        ,14044
43-11087,6,Jaime`s pond (dug out pond),0.1,0,0.02,101,1231,        ,5541
43-11095,5,Unnamed,18,0,8,101,1231,        ,5542
43-11106,6,Unnamed pond,1,13,1,101,1231,        ,5543
43-11113,4,Dugout Pond,3,0,0.5,101,1231,        ,5544
45-5855,2,Upper Pond,0.5,0,0.15,101,1231,        ,5545
45-5855,3,Lower Pond,0.5,0,0.15,101,1231,        ,5546
Sep-45,1,Adams Ranch Dam,30,30,2,101,1231,        ,5547
43-10375,6,Mitchell #2,22.42,23,3.89,101,1231,        ,5548
43-10375,7,Mitchell #3,35.32,30,3.09,101,1231,        ,5549
43-10375,8,Mitchell #4,43.15,26,6.24,101,1231,        ,5550
43-10375,9,Mitchell #5,38.75,24,5.93,101,1231,        ,5551
43-10375,10,Mitchell #6,21.9,17,4.57,101,1231,        ,5552
43-10375,11,Mitchell #1,49.53,17,9.09,101,1231,        ,5553
45-5857,2,East Huber Reservoir #2,1.5,8,0.38,101,1231,        ,5554
45-5858,2,East Huber Reservoir #3,0.39,8,0.1,101,1231,        ,5555
45-452,15,Unnamed,15.74,18,2.95,101,1231,        ,5556
45-452,16,Unnamed,8.43,16,1.18,101,1231,        ,5557
45-452,17,Unnamed,19.56,19,3.45,101,1231,        ,5558
45-5552,4,Unnamed Pond,0.1,5,0.07,101,1231,        ,5559
45-2002,7,Hacking Reservoir,0.05,0,0,101,1231,        ,5560
45-5894,6,unnamed,2,10,0.5,101,1231,        ,5561
43-11123,2,Jane`s Dougout Pond,1,0,0.15,101,1231,        ,5562
51-3612,5,Upper Cowley Reservoir,16.5,20,2.61,101,1231,        ,5563
95-4289,2,Silversage Pond,0.2,8,0.05,101,1231,        ,5564
95-4290,2,Lower Sick Pasture Pond,0.2,8,0.05,101,1231,        ,5565
81-4863,1,Unnamed Regulating Reservoir,17,10,3,101,1231,        ,5566
81-4869,1,Kolob Reservoir,5586,67,249.13,101,1231,        ,5567
15-7,11,Unnamed Pond,5.4563,0,0.7275,101,1231,        ,5568
15-4020,2,Wrathal Johnson Reservoir,230,6,110,101,1231,        ,5569
63-3898,7,Sevier Bridge Reservoir,205160,92,9677,101,1231,        ,5570
35-11523,9,Thompson Pond,0.77,13,0.2,101,1231,        ,5571
81-3049,9,11 Unnamed Reservoirs,18,0,0,101,1231,        ,5572
63-3258,7,Dairy Dam Reservoir,150,28,16,101,1231,        ,5573
15-544,4,Pond #1/Spring Canyon Reservoir,10,15,2.1,101,1231,        ,5574
73-3803,2,Unnamed Pond,0,0,0.0643,101,1231,        ,5575
43-11387,4,Walkup Sping Pond #3,0.033,8,0.025,101,1231,        ,5576
43-11387,2,Walkup Spring Pond #1,0.03,5,0.02,101,1231,        ,5577
43-11387,3,Walkup Spring Pond #2,0.025,8,0.02,101,1231,        ,5578
15-544,5,Pond #2,5.1,15,0.34,101,1231,        ,5579
00-2753,5,Unnamed pond #3,4.7,9,0.94,101,1231,        ,5580
43-11274,6,Unnamed Pond,0.29,8,0.057,101,1231,        ,5581
41-1218,10,Beaver Meadow Reservoir,1785,0,0,1001,331,        ,5582
75-1695,4,Unnamed Fish Pond,0,0,0.1136,101,1231,        ,5583
45-5881,5,Eagle Pond,1.2,5,0.3,101,1231,        ,5584
45-5881,4,George D Pond,0.8,5,0.2,101,1231,        ,5585
45-5881,6,Point Spring Unit Pond #1,0.35,3,0.17,101,1231,        ,5586
45-5881,7,Point Spring Unit Pond #2,0.25,4,0.08,101,1231,        ,5587
43-11127,2,Lake Fork Reservoir,100000,0,1350,101,1231,        ,5588
41-3555,2,Spirit Lake,350,18,45,101,1231,        ,5589
45-5881,8,Point Spring Unit Pond #3,0.8,4,0.24,101,1231,        ,5590
45-5881,3,Taylor Mountain Road Pond,0.95,4,0.3,101,1231,        ,5591
45-5881,2,Woods Pond,0.15,3,0.07,101,1231,        ,5592
45-5874,2,Unnamed Pond,4.73,8,1.2,101,1231,        ,5593
45-5876,2,East End Pond #3,0.7,5,0.22,101,1231,        ,14049
45-5876,3,East End Pond #4,0.35,4,0.2,101,1231,        ,14050
45-5876,4,OverLook Pond,0.3,3,0.12,101,1231,        ,14051
45-5877,2,Diamond Gulch Unit Pond #1,0.3,3,0.15,101,1231,        ,14045
45-5877,3,Diamond Gulch Unit Pond #2,0.8,6,0.24,101,1231,        ,14046
45-5885,9,CMM Pond,0.2,3,0.1,101,1231,        ,14052
45-5885,7,Dutch Charles Corral Pond,0.7,5,0.18,101,1231,        ,14053
45-5885,10,Dutch Charlie Reservoir #2,0.2,4,0.06,101,1231,        ,14054
35-10741,6,Stuhmer Pond 1,0.23,0,0.105,101,1231,        ,5602
95-2720,2,Horse Trap Reservior,10,0,0,101,1231,        ,5603
43-11140,10,Altara Pond (dugout pond),0.4,0,0.1,101,1231,        ,5604
45-5880,4,Cottonwood Springs Reservoir,0.15,2,0.1,101,1231,        ,5605
45-5880,8,Doug`s Pond,0.8,5,0.2,101,1231,        ,5606
45-5880,7,Dougie`s Pond,0.8,3,0.3,101,1231,        ,5607
45-5880,2,JB Pond,1.3,5,0.35,101,1231,        ,5608
45-5880,6,Merkley Pond #1,0.5,5,0.18,101,1231,        ,5609
45-5880,9,Oak Spring Pond,0.5,6,0.11,101,1231,        ,5610
45-5880,5,Taylor Corral Pond,0.2,2,0.11,101,1231,        ,5611
45-5880,3,Three Troughs Pond,0.5,3,0.18,101,1231,        ,5612
45-5886,6,Hail-On-Me Pond,0.15,2,0.1,101,1231,        ,5613
45-5886,5,Kabell Hollow Tributary Reservoir,0.32,2,0.2,101,1231,        ,5614
99-122,4,Hideout Pond #1,0.25,0,0.07,101,1231,        ,5615
43-11391,2,Lake Canyon Seep Pond,0.24,14,0.11,101,1231,        ,5616
41-3679,5,Cody`s Pond,0,8,0.1,101,1231,        ,5617
29-4150,6,Pond #1,0.069,4,0.0287,101,1231,        ,5618
29-4150,7,Pond #2,1,13,0.141,101,1231,        ,5619
53-1706,1,West Ponds,4,20,1,101,1231,        ,14096
77-815,1,South Creek Reservoir,289,65,16.65,301,1031,        ,5621
91-3403,2,Unnamed Reservoir,0.25,6,0.1,101,1231,        ,5622
73-816,4,Dutton Spring Reservoir,0.03,0,0,101,1231,        ,5623
45-5885,8,Kabell Hollow East Fence Pond,0.65,4,0.2,101,1231,        ,14055
55-11559,2,Jordanelle Reservoir,364016,293,3150,101,1231,        ,5626
55-11559,3,Lost Lake,1540,35,120,101,1231,        ,5631
43-4347,2,Middle Mountain Pond,0.1,10,0.06,101,1231,        ,5632
43-11383,2,Bastian Spring Pond,0.045,2,0.051,101,1231,        ,5633
63-4325,1,Unnamed Reservoir,1.12,4,0.28,401,1031,        ,5634
81-503,11,waterscape feature pond,0,0,0.023,101,1231,        ,5635
81-4609,16,Island Pond,4.36,8,0.726,101,1231,        ,5636
81-4609,18,North Sea Pond,12.21,12,1.526,101,1231,        ,5637
81-4609,19,Patties Pond,15.79,12,1.579,101,1231,        ,5638
81-4609,17,Rogers Pond,0.74,8,0.147,101,1231,        ,5639
81-4609,12,Unnamed Pond,0,0,0.02,101,1231,        ,5640
81-4609,15,Waterscape Feature,0,0,0.023,101,1231,        ,5641
73-578,4,Black Ledge Spring Reservoir,0.08,0,0,101,1231,        ,5642
81-4967,6,Reservoir #6,11,12,0,101,1231,        ,5643
81-4967,7,Reservoir #7,19.95,13,0,101,1231,        ,5644
81-4969,4,Reservoir #4,19.4,12,0,101,1231,        ,5645
81-4969,5,Reservoir #5,19.93,12,0,101,1231,        ,5646
81-4969,6,Reservoir #6,11,12,0,101,1231,        ,5647
81-4969,7,Reservoir #7,19.95,13,0,101,1231,        ,5648
43-11162,6,Unnamed pond,3.03,10,0.82,101,1231,        ,5649
91-4980,2,Unnamed Reservoir #1,0.42,6,0.284,101,1231,        ,5650
41-3574,2,Unnamed pond,1,5,0.25,101,1231,        ,5651
43-11170,6,Upper Mill Hollow Pond,0.21,8,0.083,101,1231,        ,5652
75-271,5,Pond,3.56,4,0.71,101,1231,        ,5653
43-11178,3,Marge`s Pond,2.5,10,0.5,101,1231,        ,5654
43-11372,2,Chea Pond,0.093,3,0.06,101,1231,        ,5655
43-26,17,Unnamed #2,15,0,0,101,1231,        ,5656
43-11197,2,Cobble Rock Reservoir (existing),1,15,0.15,101,1231,        ,5657
43-11373,2,Upper Grouse Creek Fenceline,0.37,2,0.25,101,1231,        ,5658
45-5919,4,Black Lagoon (dug out pond),3,0,0.5,101,1231,        ,5659
43-11206,2,Covington Pond,2,10,0.4,101,1231,        ,5660
45-5710,4,Unnamed Pond,0.21,0,0.095,101,1231,        ,5661
43-10552,4,Unnamed,0.66,14,0.15,101,1231,        ,5662
43-1707,5,Unmamed Reservoir,0.96,11,0.32,101,1231,        ,5663
43-11225,2,Unnamed Pond,13.65,22,1.2,101,1231,        ,5664
43-11239,1,unnamed pond,0.4,5,0.25,101,1231,        ,5665
31-2851,2,Rattlesnake Rapids Reservoir,2.988,0,0.646,101,1231,        ,5666
45-5938,4,Unnamed Reservoir,4.73,16,0.6,101,1231,        ,5667
43-11248,2,Unnamed Pond,2.5,10,1,101,1231,        ,5668
41-3567,2,Dam 12 Reservoir,0.03,9,0.027,101,1231,        ,5669
92-672,2,Unnamed holding pond,19.5,0,4.38,301,315,        ,5670
23-3643,5,unnamed ponds,0.2,6,0.1,101,1231,        ,5671
89-1491,2,Squaw Canyon Reservoir,1,10,0.5,101,1231,        ,5672
73-2792,5,Fishing Lake,10.74,0,2.67,101,1231,        ,5673
05-1612,8,Scott M. Matheson Wetland Preserve,899,2,449,101,1231,        ,5674
71-219,31,Newcastle Reservoir,5645.19,0,0,1001,1101,        ,5675
43-511,6,Unnamed,2000,85,77,101,1231,        ,5676
45-5983,5,dugout pond,0.5,0,0.1,101,1231,        ,5677
43-11280,4,Large Pond,15,0,1,501,1031,        ,5678
43-11280,5,Small Pond,6,0,0.3,501,1031,        ,5679
41-3572,2,Pond #1,0.45,0,0.06,101,1231,        ,5680
41-3572,3,Pond #2,0.45,0,0.06,101,1231,        ,5681
43-3530,5,Unnamed,5.2,10,0.86,101,1231,        ,5682
43-11323,2,Pond #1,0.45,10,0.25,101,1231,        ,5683
43-11323,3,Pond #2,0.49,10,0.25,101,1231,        ,5684
43-11323,4,Pond #3,0.37,10,0.25,101,1231,        ,5685
43-11323,5,Pond #4,0.45,10,0.25,101,1231,        ,5686
43-11323,6,Pond #5,0.45,10,0.25,101,1231,        ,5687
43-11323,7,Pond #6,0.54,10,0.25,101,1231,        ,5688
43-11323,8,Pond #7,0.45,10,0.25,101,1231,        ,5689
43-11323,9,Pond #8,0.69,15,0.5,101,1231,        ,5690
43-11323,10,Pond #9,0.37,10,0.25,101,1231,        ,5691
43-11323,11,Pond #10,0.45,10,0.25,101,1231,        ,5692
43-11331,1,unnamed pond,3.2,12,0.62,101,1231,        ,5693
43-11332,2,unnamed pond,3.2,12,0.62,101,1231,        ,5694
90-1813,6,Bishop Ridge Pond #1,0.75,6,0.3,101,1231,        ,5695
43-11333,2,Salt Barrel Sping Pond #2,0.05,2,0.05,616,905,        ,5696
45-714,33,Pond #3,8.24,9,2.32,101,1231,        ,5697
51-222,5,Upper Cowley Reservoir,16.5,20,2.61,101,1231,        ,5698
81-3476,9,Unnamed Regulating Reservoir,17,10,3,101,1231,        ,5699
